time,New York,pts.away,score,pts.home,Charlotte
4:01.0,E. Kanter makes 2-pt shot from 9 ft (assist by L. Thomas),2,39-51,,
3:41.0,,,39-53,2,D. Howard makes 2-pt shot from 1 ft
3:27.0,L. Thomas misses 2-pt shot from 21 ft,,39-53,,
3:25.0,,,39-53,,Defensive rebound by N. Batum
3:23.0,,,39-55,2,D. Bacon makes 2-pt shot from 1 ft (assist by N. Batum)
3:23.0,,,39-55,,Shooting foul by F. Ntilikina (drawn by D. Bacon)
3:23.0,,,39-56,1,D. Bacon makes free throw 1 of 1
3:23.0,T. Burke enters the game for F. Ntilikina,,39-56,,
3:06.0,M. Beasley makes 2-pt shot from 2 ft (assist by T. Burke),2,41-56,,
3:06.0,Shooting foul by D. Bacon (drawn by M. Beasley),,41-56,,
3:06.0,,,41-56,,M. Kidd-Gilchrist enters the game for D. Bacon
3:06.0,M. Beasley makes free throw 1 of 1,1,42-56,,
2:44.0,,,42-56,,Turnover by D. Howard (traveling)
2:44.0,,,42-56,,Charlotte full timeout
2:37.0,T. Hardaway makes 3-pt shot from 26 ft (assist by T. Burke),3,45-56,,
2:26.0,Personal foul by E. Kanter (drawn by D. Howard),,45-56,,
2:18.0,,,45-56,,N. Batum misses 2-pt shot from 21 ft
2:16.0,Defensive rebound by M. Beasley,,45-56,,
2:07.0,M. Beasley makes 2-pt shot from 2 ft (assist by T. Burke),2,47-56,,
1:51.0,,,47-56,,M. Kidd-Gilchrist misses 2-pt shot from 9 ft
1:43.0,,,47-56,,Offensive rebound by D. Howard
1:43.0,,,47-58,2,D. Howard makes 2-pt shot at rim
1:25.0,T. Burke misses 2-pt shot from 15 ft,,47-58,,
1:24.0,Offensive rebound by Team,,47-58,,
1:24.0,,,47-58,,Loose ball foul by D. Howard (drawn by E. Kanter)
1:16.0,M. Beasley misses 2-pt shot from 2 ft,,47-58,,
1:13.0,Offensive rebound by E. Kanter,,47-58,,
1:12.0,E. Kanter misses 2-pt shot from 2 ft (block by M. Williams),,47-58,,
1:12.0,,,47-58,,Defensive rebound by K. Walker
1:10.0,,,47-58,,Shooting foul by T. Hardaway (drawn by K. Walker)
1:10.0,,,47-59,1,K. Walker makes free throw 1 of 2
1:10.0,,,47-60,1,K. Walker makes free throw 2 of 2
0:52.0,T. Burke makes 2-pt shot from 9 ft,2,49-60,,
0:45.0,,,49-60,,K. Walker misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by M. Beasley,,49-60,,
0:34.0,T. Hardaway misses 3-pt shot from 30 ft,,49-60,,
0:31.0,,,49-60,,Defensive rebound by D. Howard
0:13.0,,,49-62,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,49-62,,D. Howard misses 2-pt shot from 18 ft
11:33.0,Defensive rebound by M. Beasley,,49-62,,
11:16.0,T. Burke makes 2-pt shot from 19 ft,2,51-62,,
10:57.0,,,51-64,2,M. Williams makes 2-pt shot from 8 ft
10:43.0,Turnover by M. Beasley (lost ball; steal by M. Kidd-Gilchrist),,51-64,,
10:37.0,,,51-64,,K. Walker misses 3-pt shot from 25 ft
10:35.0,Defensive rebound by L. Thomas,,51-64,,
10:30.0,T. Burke makes 2-pt shot from 16 ft,2,53-64,,
10:13.0,,,53-64,,M. Williams misses 2-pt shot from 9 ft
10:11.0,,,53-64,,Offensive rebound by M. Williams
10:10.0,,,53-64,,M. Williams misses 2-pt shot from 1 ft
10:10.0,,,53-64,,Offensive rebound by D. Howard
10:04.0,,,53-66,2,D. Howard makes 2-pt shot at rim
10:01.0,E. Kanter misses 2-pt shot from 17 ft,,53-66,,
9:57.0,,,53-66,,Defensive rebound by N. Batum
9:50.0,,,53-68,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by N. Batum)
9:38.0,Shooting foul by M. Kidd-Gilchrist (drawn by T. Hardaway),,53-68,,
9:38.0,T. Hardaway makes free throw 1 of 2,1,54-68,,
9:38.0,T. Hardaway makes free throw 2 of 2,1,55-68,,
9:27.0,Personal foul by L. Thomas (drawn by N. Batum),,55-68,,
9:17.0,,,55-70,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
8:59.0,M. Beasley makes 2-pt shot from 1 ft (assist by T. Burke),2,57-70,,
8:40.0,,,57-72,2,N. Batum makes 2-pt shot from 11 ft
8:26.0,T. Burke makes 2-pt shot from 14 ft,2,59-72,,
8:03.0,,,59-72,,D. Howard misses 2-pt shot from 3 ft
8:01.0,Defensive rebound by T. Hardaway,,59-72,,
7:59.0,M. Beasley makes 2-pt shot from 1 ft (assist by T. Hardaway),2,61-72,,
7:44.0,,,61-72,,Shooting foul by L. Thomas (drawn by N. Batum)
7:44.0,,,61-73,1,N. Batum makes free throw 1 of 2
7:44.0,,,61-74,1,N. Batum makes free throw 2 of 2
7:28.0,M. Beasley misses 2-pt shot from 16 ft,,61-74,,
7:25.0,,,61-74,,Defensive rebound by M. Kidd-Gilchrist
7:15.0,,,61-74,,Shooting foul by E. Kanter (drawn by D. Howard)
7:15.0,,,61-75,1,D. Howard makes free throw 1 of 2
7:15.0,,,61-76,1,D. Howard makes free throw 2 of 2
7:08.0,,,61-76,,Personal foul by D. Howard (drawn by T. Hardaway)
7:00.0,M. Beasley makes 2-pt shot from 2 ft (assist by T. Burke),2,63-76,,
7:00.0,Shooting foul by D. Howard (drawn by M. Beasley),,63-76,,
7:00.0,F. Ntilikina enters the game for L. Thomas,,63-76,,
7:00.0,M. Beasley makes free throw 1 of 1,1,64-76,,
6:42.0,,,64-76,,M. Kidd-Gilchrist misses 2-pt shot from 17 ft
6:38.0,Defensive rebound by T. Hardaway,,64-76,,
6:26.0,M. Beasley makes 2-pt shot from 12 ft (assist by F. Ntilikina),2,66-76,,
6:26.0,,,66-76,,Charlotte full timeout
6:09.0,,,66-76,,K. Walker misses 2-pt shot from 16 ft
6:06.0,Defensive rebound by E. Kanter,,66-76,,
5:49.0,Turnover by M. Beasley (lost ball; steal by M. Kidd-Gilchrist),,66-76,,
5:47.0,,,66-76,,Shooting foul by F. Ntilikina (drawn by M. Kidd-Gilchrist)
5:47.0,,,66-77,1,M. Kidd-Gilchrist makes free throw 1 of 2
5:47.0,L. Kornet enters the game for E. Kanter,,66-77,,
5:47.0,,,66-77,,M. Kidd-Gilchrist misses free throw 2 of 2
5:44.0,Defensive rebound by M. Beasley,,66-77,,
5:30.0,L. Kornet misses 3-pt shot from 26 ft,,66-77,,
5:26.0,,,66-77,,Defensive rebound by M. Williams
5:16.0,,,66-77,,Turnover by D. Howard (lost ball; steal by L. Kornet)
5:08.0,F. Ntilikina misses 2-pt shot from 5 ft (block by M. Williams),,66-77,,
5:08.0,,,66-77,,Defensive rebound by Team
5:08.0,Loose ball foul by F. Ntilikina (drawn by M. Kidd-Gilchrist),,66-77,,
5:08.0,,,66-77,,Technical foul by D. Howard
5:08.0,T. Hardaway makes technical free throw,1,67-77,,
5:08.0,,,67-77,,M. Kidd-Gilchrist misses free throw 1 of 2
5:08.0,,,67-77,,Offensive rebound by Team
5:08.0,C. Lee enters the game for F. Ntilikina,,67-77,,
5:08.0,,,67-77,,M. Kidd-Gilchrist misses free throw 2 of 2
5:00.0,,,67-77,,Offensive rebound by D. Howard
5:00.0,,,67-79,2,D. Howard makes 2-pt shot at rim
4:49.0,M. Beasley makes 2-pt shot from 2 ft,2,69-79,,
4:23.0,,,69-79,,K. Walker misses 3-pt shot from 25 ft
4:20.0,Defensive rebound by L. Kornet,,69-79,,
4:11.0,T. Burke misses 2-pt shot from 2 ft,,69-79,,
4:04.0,Offensive rebound by M. Beasley,,69-79,,
4:04.0,M. Beasley makes 2-pt shot at rim,2,71-79,,
3:55.0,,,71-79,,Offensive foul by D. Howard (drawn by L. Kornet)
3:55.0,,,71-79,,Turnover by D. Howard (offensive foul)
3:55.0,,,71-79,,F. Kaminsky enters the game for M. Williams
3:37.0,T. Hardaway misses 3-pt shot from 26 ft,,71-79,,
3:34.0,,,71-79,,Defensive rebound by K. Walker
3:24.0,,,71-82,3,N. Batum makes 3-pt shot from 24 ft (assist by F. Kaminsky)
3:22.0,New York full timeout,,71-82,,
3:22.0,,,71-82,,W. Hernangomez enters the game for D. Howard
3:10.0,M. Beasley makes 2-pt shot from 1 ft (assist by T. Burke),2,73-82,,
2:59.0,,,73-82,,K. Walker misses 3-pt shot from 26 ft
2:56.0,Defensive rebound by M. Beasley,,73-82,,
2:47.0,T. Hardaway misses 3-pt shot from 22 ft,,73-82,,
2:44.0,,,73-82,,Defensive rebound by W. Hernangomez
2:33.0,,,73-84,2,W. Hernangomez makes 2-pt shot from 2 ft (assist by M. Kidd-Gilchrist)
2:33.0,Violation by M. Beasley (def goaltending),,73-84,,
2:18.0,T. Burke makes 2-pt shot from 8 ft,2,75-84,,
2:18.0,Shooting foul by K. Walker (drawn by T. Burke),,75-84,,
2:18.0,,,75-84,,M. Monk enters the game for M. Kidd-Gilchrist
2:18.0,,,75-84,,D. Bacon enters the game for K. Walker
2:18.0,T. Burke makes free throw 1 of 1,1,76-84,,
2:04.0,,,76-84,,Turnover by F. Kaminsky (lost ball; steal by M. Beasley)
2:01.0,C. Lee misses 2-pt shot from 1 ft,,76-84,,
1:58.0,,,76-84,,Defensive rebound by F. Kaminsky
1:50.0,,,76-84,,D. Bacon misses 2-pt shot from 21 ft
1:50.0,,,76-84,,Offensive rebound by W. Hernangomez
1:50.0,,,76-86,2,W. Hernangomez makes 2-pt shot at rim
1:50.0,,,76-86,,Shooting foul by M. Beasley (drawn by W. Hernangomez)
1:50.0,,,76-86,,J. Lamb enters the game for N. Batum
1:50.0,E. Kanter enters the game for M. Beasley,,76-86,,
1:50.0,,,76-87,1,W. Hernangomez makes free throw 1 of 1
1:32.0,T. Burke makes 2-pt shot from 19 ft (assist by E. Kanter),2,78-87,,
1:11.0,,,78-87,,F. Kaminsky misses 2-pt shot from 11 ft
1:09.0,Defensive rebound by L. Kornet,,78-87,,
0:58.0,E. Kanter makes 2-pt shot from 1 ft,2,80-87,,
0:42.0,,,80-87,,D. Bacon misses 2-pt shot from 11 ft
0:40.0,Defensive rebound by T. Hardaway,,80-87,,
0:31.0,T. Burke makes 2-pt shot from 19 ft,2,82-87,,
0:05.0,,,82-87,,W. Hernangomez misses 2-pt shot from 6 ft
0:03.0,Defensive rebound by E. Kanter,,82-87,,
0:00.0,T. Burke misses 3-pt shot from 31 ft,,82-87,,
0:00.0,Offensive rebound by Team,,82-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,C. Lee misses 3-pt shot from 25 ft,,82-87,,
11:43.0,Offensive rebound by T. Williams,,82-87,,
11:43.0,T. Williams makes 2-pt shot at rim,2,84-87,,
11:29.0,,,84-87,,Shooting foul by T. Williams (drawn by J. Lamb)
11:29.0,,,84-88,1,J. Lamb makes free throw 1 of 2
11:29.0,,,84-89,1,J. Lamb makes free throw 2 of 2
11:06.0,F. Ntilikina misses 2-pt shot from 18 ft,,84-89,,
11:03.0,,,84-89,,Defensive rebound by M. Monk
10:57.0,,,84-89,,Turnover by F. Kaminsky (bad pass; steal by F. Ntilikina)
10:52.0,E. Kanter makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,86-89,,
10:37.0,Personal foul by F. Ntilikina (drawn by M. Monk),,86-89,,
10:37.0,T. Burke enters the game for F. Ntilikina,,86-89,,
10:33.0,,,86-89,,J. Lamb misses 3-pt shot from 26 ft
10:33.0,,,86-89,,Offensive rebound by Team
10:33.0,Loose ball foul by E. Kanter (drawn by W. Hernangomez),,86-89,,
10:22.0,,,86-91,2,W. Hernangomez makes 2-pt shot from 9 ft
10:22.0,,,86-91,,Shooting foul by E. Kanter (drawn by W. Hernangomez)
10:22.0,,,86-92,1,W. Hernangomez makes free throw 1 of 1
10:14.0,,,86-92,,Personal foul by W. Hernangomez (drawn by E. Kanter)
10:00.0,T. Burke makes 3-pt shot from 28 ft (assist by E. Kanter),3,89-92,,
9:44.0,,,89-92,,Shooting foul by T. Williams (drawn by J. Lamb)
9:44.0,,,89-93,1,J. Lamb makes free throw 1 of 2
9:44.0,,,89-94,1,J. Lamb makes free throw 2 of 2
9:23.0,T. Burke makes 3-pt shot from 25 ft (assist by T. Williams),3,92-94,,
9:09.0,,,92-94,,Turnover by J. Lamb (lost ball; steal by T. Williams)
9:05.0,T. Burke makes 2-pt shot at rim (assist by T. Williams),2,94-94,,
8:49.0,,,94-96,2,M. Monk makes 2-pt shot from 1 ft
8:31.0,T. Williams misses 3-pt shot from 25 ft,,94-96,,
8:27.0,Offensive rebound by E. Kanter,,94-96,,
8:27.0,E. Kanter makes 2-pt shot at rim,2,96-96,,
8:27.0,Shooting foul by W. Hernangomez (drawn by E. Kanter),,96-96,,
8:27.0,E. Kanter makes free throw 1 of 1,1,97-96,,
8:16.0,,,97-99,3,M. Monk makes 3-pt shot from 25 ft (assist by J. Lamb)
7:58.0,L. Kornet makes 3-pt shot from 27 ft (assist by T. Burke),3,100-99,,
7:42.0,,,100-99,,J. Lamb misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by E. Kanter,,100-99,,
7:36.0,New York full timeout,,100-99,,
7:36.0,,,100-99,,K. Walker enters the game for J. Lamb
7:23.0,T. Burke makes 2-pt shot from 18 ft,2,102-99,,
7:00.0,,,102-99,,Turnover by K. Walker (bad pass; steal by T. Burke)
6:50.0,T. Burke makes 2-pt shot from 13 ft,2,104-99,,
6:33.0,,,104-101,2,K. Walker makes 2-pt shot from 5 ft (assist by W. Hernangomez)
6:21.0,Turnover by T. Burke (traveling),,104-101,,
6:21.0,,,104-101,,J. Lamb enters the game for M. Monk
6:21.0,,,104-101,,D. Howard enters the game for W. Hernangomez
6:06.0,,,104-101,,K. Walker misses 3-pt shot from 26 ft
6:04.0,Defensive rebound by E. Kanter,,104-101,,
5:59.0,E. Kanter makes 2-pt shot from 1 ft (assist by T. Burke),2,106-101,,
5:45.0,,,106-101,,J. Lamb misses 2-pt shot from 16 ft
5:42.0,Defensive rebound by E. Kanter,,106-101,,
5:34.0,T. Burke misses 3-pt shot from 29 ft,,106-101,,
5:29.0,,,106-101,,Defensive rebound by D. Howard
5:17.0,,,106-103,2,D. Bacon makes 2-pt shot from 10 ft (assist by D. Howard)
4:55.0,E. Kanter makes 2-pt shot from 17 ft,2,108-103,,
4:40.0,,,108-105,2,K. Walker makes 2-pt shot from 1 ft
4:26.0,T. Burke makes 2-pt shot from 1 ft,2,110-105,,
4:26.0,,,110-105,,Charlotte full timeout
4:26.0,,,110-105,,M. Williams enters the game for F. Kaminsky
4:09.0,,,110-107,2,D. Howard makes 2-pt shot from 5 ft (assist by J. Lamb)
3:56.0,Turnover by T. Burke (bad pass),,110-107,,
3:42.0,,,110-109,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
3:21.0,E. Kanter misses 2-pt shot from 3 ft,,110-109,,
3:17.0,,,110-109,,Defensive rebound by J. Lamb
3:12.0,,,110-111,2,K. Walker makes 2-pt shot at rim
3:11.0,New York full timeout,,110-111,,
