time,New York,pts.away,score,pts.home,Cleveland
7:27.0,,,6-12,2,L. James makes 2-pt shot from 17 ft (assist by C. Osman)
7:16.0,,,6-12,,Personal foul by G. Hill (drawn by T. Burke)
7:16.0,D. Dotson enters the game for T. Burke,,6-12,,
7:11.0,F. Ntilikina misses 2-pt shot from 20 ft,,6-12,,
7:07.0,Offensive rebound by K. O'Quinn,,6-12,,
7:03.0,Turnover by D. Dotson (bad pass; steal by L. James),,6-12,,
6:47.0,Violation by L. Thomas (kicked ball),,6-12,,
6:42.0,,,6-12,,L. Nance misses 2-pt shot from 20 ft
6:39.0,Defensive rebound by K. O'Quinn,,6-12,,
6:30.0,Turnover by M. Beasley (bad pass; steal by L. Nance),,6-12,,
6:29.0,Personal foul by F. Ntilikina (drawn by L. James),,6-12,,
6:29.0,,,6-12,,Cleveland full timeout
6:20.0,Def 3 sec tech foul by K. O'Quinn,,6-12,,
6:20.0,,,6-12,,L. James misses technical free throw
6:20.0,,,6-12,,Offensive rebound by Team
6:18.0,,,6-12,,Turnover by G. Hill (bad pass; steal by F. Ntilikina)
6:11.0,M. Beasley misses 2-pt shot from 1 ft,,6-12,,
6:07.0,Offensive rebound by F. Ntilikina,,6-12,,
6:06.0,F. Ntilikina misses 2-pt shot from 1 ft,,6-12,,
6:01.0,,,6-12,,Defensive rebound by J. Green
5:49.0,,,6-12,,L. James misses 2-pt shot from 20 ft
5:44.0,,,6-12,,Offensive rebound by C. Osman
5:44.0,,,6-12,,C. Osman misses 2-pt shot at rim
5:43.0,,,6-12,,Offensive rebound by L. Nance
5:39.0,,,6-12,,L. James misses 2-pt shot from 1 ft (block by M. Beasley)
5:36.0,Defensive rebound by M. Beasley,,6-12,,
5:33.0,L. Thomas misses 3-pt shot from 22 ft,,6-12,,
5:32.0,Offensive rebound by Team,,6-12,,
5:32.0,,,6-12,,Loose ball foul by C. Osman (drawn by K. O'Quinn)
5:32.0,,,6-12,,J. Smith enters the game for C. Osman
5:32.0,L. Kornet enters the game for K. O'Quinn,,6-12,,
5:26.0,L. Thomas misses 3-pt shot from 24 ft,,6-12,,
5:24.0,Offensive rebound by F. Ntilikina,,6-12,,
5:21.0,L. Thomas makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,8-12,,
5:01.0,,,8-12,,J. Smith misses 2-pt shot from 19 ft
4:59.0,Defensive rebound by D. Dotson,,8-12,,
4:49.0,F. Ntilikina misses 2-pt shot from 8 ft,,8-12,,
4:47.0,,,8-12,,Defensive rebound by L. Nance
4:39.0,,,8-12,,Shooting foul by L. Kornet (drawn by L. James)
4:39.0,,,8-13,1,L. James makes free throw 1 of 2
4:39.0,,,8-14,1,L. James makes free throw 2 of 2
4:22.0,M. Beasley misses 2-pt shot from 4 ft (block by J. Green),,8-14,,
4:18.0,Offensive rebound by M. Beasley,,8-14,,
4:16.0,M. Beasley misses 2-pt shot from 1 ft,,8-14,,
4:14.0,,,8-14,,Defensive rebound by L. James
3:58.0,,,8-14,,G. Hill misses 2-pt shot from 6 ft
3:55.0,Defensive rebound by M. Beasley,,8-14,,
3:45.0,D. Dotson misses 2-pt shot at rim,,8-14,,
3:42.0,,,8-14,,Defensive rebound by J. Smith
3:36.0,,,8-14,,J. Smith misses 3-pt shot from 24 ft
3:34.0,,,8-14,,Offensive rebound by L. James
3:32.0,,,8-14,,L. Nance misses 2-pt shot at rim
3:27.0,,,8-14,,Offensive rebound by L. Nance
3:27.0,,,8-16,2,L. Nance makes 2-pt shot at rim
3:18.0,L. Kornet makes 3-pt shot from 27 ft (assist by F. Ntilikina),3,11-16,,
3:01.0,Personal foul by L. Thomas (drawn by L. Nance),,11-16,,
3:01.0,,,11-16,,J. Calderon enters the game for G. Hill
3:01.0,T. Burke enters the game for F. Ntilikina,,11-16,,
2:50.0,,,11-18,2,L. Nance makes 2-pt shot from 1 ft (assist by J. Green)
2:37.0,L. Kornet makes 2-pt shot from 1 ft (assist by T. Burke),2,13-18,,
2:16.0,,,13-20,2,L. James makes 2-pt shot from 1 ft
2:03.0,L. Kornet misses 3-pt shot from 25 ft,,13-20,,
1:57.0,,,13-20,,Defensive rebound by L. James
1:53.0,,,13-20,,L. James misses 3-pt shot from 26 ft
1:50.0,Defensive rebound by D. Dotson,,13-20,,
1:35.0,L. Kornet misses 2-pt shot from 12 ft,,13-20,,
1:33.0,,,13-20,,Defensive rebound by L. James
1:31.0,,,13-20,,Turnover by L. James (bad pass; steal by M. Beasley)
1:28.0,M. Beasley makes 2-pt shot from 10 ft,2,15-20,,
1:27.0,,,15-20,,Cleveland full timeout
1:27.0,,,15-20,,T. Thompson enters the game for L. Nance
1:27.0,,,15-20,,J. Holland enters the game for L. James
1:27.0,,,15-20,,J. Clarkson enters the game for J. Green
1:27.0,I. Hicks enters the game for L. Thomas,,15-20,,
1:14.0,,,15-20,,J. Smith misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by I. Hicks,,15-20,,
0:57.0,T. Burke makes 3-pt shot from 26 ft (assist by L. Kornet),3,18-20,,
0:48.0,,,18-20,,J. Holland misses 3-pt shot from 22 ft
0:45.0,Defensive rebound by L. Kornet,,18-20,,
0:34.0,T. Burke misses 3-pt shot from 26 ft,,18-20,,
0:29.0,Offensive rebound by M. Beasley,,18-20,,
0:15.0,M. Beasley makes 2-pt shot from 1 ft,2,20-20,,
0:15.0,,,20-20,,Violation by T. Thompson (def goaltending)
0:01.0,,,20-20,,J. Clarkson misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by I. Hicks,,20-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,20-20,,T. Thompson misses 2-pt shot from 2 ft
11:42.0,Defensive rebound by T. Burke,,20-20,,
11:42.0,Shooting foul by J. Holland (drawn by D. Dotson),,20-20,,
11:42.0,D. Dotson makes free throw 1 of 2,1,21-20,,
11:42.0,D. Dotson makes free throw 2 of 2,1,22-20,,
11:28.0,,,22-20,,Turnover by J. Smith (bad pass; steal by L. Kornet)
11:13.0,Shooting foul by T. Thompson (drawn by J. Jack),,22-20,,
11:13.0,J. Jack makes free throw 1 of 2,1,23-20,,
11:13.0,,,23-20,,C. Osman enters the game for J. Smith
11:13.0,J. Jack makes free throw 2 of 2,1,24-20,,
11:01.0,,,24-20,,J. Clarkson misses 2-pt shot from 14 ft
10:58.0,Defensive rebound by D. Dotson,,24-20,,
10:41.0,Turnover by I. Hicks (traveling),,24-20,,
10:29.0,,,24-22,2,J. Clarkson makes 2-pt shot at rim
10:13.0,L. Kornet misses 3-pt shot from 26 ft,,24-22,,
10:11.0,,,24-22,,Defensive rebound by T. Thompson
10:07.0,,,24-22,,C. Osman misses 3-pt shot from 23 ft
10:03.0,,,24-22,,Offensive rebound by J. Holland
10:01.0,,,24-22,,J. Holland misses 2-pt shot from 1 ft
10:01.0,,,24-22,,Offensive rebound by T. Thompson
10:00.0,,,24-22,,T. Thompson misses 2-pt shot at rim
10:00.0,,,24-22,,Offensive rebound by Team
9:49.0,,,24-22,,C. Osman misses 3-pt shot from 26 ft
9:47.0,Defensive rebound by D. Dotson,,24-22,,
9:44.0,T. Burke misses 2-pt shot from 14 ft,,24-22,,
9:40.0,,,24-22,,Defensive rebound by J. Clarkson
9:34.0,,,24-22,,Offensive foul by T. Thompson (drawn by D. Dotson)
9:34.0,,,24-22,,Turnover by T. Thompson (offensive foul)
9:16.0,J. Jack misses 3-pt shot from 26 ft,,24-22,,
9:13.0,,,24-22,,Defensive rebound by J. Calderon
9:05.0,,,24-22,,J. Clarkson misses 2-pt shot from 18 ft
9:01.0,Defensive rebound by D. Dotson,,24-22,,
8:54.0,L. Kornet makes 3-pt shot from 25 ft (assist by T. Burke),3,27-22,,
8:34.0,,,27-22,,J. Calderon misses 2-pt shot from 20 ft
8:34.0,,,27-22,,Offensive rebound by Team
8:34.0,Loose ball foul by L. Kornet (drawn by T. Thompson),,27-22,,
8:34.0,,,27-22,,L. Perrantes enters the game for J. Calderon
8:24.0,,,27-25,3,J. Holland makes 3-pt shot from 24 ft (assist by J. Clarkson)
8:11.0,D. Dotson makes 2-pt shot from 1 ft (assist by J. Jack),2,29-25,,
7:48.0,,,29-25,,T. Thompson misses 2-pt shot from 7 ft
7:48.0,Defensive rebound by Team,,29-25,,
7:32.0,D. Dotson makes 2-pt shot from 1 ft,2,31-25,,
7:16.0,,,31-25,,J. Clarkson misses 2-pt shot from 1 ft
7:16.0,,,31-25,,Offensive rebound by T. Thompson
7:16.0,Personal foul by D. Dotson (drawn by T. Thompson),,31-25,,
7:16.0,,,31-25,,A. Zizic enters the game for J. Clarkson
7:16.0,F. Ntilikina enters the game for D. Dotson,,31-25,,
7:08.0,,,31-25,,L. Perrantes misses 2-pt shot from 9 ft
7:08.0,,,31-25,,Offensive rebound by Team
7:08.0,Loose ball foul by L. Kornet (drawn by T. Thompson),,31-25,,
7:08.0,K. O'Quinn enters the game for L. Kornet,,31-25,,
7:02.0,,,31-27,2,L. Perrantes makes 2-pt shot from 7 ft
6:55.0,,,31-27,,Cleveland full timeout
6:48.0,K. O'Quinn makes 3-pt shot from 25 ft (assist by F. Ntilikina),3,34-27,,
6:30.0,,,34-27,,Shooting foul by F. Ntilikina (drawn by J. Holland)
6:30.0,,,34-28,1,J. Holland makes free throw 1 of 2
6:30.0,,,34-28,,J. Holland misses free throw 2 of 2
6:29.0,,,34-28,,Offensive rebound by Team
6:27.0,,,34-28,,J. Holland misses 2-pt shot from 13 ft
6:24.0,Defensive rebound by J. Jack,,34-28,,
6:21.0,Turnover by I. Hicks (turnover),,34-28,,
6:08.0,,,34-30,2,C. Osman makes 2-pt shot from 18 ft
5:59.0,New York full timeout,,34-30,,
5:54.0,Shooting foul by A. Zizic (drawn by I. Hicks),,34-30,,
5:54.0,I. Hicks makes free throw 1 of 2,1,35-30,,
5:54.0,I. Hicks makes free throw 2 of 2,1,36-30,,
5:41.0,,,36-30,,Shooting foul by K. O'Quinn (drawn by A. Zizic)
5:41.0,,,36-30,,A. Zizic misses free throw 1 of 2
5:41.0,,,36-30,,Offensive rebound by Team
5:41.0,,,36-30,,A. Zizic misses free throw 2 of 2
5:38.0,Defensive rebound by T. Burke,,36-30,,
5:29.0,F. Ntilikina makes 3-pt shot from 24 ft (assist by J. Jack),3,39-30,,
5:14.0,,,39-30,,C. Osman misses 3-pt shot from 24 ft
5:11.0,Defensive rebound by J. Jack,,39-30,,
5:06.0,F. Ntilikina misses 3-pt shot from 22 ft,,39-30,,
5:06.0,,,39-30,,Defensive rebound by J. Holland
4:48.0,,,39-30,,A. Zizic misses 2-pt shot from 7 ft
4:46.0,Defensive rebound by K. O'Quinn,,39-30,,
4:39.0,I. Hicks makes 2-pt shot from 2 ft,2,41-30,,
4:31.0,,,41-30,,Cleveland full timeout
4:24.0,,,41-30,,Turnover by J. Holland (bad pass)
4:11.0,I. Hicks makes 3-pt shot from 25 ft (assist by K. O'Quinn),3,44-30,,
3:55.0,,,44-30,,T. Thompson misses 2-pt shot from 7 ft
3:55.0,Defensive rebound by Team,,44-30,,
3:34.0,T. Burke makes 2-pt shot from 9 ft,2,46-30,,
3:24.0,,,46-32,2,J. Holland makes 2-pt shot from 11 ft
3:06.0,T. Burke makes 2-pt shot from 1 ft (assist by K. O'Quinn),2,48-32,,
2:48.0,,,48-32,,Turnover by J. Holland (bad pass; steal by F. Ntilikina)
2:45.0,F. Ntilikina makes 2-pt shot from 1 ft (assist by T. Burke),2,50-32,,
2:24.0,,,50-34,2,C. Osman makes 2-pt shot from 18 ft (assist by T. Thompson)
2:11.0,I. Hicks makes 2-pt shot from 1 ft,2,52-34,,
2:01.0,,,52-34,,Shooting foul by K. O'Quinn (drawn by C. Osman)
2:01.0,,,52-34,,C. Osman misses free throw 1 of 2
2:01.0,,,52-34,,Offensive rebound by Team
2:01.0,D. Dotson enters the game for J. Jack,,52-34,,
2:01.0,M. Beasley enters the game for K. O'Quinn,,52-34,,
2:01.0,,,52-35,1,C. Osman makes free throw 2 of 2
1:42.0,F. Ntilikina makes 3-pt shot from 23 ft (assist by T. Burke),3,55-35,,
1:28.0,,,55-35,,J. Holland misses 3-pt shot from 23 ft
1:26.0,,,55-35,,Offensive rebound by T. Thompson
1:24.0,,,55-37,2,T. Thompson makes 2-pt shot from 9 ft
1:11.0,M. Beasley misses 2-pt shot from 19 ft,,55-37,,
1:08.0,,,55-37,,Defensive rebound by A. Zizic
0:45.0,,,55-37,,C. Osman misses 3-pt shot from 23 ft
0:45.0,,,55-37,,Offensive rebound by Team
0:44.0,,,55-37,,Turnover by Team (shot clock)
0:25.0,Shooting foul by T. Thompson (drawn by T. Burke),,55-37,,
0:25.0,T. Burke makes free throw 1 of 2,1,56-37,,
0:25.0,T. Burke makes free throw 2 of 2,1,57-37,,
0:04.0,,,57-37,,J. Holland misses 3-pt shot from 24 ft
0:01.0,,,57-37,,Offensive rebound by J. Holland
0:01.0,,,57-37,,Turnover by Team (shot clock)
0:00.0,F. Ntilikina misses 2-pt shot from 18 ft,,57-37,,
0:00.0,Offensive rebound by Team,,57-37,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,57-37,,L. Perrantes misses 2-pt shot from 21 ft
11:47.0,Defensive rebound by Team,,57-37,,
11:47.0,,,57-37,,Loose ball foul by A. Zizic (drawn by K. O'Quinn)
11:30.0,F. Ntilikina makes 2-pt shot at rim (assist by K. O'Quinn),2,59-37,,
11:13.0,,,59-40,3,J. Holland makes 3-pt shot from 25 ft (assist by C. Osman)
10:54.0,D. Dotson makes 2-pt shot from 13 ft (assist by M. Beasley),2,61-40,,
10:40.0,,,61-40,,L. Perrantes misses 2-pt shot from 18 ft
10:39.0,,,61-40,,Offensive rebound by L. Perrantes
10:39.0,,,61-42,2,A. Zizic makes 2-pt shot from 2 ft
10:39.0,,,61-42,,Shooting foul by K. O'Quinn (drawn by A. Zizic)
10:39.0,,,61-43,1,A. Zizic makes free throw 1 of 1
10:28.0,Offensive foul by D. Dotson (drawn by C. Osman),,61-43,,
10:28.0,Turnover by D. Dotson (offensive foul),,61-43,,
10:14.0,,,61-43,,Shooting foul by M. Beasley (drawn by A. Zizic)
10:14.0,,,61-44,1,A. Zizic makes free throw 1 of 2
10:14.0,,,61-45,1,A. Zizic makes free throw 2 of 2
9:59.0,T. Burke misses 2-pt shot from 15 ft,,61-45,,
9:57.0,,,61-45,,Defensive rebound by A. Zizic
9:54.0,,,61-45,,C. Osman misses 2-pt shot from 1 ft
9:53.0,,,61-45,,Offensive rebound by A. Zizic
9:52.0,,,61-47,2,A. Zizic makes 2-pt shot at rim
9:36.0,M. Beasley misses 3-pt shot from 25 ft,,61-47,,
9:33.0,,,61-47,,Defensive rebound by L. Perrantes
9:29.0,New York full timeout,,61-47,,
9:27.0,,,61-49,2,C. Osman makes 2-pt shot at rim
9:05.0,D. Dotson misses 3-pt shot from 26 ft,,61-49,,
9:01.0,,,61-49,,Defensive rebound by T. Thompson
8:49.0,,,61-49,,Turnover by C. Osman (bad pass; steal by D. Dotson)
8:44.0,T. Burke misses 2-pt shot from 2 ft,,61-49,,
8:41.0,,,61-49,,Defensive rebound by A. Zizic
8:37.0,,,61-51,2,C. Osman makes 2-pt shot from 7 ft
8:37.0,,,61-51,,Shooting foul by D. Dotson (drawn by C. Osman)
8:37.0,,,61-51,,C. Osman misses free throw 1 of 1
8:37.0,Defensive rebound by M. Beasley,,61-51,,
8:19.0,M. Beasley makes 2-pt shot from 1 ft (assist by F. Ntilikina),2,63-51,,
7:58.0,,,63-53,2,A. Zizic makes 2-pt shot from 6 ft
7:48.0,D. Dotson misses 2-pt shot from 9 ft,,63-53,,
7:45.0,,,63-53,,Defensive rebound by T. Thompson
7:37.0,,,63-53,,J. Holland misses 2-pt shot from 21 ft
7:26.0,Defensive rebound by D. Dotson,,63-53,,
7:11.0,F. Ntilikina makes 2-pt shot from 5 ft,2,65-53,,
6:54.0,,,65-53,,J. Holland misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by Team,,65-53,,
6:52.0,,,65-53,,K. Perkins enters the game for A. Zizic
6:40.0,F. Ntilikina misses 3-pt shot from 25 ft,,65-53,,
6:37.0,Offensive rebound by M. Beasley,,65-53,,
6:34.0,K. O'Quinn makes 2-pt shot at rim (assist by M. Beasley),2,67-53,,
6:34.0,Shooting foul by C. Osman (drawn by K. O'Quinn),,67-53,,
6:34.0,K. O'Quinn makes free throw 1 of 1,1,68-53,,
6:18.0,,,68-53,,L. Perrantes misses 2-pt shot from 5 ft
6:13.0,,,68-53,,Offensive rebound by T. Thompson
6:13.0,,,68-53,,T. Thompson misses 2-pt shot at rim
6:12.0,Defensive rebound by K. O'Quinn,,68-53,,
6:11.0,D. Dotson misses 2-pt shot at rim,,68-53,,
6:08.0,,,68-53,,Defensive rebound by J. Holland
6:05.0,,,68-53,,Shooting foul by K. O'Quinn (drawn by J. Holland)
6:05.0,Technical foul by K. O'Quinn,,68-53,,
6:05.0,,,68-54,1,J. Holland makes technical free throw
6:05.0,,,68-55,1,J. Holland makes free throw 1 of 2
6:05.0,L. Kornet enters the game for K. O'Quinn,,68-55,,
6:05.0,,,68-55,,J. Holland misses free throw 2 of 2
6:03.0,Defensive rebound by D. Dotson,,68-55,,
5:50.0,Turnover by M. Beasley (lost ball; steal by L. Perrantes),,68-55,,
5:41.0,,,68-55,,L. Perrantes misses 2-pt shot from 9 ft
5:39.0,Defensive rebound by L. Kornet,,68-55,,
5:34.0,L. Kornet makes 3-pt shot from 27 ft (assist by T. Burke),3,71-55,,
5:13.0,,,71-57,2,C. Osman makes 2-pt shot at rim
4:52.0,Turnover by D. Dotson (traveling),,71-57,,
4:52.0,I. Hicks enters the game for M. Beasley,,71-57,,
4:36.0,,,71-60,3,C. Osman makes 3-pt shot from 27 ft
4:12.0,L. Kornet makes 2-pt shot from 7 ft (assist by I. Hicks),2,73-60,,
3:57.0,,,73-60,,K. Perkins misses 2-pt shot at rim (block by L. Kornet)
3:57.0,,,73-60,,Offensive rebound by Team
3:53.0,,,73-60,,J. Holland misses 2-pt shot from 21 ft
3:49.0,Defensive rebound by T. Burke,,73-60,,
3:43.0,T. Burke misses 2-pt shot from 19 ft,,73-60,,
3:41.0,,,73-60,,Defensive rebound by C. Osman
3:29.0,,,73-60,,Turnover by C. Osman (bad pass; steal by T. Burke)
3:26.0,T. Burke makes 2-pt shot at rim,2,75-60,,
3:26.0,,,75-60,,Cleveland full timeout
3:15.0,,,75-62,2,T. Thompson makes 2-pt shot from 11 ft (assist by J. Holland)
2:59.0,I. Hicks misses 2-pt shot from 20 ft,,75-62,,
2:57.0,,,75-62,,Defensive rebound by C. Osman
2:46.0,,,75-62,,Offensive foul by C. Osman (drawn by I. Hicks)
2:46.0,,,75-62,,Turnover by C. Osman (offensive foul)
2:46.0,J. Jack enters the game for F. Ntilikina,,75-62,,
2:46.0,,,75-62,,A. Zizic enters the game for T. Thompson
2:28.0,I. Hicks makes 2-pt shot from 1 ft (assist by T. Burke),2,77-62,,
2:13.0,,,77-64,2,A. Zizic makes 2-pt shot from 2 ft (assist by K. Perkins)
1:54.0,I. Hicks misses 2-pt shot from 4 ft (block by L. Perrantes),,77-64,,
1:49.0,,,77-64,,Defensive rebound by J. Holland
1:48.0,,,77-64,,Turnover by J. Holland (bad pass; steal by T. Burke)
1:42.0,I. Hicks makes 2-pt shot from 1 ft (assist by T. Burke),2,79-64,,
1:34.0,,,79-64,,Shooting foul by I. Hicks (drawn by A. Zizic)
1:34.0,,,79-64,,A. Zizic misses free throw 1 of 2
1:34.0,,,79-64,,Offensive rebound by Team
1:34.0,,,79-65,1,A. Zizic makes free throw 2 of 2
1:18.0,T. Burke makes 2-pt shot from 6 ft,2,81-65,,
0:58.0,,,81-65,,J. Holland misses 2-pt shot from 15 ft
0:57.0,,,81-65,,Offensive rebound by Team
0:56.0,,,81-68,3,J. Holland makes 3-pt shot from 26 ft (assist by C. Osman)
0:39.0,T. Burke makes 3-pt shot from 25 ft (assist by D. Dotson),3,84-68,,
0:30.0,,,84-68,,C. Osman misses 2-pt shot from 19 ft
0:26.0,,,84-68,,Offensive rebound by A. Zizic
0:14.0,,,84-71,3,C. Osman makes 3-pt shot from 25 ft
0:00.0,T. Burke misses 3-pt shot from 26 ft,,84-71,,
0:00.0,Offensive rebound by Team,,84-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,84-71,,Def 3 sec tech foul by K. Perkins
11:50.0,D. Dotson misses technical free throw,,84-71,,
11:50.0,Offensive rebound by Team,,84-71,,
11:34.0,I. Hicks misses 2-pt shot from 11 ft,,84-71,,
11:31.0,,,84-71,,Defensive rebound by C. Osman
11:27.0,,,84-71,,Shooting foul by D. Dotson (drawn by C. Osman)
11:27.0,,,84-71,,C. Osman misses free throw 1 of 2
11:27.0,,,84-71,,Offensive rebound by Team
11:27.0,,,84-72,1,C. Osman makes free throw 2 of 2
11:05.0,Turnover by L. Kornet (lost ball; steal by J. Holland),,84-72,,
11:01.0,,,84-74,2,J. Holland makes 2-pt shot from 2 ft
10:51.0,F. Ntilikina misses 2-pt shot from 21 ft,,84-74,,
10:47.0,,,84-74,,Defensive rebound by C. Osman
10:34.0,,,84-74,,C. Osman misses 2-pt shot from 20 ft
10:32.0,,,84-74,,Offensive rebound by Team
10:32.0,,,84-74,,T. Thompson enters the game for K. Perkins
10:32.0,T. Burke enters the game for D. Dotson,,84-74,,
10:25.0,,,84-76,2,T. Thompson makes 2-pt shot from 11 ft (assist by C. Osman)
10:13.0,J. Jack misses 2-pt shot from 20 ft,,84-76,,
10:13.0,,,84-76,,Defensive rebound by A. Zizic
10:05.0,,,84-76,,J. Holland misses 2-pt shot from 2 ft (block by F. Ntilikina)
10:05.0,Defensive rebound by I. Hicks,,84-76,,
10:01.0,J. Jack makes 2-pt shot from 12 ft,2,86-76,,
9:35.0,,,86-78,2,T. Thompson makes 2-pt shot from 17 ft
9:17.0,,,86-78,,Personal foul by L. Perrantes (drawn by L. Kornet)
9:12.0,Offensive charge foul by I. Hicks (drawn by J. Holland),,86-78,,
9:12.0,Turnover by I. Hicks (offensive foul),,86-78,,
8:59.0,,,86-78,,C. Osman misses 2-pt shot from 10 ft
8:59.0,,,86-78,,Offensive rebound by C. Osman
8:59.0,,,86-78,,Offensive foul by A. Zizic (drawn by I. Hicks)
8:59.0,,,86-78,,Turnover by A. Zizic (offensive foul)
8:37.0,T. Burke misses 3-pt shot from 28 ft,,86-78,,
8:35.0,Offensive rebound by J. Jack,,86-78,,
8:35.0,L. Kornet makes 2-pt shot from 1 ft (assist by J. Jack),2,88-78,,
8:35.0,Shooting foul by L. Perrantes (drawn by L. Kornet),,88-78,,
8:35.0,L. Kornet makes free throw 1 of 1,1,89-78,,
8:18.0,,,89-78,,J. Holland misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by L. Kornet,,89-78,,
7:54.0,I. Hicks misses 2-pt shot from 4 ft,,89-78,,
7:51.0,,,89-78,,Defensive rebound by A. Zizic
7:45.0,,,89-80,2,T. Thompson makes 2-pt shot from 3 ft
7:38.0,New York full timeout,,89-80,,
7:21.0,L. Kornet makes 2-pt shot from 15 ft,2,91-80,,
6:53.0,,,91-80,,C. Osman misses 3-pt shot from 26 ft
6:51.0,Defensive rebound by T. Burke,,91-80,,
6:39.0,L. Kornet makes 2-pt shot at rim (assist by J. Jack),2,93-80,,
6:17.0,,,93-80,,J. Holland misses 2-pt shot from 9 ft
6:15.0,,,93-80,,Offensive rebound by T. Thompson
6:12.0,,,93-80,,J. Holland misses 3-pt shot from 25 ft
6:12.0,Defensive rebound by Team,,93-80,,
6:12.0,,,93-80,,K. Perkins enters the game for C. Osman
5:54.0,J. Jack makes 2-pt shot from 13 ft (assist by I. Hicks),2,95-80,,
5:36.0,,,95-80,,Shooting foul by L. Kornet (drawn by L. Perrantes)
5:36.0,,,95-81,1,L. Perrantes makes free throw 1 of 2
5:36.0,D. Dotson enters the game for J. Jack,,95-81,,
5:36.0,,,95-82,1,L. Perrantes makes free throw 2 of 2
5:16.0,Turnover by L. Kornet (lost ball; steal by L. Perrantes),,95-82,,
5:01.0,,,95-82,,A. Zizic misses 2-pt shot from 9 ft
4:59.0,Defensive rebound by D. Dotson,,95-82,,
4:47.0,L. Kornet misses 2-pt shot from 4 ft,,95-82,,
4:44.0,,,95-82,,Defensive rebound by T. Thompson
4:33.0,,,95-82,,L. Perrantes misses 3-pt shot from 24 ft
4:30.0,Defensive rebound by D. Dotson,,95-82,,
4:20.0,F. Ntilikina makes 2-pt shot from 21 ft (assist by I. Hicks),2,97-82,,
4:01.0,,,97-84,2,A. Zizic makes 2-pt shot from 6 ft
3:37.0,L. Kornet makes 3-pt shot from 24 ft (assist by T. Burke),3,100-84,,
3:34.0,,,100-84,,Cleveland full timeout
3:34.0,,,100-84,,C. Osman enters the game for T. Thompson
