time,Detroit,pts.away,score,pts.home,New York
2:45.0,,,41-58,1,K. Porzingis makes free throw 1 of 2
2:45.0,,,41-59,1,K. Porzingis makes free throw 2 of 2
2:27.0,Turnover by A. Drummond (out of bounds lost ball),,41-59,,
2:12.0,,,41-59,,R. Sessions misses 2-pt shot from 7 ft
2:12.0,,,41-59,,Offensive rebound by T. Hardaway
2:09.0,,,41-59,,T. Hardaway misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by A. Tolliver,,41-59,,
2:00.0,R. Jackson misses 2-pt shot from 1 ft,,41-59,,
1:58.0,Offensive rebound by T. Harris,,41-59,,
1:53.0,R. Jackson makes 3-pt shot from 23 ft (assist by A. Bradley),3,44-59,,
1:40.0,,,44-59,,Shooting foul by A. Bradley (drawn by R. Sessions)
1:40.0,,,44-60,1,R. Sessions makes free throw 1 of 2
1:40.0,L. Kennard enters the game for A. Bradley,,44-60,,
1:40.0,,,44-60,,R. Sessions misses free throw 2 of 2
1:36.0,Defensive rebound by A. Tolliver,,44-60,,
1:25.0,R. Jackson misses 3-pt shot from 25 ft,,44-60,,
1:22.0,,,44-60,,Defensive rebound by C. Lee
1:08.0,,,44-60,,K. Porzingis misses 3-pt shot from 34 ft
1:08.0,,,44-60,,D. McDermott enters the game for C. Lee
1:08.0,,,44-60,,K. O'Quinn enters the game for E. Kanter
1:06.0,,,44-60,,Offensive rebound by Team
1:06.0,,,44-60,,Offensive charge foul by K. Porzingis (drawn by A. Tolliver)
1:06.0,,,44-60,,Turnover by K. Porzingis (offensive foul)
0:52.0,A. Tolliver makes 3-pt shot from 25 ft (assist by R. Jackson),3,47-60,,
0:42.0,,,47-62,2,K. Porzingis makes 2-pt shot at rim (assist by R. Sessions)
0:32.0,L. Kennard makes 2-pt shot from 9 ft,2,49-62,,
0:09.0,,,49-62,,T. Hardaway misses 2-pt shot at rim
0:06.0,,,49-62,,Offensive rebound by K. O'Quinn
0:06.0,,,49-64,2,K. O'Quinn makes 2-pt shot from 1 ft
0:02.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,51-64,,
0:00.0,,,51-64,,K. Porzingis misses 3-pt shot from 53 ft
0:00.0,,,51-64,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Personal foul by A. Tolliver (drawn by K. Porzingis),,51-64,,
11:35.0,,,51-64,,Turnover by Team (shot clock)
11:17.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,53-64,,
11:04.0,,,53-64,,T. Hardaway misses 3-pt shot from 25 ft
11:01.0,Defensive rebound by T. Harris,,53-64,,
10:50.0,A. Bradley misses 2-pt shot from 19 ft,,53-64,,
10:48.0,,,53-64,,Defensive rebound by K. Porzingis
10:30.0,Personal foul by T. Harris (drawn by K. Porzingis),,53-64,,
10:25.0,,,53-64,,C. Lee misses 2-pt shot from 21 ft
10:25.0,Defensive rebound by A. Bradley,,53-64,,
10:20.0,,,53-64,,Personal foul by R. Sessions (drawn by A. Drummond)
10:09.0,A. Bradley makes 2-pt shot from 17 ft (assist by A. Drummond),2,55-64,,
9:57.0,,,55-64,,Turnover by C. Lee (bad pass)
9:39.0,R. Jackson misses 3-pt shot from 25 ft,,55-64,,
9:35.0,,,55-64,,Defensive rebound by E. Kanter
9:30.0,,,55-64,,Turnover by K. Porzingis (traveling)
9:16.0,A. Tolliver makes 3-pt shot from 25 ft (assist by R. Jackson),3,58-64,,
9:15.0,,,58-64,,New York full timeout
8:59.0,,,58-64,,Turnover by T. Hardaway (bad pass; steal by A. Bradley)
8:53.0,T. Harris makes 2-pt shot from 9 ft (assist by A. Bradley),2,60-64,,
8:37.0,Personal foul by A. Bradley (drawn by T. Hardaway),,60-64,,
8:37.0,S. Johnson enters the game for A. Bradley,,60-64,,
8:30.0,,,60-64,,Shooting foul by R. Jackson (drawn by K. Porzingis)
8:30.0,,,60-65,1,K. Porzingis makes free throw 1 of 2
8:30.0,,,60-66,1,K. Porzingis makes free throw 2 of 2
8:21.0,Offensive foul by A. Drummond (drawn by R. Sessions),,60-66,,
8:21.0,Turnover by A. Drummond (offensive foul),,60-66,,
7:57.0,,,60-66,,Turnover by Team (shot clock)
7:55.0,,,60-66,,K. Porzingis misses 3-pt shot from 49 ft
7:55.0,,,60-66,,Offensive rebound by Team
7:45.0,A. Tolliver misses 3-pt shot from 24 ft,,60-66,,
7:40.0,,,60-66,,Defensive rebound by E. Kanter
7:35.0,Personal foul by R. Jackson (drawn by R. Sessions),,60-66,,
7:35.0,,,60-67,1,R. Sessions makes free throw 1 of 2
7:35.0,,,60-67,,R. Sessions misses free throw 2 of 2
7:32.0,,,60-67,,Offensive rebound by R. Sessions
7:26.0,,,60-69,2,E. Kanter makes 2-pt shot from 5 ft
7:00.0,R. Jackson misses 2-pt shot from 23 ft,,60-69,,
7:00.0,,,60-69,,Defensive rebound by Team
7:00.0,Loose ball foul by A. Drummond (drawn by E. Kanter),,60-69,,
7:00.0,,,60-70,1,E. Kanter makes free throw 1 of 2
7:00.0,,,60-71,1,E. Kanter makes free throw 2 of 2
6:45.0,S. Johnson misses 3-pt shot from 23 ft,,60-71,,
6:43.0,Offensive rebound by A. Drummond,,60-71,,
6:40.0,A. Drummond misses 2-pt shot from 1 ft,,60-71,,
6:36.0,Offensive rebound by T. Harris,,60-71,,
6:36.0,T. Harris makes 2-pt shot at rim,2,62-71,,
6:25.0,,,62-71,,K. Porzingis misses 2-pt shot from 20 ft
6:23.0,Defensive rebound by S. Johnson,,62-71,,
6:12.0,T. Harris makes 2-pt shot from 15 ft,2,64-71,,
5:55.0,,,64-73,2,C. Lee makes 2-pt shot from 2 ft
5:42.0,Shooting foul by C. Lee (drawn by T. Harris),,64-73,,
5:42.0,T. Harris makes free throw 1 of 2,1,65-73,,
5:42.0,T. Harris makes free throw 2 of 2,1,66-73,,
5:19.0,,,66-73,,K. Porzingis misses 2-pt shot from 20 ft
5:14.0,Defensive rebound by R. Jackson,,66-73,,
5:11.0,A. Tolliver misses 3-pt shot from 22 ft,,66-73,,
5:08.0,,,66-73,,Defensive rebound by E. Kanter
4:56.0,,,66-75,2,R. Sessions makes 2-pt shot from 4 ft
4:43.0,T. Harris misses 3-pt shot from 23 ft,,66-75,,
4:40.0,Offensive rebound by A. Tolliver,,66-75,,
4:39.0,T. Harris makes 2-pt shot at rim (assist by A. Tolliver),2,68-75,,
4:21.0,,,68-75,,Turnover by E. Kanter (traveling)
4:21.0,,,68-75,,M. Beasley enters the game for T. Hardaway
4:21.0,,,68-75,,D. McDermott enters the game for K. Porzingis
4:21.0,I. Smith enters the game for R. Jackson,,68-75,,
4:11.0,T. Harris misses 3-pt shot from 23 ft,,68-75,,
4:08.0,,,68-75,,Defensive rebound by R. Sessions
4:05.0,,,68-75,,D. McDermott misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by A. Drummond,,68-75,,
3:55.0,,,68-75,,Personal foul by D. McDermott (drawn by T. Harris)
3:55.0,L. Kennard enters the game for T. Harris,,68-75,,
3:45.0,Turnover by L. Kennard (traveling),,68-75,,
3:26.0,,,68-75,,E. Kanter misses 2-pt shot from 17 ft
3:21.0,Defensive rebound by S. Johnson,,68-75,,
3:18.0,A. Tolliver makes 3-pt shot from 25 ft (assist by S. Johnson),3,71-75,,
3:02.0,,,71-75,,C. Lee misses 2-pt shot from 12 ft
3:00.0,,,71-75,,Offensive rebound by E. Kanter
2:58.0,,,71-75,,E. Kanter misses 2-pt shot from 2 ft (block by A. Tolliver)
2:58.0,,,71-75,,Offensive rebound by D. McDermott
2:53.0,,,71-75,,Turnover by R. Sessions (bad pass; steal by A. Drummond)
2:42.0,A. Tolliver misses 2-pt shot from 1 ft,,71-75,,
2:41.0,Offensive rebound by S. Johnson,,71-75,,
2:41.0,S. Johnson makes 2-pt shot at rim,2,73-75,,
2:41.0,,,73-75,,New York full timeout
2:41.0,,,73-75,,K. O'Quinn enters the game for E. Kanter
2:41.0,J. Leuer enters the game for A. Drummond,,73-75,,
2:17.0,,,73-75,,M. Beasley misses 2-pt shot at rim
2:14.0,Defensive rebound by A. Tolliver,,73-75,,
2:00.0,L. Kennard misses 3-pt shot from 25 ft,,73-75,,
1:56.0,,,73-75,,Defensive rebound by R. Sessions
1:43.0,,,73-78,3,D. McDermott makes 3-pt shot from 22 ft (assist by R. Sessions)
1:22.0,S. Johnson makes 2-pt shot from 8 ft,2,75-78,,
1:04.0,,,75-78,,M. Beasley misses 3-pt shot from 22 ft
1:01.0,,,75-78,,Offensive rebound by K. O'Quinn
0:55.0,,,75-78,,Shooting foul by S. Johnson (drawn by R. Sessions)
0:55.0,,,75-79,1,R. Sessions makes free throw 1 of 2
0:55.0,,,75-80,1,R. Sessions makes free throw 2 of 2
0:38.0,J. Leuer makes 2-pt shot from 2 ft (assist by A. Tolliver),2,77-80,,
0:20.0,,,77-80,,M. Beasley misses 3-pt shot from 24 ft
0:17.0,Defensive rebound by L. Kennard,,77-80,,
0:06.0,,,77-80,,Personal foul by R. Sessions (drawn by A. Tolliver)
0:01.0,I. Smith makes 2-pt shot at rim,2,79-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,T. Harris makes 2-pt shot from 15 ft,2,81-80,,
11:24.0,,,81-80,,Shooting foul by T. Harris (drawn by K. O'Quinn)
11:24.0,,,81-81,1,K. O'Quinn makes free throw 1 of 2
11:24.0,,,81-82,1,K. O'Quinn makes free throw 2 of 2
11:04.0,T. Harris makes 2-pt shot from 2 ft,2,83-82,,
10:50.0,,,83-82,,T. Hardaway misses 2-pt shot from 3 ft
10:48.0,Defensive rebound by T. Harris,,83-82,,
10:45.0,L. Kennard misses 3-pt shot from 25 ft,,83-82,,
10:39.0,Offensive rebound by S. Johnson,,83-82,,
10:39.0,S. Johnson misses 2-pt shot at rim,,83-82,,
10:38.0,,,83-82,,Defensive rebound by M. Beasley
10:36.0,,,83-82,,T. Hardaway misses 2-pt shot from 2 ft
10:30.0,,,83-82,,Offensive rebound by K. O'Quinn
10:30.0,,,83-84,2,K. O'Quinn makes 2-pt shot at rim
10:09.0,I. Smith makes 2-pt shot from 15 ft,2,85-84,,
9:46.0,,,85-84,,D. McDermott misses 3-pt shot from 26 ft
9:42.0,Defensive rebound by J. Leuer,,85-84,,
9:33.0,I. Smith misses 2-pt shot from 2 ft,,85-84,,
9:31.0,,,85-84,,Defensive rebound by M. Beasley
9:27.0,,,85-84,,Turnover by M. Beasley (bad pass)
9:27.0,,,85-84,,K. Porzingis enters the game for M. Beasley
9:27.0,A. Drummond enters the game for L. Kennard,,85-84,,
9:16.0,I. Smith misses 2-pt shot from 6 ft,,85-84,,
9:14.0,,,85-84,,Defensive rebound by K. O'Quinn
9:06.0,,,85-86,2,K. Porzingis makes 2-pt shot from 6 ft
8:48.0,Shooting foul by D. McDermott (drawn by S. Johnson),,85-86,,
8:48.0,S. Johnson makes free throw 1 of 2,1,86-86,,
8:48.0,S. Johnson makes free throw 2 of 2,1,87-86,,
8:33.0,,,87-88,2,D. McDermott makes 2-pt shot from 1 ft (assist by K. O'Quinn)
8:27.0,Violation by T. Harris (def goaltending),,87-88,,
8:20.0,A. Drummond makes 2-pt shot at rim (assist by J. Leuer),2,89-88,,
8:12.0,Personal foul by I. Smith (drawn by R. Baker),,89-88,,
7:59.0,,,89-88,,K. Porzingis misses 2-pt shot from 3 ft
7:57.0,Defensive rebound by A. Drummond,,89-88,,
7:46.0,J. Leuer makes 2-pt shot from 10 ft,2,91-88,,
7:27.0,,,91-90,2,K. Porzingis makes 2-pt shot from 10 ft (assist by R. Baker)
6:59.0,I. Smith makes 2-pt shot from 17 ft,2,93-90,,
6:44.0,,,93-90,,Turnover by R. Baker (bad pass)
6:44.0,,,93-90,,New York full timeout
6:34.0,,,93-90,,Def 3 sec tech foul by K. O'Quinn
6:34.0,T. Harris misses technical free throw,,93-90,,
6:34.0,Offensive rebound by Team,,93-90,,
6:20.0,T. Harris makes 3-pt shot from 22 ft (assist by I. Smith),3,96-90,,
5:57.0,,,96-93,3,T. Hardaway makes 3-pt shot from 27 ft (assist by R. Baker)
5:34.0,I. Smith misses 3-pt shot from 25 ft (block by K. Porzingis),,96-93,,
5:34.0,Offensive rebound by Team,,96-93,,
5:34.0,Turnover by Team (shot clock),,96-93,,
5:34.0,,,96-93,,R. Sessions enters the game for R. Baker
5:12.0,,,96-96,3,K. Porzingis makes 3-pt shot from 25 ft (assist by T. Hardaway)
5:00.0,Detroit full timeout,,96-96,,
5:00.0,R. Jackson enters the game for S. Johnson,,96-96,,
5:00.0,A. Bradley enters the game for I. Smith,,96-96,,
5:00.0,A. Tolliver enters the game for J. Leuer,,96-96,,
4:48.0,Turnover by A. Drummond (lost ball; steal by K. O'Quinn),,96-96,,
4:46.0,Personal block foul by R. Jackson (drawn by T. Hardaway),,96-96,,
4:39.0,,,96-96,,K. Porzingis misses 2-pt shot from 8 ft
4:37.0,Defensive rebound by A. Bradley,,96-96,,
4:37.0,,,96-96,,Personal foul by K. O'Quinn (drawn by A. Bradley)
4:20.0,R. Jackson misses 2-pt shot from 11 ft,,96-96,,
4:17.0,,,96-96,,Defensive rebound by K. Porzingis
4:13.0,,,96-99,3,T. Hardaway makes 3-pt shot from 25 ft (assist by R. Sessions)
3:56.0,T. Harris makes 3-pt shot from 24 ft (assist by R. Jackson),3,99-99,,
3:33.0,,,99-101,2,R. Sessions makes 2-pt shot from 1 ft (assist by K. O'Quinn)
3:14.0,A. Bradley makes 3-pt shot from 23 ft (assist by T. Harris),3,102-101,,
2:53.0,,,102-101,,K. Porzingis misses 3-pt shot from 24 ft
2:50.0,Defensive rebound by T. Harris,,102-101,,
2:46.0,A. Tolliver misses 3-pt shot from 23 ft,,102-101,,
2:44.0,Offensive rebound by Team,,102-101,,
2:44.0,,,102-101,,Loose ball foul by K. Porzingis (drawn by A. Drummond)
2:32.0,A. Tolliver misses 3-pt shot from 25 ft,,102-101,,
2:29.0,,,102-101,,Defensive rebound by K. Porzingis
2:15.0,,,102-101,,R. Sessions misses 3-pt shot from 26 ft
