time,Miami,pts.away,score,pts.home,Philadelphia
4:55.0,,,12-13,,A. Johnson misses 2-pt shot from 4 ft (block by K. Olynyk)
4:52.0,Defensive rebound by K. Olynyk,,12-13,,
4:49.0,K. Olynyk makes 3-pt shot from 27 ft (assist by J. Winslow),3,15-13,,
4:35.0,,,15-13,,B. Simmons misses 2-pt shot from 4 ft
4:35.0,,,15-13,,Offensive rebound by A. Johnson
4:35.0,Loose ball foul by K. Olynyk (drawn by A. Johnson),,15-13,,
4:35.0,,,15-13,,A. Johnson misses free throw 1 of 2
4:35.0,,,15-13,,Offensive rebound by Team
4:35.0,,,15-13,,E. Ilyasova enters the game for D. Saric
4:35.0,W. Ellington enters the game for T. Johnson,,15-13,,
4:35.0,,,15-14,1,A. Johnson makes free throw 2 of 2
4:21.0,W. Ellington misses 3-pt shot from 26 ft,,15-14,,
4:16.0,,,15-14,,Defensive rebound by E. Ilyasova
4:09.0,,,15-16,2,A. Johnson makes 2-pt shot from 3 ft (assist by B. Simmons)
4:09.0,,,15-16,,Shooting foul by J. Johnson (drawn by A. Johnson)
4:09.0,,,15-17,1,A. Johnson makes free throw 1 of 1
4:07.0,Miami full timeout,,15-17,,
3:54.0,W. Ellington misses 2-pt shot from 7 ft,,15-17,,
3:51.0,,,15-17,,Defensive rebound by E. Ilyasova
3:35.0,,,15-17,,Turnover by A. Johnson (lost ball; steal by K. Olynyk)
3:31.0,G. Dragic misses 2-pt shot from 3 ft (block by B. Simmons),,15-17,,
3:31.0,Offensive rebound by Team,,15-17,,
3:31.0,D. Wade enters the game for G. Dragic,,15-17,,
3:16.0,J. Winslow misses 3-pt shot from 26 ft,,15-17,,
3:13.0,,,15-17,,Defensive rebound by E. Ilyasova
3:09.0,,,15-19,2,B. Simmons makes 2-pt shot at rim
2:58.0,D. Wade makes 2-pt shot from 13 ft,2,17-19,,
2:48.0,,,17-19,,R. Covington misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by K. Olynyk,,17-19,,
2:36.0,D. Wade makes 2-pt shot from 13 ft,2,19-19,,
2:21.0,,,19-19,,E. Ilyasova misses 3-pt shot from 25 ft
2:17.0,Defensive rebound by J. Winslow,,19-19,,
2:15.0,Shooting foul by E. Ilyasova (drawn by J. Winslow),,19-19,,
2:15.0,J. Winslow makes free throw 1 of 2,1,20-19,,
2:15.0,,,20-19,,J. Embiid enters the game for A. Johnson
2:15.0,,,20-19,,J. Redick enters the game for R. Covington
2:15.0,H. Whiteside enters the game for J. Johnson,,20-19,,
2:15.0,J. Winslow makes free throw 2 of 2,1,21-19,,
2:05.0,,,21-19,,B. Simmons misses 2-pt shot from 4 ft
2:02.0,Defensive rebound by H. Whiteside,,21-19,,
1:58.0,K. Olynyk misses 2-pt shot from 10 ft,,21-19,,
1:51.0,Offensive rebound by H. Whiteside,,21-19,,
1:51.0,H. Whiteside misses 2-pt shot at rim,,21-19,,
1:48.0,,,21-19,,Defensive rebound by J. Embiid
1:38.0,,,21-19,,Turnover by J. Redick (bad pass; steal by K. Olynyk)
1:32.0,J. Winslow misses 3-pt shot from 25 ft,,21-19,,
1:29.0,,,21-19,,Defensive rebound by J. Embiid
1:19.0,,,21-19,,Shooting foul by H. Whiteside (drawn by B. Simmons)
1:19.0,,,21-20,1,B. Simmons makes free throw 1 of 2
1:19.0,B. Adebayo enters the game for H. Whiteside,,21-20,,
1:19.0,,,21-20,,B. Simmons misses free throw 2 of 2
1:16.0,Defensive rebound by J. Winslow,,21-20,,
1:05.0,W. Ellington misses 3-pt shot from 26 ft,,21-20,,
1:03.0,,,21-20,,Defensive rebound by J. Embiid
1:03.0,Personal foul by B. Adebayo (drawn by J. Embiid),,21-20,,
1:03.0,,,21-21,1,J. Embiid makes free throw 1 of 2
1:03.0,,,21-21,,J. Embiid misses free throw 2 of 2
1:00.0,Defensive rebound by B. Adebayo,,21-21,,
0:49.0,Offensive foul by W. Ellington (drawn by J. Redick),,21-21,,
0:49.0,Turnover by W. Ellington (offensive foul),,21-21,,
0:28.0,,,21-23,2,J. Embiid makes 2-pt shot from 1 ft (assist by E. Ilyasova)
0:07.0,D. Wade misses 2-pt shot from 5 ft (block by J. Embiid),,21-23,,
0:04.0,,,21-23,,Defensive rebound by M. Belinelli
0:00.0,,,21-23,,J. Redick misses 3-pt shot from 22 ft
0:00.0,,,21-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,21-23,,Offensive foul by J. Embiid (drawn by B. Adebayo)
11:49.0,,,21-23,,Turnover by J. Embiid (offensive foul)
11:35.0,K. Olynyk misses 3-pt shot from 25 ft,,21-23,,
11:32.0,,,21-23,,Defensive rebound by J. Embiid
11:20.0,,,21-23,,Turnover by J. Anderson (bad pass; steal by D. Wade)
11:15.0,D. Wade misses 2-pt shot from 2 ft,,21-23,,
11:12.0,Offensive rebound by K. Olynyk,,21-23,,
11:11.0,K. Olynyk misses 2-pt shot from 5 ft,,21-23,,
11:07.0,Offensive rebound by K. Olynyk,,21-23,,
11:07.0,K. Olynyk makes 2-pt shot at rim,2,23-23,,
11:01.0,,,23-23,,J. Anderson misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by D. Wade,,23-23,,
10:53.0,K. Olynyk misses 3-pt shot from 25 ft,,23-23,,
10:49.0,,,23-23,,Defensive rebound by J. Anderson
10:42.0,,,23-23,,J. Redick misses 2-pt shot from 21 ft
10:40.0,Defensive rebound by K. Olynyk,,23-23,,
10:32.0,Turnover by K. Olynyk (bad pass; steal by J. Embiid),,23-23,,
10:26.0,,,23-26,3,J. Redick makes 3-pt shot from 23 ft (assist by T. McConnell)
10:07.0,B. Adebayo makes 2-pt shot from 5 ft (assist by K. Olynyk),2,25-26,,
9:48.0,,,25-28,2,J. Embiid makes 2-pt shot at rim (assist by E. Ilyasova)
9:35.0,W. Ellington makes 3-pt shot from 25 ft (assist by D. Wade),3,28-28,,
9:11.0,,,28-28,,J. Embiid misses 2-pt shot from 9 ft
9:09.0,Defensive rebound by J. Winslow,,28-28,,
8:53.0,D. Wade misses 2-pt shot from 15 ft,,28-28,,
8:51.0,,,28-28,,Defensive rebound by E. Ilyasova
8:32.0,,,28-30,2,T. McConnell makes 2-pt shot from 8 ft
8:18.0,W. Ellington misses 3-pt shot from 25 ft,,28-30,,
8:15.0,,,28-30,,Defensive rebound by E. Ilyasova
8:12.0,,,28-30,,J. Anderson misses 3-pt shot from 23 ft
8:09.0,Defensive rebound by W. Ellington,,28-30,,
7:47.0,Turnover by Team (shot clock),,28-30,,
7:47.0,,,28-30,,B. Simmons enters the game for J. Redick
7:47.0,,,28-30,,M. Belinelli enters the game for T. McConnell
7:47.0,,,28-30,,R. Covington enters the game for J. Anderson
7:34.0,,,28-32,2,M. Belinelli makes 2-pt shot from 14 ft (assist by B. Simmons)
7:11.0,W. Ellington makes 3-pt shot from 23 ft (assist by J. Winslow),3,31-32,,
6:59.0,,,31-32,,M. Belinelli misses 3-pt shot from 26 ft
6:55.0,Defensive rebound by D. Wade,,31-32,,
6:49.0,D. Wade misses 2-pt shot from 3 ft,,31-32,,
6:47.0,,,31-32,,Defensive rebound by J. Embiid
6:44.0,,,31-34,2,R. Covington makes 2-pt shot from 2 ft (assist by B. Simmons)
6:38.0,Shooting foul by J. Embiid (drawn by J. Winslow),,31-34,,
6:38.0,,,31-34,,Philadelphia full timeout
6:38.0,,,31-34,,A. Johnson enters the game for J. Embiid
6:38.0,,,31-34,,D. Saric enters the game for E. Ilyasova
6:38.0,G. Dragic enters the game for W. Ellington,,31-34,,
6:38.0,J. Winslow makes free throw 1 of 2,1,32-34,,
6:38.0,J. Johnson enters the game for B. Adebayo,,32-34,,
6:38.0,J. Winslow makes free throw 2 of 2,1,33-34,,
6:22.0,Violation by J. Johnson (kicked ball),,33-34,,
6:19.0,,,33-34,,D. Saric misses 3-pt shot from 27 ft
6:16.0,Defensive rebound by D. Wade,,33-34,,
6:10.0,Shooting foul by B. Simmons (drawn by D. Wade),,33-34,,
6:10.0,D. Wade makes free throw 1 of 2,1,34-34,,
6:10.0,D. Wade makes free throw 2 of 2,1,35-34,,
5:59.0,,,35-34,,M. Belinelli misses 2-pt shot from 17 ft
5:56.0,Defensive rebound by J. Winslow,,35-34,,
5:55.0,Shooting foul by R. Covington (drawn by G. Dragic),,35-34,,
5:55.0,G. Dragic makes free throw 1 of 2,1,36-34,,
5:55.0,G. Dragic misses free throw 2 of 2,,36-34,,
5:53.0,,,36-34,,Defensive rebound by B. Simmons
5:34.0,,,36-34,,D. Saric misses 3-pt shot from 24 ft
5:31.0,Defensive rebound by K. Olynyk,,36-34,,
5:21.0,J. Winslow misses 3-pt shot from 26 ft,,36-34,,
5:17.0,,,36-34,,Defensive rebound by A. Johnson
5:03.0,,,36-34,,R. Covington misses 2-pt shot from 4 ft
5:01.0,,,36-34,,Offensive rebound by A. Johnson
4:59.0,,,36-36,2,A. Johnson makes 2-pt shot from 1 ft
4:36.0,D. Wade misses 2-pt shot from 15 ft,,36-36,,
4:34.0,,,36-36,,Defensive rebound by R. Covington
4:30.0,,,36-36,,D. Saric misses 3-pt shot from 24 ft
4:26.0,Defensive rebound by J. Winslow,,36-36,,
4:23.0,G. Dragic makes 2-pt shot from 2 ft (assist by D. Wade),2,38-36,,
4:02.0,,,38-36,,Turnover by B. Simmons (lost ball; steal by J. Winslow)
3:45.0,J. Winslow makes 2-pt shot from 2 ft (assist by D. Wade),2,40-36,,
3:25.0,Personal foul by G. Dragic (drawn by D. Saric),,40-36,,
3:25.0,,,40-36,,J. Embiid enters the game for A. Johnson
3:25.0,,,40-36,,J. Redick enters the game for D. Saric
3:25.0,,,40-36,,E. Ilyasova enters the game for R. Covington
3:25.0,T. Johnson enters the game for D. Wade,,40-36,,
3:25.0,J. Richardson enters the game for J. Winslow,,40-36,,
3:23.0,Personal foul by J. Richardson (drawn by E. Ilyasova),,40-36,,
3:23.0,R. McGruder enters the game for J. Richardson,,40-36,,
3:17.0,Personal foul by J. Johnson (drawn by J. Embiid),,40-36,,
3:17.0,B. Adebayo enters the game for K. Olynyk,,40-36,,
3:07.0,,,40-36,,Shooting foul by B. Adebayo (drawn by J. Embiid)
3:07.0,,,40-36,,J. Embiid misses free throw 1 of 2
3:07.0,,,40-36,,Offensive rebound by Team
3:07.0,,,40-37,1,J. Embiid makes free throw 2 of 2
2:57.0,Turnover by G. Dragic (bad pass; steal by E. Ilyasova),,40-37,,
2:51.0,,,40-39,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by J. Redick)
2:45.0,Miami full timeout,,40-39,,
2:45.0,H. Whiteside enters the game for B. Adebayo,,40-39,,
2:45.0,K. Olynyk enters the game for J. Johnson,,40-39,,
2:23.0,K. Olynyk misses 2-pt shot from 11 ft,,40-39,,
2:20.0,,,40-39,,Defensive rebound by B. Simmons
2:16.0,Personal foul by R. McGruder (drawn by E. Ilyasova),,40-39,,
2:16.0,,,40-39,,E. Ilyasova misses free throw 1 of 2
2:16.0,,,40-39,,Offensive rebound by Team
2:16.0,,,40-40,1,E. Ilyasova makes free throw 2 of 2
1:53.0,T. Johnson makes 2-pt shot from 12 ft (assist by K. Olynyk),2,42-40,,
1:34.0,,,42-42,2,B. Simmons makes 2-pt shot from 1 ft (assist by E. Ilyasova)
1:12.0,R. McGruder misses 3-pt shot from 23 ft,,42-42,,
1:09.0,,,42-42,,Defensive rebound by B. Simmons
0:57.0,,,42-44,2,J. Embiid makes 2-pt shot from 9 ft
0:49.0,G. Dragic makes 2-pt shot from 2 ft,2,44-44,,
0:37.0,,,44-44,,Shooting foul by T. Johnson (drawn by J. Redick)
0:37.0,,,44-44,,Technical foul by J. Redick
0:37.0,T. Johnson misses technical free throw,,44-44,,
0:37.0,,,44-44,,Defensive rebound by Team
0:37.0,,,44-45,1,J. Redick makes free throw 1 of 2
0:37.0,,,44-45,,D. Saric enters the game for J. Embiid
0:37.0,D. Wade enters the game for R. McGruder,,44-45,,
0:37.0,J. Winslow enters the game for H. Whiteside,,44-45,,
0:37.0,,,44-46,1,J. Redick makes free throw 2 of 2
0:21.0,G. Dragic makes 2-pt shot from 16 ft,2,46-46,,
0:00.0,,,46-46,,B. Simmons misses 2-pt shot from 10 ft
0:00.0,,,46-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,46-46,,Personal foul by D. Saric (drawn by J. Richardson)
11:51.0,,,46-46,,Turnover by D. Saric (turnover)
11:36.0,T. Johnson makes 2-pt shot from 7 ft (assist by J. Johnson),2,48-46,,
11:20.0,Personal foul by T. Johnson (drawn by J. Embiid),,48-46,,
11:15.0,,,48-48,2,J. Redick makes 2-pt shot from 18 ft (assist by D. Saric)
10:55.0,T. Johnson misses 2-pt shot from 17 ft,,48-48,,
10:54.0,,,48-48,,Defensive rebound by Team
10:54.0,Loose ball foul by H. Whiteside (drawn by J. Embiid),,48-48,,
10:39.0,,,48-50,2,D. Saric makes 2-pt shot from 20 ft (assist by B. Simmons)
10:26.0,G. Dragic misses 2-pt shot from 18 ft,,48-50,,
10:23.0,,,48-50,,Defensive rebound by R. Covington
10:08.0,,,48-50,,R. Covington misses 3-pt shot from 24 ft
10:04.0,,,48-50,,Offensive rebound by J. Embiid
10:01.0,,,48-50,,Offensive foul by J. Embiid (drawn by H. Whiteside)
10:01.0,,,48-50,,Turnover by J. Embiid (offensive foul)
9:45.0,J. Richardson misses 2-pt shot from 19 ft,,48-50,,
9:42.0,,,48-50,,Defensive rebound by B. Simmons
9:38.0,,,48-50,,Turnover by B. Simmons (bad pass; steal by T. Johnson)
9:33.0,Turnover by G. Dragic (bad pass; steal by B. Simmons),,48-50,,
9:32.0,Personal foul by G. Dragic,,48-50,,
9:32.0,Technical foul by G. Dragic,,48-50,,
9:32.0,,,48-51,1,J. Redick makes technical free throw
9:20.0,,,48-54,3,R. Covington makes 3-pt shot from 23 ft (assist by B. Simmons)
9:16.0,Miami full timeout,,48-54,,
9:05.0,J. Johnson misses 3-pt shot from 26 ft,,48-54,,
9:04.0,Offensive rebound by Team,,48-54,,
9:02.0,Turnover by G. Dragic (bad pass; steal by J. Embiid),,48-54,,
8:54.0,,,48-54,,R. Covington misses 3-pt shot from 24 ft
8:49.0,,,48-54,,Offensive rebound by R. Covington
8:47.0,,,48-57,3,J. Redick makes 3-pt shot from 27 ft (assist by R. Covington)
8:33.0,G. Dragic misses 2-pt shot from 13 ft,,48-57,,
8:30.0,Offensive rebound by H. Whiteside,,48-57,,
8:30.0,Shooting foul by B. Simmons (drawn by H. Whiteside),,48-57,,
8:30.0,H. Whiteside makes free throw 1 of 2,1,49-57,,
8:30.0,H. Whiteside makes free throw 2 of 2,1,50-57,,
8:19.0,,,50-57,,D. Saric misses 3-pt shot from 25 ft (block by J. Richardson)
8:15.0,,,50-57,,Offensive rebound by D. Saric
8:15.0,Personal foul by T. Johnson (drawn by D. Saric),,50-57,,
8:15.0,B. Adebayo enters the game for H. Whiteside,,50-57,,
8:15.0,,,50-57,,M. Belinelli enters the game for J. Redick
8:02.0,,,50-57,,M. Belinelli misses 2-pt shot from 3 ft (block by J. Johnson)
8:01.0,,,50-57,,Offensive rebound by D. Saric
8:01.0,,,50-57,,Shooting foul by T. Johnson (drawn by D. Saric)
8:01.0,,,50-58,1,D. Saric makes free throw 1 of 2
8:01.0,W. Ellington enters the game for T. Johnson,,50-58,,
8:01.0,,,50-59,1,D. Saric makes free throw 2 of 2
7:51.0,J. Johnson makes 2-pt shot from 1 ft,2,52-59,,
7:39.0,,,52-61,2,J. Embiid makes 2-pt shot at rim (assist by B. Simmons)
7:29.0,J. Johnson misses 3-pt shot from 27 ft,,52-61,,
7:26.0,Offensive rebound by B. Adebayo,,52-61,,
7:23.0,J. Johnson misses 2-pt shot at rim,,52-61,,
7:18.0,Offensive rebound by B. Adebayo,,52-61,,
7:18.0,B. Adebayo makes 2-pt shot at rim,2,54-61,,
7:10.0,,,54-61,,D. Saric misses 2-pt shot from 1 ft
7:08.0,Defensive rebound by B. Adebayo,,54-61,,
7:07.0,,,54-61,,Personal foul by B. Simmons (drawn by G. Dragic)
7:07.0,,,54-61,,E. Ilyasova enters the game for J. Embiid
7:07.0,K. Olynyk enters the game for B. Adebayo,,54-61,,
6:57.0,G. Dragic misses 2-pt shot at rim,,54-61,,
6:55.0,,,54-61,,Defensive rebound by E. Ilyasova
6:38.0,,,54-63,2,D. Saric makes 2-pt shot from 2 ft
6:24.0,K. Olynyk misses 3-pt shot from 27 ft,,54-63,,
6:22.0,,,54-63,,Defensive rebound by B. Simmons
6:11.0,,,54-66,3,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric)
6:11.0,Miami full timeout,,54-66,,
6:11.0,D. Wade enters the game for J. Richardson,,54-66,,
6:02.0,J. Winslow enters the game for G. Dragic,,54-66,,
5:50.0,K. Olynyk makes 2-pt shot from 1 ft (assist by J. Johnson),2,56-66,,
5:50.0,Shooting foul by E. Ilyasova (drawn by K. Olynyk),,56-66,,
5:50.0,K. Olynyk makes free throw 1 of 1,1,57-66,,
5:35.0,,,57-66,,M. Belinelli misses 2-pt shot from 2 ft (block by W. Ellington)
5:35.0,,,57-66,,Offensive rebound by Team
5:26.0,,,57-68,2,B. Simmons makes 2-pt shot at rim
5:09.0,,,57-68,,Personal foul by B. Simmons (drawn by K. Olynyk)
5:09.0,,,57-68,,T. McConnell enters the game for B. Simmons
5:05.0,K. Olynyk makes 2-pt shot from 1 ft (assist by D. Wade),2,59-68,,
4:52.0,,,59-68,,M. Belinelli misses 3-pt shot from 26 ft
4:49.0,Defensive rebound by J. Johnson,,59-68,,
4:44.0,W. Ellington misses 3-pt shot from 25 ft,,59-68,,
4:40.0,,,59-68,,Defensive rebound by T. McConnell
4:38.0,,,59-70,2,M. Belinelli makes 2-pt shot at rim (assist by T. McConnell)
4:21.0,D. Wade misses 2-pt shot from 7 ft,,59-70,,
4:19.0,Offensive rebound by J. Winslow,,59-70,,
4:14.0,J. Winslow misses 2-pt shot from 1 ft,,59-70,,
4:14.0,,,59-70,,Defensive rebound by E. Ilyasova
3:52.0,,,59-72,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by M. Belinelli)
3:32.0,Turnover by D. Wade (bad pass; steal by E. Ilyasova),,59-72,,
3:23.0,,,59-72,,R. Covington misses 3-pt shot from 25 ft
3:21.0,,,59-72,,Offensive rebound by Team
3:21.0,Loose ball foul by J. Winslow (drawn by D. Saric),,59-72,,
3:21.0,,,59-72,,Philadelphia full timeout
3:21.0,,,59-72,,J. Redick enters the game for E. Ilyasova
3:21.0,,,59-72,,J. Embiid enters the game for R. Covington
3:21.0,B. Adebayo enters the game for J. Johnson,,59-72,,
3:21.0,,,59-73,1,D. Saric makes free throw 1 of 2
3:21.0,,,59-74,1,D. Saric makes free throw 2 of 2
3:05.0,K. Olynyk misses 3-pt shot from 26 ft,,59-74,,
3:02.0,,,59-74,,Defensive rebound by J. Embiid
2:58.0,,,59-74,,T. McConnell misses 2-pt shot from 19 ft
2:56.0,Defensive rebound by D. Wade,,59-74,,
2:50.0,Shooting foul by J. Redick (drawn by B. Adebayo),,59-74,,
2:50.0,B. Adebayo misses free throw 1 of 2,,59-74,,
2:50.0,Offensive rebound by Team,,59-74,,
2:50.0,,,59-74,,E. Ilyasova enters the game for D. Saric
2:50.0,B. Adebayo misses free throw 2 of 2,,59-74,,
2:48.0,,,59-74,,Defensive rebound by E. Ilyasova
2:41.0,Personal foul by K. Olynyk (drawn by J. Redick),,59-74,,
2:41.0,,,59-75,1,J. Redick makes free throw 1 of 2
2:41.0,,,59-76,1,J. Redick makes free throw 2 of 2
2:19.0,J. Winslow makes 3-pt shot from 24 ft (assist by K. Olynyk),3,62-76,,
2:04.0,,,62-78,2,T. McConnell makes 2-pt shot at rim (assist by M. Belinelli)
2:04.0,,,62-78,,Shooting foul by D. Wade (drawn by T. McConnell)
2:04.0,G. Dragic enters the game for W. Ellington,,62-78,,
2:04.0,,,62-78,,T. McConnell misses free throw 1 of 1
2:04.0,Defensive rebound by K. Olynyk,,62-78,,
1:48.0,J. Winslow misses 2-pt shot from 17 ft,,62-78,,
1:45.0,,,62-78,,Defensive rebound by T. McConnell
1:34.0,,,62-80,2,J. Embiid makes 2-pt shot from 2 ft (assist by T. McConnell)
1:22.0,G. Dragic makes 3-pt shot from 25 ft (assist by D. Wade),3,65-80,,
0:58.0,,,65-80,,J. Embiid misses 2-pt shot from 16 ft
0:55.0,Defensive rebound by Team,,65-80,,
0:40.0,Turnover by G. Dragic (lost ball; steal by T. McConnell),,65-80,,
0:36.0,,,65-80,,M. Belinelli misses 3-pt shot from 26 ft
0:35.0,Defensive rebound by Team,,65-80,,
0:32.0,,,65-80,,Loose ball foul by E. Ilyasova (drawn by K. Olynyk)
0:32.0,K. Olynyk makes free throw 1 of 2,1,66-80,,
0:32.0,K. Olynyk misses free throw 2 of 2,,66-80,,
0:30.0,,,66-80,,Defensive rebound by J. Embiid
0:25.0,,,66-80,,J. Redick misses 3-pt shot from 27 ft
0:21.0,Defensive rebound by D. Wade,,66-80,,
0:04.0,J. Winslow misses 3-pt shot from 25 ft,,66-80,,
0:00.0,,,66-80,,Defensive rebound by J. Embiid
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,D. Wade makes 2-pt shot at rim (assist by K. Olynyk),2,68-80,,
11:29.0,,,68-82,2,J. Embiid makes 2-pt shot from 2 ft (assist by J. Redick)
11:11.0,Turnover by J. Winslow (bad pass),,68-82,,
11:00.0,,,68-82,,Offensive foul by J. Embiid (drawn by J. Winslow)
11:00.0,,,68-82,,Turnover by J. Embiid (offensive foul)
10:48.0,Shooting foul by T. McConnell (drawn by D. Wade),,68-82,,
10:48.0,D. Wade makes free throw 1 of 2,1,69-82,,
10:48.0,D. Wade misses free throw 2 of 2,,69-82,,
10:46.0,,,69-82,,Defensive rebound by E. Ilyasova
10:36.0,,,69-82,,J. Redick misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by Team,,69-82,,
10:26.0,D. Wade misses 2-pt shot from 3 ft,,69-82,,
10:23.0,,,69-82,,Defensive rebound by T. McConnell
10:19.0,,,69-85,3,J. Redick makes 3-pt shot from 26 ft (assist by R. Covington)
10:04.0,G. Dragic misses 2-pt shot from 11 ft,,69-85,,
10:02.0,,,69-85,,Defensive rebound by R. Covington
9:46.0,,,69-87,2,J. Embiid makes 2-pt shot from 10 ft
9:46.0,Miami full timeout,,69-87,,
9:24.0,J. Johnson enters the game for B. Adebayo,,69-87,,
9:22.0,G. Dragic misses 3-pt shot from 27 ft,,69-87,,
9:19.0,Offensive rebound by J. Winslow,,69-87,,
