time,San Antonio,pts.away,score,pts.home,Golden State
6:44.0,Shooting foul by J. McGee (drawn by L. Aldridge),,7-7,,
6:44.0,L. Aldridge makes free throw 1 of 2,1,8-7,,
6:44.0,L. Aldridge makes free throw 2 of 2,1,9-7,,
6:34.0,,,9-9,2,J. McGee makes 2-pt shot from 1 ft (assist by D. Green)
6:11.0,D. Murray misses 2-pt shot from 2 ft,,9-9,,
6:05.0,Offensive rebound by L. Aldridge,,9-9,,
6:05.0,L. Aldridge makes 2-pt shot at rim,2,11-9,,
6:02.0,,,11-9,,K. Thompson misses 2-pt shot from 18 ft
5:58.0,Defensive rebound by L. Aldridge,,11-9,,
5:54.0,P. Mills misses 3-pt shot from 27 ft,,11-9,,
5:46.0,,,11-9,,Defensive rebound by J. McGee
5:37.0,,,11-11,2,K. Durant makes 2-pt shot from 1 ft (assist by D. Green)
5:23.0,D. Bertans misses 3-pt shot from 27 ft,,11-11,,
5:20.0,,,11-11,,Defensive rebound by J. McGee
5:04.0,,,11-13,2,J. McGee makes 2-pt shot at rim (assist by K. Thompson)
5:04.0,San Antonio full timeout,,11-13,,
5:04.0,,,11-13,,Technical foul by J. McGee
5:04.0,,,11-13,,Z. Pachulia enters the game for J. McGee
5:04.0,R. Gay enters the game for K. Anderson,,11-13,,
5:04.0,M. Ginobili enters the game for D. Murray,,11-13,,
5:04.0,D. Green enters the game for P. Mills,,11-13,,
5:04.0,T. Parker enters the game for D. Bertans,,11-13,,
5:04.0,L. Aldridge misses technical free throw,,11-13,,
5:04.0,Offensive rebound by Team,,11-13,,
4:49.0,D. Green makes 2-pt shot from 17 ft (assist by T. Parker),2,13-13,,
4:31.0,,,13-15,2,K. Durant makes 2-pt shot from 15 ft (assist by D. Green)
4:08.0,D. Green misses 3-pt shot from 28 ft,,13-15,,
4:05.0,,,13-15,,Defensive rebound by Z. Pachulia
3:54.0,,,13-17,2,K. Thompson makes 2-pt shot from 1 ft (assist by Z. Pachulia)
3:43.0,Turnover by M. Ginobili (lost ball; steal by Z. Pachulia),,13-17,,
3:37.0,,,13-17,,K. Thompson misses 3-pt shot from 26 ft
3:33.0,Defensive rebound by L. Aldridge,,13-17,,
3:23.0,L. Aldridge misses 2-pt shot from 21 ft,,13-17,,
3:21.0,,,13-17,,Defensive rebound by Z. Pachulia
3:08.0,,,13-19,2,K. Durant makes 2-pt shot from 18 ft (assist by D. Green)
2:56.0,T. Parker misses 2-pt shot from 5 ft,,13-19,,
2:54.0,Offensive rebound by L. Aldridge,,13-19,,
2:52.0,L. Aldridge makes 2-pt shot from 3 ft,2,15-19,,
2:44.0,,,15-21,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Thompson)
2:44.0,,,15-21,,Shooting foul by D. Green (drawn by Z. Pachulia)
2:44.0,,,15-21,,O. Casspi enters the game for K. Thompson
2:44.0,,,15-21,,N. Young enters the game for D. Green
2:44.0,J. Lauvergne enters the game for L. Aldridge,,15-21,,
2:44.0,,,15-22,1,Z. Pachulia makes free throw 1 of 1
2:30.0,T. Parker makes 2-pt shot from 2 ft (assist by J. Lauvergne),2,17-22,,
2:10.0,,,17-22,,K. Durant misses 2-pt shot from 11 ft
2:07.0,,,17-22,,Offensive rebound by Team
2:07.0,,,17-22,,S. Livingston enters the game for Q. Cook
1:57.0,,,17-24,2,N. Young makes 2-pt shot from 12 ft (assist by S. Livingston)
1:45.0,Turnover by T. Parker (bad pass),,17-24,,
1:29.0,,,17-26,2,S. Livingston makes 2-pt shot from 13 ft (assist by N. Young)
1:17.0,M. Ginobili makes 2-pt shot from 12 ft (assist by T. Parker),2,19-26,,
1:10.0,,,19-26,,N. Young misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by J. Lauvergne,,19-26,,
0:51.0,J. Lauvergne misses 2-pt shot from 4 ft (block by O. Casspi),,19-26,,
0:48.0,,,19-26,,Defensive rebound by K. Durant
0:46.0,,,19-28,2,O. Casspi makes 2-pt shot from 1 ft (assist by K. Durant)
0:34.0,Turnover by M. Ginobili (bad pass),,19-28,,
0:28.0,Personal foul by M. Ginobili (drawn by O. Casspi),,19-28,,
0:22.0,,,19-28,,K. Durant misses 3-pt shot from 25 ft
0:19.0,,,19-28,,Offensive rebound by Z. Pachulia
0:17.0,,,19-28,,Z. Pachulia misses 2-pt shot from 2 ft
0:16.0,,,19-28,,Offensive rebound by Z. Pachulia
0:16.0,,,19-28,,Z. Pachulia misses 2-pt shot from 2 ft (block by M. Ginobili)
0:16.0,Defensive rebound by Team,,19-28,,
0:16.0,Jump ball: Z. Pachulia vs. M. Ginobili (R. Gay gains possession),,,,Jump ball: Z. Pachulia vs. M. Ginobili (R. Gay gains possession)
0:04.0,,,19-28,,Personal foul by N. Young (drawn by T. Parker)
0:04.0,,,19-28,,D. Green enters the game for Z. Pachulia
0:00.0,Shooting foul by O. Casspi (drawn by R. Gay),,19-28,,
0:00.0,R. Gay makes free throw 1 of 2,1,20-28,,
0:00.0,R. Gay makes free throw 2 of 2,1,21-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,R. Gay misses 2-pt shot from 18 ft,,21-28,,
11:40.0,,,21-28,,Defensive rebound by S. Livingston
11:25.0,,,21-30,2,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson)
11:10.0,Jump ball: M. Ginobili vs.,,,,Jump ball: M. Ginobili vs.
11:10.0,Jump ball: K. Looney vs. J. Lauvergne,,,,Jump ball: K. Looney vs. J. Lauvergne
10:54.0,,,21-32,2,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston)
10:39.0,J. Lauvergne makes 2-pt shot from 2 ft (assist by T. Parker),2,23-32,,
10:28.0,,,23-34,2,S. Livingston makes 2-pt shot from 1 ft
10:22.0,T. Parker makes 2-pt shot from 17 ft,2,25-34,,
10:15.0,,,25-34,,S. Livingston misses 2-pt shot from 16 ft
10:13.0,Defensive rebound by R. Gay,,25-34,,
9:57.0,D. Green misses 3-pt shot from 22 ft,,25-34,,
9:53.0,,,25-34,,Defensive rebound by K. Thompson
9:43.0,Personal foul by M. Ginobili (drawn by K. Looney),,25-34,,
9:43.0,D. Murray enters the game for T. Parker,,25-34,,
9:43.0,K. Anderson enters the game for M. Ginobili,,25-34,,
9:29.0,,,25-34,,Turnover by N. Young (lost ball; steal by K. Anderson)
9:25.0,Shooting foul by N. Young (drawn by K. Anderson),,25-34,,
9:25.0,K. Anderson makes free throw 1 of 2,1,26-34,,
9:25.0,P. Mills enters the game for D. Green,,26-34,,
9:25.0,K. Anderson makes free throw 2 of 2,1,27-34,,
9:03.0,,,27-34,,S. Livingston misses 2-pt shot from 12 ft
8:59.0,Defensive rebound by R. Gay,,27-34,,
8:52.0,K. Anderson makes 2-pt shot from 8 ft (assist by D. Murray),2,29-34,,
8:52.0,,,29-34,,Golden State full timeout
8:52.0,L. Aldridge enters the game for R. Gay,,29-34,,
8:52.0,D. Bertans enters the game for J. Lauvergne,,29-34,,
8:37.0,,,29-34,,K. Thompson misses 2-pt shot from 16 ft
8:34.0,Defensive rebound by L. Aldridge,,29-34,,
8:23.0,D. Bertans misses 3-pt shot from 26 ft,,29-34,,
8:18.0,,,29-34,,Defensive rebound by D. Green
8:12.0,,,29-34,,Turnover by D. Green (bad pass; steal by D. Murray)
8:08.0,P. Mills misses 3-pt shot from 23 ft,,29-34,,
8:03.0,,,29-34,,Defensive rebound by D. Green
7:50.0,,,29-34,,D. Green misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by K. Anderson,,29-34,,
7:45.0,D. Bertans makes 2-pt shot at rim (assist by K. Anderson),2,31-34,,
7:45.0,,,31-34,,Golden State full timeout
7:45.0,,,31-34,,Q. Cook enters the game for K. Thompson
7:45.0,,,31-34,,K. Durant enters the game for D. Green
7:45.0,,,31-34,,O. Casspi enters the game for S. Livingston
7:29.0,,,31-34,,K. Durant misses 2-pt shot from 16 ft
7:25.0,Defensive rebound by K. Anderson,,31-34,,
7:07.0,D. Bertans misses 3-pt shot from 29 ft,,31-34,,
7:04.0,,,31-34,,Defensive rebound by K. Looney
6:53.0,,,31-34,,K. Durant misses 2-pt shot from 10 ft
6:50.0,Defensive rebound by K. Anderson,,31-34,,
6:39.0,D. Murray makes 2-pt shot from 7 ft (assist by K. Anderson),2,33-34,,
6:27.0,,,33-36,2,N. Young makes 2-pt shot from 12 ft (assist by K. Durant)
6:05.0,L. Aldridge misses 2-pt shot from 7 ft (block by K. Durant),,33-36,,
6:03.0,,,33-36,,Defensive rebound by K. Durant
6:00.0,,,33-36,,K. Durant misses 2-pt shot from 18 ft
5:57.0,,,33-36,,Offensive rebound by Team
5:54.0,,,33-36,,Turnover by Q. Cook (bad pass; steal by K. Anderson)
5:38.0,L. Aldridge makes 2-pt shot from 4 ft (assist by D. Murray),2,35-36,,
5:30.0,,,35-36,,Offensive foul by K. Looney (drawn by K. Anderson)
5:30.0,,,35-36,,Turnover by K. Looney (offensive foul)
5:19.0,Turnover by L. Aldridge (bad pass),,35-36,,
5:19.0,Loose ball foul by L. Aldridge (drawn by K. Durant),,35-36,,
5:19.0,,,35-36,,J. McGee enters the game for K. Looney
4:59.0,,,35-36,,K. Durant misses 2-pt shot from 17 ft
4:57.0,Defensive rebound by D. Murray,,35-36,,
4:47.0,L. Aldridge makes 2-pt shot from 8 ft,2,37-36,,
4:31.0,,,37-38,2,K. Durant makes 2-pt shot from 12 ft
4:09.0,L. Aldridge misses 2-pt shot from 19 ft,,37-38,,
4:07.0,,,37-38,,Defensive rebound by O. Casspi
3:55.0,,,37-38,,N. Young misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by L. Aldridge,,37-38,,
3:47.0,P. Mills makes 3-pt shot from 23 ft (assist by D. Murray),3,40-38,,
3:32.0,,,40-38,,Turnover by K. Durant (lost ball; steal by K. Anderson)
3:27.0,D. Murray misses 2-pt shot from 2 ft,,40-38,,
3:25.0,Offensive rebound by D. Murray,,40-38,,
3:25.0,D. Murray misses 2-pt shot from 3 ft (block by J. McGee),,40-38,,
3:25.0,Offensive rebound by Team,,40-38,,
3:25.0,,,40-38,,D. Green enters the game for N. Young
3:25.0,,,40-38,,K. Thompson enters the game for Q. Cook
3:25.0,,,40-38,,S. Livingston enters the game for O. Casspi
3:21.0,D. Bertans makes 3-pt shot from 26 ft (assist by D. Murray),3,43-38,,
3:06.0,Personal foul by D. Bertans (drawn by K. Durant),,43-38,,
2:59.0,,,43-40,2,K. Thompson makes 2-pt shot from 12 ft (assist by S. Livingston)
2:49.0,P. Mills misses 2-pt shot from 21 ft,,43-40,,
2:44.0,,,43-40,,Defensive rebound by S. Livingston
2:42.0,,,43-42,2,J. McGee makes 2-pt shot from 1 ft (assist by S. Livingston)
2:42.0,,,43-42,,Shooting foul by D. Bertans (drawn by J. McGee)
2:42.0,San Antonio full timeout,,43-42,,
2:42.0,T. Parker enters the game for D. Murray,,43-42,,
2:42.0,,,43-43,1,J. McGee makes free throw 1 of 1
2:24.0,D. Bertans makes 3-pt shot from 23 ft (assist by L. Aldridge),3,46-43,,
2:02.0,,,46-43,,S. Livingston misses 2-pt shot from 15 ft
1:58.0,Defensive rebound by L. Aldridge,,46-43,,
1:42.0,L. Aldridge misses 2-pt shot from 9 ft (block by J. McGee),,46-43,,
1:42.0,Offensive rebound by Team,,46-43,,
1:42.0,,,46-43,,N. Young enters the game for J. McGee
1:36.0,K. Anderson misses 2-pt shot from 3 ft,,46-43,,
1:31.0,,,46-43,,Defensive rebound by K. Durant
1:17.0,,,46-43,,K. Thompson misses 2-pt shot from 15 ft
1:12.0,Defensive rebound by L. Aldridge,,46-43,,
1:03.0,Shooting foul by S. Livingston (drawn by L. Aldridge),,46-43,,
1:03.0,L. Aldridge makes free throw 1 of 2,1,47-43,,
1:03.0,D. Green enters the game for D. Bertans,,47-43,,
1:03.0,L. Aldridge makes free throw 2 of 2,1,48-43,,
0:50.0,,,48-45,2,K. Durant makes 2-pt shot from 2 ft (assist by S. Livingston)
0:35.0,Shooting foul by D. Green (drawn by L. Aldridge),,48-45,,
0:35.0,L. Aldridge makes free throw 1 of 2,1,49-45,,
0:35.0,L. Aldridge makes free throw 2 of 2,1,50-45,,
0:32.0,Personal foul by K. Anderson (drawn by K. Durant),,50-45,,
0:32.0,,,50-46,1,K. Durant makes free throw 1 of 2
0:32.0,,,50-46,,K. Durant misses free throw 2 of 2
0:30.0,Defensive rebound by K. Anderson,,50-46,,
0:10.0,L. Aldridge misses 2-pt shot from 19 ft,,50-46,,
0:07.0,Offensive rebound by K. Anderson,,50-46,,
0:06.0,K. Anderson misses 2-pt shot from 18 ft,,50-46,,
0:04.0,,,50-46,,Defensive rebound by K. Durant
0:00.0,,,50-46,,D. Green misses 3-pt shot from 28 ft
0:00.0,,,50-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Turnover by K. Anderson (traveling),,50-46,,
11:23.0,,,50-49,3,D. Green makes 3-pt shot from 27 ft (assist by K. Thompson)
10:59.0,D. Murray makes 2-pt shot from 1 ft (assist by L. Aldridge),2,52-49,,
10:49.0,,,52-51,2,K. Durant makes 2-pt shot from 17 ft
10:41.0,,,52-51,,Personal foul by Q. Cook (drawn by D. Murray)
10:35.0,D. Murray makes 2-pt shot from 10 ft,2,54-51,,
10:23.0,,,54-51,,Turnover by K. Durant (lost ball; steal by K. Anderson)
10:18.0,K. Anderson misses 2-pt shot from 2 ft (block by J. McGee),,54-51,,
10:13.0,Offensive rebound by L. Aldridge,,54-51,,
10:11.0,D. Murray makes 2-pt shot from 7 ft (assist by L. Aldridge),2,56-51,,
9:54.0,,,56-51,,D. Green misses 3-pt shot from 25 ft
9:51.0,Defensive rebound by L. Aldridge,,56-51,,
9:45.0,D. Murray misses 2-pt shot from 5 ft,,56-51,,
9:41.0,,,56-51,,Defensive rebound by K. Durant
9:38.0,,,56-53,2,K. Thompson makes 2-pt shot from 1 ft (assist by K. Durant)
9:27.0,K. Anderson misses 2-pt shot from 4 ft (block by D. Green),,56-53,,
9:25.0,,,56-53,,Defensive rebound by D. Green
9:25.0,Personal foul by P. Mills (drawn by K. Durant),,56-53,,
9:16.0,,,56-53,,K. Thompson misses 2-pt shot from 11 ft
9:14.0,Defensive rebound by L. Aldridge,,56-53,,
9:12.0,Turnover by L. Aldridge (bad pass; steal by D. Green),,56-53,,
9:08.0,,,56-55,2,J. McGee makes 2-pt shot from 2 ft (assist by D. Green)
8:43.0,L. Aldridge makes 2-pt shot from 8 ft,2,58-55,,
8:26.0,,,58-55,,D. Green misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by P. Mills,,58-55,,
8:18.0,P. Mills makes 2-pt shot from 19 ft,2,60-55,,
8:04.0,,,60-55,,Shooting foul by P. Mills (drawn by J. McGee)
8:04.0,,,60-56,1,J. McGee makes free throw 1 of 2
8:04.0,,,60-57,1,J. McGee makes free throw 2 of 2
7:44.0,P. Mills misses 3-pt shot from 27 ft,,60-57,,
7:42.0,,,60-57,,Defensive rebound by D. Green
7:35.0,,,60-60,3,K. Durant makes 3-pt shot from 27 ft (assist by D. Green)
7:34.0,San Antonio full timeout,,60-60,,
7:21.0,D. Bertans makes 3-pt shot from 27 ft (assist by D. Murray),3,63-60,,
7:04.0,,,63-60,,K. Durant misses 3-pt shot from 25 ft
7:01.0,,,63-60,,Offensive rebound by K. Durant
6:59.0,,,63-60,,Q. Cook misses 3-pt shot from 23 ft
6:56.0,Defensive rebound by D. Bertans,,63-60,,
6:43.0,D. Bertans misses 3-pt shot from 26 ft,,63-60,,
6:39.0,,,63-60,,Defensive rebound by D. Green
6:28.0,,,63-63,3,K. Durant makes 3-pt shot from 26 ft (assist by Q. Cook)
6:10.0,P. Mills misses 2-pt shot from 4 ft,,63-63,,
6:09.0,Offensive rebound by L. Aldridge,,63-63,,
6:09.0,L. Aldridge makes 2-pt shot from 1 ft,2,65-63,,
6:09.0,Shooting foul by K. Durant (drawn by L. Aldridge),,65-63,,
6:09.0,L. Aldridge misses free throw 1 of 1,,65-63,,
6:07.0,,,65-63,,Defensive rebound by J. McGee
5:59.0,Personal foul by P. Mills (drawn by K. Thompson),,65-63,,
5:59.0,T. Parker enters the game for D. Murray,,65-63,,
5:54.0,,,65-65,2,J. McGee makes 2-pt shot from 1 ft (assist by K. Thompson)
5:43.0,P. Mills misses 3-pt shot from 25 ft,,65-65,,
5:39.0,,,65-65,,Defensive rebound by D. Green
5:28.0,,,65-65,,Q. Cook misses 2-pt shot from 8 ft
5:25.0,,,65-65,,Offensive rebound by D. Green
5:19.0,,,65-65,,Shooting foul by K. Anderson (drawn by D. Green)
5:19.0,,,65-66,1,D. Green makes free throw 1 of 2
5:19.0,,,65-66,,Z. Pachulia enters the game for J. McGee
5:19.0,D. Green enters the game for P. Mills,,65-66,,
5:19.0,,,65-67,1,D. Green makes free throw 2 of 2
4:59.0,Turnover by T. Parker (bad pass; steal by D. Green),,65-67,,
4:55.0,,,65-67,,Q. Cook misses 2-pt shot from 2 ft (block by D. Green)
4:53.0,Defensive rebound by D. Bertans,,65-67,,
4:51.0,,,65-67,,Personal take foul by D. Green (drawn by T. Parker)
4:51.0,,,65-67,,O. Casspi enters the game for D. Green
4:51.0,B. Forbes enters the game for K. Anderson,,65-67,,
4:42.0,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Parker),2,67-67,,
4:29.0,Personal foul by D. Bertans (drawn by Z. Pachulia),,67-67,,
4:29.0,,,67-68,1,Z. Pachulia makes free throw 1 of 2
4:29.0,,,67-68,,S. Livingston enters the game for Q. Cook
4:29.0,,,67-68,,N. Young enters the game for K. Thompson
4:29.0,R. Gay enters the game for D. Bertans,,67-68,,
4:29.0,,,67-69,1,Z. Pachulia makes free throw 2 of 2
4:15.0,,,67-69,,Personal foul by Z. Pachulia (drawn by L. Aldridge)
4:05.0,L. Aldridge makes 2-pt shot from 12 ft,2,69-69,,
3:51.0,,,69-69,,O. Casspi misses 2-pt shot from 3 ft (block by R. Gay)
3:48.0,Defensive rebound by L. Aldridge,,69-69,,
3:42.0,T. Parker makes 2-pt shot from 1 ft,2,71-69,,
3:42.0,Shooting foul by N. Young (drawn by T. Parker),,71-69,,
3:42.0,T. Parker makes free throw 1 of 1,1,72-69,,
3:30.0,,,72-72,2,N. Young makes 3-pt shot from 25 ft (assist by S. Livingston)
3:10.0,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Parker),2,74-72,,
3:04.0,,,74-72,,Shooting foul by B. Forbes (drawn by S. Livingston)
3:04.0,,,74-73,1,S. Livingston makes free throw 1 of 2
3:04.0,J. Lauvergne enters the game for L. Aldridge,,74-73,,
3:04.0,,,74-73,,S. Livingston misses free throw 2 of 2
3:02.0,Defensive rebound by R. Gay,,74-73,,
2:50.0,D. Green misses 2-pt shot from 4 ft (block by S. Livingston),,74-73,,
2:48.0,Offensive rebound by Team,,74-73,,
2:48.0,,,74-73,,Golden State full timeout
2:44.0,R. Gay makes 2-pt shot from 13 ft (assist by T. Parker),2,76-73,,
2:19.0,,,76-73,,K. Durant misses 2-pt shot from 9 ft
2:17.0,Defensive rebound by R. Gay,,76-73,,
2:09.0,R. Gay makes 2-pt shot from 10 ft,2,78-73,,
1:58.0,,,78-75,2,S. Livingston makes 2-pt shot from 12 ft
1:38.0,R. Gay misses 2-pt shot from 11 ft (block by K. Durant),,78-75,,
1:37.0,,,78-75,,Defensive rebound by S. Livingston
1:37.0,,,78-75,,Turnover by S. Livingston (bad pass)
1:29.0,J. Lauvergne misses 2-pt shot from 8 ft (block by K. Durant),,78-75,,
1:25.0,,,78-75,,Defensive rebound by S. Livingston
1:24.0,,,78-78,3,N. Young makes 3-pt shot from 25 ft (assist by S. Livingston)
1:08.0,T. Parker makes 2-pt shot from 12 ft,2,80-78,,
0:55.0,,,80-78,,Turnover by K. Durant (lost ball; steal by R. Gay)
0:53.0,,,80-78,,Personal foul by S. Livingston (drawn by T. Parker)
0:53.0,T. Parker makes free throw 1 of 2,1,81-78,,
0:53.0,T. Parker makes free throw 2 of 2,1,82-78,,
0:42.0,,,82-78,,K. Durant misses 3-pt shot from 28 ft
0:37.0,Defensive rebound by T. Parker,,82-78,,
0:34.0,B. Forbes makes 3-pt shot from 27 ft (assist by T. Parker),3,85-78,,
0:25.0,,,85-78,,N. Young misses 3-pt shot from 26 ft
0:22.0,Defensive rebound by J. Lauvergne,,85-78,,
0:03.0,T. Parker misses 2-pt shot from 7 ft,,85-78,,
0:02.0,Offensive rebound by R. Gay,,85-78,,
0:02.0,R. Gay makes 2-pt shot at rim,2,87-78,,
0:01.0,,,87-78,,Z. Pachulia misses 3-pt shot from 57 ft
0:00.0,,,87-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,87-78,,Shooting foul by B. Forbes (drawn by N. Young)
11:45.0,,,87-79,1,N. Young makes free throw 1 of 2
11:45.0,,,87-80,1,N. Young makes free throw 2 of 2
11:34.0,Turnover by B. Forbes (traveling),,87-80,,
11:22.0,,,87-83,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
11:03.0,R. Gay misses 3-pt shot from 25 ft,,87-83,,
11:00.0,,,87-83,,Defensive rebound by S. Livingston
10:58.0,,,87-85,2,S. Livingston makes 2-pt shot from 8 ft (assist by D. Green)
10:37.0,R. Gay makes 2-pt shot from 13 ft (assist by D. Green),2,89-85,,
10:16.0,,,89-87,2,K. Looney makes 2-pt shot from 1 ft (assist by K. Thompson)
10:01.0,T. Parker misses 2-pt shot from 16 ft,,89-87,,
9:58.0,,,89-87,,Defensive rebound by D. Green
9:56.0,,,89-87,,N. Young misses 3-pt shot from 27 ft
9:52.0,Defensive rebound by Team,,89-87,,
9:52.0,K. Anderson enters the game for T. Parker,,89-87,,
9:52.0,L. Aldridge enters the game for B. Forbes,,89-87,,
9:52.0,D. Murray enters the game for J. Lauvergne,,89-87,,
9:36.0,D. Green misses 2-pt shot from 11 ft,,89-87,,
9:28.0,Offensive rebound by K. Anderson,,89-87,,
9:28.0,K. Anderson makes 2-pt shot at rim,2,91-87,,
9:10.0,,,91-89,2,K. Thompson makes 2-pt shot from 6 ft
8:51.0,Turnover by D. Murray (bad pass; steal by K. Looney),,91-89,,
8:47.0,D. Bertans enters the game for R. Gay,,91-89,,
8:44.0,,,91-89,,K. Thompson misses 3-pt shot from 23 ft
8:41.0,Defensive rebound by K. Anderson,,91-89,,
8:27.0,D. Murray makes 2-pt shot from 1 ft (assist by L. Aldridge),2,93-89,,
8:08.0,,,93-89,,D. Green misses 2-pt shot from 2 ft
8:03.0,,,93-89,,Offensive rebound by K. Looney
8:03.0,,,93-91,2,K. Looney makes 2-pt shot at rim
7:57.0,K. Anderson misses 3-pt shot from 26 ft,,93-91,,
7:54.0,,,93-91,,Defensive rebound by Team
7:54.0,P. Mills enters the game for D. Green,,93-91,,
7:45.0,,,93-91,,S. Livingston misses 2-pt shot from 3 ft
7:43.0,Defensive rebound by D. Murray,,93-91,,
7:43.0,,,93-91,,Personal foul by D. Green (drawn by D. Murray)
7:32.0,D. Bertans misses 3-pt shot from 26 ft,,93-91,,
7:28.0,,,93-91,,Defensive rebound by N. Young
7:17.0,,,93-91,,S. Livingston misses 2-pt shot from 16 ft
7:12.0,,,93-91,,Offensive rebound by N. Young
7:03.0,,,93-91,,Turnover by S. Livingston (bad pass)
7:03.0,,,93-91,,K. Durant enters the game for N. Young
6:55.0,,,93-91,,Personal foul by K. Looney (drawn by L. Aldridge)
6:55.0,,,93-91,,Golden State full timeout
6:55.0,,,93-91,,Q. Cook enters the game for S. Livingston
6:46.0,D. Murray makes 2-pt shot from 18 ft (assist by D. Bertans),2,95-91,,
6:23.0,,,95-93,2,K. Durant makes 2-pt shot from 2 ft
6:03.0,D. Bertans misses 2-pt shot from 6 ft,,95-93,,
6:03.0,Offensive rebound by Team,,95-93,,
5:53.0,D. Bertans misses 2-pt shot from 9 ft,,95-93,,
