time,Houston,pts.away,score,pts.home,LA Clippers
7:24.0,J. Harden makes 3-pt shot from 23 ft,3,13-5,,
7:07.0,,,13-7,2,M. Teodosic makes 2-pt shot from 15 ft
6:54.0,C. Capela misses 2-pt shot from 1 ft,,13-7,,
6:53.0,,,13-7,,Defensive rebound by T. Harris
6:44.0,,,13-7,,Turnover by T. Harris (bad pass; steal by C. Capela)
6:38.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,16-7,,
6:28.0,,,16-7,,LA Clippers full timeout
6:28.0,,,16-7,,L. Williams enters the game for M. Teodosic
6:28.0,E. Gordon enters the game for C. Capela,,16-7,,
6:28.0,N. Hilario enters the game for C. Paul,,16-7,,
6:11.0,,,16-7,,Turnover by T. Harris (traveling)
5:54.0,T. Ariza misses 2-pt shot from 1 ft,,16-7,,
5:52.0,,,16-7,,Defensive rebound by D. Jordan
5:32.0,,,16-7,,C. Williams misses 3-pt shot from 23 ft
5:29.0,Defensive rebound by N. Hilario,,16-7,,
5:20.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,18-7,,
4:54.0,,,18-7,,C. Williams misses 3-pt shot from 28 ft
4:54.0,,,18-7,,Offensive rebound by Team
4:54.0,,,18-7,,Turnover by Team (shot clock)
4:54.0,,,18-7,,W. Johnson enters the game for C. Williams
4:54.0,L. Mbah a Moute enters the game for T. Ariza,,18-7,,
4:54.0,J. Johnson enters the game for P. Tucker,,18-7,,
4:30.0,J. Johnson misses 2-pt shot from 7 ft,,18-7,,
4:28.0,,,18-7,,Defensive rebound by D. Jordan
4:23.0,,,18-7,,L. Williams misses 2-pt shot from 8 ft
4:20.0,,,18-7,,Offensive rebound by D. Jordan
4:13.0,,,18-7,,Turnover by D. Jordan (lost ball; steal by L. Mbah a Moute)
4:08.0,L. Mbah a Moute makes 2-pt shot at rim,2,20-7,,
3:43.0,,,20-7,,D. Jordan misses 2-pt shot from 3 ft
3:41.0,Defensive rebound by J. Harden,,20-7,,
3:40.0,Shooting foul by A. Rivers (drawn by N. Hilario),,20-7,,
3:40.0,N. Hilario misses free throw 1 of 2,,20-7,,
3:40.0,Offensive rebound by Team,,20-7,,
3:40.0,,,20-7,,M. Harrell enters the game for D. Jordan
3:40.0,N. Hilario makes free throw 2 of 2,1,21-7,,
3:31.0,Personal foul by N. Hilario (drawn by L. Williams),,21-7,,
3:24.0,,,21-7,,L. Williams misses 2-pt shot from 17 ft
3:20.0,Defensive rebound by L. Mbah a Moute,,21-7,,
3:11.0,E. Gordon misses 3-pt shot from 27 ft,,21-7,,
3:07.0,,,21-7,,Defensive rebound by W. Johnson
2:53.0,,,21-7,,M. Harrell misses 2-pt shot from 6 ft
2:51.0,Defensive rebound by N. Hilario,,21-7,,
2:44.0,Shooting foul by W. Johnson (drawn by J. Harden),,21-7,,
2:44.0,Houston full timeout,,21-7,,
2:44.0,,,21-7,,M. Teodosic enters the game for A. Rivers
2:44.0,J. Harden makes free throw 1 of 2,1,22-7,,
2:44.0,J. Harden makes free throw 2 of 2,1,23-7,,
2:27.0,,,23-7,,M. Harrell misses 2-pt shot from 9 ft
2:25.0,Defensive rebound by E. Gordon,,23-7,,
2:23.0,Shooting foul by W. Johnson (drawn by J. Harden),,23-7,,
2:23.0,J. Harden makes free throw 1 of 2,1,24-7,,
2:23.0,J. Harden makes free throw 2 of 2,1,25-7,,
2:10.0,,,25-7,,T. Harris misses 3-pt shot from 25 ft
2:07.0,Defensive rebound by J. Harden,,25-7,,
1:59.0,J. Harden makes 3-pt shot from 26 ft,3,28-7,,
1:50.0,,,28-7,,Turnover by M. Teodosic (lost ball; steal by J. Harden)
1:42.0,E. Gordon misses 2-pt shot from 1 ft,,28-7,,
1:39.0,,,28-7,,Defensive rebound by M. Teodosic
1:28.0,,,28-7,,W. Johnson misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by L. Mbah a Moute,,28-7,,
1:16.0,J. Harden makes 3-pt shot from 26 ft,3,31-7,,
0:56.0,,,31-9,2,T. Harris makes 2-pt shot from 13 ft
0:46.0,J. Harden misses 3-pt shot from 26 ft,,31-9,,
0:44.0,,,31-9,,Defensive rebound by M. Harrell
0:37.0,,,31-9,,L. Williams misses 2-pt shot from 6 ft
0:36.0,Defensive rebound by L. Mbah a Moute,,31-9,,
0:36.0,,,31-9,,B. Marjanovic enters the game for T. Harris
0:36.0,C. Paul enters the game for J. Harden,,31-9,,
0:26.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul),3,34-9,,
0:05.0,,,34-12,3,L. Williams makes 3-pt shot from 24 ft
0:00.0,Offensive charge foul by C. Paul (drawn by M. Harrell),,34-12,,
0:00.0,Turnover by C. Paul (offensive foul),,34-12,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,C. Capela misses 2-pt shot from 1 ft,,34-12,,
11:40.0,Offensive rebound by C. Capela,,34-12,,
11:40.0,C. Capela makes 2-pt shot at rim,2,36-12,,
11:36.0,,,36-12,,Turnover by L. Williams (bad pass; steal by C. Capela)
11:31.0,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul),3,39-12,,
11:17.0,,,39-12,,A. Rivers enters the game for W. Johnson
11:06.0,,,39-14,2,A. Rivers makes 2-pt shot from 1 ft (assist by L. Williams)
10:44.0,E. Gordon misses 3-pt shot from 23 ft,,39-14,,
10:41.0,,,39-14,,Defensive rebound by M. Teodosic
10:36.0,,,39-14,,Offensive foul by B. Marjanovic (drawn by C. Capela)
10:36.0,,,39-14,,Turnover by B. Marjanovic (offensive foul)
10:36.0,T. Ariza enters the game for J. Johnson,,39-14,,
10:36.0,P. Tucker enters the game for L. Mbah a Moute,,39-14,,
10:19.0,C. Paul misses 2-pt shot from 10 ft,,39-14,,
10:16.0,,,39-14,,Defensive rebound by B. Marjanovic
10:16.0,Personal foul by P. Tucker (drawn by M. Harrell),,39-14,,
10:05.0,,,39-16,2,M. Harrell makes 2-pt shot from 3 ft (assist by M. Teodosic)
9:47.0,Shooting foul by M. Harrell (drawn by E. Gordon),,39-16,,
9:47.0,E. Gordon makes free throw 1 of 2,1,40-16,,
9:47.0,E. Gordon makes free throw 2 of 2,1,41-16,,
9:35.0,,,41-18,2,M. Harrell makes 2-pt shot from 2 ft
9:23.0,T. Ariza misses 3-pt shot from 22 ft,,41-18,,
9:20.0,,,41-18,,Defensive rebound by B. Marjanovic
9:16.0,,,41-18,,M. Teodosic misses 3-pt shot from 24 ft
9:15.0,Defensive rebound by Team,,41-18,,
9:15.0,,,41-18,,Loose ball foul by B. Marjanovic (drawn by P. Tucker)
9:15.0,,,41-18,,D. Jordan enters the game for B. Marjanovic
9:04.0,Turnover by P. Tucker (traveling),,41-18,,
8:46.0,,,41-20,2,M. Harrell makes 2-pt shot from 6 ft
8:32.0,E. Gordon misses 3-pt shot from 27 ft,,41-20,,
8:30.0,,,41-20,,Defensive rebound by D. Jordan
8:21.0,,,41-20,,L. Williams misses 3-pt shot from 23 ft
8:18.0,Defensive rebound by C. Paul,,41-20,,
8:18.0,Turnover by C. Paul (palming),,41-20,,
8:10.0,,,41-22,2,M. Harrell makes 2-pt shot from 6 ft
7:55.0,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul),3,44-22,,
7:50.0,,,44-22,,Turnover by M. Harrell (bad pass; steal by T. Ariza)
7:31.0,P. Tucker misses 3-pt shot from 24 ft,,44-22,,
7:28.0,,,44-22,,Defensive rebound by D. Jordan
7:21.0,,,44-24,2,M. Harrell makes 2-pt shot from 1 ft (assist by M. Teodosic)
7:07.0,E. Gordon misses 3-pt shot from 26 ft,,44-24,,
7:06.0,Offensive rebound by Team,,44-24,,
7:06.0,J. Harden enters the game for E. Gordon,,44-24,,
6:53.0,T. Ariza makes 3-pt shot from 23 ft (assist by P. Tucker),3,47-24,,
6:43.0,,,47-24,,A. Rivers misses 3-pt shot from 26 ft
6:41.0,Defensive rebound by Team,,47-24,,
6:41.0,,,47-24,,LA Clippers full timeout
6:41.0,,,47-24,,Technical foul by M. Harrell
6:41.0,,,47-24,,T. Harris enters the game for M. Teodosic
6:41.0,,,47-24,,C. Williams enters the game for M. Harrell
6:41.0,C. Paul makes technical free throw,1,48-24,,
6:25.0,C. Paul misses 2-pt shot from 14 ft,,48-24,,
6:22.0,Offensive rebound by C. Capela,,48-24,,
6:10.0,C. Capela makes 2-pt shot from 1 ft (assist by P. Tucker),2,50-24,,
5:49.0,,,50-24,,T. Harris misses 2-pt shot from 12 ft
5:45.0,Defensive rebound by C. Paul,,50-24,,
5:37.0,C. Paul misses 2-pt shot from 13 ft,,50-24,,
5:34.0,,,50-24,,Defensive rebound by T. Harris
5:24.0,,,50-26,2,T. Harris makes 2-pt shot from 10 ft
5:02.0,C. Capela misses 2-pt shot from 3 ft,,50-26,,
5:00.0,Offensive rebound by T. Ariza,,50-26,,
4:53.0,C. Capela makes 2-pt shot from 1 ft (assist by T. Ariza),2,52-26,,
4:29.0,,,52-26,,D. Jordan misses 2-pt shot from 2 ft
4:28.0,Defensive rebound by P. Tucker,,52-26,,
4:27.0,,,52-26,,Violation by C. Williams (kicked ball)
4:27.0,J. Johnson enters the game for C. Paul,,52-26,,
4:27.0,L. Mbah a Moute enters the game for P. Tucker,,52-26,,
4:06.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,52-26,,
4:04.0,,,52-26,,Defensive rebound by D. Jordan
3:53.0,,,52-28,2,C. Williams makes 2-pt shot from 13 ft
3:27.0,J. Harden misses 3-pt shot from 25 ft,,52-28,,
3:25.0,,,52-28,,Defensive rebound by A. Rivers
3:20.0,,,52-30,2,A. Rivers makes 2-pt shot from 2 ft
3:12.0,,,52-30,,Personal foul by A. Rivers (drawn by J. Harden)
3:12.0,,,52-30,,M. Teodosic enters the game for A. Rivers
2:58.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,54-30,,
2:49.0,,,54-30,,Turnover by T. Harris (out of bounds lost ball)
2:49.0,Houston full timeout,,54-30,,
2:31.0,Turnover by J. Harden (bad pass; steal by T. Harris),,54-30,,
2:20.0,,,54-33,3,M. Teodosic makes 3-pt shot from 27 ft
1:59.0,J. Johnson misses 2-pt shot from 19 ft,,54-33,,
1:57.0,,,54-33,,Defensive rebound by M. Teodosic
1:44.0,,,54-35,2,C. Williams makes 2-pt shot from 10 ft (assist by M. Teodosic)
1:30.0,L. Mbah a Moute makes 2-pt shot from 3 ft (assist by J. Harden),2,56-35,,
1:12.0,,,56-38,3,M. Teodosic makes 3-pt shot from 26 ft (assist by L. Williams)
0:55.0,L. Mbah a Moute misses 3-pt shot from 26 ft,,56-38,,
0:54.0,,,56-38,,Defensive rebound by Team
0:43.0,,,56-38,,L. Williams misses 3-pt shot from 26 ft
0:41.0,Defensive rebound by J. Harden,,56-38,,
0:38.0,J. Harden makes 2-pt shot from 1 ft,2,58-38,,
0:34.0,,,58-40,2,M. Teodosic makes 2-pt shot from 4 ft
0:29.0,J. Harden makes 2-pt shot from 6 ft,2,60-40,,
0:29.0,Shooting foul by C. Williams (drawn by J. Harden),,60-40,,
0:29.0,P. Tucker enters the game for C. Capela,,60-40,,
0:29.0,J. Harden makes free throw 1 of 1,1,61-40,,
0:14.0,,,61-43,3,T. Harris makes 3-pt shot from 23 ft (assist by L. Williams)
0:01.0,J. Harden misses 3-pt shot from 25 ft,,61-43,,
0:01.0,Offensive rebound by Team,,61-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,C. Capela misses 2-pt shot from 7 ft,,61-43,,
11:39.0,,,61-43,,Defensive rebound by D. Jordan
11:35.0,,,61-43,,T. Harris misses 3-pt shot from 26 ft
11:35.0,,,61-43,,Offensive rebound by Team
11:27.0,Personal foul by P. Tucker (drawn by A. Rivers),,61-43,,
11:14.0,,,61-45,2,T. Harris makes 2-pt shot from 1 ft
10:48.0,C. Paul makes 3-pt shot from 26 ft,3,64-45,,
10:34.0,,,64-47,2,A. Rivers makes 2-pt shot from 3 ft
10:28.0,,,64-47,,Personal foul by A. Rivers (drawn by C. Paul)
10:17.0,C. Paul misses 3-pt shot from 27 ft,,64-47,,
10:15.0,,,64-47,,Defensive rebound by D. Jordan
10:00.0,,,64-47,,A. Rivers misses 2-pt shot from 14 ft
9:58.0,Defensive rebound by P. Tucker,,64-47,,
9:56.0,Shooting foul by M. Harrell (drawn by P. Tucker),,64-47,,
9:56.0,,,64-47,,LA Clippers full timeout
9:56.0,,,64-47,,L. Williams enters the game for A. Rivers
9:56.0,P. Tucker makes free throw 1 of 2,1,65-47,,
9:56.0,P. Tucker misses free throw 2 of 2,,65-47,,
9:54.0,,,65-47,,Defensive rebound by D. Jordan
9:38.0,,,65-47,,Turnover by M. Harrell (bad pass; steal by T. Ariza)
9:34.0,T. Ariza misses 3-pt shot from 24 ft,,65-47,,
9:28.0,,,65-47,,Defensive rebound by D. Jordan
9:19.0,Personal foul by J. Harden (drawn by D. Jordan),,65-47,,
9:12.0,,,65-47,,Turnover by T. Harris (bad pass; steal by J. Harden)
9:03.0,C. Paul misses 3-pt shot from 24 ft,,65-47,,
8:59.0,Offensive rebound by P. Tucker,,65-47,,
8:59.0,P. Tucker makes 2-pt shot at rim,2,67-47,,
8:43.0,,,67-47,,T. Harris misses 2-pt shot from 5 ft (block by C. Paul)
8:39.0,Defensive rebound by C. Paul,,67-47,,
8:30.0,J. Harden misses 3-pt shot from 28 ft,,67-47,,
8:29.0,Offensive rebound by C. Capela,,67-47,,
8:24.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,69-47,,
7:54.0,,,69-47,,L. Williams misses 2-pt shot from 15 ft
7:52.0,Defensive rebound by P. Tucker,,69-47,,
7:48.0,Turnover by C. Paul (out of bounds lost ball),,69-47,,
7:48.0,,,69-47,,A. Rivers enters the game for D. Jordan
7:48.0,,,69-47,,S. Thornwell enters the game for C. Williams
7:33.0,,,69-49,2,T. Harris makes 2-pt shot from 1 ft (assist by S. Thornwell)
7:17.0,Shooting foul by S. Thornwell (drawn by C. Capela),,69-49,,
7:17.0,C. Capela makes free throw 1 of 2,1,70-49,,
7:17.0,C. Capela makes free throw 2 of 2,1,71-49,,
6:57.0,,,71-52,3,T. Harris makes 3-pt shot from 26 ft (assist by A. Rivers)
6:46.0,Turnover by J. Harden (lost ball; steal by S. Thornwell),,71-52,,
6:40.0,,,71-52,,Shooting foul by T. Ariza (drawn by L. Williams)
6:40.0,,,71-52,,L. Williams misses free throw 1 of 2
6:40.0,,,71-52,,Offensive rebound by Team
6:40.0,E. Gordon enters the game for C. Paul,,71-52,,
6:40.0,,,71-53,1,L. Williams makes free throw 2 of 2
6:25.0,Shooting foul by T. Harris (drawn by E. Gordon),,71-53,,
6:25.0,E. Gordon misses free throw 1 of 2,,71-53,,
6:25.0,Offensive rebound by Team,,71-53,,
6:25.0,L. Mbah a Moute enters the game for P. Tucker,,71-53,,
6:25.0,E. Gordon makes free throw 2 of 2,1,72-53,,
6:09.0,,,72-55,2,M. Harrell makes 2-pt shot from 1 ft (assist by A. Rivers)
5:49.0,Turnover by L. Mbah a Moute (lost ball; steal by L. Williams),,72-55,,
5:43.0,,,72-55,,L. Williams misses 2-pt shot at rim (block by J. Harden)
5:43.0,,,72-55,,Offensive rebound by Team
5:35.0,,,72-55,,A. Rivers misses 2-pt shot from 1 ft (block by E. Gordon)
5:32.0,Defensive rebound by T. Ariza,,72-55,,
5:22.0,E. Gordon misses 3-pt shot from 26 ft,,72-55,,
5:18.0,,,72-55,,Defensive rebound by A. Rivers
5:16.0,Personal foul by C. Capela (drawn by M. Harrell),,72-55,,
5:16.0,N. Hilario enters the game for T. Ariza,,72-55,,
5:16.0,J. Johnson enters the game for C. Capela,,72-55,,
5:09.0,,,72-55,,Shooting foul by N. Hilario (drawn by L. Williams)
5:09.0,,,72-56,1,L. Williams makes free throw 1 of 2
5:09.0,,,72-57,1,L. Williams makes free throw 2 of 2
4:54.0,Turnover by J. Harden (bad pass; steal by T. Harris),,72-57,,
4:36.0,,,72-60,3,T. Harris makes 3-pt shot from 24 ft (assist by A. Rivers)
4:11.0,Turnover by J. Harden (bad pass; steal by T. Harris),,72-60,,
4:08.0,,,72-62,2,S. Thornwell makes 2-pt shot at rim (assist by A. Rivers)
4:08.0,Houston full timeout,,72-62,,
3:52.0,N. Hilario misses 2-pt shot from 1 ft,,72-62,,
3:49.0,,,72-62,,Defensive rebound by S. Thornwell
3:42.0,,,72-62,,A. Rivers misses 2-pt shot from 8 ft
3:42.0,,,72-62,,Offensive rebound by Team
3:42.0,Loose ball foul by J. Harden (drawn by M. Harrell),,72-62,,
3:42.0,,,72-62,,M. Harrell misses free throw 1 of 2
3:42.0,,,72-62,,Offensive rebound by Team
3:42.0,,,72-63,1,M. Harrell makes free throw 2 of 2
3:32.0,E. Gordon makes 3-pt shot from 28 ft (assist by J. Harden),3,75-63,,
3:20.0,,,75-65,2,L. Williams makes 2-pt shot from 1 ft
3:01.0,E. Gordon misses 3-pt shot from 27 ft,,75-65,,
2:59.0,,,75-65,,Defensive rebound by T. Harris
2:38.0,,,75-65,,S. Thornwell misses 2-pt shot from 2 ft
2:36.0,Defensive rebound by N. Hilario,,75-65,,
2:29.0,Shooting foul by M. Harrell (drawn by J. Harden),,75-65,,
2:29.0,J. Harden misses free throw 1 of 2,,75-65,,
2:29.0,Offensive rebound by Team,,75-65,,
2:29.0,P. Tucker enters the game for N. Hilario,,75-65,,
2:29.0,J. Harden makes free throw 2 of 2,1,76-65,,
2:12.0,,,76-65,,Turnover by T. Harris (lost ball; steal by P. Tucker)
2:05.0,E. Gordon makes 2-pt shot from 1 ft,2,78-65,,
1:48.0,,,78-67,2,M. Harrell makes 2-pt shot from 1 ft
1:48.0,,,78-67,,Shooting foul by P. Tucker (drawn by M. Harrell)
1:48.0,C. Paul enters the game for J. Harden,,78-67,,
1:48.0,,,78-67,,M. Teodosic enters the game for L. Williams
1:48.0,,,78-68,1,M. Harrell makes free throw 1 of 1
1:30.0,C. Paul misses 3-pt shot from 26 ft (block by M. Harrell),,78-68,,
1:27.0,,,78-68,,Defensive rebound by T. Harris
1:25.0,,,78-70,2,M. Harrell makes 2-pt shot at rim (assist by T. Harris)
1:14.0,E. Gordon makes 3-pt shot from 29 ft (assist by C. Paul),3,81-70,,
0:58.0,,,81-70,,T. Harris misses 3-pt shot from 27 ft
0:55.0,Defensive rebound by E. Gordon,,81-70,,
0:48.0,E. Gordon misses 3-pt shot from 30 ft,,81-70,,
0:45.0,,,81-70,,Defensive rebound by M. Teodosic
0:40.0,,,81-70,,A. Rivers misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by P. Tucker,,81-70,,
0:33.0,Shooting foul by M. Harrell (drawn by L. Mbah a Moute),,81-70,,
0:33.0,L. Mbah a Moute makes free throw 1 of 2,1,82-70,,
0:33.0,,,82-70,,L. Williams enters the game for A. Rivers
0:33.0,L. Mbah a Moute makes free throw 2 of 2,1,83-70,,
0:14.0,,,83-72,2,L. Williams makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,83-75,3,M. Teodosic makes 3-pt shot from 24 ft (assist by D. Jordan)
11:28.0,E. Gordon misses 3-pt shot from 26 ft,,83-75,,
11:23.0,Offensive rebound by C. Capela,,83-75,,
11:19.0,L. Mbah a Moute makes 2-pt shot at rim,2,85-75,,
11:19.0,,,85-75,,Violation by D. Jordan (def goaltending)
10:59.0,,,85-75,,Turnover by D. Jordan (offensive goaltending)
10:59.0,T. Ariza enters the game for L. Mbah a Moute,,85-75,,
10:42.0,C. Paul makes 2-pt shot from 12 ft,2,87-75,,
10:37.0,,,87-75,,M. Teodosic misses 2-pt shot from 18 ft
10:34.0,Defensive rebound by C. Capela,,87-75,,
10:25.0,C. Paul misses 2-pt shot from 15 ft,,87-75,,
10:20.0,Offensive rebound by C. Capela,,87-75,,
10:18.0,T. Ariza misses 3-pt shot from 23 ft,,87-75,,
10:18.0,,,87-75,,Defensive rebound by Team
10:17.0,Loose ball foul by C. Capela (drawn by D. Jordan),,87-75,,
9:58.0,,,87-75,,Turnover by T. Harris (lost ball; steal by C. Paul)
9:53.0,J. Johnson makes 3-pt shot from 23 ft (assist by C. Paul),3,90-75,,
9:52.0,,,90-75,,LA Clippers full timeout
9:52.0,,,90-75,,A. Rivers enters the game for S. Thornwell
9:52.0,,,90-75,,S. Dekker enters the game for T. Harris
9:44.0,Personal foul by C. Paul (drawn by M. Teodosic),,90-75,,
9:34.0,,,90-75,,S. Dekker misses 2-pt shot from 21 ft
9:32.0,Defensive rebound by J. Johnson,,90-75,,
9:21.0,C. Paul misses 2-pt shot from 13 ft,,90-75,,
9:18.0,,,90-75,,Defensive rebound by L. Williams
9:06.0,,,90-77,2,L. Williams makes 2-pt shot from 2 ft
8:48.0,C. Paul misses 3-pt shot from 28 ft,,90-77,,
8:46.0,,,90-77,,Defensive rebound by D. Jordan
8:37.0,,,90-77,,A. Rivers misses 2-pt shot from 1 ft
8:35.0,Defensive rebound by C. Paul,,90-77,,
8:32.0,C. Capela makes 2-pt shot from 2 ft (assist by C. Paul),2,92-77,,
8:22.0,,,92-79,2,D. Jordan makes 2-pt shot from 3 ft (assist by M. Teodosic)
7:55.0,E. Gordon misses 3-pt shot from 25 ft,,92-79,,
7:53.0,,,92-79,,Defensive rebound by D. Jordan
7:53.0,Personal foul by C. Paul (drawn by D. Jordan),,92-79,,
7:53.0,,,92-79,,M. Harrell enters the game for S. Dekker
7:35.0,,,92-79,,A. Rivers misses 3-pt shot from 25 ft
7:34.0,,,92-79,,Offensive rebound by Team
7:34.0,Loose ball foul by T. Ariza (drawn by D. Jordan),,92-79,,
7:24.0,,,92-79,,M. Teodosic misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by C. Capela,,92-79,,
7:09.0,J. Johnson misses 3-pt shot from 23 ft,,92-79,,
7:06.0,,,92-79,,Defensive rebound by D. Jordan
7:03.0,J. Harden enters the game for C. Paul,,92-79,,
6:55.0,,,92-79,,M. Harrell misses 2-pt shot at rim
6:50.0,,,92-79,,Offensive rebound by M. Harrell
6:50.0,,,92-79,,M. Harrell misses 2-pt shot at rim
6:49.0,Defensive rebound by C. Capela,,92-79,,
6:49.0,,,92-79,,Personal take foul by M. Teodosic (drawn by J. Harden)
6:49.0,,,92-79,,T. Harris enters the game for M. Teodosic
6:38.0,C. Capela misses 2-pt shot from 3 ft,,92-79,,
6:35.0,Offensive rebound by C. Capela,,92-79,,
6:35.0,C. Capela makes 2-pt shot from 4 ft,2,94-79,,
6:14.0,,,94-79,,Shooting foul by J. Harden (drawn by M. Harrell)
6:14.0,,,94-79,,M. Harrell misses free throw 1 of 2
6:14.0,,,94-79,,Offensive rebound by Team
6:14.0,,,94-80,1,M. Harrell makes free throw 2 of 2
5:50.0,J. Harden misses 3-pt shot from 24 ft,,94-80,,
5:47.0,,,94-80,,Defensive rebound by D. Jordan
5:44.0,,,94-80,,Shooting foul by J. Harden (drawn by L. Williams)
5:44.0,,,94-80,,L. Williams misses free throw 1 of 2
5:44.0,,,94-80,,Offensive rebound by Team
5:44.0,C. Paul enters the game for E. Gordon,,94-80,,
5:44.0,,,94-81,1,L. Williams makes free throw 2 of 2
5:21.0,J. Harden makes 2-pt shot from 2 ft,2,96-81,,
5:04.0,,,96-81,,T. Harris misses 2-pt shot from 15 ft
5:01.0,Defensive rebound by J. Johnson,,96-81,,
4:47.0,Turnover by C. Paul (bad pass; steal by M. Harrell),,96-81,,
4:42.0,,,96-81,,Turnover by M. Harrell (lost ball; steal by J. Johnson)
4:36.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Johnson),3,99-81,,
4:08.0,,,99-81,,Shooting foul by J. Johnson (drawn by T. Harris)
4:08.0,,,99-82,1,T. Harris makes free throw 1 of 2
4:08.0,,,99-82,,M. Teodosic enters the game for L. Williams
4:08.0,,,99-82,,S. Thornwell enters the game for D. Jordan
4:08.0,,,99-83,1,T. Harris makes free throw 2 of 2
3:51.0,J. Johnson misses 3-pt shot from 23 ft,,99-83,,
3:48.0,Offensive rebound by C. Capela,,99-83,,
3:48.0,Shooting foul by M. Teodosic (drawn by C. Capela),,99-83,,
3:48.0,C. Capela makes free throw 1 of 2,1,100-83,,
3:48.0,E. Gordon enters the game for J. Johnson,,100-83,,
3:48.0,C. Capela makes free throw 2 of 2,1,101-83,,
3:28.0,,,101-85,2,T. Harris makes 2-pt shot from 2 ft (assist by M. Harrell)
3:05.0,,,101-85,,S. Dekker enters the game for A. Rivers
3:05.0,,,101-85,,C. Williams enters the game for T. Harris
3:01.0,C. Paul makes 2-pt shot from 2 ft (assist by T. Ariza),2,103-85,,
2:45.0,,,103-85,,Turnover by M. Teodosic (bad pass; steal by C. Paul)
2:38.0,J. Harden misses 3-pt shot from 26 ft,,103-85,,
2:36.0,Offensive rebound by C. Capela,,103-85,,
