time,Cleveland,pts.away,score,pts.home,Detroit
1:00.0,,,32-23,,L. Galloway misses 3-pt shot from 28 ft
0:57.0,,,32-23,,Offensive rebound by E. Moreland
0:54.0,,,32-23,,S. Johnson misses 3-pt shot from 26 ft
0:51.0,Defensive rebound by D. Wade,,32-23,,
0:39.0,K. Love makes 3-pt shot from 27 ft (assist by J. Green),3,35-23,,
0:29.0,,,35-23,,S. Johnson misses 3-pt shot from 28 ft
0:25.0,Defensive rebound by J. Green,,35-23,,
0:04.0,Shooting foul by I. Smith (drawn by J. Green),,35-23,,
0:04.0,J. Green misses free throw 1 of 2,,35-23,,
0:04.0,Offensive rebound by Team,,35-23,,
0:04.0,J. Smith enters the game for K. Love,,35-23,,
0:04.0,J. Green makes free throw 2 of 2,1,36-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,D. Wade makes 2-pt shot from 12 ft,2,38-23,,
11:23.0,,,38-23,,L. Galloway misses 3-pt shot from 23 ft
11:23.0,Defensive rebound by Team,,38-23,,
11:23.0,,,38-23,,Personal foul by E. Moreland (drawn by C. Frye)
11:09.0,D. Wade misses 2-pt shot from 4 ft (block by E. Moreland),,38-23,,
11:06.0,,,38-23,,Defensive rebound by R. Jackson
11:01.0,,,38-25,2,S. Johnson makes 2-pt shot from 2 ft (assist by R. Jackson)
10:41.0,D. Wade makes 2-pt shot from 2 ft (assist by J. Smith),2,40-25,,
10:26.0,,,40-28,3,L. Galloway makes 3-pt shot from 23 ft (assist by R. Jackson)
10:11.0,C. Frye makes 3-pt shot from 26 ft (assist by D. Wade),3,43-28,,
10:00.0,,,43-28,,L. Galloway misses 2-pt shot from 13 ft
9:58.0,,,43-28,,Offensive rebound by E. Moreland
9:56.0,,,43-28,,A. Tolliver misses 3-pt shot from 26 ft
9:56.0,Defensive rebound by J. Smith,,43-28,,
9:45.0,,,43-28,,Personal foul by R. Jackson (drawn by D. Wade)
9:45.0,,,43-28,,T. Harris enters the game for A. Tolliver
9:36.0,C. Frye makes 3-pt shot from 24 ft (assist by K. Korver),3,46-28,,
9:30.0,,,46-28,,Detroit full timeout
9:30.0,,,46-28,,A. Drummond enters the game for E. Moreland
9:13.0,,,46-30,2,S. Johnson makes 2-pt shot from 12 ft (assist by T. Harris)
8:49.0,C. Frye makes 2-pt shot from 12 ft (assist by K. Korver),2,48-30,,
8:31.0,,,48-30,,Turnover by R. Jackson (traveling)
8:21.0,K. Korver makes 2-pt shot at rim (assist by D. Wade),2,50-30,,
8:04.0,,,50-30,,Offensive foul by A. Drummond (drawn by D. Wade)
8:04.0,,,50-30,,Turnover by A. Drummond (offensive foul)
8:04.0,,,50-30,,A. Bradley enters the game for L. Galloway
7:45.0,,,50-30,,Personal foul by S. Johnson (drawn by K. Korver)
7:40.0,J. Smith misses 3-pt shot from 26 ft,,50-30,,
7:35.0,Offensive rebound by J. Green,,50-30,,
7:35.0,Turnover by J. Green (step out of bounds),,50-30,,
7:21.0,,,50-30,,Turnover by A. Drummond (lost ball; steal by D. Wade)
7:16.0,Turnover by K. Korver (step out of bounds),,50-30,,
7:16.0,L. James enters the game for J. Smith,,50-30,,
7:07.0,,,50-32,2,R. Jackson makes 2-pt shot from 1 ft
6:45.0,J. Green makes 3-pt shot from 25 ft (assist by L. James),3,53-32,,
6:35.0,,,53-32,,Detroit full timeout
6:16.0,,,53-35,3,R. Jackson makes 3-pt shot from 26 ft
5:52.0,L. James misses 3-pt shot from 28 ft,,53-35,,
5:51.0,,,53-35,,Defensive rebound by A. Bradley
5:35.0,,,53-35,,R. Jackson misses 2-pt shot from 4 ft
5:35.0,,,53-35,,Offensive rebound by A. Drummond
5:35.0,,,53-35,,Shooting foul by L. James (drawn by A. Drummond)
5:35.0,,,53-35,,A. Drummond misses free throw 1 of 2
5:35.0,,,53-35,,Offensive rebound by Team
5:35.0,K. Love enters the game for C. Frye,,53-35,,
5:35.0,J. Crowder enters the game for J. Green,,53-35,,
5:35.0,,,53-35,,A. Drummond misses free throw 2 of 2
5:32.0,Defensive rebound by K. Love,,53-35,,
5:12.0,K. Love misses 2-pt shot from 11 ft,,53-35,,
5:07.0,,,53-35,,Defensive rebound by A. Drummond
4:58.0,,,53-35,,A. Bradley misses 2-pt shot from 22 ft
4:53.0,Defensive rebound by D. Wade,,53-35,,
4:50.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Love),3,56-35,,
4:36.0,,,56-38,3,S. Johnson makes 3-pt shot from 23 ft (assist by A. Drummond)
4:19.0,D. Wade misses 2-pt shot from 1 ft,,56-38,,
4:18.0,Offensive rebound by K. Love,,56-38,,
4:18.0,K. Love makes 2-pt shot from 2 ft,2,58-38,,
4:01.0,,,58-38,,Offensive charge foul by A. Drummond (drawn by L. James)
4:01.0,,,58-38,,Turnover by A. Drummond (offensive foul)
4:01.0,,,58-38,,A. Tolliver enters the game for A. Drummond
4:01.0,J. Calderon enters the game for D. Wade,,58-38,,
3:51.0,J. Crowder misses 3-pt shot from 22 ft,,58-38,,
3:51.0,Offensive rebound by Team,,58-38,,
3:51.0,,,58-38,,Loose ball foul by A. Tolliver (drawn by K. Love)
3:51.0,,,58-38,,Violation by S. Johnson (kicked ball)
3:43.0,K. Korver makes 3-pt shot from 23 ft (assist by L. James),3,61-38,,
3:21.0,,,61-41,3,A. Tolliver makes 3-pt shot from 28 ft (assist by A. Bradley)
3:03.0,J. Crowder makes 2-pt shot at rim (assist by K. Love),2,63-41,,
3:00.0,Technical foul by Team,,63-41,,
3:00.0,K. Love makes technical free throw,1,64-41,,
2:46.0,,,64-41,,Shooting foul by K. Love (drawn by R. Jackson)
2:46.0,,,64-42,1,R. Jackson makes free throw 1 of 2
2:46.0,,,64-43,1,R. Jackson makes free throw 2 of 2
2:32.0,J. Calderon makes 2-pt shot from 22 ft (assist by K. Korver),2,66-43,,
2:08.0,,,66-43,,R. Jackson misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by K. Korver,,66-43,,
2:04.0,,,66-43,,Personal foul by A. Tolliver (drawn by J. Calderon)
2:04.0,J. Calderon makes free throw 1 of 2,1,67-43,,
2:04.0,,,67-43,,E. Moreland enters the game for A. Tolliver
2:04.0,J. Smith enters the game for K. Love,,67-43,,
2:04.0,J. Calderon makes free throw 2 of 2,1,68-43,,
1:49.0,,,68-43,,Turnover by S. Johnson (bad pass)
1:28.0,J. Crowder misses 3-pt shot from 27 ft,,68-43,,
1:25.0,,,68-43,,Defensive rebound by S. Johnson
1:18.0,,,68-43,,T. Harris misses 2-pt shot from 5 ft
1:15.0,Defensive rebound by L. James,,68-43,,
1:09.0,J. Crowder misses 2-pt shot from 3 ft,,68-43,,
1:07.0,Offensive rebound by J. Crowder,,68-43,,
1:07.0,J. Crowder misses 2-pt shot from 1 ft,,68-43,,
1:07.0,,,68-43,,Defensive rebound by T. Harris
1:00.0,,,68-46,3,R. Jackson makes 3-pt shot from 25 ft (assist by T. Harris)
0:45.0,J. Smith makes 3-pt shot from 27 ft (assist by J. Calderon),3,71-46,,
0:28.0,,,71-46,,Turnover by S. Johnson (bad pass)
0:07.0,Shooting foul by E. Moreland (drawn by J. Crowder),,71-46,,
0:07.0,J. Crowder makes free throw 1 of 2,1,72-46,,
0:07.0,J. Green enters the game for L. James,,72-46,,
0:07.0,C. Osman enters the game for K. Korver,,72-46,,
0:07.0,J. Crowder makes free throw 2 of 2,1,73-46,,
0:06.0,Personal foul by J. Calderon (drawn by R. Jackson),,73-46,,
0:00.0,,,73-46,,R. Jackson misses 2-pt shot from 3 ft
0:00.0,,,73-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,J. Calderon misses 2-pt shot from 20 ft,,73-46,,
11:39.0,,,73-46,,Defensive rebound by T. Harris
11:18.0,,,73-48,2,T. Harris makes 2-pt shot from 4 ft (assist by R. Jackson)
10:59.0,J. Crowder makes 2-pt shot from 23 ft (assist by K. Love),2,75-48,,
10:38.0,,,75-48,,T. Harris misses 3-pt shot from 25 ft
10:33.0,Defensive rebound by J. Crowder,,75-48,,
10:26.0,J. Calderon makes 3-pt shot from 26 ft (assist by L. James),3,78-48,,
10:06.0,,,78-48,,T. Harris misses 2-pt shot from 7 ft
10:04.0,Defensive rebound by J. Crowder,,78-48,,
9:52.0,L. James makes 2-pt shot from 15 ft,2,80-48,,
9:37.0,,,80-48,,A. Drummond misses 2-pt shot from 2 ft
9:33.0,,,80-48,,Offensive rebound by A. Drummond
9:33.0,,,80-50,2,A. Drummond makes 2-pt shot at rim
9:20.0,Shooting foul by A. Bradley (drawn by J. Calderon),,80-50,,
9:20.0,J. Calderon makes free throw 1 of 2,1,81-50,,
9:20.0,J. Calderon makes free throw 2 of 2,1,82-50,,
9:09.0,,,82-50,,Shooting foul by L. James (drawn by A. Drummond)
9:09.0,,,82-51,1,A. Drummond makes free throw 1 of 2
9:09.0,,,82-51,,A. Drummond misses free throw 2 of 2
9:06.0,Defensive rebound by K. Love,,82-51,,
8:43.0,L. James misses 2-pt shot from 4 ft,,82-51,,
8:43.0,,,82-51,,Defensive rebound by Team
8:24.0,,,82-51,,A. Bradley misses 3-pt shot from 24 ft
8:20.0,Defensive rebound by K. Love,,82-51,,
8:13.0,J. Smith misses 3-pt shot from 26 ft,,82-51,,
8:09.0,Offensive rebound by J. Crowder,,82-51,,
8:08.0,Shooting foul by A. Bradley (drawn by J. Crowder),,82-51,,
8:08.0,J. Crowder makes free throw 1 of 2,1,83-51,,
8:08.0,J. Crowder makes free throw 2 of 2,1,84-51,,
7:56.0,,,84-53,2,S. Johnson makes 2-pt shot at rim (assist by R. Jackson)
7:33.0,L. James misses 2-pt shot from 19 ft,,84-53,,
7:30.0,Offensive rebound by K. Love,,84-53,,
7:28.0,J. Crowder misses 3-pt shot from 26 ft,,84-53,,
7:26.0,,,84-53,,Defensive rebound by S. Johnson
7:19.0,,,84-55,2,T. Harris makes 2-pt shot at rim
7:19.0,,,84-55,,Shooting foul by K. Love (drawn by T. Harris)
7:19.0,,,84-55,,I. Smith enters the game for R. Jackson
7:19.0,,,84-56,1,T. Harris makes free throw 1 of 1
7:07.0,,,84-56,,Personal foul by S. Johnson (drawn by K. Love)
7:03.0,J. Crowder makes 3-pt shot from 27 ft (assist by K. Love),3,87-56,,
6:44.0,,,87-56,,T. Harris misses 3-pt shot from 24 ft
6:41.0,Defensive rebound by J. Smith,,87-56,,
6:30.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,89-56,,
6:24.0,,,89-56,,Detroit full timeout
6:15.0,,,89-56,,A. Bradley misses 3-pt shot from 26 ft
6:11.0,Defensive rebound by K. Love,,89-56,,
5:56.0,J. Smith misses 3-pt shot from 23 ft,,89-56,,
5:56.0,,,89-56,,Defensive rebound by Team
5:39.0,,,89-56,,S. Johnson misses 2-pt shot from 18 ft
5:34.0,Defensive rebound by J. Calderon,,89-56,,
5:24.0,L. James misses 2-pt shot from 11 ft,,89-56,,
5:21.0,,,89-56,,Defensive rebound by A. Drummond
5:16.0,,,89-56,,A. Bradley misses 3-pt shot from 23 ft
5:11.0,Defensive rebound by J. Calderon,,89-56,,
5:06.0,K. Love misses 3-pt shot from 26 ft,,89-56,,
5:04.0,,,89-56,,Defensive rebound by A. Bradley
4:56.0,,,89-56,,A. Drummond misses 2-pt shot from 1 ft
4:56.0,Defensive rebound by J. Calderon,,89-56,,
4:34.0,,,89-56,,A. Tolliver enters the game for S. Johnson
4:34.0,,,89-56,,L. Kennard enters the game for T. Harris
4:31.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,91-56,,
4:19.0,Personal foul by J. Smith (drawn by A. Tolliver),,91-56,,
4:08.0,,,91-59,3,A. Tolliver makes 3-pt shot from 28 ft (assist by I. Smith)
3:44.0,J. Calderon makes 3-pt shot from 28 ft (assist by L. James),3,94-59,,
3:28.0,,,94-59,,Turnover by A. Drummond (bad pass; steal by J. Calderon)
3:19.0,J. Crowder makes 2-pt shot from 23 ft (assist by L. James),2,96-59,,
3:00.0,,,96-59,,I. Smith misses 2-pt shot from 18 ft
2:57.0,Defensive rebound by J. Smith,,96-59,,
2:46.0,L. James misses 2-pt shot from 19 ft,,96-59,,
2:44.0,,,96-59,,Defensive rebound by A. Drummond
2:39.0,,,96-59,,A. Bradley misses 3-pt shot from 27 ft
2:34.0,Defensive rebound by J. Crowder,,96-59,,
2:31.0,,,96-59,,Personal foul by I. Smith (drawn by L. James)
2:31.0,Cleveland full timeout,,96-59,,
2:31.0,,,96-59,,E. Moreland enters the game for A. Drummond
2:31.0,,,96-59,,L. Galloway enters the game for A. Bradley
2:18.0,Turnover by K. Love (traveling),,96-59,,
2:04.0,,,96-59,,L. Kennard misses 2-pt shot from 16 ft
2:00.0,Defensive rebound by J. Smith,,96-59,,
1:43.0,Turnover by J. Smith (bad pass; steal by I. Smith),,96-59,,
1:40.0,Personal foul by J. Crowder (drawn by L. Kennard),,96-59,,
1:40.0,C. Osman enters the game for K. Love,,96-59,,
1:40.0,D. Wade enters the game for J. Smith,,96-59,,
1:40.0,K. Korver enters the game for L. James,,96-59,,
1:40.0,J. Green enters the game for J. Calderon,,96-59,,
1:40.0,C. Frye enters the game for J. Crowder,,96-59,,
1:30.0,,,96-62,3,L. Galloway makes 3-pt shot from 26 ft (assist by E. Moreland)
1:08.0,C. Osman makes 3-pt shot from 26 ft (assist by C. Frye),3,99-62,,
0:52.0,,,99-62,,L. Galloway misses 2-pt shot from 18 ft
0:50.0,Defensive rebound by C. Osman,,99-62,,
0:32.0,J. Green misses 2-pt shot from 15 ft (block by E. Moreland),,99-62,,
0:28.0,,,99-62,,Defensive rebound by L. Kennard
0:25.0,,,99-62,,L. Kennard misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by C. Osman,,99-62,,
0:03.0,D. Wade makes 2-pt shot from 19 ft,2,101-62,,
0:00.0,,,101-62,,I. Smith misses 3-pt shot from 25 ft
0:00.0,,,101-62,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,101-64,2,L. Galloway makes 2-pt shot from 17 ft
11:29.0,J. Green makes 2-pt shot at rim (assist by D. Wade),2,103-64,,
11:20.0,,,103-64,,Detroit full timeout
11:09.0,,,103-64,,H. Ellenson misses 2-pt shot from 5 ft
11:07.0,Defensive rebound by C. Frye,,103-64,,
11:03.0,K. Korver misses 3-pt shot from 23 ft,,103-64,,
10:59.0,,,103-64,,Defensive rebound by E. Moreland
10:52.0,,,103-67,3,L. Kennard makes 3-pt shot from 25 ft (assist by H. Ellenson)
10:27.0,J. Green misses 2-pt shot from 2 ft,,103-67,,
10:26.0,,,103-67,,Defensive rebound by E. Moreland
10:20.0,,,103-67,,Shooting foul by D. Wade (drawn by I. Smith)
10:20.0,,,103-68,1,I. Smith makes free throw 1 of 2
10:20.0,J. Holland enters the game for K. Korver,,103-68,,
10:20.0,,,103-68,,I. Smith misses free throw 2 of 2
10:16.0,Defensive rebound by J. Holland,,103-68,,
10:02.0,D. Wade misses 2-pt shot from 13 ft,,103-68,,
10:00.0,Offensive rebound by C. Osman,,103-68,,
10:00.0,Shooting foul by L. Kennard (drawn by C. Osman),,103-68,,
10:00.0,C. Osman makes free throw 1 of 2,1,104-68,,
10:00.0,C. Osman makes free throw 2 of 2,1,105-68,,
9:51.0,,,105-68,,I. Smith misses 2-pt shot from 18 ft
9:47.0,Defensive rebound by D. Wade,,105-68,,
9:35.0,C. Frye makes 2-pt shot from 4 ft (assist by D. Wade),2,107-68,,
9:25.0,Personal foul by C. Osman (drawn by I. Smith),,107-68,,
9:15.0,,,107-68,,L. Kennard misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by D. Wade,,107-68,,
9:03.0,C. Frye misses 2-pt shot from 4 ft,,107-68,,
9:01.0,,,107-68,,Defensive rebound by L. Galloway
8:52.0,,,107-68,,H. Ellenson misses 3-pt shot from 26 ft
8:49.0,Defensive rebound by J. Holland,,107-68,,
8:36.0,C. Frye misses 3-pt shot from 27 ft,,107-68,,
8:33.0,Offensive rebound by Team,,107-68,,
8:18.0,C. Frye misses 2-pt shot from 10 ft,,107-68,,
8:15.0,,,107-68,,Defensive rebound by H. Ellenson
8:00.0,,,107-70,2,E. Moreland makes 2-pt shot at rim
7:42.0,J. Green makes 2-pt shot from 1 ft (assist by C. Frye),2,109-70,,
7:28.0,,,109-72,2,L. Kennard makes 2-pt shot from 16 ft (assist by I. Smith)
7:03.0,C. Osman misses 3-pt shot from 25 ft,,109-72,,
7:02.0,,,109-72,,Defensive rebound by H. Ellenson
6:46.0,,,109-72,,Turnover by L. Kennard (bad pass)
6:46.0,,,109-72,,R. Bullock enters the game for I. Smith
6:38.0,,,109-72,,Personal foul by E. Moreland (drawn by D. Wade)
6:31.0,Turnover by D. Wade (lost ball; steal by H. Ellenson),,109-72,,
6:26.0,,,109-72,,L. Kennard misses 2-pt shot from 1 ft (block by C. Osman)
6:22.0,,,109-72,,Offensive rebound by R. Bullock
6:22.0,,,109-74,2,R. Bullock makes 2-pt shot from 1 ft
6:22.0,Cleveland full timeout,,109-74,,
6:22.0,J. Calderon enters the game for D. Wade,,109-74,,
6:08.0,J. Holland misses 3-pt shot from 22 ft,,109-74,,
6:05.0,Offensive rebound by J. Green,,109-74,,
6:00.0,J. Green misses 2-pt shot from 5 ft,,109-74,,
5:57.0,,,109-74,,Defensive rebound by L. Kennard
5:41.0,,,109-74,,L. Galloway misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by C. Osman,,109-74,,
5:25.0,Offensive charge foul by C. Osman (drawn by E. Moreland),,109-74,,
5:25.0,Turnover by C. Osman (offensive foul),,109-74,,
5:08.0,,,109-77,3,H. Ellenson makes 3-pt shot from 23 ft (assist by L. Galloway)
4:49.0,J. Green misses 3-pt shot from 28 ft,,109-77,,
4:44.0,,,109-77,,Defensive rebound by E. Moreland
4:36.0,Personal foul by C. Osman (drawn by H. Ellenson),,109-77,,
4:31.0,,,109-77,,Turnover by E. Moreland (bad pass)
4:17.0,J. Green misses 3-pt shot from 24 ft,,109-77,,
4:14.0,,,109-77,,Defensive rebound by L. Kennard
4:03.0,,,109-79,2,E. Moreland makes 2-pt shot from 1 ft (assist by R. Bullock)
3:46.0,Turnover by J. Green (bad pass; steal by R. Bullock),,109-79,,
3:46.0,Personal foul by C. Frye (drawn by R. Bullock),,109-79,,
3:22.0,,,109-79,,E. Moreland misses 2-pt shot from 7 ft
3:19.0,Defensive rebound by J. Calderon,,109-79,,
3:06.0,J. Green makes 3-pt shot from 23 ft (assist by C. Osman),3,112-79,,
2:44.0,,,112-79,,H. Ellenson misses 2-pt shot from 11 ft
2:42.0,Defensive rebound by C. Frye,,112-79,,
2:37.0,C. Osman makes 2-pt shot from 2 ft,2,114-79,,
2:20.0,,,114-79,,L. Kennard misses 2-pt shot from 4 ft
2:20.0,Defensive rebound by Team,,114-79,,
2:02.0,J. Calderon makes 2-pt shot from 3 ft,2,116-79,,
1:41.0,,,116-81,2,E. Moreland makes 2-pt shot from 1 ft (assist by L. Galloway)
1:20.0,Turnover by J. Holland (bad pass; steal by R. Bullock),,116-81,,
1:19.0,,,116-83,2,R. Bullock makes 2-pt shot from 1 ft
0:59.0,Turnover by C. Osman (lost ball; steal by L. Kennard),,116-83,,
0:49.0,,,116-83,,L. Kennard misses 2-pt shot from 14 ft
0:45.0,,,116-83,,Offensive rebound by E. Moreland
0:40.0,,,116-85,2,R. Bullock makes 2-pt shot from 13 ft
0:19.0,J. Green misses 3-pt shot from 26 ft,,116-85,,
0:15.0,,,116-85,,Defensive rebound by E. Moreland
0:11.0,,,116-88,3,H. Ellenson makes 3-pt shot from 22 ft (assist by R. Bullock)
