time,Golden State,pts.away,score,pts.home,Miami
4:25.0,K. Thompson misses 3-pt shot from 25 ft,,20-20,,
4:22.0,,,20-20,,Defensive rebound by J. Johnson
4:17.0,Def 3 sec tech foul by J. Bell,,20-20,,
4:17.0,,,20-21,1,T. Johnson makes free throw 1 of 1
4:01.0,,,20-23,2,J. Richardson makes 2-pt shot from 21 ft
3:56.0,S. Curry makes 2-pt shot from 2 ft,2,22-23,,
3:56.0,Shooting foul by T. Johnson (drawn by S. Curry),,22-23,,
3:56.0,P. McCaw enters the game for K. Thompson,,22-23,,
3:56.0,S. Curry makes free throw 1 of 1,1,23-23,,
3:44.0,,,23-25,2,J. Johnson makes 2-pt shot from 1 ft (assist by D. Waiters)
3:44.0,,,23-25,,Shooting foul by P. McCaw (drawn by J. Johnson)
3:44.0,,,23-25,,K. Olynyk enters the game for J. Richardson
3:44.0,,,23-25,,W. Ellington enters the game for B. Adebayo
3:44.0,Golden State full timeout,,23-25,,
3:44.0,,,23-26,1,J. Johnson makes free throw 1 of 1
3:31.0,S. Curry misses 3-pt shot from 25 ft,,23-26,,
3:28.0,,,23-26,,Defensive rebound by W. Ellington
3:14.0,,,23-26,,Shooting foul by P. McCaw (drawn by D. Waiters)
3:14.0,,,23-27,1,D. Waiters makes free throw 1 of 2
3:14.0,,,23-28,1,D. Waiters makes free throw 2 of 2
2:53.0,K. Durant misses 3-pt shot from 24 ft,,23-28,,
2:52.0,,,23-28,,Defensive rebound by K. Olynyk
2:37.0,,,23-30,2,D. Waiters makes 2-pt shot at rim
2:29.0,K. Durant misses 3-pt shot from 23 ft,,23-30,,
2:26.0,Offensive rebound by K. Durant,,23-30,,
2:24.0,K. Durant misses 2-pt shot at rim,,23-30,,
2:21.0,,,23-30,,Defensive rebound by K. Olynyk
2:14.0,,,23-30,,K. Olynyk misses 2-pt shot from 8 ft
2:12.0,Defensive rebound by J. Bell,,23-30,,
1:59.0,Shooting foul by J. Johnson (drawn by O. Casspi),,23-30,,
1:59.0,O. Casspi makes free throw 1 of 2,1,24-30,,
1:59.0,D. Green enters the game for K. Durant,,24-30,,
1:59.0,O. Casspi makes free throw 2 of 2,1,25-30,,
1:41.0,,,25-33,3,W. Ellington makes 3-pt shot from 22 ft (assist by T. Johnson)
1:18.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,28-33,,
1:03.0,,,28-36,3,T. Johnson makes 3-pt shot from 23 ft (assist by W. Ellington)
1:01.0,Golden State full timeout,,28-36,,
0:43.0,D. Green misses 3-pt shot from 25 ft,,28-36,,
0:41.0,,,28-36,,Defensive rebound by K. Olynyk
0:33.0,,,28-36,,T. Johnson misses 2-pt shot from 22 ft
0:31.0,Defensive rebound by O. Casspi,,28-36,,
0:28.0,S. Curry makes 3-pt shot from 28 ft,3,31-36,,
0:06.0,,,31-36,,D. Waiters misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by Team,,31-36,,
0:05.0,,,31-36,,Loose ball foul by W. Ellington (drawn by P. McCaw)
0:05.0,P. McCaw makes free throw 1 of 2,1,32-36,,
0:05.0,S. Livingston enters the game for S. Curry,,32-36,,
0:05.0,P. McCaw makes free throw 2 of 2,1,33-36,,
0:00.0,,,33-36,,D. Waiters misses 2-pt shot from 19 ft
0:00.0,,,33-36,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Shooting foul by K. Olynyk (drawn by D. West),,33-36,,
11:43.0,D. West misses free throw 1 of 2,,33-36,,
11:43.0,Offensive rebound by Team,,33-36,,
11:43.0,D. West makes free throw 2 of 2,1,34-36,,
11:26.0,,,34-36,,T. Johnson misses 2-pt shot from 1 ft (block by S. Livingston)
11:24.0,,,34-36,,Offensive rebound by T. Johnson
11:23.0,,,34-36,,T. Johnson misses 2-pt shot from 2 ft
11:23.0,Defensive rebound by D. Green,,34-36,,
11:11.0,S. Livingston misses 2-pt shot from 12 ft,,34-36,,
11:11.0,,,34-36,,Defensive rebound by J. Johnson
11:04.0,,,34-36,,W. Ellington misses 3-pt shot from 23 ft
11:01.0,Defensive rebound by D. West,,34-36,,
10:44.0,O. Casspi misses 2-pt shot from 10 ft,,34-36,,
10:40.0,,,34-36,,Defensive rebound by K. Olynyk
10:29.0,,,34-39,3,J. Richardson makes 3-pt shot from 25 ft (assist by K. Olynyk)
10:07.0,O. Casspi misses 2-pt shot from 2 ft,,34-39,,
10:06.0,,,34-39,,Defensive rebound by W. Ellington
10:03.0,Personal foul by O. Casspi (drawn by K. Olynyk),,34-39,,
9:49.0,,,34-39,,J. Johnson misses 2-pt shot from 15 ft
9:46.0,Defensive rebound by O. Casspi,,34-39,,
9:40.0,D. West makes 2-pt shot from 17 ft (assist by S. Livingston),2,36-39,,
9:29.0,,,36-39,,Turnover by J. Johnson (bad pass)
9:11.0,K. Thompson makes 2-pt shot from 1 ft,2,38-39,,
8:50.0,,,38-39,,J. Johnson misses 2-pt shot from 4 ft
8:49.0,Defensive rebound by D. West,,38-39,,
8:38.0,D. Green makes 2-pt shot at rim (assist by S. Livingston),2,40-39,,
8:38.0,,,40-39,,Violation by J. Richardson (def goaltending)
8:24.0,,,40-39,,K. Olynyk misses 3-pt shot from 24 ft
8:22.0,Defensive rebound by D. Green,,40-39,,
8:16.0,K. Thompson misses 2-pt shot at rim,,40-39,,
8:13.0,Offensive rebound by K. Thompson,,40-39,,
8:12.0,K. Thompson makes 2-pt shot from 1 ft,2,42-39,,
8:08.0,,,42-39,,Miami full timeout
8:08.0,,,42-39,,J. Winslow enters the game for J. Richardson
7:53.0,,,42-42,3,W. Ellington makes 3-pt shot from 23 ft (assist by J. Winslow)
7:30.0,K. Thompson makes 2-pt shot at rim,2,44-42,,
7:05.0,,,44-42,,J. Johnson misses 3-pt shot from 24 ft
7:02.0,Defensive rebound by D. West,,44-42,,
6:51.0,K. Thompson misses 3-pt shot from 25 ft,,44-42,,
6:47.0,,,44-42,,Defensive rebound by J. Johnson
6:36.0,,,44-44,2,K. Olynyk makes 2-pt shot from 1 ft
6:24.0,S. Livingston misses 2-pt shot from 13 ft,,44-44,,
6:24.0,Offensive rebound by Team,,44-44,,
6:24.0,Technical foul by S. Livingston,,44-44,,
6:24.0,,,44-45,1,T. Johnson makes technical free throw
6:24.0,,,44-45,,G. Dragic enters the game for T. Johnson
6:24.0,S. Curry enters the game for O. Casspi,,44-45,,
6:24.0,P. McCaw enters the game for D. Green,,44-45,,
6:24.0,K. Durant enters the game for S. Livingston,,44-45,,
6:20.0,D. West makes 2-pt shot from 3 ft (assist by K. Thompson),2,46-45,,
6:20.0,Shooting foul by W. Ellington (drawn by D. West),,46-45,,
6:20.0,N. Young enters the game for K. Thompson,,46-45,,
6:20.0,D. West makes free throw 1 of 1,1,47-45,,
6:16.0,Personal foul by D. West (drawn by K. Olynyk),,47-45,,
6:07.0,,,47-47,2,K. Olynyk makes 2-pt shot at rim
5:51.0,S. Curry misses 3-pt shot from 23 ft,,47-47,,
5:47.0,,,47-47,,Defensive rebound by G. Dragic
5:34.0,,,47-49,2,J. Johnson makes 2-pt shot at rim (assist by K. Olynyk)
5:34.0,Golden State full timeout,,47-49,,
5:34.0,J. Bell enters the game for D. West,,47-49,,
5:12.0,K. Durant makes 3-pt shot from 26 ft,3,50-49,,
4:52.0,,,50-52,3,W. Ellington makes 3-pt shot from 24 ft (assist by K. Olynyk)
4:44.0,K. Durant misses 3-pt shot from 24 ft,,50-52,,
4:42.0,,,50-52,,Defensive rebound by K. Olynyk
4:33.0,,,50-52,,Offensive foul by K. Olynyk (drawn by J. Bell)
4:33.0,,,50-52,,Turnover by K. Olynyk (offensive foul)
4:33.0,,,50-52,,J. Richardson enters the game for W. Ellington
4:33.0,,,50-52,,D. Waiters enters the game for J. Johnson
4:16.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry),2,52-52,,
4:01.0,,,52-52,,K. Olynyk misses 2-pt shot from 18 ft
3:59.0,Defensive rebound by K. Durant,,52-52,,
3:50.0,J. Bell makes 2-pt shot from 1 ft (assist by K. Durant),2,54-52,,
3:32.0,,,54-54,2,K. Olynyk makes 2-pt shot from 1 ft
3:32.0,,,54-54,,Shooting foul by P. McCaw (drawn by K. Olynyk)
3:32.0,K. Thompson enters the game for P. McCaw,,54-54,,
3:32.0,D. Green enters the game for J. Bell,,54-54,,
3:32.0,,,54-55,1,K. Olynyk makes free throw 1 of 1
3:18.0,Shooting foul by J. Winslow (drawn by K. Durant),,54-55,,
3:18.0,K. Durant makes free throw 1 of 2,1,55-55,,
3:18.0,,,55-55,,B. Adebayo enters the game for K. Olynyk
3:18.0,,,55-55,,J. Johnson enters the game for J. Winslow
3:18.0,K. Durant makes free throw 2 of 2,1,56-55,,
2:59.0,,,56-58,3,G. Dragic makes 3-pt shot from 22 ft (assist by J. Richardson)
2:40.0,Turnover by K. Durant (bad pass; steal by J. Johnson),,56-58,,
2:29.0,,,56-58,,J. Richardson misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by S. Curry,,56-58,,
2:19.0,S. Curry makes 2-pt shot from 20 ft,2,58-58,,
2:09.0,,,58-58,,Turnover by G. Dragic (bad pass)
2:09.0,Z. Pachulia enters the game for N. Young,,58-58,,
1:58.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,60-58,,
1:39.0,,,60-58,,D. Waiters misses 3-pt shot from 23 ft
1:36.0,Defensive rebound by D. Green,,60-58,,
1:15.0,K. Durant misses 2-pt shot from 2 ft (block by J. Richardson),,60-58,,
1:15.0,Offensive rebound by Team,,60-58,,
1:13.0,D. Green misses 2-pt shot from 18 ft,,60-58,,
1:12.0,Turnover by Team (shot clock),,60-58,,
1:11.0,Offensive rebound by Team,,60-58,,
0:52.0,,,60-58,,B. Adebayo misses 2-pt shot at rim
0:51.0,,,60-58,,Offensive rebound by Team
0:51.0,,,60-58,,Turnover by Team (shot clock)
0:42.0,K. Durant misses 2-pt shot from 1 ft,,60-58,,
0:41.0,,,60-58,,Defensive rebound by Team
0:33.0,,,60-60,2,G. Dragic makes 2-pt shot from 1 ft
0:11.0,S. Curry makes 2-pt shot at rim (assist by K. Durant),2,62-60,,
0:00.0,,,62-60,,D. Waiters misses 3-pt shot from 26 ft
0:00.0,,,62-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,K. Durant makes 2-pt shot at rim,2,64-60,,
11:13.0,,,64-60,,D. Waiters misses 2-pt shot from 20 ft
11:12.0,Defensive rebound by Z. Pachulia,,64-60,,
11:05.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,67-60,,
10:40.0,,,67-60,,Turnover by D. Waiters (bad pass; steal by K. Durant)
10:32.0,S. Curry makes 2-pt shot from 1 ft (assist by K. Thompson),2,69-60,,
10:18.0,,,69-62,2,B. Adebayo makes 2-pt shot from 1 ft
10:06.0,D. Green makes 2-pt shot at rim,2,71-62,,
9:52.0,,,71-62,,J. Winslow misses 2-pt shot from 6 ft
9:51.0,Defensive rebound by Team,,71-62,,
9:51.0,,,71-62,,Loose ball foul by B. Adebayo (drawn by Z. Pachulia)
9:40.0,S. Curry makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,74-62,,
9:40.0,,,74-62,,Miami full timeout
9:30.0,,,74-62,,Turnover by J. Richardson (out of bounds lost ball)
9:07.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry),2,76-62,,
8:44.0,,,76-62,,Turnover by J. Winslow (bad pass; steal by S. Curry)
8:28.0,Z. Pachulia misses 2-pt shot at rim (block by J. Winslow),,76-62,,
8:25.0,,,76-62,,Defensive rebound by G. Dragic
8:06.0,,,76-62,,Shooting foul by K. Durant (drawn by G. Dragic)
8:06.0,,,76-62,,G. Dragic misses free throw 1 of 2
8:06.0,,,76-62,,Offensive rebound by Team
8:06.0,,,76-62,,J. Johnson enters the game for J. Winslow
8:06.0,,,76-63,1,G. Dragic makes free throw 2 of 2
7:56.0,K. Thompson makes 2-pt shot from 1 ft (assist by K. Durant),2,78-63,,
7:35.0,,,78-63,,G. Dragic misses 2-pt shot from 4 ft
7:35.0,Defensive rebound by Team,,78-63,,
7:20.0,S. Curry makes 2-pt shot at rim (assist by K. Durant),2,80-63,,
7:19.0,,,80-63,,Miami full timeout
6:55.0,,,80-63,,D. Waiters misses 3-pt shot from 27 ft
6:52.0,,,80-63,,Offensive rebound by J. Johnson
6:35.0,,,80-66,3,J. Richardson makes 3-pt shot from 25 ft (assist by D. Waiters)
6:19.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by S. Curry),2,82-66,,
6:05.0,,,82-66,,J. Richardson misses 2-pt shot from 2 ft
6:03.0,Defensive rebound by Z. Pachulia,,82-66,,
6:00.0,S. Curry misses 3-pt shot from 27 ft,,82-66,,
5:58.0,Offensive rebound by Team,,82-66,,
5:49.0,Turnover by K. Durant (lost ball; steal by G. Dragic),,82-66,,
5:39.0,,,82-66,,Turnover by J. Richardson (lost ball; steal by S. Curry)
5:33.0,Turnover by K. Durant (lost ball; steal by B. Adebayo),,82-66,,
5:29.0,,,82-66,,Shooting foul by Z. Pachulia (drawn by B. Adebayo)
5:29.0,,,82-66,,B. Adebayo misses free throw 1 of 2
5:29.0,,,82-66,,Offensive rebound by Team
5:29.0,,,82-67,1,B. Adebayo makes free throw 2 of 2
5:15.0,K. Durant makes 2-pt shot from 12 ft (assist by D. Green),2,84-67,,
5:00.0,,,84-67,,D. Waiters misses 3-pt shot from 22 ft
4:58.0,Defensive rebound by D. Green,,84-67,,
4:52.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,87-67,,
4:27.0,,,87-67,,J. Richardson misses 2-pt shot from 1 ft
4:26.0,Defensive rebound by K. Durant,,87-67,,
4:21.0,,,87-67,,T. Johnson enters the game for D. Waiters
4:18.0,K. Thompson misses 3-pt shot from 25 ft,,87-67,,
4:17.0,,,87-67,,Defensive rebound by Team
3:53.0,,,87-69,2,J. Richardson makes 2-pt shot from 21 ft (assist by T. Johnson)
3:38.0,Shooting foul by J. Richardson (drawn by K. Durant),,87-69,,
3:38.0,K. Durant makes free throw 1 of 2,1,88-69,,
3:38.0,,,88-69,,K. Olynyk enters the game for J. Richardson
3:38.0,,,88-69,,W. Ellington enters the game for B. Adebayo
3:38.0,J. Bell enters the game for K. Thompson,,88-69,,
3:38.0,N. Young enters the game for D. Green,,88-69,,
3:38.0,O. Casspi enters the game for Z. Pachulia,,88-69,,
3:38.0,K. Durant makes free throw 2 of 2,1,89-69,,
3:23.0,,,89-69,,J. Johnson misses 3-pt shot from 25 ft
3:20.0,Defensive rebound by J. Bell,,89-69,,
3:11.0,K. Durant makes 2-pt shot from 11 ft,2,91-69,,
2:50.0,,,91-71,2,G. Dragic makes 2-pt shot at rim
2:30.0,K. Durant misses 3-pt shot from 26 ft,,91-71,,
2:27.0,,,91-71,,Defensive rebound by W. Ellington
2:17.0,,,91-71,,W. Ellington misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by O. Casspi,,91-71,,
2:11.0,S. Curry misses 3-pt shot from 25 ft,,91-71,,
2:10.0,,,91-71,,Defensive rebound by K. Olynyk
1:52.0,Personal foul by N. Young (drawn by K. Olynyk),,91-71,,
1:31.0,,,91-71,,G. Dragic misses 2-pt shot from 1 ft (block by J. Bell)
1:27.0,Defensive rebound by S. Curry,,91-71,,
1:24.0,N. Young makes 3-pt shot from 25 ft (assist by K. Durant),3,94-71,,
1:08.0,,,94-74,3,T. Johnson makes 3-pt shot from 24 ft (assist by W. Ellington)
1:03.0,J. Bell misses 2-pt shot from 1 ft,,94-74,,
0:59.0,,,94-74,,Defensive rebound by G. Dragic
0:48.0,,,94-74,,Turnover by J. Johnson (bad pass)
0:33.0,J. Bell makes 2-pt shot at rim (assist by K. Durant),2,96-74,,
0:24.0,,,96-77,3,G. Dragic makes 3-pt shot from 24 ft (assist by K. Olynyk)
0:07.0,K. Durant makes 3-pt shot from 25 ft,3,99-77,,
0:00.0,,,99-77,,K. Olynyk misses 2-pt shot from 11 ft
0:00.0,,,99-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,99-77,,W. Ellington misses 3-pt shot from 23 ft
11:33.0,Defensive rebound by O. Casspi,,99-77,,
11:19.0,Shooting foul by K. Olynyk (drawn by D. West),,99-77,,
11:19.0,D. West misses free throw 1 of 2,,99-77,,
11:19.0,Offensive rebound by Team,,99-77,,
11:19.0,D. West misses free throw 2 of 2,,99-77,,
11:16.0,,,99-77,,Defensive rebound by J. Johnson
11:02.0,,,99-77,,Turnover by K. Olynyk (traveling)
10:48.0,K. Thompson makes 2-pt shot from 21 ft (assist by P. McCaw),2,101-77,,
10:32.0,,,101-77,,T. Johnson misses 2-pt shot from 15 ft
10:29.0,Defensive rebound by D. Green,,101-77,,
10:23.0,Turnover by P. McCaw (bad pass),,101-77,,
10:07.0,,,101-77,,Turnover by J. Johnson (bad pass)
9:54.0,K. Thompson misses 2-pt shot from 13 ft (block by K. Olynyk),,101-77,,
9:53.0,,,101-77,,Defensive rebound by J. Richardson
9:48.0,,,101-77,,J. Richardson misses 2-pt shot from 1 ft
9:47.0,Defensive rebound by P. McCaw,,101-77,,
9:43.0,Shooting foul by W. Ellington (drawn by O. Casspi),,101-77,,
9:43.0,O. Casspi makes free throw 1 of 2,1,102-77,,
9:43.0,O. Casspi makes free throw 2 of 2,1,103-77,,
9:20.0,,,103-79,2,K. Olynyk makes 2-pt shot from 1 ft
8:57.0,O. Casspi makes 2-pt shot from 2 ft (assist by K. Thompson),2,105-79,,
8:39.0,,,105-79,,W. Ellington misses 3-pt shot from 23 ft
8:37.0,Defensive rebound by K. Thompson,,105-79,,
8:27.0,K. Thompson misses 3-pt shot from 25 ft,,105-79,,
8:24.0,D. West misses 2-pt shot at rim,,105-79,,
8:23.0,,,105-79,,Defensive rebound by T. Johnson
8:19.0,Defensive rebound by D. West,,105-79,,
8:10.0,,,105-79,,Turnover by T. Johnson (bad pass; steal by P. McCaw)
8:01.0,Turnover by K. Thompson (bad pass; steal by T. Johnson),,105-79,,
7:49.0,,,105-79,,J. Richardson misses 3-pt shot from 24 ft (block by D. West)
7:45.0,Defensive rebound by D. Green,,105-79,,
7:42.0,Turnover by D. West (bad pass),,105-79,,
7:35.0,Personal foul by O. Casspi (drawn by W. Ellington),,105-79,,
7:35.0,N. Young enters the game for O. Casspi,,105-79,,
7:21.0,,,105-79,,K. Olynyk misses 2-pt shot from 1 ft
7:18.0,Defensive rebound by D. West,,105-79,,
7:05.0,Shooting foul by K. Olynyk (drawn by K. Thompson),,105-79,,
7:05.0,K. Thompson misses free throw 1 of 2,,105-79,,
7:05.0,Offensive rebound by Team,,105-79,,
7:05.0,K. Thompson makes free throw 2 of 2,1,106-79,,
6:48.0,,,106-79,,J. Johnson misses 3-pt shot from 23 ft
6:45.0,Defensive rebound by K. Thompson,,106-79,,
6:34.0,D. West makes 2-pt shot at rim (assist by K. Thompson),2,108-79,,
6:33.0,,,108-79,,Miami full timeout
6:33.0,,,108-79,,J. Mickey enters the game for J. Johnson
6:33.0,K. Looney enters the game for D. West,,108-79,,
6:33.0,O. Casspi enters the game for K. Thompson,,108-79,,
6:33.0,J. Bell enters the game for D. Green,,108-79,,
6:18.0,,,108-81,2,T. Johnson makes 2-pt shot from 21 ft (assist by K. Olynyk)
6:01.0,N. Young makes 2-pt shot from 18 ft (assist by J. Bell),2,110-81,,
5:47.0,,,110-84,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
5:34.0,P. McCaw misses 3-pt shot from 25 ft,,110-84,,
5:34.0,,,110-84,,Defensive rebound by Team
5:34.0,,,110-84,,J. Winslow enters the game for J. Richardson
5:19.0,,,110-84,,T. Johnson misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by P. McCaw,,110-84,,
5:13.0,N. Young makes 3-pt shot from 25 ft (assist by P. McCaw),3,113-84,,
4:53.0,,,113-84,,W. Ellington misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by P. McCaw,,113-84,,
4:34.0,P. McCaw misses 3-pt shot from 25 ft,,113-84,,
4:32.0,Offensive rebound by J. Bell,,113-84,,
4:27.0,Turnover by N. Young (traveling),,113-84,,
4:27.0,J. McGee enters the game for J. Bell,,113-84,,
4:13.0,,,113-84,,J. Mickey misses 3-pt shot from 23 ft
4:12.0,,,113-84,,Offensive rebound by J. Winslow
4:11.0,,,113-86,2,J. Winslow makes 2-pt shot from 1 ft
3:54.0,O. Casspi misses 2-pt shot at rim,,113-86,,
3:50.0,Offensive rebound by J. McGee,,113-86,,
3:50.0,J. McGee misses 2-pt shot from 3 ft,,113-86,,
3:50.0,Offensive rebound by K. Looney,,113-86,,
3:48.0,K. Looney makes 2-pt shot at rim,2,115-86,,
3:36.0,,,115-88,2,J. Winslow makes 2-pt shot from 5 ft
3:36.0,Violation by J. McGee (def goaltending),,115-88,,
3:36.0,Golden State full timeout,,115-88,,
3:22.0,K. Looney misses 2-pt shot at rim (block by J. Mickey),,115-88,,
3:22.0,Offensive rebound by Team,,115-88,,
3:13.0,K. Looney makes 2-pt shot from 1 ft (assist by J. McGee),2,117-88,,
2:50.0,,,117-88,,W. Ellington misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by K. Looney,,117-88,,
2:39.0,J. McGee makes 2-pt shot from 1 ft (assist by P. McCaw),2,119-88,,
2:18.0,,,119-88,,W. Ellington misses 3-pt shot from 23 ft
2:16.0,Defensive rebound by O. Casspi,,119-88,,
2:09.0,N. Young misses 3-pt shot from 26 ft,,119-88,,
2:05.0,,,119-88,,Defensive rebound by J. Mickey
1:50.0,,,119-88,,T. Johnson misses 3-pt shot from 26 ft
1:48.0,Defensive rebound by K. Looney,,119-88,,
1:33.0,O. Casspi makes 2-pt shot from 8 ft,2,121-88,,
1:14.0,,,121-88,,Shooting foul by K. Looney (drawn by J. Mickey)
1:14.0,,,121-89,1,J. Mickey makes free throw 1 of 2
1:14.0,,,121-90,1,J. Mickey makes free throw 2 of 2
0:59.0,O. Casspi makes 2-pt shot from 1 ft,2,123-90,,
0:42.0,,,123-90,,K. Olynyk misses 2-pt shot from 3 ft (block by K. Looney)
0:40.0,,,123-90,,Offensive rebound by K. Olynyk
0:40.0,Shooting block foul by N. Young (drawn by K. Olynyk),,123-90,,
0:40.0,,,123-91,1,K. Olynyk makes free throw 1 of 2
0:40.0,,,123-92,1,K. Olynyk makes free throw 2 of 2
0:28.0,Turnover by N. Young (traveling),,123-92,,
0:19.0,,,123-95,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Winslow)
