time,Minnesota,pts.away,score,pts.home,Houston
8:11.0,,,5-5,,J. Harden misses 3-pt shot from 26 ft
8:09.0,Defensive rebound by Team,,5-5,,
8:09.0,,,5-5,,E. Gordon enters the game for C. Paul
7:52.0,Turnover by A. Wiggins (lost ball; steal by L. Mbah a Moute),,5-5,,
7:48.0,,,5-7,2,L. Mbah a Moute makes 2-pt shot from 1 ft
7:31.0,K. Towns misses 3-pt shot from 27 ft,,5-7,,
7:30.0,,,5-7,,Defensive rebound by Team
7:14.0,,,5-7,,L. Mbah a Moute misses 2-pt shot from 4 ft (block by K. Towns)
7:12.0,Defensive rebound by K. Towns,,5-7,,
7:03.0,K. Towns makes 2-pt shot from 10 ft,2,7-7,,
6:47.0,,,7-9,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
6:37.0,J. Teague misses 2-pt shot from 11 ft,,7-9,,
6:37.0,,,7-9,,Defensive rebound by Team
6:37.0,Loose ball foul by K. Towns (drawn by C. Capela),,7-9,,
6:37.0,,,7-9,,Houston full timeout
6:37.0,,,7-9,,N. Hilario enters the game for C. Capela
6:37.0,,,7-9,,P. Tucker enters the game for R. Anderson
6:27.0,,,7-9,,N. Hilario misses 2-pt shot from 2 ft
6:23.0,Defensive rebound by T. Gibson,,7-9,,
6:16.0,K. Towns makes 2-pt shot from 18 ft (assist by A. Wiggins),2,9-9,,
6:00.0,,,9-9,,P. Tucker misses 3-pt shot from 23 ft
5:57.0,,,9-9,,Offensive rebound by N. Hilario
5:56.0,,,9-9,,N. Hilario misses 2-pt shot from 1 ft (block by J. Butler)
5:53.0,Defensive rebound by J. Teague,,9-9,,
5:41.0,Turnover by T. Gibson (bad pass; steal by J. Harden),,9-9,,
5:33.0,,,9-9,,J. Harden misses 2-pt shot from 8 ft
5:30.0,,,9-9,,Offensive rebound by J. Harden
5:26.0,,,9-9,,Turnover by J. Harden (bad pass; steal by K. Towns)
5:21.0,J. Butler misses 2-pt shot from 10 ft,,9-9,,
5:20.0,Offensive rebound by T. Gibson,,9-9,,
5:20.0,T. Gibson makes 2-pt shot at rim,2,11-9,,
5:05.0,,,11-9,,E. Gordon misses 3-pt shot from 27 ft
5:03.0,Defensive rebound by K. Towns,,11-9,,
4:56.0,A. Wiggins makes 2-pt shot from 18 ft (assist by K. Towns),2,13-9,,
4:37.0,,,13-12,3,L. Mbah a Moute makes 3-pt shot from 26 ft (assist by J. Harden)
4:23.0,A. Wiggins misses 2-pt shot from 10 ft (block by E. Gordon),,13-12,,
4:20.0,,,13-12,,Defensive rebound by P. Tucker
4:19.0,,,13-12,,C. Paul enters the game for J. Harden
4:19.0,G. Dieng enters the game for K. Towns,,13-12,,
4:10.0,,,13-12,,N. Hilario misses 2-pt shot from 1 ft
4:09.0,,,13-12,,Offensive rebound by N. Hilario
4:08.0,,,13-12,,N. Hilario misses 2-pt shot from 5 ft (block by G. Dieng)
4:07.0,Defensive rebound by J. Teague,,13-12,,
3:59.0,A. Wiggins misses 2-pt shot from 21 ft,,13-12,,
3:55.0,,,13-12,,Defensive rebound by P. Tucker
3:53.0,,,13-12,,C. Paul misses 3-pt shot from 28 ft
3:50.0,Defensive rebound by A. Wiggins,,13-12,,
3:39.0,Turnover by J. Teague (bad pass; steal by C. Paul),,13-12,,
3:35.0,,,13-12,,E. Gordon misses 3-pt shot from 28 ft
3:31.0,Defensive rebound by A. Wiggins,,13-12,,
3:22.0,T. Gibson misses 2-pt shot from 5 ft,,13-12,,
3:19.0,,,13-12,,Defensive rebound by N. Hilario
3:13.0,,,13-14,2,N. Hilario makes 2-pt shot from 6 ft (assist by C. Paul)
2:54.0,Shooting foul by P. Tucker (drawn by J. Butler),,13-14,,
2:54.0,Minnesota full timeout,,13-14,,
2:54.0,,,13-14,,R. Anderson enters the game for L. Mbah a Moute
2:54.0,J. Butler makes free throw 1 of 2,1,14-14,,
2:54.0,J. Butler makes free throw 2 of 2,1,15-14,,
2:35.0,,,15-14,,E. Gordon misses 3-pt shot from 30 ft
2:33.0,Defensive rebound by T. Gibson,,15-14,,
2:11.0,J. Teague misses 2-pt shot from 17 ft,,15-14,,
2:08.0,,,15-14,,Defensive rebound by C. Paul
2:01.0,,,15-14,,R. Anderson misses 3-pt shot from 30 ft
1:58.0,,,15-14,,Offensive rebound by E. Gordon
1:43.0,,,15-17,3,C. Paul makes 3-pt shot from 27 ft
1:22.0,A. Wiggins makes 2-pt shot from 5 ft,2,17-17,,
1:15.0,,,17-19,2,E. Gordon makes 2-pt shot from 7 ft
1:15.0,,,17-19,,Shooting foul by A. Wiggins (drawn by E. Gordon)
1:15.0,,,17-19,,C. Capela enters the game for N. Hilario
1:15.0,J. Crawford enters the game for J. Butler,,17-19,,
1:15.0,,,17-20,1,E. Gordon makes free throw 1 of 1
1:10.0,Turnover by J. Teague (bad pass; steal by C. Paul),,17-20,,
0:59.0,,,17-23,3,E. Gordon makes 3-pt shot from 29 ft (assist by R. Anderson)
0:51.0,Turnover by J. Teague (bad pass; steal by R. Anderson),,17-23,,
0:46.0,,,17-26,3,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul)
0:23.0,J. Teague misses 2-pt shot from 8 ft,,17-26,,
0:20.0,,,17-26,,Defensive rebound by P. Tucker
0:02.0,,,17-26,,R. Anderson misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by G. Dieng,,17-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,G. Dieng makes 2-pt shot from 6 ft (assist by J. Crawford),2,19-26,,
11:27.0,,,19-26,,C. Paul misses 3-pt shot from 26 ft
11:25.0,Defensive rebound by G. Dieng,,19-26,,
11:15.0,J. Crawford misses 2-pt shot from 16 ft,,19-26,,
11:13.0,Offensive rebound by N. Bjelica,,19-26,,
11:13.0,Shooting foul by C. Paul (drawn by N. Bjelica),,19-26,,
11:13.0,N. Bjelica makes free throw 1 of 2,1,20-26,,
11:13.0,N. Bjelica makes free throw 2 of 2,1,21-26,,
11:00.0,,,21-26,,Turnover by R. Anderson (lost ball; steal by N. Bjelica)
10:55.0,T. Jones makes 3-pt shot from 24 ft (assist by N. Bjelica),3,24-26,,
10:41.0,Shooting block foul by G. Dieng (drawn by R. Anderson),,24-26,,
10:41.0,,,24-27,1,R. Anderson makes free throw 1 of 2
10:41.0,,,24-28,1,R. Anderson makes free throw 2 of 2
10:17.0,Shooting foul by C. Capela (drawn by G. Dieng),,24-28,,
10:17.0,G. Dieng misses free throw 1 of 2,,24-28,,
10:17.0,Offensive rebound by Team,,24-28,,
10:17.0,,,24-28,,J. Harden enters the game for C. Paul
10:17.0,J. Butler enters the game for M. Georges-Hunt,,24-28,,
10:17.0,G. Dieng misses free throw 2 of 2,,24-28,,
10:17.0,,,24-28,,Defensive rebound by P. Tucker
10:00.0,,,24-31,3,L. Mbah a Moute makes 3-pt shot from 26 ft (assist by J. Harden)
9:41.0,J. Butler makes 2-pt shot from 11 ft (assist by N. Bjelica),2,26-31,,
9:31.0,,,26-31,,Shooting foul by T. Jones (drawn by C. Capela)
9:31.0,,,26-32,1,C. Capela makes free throw 1 of 2
9:31.0,K. Towns enters the game for G. Dieng,,26-32,,
9:31.0,,,26-33,1,C. Capela makes free throw 2 of 2
9:22.0,N. Bjelica makes 3-pt shot from 26 ft (assist by K. Towns),3,29-33,,
9:11.0,,,29-33,,J. Harden misses 2-pt shot from 1 ft (block by K. Towns)
9:08.0,Defensive rebound by K. Towns,,29-33,,
9:06.0,T. Jones makes 2-pt shot from 3 ft (assist by K. Towns),2,31-33,,
8:55.0,,,31-35,2,C. Capela makes 2-pt shot from 3 ft (assist by J. Harden)
8:55.0,,,31-35,,Shooting foul by N. Bjelica (drawn by C. Capela)
8:55.0,,,31-35,,C. Paul enters the game for P. Tucker
8:55.0,,,31-35,,E. Gordon enters the game for R. Anderson
8:55.0,,,31-36,1,C. Capela makes free throw 1 of 1
8:34.0,T. Jones makes 3-pt shot from 26 ft (assist by N. Bjelica),3,34-36,,
8:22.0,,,34-36,,J. Harden misses 2-pt shot from 12 ft
8:19.0,Defensive rebound by N. Bjelica,,34-36,,
8:16.0,Turnover by N. Bjelica (bad pass; steal by J. Harden),,34-36,,
8:04.0,,,34-38,2,J. Harden makes 2-pt shot from 1 ft
7:40.0,N. Bjelica misses 2-pt shot from 7 ft (block by C. Capela),,34-38,,
7:36.0,,,34-38,,Defensive rebound by C. Capela
7:31.0,,,34-38,,Turnover by J. Harden (bad pass; steal by J. Crawford)
7:30.0,,,34-38,,Personal foul by J. Harden (drawn by J. Crawford)
7:30.0,,,34-38,,N. Hilario enters the game for C. Capela
7:30.0,T. Gibson enters the game for N. Bjelica,,34-38,,
7:23.0,T. Jones misses 3-pt shot from 28 ft,,34-38,,
7:17.0,,,34-38,,Defensive rebound by L. Mbah a Moute
7:12.0,,,34-40,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden)
6:49.0,J. Butler makes 2-pt shot from 2 ft (assist by J. Crawford),2,36-40,,
6:33.0,,,36-42,2,J. Harden makes 2-pt shot from 3 ft
6:20.0,J. Crawford misses 3-pt shot from 23 ft,,36-42,,
6:18.0,,,36-42,,Defensive rebound by L. Mbah a Moute
5:55.0,,,36-42,,C. Paul misses 2-pt shot from 9 ft
5:55.0,,,36-42,,Offensive rebound by Team
5:55.0,,,36-42,,Turnover by Team (shot clock)
5:55.0,,,36-42,,Houston full timeout
5:55.0,,,36-42,,P. Tucker enters the game for L. Mbah a Moute
5:38.0,J. Crawford misses 3-pt shot from 27 ft,,36-42,,
5:35.0,Offensive rebound by K. Towns,,36-42,,
5:33.0,K. Towns makes 2-pt shot from 4 ft,2,38-42,,
5:13.0,,,38-42,,Turnover by E. Gordon (bad pass; steal by K. Towns)
5:09.0,T. Jones misses 2-pt shot from 3 ft,,38-42,,
5:07.0,,,38-42,,Defensive rebound by C. Paul
5:02.0,,,38-44,2,E. Gordon makes 2-pt shot from 3 ft (assist by C. Paul)
4:42.0,Shooting foul by P. Tucker (drawn by J. Butler),,38-44,,
4:42.0,J. Butler makes free throw 1 of 3,1,39-44,,
4:42.0,J. Butler makes free throw 2 of 3,1,40-44,,
4:42.0,,,40-44,,L. Mbah a Moute enters the game for J. Harden
4:42.0,J. Teague enters the game for T. Jones,,40-44,,
4:42.0,A. Wiggins enters the game for J. Crawford,,40-44,,
4:42.0,J. Butler makes free throw 3 of 3,1,41-44,,
4:31.0,Violation by K. Towns (kicked ball),,41-44,,
4:18.0,,,41-44,,P. Tucker misses 2-pt shot from 2 ft (block by K. Towns)
4:16.0,,,41-44,,Offensive rebound by P. Tucker
4:14.0,,,41-44,,P. Tucker misses 2-pt shot from 20 ft
4:14.0,,,41-44,,Offensive rebound by P. Tucker
4:04.0,,,41-44,,Turnover by N. Hilario (bad pass; steal by J. Butler)
3:57.0,K. Towns misses 3-pt shot from 26 ft,,41-44,,
3:54.0,,,41-44,,Defensive rebound by N. Hilario
3:49.0,Personal foul by J. Butler (drawn by C. Paul),,41-44,,
3:44.0,,,41-44,,N. Hilario misses 2-pt shot from 3 ft
3:44.0,,,41-44,,Offensive rebound by N. Hilario
3:44.0,,,41-46,2,N. Hilario makes 2-pt shot from 3 ft
3:44.0,,,41-46,,Shooting foul by K. Towns (drawn by N. Hilario)
3:44.0,,,41-46,,R. Anderson enters the game for L. Mbah a Moute
3:44.0,,,41-46,,N. Hilario misses free throw 1 of 1
3:44.0,Defensive rebound by K. Towns,,41-46,,
3:30.0,J. Butler makes 2-pt shot from 18 ft,2,43-46,,
3:19.0,Personal foul by A. Wiggins (drawn by C. Paul),,43-46,,
3:19.0,,,43-47,1,C. Paul makes free throw 1 of 2
3:19.0,,,43-48,1,C. Paul makes free throw 2 of 2
3:05.0,Turnover by A. Wiggins (lost ball; steal by N. Hilario),,43-48,,
3:01.0,,,43-50,2,P. Tucker makes 2-pt shot from 2 ft
2:49.0,K. Towns misses 3-pt shot from 26 ft,,43-50,,
2:46.0,Offensive rebound by A. Wiggins,,43-50,,
2:43.0,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins),2,45-50,,
2:33.0,,,45-53,3,C. Paul makes 3-pt shot from 25 ft
2:17.0,J. Butler makes 2-pt shot from 6 ft,2,47-53,,
1:57.0,,,47-55,2,N. Hilario makes 2-pt shot from 1 ft (assist by E. Gordon)
1:44.0,K. Towns misses 3-pt shot from 25 ft,,47-55,,
1:41.0,,,47-55,,Defensive rebound by R. Anderson
1:28.0,,,47-57,2,C. Paul makes 2-pt shot from 8 ft
1:12.0,K. Towns misses 3-pt shot from 26 ft,,47-57,,
1:08.0,,,47-57,,Defensive rebound by R. Anderson
0:59.0,,,47-60,3,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul)
0:45.0,A. Wiggins makes 3-pt shot from 26 ft (assist by T. Gibson),3,50-60,,
0:35.0,,,50-63,3,C. Paul makes 3-pt shot from 27 ft
0:26.0,T. Gibson misses 2-pt shot from 4 ft,,50-63,,
0:22.0,,,50-63,,Defensive rebound by C. Paul
0:02.0,,,50-63,,C. Paul misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by T. Gibson,,50-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,K. Towns misses 2-pt shot from 4 ft,,50-63,,
11:33.0,Offensive rebound by K. Towns,,50-63,,
11:33.0,K. Towns makes 2-pt shot from 3 ft,2,52-63,,
11:13.0,,,52-63,,L. Mbah a Moute misses 3-pt shot from 24 ft
11:08.0,Defensive rebound by J. Butler,,52-63,,
10:59.0,J. Butler makes 2-pt shot from 2 ft (assist by T. Gibson),2,54-63,,
10:59.0,Shooting foul by L. Mbah a Moute (drawn by J. Butler),,54-63,,
10:59.0,J. Butler misses free throw 1 of 1,,54-63,,
10:59.0,,,54-63,,Defensive rebound by J. Harden
10:46.0,,,54-63,,J. Harden misses 2-pt shot from 15 ft
10:42.0,,,54-63,,Offensive rebound by L. Mbah a Moute
10:37.0,Personal foul by K. Towns (drawn by C. Paul),,54-63,,
10:31.0,,,54-65,2,C. Capela makes 2-pt shot from 5 ft
10:02.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Butler),2,56-65,,
9:42.0,,,56-65,,J. Harden misses 3-pt shot from 27 ft
9:38.0,Defensive rebound by J. Teague,,56-65,,
9:18.0,J. Teague makes 2-pt shot from 1 ft (assist by T. Gibson),2,58-65,,
9:01.0,,,58-65,,Shooting foul by J. Teague (drawn by C. Capela)
9:01.0,,,58-66,1,C. Capela makes free throw 1 of 2
9:01.0,,,58-66,,E. Gordon enters the game for C. Paul
9:01.0,,,58-67,1,C. Capela makes free throw 2 of 2
8:45.0,A. Wiggins misses 3-pt shot from 30 ft,,58-67,,
8:43.0,,,58-67,,Defensive rebound by Team
8:34.0,,,58-67,,J. Harden misses 2-pt shot from 1 ft
8:31.0,Defensive rebound by J. Teague,,58-67,,
8:24.0,T. Gibson makes 2-pt shot from 7 ft (assist by J. Teague),2,60-67,,
8:12.0,,,60-67,,E. Gordon misses 2-pt shot from 22 ft
8:09.0,Defensive rebound by J. Butler,,60-67,,
7:59.0,Shooting foul by L. Mbah a Moute (drawn by A. Wiggins),,60-67,,
7:59.0,A. Wiggins makes free throw 1 of 2,1,61-67,,
7:59.0,A. Wiggins misses free throw 2 of 2,,61-67,,
7:59.0,,,61-67,,Defensive rebound by R. Anderson
7:48.0,,,61-70,3,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden)
7:25.0,J. Teague misses 2-pt shot from 5 ft (block by R. Anderson),,61-70,,
7:23.0,,,61-70,,Defensive rebound by E. Gordon
7:20.0,,,61-70,,E. Gordon misses 2-pt shot from 3 ft (block by A. Wiggins)
7:17.0,Defensive rebound by K. Towns,,61-70,,
7:10.0,Turnover by J. Butler (bad pass; steal by C. Capela),,61-70,,
7:10.0,Loose ball foul by T. Gibson (drawn by J. Harden),,61-70,,
6:59.0,,,61-73,3,J. Harden makes 3-pt shot from 25 ft
6:38.0,J. Butler makes 2-pt shot at rim,2,63-73,,
6:20.0,,,63-73,,J. Harden misses 2-pt shot from 9 ft
6:17.0,Defensive rebound by K. Towns,,63-73,,
6:02.0,T. Gibson misses 2-pt shot from 9 ft,,63-73,,
5:57.0,Offensive rebound by A. Wiggins,,63-73,,
5:55.0,Shooting foul by C. Capela (drawn by T. Gibson),,63-73,,
5:55.0,,,63-73,,Houston full timeout
5:55.0,,,63-73,,N. Hilario enters the game for J. Harden
5:55.0,,,63-73,,C. Paul enters the game for C. Capela
5:55.0,,,63-73,,P. Tucker enters the game for R. Anderson
5:55.0,T. Gibson misses free throw 1 of 2,,63-73,,
5:55.0,Offensive rebound by Team,,63-73,,
5:55.0,T. Gibson makes free throw 2 of 2,1,64-73,,
5:40.0,,,64-73,,L. Mbah a Moute misses 3-pt shot from 25 ft
5:37.0,,,64-73,,Offensive rebound by N. Hilario
5:34.0,,,64-73,,P. Tucker misses 3-pt shot from 23 ft
5:30.0,Defensive rebound by K. Towns,,64-73,,
5:10.0,J. Butler misses 2-pt shot from 22 ft,,64-73,,
5:06.0,,,64-73,,Defensive rebound by N. Hilario
4:46.0,,,64-73,,C. Paul misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by K. Towns,,64-73,,
4:27.0,K. Towns makes 2-pt shot from 15 ft,2,66-73,,
4:17.0,,,66-73,,Turnover by E. Gordon (bad pass; steal by A. Wiggins)
4:15.0,,,66-73,,Personal foul by E. Gordon (drawn by A. Wiggins)
4:15.0,,,66-73,,R. Anderson enters the game for L. Mbah a Moute
4:15.0,G. Dieng enters the game for K. Towns,,66-73,,
3:55.0,A. Wiggins misses 2-pt shot from 21 ft,,66-73,,
3:50.0,,,66-73,,Defensive rebound by N. Hilario
3:36.0,Personal foul by J. Teague (drawn by C. Paul),,66-73,,
3:30.0,,,66-75,2,N. Hilario makes 2-pt shot from 2 ft
3:03.0,G. Dieng misses 3-pt shot from 22 ft,,66-75,,
2:59.0,,,66-75,,Defensive rebound by C. Paul
2:47.0,,,66-78,3,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul)
2:46.0,Minnesota full timeout,,66-78,,
2:46.0,N. Bjelica enters the game for J. Teague,,66-78,,
2:46.0,T. Jones enters the game for J. Butler,,66-78,,
2:46.0,J. Crawford enters the game for T. Gibson,,66-78,,
2:34.0,Turnover by G. Dieng (lost ball; steal by C. Paul),,66-78,,
2:31.0,,,66-80,2,E. Gordon makes 2-pt shot from 3 ft
2:08.0,Shooting foul by N. Hilario (drawn by A. Wiggins),,66-80,,
2:08.0,A. Wiggins makes free throw 1 of 2,1,67-80,,
2:08.0,A. Wiggins makes free throw 2 of 2,1,68-80,,
1:51.0,,,68-82,2,R. Anderson makes 2-pt shot from 2 ft
1:37.0,N. Bjelica misses 2-pt shot from 8 ft,,68-82,,
1:32.0,,,68-82,,Defensive rebound by R. Anderson
1:28.0,,,68-84,2,C. Paul makes 2-pt shot from 3 ft
1:28.0,Minnesota full timeout,,68-84,,
1:08.0,Turnover by N. Bjelica (lost ball; steal by E. Gordon),,68-84,,
1:04.0,,,68-84,,E. Gordon misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by Team,,68-84,,
0:38.0,Turnover by T. Jones (bad pass; steal by P. Tucker),,68-84,,
0:35.0,,,68-84,,Turnover by P. Tucker (bad pass; steal by T. Jones)
0:31.0,J. Crawford misses 2-pt shot from 3 ft,,68-84,,
0:29.0,,,68-84,,Defensive rebound by C. Paul
0:26.0,,,68-86,2,R. Anderson makes 2-pt shot from 1 ft (assist by C. Paul)
0:02.0,T. Jones makes 2-pt shot from 15 ft (assist by N. Bjelica),2,70-86,,
0:00.0,,,70-89,2,E. Gordon makes 3-pt shot from 49 ft (assist by N. Hilario)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,70-89,,P. Tucker misses 2-pt shot from 19 ft
11:32.0,Defensive rebound by K. Towns,,70-89,,
11:10.0,J. Crawford misses 3-pt shot from 23 ft,,70-89,,
11:06.0,Offensive rebound by J. Butler,,70-89,,
11:03.0,T. Jones makes 3-pt shot from 25 ft (assist by J. Butler),3,73-89,,
10:44.0,,,73-89,,E. Gordon misses 3-pt shot from 26 ft
10:40.0,Defensive rebound by J. Butler,,73-89,,
10:29.0,J. Butler misses 2-pt shot from 3 ft,,73-89,,
10:29.0,Offensive rebound by K. Towns,,73-89,,
10:29.0,Shooting foul by P. Tucker (drawn by K. Towns),,73-89,,
10:29.0,K. Towns misses free throw 1 of 2,,73-89,,
10:29.0,Offensive rebound by Team,,73-89,,
10:29.0,K. Towns makes free throw 2 of 2,1,74-89,,
10:18.0,,,74-89,,P. Tucker misses 3-pt shot from 26 ft
10:15.0,Defensive rebound by K. Towns,,74-89,,
9:55.0,T. Jones misses 3-pt shot from 23 ft,,74-89,,
9:52.0,,,74-89,,Defensive rebound by P. Tucker
9:42.0,,,74-91,2,C. Capela makes 2-pt shot at rim (assist by E. Gordon)
9:16.0,J. Butler makes 2-pt shot from 5 ft,2,76-91,,
9:01.0,,,76-91,,J. Harden misses 2-pt shot from 15 ft
8:58.0,Defensive rebound by T. Jones,,76-91,,
8:54.0,G. Dieng makes 2-pt shot from 2 ft (assist by J. Crawford),2,78-91,,
8:36.0,,,78-91,,E. Gordon misses 3-pt shot from 27 ft
8:34.0,Defensive rebound by G. Dieng,,78-91,,
8:21.0,K. Towns makes 2-pt shot from 1 ft (assist by J. Crawford),2,80-91,,
8:21.0,,,80-91,,Houston full timeout
8:21.0,,,80-91,,C. Paul enters the game for E. Gordon
8:21.0,,,80-91,,N. Hilario enters the game for C. Capela
8:21.0,T. Gibson enters the game for G. Dieng,,80-91,,
8:03.0,,,80-91,,Turnover by C. Paul (bad pass)
7:42.0,J. Butler makes 2-pt shot from 11 ft,2,82-91,,
7:22.0,,,82-93,2,N. Hilario makes 2-pt shot from 3 ft (assist by J. Harden)
6:59.0,K. Towns misses 3-pt shot from 23 ft,,82-93,,
6:56.0,,,82-93,,Defensive rebound by C. Paul
6:47.0,,,82-93,,Shooting foul by T. Jones (drawn by J. Harden)
6:47.0,,,82-94,1,J. Harden makes free throw 1 of 3
6:47.0,,,82-95,1,J. Harden makes free throw 2 of 3
6:47.0,,,82-95,,R. Anderson enters the game for L. Mbah a Moute
6:47.0,,,82-96,1,J. Harden makes free throw 3 of 3
6:32.0,,,82-96,,Personal foul by N. Hilario (drawn by J. Butler)
6:32.0,J. Teague enters the game for T. Jones,,82-96,,
6:19.0,J. Crawford misses 2-pt shot from 21 ft,,82-96,,
6:15.0,,,82-96,,Defensive rebound by R. Anderson
6:06.0,,,82-99,3,C. Paul makes 3-pt shot from 23 ft
5:50.0,K. Towns makes 3-pt shot from 25 ft (assist by J. Crawford),3,85-99,,
5:33.0,,,85-99,,J. Harden misses 3-pt shot from 26 ft
5:30.0,Defensive rebound by Team,,85-99,,
5:30.0,,,85-99,,Loose ball foul by P. Tucker (drawn by J. Teague)
5:30.0,,,85-99,,E. Gordon enters the game for J. Harden
5:10.0,Shooting foul by R. Anderson (drawn by J. Butler),,85-99,,
5:10.0,J. Butler makes free throw 1 of 2,1,86-99,,
5:10.0,,,86-99,,C. Capela enters the game for N. Hilario
5:10.0,J. Butler makes free throw 2 of 2,1,87-99,,
4:57.0,Personal foul by J. Teague (drawn by C. Paul),,87-99,,
4:57.0,A. Wiggins enters the game for J. Crawford,,87-99,,
4:43.0,,,87-101,2,E. Gordon makes 2-pt shot from 7 ft
4:23.0,J. Teague makes 2-pt shot from 12 ft,2,89-101,,
4:06.0,,,89-101,,C. Paul misses 2-pt shot from 9 ft (block by K. Towns)
4:05.0,,,89-101,,Offensive rebound by C. Capela
4:05.0,,,89-101,,C. Capela misses 2-pt shot at rim
4:03.0,Defensive rebound by J. Teague,,89-101,,
3:55.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague),2,91-101,,
3:40.0,,,91-103,2,C. Capela makes 2-pt shot from 2 ft (assist by E. Gordon)
3:39.0,Minnesota full timeout,,91-103,,
3:26.0,A. Wiggins makes 3-pt shot from 24 ft (assist by J. Teague),3,94-103,,
3:09.0,,,94-103,,Shooting foul by J. Teague (drawn by C. Paul)
3:09.0,,,94-103,,C. Paul misses free throw 1 of 2
3:09.0,,,94-103,,Offensive rebound by Team
3:09.0,,,94-103,,L. Mbah a Moute enters the game for R. Anderson
3:09.0,,,94-104,1,C. Paul makes free throw 2 of 2
2:47.0,J. Butler misses 2-pt shot from 15 ft,,94-104,,
2:43.0,,,94-104,,Defensive rebound by L. Mbah a Moute
2:31.0,,,94-107,3,P. Tucker makes 3-pt shot from 23 ft (assist by L. Mbah a Moute)
2:06.0,K. Towns makes 2-pt shot from 1 ft,2,96-107,,
1:47.0,,,96-109,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul)
1:47.0,,,96-109,,Shooting foul by T. Gibson (drawn by C. Capela)
1:47.0,,,96-110,1,C. Capela makes free throw 1 of 1
1:47.0,Minnesota full timeout,,96-110,,
1:31.0,J. Teague makes 2-pt shot from 9 ft,2,98-110,,
1:31.0,Shooting foul by C. Capela (drawn by J. Teague),,98-110,,
1:31.0,J. Teague misses free throw 1 of 1,,98-110,,
1:31.0,,,98-110,,Defensive rebound by P. Tucker
1:09.0,,,98-110,,C. Capela misses 2-pt shot from 1 ft
1:07.0,Defensive rebound by K. Towns,,98-110,,
1:03.0,A. Wiggins misses 3-pt shot from 27 ft,,98-110,,
0:59.0,,,98-110,,Defensive rebound by C. Capela
0:36.0,,,98-113,3,L. Mbah a Moute makes 3-pt shot from 26 ft (assist by C. Paul)
0:36.0,Minnesota full timeout,,98-113,,
