time,Golden State,pts.away,score,pts.home,Dallas
5:21.0,,,13-14,,Offensive rebound by Team
5:21.0,J. Bell enters the game for Z. Pachulia,,13-14,,
5:11.0,S. Curry makes 2-pt shot from 12 ft,2,15-14,,
4:53.0,,,15-14,,D. Smith misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by K. Thompson,,15-14,,
4:53.0,Shooting foul by D. Harris (drawn by J. Bell),,15-14,,
4:53.0,J. Bell makes free throw 1 of 2,1,16-14,,
4:53.0,J. Bell makes free throw 2 of 2,1,17-14,,
4:35.0,,,17-14,,H. Barnes misses 2-pt shot from 11 ft
4:31.0,Defensive rebound by K. Durant,,17-14,,
4:27.0,K. Durant makes 2-pt shot from 9 ft,2,19-14,,
4:26.0,,,19-14,,Dallas full timeout
4:26.0,,,19-14,,J. Barea enters the game for D. Smith
4:26.0,N. Young enters the game for K. Thompson,,19-14,,
4:26.0,,,19-14,,Y. Ferrell enters the game for W. Matthews
4:04.0,Personal foul by K. Durant (drawn by S. Mejri),,19-14,,
3:52.0,,,19-17,3,H. Barnes makes 3-pt shot from 22 ft (assist by J. Barea)
3:37.0,K. Durant makes 2-pt shot from 14 ft (assist by J. Bell),2,21-17,,
3:22.0,,,21-17,,Turnover by S. Mejri (lost ball; steal by J. Bell)
3:11.0,S. Curry makes 2-pt shot from 8 ft,2,23-17,,
3:02.0,,,23-17,,Shooting foul by S. Curry (drawn by J. Barea)
3:02.0,,,23-18,1,J. Barea makes free throw 1 of 2
3:02.0,,,23-18,,D. Nowitzki enters the game for H. Barnes
3:02.0,,,23-18,,D. Powell enters the game for S. Mejri
3:02.0,,,23-18,,J. Barea misses free throw 2 of 2
3:00.0,Defensive rebound by K. Durant,,23-18,,
2:53.0,S. Curry makes 3-pt shot from 25 ft,3,26-18,,
2:28.0,,,26-20,2,D. Nowitzki makes 2-pt shot from 13 ft
2:28.0,,,26-20,,Shooting foul by N. Young (drawn by D. Nowitzki)
2:28.0,,,26-21,1,D. Nowitzki makes free throw 1 of 1
2:14.0,K. Durant makes 2-pt shot from 13 ft (assist by S. Curry),2,28-21,,
1:57.0,,,28-21,,Shooting foul by P. McCaw (drawn by D. Nowitzki)
1:57.0,,,28-21,,D. Nowitzki misses free throw 1 of 2
1:57.0,,,28-21,,Offensive rebound by Team
1:57.0,,,28-22,1,D. Nowitzki makes free throw 2 of 2
1:41.0,Shooting foul by D. Nowitzki (drawn by S. Curry),,28-22,,
1:41.0,S. Curry makes free throw 1 of 2,1,29-22,,
1:41.0,S. Curry makes free throw 2 of 2,1,30-22,,
1:35.0,,,30-24,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
1:14.0,Shooting foul by D. Powell (drawn by K. Durant),,30-24,,
1:14.0,K. Durant makes free throw 1 of 2,1,31-24,,
1:14.0,K. Durant makes free throw 2 of 2,1,32-24,,
0:55.0,,,32-26,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by J. Barea)
0:48.0,S. Curry misses 2-pt shot from 6 ft,,32-26,,
0:47.0,Offensive rebound by J. Bell,,32-26,,
0:47.0,J. Bell misses 2-pt shot at rim,,32-26,,
0:45.0,,,32-26,,Defensive rebound by D. Harris
0:35.0,,,32-26,,D. Nowitzki misses 2-pt shot from 14 ft
0:29.0,Defensive rebound by K. Durant,,32-26,,
0:28.0,K. Durant misses 3-pt shot from 25 ft,,32-26,,
0:28.0,,,32-26,,Defensive rebound by D. Nowitzki
0:07.0,,,32-26,,J. Barea misses 2-pt shot from 1 ft
0:07.0,Defensive rebound by K. Durant,,32-26,,
0:03.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant),3,35-26,,
0:00.0,,,35-26,,D. Harris misses 3-pt shot from 32 ft
0:00.0,,,35-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Personal foul by S. Livingston (drawn by D. Powell),,35-26,,
11:40.0,Personal foul by S. Livingston (drawn by D. Powell),,35-26,,
11:31.0,,,35-26,,D. Nowitzki misses 3-pt shot from 25 ft
11:25.0,Defensive rebound by K. Thompson,,35-26,,
11:08.0,,,35-26,,Personal block foul by Y. Ferrell (drawn by S. Livingston)
11:05.0,K. Thompson makes 2-pt shot from 18 ft (assist by D. West),2,37-26,,
10:46.0,,,37-29,3,Y. Ferrell makes 3-pt shot from 23 ft (assist by J. Barea)
10:29.0,K. Thompson misses 2-pt shot from 13 ft,,37-29,,
10:24.0,,,37-29,,Defensive rebound by Y. Ferrell
10:19.0,,,37-29,,Offensive foul by D. Powell (drawn by N. Young)
10:19.0,,,37-29,,Turnover by D. Powell (offensive foul)
10:03.0,D. West makes 2-pt shot from 7 ft,2,39-29,,
9:54.0,,,39-29,,Turnover by J. Barea (bad pass)
9:41.0,K. Thompson makes 2-pt shot at rim (assist by D. West),2,41-29,,
9:41.0,,,41-29,,Dallas full timeout
9:28.0,,,41-29,,Shooting foul by N. Young (drawn by D. Powell)
9:28.0,,,41-30,1,D. Powell makes free throw 1 of 2
9:28.0,,,41-31,1,D. Powell makes free throw 2 of 2
9:13.0,S. Livingston misses 2-pt shot from 11 ft,,41-31,,
9:10.0,,,41-31,,Defensive rebound by D. Nowitzki
8:51.0,,,41-33,2,D. Nowitzki makes 2-pt shot from 1 ft (assist by W. Matthews)
8:30.0,K. Thompson misses 3-pt shot from 22 ft,,41-33,,
8:28.0,,,41-33,,Defensive rebound by D. Powell
8:18.0,,,41-35,2,D. Nowitzki makes 2-pt shot from 8 ft (assist by Y. Ferrell)
8:04.0,D. West makes 2-pt shot from 13 ft (assist by S. Livingston),2,43-35,,
7:43.0,,,43-38,3,D. Powell makes 3-pt shot from 22 ft (assist by D. Nowitzki)
7:32.0,D. Green misses 3-pt shot from 25 ft,,43-38,,
7:30.0,Offensive rebound by K. Thompson,,43-38,,
7:28.0,N. Young misses 3-pt shot from 24 ft,,43-38,,
7:24.0,,,43-38,,Defensive rebound by Y. Ferrell
7:21.0,,,43-38,,Y. Ferrell misses 3-pt shot from 25 ft (block by N. Young)
7:16.0,Defensive rebound by N. Young,,43-38,,
7:15.0,Turnover by N. Young (out of bounds lost ball),,43-38,,
7:15.0,,,43-38,,H. Barnes enters the game for D. Nowitzki
7:02.0,,,43-38,,Shooting foul by D. West (drawn by J. Barea)
7:02.0,,,43-39,1,J. Barea makes free throw 1 of 3
7:02.0,,,43-39,,D. Smith enters the game for Y. Ferrell
7:02.0,P. McCaw enters the game for N. Young,,43-39,,
7:02.0,,,43-39,,J. Barea misses free throw 2 of 3
7:02.0,,,43-39,,Offensive rebound by Team
7:02.0,,,43-40,1,J. Barea makes free throw 3 of 3
6:49.0,D. West makes 2-pt shot from 1 ft (assist by K. Thompson),2,45-40,,
6:49.0,Shooting foul by D. Smith (drawn by D. West),,45-40,,
6:49.0,D. West makes free throw 1 of 1,1,46-40,,
6:37.0,Personal foul by D. West (drawn by J. Barea),,46-40,,
6:37.0,,,46-41,1,J. Barea makes free throw 1 of 2
6:37.0,K. Durant enters the game for K. Thompson,,46-41,,
6:37.0,,,46-42,1,J. Barea makes free throw 2 of 2
6:21.0,K. Durant makes 2-pt shot from 14 ft,2,48-42,,
6:04.0,,,48-44,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
5:51.0,S. Livingston makes 2-pt shot from 13 ft (assist by K. Durant),2,50-44,,
5:38.0,,,50-47,3,W. Matthews makes 3-pt shot from 26 ft (assist by D. Smith)
5:32.0,Golden State full timeout,,50-47,,
5:32.0,,,50-47,,D. Harris enters the game for J. Barea
5:32.0,,,50-47,,Y. Ferrell enters the game for W. Matthews
5:32.0,S. Curry enters the game for D. West,,50-47,,
5:32.0,J. Bell enters the game for S. Livingston,,50-47,,
5:16.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,53-47,,
4:59.0,,,53-47,,D. Smith misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by J. Bell,,53-47,,
4:40.0,D. Green misses 3-pt shot from 26 ft,,53-47,,
4:37.0,,,53-47,,Defensive rebound by D. Harris
4:29.0,,,53-47,,D. Harris misses 2-pt shot from 19 ft
4:25.0,,,53-47,,Offensive rebound by D. Powell
4:23.0,,,53-47,,D. Smith misses 2-pt shot from 1 ft
4:20.0,,,53-47,,Offensive rebound by D. Powell
4:19.0,,,53-49,2,D. Powell makes 2-pt shot at rim
4:12.0,P. McCaw makes 2-pt shot at rim (assist by S. Curry),2,55-49,,
3:58.0,,,55-51,2,H. Barnes makes 2-pt shot from 20 ft (assist by D. Smith)
3:51.0,Turnover by K. Durant (lost ball; steal by D. Harris),,55-51,,
3:48.0,,,55-53,2,D. Powell makes 2-pt shot from 2 ft (assist by D. Harris)
3:48.0,,,55-53,,Shooting foul by J. Bell (drawn by D. Powell)
3:48.0,,,55-53,,W. Matthews enters the game for Y. Ferrell
3:48.0,K. Thompson enters the game for P. McCaw,,55-53,,
3:48.0,,,55-54,1,D. Powell makes free throw 1 of 1
3:33.0,S. Curry makes 2-pt shot at rim,2,57-54,,
3:18.0,,,57-54,,M. Kleber enters the game for D. Powell
3:07.0,,,57-54,,Turnover by H. Barnes (bad pass; steal by K. Thompson)
3:03.0,K. Thompson misses 2-pt shot from 2 ft,,57-54,,
2:59.0,,,57-54,,Defensive rebound by W. Matthews
2:58.0,,,57-54,,W. Matthews misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by D. Green,,57-54,,
2:50.0,J. Bell misses 2-pt shot at rim,,57-54,,
2:48.0,,,57-54,,Defensive rebound by Team
2:29.0,,,57-54,,H. Barnes misses 3-pt shot from 28 ft
2:25.0,Defensive rebound by S. Curry,,57-54,,
2:22.0,,,57-54,,Personal foul by W. Matthews (drawn by S. Curry)
1:59.0,K. Thompson makes 3-pt shot from 25 ft,3,60-54,,
1:56.0,,,60-54,,D. Smith misses 2-pt shot from 12 ft
1:56.0,Defensive rebound by K. Durant,,60-54,,
1:45.0,K. Durant makes 2-pt shot from 15 ft (assist by S. Curry),2,62-54,,
1:44.0,,,62-54,,Dallas full timeout
1:44.0,,,62-54,,J. Barea enters the game for D. Harris
1:22.0,,,62-56,2,J. Barea makes 2-pt shot from 18 ft
0:59.0,,,62-56,,D. Nowitzki enters the game for M. Kleber
0:59.0,P. McCaw enters the game for J. Bell,,62-56,,
0:58.0,K. Durant makes 2-pt shot from 14 ft (assist by S. Curry),2,64-56,,
0:46.0,,,64-58,2,D. Smith makes 2-pt shot at rim
0:40.0,S. Curry makes 3-pt shot from 24 ft,3,67-58,,
0:32.0,,,67-61,3,D. Smith makes 3-pt shot from 26 ft
0:20.0,S. Curry misses 3-pt shot from 22 ft,,67-61,,
0:15.0,,,67-61,,Defensive rebound by J. Barea
0:01.0,,,67-61,,D. Smith misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by P. McCaw,,67-61,,
0:00.0,P. McCaw misses 3-pt shot from 81 ft,,67-61,,
0:00.0,Offensive rebound by Team,,67-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,67-63,2,H. Barnes makes 2-pt shot from 3 ft
11:23.0,K. Thompson misses 3-pt shot from 22 ft,,67-63,,
11:19.0,Offensive rebound by Z. Pachulia,,67-63,,
11:18.0,D. Green makes 3-pt shot from 24 ft (assist by Z. Pachulia),3,70-63,,
11:02.0,,,70-63,,H. Barnes misses 3-pt shot from 24 ft
10:58.0,Defensive rebound by S. Curry,,70-63,,
10:55.0,S. Curry misses 3-pt shot from 25 ft,,70-63,,
10:52.0,,,70-63,,Defensive rebound by M. Kleber
10:40.0,,,70-63,,D. Smith misses 3-pt shot from 23 ft
10:37.0,Defensive rebound by K. Durant,,70-63,,
10:31.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,72-63,,
10:31.0,,,72-63,,Dallas full timeout
10:16.0,,,72-63,,Turnover by D. Smith (bad pass; steal by S. Curry)
10:02.0,Z. Pachulia misses 2-pt shot from 20 ft,,72-63,,
9:59.0,,,72-63,,Defensive rebound by D. Nowitzki
9:40.0,,,72-63,,M. Kleber misses 3-pt shot from 24 ft
9:37.0,Defensive rebound by D. Green,,72-63,,
9:32.0,K. Durant misses 3-pt shot from 24 ft,,72-63,,
9:29.0,,,72-63,,Defensive rebound by H. Barnes
9:15.0,,,72-65,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by W. Matthews)
8:52.0,Turnover by D. Green (bad pass),,72-65,,
8:42.0,,,72-65,,M. Kleber misses 3-pt shot from 22 ft
8:36.0,Defensive rebound by K. Durant,,72-65,,
8:30.0,K. Thompson misses 3-pt shot from 27 ft,,72-65,,
8:30.0,,,72-65,,Defensive rebound by W. Matthews
8:18.0,,,72-68,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
8:11.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,74-68,,
7:57.0,,,74-68,,M. Kleber misses 2-pt shot from 2 ft (block by K. Durant)
7:53.0,Defensive rebound by S. Curry,,74-68,,
7:53.0,,,74-68,,Personal take foul by D. Smith (drawn by K. Durant)
7:41.0,K. Durant misses 2-pt shot from 16 ft,,74-68,,
7:38.0,,,74-68,,Defensive rebound by D. Smith
7:37.0,Personal take foul by Z. Pachulia (drawn by D. Smith),,74-68,,
7:35.0,,,74-71,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
7:34.0,Golden State full timeout,,74-71,,
7:34.0,,,74-71,,Y. Ferrell enters the game for D. Nowitzki
7:18.0,Shooting foul by Y. Ferrell (drawn by Z. Pachulia),,74-71,,
7:18.0,Z. Pachulia makes free throw 1 of 2,1,75-71,,
7:18.0,Z. Pachulia misses free throw 2 of 2,,75-71,,
7:15.0,,,75-71,,Defensive rebound by H. Barnes
7:03.0,Violation by K. Durant (kicked ball),,75-71,,
6:56.0,,,75-73,2,D. Smith makes 2-pt shot from 2 ft
6:45.0,Shooting foul by Y. Ferrell (drawn by S. Curry),,75-73,,
6:45.0,S. Curry misses free throw 1 of 2,,75-73,,
6:45.0,Offensive rebound by Team,,75-73,,
6:45.0,J. Bell enters the game for Z. Pachulia,,75-73,,
6:45.0,S. Curry makes free throw 2 of 2,1,76-73,,
6:28.0,,,76-73,,Turnover by W. Matthews (turnover)
6:23.0,Turnover by S. Curry (traveling),,76-73,,
6:06.0,,,76-75,2,H. Barnes makes 2-pt shot from 16 ft
5:48.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green),2,78-75,,
5:33.0,,,78-77,2,Y. Ferrell makes 2-pt shot from 1 ft
5:10.0,K. Thompson misses 2-pt shot from 11 ft,,78-77,,
5:09.0,Offensive rebound by Team,,78-77,,
5:09.0,,,78-77,,Personal foul by Y. Ferrell (drawn by D. Green)
5:09.0,,,78-77,,D. Harris enters the game for Y. Ferrell
5:09.0,P. McCaw enters the game for D. Green,,78-77,,
5:03.0,Turnover by K. Thompson (out of bounds lost ball),,78-77,,
4:53.0,,,78-77,,D. Smith misses 2-pt shot from 7 ft
4:51.0,Defensive rebound by S. Curry,,78-77,,
4:48.0,S. Curry makes 3-pt shot from 27 ft,3,81-77,,
4:46.0,,,81-77,,Dallas full timeout
4:46.0,,,81-77,,D. Powell enters the game for D. Smith
4:46.0,,,81-77,,J. Barea enters the game for M. Kleber
4:33.0,,,81-77,,Shooting foul by P. McCaw (drawn by J. Barea)
4:33.0,,,81-78,1,J. Barea makes free throw 1 of 2
4:33.0,,,81-78,,J. Barea misses free throw 2 of 2
4:30.0,Defensive rebound by K. Durant,,81-78,,
4:16.0,K. Durant makes 2-pt shot from 19 ft (assist by S. Curry),2,83-78,,
4:03.0,,,83-81,3,W. Matthews makes 3-pt shot from 25 ft (assist by H. Barnes)
3:51.0,K. Durant misses 3-pt shot from 27 ft,,83-81,,
3:46.0,,,83-81,,Defensive rebound by H. Barnes
3:44.0,,,83-84,3,D. Harris makes 3-pt shot from 24 ft (assist by W. Matthews)
3:27.0,S. Curry misses 3-pt shot from 26 ft,,83-84,,
3:24.0,,,83-84,,Defensive rebound by W. Matthews
3:11.0,,,83-84,,D. Harris misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by K. Thompson,,83-84,,
2:53.0,K. Durant misses 2-pt shot from 6 ft,,83-84,,
2:51.0,,,83-84,,Defensive rebound by D. Harris
2:47.0,,,83-84,,D. Harris misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by K. Durant,,83-84,,
2:36.0,K. Durant makes 3-pt shot from 25 ft (assist by K. Thompson),3,86-84,,
2:25.0,Personal foul by J. Bell (drawn by D. Harris),,86-84,,
2:25.0,,,86-84,,Technical foul by D. Harris
2:25.0,S. Curry makes technical free throw,1,87-84,,
2:25.0,,,87-84,,Y. Ferrell enters the game for W. Matthews
2:25.0,N. Young enters the game for K. Thompson,,87-84,,
2:25.0,D. Green enters the game for S. Curry,,87-84,,
2:16.0,,,87-84,,Turnover by D. Harris (bad pass; steal by P. McCaw)
2:11.0,P. McCaw misses 2-pt shot from 2 ft,,87-84,,
2:09.0,Offensive rebound by J. Bell,,87-84,,
2:09.0,J. Bell misses 2-pt shot from 1 ft,,87-84,,
2:09.0,Offensive rebound by Team,,87-84,,
2:02.0,P. McCaw makes 2-pt shot from 1 ft (assist by K. Durant),2,89-84,,
1:46.0,,,89-87,3,Y. Ferrell makes 3-pt shot from 22 ft (assist by H. Barnes)
1:30.0,K. Durant misses 2-pt shot from 16 ft (block by H. Barnes),,89-87,,
1:27.0,Offensive rebound by K. Durant,,89-87,,
1:25.0,N. Young misses 3-pt shot from 22 ft,,89-87,,
1:21.0,,,89-87,,Defensive rebound by J. Barea
1:14.0,,,89-87,,Y. Ferrell misses 3-pt shot from 24 ft
1:10.0,,,89-87,,Offensive rebound by D. Powell
1:03.0,,,89-87,,J. Barea misses 3-pt shot from 26 ft
1:00.0,,,89-87,,Offensive rebound by J. Barea
0:58.0,,,89-87,,D. Harris misses 3-pt shot from 25 ft
0:57.0,,,89-87,,Offensive rebound by D. Powell
0:53.0,,,89-87,,D. Powell misses 2-pt shot from 4 ft (block by D. Green)
0:53.0,,,89-87,,Offensive rebound by D. Powell
0:52.0,,,89-87,,Shooting foul by D. Green (drawn by D. Powell)
0:52.0,,,89-88,1,D. Powell makes free throw 1 of 2
0:52.0,,,89-89,1,D. Powell makes free throw 2 of 2
0:39.0,K. Durant misses 2-pt shot from 19 ft,,89-89,,
0:39.0,,,89-89,,Defensive rebound by D. Powell
0:21.0,,,89-89,,H. Barnes misses 3-pt shot from 22 ft
0:18.0,Defensive rebound by D. Green,,89-89,,
0:00.0,P. McCaw makes 2-pt shot from 2 ft (assist by K. Durant),2,91-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Offensive foul by D. West (drawn by D. Harris),,91-89,,
11:46.0,Turnover by D. West (offensive foul),,91-89,,
11:34.0,,,91-89,,Turnover by J. Barea (lost ball; steal by K. Thompson)
11:29.0,D. Green makes 2-pt shot from 1 ft (assist by D. West),2,93-89,,
11:28.0,Shooting foul by D. Harris (drawn by D. Green),,93-89,,
11:28.0,D. Green makes free throw 1 of 1,1,94-89,,
11:15.0,,,94-92,3,W. Matthews makes 3-pt shot from 24 ft (assist by J. Barea)
11:08.0,D. Green misses 2-pt shot from 21 ft,,94-92,,
11:06.0,Offensive rebound by P. McCaw,,94-92,,
11:04.0,K. Thompson makes 3-pt shot from 22 ft (assist by P. McCaw),3,97-92,,
10:45.0,,,97-92,,Turnover by W. Matthews (out of bounds lost ball)
10:32.0,S. Livingston misses 2-pt shot from 14 ft,,97-92,,
10:29.0,Offensive rebound by P. McCaw,,97-92,,
10:17.0,K. Thompson makes 2-pt shot from 15 ft (assist by D. West),2,99-92,,
9:56.0,,,99-92,,J. Barea misses 2-pt shot from 15 ft
9:56.0,Defensive rebound by P. McCaw,,99-92,,
9:49.0,Turnover by D. Green (bad pass),,99-92,,
9:41.0,,,99-92,,D. Nowitzki misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by P. McCaw,,99-92,,
9:27.0,Shooting foul by D. Harris (drawn by P. McCaw),,99-92,,
9:27.0,P. McCaw misses free throw 1 of 2,,99-92,,
9:27.0,Offensive rebound by Team,,99-92,,
9:27.0,P. McCaw makes free throw 2 of 2,1,100-92,,
9:20.0,,,100-92,,W. Matthews misses 3-pt shot from 24 ft
9:20.0,Defensive rebound by D. Green,,100-92,,
9:01.0,S. Livingston misses 2-pt shot from 14 ft,,100-92,,
9:01.0,,,100-92,,Defensive rebound by D. Nowitzki
8:55.0,,,100-94,2,D. Harris makes 2-pt shot from 1 ft (assist by J. Barea)
8:55.0,,,100-94,,Shooting foul by S. Livingston (drawn by D. Harris)
8:55.0,,,100-95,1,D. Harris makes free throw 1 of 1
8:41.0,D. Green makes 2-pt shot from 1 ft (assist by D. West),2,102-95,,
8:21.0,,,102-95,,D. Powell misses 2-pt shot from 7 ft
8:19.0,Defensive rebound by D. West,,102-95,,
8:05.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Livingston),2,104-95,,
7:48.0,,,104-97,2,D. Powell makes 2-pt shot from 14 ft (assist by D. Nowitzki)
7:32.0,K. Thompson misses 2-pt shot from 21 ft,,104-97,,
7:28.0,,,104-97,,Defensive rebound by J. Barea
7:24.0,,,104-99,2,J. Barea makes 2-pt shot from 1 ft
7:22.0,Golden State full timeout,,104-99,,
7:22.0,,,104-99,,Y. Ferrell enters the game for D. Harris
7:22.0,,,104-99,,D. Smith enters the game for W. Matthews
7:22.0,K. Durant enters the game for P. McCaw,,104-99,,
7:22.0,S. Curry enters the game for K. Thompson,,104-99,,
7:04.0,S. Curry misses 3-pt shot from 23 ft,,104-99,,
7:01.0,,,104-99,,Defensive rebound by D. Powell
6:38.0,,,104-99,,D. Smith misses 3-pt shot from 24 ft (block by K. Durant)
6:35.0,Defensive rebound by D. Green,,104-99,,
6:33.0,Turnover by D. Green (bad pass),,104-99,,
6:15.0,,,104-99,,D. Nowitzki misses 2-pt shot from 9 ft
6:13.0,Defensive rebound by D. Green,,104-99,,
6:08.0,D. Green makes 3-pt shot from 25 ft (assist by K. Durant),3,107-99,,
5:52.0,,,107-102,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Powell)
5:37.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,109-102,,
5:29.0,,,109-102,,Dallas full timeout
5:29.0,,,109-102,,W. Matthews enters the game for D. Nowitzki
5:29.0,,,109-102,,H. Barnes enters the game for Y. Ferrell
5:29.0,K. Thompson enters the game for D. Green,,109-102,,
5:29.0,J. Bell enters the game for S. Livingston,,109-102,,
5:19.0,,,109-102,,Turnover by J. Barea (bad pass; steal by D. West)
5:04.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. West),3,112-102,,
4:46.0,,,112-102,,H. Barnes misses 2-pt shot from 18 ft
4:43.0,Defensive rebound by J. Bell,,112-102,,
4:32.0,K. Thompson makes 2-pt shot from 10 ft (assist by S. Curry),2,114-102,,
4:20.0,Personal foul by J. Bell (drawn by W. Matthews),,114-102,,
4:12.0,,,114-105,3,D. Powell makes 3-pt shot from 24 ft (assist by W. Matthews)
3:51.0,K. Durant makes 2-pt shot from 10 ft,2,116-105,,
