time,Philadelphia,pts.away,score,pts.home,Charlotte
3:55.0,T. McConnell misses 2-pt shot from 1 ft,,15-15,,
3:55.0,Offensive rebound by R. Holmes,,15-15,,
3:49.0,R. Holmes makes 2-pt shot at rim,2,17-15,,
3:48.0,,,17-15,,N. Batum misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by T. McConnell,,17-15,,
3:40.0,R. Holmes makes 2-pt shot from 1 ft (assist by T. McConnell),2,19-15,,
3:20.0,,,19-15,,Shooting foul by R. Holmes (drawn by D. Howard)
3:20.0,,,19-16,1,D. Howard makes free throw 1 of 2
3:20.0,,,19-16,,J. Lamb enters the game for M. Williams
3:20.0,,,19-16,,F. Kaminsky enters the game for N. Batum
3:20.0,E. Ilyasova enters the game for T. McConnell,,19-16,,
3:20.0,M. Fultz enters the game for B. Simmons,,19-16,,
3:20.0,J. Redick enters the game for R. Covington,,19-16,,
3:20.0,,,19-16,,D. Howard misses free throw 2 of 2
3:15.0,Defensive rebound by R. Holmes,,19-16,,
3:05.0,J. Redick misses 2-pt shot from 18 ft,,19-16,,
3:01.0,,,19-16,,Defensive rebound by D. Howard
2:56.0,,,19-16,,K. Walker misses 3-pt shot from 26 ft
2:56.0,,,19-16,,Offensive rebound by Team
2:56.0,Loose ball foul by R. Holmes (drawn by D. Howard),,19-16,,
2:56.0,Philadelphia full timeout,,19-16,,
2:56.0,,,19-16,,M. Monk enters the game for M. Kidd-Gilchrist
2:56.0,,,19-16,,J. Stone enters the game for K. Walker
2:48.0,,,19-18,2,D. Howard makes 2-pt shot from 3 ft (assist by M. Monk)
2:36.0,J. Redick makes 3-pt shot from 22 ft (assist by M. Fultz),3,22-18,,
2:10.0,,,22-20,2,J. Lamb makes 2-pt shot from 6 ft
2:04.0,Shooting foul by D. Howard (drawn by E. Ilyasova),,22-20,,
2:04.0,E. Ilyasova makes free throw 1 of 2,1,23-20,,
2:04.0,,,23-20,,W. Hernangomez enters the game for D. Howard
2:04.0,E. Ilyasova makes free throw 2 of 2,1,24-20,,
1:48.0,,,24-20,,Turnover by M. Monk (bad pass; steal by M. Fultz)
1:42.0,M. Fultz makes 2-pt shot from 1 ft,2,26-20,,
1:27.0,,,26-23,3,J. Lamb makes 3-pt shot from 28 ft
1:14.0,R. Holmes makes 2-pt shot from 1 ft (assist by J. Redick),2,28-23,,
0:54.0,,,28-26,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by J. Lamb)
0:35.0,Turnover by J. Redick (bad pass; steal by J. Lamb),,28-26,,
0:30.0,,,28-29,3,M. Monk makes 3-pt shot from 26 ft (assist by J. Lamb)
0:11.0,Turnover by E. Ilyasova (traveling),,28-29,,
0:07.0,,,28-29,,M. Monk misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by R. Holmes,,28-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,28-31,2,J. Lamb makes 2-pt shot from 13 ft (assist by F. Kaminsky)
11:34.0,Turnover by J. Redick (bad pass; steal by J. Lamb),,28-31,,
11:15.0,,,28-31,,F. Kaminsky misses 3-pt shot from 23 ft
11:13.0,,,28-31,,Offensive rebound by W. Hernangomez
11:13.0,,,28-31,,Shooting foul by E. Ilyasova (drawn by W. Hernangomez)
11:13.0,,,28-32,1,W. Hernangomez makes free throw 1 of 2
11:13.0,,,28-33,1,W. Hernangomez makes free throw 2 of 2
11:00.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by J. Redick),3,31-33,,
10:32.0,,,31-33,,J. Lamb misses 3-pt shot from 24 ft
10:29.0,Defensive rebound by J. Redick,,31-33,,
10:25.0,M. Fultz misses 2-pt shot from 3 ft (block by M. Monk),,31-33,,
10:25.0,,,31-33,,Defensive rebound by M. Monk
10:25.0,,,31-33,,Turnover by M. Monk (step out of bounds)
10:17.0,Turnover by R. Covington (bad pass),,31-33,,
10:04.0,,,31-33,,Turnover by M. Monk (lost ball; steal by R. Covington)
9:57.0,J. Redick misses 2-pt shot from 19 ft,,31-33,,
9:55.0,,,31-33,,Defensive rebound by F. Kaminsky
9:40.0,,,31-33,,M. Monk misses 3-pt shot from 25 ft
9:37.0,Defensive rebound by R. Holmes,,31-33,,
9:29.0,R. Covington misses 2-pt shot from 5 ft (block by J. Stone),,31-33,,
9:24.0,Offensive rebound by R. Covington,,31-33,,
9:20.0,J. Redick makes 2-pt shot from 3 ft,2,33-33,,
9:01.0,,,33-33,,Shooting foul by E. Ilyasova (drawn by W. Hernangomez)
9:01.0,,,33-34,1,W. Hernangomez makes free throw 1 of 2
9:01.0,M. Belinelli enters the game for J. Redick,,33-34,,
9:01.0,A. Johnson enters the game for R. Holmes,,33-34,,
9:01.0,,,33-34,,W. Hernangomez misses free throw 2 of 2
8:57.0,Defensive rebound by A. Johnson,,33-34,,
8:49.0,R. Covington misses 2-pt shot from 2 ft,,33-34,,
8:46.0,,,33-34,,Defensive rebound by W. Hernangomez
8:38.0,,,33-34,,Turnover by M. Monk (bad pass; steal by R. Covington)
8:34.0,R. Covington misses 2-pt shot from 1 ft (block by M. Monk),,33-34,,
8:31.0,,,33-34,,Defensive rebound by W. Hernangomez
8:28.0,,,33-34,,J. Lamb misses 2-pt shot from 2 ft (block by A. Johnson)
8:28.0,Defensive rebound by M. Fultz,,33-34,,
8:16.0,R. Covington misses 3-pt shot from 23 ft,,33-34,,
8:13.0,Offensive rebound by R. Covington,,33-34,,
8:03.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by M. Fultz),3,36-34,,
7:40.0,,,36-34,,F. Kaminsky misses 2-pt shot from 2 ft
7:40.0,Defensive rebound by Team,,36-34,,
7:40.0,,,36-34,,M. Kidd-Gilchrist enters the game for J. Stone
7:40.0,B. Simmons enters the game for M. Fultz,,36-34,,
7:33.0,,,36-34,,Violation by W. Hernangomez (kicked ball)
7:33.0,T. McConnell enters the game for E. Ilyasova,,36-34,,
7:25.0,M. Belinelli makes 3-pt shot from 25 ft (assist by T. McConnell),3,39-34,,
7:06.0,,,39-34,,M. Monk misses 2-pt shot from 6 ft (block by T. McConnell)
7:03.0,Defensive rebound by B. Simmons,,39-34,,
7:01.0,M. Belinelli makes 2-pt shot from 1 ft (assist by B. Simmons),2,41-34,,
6:54.0,,,41-34,,Charlotte full timeout
6:54.0,,,41-34,,K. Walker enters the game for J. Lamb
6:51.0,,,41-34,,Shooting foul by A. Johnson (drawn by W. Hernangomez)
6:51.0,,,41-35,1,W. Hernangomez makes free throw 1 of 2
6:51.0,,,41-36,1,W. Hernangomez makes free throw 2 of 2
6:36.0,R. Covington makes 2-pt shot from 1 ft (assist by B. Simmons),2,43-36,,
6:18.0,,,43-38,2,M. Monk makes 2-pt shot from 12 ft
6:00.0,A. Johnson misses 3-pt shot from 24 ft,,43-38,,
5:57.0,,,43-38,,Defensive rebound by F. Kaminsky
5:40.0,,,43-38,,Turnover by F. Kaminsky (lost ball; steal by T. McConnell)
5:36.0,Turnover by M. Belinelli (bad pass; steal by M. Kidd-Gilchrist),,43-38,,
5:34.0,,,43-38,,Shooting foul by R. Covington (drawn by F. Kaminsky)
5:34.0,,,43-39,1,F. Kaminsky makes free throw 1 of 2
5:34.0,,,43-39,,N. Batum enters the game for M. Monk
5:34.0,,,43-39,,D. Howard enters the game for W. Hernangomez
5:34.0,,,43-40,1,F. Kaminsky makes free throw 2 of 2
5:25.0,,,43-40,,Personal foul by N. Batum (drawn by M. Belinelli)
5:25.0,,,43-40,,M. Williams enters the game for F. Kaminsky
5:18.0,B. Simmons makes 2-pt shot from 1 ft,2,45-40,,
5:01.0,,,45-42,2,M. Kidd-Gilchrist makes 2-pt shot from 19 ft (assist by N. Batum)
4:47.0,B. Simmons makes 2-pt shot from 7 ft (assist by A. Johnson),2,47-42,,
4:38.0,,,47-42,,Shooting foul by T. McConnell (drawn by K. Walker)
4:38.0,,,47-43,1,K. Walker makes free throw 1 of 2
4:38.0,J. Redick enters the game for T. McConnell,,47-43,,
4:38.0,,,47-44,1,K. Walker makes free throw 2 of 2
4:30.0,J. Redick makes 3-pt shot from 23 ft (assist by B. Simmons),3,50-44,,
4:09.0,,,50-44,,M. Kidd-Gilchrist misses 2-pt shot from 7 ft
4:08.0,,,50-44,,Offensive rebound by D. Howard
4:08.0,,,50-46,2,D. Howard makes 2-pt shot at rim
4:08.0,Philadelphia full timeout,,50-46,,
4:08.0,E. Ilyasova enters the game for R. Covington,,50-46,,
4:01.0,,,50-46,,Personal foul by M. Kidd-Gilchrist (drawn by B. Simmons)
3:44.0,J. Redick misses 3-pt shot from 29 ft,,50-46,,
3:41.0,,,50-46,,Defensive rebound by M. Kidd-Gilchrist
3:31.0,,,50-46,,M. Kidd-Gilchrist misses 2-pt shot from 8 ft (block by B. Simmons)
3:31.0,Defensive rebound by Team,,50-46,,
3:13.0,B. Simmons misses 2-pt shot from 7 ft,,50-46,,
3:11.0,,,50-46,,Defensive rebound by D. Howard
2:53.0,,,50-46,,N. Batum misses 2-pt shot from 13 ft
2:51.0,Defensive rebound by E. Ilyasova,,50-46,,
2:43.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by B. Simmons),2,52-46,,
2:34.0,,,52-46,,Shooting foul by J. Redick (drawn by K. Walker)
2:34.0,,,52-47,1,K. Walker makes free throw 1 of 3
2:34.0,,,52-48,1,K. Walker makes free throw 2 of 3
2:34.0,,,52-49,1,K. Walker makes free throw 3 of 3
2:23.0,J. Redick makes 2-pt shot from 17 ft (assist by B. Simmons),2,54-49,,
2:00.0,,,54-49,,M. Williams misses 3-pt shot from 26 ft
1:55.0,,,54-49,,Offensive rebound by M. Kidd-Gilchrist
1:47.0,,,54-49,,M. Kidd-Gilchrist misses 2-pt shot from 4 ft
1:45.0,Defensive rebound by E. Ilyasova,,54-49,,
1:32.0,M. Belinelli makes 2-pt shot from 16 ft,2,56-49,,
1:17.0,,,56-51,2,K. Walker makes 2-pt shot from 21 ft
0:59.0,M. Belinelli makes 2-pt shot from 17 ft (assist by B. Simmons),2,58-51,,
0:45.0,,,58-51,,M. Kidd-Gilchrist misses 2-pt shot from 15 ft
0:42.0,Defensive rebound by E. Ilyasova,,58-51,,
0:33.0,J. Redick misses 2-pt shot from 1 ft (block by K. Walker),,58-51,,
0:28.0,,,58-51,,Defensive rebound by D. Howard
0:27.0,,,58-51,,Turnover by K. Walker (lost ball; steal by B. Simmons)
0:27.0,B. Simmons makes 2-pt shot from 1 ft,2,60-51,,
0:05.0,,,60-51,,K. Walker misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by B. Simmons,,60-51,,
0:00.0,M. Belinelli misses 3-pt shot from 33 ft,,60-51,,
0:00.0,Offensive rebound by Team,,60-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,60-53,2,M. Williams makes 2-pt shot from 7 ft (assist by K. Walker)
11:25.0,R. Covington makes 2-pt shot from 7 ft (assist by B. Simmons),2,62-53,,
11:16.0,Personal block foul by E. Ilyasova (drawn by K. Walker),,62-53,,
11:05.0,,,62-55,2,M. Kidd-Gilchrist makes 2-pt shot from 16 ft (assist by K. Walker)
10:50.0,,,62-55,,Away from play foul by N. Batum (drawn by J. Redick)
10:50.0,J. Redick makes free throw 1 of 1,1,63-55,,
10:43.0,B. Simmons makes 2-pt shot from 10 ft (assist by E. Ilyasova),2,65-55,,
10:28.0,,,65-55,,D. Howard misses 2-pt shot from 19 ft
10:25.0,Defensive rebound by A. Johnson,,65-55,,
10:21.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons),3,68-55,,
10:21.0,,,68-55,,Charlotte full timeout
10:08.0,,,68-55,,Turnover by N. Batum (bad pass; steal by A. Johnson)
9:59.0,Offensive foul by A. Johnson (drawn by M. Kidd-Gilchrist),,68-55,,
9:59.0,Turnover by A. Johnson (offensive foul),,68-55,,
9:44.0,,,68-55,,Shooting foul by R. Covington (drawn by N. Batum)
9:44.0,,,68-56,1,N. Batum makes free throw 1 of 2
9:44.0,,,68-57,1,N. Batum makes free throw 2 of 2
9:31.0,J. Redick misses 2-pt shot from 11 ft (block by N. Batum),,68-57,,
9:23.0,,,68-57,,Defensive rebound by N. Batum
9:18.0,,,68-59,2,N. Batum makes 2-pt shot from 19 ft
8:58.0,R. Covington misses 2-pt shot from 8 ft,,68-59,,
8:55.0,,,68-59,,Defensive rebound by D. Howard
8:47.0,,,68-62,3,K. Walker makes 3-pt shot from 24 ft
8:34.0,B. Simmons makes 2-pt shot from 2 ft,2,70-62,,
8:13.0,,,70-64,2,M. Kidd-Gilchrist makes 2-pt shot at rim
8:06.0,R. Covington misses 3-pt shot from 25 ft,,70-64,,
8:02.0,,,70-64,,Defensive rebound by D. Howard
7:54.0,,,70-64,,M. Williams misses 2-pt shot from 2 ft
7:52.0,Defensive rebound by A. Johnson,,70-64,,
7:47.0,B. Simmons makes 2-pt shot from 2 ft,2,72-64,,
7:47.0,,,72-64,,Violation by D. Howard (def goaltending)
7:34.0,,,72-66,2,N. Batum makes 2-pt shot from 1 ft (assist by K. Walker)
7:25.0,J. Redick misses 3-pt shot from 25 ft,,72-66,,
7:23.0,,,72-66,,Defensive rebound by M. Williams
7:13.0,,,72-66,,M. Williams misses 2-pt shot from 1 ft
7:09.0,Defensive rebound by R. Covington,,72-66,,
7:02.0,R. Covington misses 3-pt shot from 24 ft,,72-66,,
6:59.0,,,72-66,,Defensive rebound by K. Walker
6:54.0,,,72-66,,M. Williams misses 2-pt shot from 21 ft
6:51.0,Defensive rebound by B. Simmons,,72-66,,
6:39.0,B. Simmons misses 2-pt shot from 6 ft,,72-66,,
6:34.0,,,72-66,,Defensive rebound by N. Batum
6:30.0,,,72-66,,N. Batum misses 2-pt shot from 4 ft
6:30.0,,,72-66,,Offensive rebound by Team
6:30.0,R. Holmes enters the game for A. Johnson,,72-66,,
6:30.0,T. McConnell enters the game for J. Redick,,72-66,,
6:30.0,M. Belinelli enters the game for E. Ilyasova,,72-66,,
6:25.0,,,72-68,2,D. Howard makes 2-pt shot from 2 ft
6:25.0,,,72-68,,Shooting foul by R. Covington (drawn by D. Howard)
6:25.0,,,72-69,1,D. Howard makes free throw 1 of 1
6:03.0,B. Simmons misses 2-pt shot from 6 ft,,72-69,,
6:01.0,,,72-69,,Defensive rebound by M. Kidd-Gilchrist
6:00.0,,,72-69,,Shooting foul by M. Belinelli (drawn by M. Kidd-Gilchrist)
6:00.0,,,72-70,1,M. Kidd-Gilchrist makes free throw 1 of 2
6:00.0,,,72-71,1,M. Kidd-Gilchrist makes free throw 2 of 2
5:50.0,M. Belinelli makes 2-pt shot from 21 ft (assist by R. Holmes),2,74-71,,
5:30.0,,,74-71,,M. Williams misses 2-pt shot from 7 ft
5:27.0,,,74-71,,Offensive rebound by N. Batum
5:27.0,,,74-71,,N. Batum misses 3-pt shot from 22 ft
5:24.0,Defensive rebound by R. Holmes,,74-71,,
5:18.0,R. Covington makes 2-pt shot from 1 ft (assist by B. Simmons),2,76-71,,
5:02.0,,,76-71,,K. Walker misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by R. Covington,,76-71,,
4:48.0,T. McConnell makes 2-pt shot from 7 ft,2,78-71,,
4:29.0,Personal foul by R. Holmes (drawn by D. Howard),,78-71,,
4:29.0,,,78-71,,D. Howard misses free throw 1 of 2
4:29.0,,,78-71,,Offensive rebound by Team
4:29.0,,,78-71,,D. Howard misses free throw 2 of 2
4:25.0,Defensive rebound by R. Holmes,,78-71,,
4:18.0,R. Covington makes 2-pt shot from 6 ft (assist by B. Simmons),2,80-71,,
4:06.0,,,80-71,,Turnover by K. Walker (bad pass; steal by B. Simmons)
3:55.0,T. McConnell makes 2-pt shot from 1 ft (assist by B. Simmons),2,82-71,,
3:55.0,,,82-71,,Charlotte full timeout
3:55.0,,,82-71,,J. Lamb enters the game for M. Williams
3:55.0,,,82-71,,F. Kaminsky enters the game for N. Batum
3:43.0,,,82-71,,Turnover by D. Howard (lost ball; steal by T. McConnell)
3:24.0,R. Covington misses 3-pt shot from 30 ft,,82-71,,
3:19.0,,,82-71,,Defensive rebound by D. Howard
2:58.0,,,82-71,,Turnover by K. Walker (lost ball; steal by R. Covington)
2:54.0,R. Covington misses 2-pt shot from 3 ft (block by J. Lamb),,82-71,,
2:54.0,Offensive rebound by Team,,82-71,,
2:54.0,Philadelphia full timeout,,82-71,,
2:54.0,,,82-71,,M. Monk enters the game for K. Walker
2:51.0,R. Covington makes 2-pt shot from 1 ft (assist by B. Simmons),2,84-71,,
2:31.0,,,84-71,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by B. Simmons)
2:28.0,Defensive rebound by R. Covington,,84-71,,
2:24.0,B. Simmons makes 2-pt shot from 1 ft (assist by T. McConnell),2,86-71,,
2:08.0,,,86-71,,J. Lamb misses 2-pt shot from 2 ft
2:06.0,Defensive rebound by R. Covington,,86-71,,
1:59.0,Turnover by M. Belinelli (bad pass; steal by D. Howard),,86-71,,
1:51.0,,,86-74,3,M. Monk makes 3-pt shot from 22 ft (assist by F. Kaminsky)
1:38.0,,,86-74,,Personal foul by J. Lamb (drawn by B. Simmons)
1:38.0,,,86-74,,W. Hernangomez enters the game for D. Howard
1:38.0,E. Ilyasova enters the game for R. Covington,,86-74,,
1:31.0,M. Belinelli makes 3-pt shot from 26 ft (assist by B. Simmons),3,89-74,,
1:15.0,,,89-74,,J. Lamb misses 2-pt shot from 19 ft
1:13.0,Defensive rebound by T. McConnell,,89-74,,
1:02.0,,,89-74,,J. Stone enters the game for M. Kidd-Gilchrist
1:02.0,M. Fultz enters the game for B. Simmons,,89-74,,
0:58.0,Turnover by M. Belinelli (bad pass),,89-74,,
0:41.0,Personal foul by R. Holmes (drawn by W. Hernangomez),,89-74,,
0:41.0,,,89-75,1,W. Hernangomez makes free throw 1 of 2
0:41.0,J. Redick enters the game for T. McConnell,,89-75,,
0:41.0,,,89-76,1,W. Hernangomez makes free throw 2 of 2
0:28.0,M. Fultz makes 2-pt shot from 12 ft,2,91-76,,
0:05.0,,,91-78,2,M. Monk makes 2-pt shot from 3 ft
0:00.0,M. Fultz misses 2-pt shot from 21 ft,,91-78,,
0:00.0,Offensive rebound by Team,,91-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,E. Ilyasova misses 3-pt shot from 26 ft,,91-78,,
11:41.0,Offensive rebound by Team,,91-78,,
11:33.0,Turnover by M. Fultz (bad pass; steal by W. Hernangomez),,91-78,,
11:28.0,,,91-78,,M. Monk misses 2-pt shot from 1 ft
11:25.0,Defensive rebound by J. Redick,,91-78,,
11:19.0,E. Ilyasova makes 3-pt shot from 22 ft (assist by M. Belinelli),3,94-78,,
11:04.0,,,94-78,,Shooting foul by J. Redick (drawn by W. Hernangomez)
11:04.0,,,94-79,1,W. Hernangomez makes free throw 1 of 2
11:04.0,,,94-80,1,W. Hernangomez makes free throw 2 of 2
10:54.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by A. Johnson),3,97-80,,
10:33.0,,,97-80,,J. Lamb misses 3-pt shot from 23 ft
10:30.0,Defensive rebound by A. Johnson,,97-80,,
10:27.0,J. Redick makes 3-pt shot from 26 ft (assist by M. Fultz),3,100-80,,
10:26.0,,,100-80,,Charlotte full timeout
10:11.0,Personal foul by E. Ilyasova (drawn by W. Hernangomez),,100-80,,
10:01.0,,,100-80,,M. Monk misses 3-pt shot from 26 ft
9:56.0,Defensive rebound by M. Belinelli,,100-80,,
9:44.0,,,100-80,,Personal foul by J. Lamb (drawn by J. Redick)
9:44.0,R. Covington enters the game for M. Belinelli,,100-80,,
9:38.0,E. Ilyasova misses 3-pt shot from 25 ft,,100-80,,
9:35.0,,,100-80,,Defensive rebound by M. Monk
9:27.0,,,100-82,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by M. Monk)
9:27.0,Violation by M. Fultz (def goaltending),,100-82,,
9:16.0,,,100-82,,Personal foul by J. Stone (drawn by J. Redick)
9:03.0,J. Redick misses 3-pt shot from 26 ft,,100-82,,
8:58.0,,,100-82,,Defensive rebound by W. Hernangomez
8:52.0,,,100-84,2,J. Lamb makes 2-pt shot from 11 ft
8:52.0,Philadelphia full timeout,,100-84,,
8:40.0,Offensive foul by E. Ilyasova (drawn by J. Stone),,100-84,,
8:40.0,Turnover by E. Ilyasova (offensive foul),,100-84,,
8:40.0,M. Belinelli enters the game for E. Ilyasova,,100-84,,
8:27.0,,,100-87,3,M. Monk makes 3-pt shot from 25 ft (assist by J. Stone)
8:07.0,Turnover by J. Redick (lost ball; steal by W. Hernangomez),,100-87,,
7:59.0,,,100-87,,F. Kaminsky misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by Team,,100-87,,
7:56.0,,,100-87,,M. Kidd-Gilchrist enters the game for J. Stone
7:56.0,B. Simmons enters the game for M. Fultz,,100-87,,
7:42.0,A. Johnson makes 2-pt shot from 2 ft (assist by M. Belinelli),2,102-87,,
7:29.0,,,102-87,,J. Lamb misses 2-pt shot from 12 ft
7:27.0,,,102-87,,Offensive rebound by W. Hernangomez
7:25.0,,,102-87,,Turnover by F. Kaminsky (bad pass; steal by M. Belinelli)
7:16.0,R. Covington makes 2-pt shot from 2 ft (assist by M. Belinelli),2,104-87,,
7:12.0,E. Ilyasova enters the game for A. Johnson,,104-87,,
7:11.0,,,104-87,,Shooting foul by E. Ilyasova (drawn by F. Kaminsky)
7:11.0,,,104-88,1,F. Kaminsky makes free throw 1 of 2
7:11.0,,,104-88,,F. Kaminsky misses free throw 2 of 2
7:11.0,A. Johnson enters the game for E. Ilyasova,,104-88,,
7:08.0,,,104-88,,Defensive rebound by W. Hernangomez
7:08.0,Personal foul by R. Covington (drawn by W. Hernangomez),,104-88,,
7:01.0,,,104-88,,F. Kaminsky misses 3-pt shot from 24 ft
6:56.0,Defensive rebound by R. Covington,,104-88,,
6:49.0,R. Covington misses 3-pt shot from 24 ft,,104-88,,
6:47.0,,,104-88,,Defensive rebound by W. Hernangomez
6:41.0,,,104-91,3,M. Monk makes 3-pt shot from 24 ft
6:15.0,R. Covington misses 2-pt shot from 18 ft,,104-91,,
6:12.0,Offensive rebound by B. Simmons,,104-91,,
5:57.0,B. Simmons misses 2-pt shot from 13 ft,,104-91,,
5:52.0,,,104-91,,Defensive rebound by J. Lamb
