time,Cleveland,pts.away,score,pts.home,Atlanta
6:49.0,T. Thompson makes 2-pt shot from 1 ft (assist by J. Smith),2,15-15,,
6:37.0,,,15-17,2,D. Schroder makes 2-pt shot from 1 ft
6:37.0,,,15-17,,Shooting foul by J. Calderon (drawn by D. Schroder)
6:37.0,,,15-17,,T. Dorsey enters the game for T. Waller-Prince
6:37.0,,,15-18,1,D. Schroder makes free throw 1 of 1
6:23.0,C. Osman makes 3-pt shot from 23 ft (assist by L. James),3,18-18,,
6:11.0,,,18-20,2,D. Schroder makes 2-pt shot at rim
6:01.0,L. James misses 3-pt shot from 24 ft,,18-20,,
5:57.0,,,18-20,,Defensive rebound by T. Dorsey
5:42.0,,,18-20,,D. Schroder misses 3-pt shot from 24 ft
5:39.0,Defensive rebound by J. Calderon,,18-20,,
5:30.0,T. Thompson misses 2-pt shot from 6 ft,,18-20,,
5:25.0,,,18-20,,Defensive rebound by M. Plumlee
5:20.0,Personal foul by C. Osman (drawn by M. Plumlee),,18-20,,
5:20.0,,,18-20,,D. Dedmon enters the game for E. Ilyasova
5:20.0,,,18-20,,J. Collins enters the game for M. Plumlee
5:20.0,J. Green enters the game for C. Osman,,18-20,,
5:20.0,K. Korver enters the game for J. Calderon,,18-20,,
5:14.0,,,18-20,,K. Bazemore misses 2-pt shot at rim
5:10.0,,,18-20,,Offensive rebound by J. Collins
5:10.0,,,18-20,,J. Collins misses 2-pt shot from 2 ft
5:10.0,,,18-20,,Offensive rebound by Team
5:02.0,,,18-20,,K. Bazemore misses 2-pt shot from 7 ft
4:57.0,Defensive rebound by T. Thompson,,18-20,,
4:47.0,Shooting foul by J. Collins (drawn by T. Thompson),,18-20,,
4:47.0,T. Thompson misses free throw 1 of 2,,18-20,,
4:47.0,Offensive rebound by Team,,18-20,,
4:47.0,,,18-20,,T. Waller-Prince enters the game for K. Bazemore
4:47.0,T. Thompson misses free throw 2 of 2,,18-20,,
4:45.0,,,18-20,,Defensive rebound by J. Collins
4:36.0,,,18-20,,D. Schroder misses 2-pt shot from 19 ft
4:31.0,Defensive rebound by T. Thompson,,18-20,,
4:14.0,K. Korver misses 3-pt shot from 24 ft,,18-20,,
4:12.0,,,18-20,,Defensive rebound by D. Dedmon
3:57.0,,,18-20,,T. Dorsey misses 3-pt shot from 24 ft
3:54.0,Defensive rebound by K. Korver,,18-20,,
3:50.0,Shooting foul by D. Dedmon (drawn by J. Green),,18-20,,
3:50.0,J. Green makes free throw 1 of 2,1,19-20,,
3:50.0,,,19-20,,M. Delaney enters the game for D. Schroder
3:50.0,J. Green makes free throw 2 of 2,1,20-20,,
3:26.0,,,20-20,,M. Delaney misses 2-pt shot from 2 ft (block by T. Thompson)
3:23.0,Defensive rebound by L. James,,20-20,,
3:20.0,T. Thompson makes 2-pt shot from 1 ft (assist by L. James),2,22-20,,
3:06.0,,,22-20,,Offensive foul by J. Collins (drawn by J. Green)
3:06.0,,,22-20,,Turnover by J. Collins (offensive foul)
2:48.0,J. Green makes 2-pt shot from 2 ft,2,24-20,,
2:29.0,,,24-20,,J. Collins misses 2-pt shot from 18 ft
2:27.0,Defensive rebound by K. Korver,,24-20,,
2:23.0,Shooting foul by T. Waller-Prince (drawn by L. James),,24-20,,
2:23.0,Cleveland full timeout,,24-20,,
2:23.0,C. Osman enters the game for J. Smith,,24-20,,
2:23.0,L. James makes free throw 1 of 2,1,25-20,,
2:23.0,L. James makes free throw 2 of 2,1,26-20,,
2:13.0,,,26-20,,T. Dorsey misses 2-pt shot from 17 ft
2:09.0,Defensive rebound by L. James,,26-20,,
2:06.0,Offensive charge foul by L. James (drawn by M. Delaney),,26-20,,
2:06.0,Turnover by L. James (offensive foul),,26-20,,
2:06.0,J. Calderon enters the game for L. James,,26-20,,
1:46.0,,,26-23,3,T. Dorsey makes 3-pt shot from 25 ft (assist by D. Dedmon)
1:28.0,J. Green makes 2-pt shot from 18 ft,2,28-23,,
1:12.0,,,28-25,2,T. Waller-Prince makes 2-pt shot from 1 ft
0:53.0,J. Green misses 2-pt shot from 14 ft,,28-25,,
0:50.0,,,28-25,,Defensive rebound by M. Delaney
0:37.0,,,28-25,,Turnover by T. Waller-Prince (bad pass; steal by J. Calderon)
0:25.0,,,28-25,,Def 3 sec tech foul by T. Waller-Prince
0:25.0,K. Korver makes technical free throw,1,29-25,,
0:15.0,K. Korver makes 2-pt shot from 22 ft (assist by J. Calderon),2,31-25,,
0:11.0,,,31-25,,T. Waller-Prince misses 2-pt shot from 8 ft (block by J. Green)
0:09.0,,,31-25,,Offensive rebound by J. Collins
0:08.0,,,31-27,2,J. Collins makes 2-pt shot from 2 ft
0:04.0,C. Osman misses 3-pt shot from 22 ft,,31-27,,
0:04.0,,,31-27,,Defensive rebound by J. Collins
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,34-27,,
11:20.0,,,34-27,,T. Waller-Prince misses 3-pt shot from 22 ft
11:17.0,Defensive rebound by L. James,,34-27,,
11:11.0,K. Korver makes 3-pt shot from 27 ft (assist by L. James),3,37-27,,
10:55.0,,,37-27,,M. Muscala misses 3-pt shot from 25 ft
10:52.0,,,37-27,,Offensive rebound by I. Taylor
10:51.0,,,37-27,,M. Delaney misses 3-pt shot from 24 ft
10:51.0,Defensive rebound by Team,,37-27,,
10:50.0,,,37-27,,Loose ball foul by M. Muscala (drawn by C. Osman)
10:37.0,J. Green misses 2-pt shot from 1 ft,,37-27,,
10:34.0,,,37-27,,Defensive rebound by M. Muscala
10:28.0,,,37-27,,T. Waller-Prince misses 3-pt shot from 25 ft
10:24.0,,,37-27,,Offensive rebound by M. Muscala
10:23.0,,,37-27,,M. Muscala misses 2-pt shot from 3 ft (block by K. Korver)
10:23.0,Defensive rebound by J. Calderon,,37-27,,
10:21.0,Offensive charge foul by L. James (drawn by M. Delaney),,37-27,,
10:21.0,Turnover by L. James (offensive foul),,37-27,,
9:59.0,,,37-29,2,T. Waller-Prince makes 2-pt shot from 5 ft (assist by M. Delaney)
9:59.0,Shooting block foul by J. Calderon (drawn by T. Waller-Prince),,37-29,,
9:59.0,J. Smith enters the game for J. Calderon,,37-29,,
9:59.0,,,37-29,,E. Ilyasova enters the game for D. Dedmon
9:59.0,,,37-30,1,T. Waller-Prince makes free throw 1 of 1
9:46.0,J. Green misses 2-pt shot from 7 ft (block by M. Muscala),,37-30,,
9:43.0,,,37-30,,Defensive rebound by T. Waller-Prince
9:42.0,,,37-30,,Shooting foul by K. Korver (drawn by E. Ilyasova)
9:42.0,,,37-31,1,E. Ilyasova makes free throw 1 of 2
9:42.0,,,37-31,,K. Bazemore enters the game for T. Waller-Prince
9:42.0,,,37-32,1,E. Ilyasova makes free throw 2 of 2
9:31.0,J. Green misses 3-pt shot from 22 ft,,37-32,,
9:25.0,,,37-32,,Defensive rebound by E. Ilyasova
9:19.0,,,37-32,,I. Taylor misses 3-pt shot from 25 ft
9:16.0,Defensive rebound by C. Osman,,37-32,,
9:12.0,Shooting foul by M. Delaney (drawn by C. Osman),,37-32,,
9:12.0,C. Osman misses free throw 1 of 2,,37-32,,
9:12.0,Offensive rebound by Team,,37-32,,
9:12.0,C. Osman makes free throw 2 of 2,1,38-32,,
8:58.0,,,38-34,2,E. Ilyasova makes 2-pt shot from 12 ft (assist by I. Taylor)
8:47.0,,,38-34,,Personal foul by M. Delaney (drawn by K. Korver)
8:36.0,L. James makes 2-pt shot from 1 ft (assist by C. Osman),2,40-34,,
8:23.0,,,40-36,2,M. Muscala makes 2-pt shot from 1 ft (assist by K. Bazemore)
8:15.0,,,40-36,,D. Schroder enters the game for M. Delaney
8:11.0,Shooting foul by I. Taylor (drawn by L. James),,40-36,,
8:11.0,L. James makes free throw 1 of 2,1,41-36,,
8:11.0,L. James misses free throw 2 of 2,,41-36,,
8:08.0,,,41-36,,Defensive rebound by I. Taylor
7:58.0,,,41-39,3,K. Bazemore makes 3-pt shot from 25 ft (assist by M. Muscala)
7:37.0,J. Green misses 2-pt shot from 3 ft (block by M. Muscala),,41-39,,
7:33.0,Offensive rebound by J. Green,,41-39,,
7:32.0,J. Green makes 2-pt shot from 2 ft,2,43-39,,
7:15.0,,,43-42,3,I. Taylor makes 3-pt shot from 22 ft (assist by M. Muscala)
6:54.0,J. Smith misses 3-pt shot from 25 ft,,43-42,,
6:50.0,,,43-42,,Defensive rebound by D. Schroder
6:46.0,,,43-45,3,I. Taylor makes 3-pt shot from 22 ft (assist by K. Bazemore)
6:45.0,Cleveland full timeout,,43-45,,
6:45.0,T. Thompson enters the game for J. Green,,43-45,,
6:23.0,K. Korver misses 3-pt shot from 23 ft,,43-45,,
6:18.0,Offensive rebound by C. Osman,,43-45,,
6:16.0,Turnover by C. Osman (lost ball; steal by M. Muscala),,43-45,,
6:10.0,,,43-45,,I. Taylor misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by K. Korver,,43-45,,
6:02.0,C. Osman makes 2-pt shot from 1 ft (assist by L. James),2,45-45,,
5:52.0,,,45-47,2,D. Schroder makes 2-pt shot from 4 ft
5:43.0,J. Smith misses 3-pt shot from 22 ft,,45-47,,
5:39.0,,,45-47,,Defensive rebound by D. Schroder
5:36.0,,,45-50,3,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Schroder)
5:22.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,48-50,,
5:08.0,,,48-50,,K. Bazemore misses 2-pt shot from 13 ft
5:04.0,Defensive rebound by C. Osman,,48-50,,
5:03.0,Shooting foul by I. Taylor (drawn by C. Osman),,48-50,,
5:03.0,C. Osman misses free throw 1 of 2,,48-50,,
5:03.0,Offensive rebound by Team,,48-50,,
5:03.0,,,48-50,,J. Collins enters the game for I. Taylor
5:03.0,,,48-50,,T. Dorsey enters the game for M. Muscala
5:03.0,J. Green enters the game for L. James,,48-50,,
5:03.0,C. Osman misses free throw 2 of 2,,48-50,,
5:01.0,,,48-50,,Defensive rebound by E. Ilyasova
4:43.0,,,48-50,,E. Ilyasova misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by J. Smith,,48-50,,
4:28.0,J. Smith misses 2-pt shot from 13 ft,,48-50,,
4:26.0,,,48-50,,Defensive rebound by K. Bazemore
4:19.0,,,48-50,,Shooting foul by K. Korver (drawn by K. Bazemore)
4:19.0,,,48-50,,K. Bazemore misses free throw 1 of 2
4:19.0,,,48-50,,Offensive rebound by Team
4:19.0,,,48-50,,D. Dedmon enters the game for E. Ilyasova
4:19.0,,,48-51,1,K. Bazemore makes free throw 2 of 2
4:10.0,J. Green misses 2-pt shot from 4 ft (block by D. Dedmon),,48-51,,
4:10.0,Offensive rebound by Team,,48-51,,
4:04.0,Offensive foul by C. Osman (drawn by T. Dorsey),,48-51,,
4:04.0,Turnover by C. Osman (offensive foul),,48-51,,
3:49.0,,,48-51,,Turnover by K. Bazemore (bad pass; steal by J. Smith)
3:40.0,Shooting foul by K. Bazemore (drawn by K. Korver),,48-51,,
3:40.0,,,48-51,,Technical foul by K. Bazemore
3:40.0,K. Korver makes technical free throw,1,49-51,,
3:40.0,K. Korver makes free throw 1 of 3,1,50-51,,
3:40.0,K. Korver makes free throw 2 of 3,1,51-51,,
3:40.0,,,51-51,,T. Waller-Prince enters the game for K. Bazemore
3:40.0,L. James enters the game for C. Osman,,51-51,,
3:40.0,K. Korver makes free throw 3 of 3,1,52-51,,
3:28.0,,,52-51,,D. Schroder misses 3-pt shot from 24 ft
3:24.0,Defensive rebound by L. James,,52-51,,
3:17.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,54-51,,
3:17.0,Shooting foul by D. Dedmon (drawn by J. Green),,54-51,,
3:17.0,,,54-51,,Atlanta full timeout
3:17.0,J. Green makes free throw 1 of 1,1,55-51,,
3:00.0,,,55-53,2,D. Schroder makes 2-pt shot from 17 ft (assist by D. Dedmon)
2:34.0,L. James misses 2-pt shot from 17 ft,,55-53,,
2:31.0,,,55-53,,Defensive rebound by D. Dedmon
2:18.0,,,55-53,,T. Dorsey misses 2-pt shot from 7 ft
2:14.0,Defensive rebound by T. Thompson,,55-53,,
2:10.0,Turnover by J. Smith (lost ball; steal by D. Dedmon),,55-53,,
1:50.0,,,55-56,3,D. Schroder makes 3-pt shot from 25 ft
1:35.0,L. James makes 2-pt shot from 10 ft,2,57-56,,
1:19.0,,,57-56,,T. Waller-Prince misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by T. Thompson,,57-56,,
0:57.0,L. James makes 2-pt shot from 14 ft,2,59-56,,
0:48.0,,,59-56,,D. Schroder misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by T. Thompson,,59-56,,
0:37.0,L. James misses 2-pt shot from 22 ft,,59-56,,
0:32.0,,,59-56,,Defensive rebound by J. Collins
0:25.0,,,59-56,,D. Schroder misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by T. Thompson,,59-56,,
0:01.0,L. James misses 2-pt shot from 3 ft,,59-56,,
0:01.0,Offensive rebound by T. Thompson,,59-56,,
0:00.0,T. Thompson makes 2-pt shot at rim,2,61-56,,
0:00.0,,,61-56,,T. Dorsey misses 3-pt shot from 58 ft
0:00.0,,,61-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,L. James misses 2-pt shot from 6 ft,,61-56,,
11:43.0,,,61-56,,Defensive rebound by D. Schroder
11:40.0,,,61-56,,T. Waller-Prince misses 3-pt shot from 24 ft
11:35.0,Defensive rebound by T. Thompson,,61-56,,
11:13.0,L. James misses 2-pt shot from 22 ft,,61-56,,
11:11.0,,,61-56,,Defensive rebound by D. Schroder
11:01.0,,,61-56,,T. Waller-Prince misses 3-pt shot from 23 ft
10:58.0,Defensive rebound by L. James,,61-56,,
10:40.0,J. Calderon makes 2-pt shot from 21 ft,2,63-56,,
10:25.0,,,63-58,2,T. Waller-Prince makes 2-pt shot from 11 ft (assist by D. Schroder)
10:12.0,J. Calderon makes 2-pt shot from 14 ft,2,65-58,,
10:02.0,Personal foul by J. Smith (drawn by T. Waller-Prince),,65-58,,
9:55.0,,,65-60,2,D. Schroder makes 2-pt shot from 21 ft
9:36.0,L. James misses 3-pt shot from 25 ft,,65-60,,
9:33.0,,,65-60,,Defensive rebound by D. Schroder
9:11.0,,,65-60,,K. Bazemore misses 2-pt shot from 21 ft
9:07.0,Defensive rebound by T. Thompson,,65-60,,
9:01.0,,,65-60,,Def 3 sec tech foul by M. Plumlee
9:01.0,L. James makes technical free throw,1,66-60,,
8:57.0,J. Calderon misses 3-pt shot from 25 ft,,66-60,,
8:53.0,,,66-60,,Defensive rebound by E. Ilyasova
8:39.0,,,66-60,,Turnover by M. Plumlee (lost ball; steal by C. Osman)
8:35.0,Shooting foul by E. Ilyasova (drawn by C. Osman),,66-60,,
8:35.0,C. Osman misses free throw 1 of 2,,66-60,,
8:35.0,Offensive rebound by Team,,66-60,,
8:35.0,C. Osman misses free throw 2 of 2,,66-60,,
8:32.0,,,66-60,,Defensive rebound by E. Ilyasova
8:21.0,,,66-60,,E. Ilyasova misses 2-pt shot from 11 ft
8:18.0,Defensive rebound by T. Thompson,,66-60,,
8:14.0,J. Smith makes 2-pt shot from 5 ft (assist by L. James),2,68-60,,
7:58.0,,,68-62,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Schroder)
7:47.0,J. Calderon makes 2-pt shot from 17 ft,2,70-62,,
7:28.0,,,70-64,2,T. Waller-Prince makes 2-pt shot from 5 ft
7:06.0,Turnover by J. Calderon (bad pass; steal by E. Ilyasova),,70-64,,
7:02.0,,,70-64,,Shooting foul by C. Osman (drawn by T. Waller-Prince)
7:02.0,,,70-65,1,T. Waller-Prince makes free throw 1 of 2
7:02.0,,,70-65,,T. Dorsey enters the game for K. Bazemore
7:02.0,,,70-66,1,T. Waller-Prince makes free throw 2 of 2
6:48.0,C. Osman makes 3-pt shot from 22 ft (assist by L. James),3,73-66,,
6:27.0,,,73-66,,T. Waller-Prince misses 2-pt shot from 9 ft
6:21.0,,,73-66,,Offensive rebound by T. Waller-Prince
6:21.0,,,73-68,2,T. Waller-Prince makes 2-pt shot at rim
6:06.0,T. Thompson misses 2-pt shot from 1 ft,,73-68,,
6:02.0,Offensive rebound by L. James,,73-68,,
5:59.0,L. James misses 2-pt shot from 1 ft,,73-68,,
5:59.0,,,73-68,,Defensive rebound by M. Plumlee
5:55.0,,,73-68,,D. Schroder misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by J. Calderon,,73-68,,
5:51.0,C. Osman makes 2-pt shot from 2 ft (assist by L. James),2,75-68,,
5:51.0,Shooting foul by T. Dorsey (drawn by C. Osman),,75-68,,
5:51.0,,,75-68,,Atlanta full timeout
5:51.0,,,75-68,,K. Bazemore enters the game for T. Waller-Prince
5:51.0,,,75-68,,D. Dedmon enters the game for M. Plumlee
5:51.0,C. Osman makes free throw 1 of 1,1,76-68,,
5:35.0,,,76-68,,Shooting foul by J. Calderon (drawn by T. Dorsey)
5:35.0,,,76-69,1,T. Dorsey makes free throw 1 of 2
5:35.0,,,76-69,,J. Collins enters the game for E. Ilyasova
5:35.0,J. Green enters the game for C. Osman,,76-69,,
5:35.0,,,76-70,1,T. Dorsey makes free throw 2 of 2
5:12.0,J. Green makes 3-pt shot from 25 ft,3,79-70,,
4:51.0,,,79-70,,J. Collins misses 2-pt shot from 15 ft
4:48.0,Defensive rebound by J. Smith,,79-70,,
4:43.0,T. Thompson makes 2-pt shot from 1 ft (assist by J. Smith),2,81-70,,
4:21.0,,,81-72,2,D. Schroder makes 2-pt shot from 1 ft (assist by K. Bazemore)
4:10.0,Turnover by J. Calderon (turnover),,81-72,,
4:10.0,K. Korver enters the game for J. Calderon,,81-72,,
3:53.0,,,81-75,3,D. Dedmon makes 3-pt shot from 22 ft (assist by D. Schroder)
3:40.0,K. Korver misses 2-pt shot from 7 ft,,81-75,,
3:37.0,,,81-75,,Defensive rebound by J. Collins
3:30.0,,,81-78,3,K. Bazemore makes 3-pt shot from 25 ft (assist by T. Dorsey)
3:28.0,Cleveland full timeout,,81-78,,
3:28.0,,,81-78,,M. Delaney enters the game for T. Dorsey
3:16.0,T. Thompson makes 2-pt shot from 5 ft (assist by L. James),2,83-78,,
3:03.0,,,83-80,2,D. Schroder makes 2-pt shot from 1 ft
2:42.0,Shooting foul by J. Collins (drawn by L. James),,83-80,,
2:42.0,L. James makes free throw 1 of 2,1,84-80,,
2:42.0,,,84-80,,T. Waller-Prince enters the game for K. Bazemore
2:42.0,C. Osman enters the game for J. Smith,,84-80,,
2:42.0,L. James makes free throw 2 of 2,1,85-80,,
2:31.0,,,85-80,,D. Schroder misses 3-pt shot from 24 ft
2:27.0,Defensive rebound by T. Thompson,,85-80,,
2:21.0,K. Korver makes 3-pt shot from 22 ft (assist by L. James),3,88-80,,
2:05.0,,,88-80,,T. Waller-Prince misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by L. James,,88-80,,
1:59.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,91-80,,
1:56.0,,,91-80,,Atlanta full timeout
1:56.0,,,91-80,,I. Taylor enters the game for D. Schroder
1:56.0,J. Holland enters the game for L. James,,91-80,,
1:37.0,,,91-80,,T. Waller-Prince misses 3-pt shot from 25 ft
1:33.0,Defensive rebound by C. Osman,,91-80,,
1:22.0,K. Korver makes 3-pt shot from 24 ft (assist by J. Green),3,94-80,,
1:04.0,,,94-82,2,M. Delaney makes 2-pt shot from 21 ft
0:43.0,J. Green misses 2-pt shot from 18 ft,,94-82,,
0:39.0,,,94-82,,Defensive rebound by I. Taylor
0:25.0,,,94-82,,I. Taylor misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by C. Osman,,94-82,,
0:00.0,K. Korver makes 3-pt shot from 26 ft (assist by J. Green),3,97-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,97-82,,K. Bazemore misses 2-pt shot from 1 ft
11:41.0,,,97-82,,Offensive rebound by M. Delaney
11:35.0,,,97-82,,Turnover by M. Delaney (bad pass; steal by C. Osman)
11:31.0,J. Green makes 2-pt shot from 2 ft (assist by C. Osman),2,99-82,,
11:29.0,,,99-82,,Atlanta full timeout
11:29.0,,,99-82,,E. Ilyasova enters the game for J. Collins
11:21.0,,,99-82,,Turnover by K. Bazemore (bad pass; steal by C. Osman)
11:15.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,101-82,,
10:53.0,,,101-84,2,I. Taylor makes 2-pt shot from 2 ft
10:38.0,J. Holland misses 3-pt shot from 25 ft,,101-84,,
10:38.0,,,101-84,,Defensive rebound by Team
10:16.0,,,101-87,3,E. Ilyasova makes 3-pt shot from 23 ft (assist by M. Delaney)
9:54.0,J. Holland misses 3-pt shot from 24 ft,,101-87,,
9:48.0,,,101-87,,Defensive rebound by K. Bazemore
9:44.0,,,101-87,,M. Muscala misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by L. James,,101-87,,
9:37.0,,,101-87,,Violation by E. Ilyasova (kicked ball)
9:20.0,J. Holland makes 3-pt shot from 22 ft (assist by L. James),3,104-87,,
8:59.0,,,104-87,,Shooting foul by J. Holland (drawn by I. Taylor)
8:59.0,,,104-87,,I. Taylor misses free throw 1 of 2
8:59.0,,,104-87,,Offensive rebound by Team
8:59.0,,,104-88,1,I. Taylor makes free throw 2 of 2
8:52.0,,,104-88,,Personal foul by K. Bazemore (drawn by L. James)
8:43.0,J. Green makes 3-pt shot from 22 ft (assist by L. James),3,107-88,,
8:22.0,,,107-88,,M. Delaney misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by L. James,,107-88,,
8:13.0,L. James misses 2-pt shot from 3 ft (block by M. Delaney),,107-88,,
8:10.0,,,107-88,,Defensive rebound by I. Taylor
8:10.0,,,107-88,,Shooting foul by J. Holland (drawn by E. Ilyasova)
8:10.0,,,107-89,1,E. Ilyasova makes free throw 1 of 2
8:10.0,,,107-89,,T. Dorsey enters the game for M. Delaney
8:10.0,Cleveland full timeout,,107-89,,
8:10.0,,,107-90,1,E. Ilyasova makes free throw 2 of 2
7:57.0,L. James makes 2-pt shot from 1 ft (assist by C. Osman),2,109-90,,
7:33.0,,,109-90,,I. Taylor misses 2-pt shot from 3 ft
7:28.0,Defensive rebound by J. Green,,109-90,,
7:23.0,K. Korver misses 3-pt shot from 23 ft,,109-90,,
7:18.0,,,109-90,,Defensive rebound by K. Bazemore
7:07.0,,,109-90,,T. Dorsey misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by L. James,,109-90,,
6:58.0,,,109-90,,M. Delaney enters the game for K. Bazemore
6:56.0,,,109-90,,Personal foul by I. Taylor (drawn by J. Holland)
6:49.0,J. Green makes 3-pt shot from 26 ft (assist by C. Osman),3,112-90,,
6:32.0,,,112-90,,T. Dorsey misses 2-pt shot from 16 ft (block by K. Korver)
6:27.0,Defensive rebound by J. Holland,,112-90,,
6:22.0,J. Holland misses 3-pt shot from 24 ft,,112-90,,
6:17.0,,,112-90,,Defensive rebound by I. Taylor
6:14.0,,,112-93,3,T. Dorsey makes 3-pt shot from 24 ft (assist by I. Taylor)
5:57.0,C. Osman makes 2-pt shot from 1 ft,2,114-93,,
5:50.0,,,114-93,,Offensive charge foul by M. Muscala (drawn by J. Holland)
5:50.0,,,114-93,,Turnover by M. Muscala (offensive foul)
5:50.0,,,114-93,,D. Dedmon enters the game for M. Muscala
5:33.0,K. Korver misses 3-pt shot from 22 ft,,114-93,,
5:29.0,,,114-93,,Defensive rebound by E. Ilyasova
5:24.0,,,114-93,,Turnover by I. Taylor (step out of bounds)
5:09.0,K. Korver makes 2-pt shot from 18 ft (assist by L. James),2,116-93,,
4:47.0,,,116-95,2,I. Taylor makes 2-pt shot from 10 ft
4:47.0,Violation by L. James (def goaltending),,116-95,,
4:28.0,L. James misses 3-pt shot from 23 ft,,116-95,,
4:22.0,,,116-95,,Defensive rebound by M. Delaney
4:18.0,,,116-98,3,T. Dorsey makes 3-pt shot from 24 ft (assist by M. Delaney)
4:02.0,K. Korver misses 3-pt shot from 25 ft,,116-98,,
3:59.0,,,116-98,,Defensive rebound by D. Dedmon
3:56.0,,,116-101,3,M. Delaney makes 3-pt shot from 24 ft (assist by I. Taylor)
3:54.0,Cleveland full timeout,,116-101,,
3:54.0,,,116-101,,J. Collins enters the game for E. Ilyasova
3:33.0,J. Holland misses 3-pt shot from 23 ft,,116-101,,
3:29.0,,,116-101,,Defensive rebound by D. Dedmon
3:24.0,,,116-101,,Turnover by M. Delaney (bad pass)
3:02.0,L. James misses 2-pt shot from 21 ft,,116-101,,
2:59.0,,,116-101,,Defensive rebound by J. Collins
2:53.0,,,116-101,,Turnover by I. Taylor (lost ball; steal by J. Holland)
2:41.0,Turnover by L. James (lost ball; steal by M. Delaney),,116-101,,
2:38.0,,,116-101,,Turnover by I. Taylor (bad pass; steal by J. Holland)
2:34.0,K. Korver misses 3-pt shot from 25 ft,,116-101,,
2:29.0,Offensive rebound by L. James,,116-101,,
2:14.0,L. James makes 2-pt shot from 10 ft,2,118-101,,
