time,Indiana,pts.away,score,pts.home,New York
0:36.0,,,30-25,,M. Beasley misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by Team,,30-25,,
0:21.0,L. Stephenson makes 3-pt shot from 23 ft (assist by D. Sabonis),3,33-25,,
0:00.0,,,33-25,,Shooting foul by C. Joseph (drawn by F. Ntilikina)
0:00.0,,,33-25,,F. Ntilikina misses free throw 1 of 2
0:00.0,,,33-25,,Offensive rebound by Team
0:00.0,,,33-25,,F. Ntilikina misses free throw 2 of 2
0:00.0,Defensive rebound by L. Stephenson,,33-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,33-27,2,M. Beasley makes 2-pt shot from 2 ft (assist by F. Ntilikina)
11:18.0,C. Joseph makes 3-pt shot from 23 ft (assist by D. Sabonis),3,36-27,,
11:04.0,,,36-27,,Offensive foul by K. O'Quinn (drawn by L. Stephenson)
11:04.0,,,36-27,,Turnover by K. O'Quinn (offensive foul)
10:51.0,Shooting foul by M. Beasley (drawn by D. Sabonis),,36-27,,
10:51.0,D. Sabonis makes free throw 1 of 2,1,37-27,,
10:51.0,D. Sabonis makes free throw 2 of 2,1,38-27,,
10:32.0,,,38-29,2,F. Ntilikina makes 2-pt shot from 14 ft (assist by M. Beasley)
10:12.0,,,38-29,,Personal foul by D. McDermott (drawn by L. Stephenson)
10:02.0,C. Joseph makes 3-pt shot from 25 ft (assist by D. Sabonis),3,41-29,,
9:46.0,,,41-29,,F. Ntilikina misses 2-pt shot from 17 ft
9:44.0,,,41-31,2,K. O'Quinn makes 2-pt shot from 1 ft
9:44.0,,,41-31,,Shooting foul by A. Poythress (drawn by K. O'Quinn)
9:44.0,,,41-31,,K. O'Quinn misses free throw 1 of 1
9:43.0,,,41-31,,Offensive rebound by K. O'Quinn
9:41.0,Defensive rebound by D. Sabonis,,41-31,,
9:22.0,L. Stephenson misses 2-pt shot from 1 ft,,41-31,,
9:22.0,,,41-31,,Defensive rebound by K. O'Quinn
9:12.0,,,41-31,,Turnover by F. Ntilikina (bad pass; steal by L. Stephenson)
9:04.0,D. Collison misses 3-pt shot from 22 ft,,41-31,,
8:59.0,,,41-31,,Defensive rebound by T. Hardaway
8:55.0,,,41-31,,T. Hardaway misses 3-pt shot from 26 ft
8:55.0,Defensive rebound by D. Sabonis,,41-31,,
8:43.0,D. Sabonis misses 2-pt shot from 16 ft,,41-31,,
8:40.0,,,41-31,,Defensive rebound by K. O'Quinn
8:24.0,,,41-31,,K. O'Quinn misses 2-pt shot from 20 ft
8:24.0,Defensive rebound by A. Poythress,,41-31,,
8:09.0,D. Sabonis makes 2-pt shot from 1 ft,2,43-31,,
7:55.0,,,43-31,,T. Hardaway misses 3-pt shot from 26 ft
7:55.0,Defensive rebound by L. Stephenson,,43-31,,
7:51.0,,,43-31,,Personal foul by F. Ntilikina (drawn by L. Stephenson)
7:51.0,,,43-31,,J. Jack enters the game for M. Beasley
7:51.0,,,43-31,,E. Kanter enters the game for K. O'Quinn
7:51.0,,,43-31,,K. Porzingis enters the game for F. Ntilikina
7:51.0,M. Turner enters the game for A. Poythress,,43-31,,
7:51.0,B. Bogdanovic enters the game for L. Stephenson,,43-31,,
7:44.0,M. Turner makes 2-pt shot from 18 ft (assist by D. Collison),2,45-31,,
7:25.0,,,45-31,,K. Porzingis misses 2-pt shot from 11 ft
7:23.0,Defensive rebound by D. Sabonis,,45-31,,
7:12.0,D. Collison misses 2-pt shot from 9 ft,,45-31,,
7:08.0,,,45-31,,Defensive rebound by K. Porzingis
7:05.0,,,45-33,2,T. Hardaway makes 2-pt shot from 15 ft
6:51.0,D. Collison makes 2-pt shot from 2 ft,2,47-33,,
6:39.0,,,47-33,,E. Kanter misses 2-pt shot at rim
6:37.0,Defensive rebound by D. Sabonis,,47-33,,
6:37.0,,,47-33,,Personal foul by D. McDermott (drawn by B. Bogdanovic)
6:37.0,,,47-33,,New York full timeout
6:37.0,,,47-33,,C. Lee enters the game for D. McDermott
6:26.0,D. Sabonis makes 2-pt shot from 2 ft (assist by D. Collison),2,49-33,,
6:09.0,,,49-35,2,K. Porzingis makes 2-pt shot from 13 ft (assist by T. Hardaway)
5:52.0,D. Collison misses 2-pt shot from 3 ft (block by K. Porzingis),,49-35,,
5:49.0,,,49-35,,Defensive rebound by J. Jack
5:46.0,,,49-35,,K. Porzingis misses 3-pt shot from 28 ft
5:46.0,Defensive rebound by B. Bogdanovic,,49-35,,
5:32.0,B. Bogdanovic misses 2-pt shot from 1 ft,,49-35,,
5:30.0,,,49-35,,Defensive rebound by E. Kanter
5:27.0,,,49-35,,Turnover by T. Hardaway (out of bounds lost ball)
5:27.0,T. Young enters the game for D. Sabonis,,49-35,,
5:27.0,V. Oladipo enters the game for D. Collison,,49-35,,
5:19.0,,,49-35,,Violation by E. Kanter (kicked ball)
5:15.0,V. Oladipo misses 2-pt shot from 19 ft,,49-35,,
5:13.0,,,49-35,,Defensive rebound by T. Hardaway
4:54.0,,,49-37,2,T. Hardaway makes 2-pt shot from 2 ft
4:41.0,M. Turner makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,52-37,,
4:23.0,,,52-37,,C. Lee misses 3-pt shot from 26 ft
4:21.0,Defensive rebound by V. Oladipo,,52-37,,
4:16.0,M. Turner misses 3-pt shot from 27 ft,,52-37,,
4:12.0,,,52-37,,Defensive rebound by C. Lee
4:04.0,,,52-37,,E. Kanter misses 2-pt shot from 1 ft
4:02.0,Defensive rebound by M. Turner,,52-37,,
4:00.0,B. Bogdanovic misses 2-pt shot from 2 ft,,52-37,,
4:00.0,,,52-37,,Defensive rebound by C. Lee
3:55.0,L. Stephenson enters the game for B. Bogdanovic,,52-37,,
3:51.0,,,52-39,2,K. Porzingis makes 2-pt shot from 4 ft (assist by T. Hardaway)
3:41.0,V. Oladipo misses 3-pt shot from 24 ft,,52-39,,
3:37.0,,,52-39,,Defensive rebound by K. Porzingis
3:30.0,,,52-41,2,J. Jack makes 2-pt shot from 19 ft
3:29.0,Indiana full timeout,,52-41,,
3:29.0,D. Collison enters the game for C. Joseph,,52-41,,
3:20.0,Turnover by D. Collison (bad pass; steal by T. Hardaway),,52-41,,
3:15.0,,,52-43,2,J. Jack makes 2-pt shot at rim (assist by T. Hardaway)
2:55.0,Shooting foul by K. Porzingis (drawn by M. Turner),,52-43,,
2:55.0,M. Turner makes free throw 1 of 2,1,53-43,,
2:55.0,M. Turner makes free throw 2 of 2,1,54-43,,
2:33.0,,,54-45,2,K. Porzingis makes 2-pt shot from 8 ft
2:20.0,M. Turner makes 2-pt shot from 16 ft (assist by D. Collison),2,56-45,,
2:09.0,,,56-45,,T. Hardaway misses 2-pt shot from 20 ft
2:04.0,Defensive rebound by D. Collison,,56-45,,
1:57.0,,,56-45,,Def 3 sec tech foul by K. Porzingis
1:57.0,D. Collison makes technical free throw,1,57-45,,
1:57.0,D. Sabonis enters the game for M. Turner,,57-45,,
1:45.0,Turnover by V. Oladipo (bad pass; steal by J. Jack),,57-45,,
1:41.0,,,57-47,2,C. Lee makes 2-pt shot from 1 ft (assist by J. Jack)
1:24.0,T. Young makes 2-pt shot from 10 ft (assist by D. Collison),2,59-47,,
1:13.0,,,59-47,,J. Jack misses 3-pt shot from 26 ft
1:11.0,Defensive rebound by L. Stephenson,,59-47,,
1:09.0,,,59-47,,Personal foul by J. Jack (drawn by L. Stephenson)
1:09.0,L. Stephenson makes free throw 1 of 2,1,60-47,,
1:09.0,L. Stephenson misses free throw 2 of 2,,60-47,,
1:07.0,,,60-47,,Defensive rebound by E. Kanter
0:53.0,,,60-47,,T. Hardaway misses 2-pt shot from 5 ft
0:50.0,Defensive rebound by T. Young,,60-47,,
0:44.0,T. Young makes 2-pt shot from 3 ft (assist by V. Oladipo),2,62-47,,
0:30.0,,,62-47,,C. Lee misses 2-pt shot from 14 ft
0:26.0,Defensive rebound by T. Young,,62-47,,
0:23.0,L. Stephenson misses 2-pt shot from 2 ft (block by K. Porzingis),,62-47,,
0:23.0,Offensive rebound by Team,,62-47,,
0:04.0,D. Sabonis misses 2-pt shot from 4 ft,,62-47,,
0:02.0,,,62-47,,Defensive rebound by E. Kanter
0:00.0,,,62-49,2,J. Jack makes 2-pt shot from 7 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,62-49,,E. Kanter misses 2-pt shot from 6 ft
11:38.0,Defensive rebound by M. Turner,,62-49,,
11:19.0,Turnover by M. Turner (bad pass; steal by C. Lee),,62-49,,
11:07.0,,,62-51,2,K. Porzingis makes 2-pt shot from 12 ft (assist by C. Lee)
10:52.0,Turnover by V. Oladipo (bad pass; steal by C. Lee),,62-51,,
10:32.0,,,62-51,,Turnover by C. Lee (out of bounds lost ball)
10:13.0,M. Turner makes 2-pt shot from 8 ft (assist by D. Collison),2,64-51,,
9:51.0,,,64-51,,Offensive foul by E. Kanter (drawn by M. Turner)
9:51.0,,,64-51,,Turnover by E. Kanter (offensive foul)
9:34.0,V. Oladipo misses 2-pt shot from 20 ft,,64-51,,
9:31.0,,,64-51,,Defensive rebound by E. Kanter
9:24.0,,,64-51,,T. Hardaway misses 2-pt shot from 2 ft (block by M. Turner)
9:20.0,Defensive rebound by D. Collison,,64-51,,
9:18.0,T. Young misses 2-pt shot from 2 ft (block by K. Porzingis),,64-51,,
9:15.0,,,64-51,,Defensive rebound by C. Lee
9:09.0,,,64-51,,E. Kanter misses 2-pt shot from 2 ft
9:05.0,Defensive rebound by V. Oladipo,,64-51,,
8:52.0,M. Turner misses 2-pt shot from 3 ft,,64-51,,
8:51.0,,,64-51,,Defensive rebound by E. Kanter
8:44.0,,,64-53,2,J. Jack makes 2-pt shot from 1 ft
8:25.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by T. Young),3,67-53,,
8:13.0,,,67-55,2,E. Kanter makes 2-pt shot from 14 ft (assist by J. Jack)
7:56.0,,,67-55,,Personal foul by J. Jack (drawn by D. Collison)
7:56.0,D. Sabonis enters the game for M. Turner,,67-55,,
7:45.0,D. Sabonis misses 2-pt shot from 2 ft (block by K. Porzingis),,67-55,,
7:43.0,,,67-55,,Defensive rebound by K. Porzingis
7:39.0,,,67-55,,K. Porzingis misses 3-pt shot from 27 ft
7:36.0,Defensive rebound by Team,,67-55,,
7:17.0,D. Collison misses 2-pt shot from 20 ft,,67-55,,
7:15.0,,,67-55,,Defensive rebound by J. Jack
7:08.0,Personal foul by V. Oladipo (drawn by K. Porzingis),,67-55,,
7:03.0,,,67-55,,Offensive charge foul by E. Kanter (drawn by V. Oladipo)
7:03.0,,,67-55,,Turnover by E. Kanter (offensive foul)
7:03.0,,,67-55,,K. O'Quinn enters the game for E. Kanter
6:46.0,V. Oladipo makes 2-pt shot from 2 ft,2,69-55,,
6:46.0,Shooting foul by T. Hardaway (drawn by V. Oladipo),,69-55,,
6:46.0,,,69-55,,New York full timeout
6:46.0,V. Oladipo makes free throw 1 of 1,1,70-55,,
6:34.0,,,70-55,,C. Lee misses 2-pt shot from 20 ft
6:29.0,,,70-55,,Offensive rebound by K. O'Quinn
6:29.0,,,70-57,2,K. O'Quinn makes 2-pt shot at rim
6:13.0,D. Collison makes 2-pt shot from 18 ft,2,72-57,,
5:51.0,,,72-57,,T. Hardaway misses 3-pt shot from 26 ft
5:48.0,Defensive rebound by T. Young,,72-57,,
5:36.0,T. Young makes 3-pt shot from 27 ft (assist by D. Collison),3,75-57,,
5:12.0,,,75-59,2,T. Hardaway makes 2-pt shot from 12 ft
5:02.0,V. Oladipo misses 2-pt shot from 1 ft (block by T. Hardaway),,75-59,,
5:02.0,,,75-59,,Defensive rebound by K. Porzingis
4:53.0,,,75-61,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by C. Lee)
4:37.0,Shooting foul by J. Jack (drawn by B. Bogdanovic),,75-61,,
4:37.0,B. Bogdanovic makes free throw 1 of 2,1,76-61,,
4:37.0,,,76-61,,L. Thomas enters the game for K. Porzingis
4:37.0,B. Bogdanovic makes free throw 2 of 2,1,77-61,,
4:23.0,,,77-61,,L. Thomas misses 2-pt shot from 3 ft
4:21.0,Defensive rebound by D. Sabonis,,77-61,,
4:09.0,Turnover by D. Sabonis (traveling),,77-61,,
4:09.0,,,77-61,,F. Ntilikina enters the game for J. Jack
3:44.0,,,77-63,2,T. Hardaway makes 2-pt shot from 1 ft
3:21.0,V. Oladipo makes 3-pt shot from 23 ft (assist by D. Collison),3,80-63,,
3:06.0,,,80-63,,L. Thomas misses 2-pt shot from 19 ft
3:02.0,Defensive rebound by V. Oladipo,,80-63,,
2:59.0,Turnover by D. Collison (out of bounds lost ball),,80-63,,
2:59.0,Indiana full timeout,,80-63,,
2:59.0,,,80-63,,D. McDermott enters the game for C. Lee
2:59.0,C. Joseph enters the game for D. Collison,,80-63,,
2:59.0,M. Turner enters the game for T. Young,,80-63,,
2:59.0,L. Stephenson enters the game for B. Bogdanovic,,80-63,,
2:45.0,,,80-65,2,F. Ntilikina makes 2-pt shot from 4 ft
2:30.0,Shooting foul by L. Thomas (drawn by M. Turner),,80-65,,
2:30.0,M. Turner makes free throw 1 of 2,1,81-65,,
2:30.0,M. Turner makes free throw 2 of 2,1,82-65,,
2:14.0,,,82-65,,T. Hardaway misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by Team,,82-65,,
1:53.0,Turnover by D. Sabonis (bad pass; steal by F. Ntilikina),,82-65,,
1:45.0,,,82-65,,T. Hardaway misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by Team,,82-65,,
1:43.0,,,82-65,,Loose ball foul by K. O'Quinn (drawn by D. Sabonis)
1:43.0,D. Sabonis makes free throw 1 of 2,1,83-65,,
1:43.0,,,83-65,,K. Porzingis enters the game for T. Hardaway
1:43.0,D. Sabonis makes free throw 2 of 2,1,84-65,,
1:26.0,,,84-67,2,K. Porzingis makes 2-pt shot from 18 ft
1:09.0,V. Oladipo misses 3-pt shot from 26 ft,,84-67,,
1:06.0,,,84-67,,Defensive rebound by K. O'Quinn
0:50.0,,,84-69,2,K. Porzingis makes 2-pt shot from 15 ft (assist by F. Ntilikina)
0:31.0,C. Joseph misses 2-pt shot from 14 ft,,84-69,,
0:29.0,,,84-69,,Defensive rebound by L. Thomas
0:12.0,,,84-72,3,K. Porzingis makes 3-pt shot from 26 ft (assist by F. Ntilikina)
0:01.0,V. Oladipo misses 3-pt shot from 26 ft,,84-72,,
0:01.0,Offensive rebound by Team,,84-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,T. Young misses 2-pt shot from 1 ft,,84-72,,
11:44.0,,,84-72,,Defensive rebound by D. McDermott
11:39.0,Personal foul by L. Stephenson (drawn by D. McDermott),,84-72,,
11:27.0,,,84-74,2,K. Porzingis makes 2-pt shot from 1 ft (assist by F. Ntilikina)
11:14.0,,,84-74,,Personal foul by F. Ntilikina (drawn by M. Turner)
11:08.0,Turnover by C. Joseph (bad pass),,84-74,,
10:57.0,,,84-74,,F. Ntilikina misses 3-pt shot from 25 ft
10:54.0,Defensive rebound by M. Turner,,84-74,,
10:39.0,T. Young makes 3-pt shot from 25 ft (assist by D. Collison),3,87-74,,
10:20.0,,,87-74,,K. Porzingis misses 2-pt shot from 3 ft
10:18.0,,,87-74,,Offensive rebound by F. Ntilikina
10:16.0,,,87-74,,D. McDermott misses 3-pt shot from 25 ft
10:16.0,,,87-74,,Offensive rebound by K. O'Quinn
10:12.0,,,87-74,,K. O'Quinn misses 2-pt shot from 1 ft
10:09.0,Defensive rebound by C. Joseph,,87-74,,
10:02.0,T. Young makes 3-pt shot from 23 ft (assist by C. Joseph),3,90-74,,
10:00.0,,,90-74,,New York full timeout
10:00.0,,,90-74,,E. Kanter enters the game for K. O'Quinn
9:49.0,,,90-76,2,K. Porzingis makes 2-pt shot from 2 ft (assist by F. Ntilikina)
9:49.0,,,90-76,,Shooting foul by M. Turner (drawn by K. Porzingis)
9:49.0,,,90-77,1,K. Porzingis makes free throw 1 of 1
9:34.0,L. Stephenson misses 3-pt shot from 24 ft,,90-77,,
9:33.0,,,90-77,,Defensive rebound by Team
9:24.0,,,90-80,3,K. Porzingis makes 3-pt shot from 25 ft (assist by F. Ntilikina)
9:00.0,C. Joseph misses 2-pt shot from 3 ft (block by K. Porzingis),,90-80,,
8:57.0,,,90-80,,Defensive rebound by K. Porzingis
8:50.0,,,90-80,,K. Porzingis misses 2-pt shot from 18 ft
8:44.0,,,90-80,,Offensive rebound by E. Kanter
8:44.0,,,90-82,2,E. Kanter makes 2-pt shot at rim
8:44.0,Indiana full timeout,,90-82,,
8:44.0,V. Oladipo enters the game for L. Stephenson,,90-82,,
8:44.0,B. Bogdanovic enters the game for M. Turner,,90-82,,
8:44.0,D. Sabonis enters the game for D. Collison,,90-82,,
8:27.0,,,90-82,,Personal foul by L. Thomas (drawn by V. Oladipo)
8:17.0,V. Oladipo misses 2-pt shot from 22 ft,,90-82,,
8:14.0,,,90-82,,Defensive rebound by F. Ntilikina
8:01.0,,,90-82,,D. McDermott misses 3-pt shot from 26 ft
7:58.0,Defensive rebound by T. Young,,90-82,,
7:42.0,B. Bogdanovic misses 3-pt shot from 23 ft,,90-82,,
7:38.0,,,90-82,,Defensive rebound by K. Porzingis
7:32.0,,,90-82,,Shooting foul by T. Young (drawn by K. Porzingis)
7:32.0,,,90-82,,K. Porzingis misses free throw 1 of 3
7:32.0,,,90-82,,Offensive rebound by Team
7:32.0,,,90-83,1,K. Porzingis makes free throw 2 of 3
7:32.0,,,90-84,1,K. Porzingis makes free throw 3 of 3
7:21.0,V. Oladipo makes 2-pt shot from 16 ft (assist by C. Joseph),2,92-84,,
7:04.0,,,92-86,2,L. Thomas makes 2-pt shot at rim
6:49.0,Turnover by T. Young (bad pass; steal by F. Ntilikina),,92-86,,
6:33.0,,,92-89,3,F. Ntilikina makes 3-pt shot from 26 ft (assist by D. McDermott)
6:31.0,Indiana full timeout,,92-89,,
6:31.0,,,92-89,,T. Hardaway enters the game for D. McDermott
6:31.0,M. Turner enters the game for C. Joseph,,92-89,,
6:31.0,D. Collison enters the game for D. Sabonis,,92-89,,
6:13.0,V. Oladipo makes 2-pt shot from 21 ft,2,94-89,,
5:56.0,,,94-89,,Shooting foul by T. Young (drawn by K. Porzingis)
5:56.0,,,94-90,1,K. Porzingis makes free throw 1 of 2
5:56.0,,,94-91,1,K. Porzingis makes free throw 2 of 2
5:39.0,V. Oladipo misses 2-pt shot at rim (block by K. Porzingis),,94-91,,
5:39.0,,,94-91,,Defensive rebound by Team
5:22.0,,,94-93,2,T. Hardaway makes 2-pt shot from 2 ft (assist by E. Kanter)
4:57.0,V. Oladipo misses 2-pt shot from 1 ft,,94-93,,
4:55.0,,,94-93,,Defensive rebound by E. Kanter
4:35.0,,,94-93,,L. Thomas misses 2-pt shot from 5 ft
4:33.0,,,94-93,,Offensive rebound by E. Kanter
4:31.0,,,94-93,,Turnover by E. Kanter (lost ball; steal by V. Oladipo)
4:11.0,M. Turner misses 2-pt shot from 21 ft,,94-93,,
4:07.0,,,94-93,,Defensive rebound by E. Kanter
4:04.0,Personal foul by B. Bogdanovic (drawn by T. Hardaway),,94-93,,
4:04.0,,,94-93,,T. Hardaway misses free throw 1 of 2
4:04.0,,,94-93,,Offensive rebound by Team
4:04.0,,,94-94,1,T. Hardaway makes free throw 2 of 2
3:42.0,D. Collison makes 2-pt shot from 23 ft,2,96-94,,
3:40.0,,,96-94,,New York full timeout
3:40.0,D. Sabonis enters the game for M. Turner,,96-94,,
3:26.0,,,96-96,2,K. Porzingis makes 2-pt shot from 16 ft (assist by F. Ntilikina)
3:26.0,,,96-96,,Shooting foul by T. Young (drawn by K. Porzingis)
3:26.0,,,96-97,1,K. Porzingis makes free throw 1 of 1
3:05.0,Offensive charge foul by D. Sabonis (drawn by K. Porzingis),,96-97,,
3:05.0,Turnover by D. Sabonis (offensive foul),,96-97,,
2:53.0,,,96-97,,F. Ntilikina misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by B. Bogdanovic,,96-97,,
2:33.0,D. Collison makes 3-pt shot from 27 ft (assist by T. Young),3,99-97,,
2:14.0,,,99-99,2,K. Porzingis makes 2-pt shot from 16 ft
1:53.0,V. Oladipo misses 3-pt shot from 27 ft,,99-99,,
1:50.0,,,99-99,,Defensive rebound by K. Porzingis
1:34.0,,,99-102,3,F. Ntilikina makes 3-pt shot from 25 ft (assist by K. Porzingis)
1:33.0,Indiana full timeout,,99-102,,
