time,Phoenix,pts.away,score,pts.home,Golden State
8:27.0,T. Chandler enters the game for A. Len,,29-35,,
8:13.0,T. Daniels makes 3-pt shot from 25 ft (assist by E. Payton),3,32-35,,
7:51.0,,,32-37,2,P. McCaw makes 2-pt shot at rim (assist by O. Casspi)
7:40.0,E. Payton makes 2-pt shot from 1 ft,2,34-37,,
7:21.0,,,34-39,2,K. Thompson makes 2-pt shot from 19 ft (assist by O. Casspi)
7:06.0,T. Daniels misses 2-pt shot from 19 ft,,34-39,,
6:59.0,,,34-39,,Defensive rebound by O. Casspi
6:58.0,,,34-39,,S. Livingston misses 2-pt shot from 13 ft
6:53.0,Defensive rebound by T. Chandler,,34-39,,
6:49.0,Turnover by E. Payton (bad pass; steal by S. Livingston),,34-39,,
6:43.0,,,34-42,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston)
6:28.0,T. Chandler misses 2-pt shot from 2 ft (block by D. West),,34-42,,
6:21.0,Offensive rebound by T. Chandler,,34-42,,
6:20.0,T. Chandler makes 2-pt shot from 1 ft,2,36-42,,
6:04.0,,,36-44,2,P. McCaw makes 2-pt shot from 1 ft (assist by S. Livingston)
5:53.0,Turnover by T. Chandler (traveling),,36-44,,
5:53.0,,,36-44,,K. Durant enters the game for K. Thompson
5:53.0,,,36-44,,S. Curry enters the game for O. Casspi
5:53.0,J. Jackson enters the game for T. Daniels,,36-44,,
5:43.0,,,36-46,2,S. Curry makes 2-pt shot at rim (assist by D. West)
5:19.0,E. Payton misses 2-pt shot from 10 ft,,36-46,,
5:15.0,,,36-46,,Defensive rebound by S. Curry
5:11.0,,,36-46,,P. McCaw misses 3-pt shot from 24 ft
5:05.0,Defensive rebound by D. Bender,,36-46,,
5:03.0,T. Warren misses 2-pt shot from 12 ft,,36-46,,
4:57.0,,,36-46,,Defensive rebound by P. McCaw
4:52.0,,,36-46,,D. West misses 2-pt shot from 17 ft
4:46.0,Defensive rebound by J. Jackson,,36-46,,
4:43.0,T. Chandler makes 2-pt shot at rim (assist by J. Jackson),2,38-46,,
4:26.0,,,38-46,,S. Livingston misses 2-pt shot at rim (block by D. Bender)
4:20.0,Defensive rebound by T. Chandler,,38-46,,
4:17.0,J. Jackson misses 2-pt shot from 3 ft,,38-46,,
4:14.0,,,38-46,,Defensive rebound by S. Curry
4:11.0,,,38-49,3,P. McCaw makes 3-pt shot from 22 ft (assist by K. Durant)
3:46.0,,,38-49,,K. Looney enters the game for D. West
3:46.0,,,38-49,,A. Iguodala enters the game for S. Livingston
3:46.0,M. Chriss enters the game for D. Bender,,38-49,,
3:42.0,J. Jackson misses 2-pt shot from 21 ft,,38-49,,
3:42.0,Offensive rebound by Team,,38-49,,
3:42.0,Turnover by Team (shot clock),,38-49,,
3:36.0,,,38-51,2,S. Curry makes 2-pt shot from 14 ft
3:15.0,E. Payton makes 2-pt shot from 14 ft,2,40-51,,
3:15.0,Shooting foul by S. Curry (drawn by E. Payton),,40-51,,
3:15.0,E. Payton misses free throw 1 of 1,,40-51,,
3:13.0,Offensive rebound by T. Warren,,40-51,,
3:13.0,T. Warren misses 2-pt shot at rim (block by K. Looney),,40-51,,
3:12.0,,,40-51,,Defensive rebound by A. Iguodala
3:07.0,,,40-53,2,K. Durant makes 2-pt shot from 1 ft (assist by A. Iguodala)
2:53.0,T. Chandler makes 2-pt shot from 1 ft (assist by E. Payton),2,42-53,,
2:45.0,Personal foul by E. Payton (drawn by S. Curry),,42-53,,
2:45.0,,,42-53,,Golden State full timeout
2:38.0,,,42-55,2,P. McCaw makes 2-pt shot from 12 ft
2:16.0,,,42-55,,Personal foul by K. Looney (drawn by T. Chandler)
2:10.0,Shooting foul by K. Looney (drawn by M. Chriss),,42-55,,
2:10.0,M. Chriss makes free throw 1 of 2,1,43-55,,
2:10.0,M. Chriss misses free throw 2 of 2,,43-55,,
2:07.0,,,43-55,,Defensive rebound by K. Looney
1:55.0,,,43-55,,P. McCaw misses 2-pt shot from 2 ft
1:50.0,Defensive rebound by M. Chriss,,43-55,,
1:44.0,Turnover by E. Payton (lost ball; steal by K. Looney),,43-55,,
1:41.0,Personal foul by E. Payton (drawn by S. Curry),,43-55,,
1:41.0,J. Gray enters the game for E. Payton,,43-55,,
1:35.0,,,43-55,,Turnover by K. Durant (bad pass)
1:21.0,T. Warren makes 2-pt shot from 16 ft,2,45-55,,
1:06.0,Personal foul by M. Chriss (drawn by A. Iguodala),,45-55,,
1:06.0,,,45-56,1,A. Iguodala makes free throw 1 of 2
1:06.0,,,45-56,,N. Young enters the game for P. McCaw
1:06.0,,,45-56,,A. Iguodala misses free throw 2 of 2
1:04.0,Defensive rebound by T. Chandler,,45-56,,
0:57.0,Turnover by J. Gray (bad pass; steal by K. Looney),,45-56,,
0:51.0,,,45-56,,N. Young misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by J. Jackson,,45-56,,
0:41.0,J. Jackson misses 3-pt shot from 26 ft,,45-56,,
0:36.0,,,45-56,,Defensive rebound by K. Durant
0:35.0,,,45-59,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
0:22.0,T. Warren misses 2-pt shot from 5 ft (block by K. Looney),,45-59,,
0:17.0,Offensive rebound by T. Warren,,45-59,,
0:17.0,T. Warren misses 2-pt shot from 13 ft,,45-59,,
0:16.0,,,45-59,,Defensive rebound by Team
0:05.0,,,45-61,2,S. Curry makes 2-pt shot from 7 ft (assist by A. Iguodala)
0:05.0,Technical foul by T. Warren,,45-61,,
0:05.0,,,45-62,1,S. Curry makes technical free throw
0:01.0,J. Gray misses 3-pt shot from 30 ft,,45-62,,
0:01.0,Offensive rebound by Team,,45-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,45-62,,Personal foul by Z. Pachulia (drawn by T. Warren)
11:39.0,E. Payton makes 2-pt shot from 8 ft,2,47-62,,
11:15.0,,,47-64,2,O. Casspi makes 2-pt shot from 5 ft (assist by Z. Pachulia)
11:03.0,D. Bender misses 3-pt shot from 22 ft,,47-64,,
11:00.0,,,47-64,,Defensive rebound by O. Casspi
10:46.0,,,47-64,,Shooting foul by J. Jackson (drawn by O. Casspi)
10:46.0,,,47-65,1,O. Casspi makes free throw 1 of 2
10:46.0,,,47-66,1,O. Casspi makes free throw 2 of 2
10:29.0,T. Warren misses 2-pt shot from 1 ft,,47-66,,
10:24.0,Offensive rebound by T. Chandler,,47-66,,
10:22.0,T. Chandler makes 2-pt shot from 1 ft,2,49-66,,
10:16.0,,,49-68,2,K. Durant makes 2-pt shot from 3 ft (assist by S. Curry)
10:05.0,E. Payton misses 3-pt shot from 26 ft,,49-68,,
10:05.0,Offensive rebound by E. Payton,,49-68,,
10:05.0,Shooting foul by S. Curry (drawn by E. Payton),,49-68,,
10:05.0,E. Payton makes free throw 1 of 2,1,50-68,,
10:05.0,E. Payton makes free throw 2 of 2,1,51-68,,
10:01.0,,,51-70,2,Z. Pachulia makes 2-pt shot at rim (assist by S. Curry)
10:01.0,Phoenix full timeout,,51-70,,
9:46.0,J. Jackson misses 2-pt shot from 8 ft,,51-70,,
9:42.0,,,51-70,,Defensive rebound by S. Curry
9:39.0,,,51-73,3,S. Curry makes 3-pt shot from 27 ft
9:13.0,J. Jackson misses 2-pt shot from 10 ft,,51-73,,
9:10.0,,,51-73,,Defensive rebound by Z. Pachulia
9:08.0,,,51-73,,Turnover by S. Curry (bad pass)
9:08.0,A. Len enters the game for T. Chandler,,51-73,,
9:08.0,T. Daniels enters the game for J. Jackson,,51-73,,
8:51.0,T. Daniels misses 3-pt shot from 25 ft,,51-73,,
8:48.0,Offensive rebound by Team,,51-73,,
8:47.0,Turnover by E. Payton (bad pass; steal by Z. Pachulia),,51-73,,
8:47.0,Personal foul by A. Len (drawn by Z. Pachulia),,51-73,,
8:37.0,,,51-73,,Turnover by K. Thompson (traveling)
8:28.0,E. Payton misses 2-pt shot from 4 ft (block by Z. Pachulia),,51-73,,
8:27.0,,,51-73,,Defensive rebound by Team
8:21.0,Jump ball: Z. Pachulia vs. E. Payton (S. Curry gains possession),,,,Jump ball: Z. Pachulia vs. E. Payton (S. Curry gains possession)
8:19.0,,,51-73,,K. Thompson misses 3-pt shot from 25 ft
8:16.0,,,51-73,,Offensive rebound by Z. Pachulia
8:05.0,,,51-75,2,S. Curry makes 2-pt shot from 17 ft
7:51.0,Shooting foul by K. Thompson (drawn by D. Bender),,51-75,,
7:51.0,D. Bender makes free throw 1 of 2,1,52-75,,
7:51.0,D. Bender misses free throw 2 of 2,,52-75,,
7:50.0,,,52-75,,Defensive rebound by Team
7:30.0,,,52-77,2,K. Durant makes 2-pt shot from 1 ft
7:30.0,,,52-77,,Shooting foul by T. Daniels (drawn by K. Durant)
7:30.0,,,52-77,,K. Durant misses free throw 1 of 1
7:28.0,Defensive rebound by A. Len,,52-77,,
7:11.0,T. Warren makes 2-pt shot from 1 ft (assist by E. Payton),2,54-77,,
7:01.0,,,54-77,,O. Casspi misses 3-pt shot from 24 ft
6:59.0,,,54-77,,Offensive rebound by S. Curry
6:59.0,,,54-77,,Turnover by S. Curry (traveling)
6:44.0,,,54-77,,Personal foul by K. Durant (drawn by A. Len)
6:44.0,,,54-77,,A. Iguodala enters the game for O. Casspi
6:39.0,D. Bender misses 3-pt shot from 24 ft,,54-77,,
6:35.0,Offensive rebound by T. Warren,,54-77,,
6:32.0,T. Warren makes 2-pt shot from 9 ft,2,56-77,,
6:08.0,,,56-77,,A. Iguodala misses 2-pt shot from 8 ft
6:01.0,,,56-77,,Offensive rebound by A. Iguodala
6:01.0,,,56-77,,A. Iguodala misses 2-pt shot at rim
5:59.0,,,56-77,,Offensive rebound by A. Iguodala
5:59.0,,,56-79,2,A. Iguodala makes 2-pt shot at rim
5:55.0,E. Payton misses 2-pt shot from 16 ft,,56-79,,
5:48.0,Offensive rebound by T. Warren,,56-79,,
5:48.0,T. Warren makes 2-pt shot at rim,2,58-79,,
5:37.0,,,58-81,2,K. Thompson makes 2-pt shot from 13 ft
5:22.0,T. Daniels makes 2-pt shot from 12 ft (assist by A. Len),2,60-81,,
5:06.0,,,60-81,,K. Thompson misses 2-pt shot from 18 ft
5:03.0,Defensive rebound by E. Payton,,60-81,,
4:57.0,T. Warren makes 2-pt shot from 1 ft (assist by E. Payton),2,62-81,,
4:56.0,,,62-81,,Golden State full timeout
4:56.0,,,62-81,,J. McGee enters the game for Z. Pachulia
4:56.0,M. Chriss enters the game for D. Bender,,62-81,,
4:42.0,,,62-84,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
4:21.0,T. Daniels misses 3-pt shot from 25 ft,,62-84,,
4:17.0,,,62-84,,Defensive rebound by S. Curry
4:13.0,,,62-84,,Turnover by S. Curry (bad pass)
3:59.0,M. Chriss misses 3-pt shot from 25 ft,,62-84,,
3:55.0,,,62-84,,Defensive rebound by K. Durant
3:36.0,,,62-86,2,K. Thompson makes 2-pt shot from 14 ft (assist by K. Durant)
3:12.0,Shooting foul by S. Curry (drawn by E. Payton),,62-86,,
3:12.0,E. Payton misses free throw 1 of 2,,62-86,,
3:12.0,Offensive rebound by Team,,62-86,,
3:12.0,,,62-86,,N. Young enters the game for K. Thompson
3:12.0,E. Payton makes free throw 2 of 2,1,63-86,,
3:01.0,,,63-88,2,K. Durant makes 2-pt shot from 12 ft
3:01.0,,,63-88,,Shooting foul by T. Warren (drawn by K. Durant)
3:01.0,J. Jackson enters the game for E. Payton,,63-88,,
3:01.0,J. Gray enters the game for T. Warren,,63-88,,
3:01.0,,,63-88,,K. Durant misses free throw 1 of 1
2:58.0,Defensive rebound by M. Chriss,,63-88,,
2:48.0,A. Len misses 2-pt shot from 1 ft,,63-88,,
2:41.0,,,63-88,,Defensive rebound by K. Durant
2:38.0,,,63-88,,S. Curry misses 2-pt shot from 2 ft
2:34.0,Defensive rebound by A. Len,,63-88,,
2:31.0,J. Jackson misses 2-pt shot from 2 ft (block by J. McGee),,63-88,,
2:26.0,,,63-88,,Defensive rebound by S. Curry
2:25.0,,,63-88,,S. Curry misses 2-pt shot from 2 ft (block by M. Chriss)
2:25.0,,,63-88,,Offensive rebound by S. Curry
2:25.0,Personal foul by M. Chriss (drawn by S. Curry),,63-88,,
2:25.0,,,63-89,1,S. Curry makes free throw 1 of 2
2:25.0,,,63-90,1,S. Curry makes free throw 2 of 2
2:05.0,Turnover by M. Chriss (lost ball; steal by N. Young),,63-90,,
2:02.0,,,63-92,2,A. Iguodala makes 2-pt shot from 1 ft
2:01.0,Phoenix full timeout,,63-92,,
1:45.0,T. Daniels makes 2-pt shot from 14 ft (assist by M. Chriss),2,65-92,,
1:28.0,,,65-94,2,K. Durant makes 2-pt shot at rim (assist by A. Iguodala)
1:14.0,,,65-94,,Personal foul by J. McGee (drawn by A. Len)
1:14.0,A. Len makes free throw 1 of 2,1,66-94,,
1:14.0,A. Len makes free throw 2 of 2,1,67-94,,
1:02.0,Personal foul by A. Len (drawn by J. McGee),,67-94,,
1:02.0,,,67-95,1,J. McGee makes free throw 1 of 2
1:02.0,,,67-96,1,J. McGee makes free throw 2 of 2
0:54.0,J. Gray misses 2-pt shot from 1 ft (block by J. McGee),,67-96,,
0:49.0,Offensive rebound by A. Len,,67-96,,
0:48.0,A. Len misses 2-pt shot from 3 ft,,67-96,,
0:47.0,,,67-96,,Defensive rebound by K. Durant
0:47.0,,,67-99,3,N. Young makes 3-pt shot from 26 ft (assist by K. Durant)
0:35.0,J. Jackson makes 2-pt shot from 2 ft,2,69-99,,
0:21.0,,,69-99,,Turnover by K. Durant (turnover)
0:05.0,J. Gray misses 2-pt shot from 5 ft,,69-99,,
0:04.0,Offensive rebound by A. Len,,69-99,,
0:04.0,A. Len makes 2-pt shot at rim,2,71-99,,
0:01.0,,,71-99,,S. Curry misses 3-pt shot from 45 ft
0:01.0,,,71-99,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,71-101,2,K. Looney makes 2-pt shot from 2 ft
11:26.0,J. Jackson misses 2-pt shot from 1 ft (block by D. West),,71-101,,
11:23.0,Offensive rebound by J. Jackson,,71-101,,
11:22.0,J. Jackson misses 2-pt shot from 1 ft,,71-101,,
11:20.0,,,71-101,,Defensive rebound by D. West
11:17.0,,,71-104,3,N. Young makes 3-pt shot from 26 ft (assist by S. Livingston)
10:58.0,Shooting foul by D. West (drawn by T. Warren),,71-104,,
10:58.0,T. Warren makes free throw 1 of 2,1,72-104,,
10:58.0,T. Warren makes free throw 2 of 2,1,73-104,,
10:40.0,,,73-107,3,O. Casspi makes 3-pt shot from 27 ft (assist by D. West)
10:27.0,T. Warren misses 2-pt shot from 9 ft,,73-107,,
10:23.0,,,73-107,,Defensive rebound by S. Livingston
10:15.0,,,73-109,2,N. Young makes 2-pt shot from 11 ft (assist by S. Livingston)
10:14.0,Phoenix full timeout,,73-109,,
10:14.0,D. Bender enters the game for M. Chriss,,73-109,,
10:14.0,J. Dudley enters the game for J. Jackson,,73-109,,
10:14.0,D. Reed enters the game for A. Len,,73-109,,
10:04.0,E. Payton makes 2-pt shot from 1 ft,2,75-109,,
9:47.0,,,75-109,,N. Young misses 3-pt shot from 25 ft
9:43.0,,,75-109,,Offensive rebound by D. West
9:42.0,,,75-111,2,D. West makes 2-pt shot from 2 ft
9:27.0,D. Reed misses 3-pt shot from 26 ft,,75-111,,
9:24.0,,,75-111,,Defensive rebound by O. Casspi
9:14.0,,,75-111,,N. Young misses 3-pt shot from 23 ft
9:11.0,Defensive rebound by T. Warren,,75-111,,
9:05.0,T. Warren misses 2-pt shot from 2 ft,,75-111,,
8:59.0,,,75-111,,Defensive rebound by D. West
8:53.0,,,75-113,2,O. Casspi makes 2-pt shot at rim (assist by D. West)
8:41.0,,,75-113,,Personal foul by S. Livingston (drawn by T. Warren)
8:38.0,Turnover by J. Dudley (bad pass),,75-113,,
8:21.0,,,75-113,,Shooting foul by T. Warren (drawn by O. Casspi)
8:21.0,,,75-113,,O. Casspi misses free throw 1 of 2
8:21.0,,,75-113,,Offensive rebound by Team
8:21.0,,,75-114,1,O. Casspi makes free throw 2 of 2
8:09.0,D. Bender misses 3-pt shot from 26 ft,,75-114,,
8:04.0,,,75-114,,Defensive rebound by D. West
7:55.0,,,75-114,,Turnover by O. Casspi (bad pass; steal by T. Warren)
7:48.0,E. Payton misses 3-pt shot from 26 ft,,75-114,,
7:45.0,Offensive rebound by T. Warren,,75-114,,
7:42.0,T. Warren makes 2-pt shot from 3 ft,2,77-114,,
7:26.0,,,77-116,2,D. West makes 2-pt shot from 7 ft
7:18.0,Shooting foul by D. West (drawn by E. Payton),,77-116,,
7:18.0,E. Payton makes free throw 1 of 2,1,78-116,,
7:18.0,J. Jackson enters the game for T. Warren,,78-116,,
7:18.0,E. Payton makes free throw 2 of 2,1,79-116,,
7:13.0,,,79-118,2,S. Livingston makes 2-pt shot from 13 ft
7:04.0,J. Dudley misses 3-pt shot from 26 ft,,79-118,,
6:59.0,,,79-118,,Defensive rebound by O. Casspi
6:51.0,,,79-118,,S. Livingston misses 2-pt shot from 3 ft
6:46.0,Defensive rebound by J. Dudley,,79-118,,
6:44.0,E. Payton misses 2-pt shot from 1 ft (block by D. West),,79-118,,
6:44.0,,,79-118,,Defensive rebound by Team
6:44.0,,,79-118,,Z. Pachulia enters the game for K. Looney
6:44.0,Jump ball: D. West vs. E. Payton (Z. Pachulia gains possession),,,,Jump ball: D. West vs. E. Payton (Z. Pachulia gains possession)
6:26.0,,,79-120,2,S. Livingston makes 2-pt shot from 15 ft (assist by Z. Pachulia)
6:09.0,E. Payton misses 2-pt shot from 18 ft,,79-120,,
