time,Orlando,pts.away,score,pts.home,Miami
3:38.0,J. Simmons misses 2-pt shot at rim,,10-16,,
3:37.0,,,10-16,,Defensive rebound by K. Olynyk
3:31.0,,,10-16,,W. Ellington misses 2-pt shot from 7 ft (block by B. Biyombo)
3:27.0,Defensive rebound by B. Biyombo,,10-16,,
3:25.0,Shooting foul by T. Johnson (drawn by A. Afflalo),,10-16,,
3:25.0,A. Afflalo makes free throw 1 of 2,1,11-16,,
3:25.0,,,11-16,,G. Dragic enters the game for T. Johnson
3:25.0,A. Afflalo makes free throw 2 of 2,1,12-16,,
3:16.0,Personal foul by J. Simmons (drawn by W. Ellington),,12-16,,
3:16.0,W. Iwundu enters the game for J. Simmons,,12-16,,
3:03.0,,,12-19,3,D. Walton makes 3-pt shot from 22 ft (assist by G. Dragic)
2:53.0,Orlando full timeout,,12-19,,
2:53.0,,,12-19,,J. Mickey enters the game for K. Olynyk
2:53.0,M. Speights enters the game for E. Payton,,12-19,,
2:53.0,D. Augustin enters the game for B. Biyombo,,12-19,,
2:39.0,J. Isaac misses 2-pt shot from 3 ft,,12-19,,
2:36.0,,,12-19,,Defensive rebound by W. Ellington
2:15.0,,,12-19,,G. Dragic misses 2-pt shot from 21 ft
2:12.0,Defensive rebound by M. Speights,,12-19,,
2:06.0,M. Speights misses 3-pt shot from 26 ft,,12-19,,
2:02.0,,,12-19,,Defensive rebound by G. Dragic
1:57.0,,,12-21,2,B. Adebayo makes 2-pt shot from 1 ft (assist by G. Dragic)
1:43.0,Shooting foul by D. Walton (drawn by D. Augustin),,12-21,,
1:43.0,D. Augustin makes free throw 1 of 2,1,13-21,,
1:43.0,D. Augustin makes free throw 2 of 2,1,14-21,,
1:22.0,,,14-21,,Offensive charge foul by B. Adebayo (drawn by M. Speights)
1:22.0,,,14-21,,Turnover by B. Adebayo (offensive foul)
1:13.0,Shooting foul by B. Adebayo (drawn by M. Speights),,14-21,,
1:13.0,M. Speights makes free throw 1 of 2,1,15-21,,
1:13.0,M. Speights makes free throw 2 of 2,1,16-21,,
0:58.0,,,16-21,,B. Adebayo misses 2-pt shot from 10 ft
0:56.0,Defensive rebound by M. Speights,,16-21,,
0:51.0,M. Speights misses 3-pt shot from 26 ft,,16-21,,
0:48.0,Offensive rebound by W. Iwundu,,16-21,,
0:48.0,W. Iwundu makes 2-pt shot from 3 ft,2,18-21,,
0:36.0,Personal foul by D. Augustin (drawn by J. Mickey),,18-21,,
0:23.0,,,18-21,,J. Mickey misses 3-pt shot from 25 ft
0:22.0,,,18-21,,Offensive rebound by Team
0:22.0,,,18-21,,Turnover by Team (shot clock)
0:00.0,J. Isaac misses 2-pt shot from 10 ft,,18-21,,
0:00.0,,,18-21,,Defensive rebound by B. Adebayo
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Shooting foul by K. Olynyk (drawn by J. Isaac),,18-21,,
11:47.0,J. Isaac misses free throw 1 of 2,,18-21,,
11:47.0,Offensive rebound by Team,,18-21,,
11:47.0,J. Isaac makes free throw 2 of 2,1,19-21,,
11:31.0,,,19-21,,K. Olynyk misses 2-pt shot from 4 ft
11:28.0,Defensive rebound by M. Speights,,19-21,,
11:15.0,W. Iwundu makes 2-pt shot from 2 ft,2,21-21,,
11:05.0,Def 3 sec tech foul by A. Afflalo,,21-21,,
11:05.0,,,21-21,,W. Ellington misses technical free throw
11:05.0,,,21-21,,Offensive rebound by Team
11:02.0,Personal foul by A. Afflalo (drawn by G. Dragic),,21-21,,
10:49.0,,,21-21,,Turnover by J. Mickey (lost ball; steal by J. Isaac)
10:44.0,M. Speights makes 2-pt shot from 3 ft (assist by D. Augustin),2,23-21,,
10:33.0,,,23-21,,Turnover by K. Olynyk (bad pass; steal by W. Iwundu)
10:31.0,A. Afflalo makes 2-pt shot from 4 ft (assist by W. Iwundu),2,25-21,,
10:12.0,,,25-23,2,J. Mickey makes 2-pt shot from 3 ft (assist by W. Ellington)
9:53.0,J. Isaac misses 2-pt shot from 3 ft,,25-23,,
9:51.0,,,25-23,,Defensive rebound by J. Mickey
9:50.0,,,25-23,,Turnover by G. Dragic (traveling)
9:50.0,,,25-23,,J. Richardson enters the game for D. Walton
9:50.0,M. Hezonja enters the game for J. Isaac,,25-23,,
9:33.0,D. Augustin makes 3-pt shot from 26 ft,3,28-23,,
9:20.0,Personal foul by A. Afflalo (drawn by J. Mickey),,28-23,,
9:09.0,,,28-23,,Turnover by K. Olynyk (lost ball; steal by M. Hezonja)
9:02.0,Shooting foul by G. Dragic (drawn by D. Augustin),,28-23,,
9:02.0,D. Augustin makes free throw 1 of 2,1,29-23,,
9:02.0,D. Augustin makes free throw 2 of 2,1,30-23,,
8:47.0,,,30-23,,Turnover by J. Richardson (bad pass; steal by M. Speights)
8:42.0,D. Augustin misses 3-pt shot from 27 ft,,30-23,,
8:41.0,Offensive rebound by Team,,30-23,,
8:41.0,,,30-23,,H. Whiteside enters the game for J. Mickey
8:35.0,,,30-23,,Personal foul by W. Ellington (drawn by A. Afflalo)
8:27.0,D. Augustin misses 3-pt shot from 25 ft,,30-23,,
8:23.0,,,30-23,,Defensive rebound by H. Whiteside
8:19.0,,,30-25,2,K. Olynyk makes 2-pt shot from 2 ft (assist by G. Dragic)
8:06.0,A. Afflalo misses 2-pt shot from 5 ft (block by K. Olynyk),,30-25,,
8:03.0,,,30-25,,Defensive rebound by W. Ellington
8:00.0,,,30-25,,W. Ellington misses 3-pt shot from 27 ft
7:55.0,Defensive rebound by W. Iwundu,,30-25,,
7:50.0,D. Augustin makes 2-pt shot from 3 ft,2,32-25,,
7:45.0,,,32-25,,Miami full timeout
7:45.0,,,32-25,,T. Johnson enters the game for K. Olynyk
7:45.0,E. Payton enters the game for A. Afflalo,,32-25,,
7:26.0,,,32-25,,H. Whiteside misses 2-pt shot from 18 ft
7:22.0,,,32-25,,Offensive rebound by J. Richardson
7:15.0,,,32-25,,Shooting foul by E. Payton (drawn by H. Whiteside)
7:15.0,,,32-26,1,H. Whiteside makes free throw 1 of 2
7:15.0,E. Fournier enters the game for W. Iwundu,,32-26,,
7:15.0,,,32-26,,H. Whiteside misses free throw 2 of 2
7:12.0,Defensive rebound by M. Hezonja,,32-26,,
6:58.0,M. Speights misses 2-pt shot from 17 ft,,32-26,,
6:55.0,,,32-26,,Defensive rebound by G. Dragic
6:43.0,,,32-28,2,H. Whiteside makes 2-pt shot from 4 ft
6:25.0,E. Payton makes 2-pt shot from 3 ft,2,34-28,,
6:10.0,,,34-28,,Shooting foul by M. Hezonja (drawn by G. Dragic)
6:10.0,,,34-28,,G. Dragic misses free throw 1 of 2
6:10.0,,,34-28,,Offensive rebound by Team
6:10.0,B. Biyombo enters the game for M. Speights,,34-28,,
6:10.0,J. Simmons enters the game for D. Augustin,,34-28,,
6:10.0,,,34-29,1,G. Dragic makes free throw 2 of 2
6:00.0,E. Fournier misses 3-pt shot from 26 ft,,34-29,,
5:57.0,,,34-29,,Defensive rebound by G. Dragic
5:52.0,,,34-29,,T. Johnson misses 3-pt shot from 25 ft
5:51.0,,,34-29,,Offensive rebound by T. Johnson
5:48.0,,,34-29,,G. Dragic misses 3-pt shot from 23 ft
5:47.0,,,34-29,,Offensive rebound by J. Richardson
5:47.0,,,34-31,2,J. Richardson makes 2-pt shot from 2 ft
5:35.0,Orlando full timeout,,34-31,,
5:35.0,,,34-31,,D. Walton enters the game for G. Dragic
5:21.0,J. Simmons misses 2-pt shot from 12 ft,,34-31,,
5:21.0,Offensive rebound by B. Biyombo,,34-31,,
5:21.0,Shooting foul by T. Johnson (drawn by B. Biyombo),,34-31,,
5:21.0,B. Biyombo misses free throw 1 of 2,,34-31,,
5:21.0,Offensive rebound by Team,,34-31,,
5:21.0,B. Biyombo makes free throw 2 of 2,1,35-31,,
5:02.0,,,35-33,2,H. Whiteside makes 2-pt shot from 18 ft
4:45.0,M. Hezonja makes 2-pt shot from 6 ft,2,37-33,,
4:29.0,,,37-33,,H. Whiteside misses 2-pt shot from 15 ft
4:26.0,Defensive rebound by E. Fournier,,37-33,,
4:20.0,M. Hezonja misses 2-pt shot from 15 ft,,37-33,,
4:14.0,,,37-33,,Defensive rebound by H. Whiteside
4:10.0,,,37-33,,D. Walton misses 3-pt shot from 28 ft
4:10.0,Defensive rebound by B. Biyombo,,37-33,,
3:59.0,E. Payton makes 2-pt shot from 6 ft,2,39-33,,
3:40.0,,,39-33,,J. Richardson misses 3-pt shot from 25 ft
3:36.0,,,39-33,,Offensive rebound by H. Whiteside
3:28.0,,,39-33,,H. Whiteside misses 2-pt shot from 6 ft
3:26.0,Defensive rebound by E. Payton,,39-33,,
3:25.0,E. Fournier makes 2-pt shot from 11 ft (assist by E. Payton),2,41-33,,
3:25.0,Shooting foul by D. Walton (drawn by E. Fournier),,41-33,,
3:25.0,,,41-33,,B. Adebayo enters the game for H. Whiteside
3:25.0,E. Fournier makes free throw 1 of 1,1,42-33,,
3:13.0,,,42-36,3,W. Ellington makes 3-pt shot from 26 ft (assist by J. Richardson)
2:58.0,E. Payton misses 2-pt shot from 8 ft,,42-36,,
2:52.0,Offensive rebound by E. Payton,,42-36,,
2:52.0,E. Payton makes 2-pt shot at rim,2,44-36,,
2:37.0,,,44-36,,T. Johnson misses 2-pt shot from 4 ft (block by B. Biyombo)
2:34.0,Defensive rebound by E. Fournier,,44-36,,
2:30.0,E. Fournier makes 3-pt shot from 27 ft (assist by E. Payton),3,47-36,,
2:19.0,,,47-36,,Miami full timeout
2:19.0,,,47-36,,K. Olynyk enters the game for D. Walton
2:09.0,,,47-36,,Shooting foul by E. Fournier (drawn by B. Adebayo)
2:09.0,,,47-37,1,B. Adebayo makes free throw 1 of 2
2:09.0,,,47-37,,G. Dragic enters the game for W. Ellington
2:09.0,,,47-38,1,B. Adebayo makes free throw 2 of 2
1:56.0,Turnover by E. Fournier (out of bounds lost ball),,47-38,,
1:42.0,,,47-38,,G. Dragic misses 3-pt shot from 26 ft
1:39.0,Defensive rebound by B. Biyombo,,47-38,,
1:34.0,E. Payton misses 2-pt shot from 4 ft (block by K. Olynyk),,47-38,,
1:31.0,,,47-38,,Defensive rebound by B. Adebayo
1:28.0,D. Augustin enters the game for E. Payton,,47-38,,
1:28.0,J. Isaac enters the game for J. Simmons,,47-38,,
1:19.0,,,47-41,3,T. Johnson makes 3-pt shot from 26 ft (assist by G. Dragic)
0:54.0,Turnover by B. Biyombo (lost ball; steal by B. Adebayo),,47-41,,
0:45.0,,,47-41,,Turnover by G. Dragic (bad pass; steal by D. Augustin)
0:41.0,Turnover by D. Augustin (bad pass),,47-41,,
0:41.0,,,47-41,,J. Mickey enters the game for T. Johnson
0:41.0,,,47-41,,W. Ellington enters the game for K. Olynyk
0:24.0,,,47-41,,W. Ellington misses 3-pt shot from 23 ft
0:24.0,Defensive rebound by D. Augustin,,47-41,,
0:05.0,,,47-41,,Personal foul by J. Richardson (drawn by E. Fournier)
0:05.0,E. Fournier makes free throw 1 of 2,1,48-41,,
0:05.0,,,48-41,,K. Olynyk enters the game for J. Mickey
0:05.0,W. Iwundu enters the game for D. Augustin,,48-41,,
0:05.0,E. Fournier makes free throw 2 of 2,1,49-41,,
0:00.0,,,49-43,2,G. Dragic makes 2-pt shot from 11 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Turnover by E. Payton (bad pass; steal by G. Dragic),,49-43,,
11:29.0,,,49-43,,G. Dragic misses 2-pt shot from 4 ft
11:24.0,,,49-43,,Offensive rebound by H. Whiteside
11:23.0,,,49-45,2,H. Whiteside makes 2-pt shot from 2 ft
11:09.0,J. Simmons misses 2-pt shot from 7 ft,,49-45,,
11:06.0,,,49-45,,Defensive rebound by H. Whiteside
11:01.0,,,49-45,,G. Dragic misses 2-pt shot from 4 ft (block by B. Biyombo)
10:56.0,,,49-45,,Offensive rebound by K. Olynyk
10:55.0,,,49-47,2,K. Olynyk makes 2-pt shot from 5 ft
10:49.0,E. Payton makes 2-pt shot from 5 ft,2,51-47,,
10:30.0,Personal foul by M. Hezonja (drawn by K. Olynyk),,51-47,,
10:16.0,,,51-47,,Turnover by Team (shot clock)
10:04.0,E. Fournier misses 3-pt shot from 26 ft,,51-47,,
10:04.0,,,51-47,,Defensive rebound by Team
9:40.0,,,51-47,,T. Johnson misses 3-pt shot from 27 ft
9:37.0,Defensive rebound by E. Payton,,51-47,,
9:27.0,E. Payton makes 2-pt shot from 2 ft,2,53-47,,
9:13.0,,,53-47,,H. Whiteside misses 2-pt shot from 11 ft
9:10.0,Defensive rebound by M. Hezonja,,53-47,,
9:06.0,M. Hezonja misses 2-pt shot from 4 ft,,53-47,,
9:03.0,,,53-47,,Defensive rebound by K. Olynyk
9:03.0,,,53-47,,Miami full timeout
8:43.0,,,53-47,,T. Johnson misses 3-pt shot from 27 ft
8:37.0,,,53-47,,Offensive rebound by K. Olynyk
8:37.0,,,53-47,,K. Olynyk misses 2-pt shot at rim
8:36.0,Defensive rebound by E. Payton,,53-47,,
8:33.0,M. Hezonja makes 2-pt shot from 4 ft (assist by E. Payton),2,55-47,,
8:14.0,,,55-47,,G. Dragic misses 2-pt shot from 14 ft
8:11.0,Defensive rebound by E. Payton,,55-47,,
8:10.0,Shooting foul by T. Johnson (drawn by M. Hezonja),,55-47,,
8:10.0,M. Hezonja makes free throw 1 of 2,1,56-47,,
8:10.0,M. Hezonja makes free throw 2 of 2,1,57-47,,
7:54.0,,,57-47,,K. Olynyk misses 2-pt shot from 18 ft
7:51.0,Defensive rebound by E. Payton,,57-47,,
7:48.0,Turnover by J. Simmons (lost ball; steal by K. Olynyk),,57-47,,
7:38.0,,,57-47,,J. Richardson misses 3-pt shot from 27 ft
7:36.0,Defensive rebound by E. Fournier,,57-47,,
7:36.0,Turnover by E. Fournier (bad pass),,57-47,,
7:25.0,,,57-50,3,K. Olynyk makes 3-pt shot from 27 ft (assist by G. Dragic)
7:14.0,Personal foul by E. Fournier (drawn by J. Richardson),,57-50,,
7:14.0,Turnover by E. Fournier (turnover),,57-50,,
7:02.0,,,57-53,3,G. Dragic makes 3-pt shot from 22 ft (assist by K. Olynyk)
7:01.0,Orlando full timeout,,57-53,,
6:40.0,E. Fournier makes 2-pt shot from 4 ft (assist by M. Hezonja),2,59-53,,
6:24.0,,,59-53,,W. Ellington enters the game for J. Richardson
6:16.0,,,59-53,,G. Dragic misses 3-pt shot from 26 ft
6:11.0,Defensive rebound by B. Biyombo,,59-53,,
6:06.0,E. Payton misses 2-pt shot from 15 ft,,59-53,,
6:02.0,,,59-53,,Defensive rebound by K. Olynyk
5:51.0,Personal foul by M. Hezonja (drawn by K. Olynyk),,59-53,,
5:44.0,,,59-53,,Shooting foul by E. Fournier (drawn by T. Johnson)
5:44.0,,,59-54,1,T. Johnson makes free throw 1 of 2
5:44.0,,,59-55,1,T. Johnson makes free throw 2 of 2
5:27.0,Turnover by M. Hezonja (lost ball; steal by H. Whiteside),,59-55,,
5:22.0,,,59-55,,G. Dragic misses 2-pt shot from 1 ft
5:19.0,Defensive rebound by B. Biyombo,,59-55,,
5:15.0,Offensive charge foul by E. Payton (drawn by K. Olynyk),,59-55,,
5:15.0,Turnover by E. Payton (offensive foul),,59-55,,
5:08.0,,,59-55,,Offensive charge foul by K. Olynyk (drawn by M. Hezonja)
5:08.0,,,59-55,,Turnover by K. Olynyk (offensive foul)
5:08.0,,,59-55,,B. Adebayo enters the game for H. Whiteside
4:48.0,Turnover by E. Fournier (lost ball; steal by W. Ellington),,59-55,,
4:37.0,,,59-57,2,G. Dragic makes 2-pt shot from 7 ft
4:26.0,J. Isaac enters the game for M. Hezonja,,59-57,,
4:26.0,A. Afflalo enters the game for E. Fournier,,59-57,,
4:21.0,B. Biyombo misses 2-pt shot from 3 ft,,59-57,,
4:18.0,,,59-57,,Defensive rebound by T. Johnson
4:08.0,,,59-59,2,T. Johnson makes 2-pt shot from 3 ft
4:07.0,Orlando full timeout,,59-59,,
3:55.0,Turnover by J. Simmons (lost ball; steal by K. Olynyk),,59-59,,
3:51.0,,,59-61,2,G. Dragic makes 2-pt shot from 4 ft (assist by K. Olynyk)
3:36.0,E. Payton misses 2-pt shot from 9 ft,,59-61,,
3:34.0,Offensive rebound by E. Payton,,59-61,,
3:32.0,E. Payton misses 2-pt shot from 5 ft,,59-61,,
3:29.0,,,59-61,,Defensive rebound by B. Adebayo
3:26.0,,,59-64,3,W. Ellington makes 3-pt shot from 27 ft (assist by G. Dragic)
3:03.0,J. Simmons makes 2-pt shot from 15 ft,2,61-64,,
2:48.0,,,61-64,,J. Richardson enters the game for T. Johnson
2:48.0,D. Augustin enters the game for E. Payton,,61-64,,
2:48.0,M. Speights enters the game for B. Biyombo,,61-64,,
2:48.0,W. Iwundu enters the game for J. Simmons,,61-64,,
2:43.0,,,61-64,,G. Dragic misses 2-pt shot from 18 ft
2:41.0,Defensive rebound by M. Speights,,61-64,,
2:31.0,Turnover by J. Isaac (lost ball; steal by K. Olynyk),,61-64,,
2:20.0,,,61-66,2,G. Dragic makes 2-pt shot from 13 ft
2:02.0,A. Afflalo makes 3-pt shot from 24 ft (assist by W. Iwundu),3,64-66,,
1:52.0,,,64-66,,Turnover by G. Dragic (out of bounds lost ball)
1:52.0,,,64-66,,J. Mickey enters the game for K. Olynyk
1:27.0,A. Afflalo makes 2-pt shot from 12 ft (assist by D. Augustin),2,66-66,,
1:11.0,,,66-66,,Turnover by G. Dragic (bad pass; steal by J. Isaac)
0:52.0,M. Speights makes 2-pt shot from 12 ft (assist by W. Iwundu),2,68-66,,
0:34.0,,,68-66,,J. Richardson misses 2-pt shot from 20 ft
0:30.0,Defensive rebound by J. Isaac,,68-66,,
0:25.0,,,68-66,,Personal foul by G. Dragic (drawn by D. Augustin)
0:25.0,Orlando full timeout,,68-66,,
0:14.0,Turnover by M. Speights (lost ball; steal by G. Dragic),,68-66,,
0:12.0,,,68-68,2,G. Dragic makes 2-pt shot from 2 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,68-70,2,T. Johnson makes 2-pt shot from 16 ft (assist by B. Adebayo)
11:23.0,J. Isaac misses 2-pt shot from 4 ft,,68-70,,
11:15.0,Offensive rebound by M. Speights,,68-70,,
11:12.0,D. Augustin misses 3-pt shot from 26 ft,,68-70,,
11:09.0,,,68-70,,Defensive rebound by J. Mickey
11:02.0,,,68-70,,T. Johnson misses 2-pt shot from 17 ft
10:59.0,,,68-70,,Offensive rebound by T. Johnson
10:57.0,,,68-70,,T. Johnson misses 2-pt shot from 6 ft
10:55.0,Defensive rebound by M. Speights,,68-70,,
10:52.0,W. Iwundu misses 3-pt shot from 26 ft,,68-70,,
10:49.0,,,68-70,,Defensive rebound by W. Ellington
10:42.0,,,68-70,,Shooting foul by M. Speights (drawn by T. Johnson)
10:42.0,,,68-71,1,T. Johnson makes free throw 1 of 2
10:42.0,,,68-72,1,T. Johnson makes free throw 2 of 2
10:28.0,M. Speights makes 3-pt shot from 26 ft (assist by D. Augustin),3,71-72,,
10:11.0,,,71-72,,T. Johnson misses 2-pt shot from 8 ft
10:10.0,,,71-72,,Offensive rebound by J. Mickey
10:09.0,,,71-72,,J. Mickey misses 2-pt shot from 3 ft
10:09.0,,,71-72,,Offensive rebound by B. Adebayo
10:09.0,,,71-74,2,B. Adebayo makes 2-pt shot from 6 ft
9:53.0,D. Augustin misses 2-pt shot from 4 ft (block by B. Adebayo),,71-74,,
9:51.0,,,71-74,,Defensive rebound by W. Ellington
9:41.0,Jump ball: B. Adebayo vs. J. Isaac (W. Ellington gains possession),,,,Jump ball: B. Adebayo vs. J. Isaac (W. Ellington gains possession)
9:36.0,,,71-74,,Shooting foul by W. Iwundu (drawn by J. Richardson)
9:36.0,,,71-75,1,J. Richardson makes free throw 1 of 3
9:36.0,,,71-76,1,J. Richardson makes free throw 2 of 3
9:36.0,J. Simmons enters the game for W. Iwundu,,71-76,,
9:36.0,,,71-77,1,J. Richardson makes free throw 3 of 3
9:18.0,D. Augustin misses 2-pt shot from 9 ft (block by B. Adebayo),,71-77,,
9:15.0,,,71-77,,Defensive rebound by W. Ellington
9:06.0,,,71-79,2,J. Richardson makes 2-pt shot from 3 ft
9:02.0,Orlando full timeout,,71-79,,
9:02.0,E. Fournier enters the game for J. Isaac,,71-79,,
9:02.0,M. Hezonja enters the game for A. Afflalo,,71-79,,
9:02.0,E. Payton enters the game for D. Augustin,,71-79,,
8:44.0,M. Hezonja misses 3-pt shot from 27 ft,,71-79,,
8:44.0,,,71-79,,Defensive rebound by B. Adebayo
8:26.0,,,71-79,,T. Johnson misses 3-pt shot from 29 ft
8:22.0,Defensive rebound by M. Hezonja,,71-79,,
8:15.0,M. Speights makes 3-pt shot from 26 ft (assist by E. Payton),3,74-79,,
7:50.0,,,74-81,2,J. Richardson makes 2-pt shot from 16 ft
7:39.0,M. Speights misses 3-pt shot from 26 ft,,74-81,,
7:35.0,,,74-81,,Defensive rebound by W. Ellington
7:28.0,,,74-84,3,W. Ellington makes 3-pt shot from 28 ft
7:20.0,Turnover by M. Hezonja (bad pass; steal by T. Johnson),,74-84,,
7:05.0,,,74-84,,J. Richardson misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by J. Simmons,,74-84,,
6:59.0,Shooting foul by J. Mickey (drawn by J. Simmons),,74-84,,
6:59.0,J. Simmons makes free throw 1 of 2,1,75-84,,
6:59.0,B. Biyombo enters the game for M. Speights,,75-84,,
6:59.0,J. Simmons makes free throw 2 of 2,1,76-84,,
6:41.0,,,76-86,2,J. Richardson makes 2-pt shot from 3 ft
6:30.0,J. Simmons misses 3-pt shot from 25 ft,,76-86,,
6:26.0,Offensive rebound by M. Hezonja,,76-86,,
6:25.0,,,76-86,,K. Olynyk enters the game for J. Mickey
6:16.0,M. Hezonja makes 2-pt shot from 17 ft,2,78-86,,
6:02.0,,,78-89,3,W. Ellington makes 3-pt shot from 28 ft (assist by J. Richardson)
5:43.0,J. Simmons misses 2-pt shot from 11 ft,,78-89,,
5:40.0,,,78-89,,Defensive rebound by K. Olynyk
5:25.0,,,78-89,,T. Johnson misses 3-pt shot from 23 ft
5:21.0,,,78-89,,Offensive rebound by K. Olynyk
5:17.0,,,78-92,3,W. Ellington makes 3-pt shot from 28 ft (assist by B. Adebayo)
