time,Minnesota,pts.away,score,pts.home,Houston
5:53.0,,,6-17,,G. Green enters the game for P. Tucker
5:47.0,A. Wiggins makes 2-pt shot from 2 ft (assist by J. Teague),2,8-17,,
5:27.0,,,8-17,,J. Harden misses 3-pt shot from 25 ft
5:25.0,Defensive rebound by J. Teague,,8-17,,
5:10.0,A. Wiggins misses 3-pt shot from 26 ft,,8-17,,
5:07.0,,,8-17,,Defensive rebound by T. Ariza
4:55.0,,,8-17,,G. Green misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by A. Wiggins,,8-17,,
4:49.0,,,8-17,,Personal foul by G. Green (drawn by J. Butler)
4:49.0,T. Jones enters the game for J. Teague,,8-17,,
4:49.0,J. Crawford enters the game for J. Butler,,8-17,,
4:36.0,A. Wiggins makes 2-pt shot from 12 ft,2,10-17,,
4:19.0,,,10-19,2,J. Harden makes 2-pt shot from 11 ft
4:04.0,T. Gibson makes 2-pt shot from 12 ft (assist by K. Towns),2,12-19,,
3:47.0,,,12-19,,Offensive foul by T. Ariza (drawn by T. Gibson)
3:47.0,,,12-19,,Turnover by T. Ariza (offensive foul)
3:47.0,,,12-19,,N. Hilario enters the game for T. Ariza
3:47.0,,,12-19,,J. Johnson enters the game for C. Capela
3:34.0,A. Wiggins misses 2-pt shot at rim,,12-19,,
3:31.0,,,12-19,,Defensive rebound by G. Green
3:28.0,,,12-19,,E. Gordon misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by T. Gibson,,12-19,,
3:19.0,Shooting foul by N. Hilario (drawn by K. Towns),,12-19,,
3:19.0,K. Towns misses free throw 1 of 2,,12-19,,
3:19.0,Offensive rebound by Team,,12-19,,
3:19.0,K. Towns makes free throw 2 of 2,1,13-19,,
3:09.0,,,13-21,2,E. Gordon makes 2-pt shot from 14 ft
2:48.0,K. Towns makes 2-pt shot from 5 ft,2,15-21,,
2:31.0,,,15-21,,J. Harden misses 3-pt shot from 26 ft
2:29.0,Defensive rebound by T. Gibson,,15-21,,
2:23.0,Shooting foul by G. Green (drawn by J. Crawford),,15-21,,
2:23.0,,,15-21,,Houston full timeout
2:23.0,,,15-21,,C. Paul enters the game for J. Harden
2:23.0,G. Dieng enters the game for K. Towns,,15-21,,
2:23.0,J. Crawford makes free throw 1 of 2,1,16-21,,
2:23.0,J. Crawford makes free throw 2 of 2,1,17-21,,
2:03.0,,,17-21,,E. Gordon misses 2-pt shot from 7 ft
2:02.0,Defensive rebound by Team,,17-21,,
2:02.0,J. Teague enters the game for T. Jones,,17-21,,
1:52.0,Jump ball: N. Hilario vs. G. Dieng (J. Teague gains possession),,,,Jump ball: N. Hilario vs. G. Dieng (J. Teague gains possession)
1:44.0,A. Wiggins misses 2-pt shot from 9 ft,,17-21,,
1:40.0,Offensive rebound by J. Teague,,17-21,,
1:34.0,Shooting foul by N. Hilario (drawn by J. Teague),,17-21,,
1:34.0,J. Teague makes free throw 1 of 2,1,18-21,,
1:34.0,N. Bjelica enters the game for A. Wiggins,,18-21,,
1:34.0,D. Rose enters the game for T. Gibson,,18-21,,
1:34.0,J. Teague misses free throw 2 of 2,,18-21,,
1:34.0,Offensive rebound by G. Dieng,,18-21,,
1:31.0,G. Dieng makes 2-pt shot from 4 ft,2,20-21,,
1:16.0,,,20-21,,E. Gordon misses 3-pt shot from 27 ft
1:14.0,Defensive rebound by G. Dieng,,20-21,,
1:09.0,N. Bjelica misses 2-pt shot from 1 ft,,20-21,,
1:07.0,,,20-21,,Defensive rebound by N. Hilario
1:04.0,,,20-21,,Turnover by C. Paul (turnover)
1:04.0,,,20-21,,Loose ball foul by C. Paul (drawn by G. Dieng)
1:04.0,G. Dieng makes free throw 1 of 2,1,21-21,,
1:04.0,G. Dieng misses free throw 2 of 2,,21-21,,
1:04.0,,,21-21,,Defensive rebound by N. Hilario
0:54.0,Personal foul by D. Rose (drawn by E. Gordon),,21-21,,
0:46.0,Personal foul by J. Teague (drawn by C. Paul),,21-21,,
0:46.0,,,21-21,,C. Paul misses free throw 1 of 2
0:46.0,,,21-21,,Offensive rebound by Team
0:46.0,,,21-22,1,C. Paul makes free throw 2 of 2
0:35.0,J. Crawford misses 3-pt shot from 27 ft,,21-22,,
0:32.0,,,21-22,,Defensive rebound by N. Hilario
0:26.0,,,21-25,3,C. Paul makes 3-pt shot from 24 ft
0:04.0,Turnover by J. Teague (traveling),,21-25,,
0:00.0,,,21-27,2,N. Hilario makes 2-pt shot from 2 ft (assist by C. Paul)
0:00.0,,,21-27,,Shooting foul by J. Teague (drawn by N. Hilario)
0:00.0,T. Jones enters the game for J. Teague,,21-27,,
0:00.0,,,21-27,,N. Hilario misses free throw 1 of 1
0:00.0,Defensive rebound by G. Dieng,,21-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Butler makes 2-pt shot from 18 ft,2,23-27,,
11:15.0,,,23-27,,C. Paul misses 3-pt shot from 23 ft
11:13.0,Defensive rebound by J. Butler,,23-27,,
11:04.0,N. Bjelica misses 2-pt shot from 1 ft (block by J. Johnson),,23-27,,
11:01.0,,,23-27,,Defensive rebound by J. Johnson
10:57.0,,,23-27,,G. Green misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by N. Bjelica,,23-27,,
10:46.0,D. Rose misses 2-pt shot from 8 ft,,23-27,,
10:44.0,Offensive rebound by J. Butler,,23-27,,
10:42.0,J. Butler makes 2-pt shot from 2 ft,2,25-27,,
10:34.0,,,25-27,,E. Gordon misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by N. Bjelica,,25-27,,
10:21.0,D. Rose misses 3-pt shot from 26 ft,,25-27,,
10:19.0,,,25-27,,Defensive rebound by Team
10:12.0,,,25-29,2,C. Paul makes 2-pt shot from 13 ft
10:01.0,J. Crawford makes 2-pt shot from 1 ft,2,27-29,,
9:47.0,,,27-29,,C. Paul misses 2-pt shot from 14 ft
9:44.0,Defensive rebound by K. Towns,,27-29,,
9:39.0,J. Crawford misses 3-pt shot from 25 ft,,27-29,,
9:37.0,,,27-29,,Defensive rebound by J. Johnson
9:25.0,,,27-29,,C. Paul misses 2-pt shot from 3 ft
9:25.0,,,27-29,,Offensive rebound by Team
9:21.0,,,27-31,2,N. Hilario makes 2-pt shot from 3 ft (assist by C. Paul)
9:21.0,,,27-31,,Shooting foul by K. Towns (drawn by N. Hilario)
9:21.0,T. Gibson enters the game for N. Bjelica,,27-31,,
9:21.0,,,27-32,1,N. Hilario makes free throw 1 of 1
9:05.0,D. Rose makes 2-pt shot from 2 ft (assist by J. Butler),2,29-32,,
9:05.0,,,29-32,,Shooting block foul by N. Hilario (drawn by D. Rose)
9:05.0,,,29-32,,C. Capela enters the game for J. Johnson
9:05.0,,,29-32,,T. Ariza enters the game for G. Green
9:05.0,,,29-32,,P. Tucker enters the game for N. Hilario
9:05.0,D. Rose makes free throw 1 of 1,1,30-32,,
8:44.0,,,30-32,,E. Gordon misses 3-pt shot from 26 ft
8:42.0,Defensive rebound by J. Crawford,,30-32,,
8:38.0,,,30-32,,J. Harden enters the game for E. Gordon
8:22.0,J. Crawford makes 3-pt shot from 23 ft (assist by J. Butler),3,33-32,,
8:04.0,,,33-34,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
7:47.0,,,33-34,,Violation by J. Harden (kicked ball)
7:35.0,Turnover by T. Gibson (turnover),,33-34,,
7:18.0,,,33-34,,C. Capela misses 2-pt shot from 4 ft
7:16.0,Defensive rebound by J. Butler,,33-34,,
6:56.0,J. Butler makes 3-pt shot from 26 ft (assist by D. Rose),3,36-34,,
6:38.0,,,36-34,,J. Harden misses 2-pt shot from 2 ft
6:34.0,,,36-34,,Offensive rebound by C. Capela
6:34.0,,,36-36,2,C. Capela makes 2-pt shot at rim
6:25.0,T. Gibson makes 2-pt shot from 6 ft (assist by J. Crawford),2,38-36,,
6:06.0,,,38-36,,P. Tucker misses 3-pt shot from 26 ft
6:04.0,Defensive rebound by J. Butler,,38-36,,
5:49.0,,,38-36,,Houston full timeout
5:49.0,,,38-36,,E. Gordon enters the game for C. Paul
5:49.0,A. Wiggins enters the game for J. Butler,,38-36,,
5:47.0,Turnover by D. Rose (bad pass; steal by T. Ariza),,38-36,,
5:38.0,,,38-36,,Shooting foul by A. Wiggins (drawn by J. Harden)
5:38.0,,,38-37,1,J. Harden makes free throw 1 of 2
5:38.0,,,38-38,1,J. Harden makes free throw 2 of 2
5:27.0,D. Rose misses 2-pt shot from 2 ft (block by C. Capela),,38-38,,
5:26.0,,,38-38,,Defensive rebound by J. Harden
5:22.0,,,38-40,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
5:04.0,A. Wiggins misses 2-pt shot from 3 ft,,38-40,,
5:02.0,,,38-40,,Defensive rebound by C. Capela
4:53.0,,,38-40,,P. Tucker misses 3-pt shot from 26 ft
4:51.0,Defensive rebound by K. Towns,,38-40,,
4:36.0,J. Crawford misses 2-pt shot from 21 ft,,38-40,,
4:36.0,,,38-40,,Defensive rebound by Team
4:18.0,,,38-42,2,C. Capela makes 2-pt shot from 2 ft
4:11.0,Minnesota full timeout,,38-42,,
4:08.0,Offensive charge foul by K. Towns (drawn by P. Tucker),,38-42,,
4:08.0,Turnover by K. Towns (offensive foul),,38-42,,
4:08.0,J. Butler enters the game for J. Crawford,,38-42,,
3:55.0,Personal foul by J. Butler (drawn by J. Harden),,38-42,,
3:47.0,,,38-42,,J. Harden misses 2-pt shot from 3 ft
3:45.0,,,38-42,,Offensive rebound by C. Capela
3:45.0,,,38-42,,C. Capela misses 2-pt shot at rim
3:43.0,,,38-42,,Offensive rebound by C. Capela
3:43.0,,,38-44,2,C. Capela makes 2-pt shot at rim
3:36.0,,,38-44,,Personal foul by C. Capela (drawn by K. Towns)
3:36.0,,,38-44,,C. Paul enters the game for E. Gordon
3:19.0,Turnover by Team (shot clock),,38-44,,
3:07.0,,,38-47,3,J. Harden makes 3-pt shot from 27 ft
2:47.0,D. Rose makes 2-pt shot at rim,2,40-47,,
2:22.0,,,40-50,3,J. Harden makes 3-pt shot from 25 ft
2:06.0,D. Rose makes 2-pt shot from 20 ft,2,42-50,,
1:55.0,,,42-50,,J. Harden misses 2-pt shot from 9 ft
1:52.0,,,42-50,,Offensive rebound by J. Harden
1:51.0,,,42-52,2,J. Harden makes 2-pt shot at rim
1:32.0,A. Wiggins misses 3-pt shot from 26 ft,,42-52,,
1:29.0,Offensive rebound by A. Wiggins,,42-52,,
1:28.0,A. Wiggins misses 2-pt shot from 2 ft,,42-52,,
1:25.0,Offensive rebound by K. Towns,,42-52,,
1:24.0,K. Towns misses 2-pt shot from 1 ft (block by P. Tucker),,42-52,,
1:24.0,,,42-52,,Defensive rebound by C. Capela
1:19.0,,,42-52,,T. Ariza misses 3-pt shot from 23 ft
1:19.0,Defensive rebound by T. Gibson,,42-52,,
1:12.0,D. Rose makes 2-pt shot from 2 ft (assist by T. Gibson),2,44-52,,
0:48.0,,,44-54,2,J. Harden makes 2-pt shot from 1 ft
0:32.0,Shooting foul by C. Capela (drawn by J. Butler),,44-54,,
0:32.0,J. Butler makes free throw 1 of 3,1,45-54,,
0:32.0,J. Butler makes free throw 2 of 3,1,46-54,,
0:32.0,G. Dieng enters the game for K. Towns,,46-54,,
0:32.0,J. Butler makes free throw 3 of 3,1,47-54,,
0:26.0,,,47-54,,C. Paul misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by D. Rose,,47-54,,
0:00.0,D. Rose misses 2-pt shot from 21 ft,,47-54,,
0:00.0,Offensive rebound by Team,,47-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,A. Wiggins makes 2-pt shot from 1 ft,2,49-54,,
11:49.0,Shooting foul by C. Paul (drawn by A. Wiggins),,49-54,,
11:49.0,A. Wiggins makes free throw 1 of 1,1,50-54,,
11:30.0,,,50-54,,C. Paul misses 3-pt shot from 26 ft
11:28.0,Defensive rebound by K. Towns,,50-54,,
11:15.0,Turnover by A. Wiggins (bad pass; steal by T. Ariza),,50-54,,
10:52.0,,,50-54,,J. Harden misses 3-pt shot from 28 ft
10:50.0,Defensive rebound by J. Teague,,50-54,,
10:43.0,T. Gibson makes 2-pt shot at rim (assist by J. Teague),2,52-54,,
10:43.0,Shooting foul by J. Harden (drawn by T. Gibson),,52-54,,
10:43.0,T. Gibson makes free throw 1 of 1,1,53-54,,
10:20.0,,,53-54,,C. Paul misses 3-pt shot from 27 ft
10:18.0,Defensive rebound by J. Butler,,53-54,,
10:07.0,J. Butler misses 3-pt shot from 26 ft,,53-54,,
10:05.0,,,53-54,,Defensive rebound by C. Paul
10:00.0,,,53-54,,T. Ariza misses 2-pt shot from 2 ft
10:00.0,,,53-54,,Offensive rebound by T. Ariza
10:00.0,,,53-54,,Shooting foul by A. Wiggins (drawn by T. Ariza)
10:00.0,,,53-54,,T. Ariza misses free throw 1 of 2
10:00.0,,,53-54,,Offensive rebound by Team
10:00.0,,,53-54,,T. Ariza misses free throw 2 of 2
10:00.0,Defensive rebound by K. Towns,,53-54,,
9:48.0,J. Teague misses 3-pt shot from 27 ft,,53-54,,
9:45.0,Offensive rebound by T. Gibson,,53-54,,
9:27.0,J. Butler makes 3-pt shot from 23 ft (assist by J. Teague),3,56-54,,
9:10.0,,,56-57,3,P. Tucker makes 3-pt shot from 23 ft (assist by J. Harden)
8:51.0,A. Wiggins makes 3-pt shot from 25 ft (assist by J. Teague),3,59-57,,
8:34.0,,,59-57,,Turnover by J. Harden (bad pass)
8:16.0,Turnover by J. Teague (bad pass),,59-57,,
8:08.0,,,59-57,,Shooting foul by A. Wiggins (drawn by T. Ariza)
8:08.0,,,59-57,,T. Ariza misses free throw 1 of 2
8:08.0,,,59-57,,Offensive rebound by Team
8:08.0,D. Rose enters the game for A. Wiggins,,59-57,,
8:08.0,,,59-58,1,T. Ariza makes free throw 2 of 2
7:47.0,J. Teague makes 3-pt shot from 26 ft (assist by D. Rose),3,62-58,,
7:38.0,,,62-58,,Turnover by J. Harden (bad pass)
7:23.0,D. Rose misses 2-pt shot from 20 ft,,62-58,,
7:20.0,,,62-58,,Defensive rebound by C. Capela
7:11.0,,,62-60,2,C. Paul makes 2-pt shot from 13 ft
6:48.0,K. Towns misses 2-pt shot from 7 ft,,62-60,,
6:45.0,,,62-60,,Defensive rebound by C. Paul
6:36.0,,,62-60,,P. Tucker misses 3-pt shot from 23 ft
6:34.0,Defensive rebound by K. Towns,,62-60,,
6:20.0,J. Teague misses 3-pt shot from 26 ft,,62-60,,
6:17.0,Offensive rebound by K. Towns,,62-60,,
6:17.0,Shooting foul by J. Harden (drawn by K. Towns),,62-60,,
6:17.0,,,62-60,,Houston full timeout
6:17.0,,,62-60,,E. Gordon enters the game for C. Paul
6:17.0,K. Towns misses free throw 1 of 2,,62-60,,
6:17.0,Offensive rebound by Team,,62-60,,
6:17.0,K. Towns makes free throw 2 of 2,1,63-60,,
6:01.0,,,63-60,,P. Tucker misses 3-pt shot from 23 ft
6:00.0,Defensive rebound by J. Teague,,63-60,,
5:45.0,J. Teague misses 2-pt shot from 4 ft,,63-60,,
5:45.0,,,63-60,,Defensive rebound by Team
5:45.0,,,63-60,,G. Green enters the game for P. Tucker
5:35.0,Personal foul by D. Rose (drawn by J. Harden),,63-60,,
5:23.0,,,63-60,,T. Ariza misses 3-pt shot from 25 ft
5:19.0,,,63-60,,Offensive rebound by J. Harden
5:15.0,,,63-62,2,G. Green makes 2-pt shot from 20 ft (assist by E. Gordon)
4:57.0,D. Rose makes 2-pt shot from 16 ft (assist by J. Butler),2,65-62,,
4:41.0,,,65-65,3,J. Harden makes 3-pt shot from 26 ft
4:41.0,,,65-65,,Shooting foul by D. Rose (drawn by J. Harden)
4:41.0,J. Crawford enters the game for J. Teague,,65-65,,
4:41.0,T. Jones enters the game for J. Butler,,65-65,,
4:41.0,,,65-66,1,J. Harden makes free throw 1 of 1
4:17.0,D. Rose misses 2-pt shot from 2 ft,,65-66,,
4:16.0,,,65-66,,Defensive rebound by G. Green
4:11.0,,,65-68,2,C. Capela makes 2-pt shot from 2 ft (assist by E. Gordon)
4:11.0,Minnesota full timeout,,65-68,,
3:51.0,J. Crawford misses 2-pt shot from 20 ft,,65-68,,
3:49.0,,,65-68,,Defensive rebound by G. Green
3:34.0,,,65-68,,C. Capela misses 2-pt shot from 1 ft (block by K. Towns)
3:31.0,Defensive rebound by K. Towns,,65-68,,
3:28.0,D. Rose makes 2-pt shot from 1 ft (assist by T. Jones),2,67-68,,
3:13.0,,,67-68,,T. Ariza misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by T. Gibson,,67-68,,
3:00.0,D. Rose makes 3-pt shot from 23 ft (assist by J. Crawford),3,70-68,,
2:45.0,,,70-70,2,J. Harden makes 2-pt shot from 1 ft
2:16.0,K. Towns makes 2-pt shot from 20 ft (assist by D. Rose),2,72-70,,
1:55.0,,,72-70,,J. Harden misses 2-pt shot from 7 ft
1:52.0,,,72-70,,Offensive rebound by C. Capela
1:52.0,,,72-70,,C. Capela misses 2-pt shot at rim
1:51.0,Defensive rebound by J. Crawford,,72-70,,
1:40.0,,,72-70,,N. Hilario enters the game for C. Capela
1:40.0,N. Bjelica enters the game for T. Gibson,,72-70,,
1:40.0,,,72-70,,C. Paul enters the game for T. Ariza
1:27.0,J. Crawford misses 2-pt shot from 7 ft (block by N. Hilario),,72-70,,
1:24.0,,,72-70,,Defensive rebound by G. Green
1:23.0,,,72-70,,C. Paul misses 2-pt shot from 1 ft
1:23.0,Defensive rebound by D. Rose,,72-70,,
1:13.0,D. Rose misses 2-pt shot from 14 ft,,72-70,,
1:11.0,,,72-70,,Defensive rebound by G. Green
0:55.0,,,72-73,3,J. Harden makes 3-pt shot from 26 ft
0:43.0,K. Towns misses 3-pt shot from 26 ft,,72-73,,
0:40.0,,,72-73,,Defensive rebound by G. Green
0:29.0,,,72-73,,Turnover by C. Paul (bad pass)
0:29.0,G. Dieng enters the game for K. Towns,,72-73,,
0:12.0,Turnover by D. Rose (bad pass; steal by C. Paul),,72-73,,
0:02.0,,,72-75,2,J. Harden makes 2-pt shot from 1 ft
0:02.0,,,72-75,,Shooting foul by G. Dieng (drawn by J. Harden)
0:02.0,,,72-76,1,J. Harden makes free throw 1 of 1
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,72-79,3,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul)
11:24.0,J. Crawford makes 3-pt shot from 22 ft (assist by A. Wiggins),3,75-79,,
11:08.0,,,75-79,,Turnover by J. Harden (bad pass; steal by J. Butler)
11:01.0,J. Crawford misses 3-pt shot from 22 ft,,75-79,,
10:59.0,,,75-79,,Defensive rebound by J. Harden
10:49.0,,,75-81,2,C. Paul makes 2-pt shot from 9 ft
10:33.0,J. Teague makes 2-pt shot from 6 ft,2,77-81,,
10:19.0,,,77-81,,G. Green misses 3-pt shot from 27 ft
10:17.0,Defensive rebound by A. Wiggins,,77-81,,
10:01.0,G. Dieng makes 2-pt shot from 20 ft (assist by J. Teague),2,79-81,,
9:36.0,,,79-83,2,G. Green makes 2-pt shot from 9 ft (assist by J. Harden)
9:19.0,Shooting foul by N. Hilario (drawn by G. Dieng),,79-83,,
9:19.0,G. Dieng makes free throw 1 of 2,1,80-83,,
9:19.0,,,80-83,,P. Tucker enters the game for N. Hilario
9:19.0,G. Dieng makes free throw 2 of 2,1,81-83,,
8:58.0,,,81-85,2,C. Paul makes 2-pt shot from 12 ft
8:40.0,G. Dieng misses 2-pt shot from 6 ft,,81-85,,
8:37.0,,,81-85,,Defensive rebound by E. Gordon
8:27.0,,,81-85,,J. Harden misses 3-pt shot from 28 ft
8:25.0,Defensive rebound by J. Teague,,81-85,,
8:03.0,J. Crawford makes 3-pt shot from 26 ft (assist by J. Teague),3,84-85,,
7:40.0,,,84-85,,E. Gordon misses 3-pt shot from 24 ft
7:37.0,Defensive rebound by J. Teague,,84-85,,
7:36.0,Turnover by J. Teague (lost ball; steal by C. Paul),,84-85,,
7:27.0,,,84-85,,Offensive foul by P. Tucker (drawn by J. Butler)
7:27.0,,,84-85,,Turnover by P. Tucker (offensive foul)
7:27.0,,,84-85,,T. Ariza enters the game for J. Harden
7:27.0,K. Towns enters the game for G. Dieng,,84-85,,
7:13.0,J. Butler misses 3-pt shot from 23 ft,,84-85,,
7:11.0,,,84-85,,Defensive rebound by G. Green
7:05.0,,,84-85,,E. Gordon misses 3-pt shot from 27 ft
7:02.0,Defensive rebound by J. Teague,,84-85,,
6:49.0,Shooting foul by G. Green (drawn by J. Crawford),,84-85,,
6:49.0,,,84-85,,Houston full timeout
6:49.0,,,84-85,,C. Capela enters the game for G. Green
6:49.0,J. Crawford makes free throw 1 of 2,1,85-85,,
6:49.0,J. Crawford makes free throw 2 of 2,1,86-85,,
6:31.0,,,86-87,2,E. Gordon makes 2-pt shot from 8 ft (assist by C. Paul)
6:08.0,J. Crawford misses 3-pt shot from 29 ft,,86-87,,
6:07.0,,,86-87,,Defensive rebound by Team
6:07.0,Loose ball foul by J. Butler (drawn by E. Gordon),,86-87,,
6:07.0,,,86-87,,J. Harden enters the game for C. Paul
6:07.0,T. Gibson enters the game for J. Butler,,86-87,,
5:52.0,,,86-87,,J. Harden misses 2-pt shot from 2 ft
5:50.0,Defensive rebound by J. Teague,,86-87,,
5:36.0,Turnover by T. Gibson (bad pass; steal by J. Harden),,86-87,,
5:28.0,,,86-89,2,J. Harden makes 2-pt shot from 5 ft
5:28.0,Minnesota full timeout,,86-89,,
5:28.0,J. Butler enters the game for J. Crawford,,86-89,,
5:13.0,J. Butler misses 2-pt shot from 7 ft (block by C. Capela),,86-89,,
5:11.0,Offensive rebound by T. Gibson,,86-89,,
5:09.0,T. Gibson misses 2-pt shot from 10 ft,,86-89,,
5:09.0,,,86-89,,Defensive rebound by Team
5:06.0,Jump ball: P. Tucker vs. J. Butler (J. Harden gains possession),,,,Jump ball: P. Tucker vs. J. Butler (J. Harden gains possession)
4:48.0,,,86-91,2,J. Harden makes 2-pt shot from 2 ft
4:33.0,A. Wiggins misses 2-pt shot from 9 ft (block by E. Gordon),,86-91,,
4:32.0,,,86-91,,Defensive rebound by T. Ariza
4:27.0,,,86-94,3,J. Harden makes 3-pt shot from 27 ft
4:27.0,Minnesota full timeout,,86-94,,
4:27.0,J. Crawford enters the game for T. Gibson,,86-94,,
4:13.0,Shooting foul by P. Tucker (drawn by J. Teague),,86-94,,
4:13.0,J. Teague makes free throw 1 of 2,1,87-94,,
4:13.0,J. Teague makes free throw 2 of 2,1,88-94,,
3:50.0,,,88-97,3,J. Harden makes 3-pt shot from 25 ft
3:37.0,J. Teague makes 2-pt shot from 6 ft,2,90-97,,
3:37.0,Shooting foul by P. Tucker (drawn by J. Teague),,90-97,,
3:37.0,J. Teague makes free throw 1 of 1,1,91-97,,
3:17.0,,,91-99,2,J. Harden makes 2-pt shot from 1 ft
3:04.0,J. Teague makes 2-pt shot from 9 ft,2,93-99,,
2:40.0,,,93-101,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:23.0,Shooting foul by C. Capela (drawn by A. Wiggins),,93-101,,
2:23.0,A. Wiggins makes free throw 1 of 3,1,94-101,,
2:23.0,A. Wiggins misses free throw 2 of 3,,94-101,,
2:23.0,Offensive rebound by Team,,94-101,,
2:23.0,,,94-101,,C. Paul enters the game for T. Ariza
2:23.0,D. Rose enters the game for J. Crawford,,94-101,,
2:23.0,A. Wiggins makes free throw 3 of 3,1,95-101,,
1:59.0,,,95-101,,Turnover by C. Paul (lost ball; steal by J. Teague)
1:56.0,Turnover by J. Teague (lost ball; steal by E. Gordon),,95-101,,
1:43.0,Personal foul by J. Butler (drawn by J. Harden),,95-101,,
1:30.0,,,95-101,,Shooting foul by J. Butler (drawn by J. Harden)
1:30.0,,,95-102,1,J. Harden makes free throw 1 of 2
1:30.0,Minnesota full timeout,,95-102,,
1:30.0,,,95-102,,J. Harden misses free throw 2 of 2
1:30.0,Defensive rebound by K. Towns,,95-102,,
1:26.0,A. Wiggins makes 2-pt shot at rim (assist by D. Rose),2,97-102,,
