time,Cleveland,pts.away,score,pts.home,Golden State
7:49.0,K. Love makes 2-pt shot from 4 ft (assist by G. Hill),2,35-40,,
7:49.0,Shooting foul by D. West (drawn by K. Love),,35-40,,
7:49.0,,,35-40,,S. Curry enters the game for K. Thompson
7:49.0,K. Love makes free throw 1 of 1,1,36-40,,
7:33.0,,,36-40,,K. Durant misses 2-pt shot from 17 ft
7:32.0,,,36-40,,Offensive rebound by D. West
7:10.0,,,36-42,2,S. Livingston makes 2-pt shot from 13 ft (assist by D. West)
6:47.0,K. Love misses 2-pt shot from 7 ft (block by D. West),,36-42,,
6:46.0,Offensive rebound by K. Love,,36-42,,
6:44.0,K. Love misses 2-pt shot from 4 ft,,36-42,,
6:43.0,,,36-42,,Defensive rebound by D. West
6:39.0,,,36-44,2,S. Livingston makes 2-pt shot from 1 ft (assist by S. Curry)
6:19.0,K. Love misses 3-pt shot from 22 ft,,36-44,,
6:18.0,,,36-44,,Defensive rebound by D. Green
6:12.0,,,36-47,3,S. Curry makes 3-pt shot from 25 ft
6:11.0,Cleveland full timeout,,36-47,,
6:11.0,,,36-47,,N. Young enters the game for D. West
6:11.0,,,36-47,,K. Thompson enters the game for S. Livingston
6:11.0,J. Smith enters the game for L. Nance,,36-47,,
6:11.0,T. Thompson enters the game for K. Korver,,36-47,,
5:53.0,L. James misses 2-pt shot from 7 ft,,36-47,,
5:52.0,,,36-47,,Defensive rebound by D. Green
5:40.0,,,36-47,,K. Thompson misses 3-pt shot from 25 ft
5:39.0,Defensive rebound by K. Love,,36-47,,
5:26.0,Turnover by L. James (bad pass; steal by S. Curry),,36-47,,
5:12.0,,,36-47,,S. Curry misses 2-pt shot from 1 ft
5:07.0,Defensive rebound by T. Thompson,,36-47,,
4:56.0,T. Thompson misses 2-pt shot from 8 ft,,36-47,,
4:52.0,Offensive rebound by T. Thompson,,36-47,,
4:51.0,Shooting foul by K. Thompson (drawn by T. Thompson),,36-47,,
4:51.0,T. Thompson misses free throw 1 of 2,,36-47,,
4:51.0,Offensive rebound by Team,,36-47,,
4:51.0,,,36-47,,J. McGee enters the game for N. Young
4:51.0,T. Thompson makes free throw 2 of 2,1,37-47,,
4:30.0,,,37-49,2,J. McGee makes 2-pt shot from 7 ft (assist by D. Green)
4:20.0,,,37-49,,Personal foul by J. McGee (drawn by L. James)
4:20.0,L. James misses free throw 1 of 2,,37-49,,
4:20.0,Offensive rebound by Team,,37-49,,
4:20.0,,,37-49,,N. Young enters the game for K. Thompson
4:20.0,L. James makes free throw 2 of 2,1,38-49,,
4:05.0,,,38-49,,D. Green misses 3-pt shot from 24 ft
4:02.0,Defensive rebound by K. Love,,38-49,,
3:55.0,Turnover by J. Smith (bad pass),,38-49,,
3:42.0,,,38-49,,Turnover by S. Curry (bad pass; steal by L. James)
3:40.0,L. James misses 2-pt shot from 4 ft,,38-49,,
3:40.0,,,38-49,,Defensive rebound by D. Green
3:31.0,,,38-51,2,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant)
3:13.0,Shooting foul by N. Young (drawn by G. Hill),,38-51,,
3:13.0,G. Hill makes free throw 1 of 2,1,39-51,,
3:13.0,,,39-51,,Golden State full timeout
3:13.0,G. Hill makes free throw 2 of 2,1,40-51,,
3:01.0,,,40-51,,N. Young misses 3-pt shot from 24 ft
2:55.0,,,40-51,,Offensive rebound by J. McGee
2:53.0,,,40-51,,N. Young misses 3-pt shot from 23 ft
2:50.0,Defensive rebound by L. James,,40-51,,
2:39.0,G. Hill makes 2-pt shot from 2 ft (assist by L. James),2,42-51,,
2:20.0,,,42-51,,Turnover by K. Durant (bad pass; steal by J. Smith)
2:16.0,L. James makes 2-pt shot from 1 ft (assist by J. Smith),2,44-51,,
2:04.0,,,44-54,3,S. Curry makes 3-pt shot from 30 ft
1:44.0,K. Love misses 2-pt shot from 8 ft,,44-54,,
1:43.0,Offensive rebound by K. Love,,44-54,,
1:40.0,K. Love misses 2-pt shot from 3 ft,,44-54,,
1:39.0,,,44-54,,Defensive rebound by D. Green
1:34.0,,,44-54,,Shooting foul by L. James (drawn by K. Durant)
1:34.0,,,44-55,1,K. Durant makes free throw 1 of 2
1:34.0,,,44-56,1,K. Durant makes free throw 2 of 2
1:12.0,G. Hill misses 3-pt shot from 25 ft,,44-56,,
1:09.0,,,44-56,,Defensive rebound by S. Curry
1:05.0,,,44-59,3,S. Curry makes 3-pt shot from 28 ft
0:47.0,L. James misses 2-pt shot from 17 ft,,44-59,,
0:44.0,,,44-59,,Defensive rebound by S. Curry
0:32.0,,,44-59,,K. Looney enters the game for K. Durant
0:30.0,,,44-59,,S. Curry misses 3-pt shot from 28 ft
0:29.0,Defensive rebound by K. Love,,44-59,,
0:11.0,L. James makes 2-pt shot from 2 ft,2,46-59,,
0:01.0,,,46-59,,Shooting foul by G. Hill (drawn by K. Looney)
0:01.0,,,46-59,,K. Looney misses free throw 1 of 2
0:01.0,,,46-59,,Offensive rebound by Team
0:01.0,,,46-59,,J. Bell enters the game for J. McGee
0:01.0,,,46-59,,K. Looney misses free throw 2 of 2
0:01.0,Defensive rebound by T. Thompson,,46-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,G. Hill misses 2-pt shot from 1 ft,,46-59,,
11:49.0,G. Hill misses 2-pt shot from 1 ft (block by J. McGee),,46-59,,
11:49.0,Offensive rebound by G. Hill,,46-59,,
11:48.0,Offensive rebound by T. Thompson,,46-59,,
11:47.0,T. Thompson makes 2-pt shot from 1 ft,2,48-59,,
11:31.0,,,48-59,,K. Thompson misses 3-pt shot from 23 ft
11:30.0,Defensive rebound by K. Love,,48-59,,
11:17.0,L. James misses 3-pt shot from 26 ft,,48-59,,
11:15.0,Offensive rebound by Team,,48-59,,
11:02.0,K. Love makes 3-pt shot from 23 ft (assist by J. Smith),3,51-59,,
10:43.0,,,51-59,,Shooting foul by G. Hill (drawn by K. Durant)
10:43.0,,,51-60,1,K. Durant makes free throw 1 of 2
10:43.0,,,51-61,1,K. Durant makes free throw 2 of 2
10:23.0,T. Thompson makes 2-pt shot from 1 ft (assist by G. Hill),2,53-61,,
10:04.0,,,53-63,2,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant)
9:50.0,K. Love makes 3-pt shot from 27 ft (assist by G. Hill),3,56-63,,
9:37.0,,,56-66,3,K. Durant makes 3-pt shot from 26 ft
9:29.0,Turnover by L. James (bad pass),,56-66,,
9:15.0,,,56-66,,Shooting foul by T. Thompson (drawn by D. Green)
9:15.0,,,56-66,,D. Green misses free throw 1 of 2
9:15.0,,,56-66,,Offensive rebound by Team
9:15.0,,,56-67,1,D. Green makes free throw 2 of 2
8:59.0,,,56-67,,Personal foul by J. McGee (drawn by L. James)
8:47.0,G. Hill makes 3-pt shot from 23 ft (assist by L. James),3,59-67,,
8:36.0,,,59-69,2,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant)
8:36.0,,,59-69,,Shooting foul by G. Hill (drawn by J. McGee)
8:36.0,,,59-69,,J. McGee misses free throw 1 of 1
8:35.0,Defensive rebound by K. Love,,59-69,,
8:10.0,L. James makes 2-pt shot from 1 ft,2,61-69,,
7:55.0,,,61-69,,S. Curry misses 2-pt shot from 4 ft
7:54.0,Defensive rebound by K. Love,,61-69,,
7:46.0,,,61-69,,Personal foul by J. McGee (drawn by L. James)
7:29.0,L. James misses 3-pt shot from 26 ft,,61-69,,
7:28.0,,,61-69,,Defensive rebound by K. Thompson
7:24.0,,,61-72,3,K. Thompson makes 3-pt shot from 28 ft
6:55.0,L. James makes 3-pt shot from 28 ft,2,64-72,,
6:33.0,,,64-72,,S. Curry misses 3-pt shot from 22 ft
6:32.0,Defensive rebound by L. James,,64-72,,
6:28.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,66-72,,
6:28.0,,,66-72,,Golden State full timeout
6:28.0,,,66-72,,J. Bell enters the game for J. McGee
6:08.0,,,66-74,2,J. Bell makes 2-pt shot from 2 ft (assist by S. Curry)
5:53.0,Shooting foul by D. Green (drawn by K. Love),,66-74,,
5:53.0,K. Love makes free throw 1 of 2,1,67-74,,
5:53.0,J. Green enters the game for G. Hill,,67-74,,
5:53.0,K. Love makes free throw 2 of 2,1,68-74,,
5:33.0,,,68-76,2,K. Durant makes 2-pt shot from 15 ft
5:20.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,71-76,,
5:02.0,,,71-78,2,K. Thompson makes 2-pt shot from 2 ft
4:49.0,T. Thompson makes 2-pt shot from 1 ft (assist by L. James),2,73-78,,
4:23.0,,,73-80,2,K. Thompson makes 2-pt shot from 9 ft
4:05.0,J. Smith misses 2-pt shot from 22 ft,,73-80,,
4:01.0,,,73-80,,Defensive rebound by K. Durant
4:00.0,,,73-80,,Shooting foul by T. Thompson (drawn by J. Bell)
4:00.0,,,73-80,,J. Bell misses free throw 1 of 2
4:00.0,,,73-80,,Offensive rebound by Team
4:00.0,,,73-81,1,J. Bell makes free throw 2 of 2
3:54.0,Turnover by L. James (out of bounds lost ball),,73-81,,
3:54.0,,,73-82,1,S. Curry makes technical free throw
3:43.0,,,73-82,,S. Curry misses 2-pt shot from 3 ft (block by K. Love)
3:42.0,,,73-82,,Offensive rebound by Team
3:39.0,,,73-82,,K. Durant misses 2-pt shot from 18 ft
3:38.0,Defensive rebound by J. Green,,73-82,,
3:30.0,K. Love makes 2-pt shot from 5 ft (assist by J. Green),2,75-82,,
3:04.0,,,75-82,,S. Curry misses 3-pt shot from 26 ft
3:03.0,Defensive rebound by J. Green,,75-82,,
2:55.0,L. James makes 2-pt shot at rim,2,77-82,,
2:45.0,,,77-85,3,K. Thompson makes 3-pt shot from 25 ft (assist by J. Bell)
2:32.0,,,77-85,,Personal foul by S. Curry (drawn by J. Smith)
2:32.0,Cleveland full timeout,,77-85,,
2:32.0,,,77-85,,D. West enters the game for D. Green
2:32.0,,,77-85,,S. Livingston enters the game for S. Curry
2:19.0,J. Green misses 2-pt shot from 3 ft,,77-85,,
2:18.0,Offensive rebound by Team,,77-85,,
2:18.0,L. Nance enters the game for T. Thompson,,77-85,,
2:07.0,Turnover by L. James (bad pass; steal by J. Bell),,77-85,,
2:00.0,,,77-87,2,K. Durant makes 2-pt shot from 11 ft
1:43.0,J. Smith misses 2-pt shot from 17 ft,,77-87,,
1:42.0,,,77-87,,Defensive rebound by D. West
1:30.0,,,77-87,,Turnover by K. Durant (bad pass; steal by K. Love)
1:23.0,,,77-87,,Personal foul by K. Durant (drawn by L. Nance)
1:23.0,L. Nance makes free throw 1 of 2,1,78-87,,
1:23.0,K. Korver enters the game for K. Love,,78-87,,
1:23.0,L. Nance makes free throw 2 of 2,1,79-87,,
1:11.0,,,79-87,,Turnover by K. Thompson (bad pass)
0:57.0,J. Smith misses 3-pt shot from 25 ft,,79-87,,
0:55.0,Offensive rebound by L. Nance,,79-87,,
0:55.0,Shooting foul by S. Livingston (drawn by L. Nance),,79-87,,
0:55.0,L. Nance misses free throw 1 of 2,,79-87,,
0:55.0,Offensive rebound by Team,,79-87,,
0:55.0,L. Nance misses free throw 2 of 2,,79-87,,
0:51.0,,,79-87,,Defensive rebound by S. Livingston
0:42.0,,,79-87,,K. Durant misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by L. Nance,,79-87,,
0:26.0,J. Green misses 3-pt shot from 24 ft,,79-87,,
0:25.0,,,79-87,,Defensive rebound by S. Livingston
0:04.0,,,79-90,3,D. West makes 3-pt shot from 23 ft (assist by K. Durant)
0:04.0,,,79-90,,Technical foul by J. Bell (drawn by L. James)
0:04.0,K. Korver makes free throw 1 of 1,1,80-90,,
0:04.0,,,80-90,,D. Green enters the game for D. West
0:02.0,Turnover by L. Nance (bad pass),,80-90,,
0:02.0,,,80-90,,S. Curry enters the game for S. Livingston
0:02.0,,,80-90,,N. Young enters the game for J. Bell
0:01.0,,,80-90,,S. Curry misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by L. Nance,,80-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by L. James (drawn by N. Young),,80-90,,
11:40.0,,,80-90,,S. Curry misses 2-pt shot from 3 ft
11:39.0,,,80-90,,Offensive rebound by D. Green
11:32.0,,,80-90,,S. Curry misses 2-pt shot from 4 ft (block by L. Nance)
11:32.0,,,80-90,,Offensive rebound by Team
11:21.0,,,80-90,,N. Young misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by L. Nance,,80-90,,
11:09.0,K. Korver misses 3-pt shot from 25 ft,,80-90,,
11:08.0,Offensive rebound by L. Nance,,80-90,,
11:04.0,L. James makes 3-pt shot from 28 ft (assist by L. Nance),3,83-90,,
10:44.0,,,83-93,3,S. Curry makes 3-pt shot from 26 ft
10:22.0,J. Green misses 2-pt shot from 5 ft,,83-93,,
10:21.0,,,83-93,,Defensive rebound by S. Curry
10:12.0,,,83-96,3,S. Curry makes 3-pt shot from 22 ft (assist by D. Green)
10:11.0,Cleveland full timeout,,83-96,,
10:11.0,K. Love enters the game for L. Nance,,83-96,,
9:55.0,K. Love makes 2-pt shot from 2 ft (assist by L. James),2,85-96,,
9:39.0,,,85-98,2,S. Livingston makes 2-pt shot from 2 ft (assist by D. Green)
9:20.0,Shooting foul by D. Green (drawn by J. Green),,85-98,,
9:20.0,J. Green makes free throw 1 of 2,1,86-98,,
9:20.0,,,86-98,,K. Durant enters the game for D. West
9:20.0,J. Green makes free throw 2 of 2,1,87-98,,
9:00.0,,,87-98,,S. Curry misses 2-pt shot from 1 ft
8:59.0,,,87-98,,Offensive rebound by D. Green
8:59.0,,,87-100,2,D. Green makes 2-pt shot at rim
8:44.0,K. Love misses 3-pt shot from 25 ft,,87-100,,
8:43.0,Offensive rebound by Team,,87-100,,
8:43.0,,,87-100,,Loose ball foul by D. Green (drawn by K. Korver)
8:43.0,,,87-100,,K. Thompson enters the game for N. Young
8:21.0,L. James makes 2-pt shot from 1 ft,2,89-100,,
8:11.0,,,89-100,,Golden State full timeout
8:11.0,,,89-100,,K. Looney enters the game for S. Livingston
7:54.0,,,89-103,3,S. Curry makes 3-pt shot from 28 ft
7:28.0,K. Love misses 3-pt shot from 28 ft,,89-103,,
7:24.0,,,89-103,,Defensive rebound by S. Curry
7:12.0,,,89-105,2,K. Durant makes 2-pt shot from 11 ft (assist by K. Thompson)
6:53.0,J. Green makes 2-pt shot from 2 ft (assist by K. Korver),2,91-105,,
6:41.0,,,91-105,,Offensive charge foul by S. Curry (drawn by G. Hill)
6:41.0,,,91-105,,Turnover by S. Curry (offensive foul)
6:41.0,J. Smith enters the game for J. Green,,91-105,,
6:34.0,Shooting foul by D. Green (drawn by L. James),,91-105,,
6:34.0,L. James makes free throw 1 of 2,1,92-105,,
6:34.0,L. James makes free throw 2 of 2,1,93-105,,
6:18.0,,,93-105,,K. Durant misses 2-pt shot from 11 ft (block by G. Hill)
6:17.0,Defensive rebound by L. James,,93-105,,
6:06.0,G. Hill misses 3-pt shot from 23 ft,,93-105,,
6:05.0,,,93-105,,Defensive rebound by K. Durant
5:44.0,,,93-108,3,S. Curry makes 3-pt shot from 22 ft (assist by D. Green)
5:44.0,,,93-108,,Shooting foul by K. Love (drawn by S. Curry)
5:44.0,,,93-109,1,S. Curry makes free throw 1 of 1
5:30.0,L. James misses 2-pt shot from 4 ft,,93-109,,
5:28.0,,,93-109,,Defensive rebound by K. Durant
5:15.0,,,93-111,2,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry)
5:15.0,Cleveland full timeout,,93-111,,
5:01.0,L. James misses 2-pt shot from 4 ft,,93-111,,
5:00.0,,,93-111,,Defensive rebound by K. Durant
4:45.0,Personal foul by G. Hill (drawn by K. Looney),,93-111,,
4:33.0,,,93-111,,Turnover by S. Curry (bad pass; steal by K. Love)
4:26.0,K. Love misses 3-pt shot from 27 ft,,93-111,,
4:25.0,,,93-111,,Defensive rebound by K. Durant
4:09.0,,,93-111,,Shooting foul by K. Korver (drawn by K. Looney)
4:09.0,,,93-111,,K. Looney misses free throw 1 of 2
4:09.0,,,93-111,,Offensive rebound by Team
4:09.0,R. Hood enters the game for K. Love,,93-111,,
4:09.0,J. Clarkson enters the game for G. Hill,,93-111,,
4:09.0,C. Osman enters the game for L. James,,93-111,,
4:09.0,L. Nance enters the game for J. Smith,,93-111,,
4:09.0,,,93-111,,K. Looney misses free throw 2 of 2
4:08.0,Defensive rebound by C. Osman,,93-111,,
3:55.0,R. Hood misses 3-pt shot from 27 ft,,93-111,,
3:54.0,Offensive rebound by K. Korver,,93-111,,
3:49.0,K. Korver misses 2-pt shot from 3 ft (block by K. Durant),,93-111,,
3:46.0,Offensive rebound by K. Korver,,93-111,,
3:45.0,K. Korver misses 2-pt shot from 2 ft,,93-111,,
3:43.0,,,93-111,,Defensive rebound by K. Durant
3:30.0,,,93-114,3,S. Curry makes 3-pt shot from 27 ft
3:27.0,,,93-114,,Personal foul by D. Green (drawn by J. Clarkson)
3:27.0,,,93-114,,Q. Cook enters the game for K. Thompson
3:27.0,,,93-114,,N. Young enters the game for D. Green
3:27.0,,,93-114,,P. McCaw enters the game for S. Curry
3:27.0,,,93-114,,Z. Pachulia enters the game for K. Durant
3:27.0,J. Calderon enters the game for K. Korver,,93-114,,
3:27.0,A. Zizic enters the game for L. Nance,,93-114,,
3:17.0,J. Clarkson misses 2-pt shot from 11 ft,,93-114,,
3:16.0,,,93-114,,Defensive rebound by Z. Pachulia
3:05.0,Personal foul by A. Zizic (drawn by Z. Pachulia),,93-114,,
3:05.0,,,93-115,1,Z. Pachulia makes free throw 1 of 2
