time,Oklahoma City,pts.away,score,pts.home,Utah
5:49.0,Personal foul by R. Felton (drawn by R. O'Neale),,81-101,,
5:39.0,,,81-101,,Turnover by J. Crowder (out of bounds lost ball)
5:39.0,J. Huestis enters the game for R. Felton,,81-101,,
5:30.0,S. Adams misses 2-pt shot from 1 ft (block by R. Rubio),,81-101,,
5:30.0,,,81-101,,Defensive rebound by J. Crowder
5:30.0,Personal foul by R. Westbrook (drawn by J. Crowder),,81-101,,
5:30.0,,,81-101,,Technical foul by J. Crowder
5:30.0,P. George makes technical free throw,1,82-101,,
5:30.0,,,82-101,,E. Udoh enters the game for J. Crowder
5:30.0,,,82-101,,E. Udoh misses free throw 1 of 2
5:30.0,,,82-101,,Offensive rebound by Team
5:30.0,,,82-101,,E. Udoh misses free throw 2 of 2
5:30.0,,,82-101,,J. Ingles enters the game for R. O'Neale
5:29.0,Defensive rebound by J. Huestis,,82-101,,
5:29.0,,,82-101,,Personal foul by J. Ingles (drawn by J. Huestis)
5:29.0,,,82-101,,D. Favors enters the game for E. Udoh
5:14.0,S. Adams misses 2-pt shot from 7 ft,,82-101,,
5:11.0,Offensive rebound by R. Westbrook,,82-101,,
5:07.0,C. Anthony misses 2-pt shot from 19 ft,,82-101,,
5:05.0,Offensive rebound by R. Westbrook,,82-101,,
5:05.0,Shooting foul by D. Favors (drawn by R. Westbrook),,82-101,,
5:05.0,R. Westbrook makes free throw 1 of 2,1,83-101,,
5:05.0,R. Westbrook misses free throw 2 of 2,,83-101,,
5:02.0,,,83-101,,Defensive rebound by J. Ingles
4:52.0,Personal foul by P. George (drawn by J. Ingles),,83-101,,
4:52.0,,,83-102,1,J. Ingles makes free throw 1 of 2
4:52.0,,,83-102,,J. Ingles misses free throw 2 of 2
4:49.0,Defensive rebound by R. Westbrook,,83-102,,
4:35.0,P. George makes 3-pt shot from 23 ft,3,86-102,,
4:18.0,,,86-102,,D. Mitchell misses 2-pt shot from 4 ft (block by S. Adams)
4:18.0,,,86-102,,Offensive rebound by Team
4:10.0,,,86-102,,Turnover by R. Rubio (bad pass; steal by C. Anthony)
4:07.0,Shooting foul by R. Rubio (drawn by P. George),,86-102,,
4:07.0,P. George makes free throw 1 of 2,1,87-102,,
4:07.0,P. George makes free throw 2 of 2,1,88-102,,
3:52.0,,,88-104,2,D. Mitchell makes 2-pt shot from 2 ft
3:39.0,S. Adams misses 2-pt shot from 2 ft,,88-104,,
3:34.0,,,88-104,,Defensive rebound by D. Favors
3:29.0,,,88-104,,Shooting foul by C. Anthony (drawn by D. Mitchell)
3:29.0,,,88-104,,D. Mitchell misses free throw 1 of 2
3:29.0,,,88-104,,Offensive rebound by Team
3:29.0,,,88-105,1,D. Mitchell makes free throw 2 of 2
3:18.0,R. Westbrook makes 2-pt shot from 3 ft,2,90-105,,
3:01.0,,,90-105,,D. Mitchell misses 2-pt shot from 5 ft
2:59.0,Defensive rebound by C. Anthony,,90-105,,
2:56.0,P. George misses 3-pt shot from 27 ft,,90-105,,
2:50.0,,,90-105,,Defensive rebound by R. Gobert
2:42.0,,,90-105,,D. Favors misses 2-pt shot from 10 ft
2:40.0,Defensive rebound by R. Westbrook,,90-105,,
2:32.0,C. Anthony misses 3-pt shot from 24 ft,,90-105,,
2:30.0,Offensive rebound by Team,,90-105,,
2:30.0,,,90-105,,Loose ball foul by R. Gobert (drawn by S. Adams)
2:30.0,Oklahoma City full timeout,,90-105,,
2:30.0,S. Adams makes free throw 1 of 2,1,91-105,,
2:30.0,S. Adams misses free throw 2 of 2,,91-105,,
2:28.0,,,91-105,,Defensive rebound by R. Gobert
2:08.0,,,91-108,3,D. Mitchell makes 3-pt shot from 26 ft
1:48.0,P. George misses 3-pt shot from 27 ft,,91-108,,
1:46.0,,,91-108,,Defensive rebound by D. Mitchell
1:28.0,,,91-111,3,J. Ingles makes 3-pt shot from 22 ft (assist by D. Mitchell)
1:28.0,Oklahoma City full timeout,,91-111,,
1:28.0,,,91-111,,D. Exum enters the game for R. Rubio
1:28.0,,,91-111,,R. Neto enters the game for R. Gobert
1:28.0,,,91-111,,E. Udoh enters the game for D. Mitchell
1:28.0,,,91-111,,R. O'Neale enters the game for J. Ingles
1:28.0,,,91-111,,A. Burks enters the game for D. Favors
1:28.0,D. Johnson enters the game for R. Westbrook,,91-111,,
1:28.0,T. Ferguson enters the game for C. Anthony,,91-111,,
1:28.0,J. Grant enters the game for S. Adams,,91-111,,
1:28.0,A. Abrines enters the game for P. George,,91-111,,
1:06.0,J. Grant misses 2-pt shot from 5 ft,,91-111,,
1:04.0,,,91-111,,Defensive rebound by R. O'Neale
0:53.0,,,91-111,,A. Burks misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by J. Huestis,,91-111,,
0:40.0,A. Abrines makes 2-pt shot from 18 ft,2,93-111,,
0:20.0,,,93-113,2,R. O'Neale makes 2-pt shot from 22 ft
0:03.0,A. Abrines makes 3-pt shot from 29 ft (assist by J. Grant),3,96-113,,
