time,Oklahoma City,pts.away,score,pts.home,Golden State
4:51.0,Offensive rebound by S. Adams,,9-11,,
4:49.0,R. Westbrook makes 3-pt shot from 28 ft (assist by S. Adams),3,12-11,,
4:46.0,,,12-11,,Golden State full timeout
4:46.0,,,12-11,,Z. Pachulia enters the game for J. McGee
4:46.0,,,12-11,,A. Iguodala enters the game for D. Green
4:35.0,,,12-11,,K. Durant misses 2-pt shot from 5 ft
4:31.0,Defensive rebound by P. George,,12-11,,
4:22.0,Shooting foul by Z. Pachulia (drawn by J. Grant),,12-11,,
4:22.0,J. Grant makes free throw 1 of 2,1,13-11,,
4:22.0,J. Grant misses free throw 2 of 2,,13-11,,
4:19.0,,,13-11,,Defensive rebound by K. Durant
4:03.0,,,13-11,,K. Durant misses 3-pt shot from 26 ft
3:58.0,,,13-11,,Offensive rebound by Z. Pachulia
3:55.0,,,13-13,2,K. Durant makes 2-pt shot from 2 ft (assist by A. Iguodala)
3:39.0,R. Westbrook misses 2-pt shot from 19 ft,,13-13,,
3:35.0,,,13-13,,Defensive rebound by K. Durant
3:21.0,,,13-13,,K. Thompson misses 3-pt shot from 23 ft
3:16.0,Defensive rebound by R. Westbrook,,13-13,,
3:10.0,R. Westbrook misses 3-pt shot from 23 ft,,13-13,,
3:06.0,Offensive rebound by S. Adams,,13-13,,
2:57.0,C. Anthony misses 3-pt shot from 22 ft,,13-13,,
2:56.0,Offensive rebound by Team,,13-13,,
2:56.0,,,13-13,,Loose ball foul by Z. Pachulia (drawn by S. Adams)
2:56.0,,,13-13,,N. Young enters the game for K. Thompson
2:56.0,A. Abrines enters the game for S. Adams,,13-13,,
2:48.0,Turnover by R. Westbrook (bad pass; steal by K. Durant),,13-13,,
2:43.0,,,13-16,3,S. Curry makes 3-pt shot from 28 ft (assist by Z. Pachulia)
2:20.0,C. Anthony makes 2-pt shot from 1 ft (assist by R. Westbrook),2,15-16,,
2:12.0,,,15-16,,N. Young misses 2-pt shot from 11 ft
2:09.0,Defensive rebound by J. Grant,,15-16,,
2:03.0,C. Anthony makes 2-pt shot from 18 ft (assist by R. Westbrook),2,17-16,,
1:49.0,,,17-16,,Shooting foul by J. Grant (drawn by K. Durant)
1:49.0,,,17-17,1,K. Durant makes free throw 1 of 2
1:49.0,P. Patterson enters the game for P. George,,17-17,,
1:49.0,,,17-18,1,K. Durant makes free throw 2 of 2
1:40.0,R. Westbrook misses 2-pt shot from 13 ft,,17-18,,
1:40.0,Offensive rebound by Team,,17-18,,
1:40.0,,,17-18,,Loose ball foul by N. Young (drawn by R. Westbrook)
1:40.0,R. Westbrook makes free throw 1 of 2,1,18-18,,
1:40.0,,,18-18,,D. Green enters the game for K. Durant
1:40.0,R. Westbrook makes free throw 2 of 2,1,19-18,,
1:28.0,,,19-18,,S. Curry misses 3-pt shot from 27 ft
1:22.0,,,19-18,,Offensive rebound by D. Green
1:22.0,,,19-20,2,D. Green makes 2-pt shot at rim
1:10.0,Turnover by R. Westbrook (lost ball; steal by N. Young),,19-20,,
1:04.0,,,19-20,,S. Curry misses 3-pt shot from 23 ft
1:02.0,Defensive rebound by Team,,19-20,,
0:45.0,Turnover by C. Anthony (out of bounds lost ball),,19-20,,
0:33.0,Personal foul by A. Abrines (drawn by N. Young),,19-20,,
0:33.0,,,19-21,1,N. Young makes free throw 1 of 2
0:33.0,,,19-21,,K. Durant enters the game for S. Curry
0:33.0,,,19-22,1,N. Young makes free throw 2 of 2
0:27.0,R. Westbrook misses 2-pt shot from 4 ft,,19-22,,
0:23.0,,,19-22,,Defensive rebound by N. Young
0:07.0,,,19-24,2,A. Iguodala makes 2-pt shot from 7 ft (assist by K. Durant)
0:01.0,R. Westbrook misses 3-pt shot from 26 ft,,19-24,,
0:00.0,Offensive rebound by Team,,19-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,19-26,2,K. Thompson makes 2-pt shot from 22 ft (assist by S. Livingston)
11:15.0,S. Adams makes 2-pt shot from 5 ft (assist by A. Abrines),2,21-26,,
10:58.0,,,21-26,,Turnover by D. Green (bad pass; steal by S. Adams)
10:52.0,P. George misses 3-pt shot from 26 ft,,21-26,,
10:45.0,,,21-26,,Defensive rebound by D. Green
10:35.0,,,21-26,,K. Thompson misses 3-pt shot from 23 ft
10:33.0,Defensive rebound by S. Adams,,21-26,,
10:21.0,R. Felton misses 2-pt shot from 5 ft,,21-26,,
10:15.0,Offensive rebound by R. Felton,,21-26,,
10:15.0,R. Felton makes 2-pt shot at rim,2,23-26,,
9:59.0,,,23-26,,K. Thompson misses 2-pt shot from 1 ft (block by S. Adams)
9:56.0,Defensive rebound by S. Adams,,23-26,,
9:51.0,R. Felton makes 3-pt shot from 25 ft (assist by P. George),3,26-26,,
9:37.0,,,26-26,,K. Thompson misses 3-pt shot from 22 ft
9:37.0,,,26-26,,Offensive rebound by D. West
9:37.0,,,26-26,,Shooting foul by P. George (drawn by D. West)
9:37.0,,,26-27,1,D. West makes free throw 1 of 2
9:37.0,,,26-28,1,D. West makes free throw 2 of 2
9:21.0,,,26-28,,Personal foul by A. Iguodala (drawn by P. George)
9:21.0,J. Grant enters the game for A. Abrines,,26-28,,
9:12.0,R. Felton makes 3-pt shot from 29 ft,3,29-28,,
8:47.0,,,29-30,2,S. Livingston makes 2-pt shot from 11 ft (assist by D. West)
8:28.0,P. George misses 3-pt shot from 27 ft,,29-30,,
8:25.0,,,29-30,,Defensive rebound by K. Thompson
8:25.0,Personal foul by P. George (drawn by S. Livingston),,29-30,,
8:03.0,,,29-30,,Turnover by D. West (turnover)
8:03.0,R. Westbrook enters the game for P. George,,29-30,,
7:48.0,,,29-30,,Personal foul by S. Livingston (drawn by J. Grant)
7:48.0,,,29-30,,K. Durant enters the game for D. Green
7:36.0,R. Felton misses 3-pt shot from 28 ft,,29-30,,
7:32.0,,,29-30,,Defensive rebound by S. Livingston
7:21.0,,,29-30,,K. Durant misses 2-pt shot from 17 ft
7:17.0,Defensive rebound by P. Patterson,,29-30,,
7:14.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,31-30,,
7:13.0,,,31-30,,Golden State full timeout
7:13.0,,,31-30,,N. Young enters the game for A. Iguodala
7:13.0,J. Huestis enters the game for R. Felton,,31-30,,
6:57.0,,,31-30,,S. Livingston misses 2-pt shot from 12 ft
6:48.0,Defensive rebound by R. Westbrook,,31-30,,
6:41.0,J. Huestis misses 3-pt shot from 24 ft (block by K. Durant),,31-30,,
6:36.0,Offensive rebound by J. Huestis,,31-30,,
6:35.0,Turnover by J. Huestis (lost ball; steal by K. Thompson),,31-30,,
6:27.0,,,31-30,,K. Durant misses 2-pt shot from 14 ft
6:22.0,Defensive rebound by R. Westbrook,,31-30,,
6:22.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,33-30,,
6:22.0,Shooting foul by D. West (drawn by J. Grant),,33-30,,
6:22.0,,,33-30,,S. Curry enters the game for K. Thompson
6:22.0,C. Anthony enters the game for P. Patterson,,33-30,,
6:22.0,J. Grant misses free throw 1 of 1,,33-30,,
6:19.0,,,33-30,,Defensive rebound by N. Young
6:13.0,,,33-30,,Turnover by S. Curry (bad pass)
6:04.0,Turnover by J. Grant (bad pass; steal by D. West),,33-30,,
5:47.0,,,33-30,,D. West misses 2-pt shot from 17 ft
5:43.0,Defensive rebound by J. Huestis,,33-30,,
5:35.0,J. Grant misses 2-pt shot from 2 ft (block by D. West),,33-30,,
5:32.0,,,33-30,,Defensive rebound by S. Curry
5:25.0,,,33-30,,S. Curry misses 2-pt shot from 19 ft
5:21.0,Defensive rebound by R. Westbrook,,33-30,,
5:16.0,,,33-30,,Personal foul by N. Young (drawn by R. Westbrook)
5:16.0,,,33-30,,D. Green enters the game for D. West
5:16.0,P. George enters the game for J. Huestis,,33-30,,
5:10.0,J. Grant misses 2-pt shot from 2 ft,,33-30,,
5:06.0,,,33-30,,Defensive rebound by S. Curry
5:04.0,,,33-30,,Turnover by D. Green (lost ball; steal by C. Anthony)
4:59.0,J. Grant makes 2-pt shot from 1 ft (assist by S. Adams),2,35-30,,
4:59.0,,,35-30,,Golden State full timeout
4:59.0,,,35-30,,A. Iguodala enters the game for N. Young
4:59.0,,,35-30,,K. Thompson enters the game for S. Livingston
4:51.0,,,35-32,2,S. Curry makes 2-pt shot from 2 ft
4:38.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,35-32,,
4:27.0,,,35-34,2,K. Durant makes 2-pt shot from 2 ft (assist by K. Thompson)
4:04.0,R. Westbrook misses 3-pt shot from 26 ft,,35-34,,
4:00.0,,,35-34,,Defensive rebound by S. Curry
3:51.0,,,35-37,3,K. Durant makes 3-pt shot from 27 ft (assist by D. Green)
3:50.0,Oklahoma City full timeout,,35-37,,
3:33.0,S. Adams misses 2-pt shot from 6 ft,,35-37,,
3:29.0,Offensive rebound by J. Grant,,35-37,,
3:21.0,S. Adams makes 2-pt shot from 5 ft,2,37-37,,
3:04.0,,,37-39,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
2:53.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook),2,39-39,,
2:39.0,,,39-39,,S. Curry misses 2-pt shot from 1 ft (block by J. Grant)
2:36.0,Defensive rebound by S. Adams,,39-39,,
2:33.0,Offensive foul by S. Adams (drawn by K. Durant),,39-39,,
2:33.0,Turnover by S. Adams (offensive foul),,39-39,,
2:18.0,,,39-42,3,K. Durant makes 3-pt shot from 26 ft (assist by A. Iguodala)
2:07.0,Offensive foul by C. Anthony,,39-42,,
2:07.0,Turnover by C. Anthony (offensive foul),,39-42,,
1:59.0,,,39-45,3,K. Durant makes 3-pt shot from 26 ft (assist by A. Iguodala)
1:46.0,R. Westbrook makes 2-pt shot from 2 ft,2,41-45,,
1:24.0,,,41-48,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
1:04.0,Shooting foul by D. Green (drawn by J. Grant),,41-48,,
1:04.0,,,41-48,,Technical foul by D. Green
1:04.0,P. George makes technical free throw,1,42-48,,
1:04.0,J. Grant misses free throw 1 of 2,,42-48,,
1:04.0,Offensive rebound by Team,,42-48,,
1:04.0,J. Grant makes free throw 2 of 2,1,43-48,,
0:51.0,,,43-50,2,K. Durant makes 2-pt shot from 11 ft (assist by D. Green)
0:41.0,P. George misses 3-pt shot from 26 ft,,43-50,,
0:37.0,,,43-50,,Defensive rebound by K. Thompson
0:29.0,,,43-50,,K. Thompson misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by R. Westbrook,,43-50,,
0:27.0,,,43-50,,Personal foul by S. Curry (drawn by R. Westbrook)
0:27.0,R. Westbrook makes free throw 1 of 2,1,44-50,,
0:27.0,J. Huestis enters the game for J. Grant,,44-50,,
0:27.0,R. Westbrook makes free throw 2 of 2,1,45-50,,
0:17.0,Personal foul by C. Anthony (drawn by A. Iguodala),,45-50,,
0:04.0,,,45-52,2,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala)
0:01.0,Turnover by R. Westbrook (bad pass),,45-52,,
0:00.0,,,45-52,,S. Curry misses 3-pt shot from 62 ft
0:00.0,,,45-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,45-54,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
11:34.0,Shooting foul by J. McGee (drawn by S. Adams),,45-54,,
11:34.0,S. Adams makes free throw 1 of 2,1,46-54,,
11:34.0,S. Adams misses free throw 2 of 2,,46-54,,
11:32.0,,,46-54,,Defensive rebound by J. McGee
11:27.0,,,46-54,,K. Durant misses 2-pt shot from 10 ft (block by S. Adams)
11:27.0,,,46-54,,Offensive rebound by Team
11:22.0,,,46-54,,Turnover by K. Durant (bad pass; steal by S. Adams)
11:15.0,C. Anthony makes 2-pt shot from 20 ft,2,48-54,,
10:48.0,,,48-54,,K. Durant misses 2-pt shot from 20 ft
10:47.0,,,48-54,,Offensive rebound by Team
10:47.0,,,48-54,,Turnover by Team (shot clock)
10:36.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,50-54,,
10:36.0,Shooting foul by J. McGee (drawn by S. Adams),,50-54,,
10:36.0,S. Adams makes free throw 1 of 1,1,51-54,,
10:24.0,,,51-54,,S. Curry misses 3-pt shot from 23 ft
10:20.0,Defensive rebound by C. Anthony,,51-54,,
10:12.0,C. Anthony misses 2-pt shot from 11 ft,,51-54,,
10:07.0,,,51-54,,Defensive rebound by S. Curry
10:02.0,,,51-54,,Turnover by K. Durant (lost ball; steal by R. Westbrook)
9:58.0,J. Huestis makes 2-pt shot at rim (assist by R. Westbrook),2,53-54,,
9:57.0,,,53-54,,Golden State full timeout
9:42.0,,,53-54,,S. Curry misses 3-pt shot from 26 ft
9:39.0,,,53-54,,Offensive rebound by Team
9:36.0,,,53-54,,Turnover by J. McGee (lost ball; steal by R. Westbrook)
9:31.0,,,53-54,,Personal foul by J. McGee (drawn by S. Adams)
9:20.0,C. Anthony makes 3-pt shot from 27 ft,3,56-54,,
8:55.0,,,56-54,,S. Curry misses 2-pt shot from 13 ft
8:51.0,Defensive rebound by J. Huestis,,56-54,,
8:49.0,C. Anthony misses 3-pt shot from 25 ft,,56-54,,
8:48.0,,,56-54,,Defensive rebound by Team
8:48.0,Loose ball foul by J. Huestis (drawn by J. McGee),,56-54,,
8:48.0,,,56-54,,Z. Pachulia enters the game for J. McGee
8:33.0,,,56-54,,K. Thompson misses 3-pt shot from 27 ft
8:29.0,,,56-54,,Offensive rebound by Z. Pachulia
8:28.0,,,56-54,,Turnover by D. Green (bad pass)
8:12.0,R. Westbrook misses 2-pt shot from 17 ft,,56-54,,
8:09.0,,,56-54,,Defensive rebound by K. Durant
8:05.0,,,56-54,,Shooting foul by S. Adams (drawn by K. Durant)
8:05.0,,,56-55,1,K. Durant makes free throw 1 of 2
8:05.0,,,56-56,1,K. Durant makes free throw 2 of 2
7:52.0,P. George makes 3-pt shot from 25 ft,3,59-56,,
7:35.0,,,59-58,2,S. Curry makes 2-pt shot from 3 ft
7:21.0,S. Adams misses 2-pt shot from 11 ft,,59-58,,
7:18.0,,,59-58,,Defensive rebound by K. Thompson
7:14.0,,,59-60,2,K. Durant makes 2-pt shot from 2 ft
7:13.0,Oklahoma City full timeout,,59-60,,
7:00.0,Turnover by P. George (lost ball; steal by S. Curry),,59-60,,
6:41.0,,,59-63,3,S. Curry makes 3-pt shot from 23 ft (assist by K. Durant)
6:14.0,P. George misses 3-pt shot from 26 ft,,59-63,,
6:14.0,Offensive rebound by Team,,59-63,,
6:14.0,Turnover by Team (shot clock),,59-63,,
6:01.0,,,59-65,2,Z. Pachulia makes 2-pt shot at rim (assist by S. Curry)
6:00.0,Oklahoma City full timeout,,59-65,,
5:45.0,,,59-65,,Personal foul by Z. Pachulia (drawn by S. Adams)
5:40.0,R. Westbrook makes 2-pt shot from 18 ft,2,61-65,,
5:24.0,,,61-68,3,S. Curry makes 3-pt shot from 26 ft (assist by D. Green)
5:06.0,C. Anthony makes 2-pt shot from 11 ft (assist by J. Huestis),2,63-68,,
4:45.0,,,63-70,2,S. Curry makes 2-pt shot from 17 ft (assist by D. Green)
4:38.0,R. Westbrook makes 2-pt shot from 2 ft,2,65-70,,
4:27.0,,,65-70,,S. Curry misses 3-pt shot from 23 ft
4:24.0,Defensive rebound by S. Adams,,65-70,,
4:16.0,C. Anthony misses 3-pt shot from 25 ft,,65-70,,
4:13.0,,,65-70,,Defensive rebound by K. Durant
4:09.0,,,65-70,,K. Thompson misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by C. Anthony,,65-70,,
3:54.0,Shooting foul by D. Green (drawn by C. Anthony),,65-70,,
3:54.0,C. Anthony misses free throw 1 of 2,,65-70,,
3:54.0,Offensive rebound by Team,,65-70,,
3:54.0,,,65-70,,N. Young enters the game for K. Thompson
3:54.0,,,65-70,,A. Iguodala enters the game for D. Green
3:54.0,J. Grant enters the game for P. George,,65-70,,
3:54.0,A. Abrines enters the game for J. Huestis,,65-70,,
3:54.0,C. Anthony makes free throw 2 of 2,1,66-70,,
3:37.0,,,66-70,,K. Durant misses 2-pt shot from 11 ft
3:32.0,,,66-70,,Offensive rebound by A. Iguodala
3:29.0,,,66-73,3,K. Durant makes 3-pt shot from 24 ft (assist by N. Young)
3:11.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,66-73,,
3:06.0,,,66-75,2,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry)
2:51.0,R. Westbrook misses 3-pt shot from 28 ft,,66-75,,
2:47.0,,,66-75,,Defensive rebound by Z. Pachulia
2:42.0,,,66-75,,K. Durant misses 3-pt shot from 27 ft
2:36.0,,,66-75,,Offensive rebound by N. Young
2:30.0,,,66-75,,N. Young misses 2-pt shot from 14 ft
2:27.0,Defensive rebound by S. Adams,,66-75,,
2:20.0,R. Westbrook misses 2-pt shot from 19 ft,,66-75,,
2:16.0,,,66-75,,Defensive rebound by N. Young
2:16.0,Personal foul by A. Abrines (drawn by S. Curry),,66-75,,
2:16.0,P. Patterson enters the game for S. Adams,,66-75,,
2:14.0,,,66-75,,S. Curry misses 3-pt shot from 22 ft
2:11.0,Defensive rebound by C. Anthony,,66-75,,
2:00.0,P. Patterson misses 2-pt shot from 12 ft,,66-75,,
1:55.0,Offensive rebound by C. Anthony,,66-75,,
1:55.0,C. Anthony misses 2-pt shot at rim,,66-75,,
1:54.0,,,66-75,,Defensive rebound by A. Iguodala
1:41.0,,,66-78,3,A. Iguodala makes 3-pt shot from 25 ft (assist by Z. Pachulia)
1:18.0,A. Abrines misses 3-pt shot from 26 ft,,66-78,,
1:14.0,,,66-78,,Defensive rebound by Z. Pachulia
0:58.0,,,66-78,,K. Durant misses 2-pt shot from 19 ft
0:54.0,,,66-78,,Offensive rebound by A. Iguodala
0:51.0,,,66-81,3,N. Young makes 3-pt shot from 22 ft (assist by S. Curry)
0:34.0,C. Anthony misses 2-pt shot from 5 ft (block by Z. Pachulia),,66-81,,
0:33.0,Offensive rebound by Team,,66-81,,
0:33.0,,,66-81,,D. Green enters the game for Z. Pachulia
0:33.0,R. Felton enters the game for R. Westbrook,,66-81,,
0:29.0,C. Anthony misses 2-pt shot from 22 ft,,66-81,,
0:25.0,,,66-81,,Defensive rebound by K. Durant
0:21.0,,,66-81,,N. Young misses 3-pt shot from 25 ft
0:15.0,,,66-81,,Offensive rebound by S. Curry
0:06.0,Personal foul by C. Anthony (drawn by S. Curry),,66-81,,
0:06.0,,,66-81,,K. Thompson enters the game for A. Iguodala
0:01.0,,,66-84,3,N. Young makes 3-pt shot from 22 ft (assist by S. Curry)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Shooting foul by D. West (drawn by P. George),,66-84,,
11:49.0,P. George misses free throw 1 of 2,,66-84,,
11:49.0,Offensive rebound by Team,,66-84,,
11:49.0,P. George makes free throw 2 of 2,1,67-84,,
11:35.0,,,67-86,2,N. Young makes 2-pt shot from 16 ft (assist by A. Iguodala)
11:19.0,P. George misses 2-pt shot from 7 ft (block by D. Green),,67-86,,
11:19.0,,,67-86,,Defensive rebound by A. Iguodala
11:19.0,Personal foul by P. George (drawn by A. Iguodala),,67-86,,
11:04.0,,,67-89,3,N. Young makes 3-pt shot from 24 ft (assist by S. Livingston)
10:42.0,Turnover by R. Felton (bad pass; steal by D. Green),,67-89,,
10:36.0,,,67-91,2,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala)
10:16.0,Offensive charge foul by R. Felton (drawn by A. Iguodala),,67-91,,
10:16.0,Turnover by R. Felton (offensive foul),,67-91,,
9:56.0,Personal foul by R. Felton (drawn by N. Young),,67-91,,
9:39.0,,,67-91,,A. Iguodala misses 2-pt shot from 16 ft
9:36.0,Defensive rebound by P. Patterson,,67-91,,
9:28.0,P. George misses 3-pt shot from 26 ft,,67-91,,
9:25.0,,,67-91,,Defensive rebound by N. Young
9:12.0,,,67-91,,D. Green misses 2-pt shot from 3 ft
9:09.0,,,67-91,,Offensive rebound by A. Iguodala
9:09.0,,,67-91,,Turnover by A. Iguodala (lost ball; steal by P. Patterson)
9:09.0,Oklahoma City full timeout,,67-91,,
9:09.0,S. Adams enters the game for J. Grant,,67-91,,
8:58.0,R. Felton makes 3-pt shot from 23 ft (assist by P. George),3,70-91,,
8:46.0,,,70-91,,Turnover by A. Iguodala (bad pass; steal by P. George)
8:43.0,P. George misses 3-pt shot from 26 ft,,70-91,,
8:39.0,,,70-91,,Defensive rebound by A. Iguodala
8:37.0,,,70-91,,N. Young misses 2-pt shot from 1 ft
8:36.0,,,70-91,,Offensive rebound by Team
8:36.0,,,70-91,,Turnover by N. Young (traveling)
8:14.0,R. Felton misses 2-pt shot from 20 ft,,70-91,,
8:10.0,,,70-91,,Defensive rebound by D. Green
8:08.0,Personal foul by P. George,,70-91,,
8:08.0,Technical foul by P. George,,70-91,,
8:08.0,,,70-92,1,S. Livingston makes technical free throw
8:08.0,,,70-92,,K. Thompson enters the game for N. Young
8:03.0,,,70-92,,D. West misses 2-pt shot from 20 ft
7:59.0,,,70-92,,Offensive rebound by K. Thompson
7:43.0,,,70-94,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Livingston)
7:24.0,Shooting foul by D. Green (drawn by S. Adams),,70-94,,
7:24.0,S. Adams misses free throw 1 of 2,,70-94,,
7:24.0,Offensive rebound by Team,,70-94,,
7:24.0,,,70-94,,K. Durant enters the game for A. Iguodala
7:24.0,S. Adams misses free throw 2 of 2,,70-94,,
7:22.0,,,70-94,,Defensive rebound by D. Green
7:15.0,,,70-94,,Shooting foul by R. Felton (drawn by S. Livingston)
7:15.0,,,70-95,1,S. Livingston makes free throw 1 of 2
7:15.0,,,70-96,1,S. Livingston makes free throw 2 of 2
7:01.0,A. Abrines misses 3-pt shot from 23 ft,,70-96,,
6:59.0,Offensive rebound by Team,,70-96,,
6:59.0,J. Huestis enters the game for P. George,,70-96,,
6:47.0,A. Abrines makes 3-pt shot from 23 ft (assist by S. Adams),3,73-96,,
6:26.0,,,73-99,3,K. Thompson makes 3-pt shot from 23 ft (assist by D. West)
6:11.0,,,73-99,,Personal foul by S. Livingston (drawn by S. Adams)
6:11.0,,,73-99,,Q. Cook enters the game for S. Livingston
6:11.0,,,73-99,,O. Casspi enters the game for K. Durant
6:11.0,N. Collison enters the game for S. Adams,,73-99,,
5:58.0,A. Abrines misses 2-pt shot from 1 ft,,73-99,,
5:56.0,,,73-99,,Defensive rebound by O. Casspi
5:42.0,,,73-99,,K. Thompson misses 3-pt shot from 25 ft
5:37.0,,,73-99,,Offensive rebound by Q. Cook
5:32.0,,,73-101,2,K. Thompson makes 2-pt shot from 11 ft (assist by D. West)
5:29.0,Oklahoma City full timeout,,73-101,,
5:29.0,,,73-101,,Z. Pachulia enters the game for K. Thompson
5:29.0,,,73-101,,K. Looney enters the game for D. Green
5:29.0,K. Singler enters the game for A. Abrines,,73-101,,
