time,Miami,pts.away,score,pts.home,Cleveland
4:06.0,J. Johnson makes 2-pt shot from 12 ft (assist by G. Dragic),2,14-19,,
3:42.0,,,14-19,,I. Thomas misses 2-pt shot from 15 ft
3:41.0,,,14-19,,Offensive rebound by Team
3:41.0,,,14-19,,D. Wade enters the game for I. Thomas
3:36.0,,,14-21,2,J. Smith makes 2-pt shot from 9 ft
3:19.0,G. Dragic makes 3-pt shot from 26 ft (assist by T. Johnson),3,17-21,,
2:59.0,,,17-21,,L. James misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by T. Johnson,,17-21,,
2:45.0,Turnover by H. Whiteside (traveling),,17-21,,
2:45.0,,,17-21,,J. Green enters the game for J. Crowder
2:45.0,J. Winslow enters the game for G. Dragic,,17-21,,
2:32.0,,,17-21,,T. Thompson misses 2-pt shot from 7 ft
2:30.0,Defensive rebound by W. Ellington,,17-21,,
2:21.0,H. Whiteside misses 2-pt shot from 6 ft,,17-21,,
2:19.0,,,17-21,,Defensive rebound by T. Thompson
2:13.0,,,17-23,2,D. Wade makes 2-pt shot from 12 ft
1:56.0,T. Johnson misses 2-pt shot from 15 ft,,17-23,,
1:53.0,,,17-23,,Defensive rebound by T. Thompson
1:35.0,,,17-25,2,L. James makes 2-pt shot from 1 ft
1:20.0,J. Johnson misses 2-pt shot at rim,,17-25,,
1:17.0,,,17-25,,Defensive rebound by D. Wade
1:15.0,,,17-25,,Shooting foul by W. Ellington (drawn by D. Wade)
1:15.0,,,17-26,1,D. Wade makes free throw 1 of 2
1:15.0,,,17-26,,C. Frye enters the game for J. Smith
1:15.0,,,17-26,,K. Korver enters the game for T. Thompson
1:15.0,,,17-26,,D. Rose enters the game for L. James
1:15.0,J. Richardson enters the game for T. Johnson,,17-26,,
1:15.0,K. Olynyk enters the game for J. Johnson,,17-26,,
1:15.0,B. Adebayo enters the game for H. Whiteside,,17-26,,
1:15.0,,,17-27,1,D. Wade makes free throw 2 of 2
0:51.0,K. Olynyk makes 2-pt shot from 7 ft (assist by W. Ellington),2,19-27,,
0:37.0,,,19-27,,C. Frye misses 2-pt shot from 12 ft
0:34.0,Defensive rebound by K. Olynyk,,19-27,,
0:23.0,J. Winslow makes 2-pt shot from 1 ft,2,21-27,,
0:00.0,,,21-27,,J. Green misses 2-pt shot from 1 ft
0:00.0,,,21-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,21-27,,K. Korver misses 2-pt shot from 1 ft
11:41.0,,,21-27,,Offensive rebound by C. Frye
11:41.0,,,21-27,,Shooting foul by K. Olynyk (drawn by C. Frye)
11:41.0,,,21-28,1,C. Frye makes free throw 1 of 2
11:41.0,,,21-29,1,C. Frye makes free throw 2 of 2
11:24.0,W. Ellington misses 3-pt shot from 24 ft,,21-29,,
11:20.0,,,21-29,,Defensive rebound by C. Frye
11:08.0,,,21-31,2,K. Korver makes 2-pt shot at rim (assist by J. Green)
10:55.0,Turnover by K. Olynyk (out of bounds lost ball),,21-31,,
10:48.0,,,21-31,,D. Rose misses 2-pt shot from 18 ft
10:45.0,Defensive rebound by K. Olynyk,,21-31,,
10:30.0,K. Olynyk misses 2-pt shot from 4 ft (block by D. Wade),,21-31,,
10:26.0,,,21-31,,Defensive rebound by K. Korver
10:22.0,,,21-31,,Shooting foul by J. Winslow (drawn by D. Wade)
10:22.0,,,21-32,1,D. Wade makes free throw 1 of 2
10:22.0,,,21-32,,D. Wade misses free throw 2 of 2
10:20.0,Defensive rebound by K. Olynyk,,21-32,,
10:09.0,,,21-32,,Violation by C. Frye (kicked ball)
10:03.0,Turnover by J. Richardson (out of bounds lost ball),,21-32,,
9:53.0,,,21-32,,D. Rose misses 3-pt shot from 24 ft
9:50.0,Defensive rebound by W. Ellington,,21-32,,
9:42.0,K. Olynyk makes 2-pt shot from 1 ft,2,23-32,,
9:23.0,,,23-35,3,C. Frye makes 3-pt shot from 26 ft (assist by D. Wade)
9:09.0,K. Olynyk misses 3-pt shot from 26 ft,,23-35,,
9:06.0,,,23-35,,Defensive rebound by D. Wade
9:05.0,,,23-35,,Shooting foul by K. Olynyk (drawn by D. Rose)
9:05.0,,,23-36,1,D. Rose makes free throw 1 of 2
9:05.0,,,23-36,,D. Rose misses free throw 2 of 2
9:03.0,Defensive rebound by B. Adebayo,,23-36,,
8:50.0,W. Ellington misses 3-pt shot from 25 ft,,23-36,,
8:49.0,,,23-36,,Defensive rebound by Team
8:36.0,,,23-36,,D. Wade misses 2-pt shot from 16 ft
8:34.0,Defensive rebound by J. Winslow,,23-36,,
8:24.0,,,23-36,,Personal foul by D. Wade (drawn by K. Olynyk)
8:18.0,B. Adebayo makes 2-pt shot at rim (assist by J. Richardson),2,25-36,,
8:07.0,,,25-39,3,K. Korver makes 3-pt shot from 26 ft (assist by C. Frye)
7:49.0,J. Richardson makes 2-pt shot from 11 ft (assist by B. Adebayo),2,27-39,,
7:49.0,Shooting foul by D. Wade (drawn by J. Richardson),,27-39,,
7:49.0,,,27-39,,I. Thomas enters the game for D. Rose
7:49.0,J. Richardson misses free throw 1 of 1,,27-39,,
7:49.0,,,27-39,,Defensive rebound by Team
7:42.0,,,27-39,,C. Frye misses 3-pt shot from 23 ft
7:39.0,Defensive rebound by J. Winslow,,27-39,,
7:27.0,K. Olynyk misses 3-pt shot from 26 ft,,27-39,,
7:24.0,,,27-39,,Defensive rebound by K. Korver
7:13.0,,,27-39,,D. Wade misses 2-pt shot from 14 ft
7:11.0,Defensive rebound by J. Winslow,,27-39,,
7:05.0,J. Winslow makes 2-pt shot at rim,2,29-39,,
7:04.0,,,29-39,,Cleveland full timeout
7:04.0,,,29-39,,L. James enters the game for D. Wade
6:57.0,,,29-39,,L. James misses 2-pt shot from 1 ft
6:55.0,Defensive rebound by B. Adebayo,,29-39,,
6:48.0,J. Richardson makes 2-pt shot from 1 ft,2,31-39,,
6:34.0,,,31-39,,I. Thomas misses 2-pt shot from 1 ft (block by J. Richardson)
6:31.0,Defensive rebound by W. Ellington,,31-39,,
6:28.0,K. Olynyk misses 3-pt shot from 25 ft,,31-39,,
6:28.0,Offensive rebound by J. Winslow,,31-39,,
6:25.0,Turnover by J. Winslow (step out of bounds),,31-39,,
6:15.0,,,31-39,,Turnover by L. James (bad pass; steal by K. Olynyk)
6:07.0,Shooting foul by J. Green (drawn by B. Adebayo),,31-39,,
6:07.0,B. Adebayo misses free throw 1 of 2,,31-39,,
6:07.0,Offensive rebound by Team,,31-39,,
6:07.0,,,31-39,,J. Crowder enters the game for C. Frye
6:07.0,,,31-39,,J. Smith enters the game for J. Green
6:07.0,G. Dragic enters the game for J. Richardson,,31-39,,
6:07.0,B. Adebayo makes free throw 2 of 2,1,32-39,,
5:52.0,,,32-39,,J. Crowder misses 2-pt shot from 12 ft
5:50.0,Defensive rebound by K. Olynyk,,32-39,,
5:40.0,G. Dragic misses 3-pt shot from 25 ft,,32-39,,
5:40.0,Offensive rebound by B. Adebayo,,32-39,,
5:40.0,B. Adebayo makes 2-pt shot from 1 ft,2,34-39,,
5:40.0,Shooting foul by J. Crowder (drawn by B. Adebayo),,34-39,,
5:40.0,,,34-39,,T. Thompson enters the game for K. Korver
5:40.0,B. Adebayo makes free throw 1 of 1,1,35-39,,
5:23.0,,,35-39,,J. Crowder misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by J. Winslow,,35-39,,
5:13.0,K. Olynyk misses 3-pt shot from 26 ft,,35-39,,
5:12.0,Offensive rebound by Team,,35-39,,
5:12.0,,,35-39,,Loose ball foul by T. Thompson (drawn by B. Adebayo)
5:12.0,B. Adebayo makes free throw 1 of 2,1,36-39,,
5:12.0,B. Adebayo misses free throw 2 of 2,,36-39,,
5:09.0,,,36-39,,Defensive rebound by J. Crowder
4:54.0,,,36-41,2,J. Crowder makes 2-pt shot at rim (assist by I. Thomas)
4:42.0,W. Ellington misses 2-pt shot from 2 ft (block by T. Thompson),,36-41,,
4:42.0,Offensive rebound by Team,,36-41,,
4:34.0,Turnover by K. Olynyk (lost ball; steal by J. Crowder),,36-41,,
4:31.0,,,36-41,,Shooting foul by W. Ellington (drawn by J. Crowder)
4:31.0,,,36-42,1,J. Crowder makes free throw 1 of 2
4:31.0,T. Johnson enters the game for W. Ellington,,36-42,,
4:31.0,,,36-43,1,J. Crowder makes free throw 2 of 2
4:30.0,Technical foul by W. Ellington,,36-43,,
4:30.0,,,36-44,1,I. Thomas makes technical free throw
4:30.0,H. Whiteside enters the game for B. Adebayo,,36-44,,
4:16.0,K. Olynyk misses 3-pt shot from 24 ft,,36-44,,
4:14.0,,,36-44,,Defensive rebound by L. James
4:07.0,,,36-44,,L. James misses 2-pt shot from 7 ft
4:04.0,Defensive rebound by T. Johnson,,36-44,,
4:01.0,Shooting foul by J. Smith (drawn by J. Winslow),,36-44,,
4:01.0,J. Winslow misses free throw 1 of 2,,36-44,,
4:01.0,Offensive rebound by Team,,36-44,,
4:01.0,J. Winslow makes free throw 2 of 2,1,37-44,,
3:49.0,,,37-44,,Turnover by L. James (bad pass; steal by J. Winslow)
3:45.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Winslow),2,39-44,,
3:31.0,,,39-44,,Shooting foul by K. Olynyk (drawn by I. Thomas)
3:31.0,,,39-45,1,I. Thomas makes free throw 1 of 2
3:31.0,J. Johnson enters the game for K. Olynyk,,39-45,,
3:31.0,,,39-46,1,I. Thomas makes free throw 2 of 2
3:17.0,Turnover by G. Dragic (lost ball; steal by I. Thomas),,39-46,,
3:14.0,,,39-46,,L. James misses 2-pt shot from 2 ft (block by J. Johnson)
3:14.0,,,39-46,,Offensive rebound by Team
3:09.0,,,39-46,,T. Thompson misses 2-pt shot from 3 ft
3:07.0,Defensive rebound by J. Winslow,,39-46,,
2:59.0,G. Dragic makes 2-pt shot from 1 ft,2,41-46,,
2:49.0,,,41-46,,Turnover by I. Thomas (step out of bounds)
2:49.0,Miami full timeout,,41-46,,
2:40.0,T. Johnson misses 3-pt shot from 25 ft,,41-46,,
2:38.0,Offensive rebound by Team,,41-46,,
2:38.0,,,41-46,,Loose ball foul by T. Thompson (drawn by H. Whiteside)
2:38.0,H. Whiteside makes free throw 1 of 2,1,42-46,,
2:38.0,,,42-46,,D. Wade enters the game for I. Thomas
2:38.0,,,42-46,,C. Frye enters the game for T. Thompson
2:38.0,J. Richardson enters the game for J. Winslow,,42-46,,
2:38.0,H. Whiteside misses free throw 2 of 2,,42-46,,
2:30.0,,,42-46,,Defensive rebound by L. James
2:16.0,,,42-46,,L. James misses 2-pt shot from 2 ft
2:13.0,Defensive rebound by T. Johnson,,42-46,,
2:08.0,Offensive foul by H. Whiteside (drawn by C. Frye),,42-46,,
2:08.0,Turnover by H. Whiteside (offensive foul),,42-46,,
1:50.0,,,42-46,,Turnover by D. Wade (bad pass)
1:38.0,G. Dragic makes 2-pt shot from 11 ft,2,44-46,,
1:20.0,,,44-46,,Shooting foul by J. Richardson (drawn by L. James)
1:20.0,,,44-46,,L. James misses free throw 1 of 2
1:20.0,,,44-46,,Offensive rebound by Team
1:20.0,,,44-47,1,L. James makes free throw 2 of 2
1:13.0,,,44-47,,Personal foul by J. Crowder (drawn by T. Johnson)
1:13.0,T. Johnson makes free throw 1 of 2,1,45-47,,
1:13.0,T. Johnson makes free throw 2 of 2,1,46-47,,
1:11.0,,,46-47,,Turnover by J. Crowder (bad pass)
0:57.0,G. Dragic misses 2-pt shot from 4 ft,,46-47,,
0:57.0,Offensive rebound by H. Whiteside,,46-47,,
0:56.0,Shooting foul by C. Frye (drawn by H. Whiteside),,46-47,,
0:56.0,H. Whiteside makes free throw 1 of 2,1,47-47,,
0:56.0,H. Whiteside makes free throw 2 of 2,1,48-47,,
0:49.0,Personal foul by J. Johnson (drawn by L. James),,48-47,,
0:49.0,,,48-47,,L. James misses free throw 1 of 2
0:49.0,,,48-47,,Offensive rebound by Team
0:49.0,,,48-47,,J. Green enters the game for J. Crowder
0:49.0,J. Winslow enters the game for J. Johnson,,48-47,,
0:49.0,,,48-48,1,L. James makes free throw 2 of 2
0:39.0,,,48-48,,Personal foul by J. Smith (drawn by G. Dragic)
0:39.0,G. Dragic makes free throw 1 of 2,1,49-48,,
0:39.0,,,49-48,,K. Korver enters the game for J. Smith
0:39.0,G. Dragic makes free throw 2 of 2,1,50-48,,
0:33.0,,,50-48,,Turnover by L. James (lost ball; steal by T. Johnson)
0:27.0,J. Winslow misses 2-pt shot from 1 ft (block by C. Frye),,50-48,,
0:26.0,,,50-48,,Defensive rebound by Team
0:03.0,,,50-48,,L. James misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by H. Whiteside,,50-48,,
0:00.0,G. Dragic misses 3-pt shot from 33 ft,,50-48,,
0:00.0,Offensive rebound by Team,,50-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,50-50,2,L. James makes 2-pt shot from 17 ft
11:26.0,Turnover by H. Whiteside (bad pass; steal by I. Thomas),,50-50,,
11:16.0,,,50-52,2,I. Thomas makes 2-pt shot from 16 ft (assist by L. James)
10:58.0,G. Dragic makes 2-pt shot from 13 ft (assist by H. Whiteside),2,52-52,,
10:42.0,,,52-52,,Shooting foul by H. Whiteside (drawn by I. Thomas)
10:42.0,,,52-53,1,I. Thomas makes free throw 1 of 2
10:42.0,,,52-54,1,I. Thomas makes free throw 2 of 2
10:22.0,J. Richardson misses 3-pt shot from 26 ft,,52-54,,
10:19.0,,,52-54,,Defensive rebound by J. Smith
10:06.0,,,52-56,2,J. Crowder makes 2-pt shot at rim (assist by I. Thomas)
9:44.0,J. Johnson misses 2-pt shot from 1 ft,,52-56,,
9:42.0,,,52-56,,Defensive rebound by J. Crowder
9:33.0,,,52-56,,L. James misses 2-pt shot from 20 ft
9:33.0,Defensive rebound by H. Whiteside,,52-56,,
9:18.0,J. Johnson misses 3-pt shot from 23 ft,,52-56,,
9:16.0,,,52-56,,Defensive rebound by J. Crowder
9:08.0,,,52-56,,I. Thomas misses 3-pt shot from 25 ft
9:04.0,Defensive rebound by J. Johnson,,52-56,,
9:02.0,Offensive charge foul by J. Johnson (drawn by L. James),,52-56,,
9:02.0,Turnover by J. Johnson (offensive foul),,52-56,,
8:53.0,,,52-56,,I. Thomas misses 2-pt shot from 6 ft (block by J. Richardson)
8:48.0,Defensive rebound by G. Dragic,,52-56,,
8:47.0,T. Johnson makes 2-pt shot at rim (assist by G. Dragic),2,54-56,,
8:24.0,,,54-56,,I. Thomas misses 2-pt shot from 11 ft
8:24.0,,,54-56,,Offensive rebound by T. Thompson
8:24.0,Personal foul by J. Richardson (drawn by T. Thompson),,54-56,,
8:16.0,,,54-56,,T. Thompson misses 2-pt shot from 5 ft
8:14.0,Defensive rebound by H. Whiteside,,54-56,,
8:05.0,T. Johnson makes 2-pt shot at rim (assist by J. Richardson),2,56-56,,
8:05.0,Shooting foul by T. Thompson (drawn by T. Johnson),,56-56,,
8:05.0,T. Johnson misses free throw 1 of 1,,56-56,,
8:03.0,,,56-56,,Defensive rebound by L. James
7:59.0,,,56-56,,I. Thomas misses 3-pt shot from 25 ft
7:58.0,,,56-56,,Offensive rebound by Team
7:54.0,,,56-56,,I. Thomas misses 2-pt shot from 2 ft (block by H. Whiteside)
7:50.0,Defensive rebound by J. Johnson,,56-56,,
7:43.0,,,56-56,,Personal foul by J. Crowder (drawn by J. Johnson)
7:35.0,T. Johnson makes 3-pt shot from 22 ft (assist by G. Dragic),3,59-56,,
7:26.0,Personal block foul by G. Dragic (drawn by J. Crowder),,59-56,,
7:19.0,,,59-58,2,L. James makes 2-pt shot from 15 ft
7:04.0,J. Johnson makes 2-pt shot at rim (assist by G. Dragic),2,61-58,,
6:55.0,Violation by H. Whiteside (kicked ball),,61-58,,
6:55.0,,,61-58,,Cleveland full timeout
6:55.0,,,61-58,,C. Frye enters the game for T. Thompson
6:49.0,,,61-58,,Shooting foul by J. Johnson (drawn by L. James)
6:49.0,,,61-59,1,L. James makes free throw 1 of 2
6:49.0,J. Winslow enters the game for J. Johnson,,61-59,,
6:49.0,,,61-60,1,L. James makes free throw 2 of 2
6:32.0,H. Whiteside misses 2-pt shot from 12 ft,,61-60,,
6:29.0,,,61-60,,Defensive rebound by C. Frye
6:21.0,,,61-60,,C. Frye misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by H. Whiteside,,61-60,,
6:14.0,G. Dragic misses 2-pt shot from 18 ft,,61-60,,
6:10.0,,,61-60,,Defensive rebound by I. Thomas
6:08.0,,,61-60,,Shooting foul by T. Johnson (drawn by L. James)
6:08.0,,,61-61,1,L. James makes free throw 1 of 2
6:08.0,,,61-61,,L. James misses free throw 2 of 2
6:05.0,Defensive rebound by J. Winslow,,61-61,,
5:45.0,T. Johnson misses 3-pt shot from 26 ft,,61-61,,
5:42.0,,,61-61,,Defensive rebound by L. James
5:25.0,,,61-61,,J. Smith misses 3-pt shot from 27 ft
5:23.0,Defensive rebound by H. Whiteside,,61-61,,
5:16.0,Shooting foul by C. Frye (drawn by H. Whiteside),,61-61,,
5:16.0,H. Whiteside makes free throw 1 of 2,1,62-61,,
5:16.0,W. Ellington enters the game for J. Richardson,,62-61,,
5:16.0,H. Whiteside misses free throw 2 of 2,,62-61,,
5:14.0,,,62-61,,Defensive rebound by L. James
4:57.0,,,62-63,2,C. Frye makes 2-pt shot from 22 ft (assist by I. Thomas)
4:36.0,H. Whiteside makes 2-pt shot from 1 ft,2,64-63,,
4:19.0,,,64-63,,I. Thomas misses 2-pt shot from 13 ft
4:15.0,,,64-63,,Offensive rebound by L. James
4:15.0,,,64-63,,L. James misses 2-pt shot at rim
4:14.0,Defensive rebound by H. Whiteside,,64-63,,
4:11.0,J. Winslow makes 2-pt shot from 4 ft,2,66-63,,
3:58.0,,,66-66,3,C. Frye makes 3-pt shot from 26 ft (assist by I. Thomas)
3:44.0,G. Dragic misses 2-pt shot from 2 ft,,66-66,,
3:42.0,,,66-66,,Defensive rebound by C. Frye
3:38.0,,,66-66,,Shooting foul by G. Dragic (drawn by J. Smith)
3:38.0,,,66-66,,J. Smith misses free throw 1 of 2
3:38.0,,,66-66,,Offensive rebound by Team
3:38.0,,,66-66,,J. Green enters the game for J. Crowder
3:38.0,B. Adebayo enters the game for H. Whiteside,,66-66,,
3:38.0,,,66-66,,J. Smith misses free throw 2 of 2
3:35.0,Defensive rebound by B. Adebayo,,66-66,,
3:26.0,J. Winslow makes 2-pt shot from 14 ft,2,68-66,,
3:06.0,,,68-66,,I. Thomas misses 2-pt shot at rim
3:05.0,Defensive rebound by J. Winslow,,68-66,,
2:59.0,T. Johnson misses 3-pt shot from 23 ft,,68-66,,
2:57.0,Offensive rebound by Team,,68-66,,
2:57.0,Miami full timeout,,68-66,,
2:57.0,,,68-66,,D. Wade enters the game for I. Thomas
2:57.0,,,68-66,,K. Korver enters the game for J. Smith
2:57.0,Turnover by Team (turnover),,68-66,,
2:42.0,,,68-66,,J. Green misses 2-pt shot from 11 ft
2:39.0,Defensive rebound by T. Johnson,,68-66,,
2:21.0,B. Adebayo makes 2-pt shot from 1 ft (assist by J. Winslow),2,70-66,,
2:02.0,,,70-68,2,C. Frye makes 2-pt shot at rim (assist by L. James)
1:37.0,G. Dragic misses 3-pt shot from 29 ft,,70-68,,
1:34.0,,,70-68,,Defensive rebound by L. James
1:31.0,,,70-68,,Turnover by L. James (bad pass)
1:08.0,Turnover by B. Adebayo (lost ball; steal by C. Frye),,70-68,,
1:02.0,,,70-68,,D. Wade misses 2-pt shot from 14 ft
1:02.0,,,70-68,,Offensive rebound by D. Wade
0:59.0,,,70-70,2,D. Wade makes 2-pt shot from 1 ft
0:44.0,G. Dragic makes 2-pt shot from 13 ft,2,72-70,,
0:29.0,,,72-72,2,C. Frye makes 2-pt shot at rim (assist by L. James)
0:08.0,Shooting foul by C. Frye (drawn by T. Johnson),,72-72,,
0:08.0,T. Johnson misses free throw 1 of 2,,72-72,,
0:08.0,Offensive rebound by Team,,72-72,,
0:08.0,J. Richardson enters the game for G. Dragic,,72-72,,
0:08.0,T. Johnson misses free throw 2 of 2,,72-72,,
0:06.0,,,72-72,,Defensive rebound by L. James
0:00.0,,,72-72,,L. James misses 2-pt shot from 12 ft
0:00.0,,,72-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,J. Winslow misses 2-pt shot from 15 ft,,72-72,,
11:35.0,,,72-72,,Defensive rebound by D. Wade
11:18.0,,,72-72,,L. James misses 3-pt shot from 26 ft
11:16.0,Defensive rebound by J. Richardson,,72-72,,
11:04.0,Offensive foul by J. Winslow (drawn by K. Korver),,72-72,,
11:04.0,Turnover by J. Winslow (offensive foul),,72-72,,
10:49.0,,,72-74,2,C. Frye makes 2-pt shot from 2 ft (assist by L. James)
10:37.0,J. Richardson makes 3-pt shot from 29 ft (assist by K. Olynyk),3,75-74,,
10:20.0,,,75-74,,Turnover by C. Frye (traveling)
10:10.0,Turnover by B. Adebayo (out of bounds lost ball),,75-74,,
10:02.0,,,75-74,,Shooting foul by J. Richardson (drawn by D. Wade)
10:02.0,,,75-75,1,D. Wade makes free throw 1 of 2
10:02.0,,,75-76,1,D. Wade makes free throw 2 of 2
9:52.0,Turnover by J. Winslow (bad pass; steal by D. Wade),,75-76,,
9:40.0,Personal foul by J. Winslow (drawn by L. James),,75-76,,
9:27.0,,,75-76,,D. Wade misses 3-pt shot from 25 ft
9:24.0,Defensive rebound by J. Winslow,,75-76,,
9:14.0,B. Adebayo misses 2-pt shot from 4 ft,,75-76,,
9:14.0,Offensive rebound by J. Richardson,,75-76,,
9:07.0,J. Richardson makes 2-pt shot at rim,2,77-76,,
8:54.0,,,77-76,,L. James misses 3-pt shot from 24 ft
8:54.0,,,77-76,,Offensive rebound by L. James
8:50.0,,,77-76,,K. Korver misses 3-pt shot from 25 ft
8:50.0,Defensive rebound by J. Winslow,,77-76,,
8:33.0,J. Richardson misses 3-pt shot from 25 ft,,77-76,,
8:30.0,,,77-76,,Defensive rebound by L. James
8:06.0,,,77-76,,D. Wade misses 2-pt shot from 5 ft (block by J. Winslow)
8:03.0,Defensive rebound by K. Olynyk,,77-76,,
8:02.0,Turnover by B. Adebayo (out of bounds lost ball),,77-76,,
8:02.0,,,77-76,,T. Thompson enters the game for C. Frye
7:45.0,,,77-76,,Turnover by K. Korver (bad pass; steal by K. Olynyk)
7:37.0,Jump ball: L. James vs. W. Ellington (D. Wade gains possession),,,,Jump ball: L. James vs. W. Ellington (D. Wade gains possession)
7:37.0,Turnover by W. Ellington (turnover; steal by L. James),,77-76,,
7:32.0,,,77-76,,Offensive foul by T. Thompson (drawn by J. Richardson)
7:32.0,,,77-76,,Turnover by T. Thompson (offensive foul)
7:32.0,,,77-76,,I. Thomas enters the game for L. James
7:17.0,W. Ellington misses 3-pt shot from 23 ft,,77-76,,
7:15.0,,,77-76,,Defensive rebound by J. Green
7:12.0,,,77-76,,Shooting foul by J. Winslow (drawn by J. Green)
7:12.0,,,77-77,1,J. Green makes free throw 1 of 2
