time,San Antonio,pts.away,score,pts.home,Minnesota
7:18.0,J. Lauvergne enters the game for L. Aldridge,,6-7,,
7:04.0,,,6-9,2,K. Towns makes 2-pt shot from 17 ft (assist by J. Butler)
6:48.0,Shooting foul by T. Gibson (drawn by J. Lauvergne),,6-9,,
6:48.0,J. Lauvergne misses free throw 1 of 2,,6-9,,
6:48.0,Offensive rebound by Team,,6-9,,
6:48.0,M. Ginobili enters the game for D. Green,,6-9,,
6:48.0,R. Gay enters the game for K. Anderson,,6-9,,
6:48.0,J. Lauvergne makes free throw 2 of 2,1,7-9,,
6:37.0,,,7-9,,T. Gibson misses 2-pt shot from 12 ft
6:33.0,,,7-9,,Offensive rebound by T. Gibson
6:23.0,,,7-9,,T. Gibson misses 2-pt shot from 3 ft
6:23.0,Defensive rebound by R. Gay,,7-9,,
6:15.0,J. Lauvergne misses 2-pt shot from 1 ft,,7-9,,
6:15.0,,,7-9,,Defensive rebound by J. Butler
5:57.0,,,7-9,,A. Wiggins misses 2-pt shot from 5 ft
5:46.0,Defensive rebound by P. Gasol,,7-9,,
5:45.0,J. Lauvergne makes 2-pt shot from 7 ft (assist by P. Gasol),2,9-9,,
5:41.0,,,9-9,,J. Teague misses 2-pt shot from 10 ft
5:41.0,Defensive rebound by P. Mills,,9-9,,
5:24.0,P. Gasol makes 2-pt shot from 2 ft,2,11-9,,
5:24.0,Shooting foul by T. Gibson (drawn by P. Gasol),,11-9,,
5:24.0,,,11-9,,N. Bjelica enters the game for T. Gibson
5:24.0,D. Murray enters the game for P. Mills,,11-9,,
5:24.0,P. Gasol makes free throw 1 of 1,1,12-9,,
5:11.0,,,12-9,,N. Bjelica misses 3-pt shot from 25 ft
5:08.0,Defensive rebound by J. Lauvergne,,12-9,,
5:03.0,,,12-9,,Personal foul by A. Wiggins (drawn by J. Lauvergne)
4:56.0,P. Gasol misses 3-pt shot from 25 ft,,12-9,,
4:48.0,Offensive rebound by D. Murray,,12-9,,
4:48.0,D. Murray makes 2-pt shot at rim,2,14-9,,
4:36.0,,,14-9,,J. Butler misses 2-pt shot at rim
4:32.0,Defensive rebound by R. Gay,,14-9,,
4:17.0,Turnover by R. Gay (bad pass; steal by J. Butler),,14-9,,
4:10.0,,,14-11,2,K. Towns makes 2-pt shot at rim (assist by J. Butler)
3:47.0,M. Ginobili misses 3-pt shot from 22 ft,,14-11,,
3:47.0,Offensive rebound by D. Murray,,14-11,,
3:31.0,R. Gay makes 2-pt shot from 1 ft (assist by P. Gasol),2,16-11,,
3:16.0,,,16-11,,J. Teague misses 2-pt shot from 7 ft
3:14.0,,,16-11,,Offensive rebound by K. Towns
3:14.0,Personal foul by R. Gay (drawn by K. Towns),,16-11,,
3:14.0,B. Forbes enters the game for P. Gasol,,16-11,,
3:10.0,,,16-14,3,N. Bjelica makes 3-pt shot from 25 ft (assist by J. Butler)
2:53.0,D. Murray misses 2-pt shot from 11 ft,,16-14,,
2:51.0,Offensive rebound by J. Lauvergne,,16-14,,
2:50.0,Turnover by J. Lauvergne (lost ball; steal by N. Bjelica),,16-14,,
2:36.0,,,16-14,,K. Towns misses 2-pt shot from 12 ft
2:34.0,Defensive rebound by Team,,16-14,,
2:34.0,,,16-14,,Loose ball foul by N. Bjelica (drawn by R. Gay)
2:34.0,,,16-14,,Minnesota full timeout
2:34.0,,,16-14,,T. Jones enters the game for J. Teague
2:34.0,,,16-14,,J. Crawford enters the game for J. Butler
2:17.0,R. Gay makes 2-pt shot from 12 ft,2,18-14,,
2:01.0,,,18-14,,A. Wiggins misses 2-pt shot from 17 ft
1:58.0,Defensive rebound by R. Gay,,18-14,,
1:54.0,R. Gay misses 2-pt shot from 15 ft,,18-14,,
1:51.0,,,18-14,,Defensive rebound by T. Jones
1:46.0,,,18-14,,N. Bjelica misses 2-pt shot from 3 ft
1:39.0,,,18-14,,Offensive rebound by N. Bjelica
1:39.0,,,18-14,,N. Bjelica misses 2-pt shot at rim
1:38.0,,,18-14,,Offensive rebound by K. Towns
1:37.0,,,18-16,2,K. Towns makes 2-pt shot from 1 ft
1:28.0,B. Forbes makes 3-pt shot from 23 ft (assist by D. Murray),3,21-16,,
1:05.0,,,21-16,,Shooting foul by M. Ginobili (drawn by K. Towns)
1:05.0,,,21-17,1,K. Towns makes free throw 1 of 2
1:05.0,P. Gasol enters the game for J. Lauvergne,,21-17,,
1:05.0,,,21-18,1,K. Towns makes free throw 2 of 2
0:47.0,Turnover by P. Gasol (bad pass),,21-18,,
0:32.0,,,21-18,,A. Wiggins misses 2-pt shot from 1 ft
0:31.0,Defensive rebound by Team,,21-18,,
0:10.0,B. Forbes makes 3-pt shot from 25 ft (assist by M. Ginobili),3,24-18,,
0:00.0,,,24-18,,J. Crawford misses 3-pt shot from 25 ft
0:00.0,,,24-18,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,L. Aldridge makes 2-pt shot from 19 ft (assist by B. Forbes),2,26-18,,
11:23.0,,,26-18,,T. Jones misses 2-pt shot from 9 ft
11:22.0,,,26-18,,Offensive rebound by S. Muhammad
11:13.0,,,26-20,2,S. Muhammad makes 2-pt shot at rim
11:02.0,D. Green misses 3-pt shot from 24 ft,,26-20,,
11:02.0,,,26-20,,Defensive rebound by N. Bjelica
10:54.0,B. Paul enters the game for K. Anderson,,26-20,,
10:47.0,,,26-20,,Turnover by T. Jones (bad pass; steal by D. Green)
10:35.0,B. Forbes makes 2-pt shot from 9 ft,2,28-20,,
10:17.0,,,28-22,2,S. Muhammad makes 2-pt shot from 9 ft
9:56.0,,,28-22,,Personal foul by N. Bjelica (drawn by B. Paul)
9:56.0,P. Mills enters the game for D. Murray,,28-22,,
9:45.0,L. Aldridge misses 2-pt shot from 10 ft,,28-22,,
9:42.0,,,28-22,,Defensive rebound by N. Bjelica
9:36.0,,,28-24,2,J. Crawford makes 2-pt shot from 14 ft
9:20.0,P. Mills makes 2-pt shot from 21 ft (assist by L. Aldridge),2,30-24,,
9:02.0,,,30-26,2,T. Jones makes 2-pt shot from 18 ft (assist by T. Gibson)
8:47.0,B. Paul misses 2-pt shot from 15 ft,,30-26,,
8:44.0,,,30-26,,Defensive rebound by T. Gibson
8:41.0,,,30-28,2,N. Bjelica makes 2-pt shot at rim (assist by T. Jones)
8:19.0,L. Aldridge misses 2-pt shot from 8 ft,,30-28,,
8:17.0,,,30-28,,Defensive rebound by T. Gibson
8:09.0,,,30-31,3,S. Muhammad makes 3-pt shot from 22 ft (assist by N. Bjelica)
8:07.0,San Antonio full timeout,,30-31,,
8:07.0,K. Anderson enters the game for B. Paul,,30-31,,
7:55.0,,,30-31,,Personal foul by T. Gibson (drawn by L. Aldridge)
7:55.0,,,30-31,,K. Towns enters the game for T. Gibson
7:43.0,L. Aldridge makes 2-pt shot from 12 ft (assist by D. Green),2,32-31,,
7:20.0,,,32-33,2,S. Muhammad makes 2-pt shot from 2 ft (assist by K. Towns)
7:01.0,L. Aldridge misses 2-pt shot from 3 ft,,32-33,,
6:55.0,Offensive rebound by K. Anderson,,32-33,,
6:55.0,K. Anderson makes 2-pt shot at rim,2,34-33,,
6:41.0,,,34-36,3,J. Crawford makes 3-pt shot from 25 ft
6:25.0,Offensive foul by L. Aldridge (drawn by K. Towns),,34-36,,
6:25.0,Turnover by L. Aldridge (offensive foul),,34-36,,
6:25.0,,,34-36,,J. Butler enters the game for N. Bjelica
6:25.0,M. Ginobili enters the game for B. Forbes,,34-36,,
6:25.0,P. Gasol enters the game for L. Aldridge,,34-36,,
6:13.0,,,34-38,2,K. Towns makes 2-pt shot at rim (assist by T. Jones)
6:01.0,Turnover by D. Green (traveling),,34-38,,
5:49.0,,,34-40,2,K. Towns makes 2-pt shot from 15 ft (assist by T. Jones)
5:34.0,K. Anderson makes 2-pt shot from 1 ft,2,36-40,,
5:17.0,,,36-42,2,T. Jones makes 2-pt shot from 17 ft
5:00.0,P. Mills misses 3-pt shot from 24 ft,,36-42,,
4:56.0,Offensive rebound by P. Gasol,,36-42,,
4:50.0,M. Ginobili makes 2-pt shot from 1 ft (assist by P. Mills),2,38-42,,
4:33.0,,,38-44,2,K. Towns makes 2-pt shot from 1 ft (assist by T. Jones)
4:16.0,,,38-44,,Personal foul by S. Muhammad (drawn by K. Anderson)
4:16.0,,,38-44,,J. Teague enters the game for T. Jones
4:16.0,,,38-44,,N. Bjelica enters the game for J. Crawford
4:16.0,,,38-44,,A. Wiggins enters the game for S. Muhammad
4:08.0,P. Gasol misses 2-pt shot from 16 ft,,38-44,,
4:05.0,,,38-44,,Defensive rebound by J. Butler
3:56.0,Personal foul by K. Anderson (drawn by J. Butler),,38-44,,
3:56.0,R. Gay enters the game for D. Green,,38-44,,
3:52.0,,,38-44,,J. Butler misses 2-pt shot at rim (block by M. Ginobili)
3:52.0,,,38-44,,Offensive rebound by Team
3:43.0,,,38-46,2,J. Teague makes 2-pt shot from 1 ft
3:27.0,P. Mills makes 3-pt shot from 25 ft (assist by P. Gasol),3,41-46,,
3:17.0,Personal foul by K. Anderson (drawn by J. Butler),,41-46,,
3:17.0,D. Murray enters the game for P. Mills,,41-46,,
3:06.0,,,41-48,2,A. Wiggins makes 2-pt shot from 21 ft (assist by J. Butler)
2:51.0,K. Anderson misses 2-pt shot from 13 ft,,41-48,,
2:48.0,,,41-48,,Defensive rebound by K. Towns
2:35.0,,,41-48,,Minnesota full timeout
2:27.0,,,41-48,,J. Butler misses 3-pt shot from 27 ft
2:24.0,Defensive rebound by R. Gay,,41-48,,
2:19.0,Turnover by R. Gay (lost ball; steal by J. Teague),,41-48,,
2:07.0,,,41-51,3,J. Teague makes 3-pt shot from 26 ft
1:44.0,Turnover by P. Gasol (bad pass; steal by K. Towns),,41-51,,
1:32.0,,,41-51,,K. Towns misses 2-pt shot from 2 ft (block by M. Ginobili)
1:32.0,,,41-51,,Offensive rebound by Team
1:28.0,,,41-53,2,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins)
1:19.0,D. Murray misses 2-pt shot from 10 ft,,41-53,,
1:19.0,,,41-53,,Defensive rebound by K. Towns
1:09.0,,,41-53,,Turnover by J. Teague (bad pass; steal by R. Gay)
1:08.0,,,41-53,,Personal take foul by J. Teague (drawn by M. Ginobili)
0:53.0,D. Murray misses 3-pt shot from 23 ft,,41-53,,
0:51.0,,,41-53,,Defensive rebound by K. Towns
0:41.0,,,41-53,,Shooting foul by P. Gasol (drawn by K. Towns)
0:41.0,,,41-54,1,K. Towns makes free throw 1 of 2
0:41.0,,,41-55,1,K. Towns makes free throw 2 of 2
0:34.0,M. Ginobili misses 2-pt shot from 2 ft,,41-55,,
0:31.0,Offensive rebound by M. Ginobili,,41-55,,
0:31.0,M. Ginobili misses 2-pt shot from 7 ft,,41-55,,
0:31.0,,,41-55,,Defensive rebound by K. Towns
0:22.0,,,41-55,,J. Teague misses 3-pt shot from 25 ft
0:17.0,Defensive rebound by P. Gasol,,41-55,,
0:17.0,,,41-55,,Personal foul by K. Towns (drawn by P. Gasol)
0:17.0,P. Gasol makes free throw 1 of 2,1,42-55,,
0:17.0,P. Gasol makes free throw 2 of 2,1,43-55,,
0:00.0,,,43-57,2,J. Teague makes 2-pt shot from 15 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,L. Aldridge misses 3-pt shot from 22 ft,,43-57,,
11:35.0,,,43-57,,Defensive rebound by J. Teague
11:27.0,,,43-57,,A. Wiggins misses 2-pt shot from 20 ft
11:24.0,Defensive rebound by L. Aldridge,,43-57,,
11:09.0,P. Gasol misses 2-pt shot from 9 ft,,43-57,,
11:06.0,,,43-57,,Defensive rebound by K. Towns
10:54.0,,,43-57,,J. Butler misses 2-pt shot from 19 ft
10:52.0,Defensive rebound by K. Anderson,,43-57,,
10:43.0,P. Gasol makes 2-pt shot from 11 ft (assist by P. Mills),2,45-57,,
10:23.0,,,45-59,2,J. Teague makes 2-pt shot from 13 ft
10:08.0,P. Gasol misses 3-pt shot from 22 ft,,45-59,,
10:04.0,Offensive rebound by L. Aldridge,,45-59,,
10:04.0,L. Aldridge makes 2-pt shot from 1 ft,2,47-59,,
9:50.0,,,47-59,,Offensive foul by K. Towns (drawn by P. Mills)
9:50.0,,,47-59,,Turnover by K. Towns (offensive foul)
9:32.0,P. Mills misses 2-pt shot from 20 ft,,47-59,,
9:31.0,Offensive rebound by Team,,47-59,,
9:31.0,,,47-59,,Loose ball foul by J. Teague (drawn by L. Aldridge)
9:21.0,L. Aldridge makes 2-pt shot from 14 ft,2,49-59,,
9:01.0,,,49-61,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague)
8:45.0,L. Aldridge misses 2-pt shot from 16 ft,,49-61,,
8:42.0,,,49-61,,Defensive rebound by K. Towns
8:18.0,,,49-61,,T. Gibson misses 2-pt shot from 6 ft
8:17.0,Defensive rebound by P. Gasol,,49-61,,
8:07.0,D. Green makes 3-pt shot from 24 ft (assist by P. Mills),3,52-61,,
7:47.0,,,52-63,2,J. Butler makes 2-pt shot from 2 ft (assist by A. Wiggins)
7:28.0,K. Anderson makes 2-pt shot at rim,2,54-63,,
7:13.0,,,54-63,,K. Towns misses 2-pt shot from 10 ft
7:10.0,Defensive rebound by L. Aldridge,,54-63,,
7:01.0,L. Aldridge makes 2-pt shot from 6 ft (assist by P. Gasol),2,56-63,,
6:46.0,,,56-63,,J. Teague misses 3-pt shot from 24 ft
6:43.0,,,56-63,,Offensive rebound by Team
6:43.0,,,56-63,,Minnesota full timeout
6:37.0,,,56-63,,J. Butler misses 2-pt shot from 20 ft
6:35.0,Defensive rebound by L. Aldridge,,56-63,,
6:24.0,P. Mills makes 2-pt shot from 21 ft (assist by L. Aldridge),2,58-63,,
6:02.0,,,58-65,2,J. Teague makes 2-pt shot at rim
5:46.0,D. Green misses 3-pt shot from 23 ft,,58-65,,
5:43.0,,,58-65,,Defensive rebound by K. Towns
5:30.0,,,58-67,2,J. Teague makes 2-pt shot from 10 ft
5:12.0,K. Anderson makes 2-pt shot from 4 ft,2,60-67,,
4:55.0,,,60-67,,J. Butler misses 2-pt shot from 7 ft
4:53.0,Defensive rebound by P. Gasol,,60-67,,
4:51.0,Offensive foul by L. Aldridge (drawn by K. Towns),,60-67,,
4:51.0,Turnover by L. Aldridge (offensive foul),,60-67,,
4:51.0,D. Murray enters the game for K. Anderson,,60-67,,
4:51.0,M. Ginobili enters the game for P. Mills,,60-67,,
4:51.0,R. Gay enters the game for L. Aldridge,,60-67,,
4:51.0,J. Lauvergne enters the game for D. Green,,60-67,,
4:39.0,,,60-67,,K. Towns misses 2-pt shot from 20 ft
4:36.0,Defensive rebound by D. Murray,,60-67,,
4:19.0,P. Gasol makes 2-pt shot from 1 ft (assist by M. Ginobili),2,62-67,,
4:03.0,,,62-67,,J. Butler misses 2-pt shot from 11 ft
4:00.0,Defensive rebound by J. Lauvergne,,62-67,,
3:47.0,R. Gay misses 3-pt shot from 25 ft,,62-67,,
3:44.0,,,62-67,,Defensive rebound by T. Gibson
3:32.0,,,62-67,,K. Towns misses 2-pt shot from 20 ft
3:31.0,,,62-67,,Offensive rebound by Team
3:31.0,Loose ball foul by J. Lauvergne (drawn by T. Gibson),,62-67,,
3:31.0,B. Forbes enters the game for P. Gasol,,62-67,,
3:31.0,,,62-67,,N. Bjelica enters the game for J. Butler
3:31.0,,,62-67,,J. Crawford enters the game for K. Towns
3:22.0,,,62-67,,J. Crawford misses 2-pt shot from 16 ft
3:17.0,Defensive rebound by M. Ginobili,,62-67,,
3:16.0,Turnover by M. Ginobili (lost ball; steal by J. Teague),,62-67,,
3:13.0,,,62-69,2,A. Wiggins makes 2-pt shot from 3 ft (assist by N. Bjelica)
2:55.0,Turnover by D. Murray (bad pass; steal by J. Crawford),,62-69,,
2:51.0,,,62-71,2,N. Bjelica makes 2-pt shot at rim (assist by J. Crawford)
2:50.0,San Antonio full timeout,,62-71,,
2:34.0,M. Ginobili misses 3-pt shot from 26 ft,,62-71,,
2:32.0,Offensive rebound by R. Gay,,62-71,,
2:22.0,Turnover by M. Ginobili (traveling),,62-71,,
2:09.0,,,62-73,2,N. Bjelica makes 2-pt shot from 5 ft (assist by J. Teague)
1:55.0,R. Gay misses 2-pt shot from 13 ft,,62-73,,
1:54.0,Offensive rebound by Team,,62-73,,
1:54.0,,,62-73,,Loose ball foul by N. Bjelica (drawn by J. Lauvergne)
1:49.0,B. Forbes misses 2-pt shot from 6 ft (block by N. Bjelica),,62-73,,
1:44.0,,,62-73,,Defensive rebound by J. Crawford
1:41.0,,,62-75,2,N. Bjelica makes 2-pt shot at rim (assist by J. Crawford)
1:25.0,M. Ginobili misses 2-pt shot from 7 ft,,62-75,,
1:24.0,Offensive rebound by M. Ginobili,,62-75,,
1:20.0,J. Lauvergne makes 2-pt shot at rim (assist by R. Gay),2,64-75,,
1:04.0,,,64-75,,Turnover by J. Teague (lost ball; steal by B. Forbes)
0:57.0,Shooting foul by N. Bjelica (drawn by R. Gay),,64-75,,
0:57.0,R. Gay misses free throw 1 of 2,,64-75,,
0:57.0,Offensive rebound by Team,,64-75,,
0:57.0,,,64-75,,T. Jones enters the game for J. Teague
0:57.0,R. Gay makes free throw 2 of 2,1,65-75,,
0:35.0,,,65-75,,T. Gibson misses 3-pt shot from 22 ft
0:32.0,Defensive rebound by J. Lauvergne,,65-75,,
0:13.0,Turnover by D. Murray (bad pass; steal by T. Jones),,65-75,,
0:03.0,,,65-75,,J. Crawford misses 2-pt shot from 8 ft
0:01.0,Defensive rebound by J. Lauvergne,,65-75,,
0:00.0,J. Lauvergne misses 3-pt shot from 57 ft,,65-75,,
0:00.0,Offensive rebound by Team,,65-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,65-75,,S. Muhammad misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by D. Murray,,65-75,,
11:30.0,R. Gay misses 3-pt shot from 25 ft,,65-75,,
11:26.0,,,65-75,,Defensive rebound by N. Bjelica
11:14.0,,,65-78,3,K. Towns makes 3-pt shot from 24 ft (assist by J. Crawford)
10:57.0,,,65-78,,Def 3 sec tech foul by N. Bjelica
10:57.0,L. Aldridge makes technical free throw,1,66-78,,
10:49.0,R. Gay misses 2-pt shot from 6 ft,,66-78,,
10:46.0,Offensive rebound by L. Aldridge,,66-78,,
10:44.0,B. Forbes misses 2-pt shot from 19 ft,,66-78,,
10:39.0,,,66-78,,Defensive rebound by T. Jones
10:22.0,,,66-78,,T. Jones misses 2-pt shot from 9 ft
10:20.0,Defensive rebound by D. Green,,66-78,,
10:08.0,R. Gay makes 2-pt shot from 12 ft,2,68-78,,
9:48.0,,,68-78,,K. Towns misses 2-pt shot from 2 ft (block by D. Murray)
9:46.0,Defensive rebound by D. Green,,68-78,,
9:43.0,D. Murray misses 2-pt shot from 1 ft,,68-78,,
9:43.0,Offensive rebound by L. Aldridge,,68-78,,
9:38.0,D. Green makes 3-pt shot from 24 ft (assist by L. Aldridge),3,71-78,,
9:28.0,,,71-78,,Minnesota full timeout
9:28.0,K. Anderson enters the game for D. Murray,,71-78,,
9:28.0,P. Mills enters the game for R. Gay,,71-78,,
9:21.0,,,71-78,,N. Bjelica misses 2-pt shot from 2 ft (block by K. Anderson)
9:18.0,Defensive rebound by L. Aldridge,,71-78,,
9:00.0,P. Mills misses 3-pt shot from 25 ft,,71-78,,
8:56.0,,,71-78,,Defensive rebound by S. Muhammad
8:42.0,,,71-78,,T. Jones misses 3-pt shot from 22 ft
8:39.0,,,71-78,,Offensive rebound by K. Towns
8:39.0,,,71-78,,Turnover by K. Towns (out of bounds lost ball)
8:39.0,,,71-78,,J. Teague enters the game for T. Jones
8:39.0,,,71-78,,J. Butler enters the game for N. Bjelica
8:17.0,Turnover by K. Anderson (lost ball; steal by J. Butler),,71-78,,
8:07.0,,,71-80,2,J. Butler makes 2-pt shot from 2 ft (assist by S. Muhammad)
7:50.0,Shooting foul by K. Towns (drawn by L. Aldridge),,71-80,,
7:50.0,L. Aldridge makes free throw 1 of 2,1,72-80,,
7:50.0,L. Aldridge makes free throw 2 of 2,1,73-80,,
7:35.0,,,73-80,,J. Butler misses 2-pt shot from 5 ft
7:33.0,Defensive rebound by B. Forbes,,73-80,,
7:26.0,K. Anderson misses 2-pt shot from 5 ft,,73-80,,
7:24.0,Offensive rebound by L. Aldridge,,73-80,,
7:24.0,Shooting foul by K. Towns (drawn by L. Aldridge),,73-80,,
7:24.0,L. Aldridge makes free throw 1 of 2,1,74-80,,
7:24.0,,,74-80,,A. Wiggins enters the game for J. Crawford
7:24.0,,,74-80,,T. Gibson enters the game for S. Muhammad
7:24.0,L. Aldridge makes free throw 2 of 2,1,75-80,,
7:09.0,Personal foul by B. Forbes (drawn by J. Teague),,75-80,,
6:55.0,,,75-80,,Turnover by Team (shot clock)
6:42.0,L. Aldridge misses 2-pt shot from 12 ft,,75-80,,
6:38.0,,,75-80,,Defensive rebound by J. Butler
6:16.0,,,75-80,,J. Teague misses 2-pt shot from 1 ft
6:14.0,Defensive rebound by B. Forbes,,75-80,,
6:07.0,D. Green misses 3-pt shot from 23 ft,,75-80,,
6:03.0,,,75-80,,Defensive rebound by K. Towns
5:53.0,,,75-82,2,T. Gibson makes 2-pt shot at rim (assist by J. Teague)
5:40.0,Turnover by K. Anderson (lost ball; steal by J. Butler),,75-82,,
5:34.0,,,75-85,3,J. Teague makes 3-pt shot from 22 ft (assist by A. Wiggins)
5:33.0,San Antonio full timeout,,75-85,,
5:33.0,R. Gay enters the game for K. Anderson,,75-85,,
5:14.0,L. Aldridge misses 2-pt shot from 7 ft (block by K. Towns),,75-85,,
5:11.0,Offensive rebound by L. Aldridge,,75-85,,
5:11.0,Shooting foul by J. Teague (drawn by P. Mills),,75-85,,
5:11.0,P. Mills makes free throw 1 of 3,1,76-85,,
5:11.0,P. Mills makes free throw 2 of 3,1,77-85,,
5:11.0,P. Gasol enters the game for B. Forbes,,77-85,,
5:11.0,P. Mills makes free throw 3 of 3,1,78-85,,
4:56.0,Personal foul by P. Mills (drawn by J. Teague),,78-85,,
4:51.0,,,78-85,,Shooting foul by R. Gay (drawn by A. Wiggins)
4:51.0,,,78-86,1,A. Wiggins makes free throw 1 of 2
4:51.0,,,78-86,,A. Wiggins misses free throw 2 of 2
4:48.0,Defensive rebound by P. Gasol,,78-86,,
4:27.0,L. Aldridge misses 2-pt shot from 16 ft,,78-86,,
4:22.0,,,78-86,,Defensive rebound by T. Gibson
4:17.0,,,78-89,3,K. Towns makes 3-pt shot from 24 ft (assist by J. Teague)
4:01.0,P. Mills makes 3-pt shot from 24 ft,3,81-89,,
3:40.0,,,81-89,,Shooting foul by R. Gay (drawn by T. Gibson)
3:40.0,,,81-89,,T. Gibson misses free throw 1 of 2
3:40.0,,,81-89,,Offensive rebound by Team
3:40.0,,,81-90,1,T. Gibson makes free throw 2 of 2
3:22.0,P. Mills misses 3-pt shot from 26 ft,,81-90,,
3:19.0,,,81-90,,Defensive rebound by J. Butler
3:02.0,,,81-90,,J. Butler misses 2-pt shot from 17 ft
3:00.0,,,81-90,,Offensive rebound by J. Butler
2:59.0,Personal foul by D. Green (drawn by J. Butler),,81-90,,
2:59.0,,,81-91,1,J. Butler makes free throw 1 of 2
2:59.0,,,81-92,1,J. Butler makes free throw 2 of 2
2:48.0,Turnover by P. Gasol (out of bounds lost ball),,81-92,,
2:34.0,,,81-92,,Turnover by J. Butler (bad pass; steal by P. Mills)
2:29.0,D. Green makes 3-pt shot from 26 ft (assist by P. Mills),3,84-92,,
2:07.0,,,84-92,,J. Butler misses 2-pt shot from 20 ft
2:05.0,,,84-92,,Offensive rebound by K. Towns
1:52.0,,,84-92,,K. Towns misses 2-pt shot at rim
1:52.0,,,84-92,,Offensive rebound by T. Gibson
1:38.0,,,84-92,,Shooting foul by D. Green (drawn by A. Wiggins)
1:38.0,,,84-92,,A. Wiggins misses free throw 1 of 2
1:38.0,,,84-92,,Offensive rebound by Team
1:38.0,B. Paul enters the game for P. Mills,,84-92,,
1:38.0,D. Murray enters the game for L. Aldridge,,84-92,,
1:38.0,B. Forbes enters the game for D. Green,,84-92,,
1:38.0,D. Bertans enters the game for R. Gay,,84-92,,
1:38.0,J. Lauvergne enters the game for P. Gasol,,84-92,,
1:38.0,,,84-93,1,A. Wiggins makes free throw 2 of 2
1:26.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by B. Paul),2,86-93,,
1:09.0,,,86-93,,A. Wiggins misses 3-pt shot from 25 ft
1:05.0,,,86-93,,Offensive rebound by K. Towns
0:46.0,,,86-93,,Shooting foul by B. Forbes (drawn by T. Gibson)
0:46.0,,,86-94,1,T. Gibson makes free throw 1 of 2
0:46.0,,,86-95,1,T. Gibson makes free throw 2 of 2
0:36.0,D. Bertans misses 3-pt shot from 25 ft,,86-95,,
0:33.0,,,86-95,,Defensive rebound by T. Gibson
