time,Brooklyn,pts.away,score,pts.home,Atlanta
3:47.0,Shooting foul by D. Schroder (drawn by A. Crabbe),,20-15,,
3:47.0,A. Crabbe makes free throw 1 of 3,1,21-15,,
3:47.0,,,21-15,,I. Taylor enters the game for D. Schroder
3:47.0,Q. Acy enters the game for R. Hollis-Jefferson,,21-15,,
3:47.0,A. Crabbe makes free throw 2 of 3,1,22-15,,
3:47.0,A. Crabbe misses free throw 3 of 3,,22-15,,
3:44.0,,,22-15,,Defensive rebound by J. Collins
3:27.0,,,22-18,3,M. Delaney makes 3-pt shot from 25 ft (assist by I. Taylor)
3:10.0,A. Crabbe misses 2-pt shot from 21 ft,,22-18,,
3:07.0,,,22-18,,Defensive rebound by D. Dedmon
2:58.0,,,22-18,,M. Delaney misses 3-pt shot from 25 ft
2:54.0,,,22-18,,Offensive rebound by D. Dedmon
2:45.0,,,22-20,2,D. Dedmon makes 2-pt shot from 12 ft
2:44.0,Brooklyn full timeout,,22-20,,
2:44.0,J. Harris enters the game for A. Crabbe,,22-20,,
2:33.0,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert),3,25-20,,
2:08.0,,,25-20,,J. Collins misses 3-pt shot from 23 ft
2:06.0,,,25-20,,Offensive rebound by Team
1:56.0,,,25-23,3,I. Taylor makes 3-pt shot from 24 ft (assist by D. Dedmon)
1:45.0,,,25-23,,Personal foul by M. Delaney (drawn by J. Harris)
1:38.0,Q. Acy misses 3-pt shot from 22 ft,,25-23,,
1:33.0,,,25-23,,Defensive rebound by J. Collins
1:25.0,,,25-23,,D. Dedmon misses 3-pt shot from 24 ft
1:21.0,Defensive rebound by J. Allen,,25-23,,
1:14.0,Turnover by C. LeVert (bad pass),,25-23,,
1:03.0,,,25-25,2,J. Collins makes 2-pt shot from 1 ft (assist by M. Delaney)
0:53.0,C. LeVert misses 3-pt shot from 24 ft,,25-25,,
0:50.0,,,25-25,,Defensive rebound by J. Collins
0:34.0,,,25-25,,I. Taylor misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by Q. Acy,,25-25,,
0:18.0,Q. Acy misses 3-pt shot from 26 ft,,25-25,,
0:15.0,,,25-25,,Defensive rebound by T. Waller-Prince
0:00.0,,,25-25,,D. Dedmon misses 3-pt shot from 23 ft
0:00.0,,,25-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,C. LeVert misses 2-pt shot from 12 ft,,25-25,,
11:43.0,,,25-25,,Defensive rebound by J. Collins
11:34.0,,,25-25,,Turnover by J. Collins (bad pass)
11:18.0,J. Okafor makes 2-pt shot from 1 ft (assist by A. Crabbe),2,27-25,,
11:03.0,,,27-25,,T. Dorsey misses 2-pt shot from 16 ft
11:01.0,Defensive rebound by Team,,27-25,,
11:01.0,,,27-25,,Loose ball foul by J. Collins (drawn by J. Okafor)
11:01.0,,,27-25,,M. Plumlee enters the game for J. Collins
10:47.0,Shooting foul by T. Dorsey (drawn by J. Okafor),,27-25,,
10:47.0,J. Okafor makes free throw 1 of 2,1,28-25,,
10:47.0,J. Okafor makes free throw 2 of 2,1,29-25,,
10:34.0,,,29-25,,Shooting foul by J. Harris (drawn by M. Plumlee)
10:34.0,,,29-25,,M. Plumlee misses free throw 1 of 2
10:34.0,,,29-25,,Offensive rebound by Team
10:34.0,,,29-26,1,M. Plumlee makes free throw 2 of 2
10:34.0,Violation by A. Crabbe (lane),,29-26,,
10:16.0,J. Okafor makes 2-pt shot from 2 ft (assist by J. Harris),2,31-26,,
10:06.0,,,31-28,2,M. Delaney makes 2-pt shot from 13 ft (assist by M. Plumlee)
9:54.0,A. Crabbe makes 3-pt shot from 25 ft (assist by J. Okafor),3,34-28,,
9:37.0,,,34-28,,Turnover by M. Plumlee (out of bounds lost ball)
9:26.0,C. LeVert misses 2-pt shot from 9 ft,,34-28,,
9:25.0,,,34-28,,Defensive rebound by Team
9:12.0,,,34-28,,Shooting foul by C. LeVert (drawn by M. Delaney)
9:12.0,,,34-29,1,M. Delaney makes free throw 1 of 2
9:12.0,,,34-30,1,M. Delaney makes free throw 2 of 2
9:00.0,J. Okafor misses 2-pt shot from 11 ft,,34-30,,
8:57.0,,,34-30,,Defensive rebound by K. Bazemore
8:50.0,,,34-30,,K. Bazemore misses 2-pt shot from 1 ft
8:50.0,,,34-30,,Offensive rebound by M. Plumlee
8:50.0,,,34-32,2,M. Plumlee makes 2-pt shot from 1 ft
8:38.0,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert),3,37-32,,
8:25.0,,,37-32,,K. Bazemore misses 2-pt shot from 2 ft
8:25.0,Defensive rebound by C. LeVert,,37-32,,
8:18.0,J. Harris makes 3-pt shot from 22 ft (assist by C. LeVert),3,40-32,,
8:17.0,,,40-32,,Atlanta full timeout
8:17.0,,,40-32,,D. Schroder enters the game for M. Delaney
8:06.0,,,40-32,,D. Schroder misses 2-pt shot from 9 ft
8:03.0,Defensive rebound by Q. Acy,,40-32,,
7:42.0,Turnover by J. Okafor (lost ball; steal by K. Bazemore),,40-32,,
7:38.0,,,40-32,,K. Bazemore misses 2-pt shot at rim
7:35.0,Defensive rebound by Q. Acy,,40-32,,
7:30.0,A. Crabbe misses 3-pt shot from 22 ft,,40-32,,
7:26.0,,,40-32,,Defensive rebound by M. Muscala
7:20.0,,,40-32,,Shooting foul by J. Okafor (drawn by K. Bazemore)
7:20.0,,,40-33,1,K. Bazemore makes free throw 1 of 2
7:20.0,,,40-33,,E. Ilyasova enters the game for M. Muscala
7:20.0,S. Dinwiddie enters the game for C. LeVert,,40-33,,
7:20.0,,,40-34,1,K. Bazemore makes free throw 2 of 2
7:11.0,J. Harris makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,43-34,,
6:49.0,,,43-36,2,E. Ilyasova makes 2-pt shot from 9 ft (assist by D. Schroder)
6:23.0,S. Dinwiddie misses 3-pt shot from 33 ft,,43-36,,
6:23.0,Offensive rebound by Team,,43-36,,
6:23.0,Turnover by Team (shot clock),,43-36,,
6:23.0,J. Allen enters the game for J. Okafor,,43-36,,
6:23.0,R. Hollis-Jefferson enters the game for Q. Acy,,43-36,,
6:23.0,D. Carroll enters the game for A. Crabbe,,43-36,,
6:06.0,,,43-38,2,D. Schroder makes 2-pt shot from 13 ft
5:51.0,S. Dinwiddie makes 2-pt shot from 12 ft,2,45-38,,
5:28.0,Personal foul by D. Carroll (drawn by K. Bazemore),,45-38,,
5:28.0,,,45-38,,T. Waller-Prince enters the game for M. Plumlee
5:28.0,,,45-38,,D. Dedmon enters the game for K. Bazemore
5:19.0,,,45-38,,Turnover by T. Dorsey (bad pass; steal by R. Hollis-Jefferson)
5:14.0,D. Carroll misses 3-pt shot from 25 ft,,45-38,,
5:09.0,,,45-38,,Defensive rebound by T. Dorsey
4:58.0,,,45-41,3,T. Dorsey makes 3-pt shot from 25 ft
4:48.0,,,45-41,,Personal foul by T. Dorsey (drawn by J. Harris)
4:48.0,,,45-41,,M. Delaney enters the game for T. Dorsey
4:38.0,Turnover by S. Dinwiddie (traveling),,45-41,,
4:28.0,,,45-41,,M. Delaney misses 2-pt shot from 16 ft
4:25.0,Defensive rebound by S. Dinwiddie,,45-41,,
4:04.0,S. Dinwiddie misses 3-pt shot from 25 ft,,45-41,,
4:00.0,,,45-41,,Defensive rebound by E. Ilyasova
3:59.0,Personal foul by S. Dinwiddie (drawn by D. Schroder),,45-41,,
3:59.0,,,45-42,1,D. Schroder makes free throw 1 of 2
3:59.0,,,45-43,1,D. Schroder makes free throw 2 of 2
3:40.0,Shooting foul by D. Dedmon (drawn by J. Allen),,45-43,,
3:40.0,J. Allen makes free throw 1 of 2,1,46-43,,
3:40.0,J. Allen makes free throw 2 of 2,1,47-43,,
3:31.0,,,47-43,,Shooting foul by J. Harris (drawn by E. Ilyasova)
3:31.0,,,47-44,1,E. Ilyasova makes free throw 1 of 2
3:31.0,,,47-44,,I. Taylor enters the game for D. Schroder
3:31.0,,,47-45,1,E. Ilyasova makes free throw 2 of 2
3:18.0,R. Hollis-Jefferson misses 2-pt shot from 13 ft,,47-45,,
3:16.0,,,47-45,,Defensive rebound by M. Delaney
3:09.0,,,47-45,,E. Ilyasova misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by D. Carroll,,47-45,,
2:49.0,S. Dinwiddie misses 2-pt shot from 13 ft,,47-45,,
2:47.0,Offensive rebound by D. Carroll,,47-45,,
2:43.0,,,47-45,,Personal foul by M. Delaney (drawn by R. Hollis-Jefferson)
2:43.0,Brooklyn full timeout,,47-45,,
2:43.0,,,47-45,,D. Schroder enters the game for I. Taylor
2:43.0,Q. Acy enters the game for J. Harris,,47-45,,
2:43.0,C. LeVert enters the game for J. Allen,,47-45,,
2:43.0,R. Hollis-Jefferson misses free throw 1 of 2,,47-45,,
2:43.0,Offensive rebound by Team,,47-45,,
2:43.0,R. Hollis-Jefferson misses free throw 2 of 2,,47-45,,
2:40.0,,,47-45,,Defensive rebound by D. Dedmon
2:23.0,,,47-47,2,D. Schroder makes 2-pt shot from 15 ft
2:05.0,S. Dinwiddie misses 3-pt shot from 22 ft,,47-47,,
2:02.0,,,47-47,,Defensive rebound by E. Ilyasova
1:55.0,,,47-47,,Turnover by D. Schroder (out of bounds lost ball)
1:55.0,,,47-47,,J. Collins enters the game for E. Ilyasova
1:37.0,D. Carroll makes 3-pt shot from 23 ft (assist by R. Hollis-Jefferson),3,50-47,,
1:21.0,,,50-50,3,D. Schroder makes 3-pt shot from 25 ft
1:08.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,50-50,,
1:05.0,,,50-50,,Defensive rebound by J. Collins
1:01.0,,,50-50,,Turnover by M. Delaney (bad pass)
0:48.0,Q. Acy makes 3-pt shot from 23 ft (assist by S. Dinwiddie),3,53-50,,
0:32.0,,,53-50,,D. Schroder misses 2-pt shot from 7 ft
0:26.0,Defensive rebound by D. Carroll,,53-50,,
0:19.0,R. Hollis-Jefferson misses 2-pt shot from 12 ft,,53-50,,
0:15.0,,,53-50,,Defensive rebound by D. Dedmon
0:00.0,,,53-50,,Turnover by M. Delaney (lost ball; steal by D. Carroll)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,D. Carroll misses 3-pt shot from 24 ft,,53-50,,
11:37.0,,,53-50,,Defensive rebound by M. Plumlee
11:26.0,,,53-50,,T. Waller-Prince misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by A. Crabbe,,53-50,,
11:19.0,Turnover by D. Carroll (step out of bounds),,53-50,,
11:09.0,,,53-50,,Shooting foul by S. Dinwiddie (drawn by K. Bazemore)
11:09.0,,,53-51,1,K. Bazemore makes free throw 1 of 2
11:09.0,,,53-51,,K. Bazemore misses free throw 2 of 2
11:05.0,Defensive rebound by S. Dinwiddie,,53-51,,
10:56.0,S. Dinwiddie misses 3-pt shot from 24 ft,,53-51,,
10:53.0,,,53-51,,Defensive rebound by E. Ilyasova
10:48.0,,,53-51,,D. Schroder misses 2-pt shot from 18 ft
10:45.0,Defensive rebound by S. Dinwiddie,,53-51,,
10:28.0,T. Zeller misses 2-pt shot from 1 ft,,53-51,,
10:25.0,R. Hollis-Jefferson misses 2-pt shot at rim,,53-51,,
10:25.0,Offensive rebound by R. Hollis-Jefferson,,53-51,,
10:24.0,,,53-51,,Defensive rebound by K. Bazemore
10:20.0,,,53-51,,E. Ilyasova misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by R. Hollis-Jefferson,,53-51,,
10:11.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft,2,55-51,,
9:57.0,,,55-51,,Turnover by K. Bazemore (lost ball; steal by D. Carroll)
9:50.0,D. Carroll makes 2-pt shot from 1 ft,2,57-51,,
9:37.0,Personal foul by A. Crabbe (drawn by K. Bazemore),,57-51,,
9:26.0,,,57-53,2,D. Schroder makes 2-pt shot from 1 ft
9:16.0,A. Crabbe misses 2-pt shot from 20 ft,,57-53,,
9:13.0,,,57-53,,Defensive rebound by M. Plumlee
8:59.0,,,57-53,,Offensive foul by E. Ilyasova (drawn by R. Hollis-Jefferson)
8:59.0,,,57-53,,Turnover by E. Ilyasova (offensive foul)
8:47.0,T. Zeller makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,59-53,,
8:28.0,,,59-53,,Turnover by T. Waller-Prince (bad pass; steal by D. Carroll)
8:19.0,S. Dinwiddie makes 3-pt shot from 24 ft (assist by R. Hollis-Jefferson),3,62-53,,
8:18.0,,,62-53,,Atlanta full timeout
8:18.0,,,62-53,,M. Delaney enters the game for T. Waller-Prince
8:07.0,,,62-56,3,D. Schroder makes 3-pt shot from 25 ft (assist by M. Delaney)
7:45.0,S. Dinwiddie misses 3-pt shot from 24 ft,,62-56,,
7:42.0,Offensive rebound by Team,,62-56,,
7:32.0,Shooting foul by D. Schroder (drawn by S. Dinwiddie),,62-56,,
7:32.0,S. Dinwiddie makes free throw 1 of 2,1,63-56,,
7:32.0,S. Dinwiddie makes free throw 2 of 2,1,64-56,,
7:21.0,Personal foul by A. Crabbe (drawn by K. Bazemore),,64-56,,
7:21.0,,,64-56,,D. Dedmon enters the game for M. Plumlee
7:15.0,,,64-56,,K. Bazemore misses 2-pt shot from 20 ft
7:13.0,Defensive rebound by Team,,64-56,,
6:57.0,T. Zeller makes 2-pt shot at rim (assist by S. Dinwiddie),2,66-56,,
6:43.0,,,66-56,,M. Delaney misses 2-pt shot from 20 ft
6:43.0,Defensive rebound by Team,,66-56,,
6:43.0,,,66-56,,Loose ball foul by D. Dedmon (drawn by R. Hollis-Jefferson)
6:32.0,S. Dinwiddie misses 2-pt shot from 9 ft,,66-56,,
6:30.0,Offensive rebound by T. Zeller,,66-56,,
6:30.0,T. Zeller misses 2-pt shot from 1 ft,,66-56,,
6:28.0,Offensive rebound by T. Zeller,,66-56,,
6:20.0,S. Dinwiddie misses 2-pt shot at rim,,66-56,,
6:20.0,,,66-56,,Defensive rebound by K. Bazemore
6:16.0,,,66-58,2,D. Dedmon makes 2-pt shot from 19 ft (assist by K. Bazemore)
6:00.0,A. Crabbe misses 3-pt shot from 24 ft,,66-58,,
5:58.0,,,66-58,,Defensive rebound by D. Dedmon
5:51.0,,,66-60,2,D. Schroder makes 2-pt shot at rim
5:51.0,Brooklyn full timeout,,66-60,,
5:51.0,J. Allen enters the game for T. Zeller,,66-60,,
5:31.0,Turnover by S. Dinwiddie (bad pass),,66-60,,
5:21.0,,,66-60,,D. Dedmon misses 2-pt shot from 12 ft
5:19.0,,,66-60,,Offensive rebound by D. Dedmon
5:19.0,Personal foul by D. Carroll (drawn by D. Dedmon),,66-60,,
5:17.0,,,66-63,3,D. Schroder makes 3-pt shot from 24 ft (assist by K. Bazemore)
4:57.0,Shooting foul by D. Schroder (drawn by D. Carroll),,66-63,,
4:57.0,D. Carroll misses free throw 1 of 2,,66-63,,
4:57.0,Offensive rebound by Team,,66-63,,
4:57.0,Q. Acy enters the game for S. Dinwiddie,,66-63,,
4:57.0,C. LeVert enters the game for R. Hollis-Jefferson,,66-63,,
4:57.0,D. Carroll misses free throw 2 of 2,,66-63,,
4:55.0,,,66-63,,Defensive rebound by E. Ilyasova
4:44.0,,,66-63,,D. Schroder misses 2-pt shot from 18 ft
4:40.0,Defensive rebound by Q. Acy,,66-63,,
4:36.0,,,66-63,,Personal foul by D. Schroder (drawn by D. Carroll)
4:36.0,,,66-63,,J. Collins enters the game for E. Ilyasova
4:36.0,,,66-63,,I. Taylor enters the game for D. Schroder
4:36.0,N. Stauskas enters the game for D. Carroll,,66-63,,
4:17.0,A. Crabbe misses 3-pt shot from 24 ft,,66-63,,
4:14.0,Offensive rebound by C. LeVert,,66-63,,
4:00.0,J. Allen misses 2-pt shot from 8 ft,,66-63,,
3:57.0,Offensive rebound by J. Allen,,66-63,,
3:56.0,J. Allen misses 2-pt shot at rim (block by D. Dedmon),,66-63,,
3:56.0,,,66-63,,Defensive rebound by J. Collins
3:52.0,,,66-63,,Shooting foul by C. LeVert (drawn by K. Bazemore)
3:52.0,,,66-63,,K. Bazemore misses free throw 1 of 2
3:52.0,,,66-63,,Offensive rebound by Team
3:52.0,,,66-63,,T. Dorsey enters the game for M. Delaney
3:52.0,J. Harris enters the game for A. Crabbe,,66-63,,
3:52.0,,,66-64,1,K. Bazemore makes free throw 2 of 2
3:36.0,Q. Acy misses 3-pt shot from 25 ft,,66-64,,
3:33.0,,,66-64,,Defensive rebound by J. Collins
3:17.0,,,66-64,,D. Dedmon misses 2-pt shot from 19 ft
3:11.0,,,66-64,,Offensive rebound by T. Dorsey
3:09.0,,,66-67,3,T. Dorsey makes 3-pt shot from 24 ft (assist by I. Taylor)
2:53.0,J. Harris makes 2-pt shot from 15 ft (assist by N. Stauskas),2,68-67,,
2:40.0,,,68-67,,T. Dorsey misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by Q. Acy,,68-67,,
2:33.0,N. Stauskas misses 3-pt shot from 24 ft,,68-67,,
2:30.0,,,68-67,,Defensive rebound by K. Bazemore
2:25.0,,,68-70,3,K. Bazemore makes 3-pt shot from 25 ft
2:12.0,C. LeVert misses 3-pt shot from 22 ft,,68-70,,
2:08.0,,,68-70,,Defensive rebound by D. Dedmon
1:53.0,,,68-70,,D. Dedmon misses 3-pt shot from 24 ft
1:51.0,,,68-70,,Offensive rebound by J. Collins
1:49.0,,,68-70,,Turnover by J. Collins (bad pass)
1:49.0,,,68-70,,M. Delaney enters the game for D. Dedmon
1:49.0,,,68-70,,M. Muscala enters the game for K. Bazemore
1:40.0,C. LeVert makes 2-pt shot from 15 ft,2,70-70,,
1:31.0,Personal foul by Q. Acy (drawn by M. Delaney),,70-70,,
1:31.0,,,70-71,1,M. Delaney makes free throw 1 of 2
1:31.0,,,70-72,1,M. Delaney makes free throw 2 of 2
1:15.0,J. Allen makes 2-pt shot from 1 ft (assist by C. LeVert),2,72-72,,
0:57.0,,,72-72,,M. Delaney misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by J. Allen,,72-72,,
0:44.0,J. Allen makes 2-pt shot at rim (assist by C. LeVert),2,74-72,,
0:28.0,,,74-74,2,M. Muscala makes 2-pt shot from 20 ft (assist by M. Delaney)
0:05.0,C. LeVert misses 2-pt shot at rim,,74-74,,
0:02.0,,,74-74,,Defensive rebound by M. Muscala
0:00.0,,,74-74,,T. Dorsey misses 3-pt shot from 30 ft
0:00.0,,,74-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,74-74,,Offensive foul by J. Collins (drawn by J. Harris)
11:49.0,,,74-74,,Turnover by J. Collins (offensive foul)
11:28.0,J. Okafor makes 2-pt shot from 1 ft (assist by J. Harris),2,76-74,,
11:05.0,,,76-76,2,J. Collins makes 2-pt shot from 4 ft (assist by M. Delaney)
11:05.0,,,76-76,,Shooting foul by J. Okafor (drawn by J. Collins)
11:05.0,,,76-77,1,J. Collins makes free throw 1 of 1
10:54.0,C. LeVert misses 2-pt shot from 15 ft,,76-77,,
10:51.0,,,76-77,,Defensive rebound by M. Muscala
10:46.0,,,76-80,3,T. Dorsey makes 3-pt shot from 25 ft
10:27.0,J. Okafor makes 2-pt shot from 2 ft,2,78-80,,
10:12.0,,,78-80,,T. Dorsey misses 2-pt shot from 2 ft
10:11.0,,,78-80,,Offensive rebound by J. Collins
10:11.0,,,78-80,,J. Collins misses 2-pt shot from 3 ft
10:11.0,Defensive rebound by Q. Acy,,78-80,,
10:11.0,,,78-80,,Personal foul by J. Collins (drawn by Q. Acy)
10:11.0,,,78-80,,D. Dedmon enters the game for J. Collins
10:00.0,J. Okafor makes 2-pt shot from 2 ft (assist by C. LeVert),2,80-80,,
9:42.0,Personal foul by Q. Acy (drawn by M. Muscala),,80-80,,
9:40.0,Personal foul by A. Crabbe (drawn by M. Delaney),,80-80,,
9:27.0,,,80-80,,Offensive charge foul by M. Delaney (drawn by Q. Acy)
9:27.0,,,80-80,,Turnover by M. Delaney (offensive foul)
9:27.0,,,80-80,,T. Waller-Prince enters the game for M. Delaney
9:13.0,,,80-80,,Personal foul by M. Muscala (drawn by Q. Acy)
9:07.0,C. LeVert makes 2-pt shot from 1 ft,2,82-80,,
9:07.0,Shooting foul by D. Dedmon (drawn by C. LeVert),,82-80,,
9:07.0,C. LeVert makes free throw 1 of 1,1,83-80,,
8:56.0,,,83-80,,I. Taylor misses 2-pt shot from 18 ft
8:53.0,Defensive rebound by A. Crabbe,,83-80,,
8:40.0,J. Okafor makes 2-pt shot from 1 ft (assist by C. LeVert),2,85-80,,
8:40.0,,,85-80,,Atlanta full timeout
8:40.0,,,85-80,,E. Ilyasova enters the game for T. Dorsey
8:40.0,,,85-80,,D. Schroder enters the game for I. Taylor
8:40.0,,,85-80,,K. Bazemore enters the game for M. Muscala
8:28.0,,,85-80,,D. Schroder misses 2-pt shot from 3 ft
8:24.0,,,85-80,,Offensive rebound by D. Schroder
8:21.0,Personal foul by A. Crabbe (drawn by K. Bazemore),,85-80,,
8:10.0,,,85-82,2,D. Dedmon makes 2-pt shot at rim (assist by D. Schroder)
7:53.0,Offensive charge foul by C. LeVert (drawn by D. Schroder),,85-82,,
7:53.0,Turnover by C. LeVert (offensive foul),,85-82,,
7:53.0,S. Dinwiddie enters the game for C. LeVert,,85-82,,
7:41.0,,,85-84,2,D. Dedmon makes 2-pt shot from 13 ft (assist by E. Ilyasova)
7:28.0,Shooting foul by D. Dedmon (drawn by J. Okafor),,85-84,,
7:28.0,J. Okafor makes free throw 1 of 2,1,86-84,,
7:28.0,R. Hollis-Jefferson enters the game for Q. Acy,,86-84,,
7:28.0,J. Okafor misses free throw 2 of 2,,86-84,,
7:28.0,Offensive rebound by A. Crabbe,,86-84,,
7:18.0,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Schroder),,86-84,,
7:14.0,,,86-87,3,K. Bazemore makes 3-pt shot from 25 ft (assist by D. Schroder)
