time,Boston,pts.away,score,pts.home,Orlando
1:54.0,,,42-29,,J. Isaac enters the game for K. Birch
1:41.0,,,42-31,2,D. Augustin makes 2-pt shot from 2 ft
1:26.0,A. Horford misses 2-pt shot from 17 ft,,42-31,,
1:23.0,Offensive rebound by T. Rozier,,42-31,,
1:21.0,J. Tatum makes 3-pt shot from 25 ft (assist by T. Rozier),3,45-31,,
1:04.0,,,45-31,,J. Isaac misses 2-pt shot from 16 ft
1:01.0,Defensive rebound by M. Morris,,45-31,,
0:55.0,,,45-31,,Personal foul by D. Augustin (drawn by T. Rozier)
0:55.0,T. Rozier misses free throw 1 of 2,,45-31,,
0:55.0,Offensive rebound by Team,,45-31,,
0:55.0,S. Ojeleye enters the game for J. Tatum,,45-31,,
0:55.0,T. Rozier makes free throw 2 of 2,1,46-31,,
0:32.0,,,46-31,,M. Hezonja misses 2-pt shot from 3 ft
0:29.0,Defensive rebound by S. Ojeleye,,46-31,,
0:23.0,A. Baynes misses 2-pt shot from 4 ft,,46-31,,
0:23.0,Offensive rebound by A. Baynes,,46-31,,
0:23.0,A. Baynes makes 2-pt shot from 4 ft,2,48-31,,
0:03.0,,,48-31,,M. Hezonja misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by S. Ojeleye,,48-31,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,M. Morris misses 2-pt shot from 19 ft,,48-31,,
11:44.0,,,48-31,,Defensive rebound by J. Simmons
11:21.0,,,48-31,,D. Augustin misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by J. Tatum,,48-31,,
10:59.0,A. Baynes misses 3-pt shot from 24 ft,,48-31,,
10:57.0,,,48-31,,Defensive rebound by J. Isaac
10:49.0,,,48-31,,Turnover by M. Hezonja (traveling)
10:35.0,Offensive charge foul by J. Tatum (drawn by J. Simmons),,48-31,,
10:35.0,Turnover by J. Tatum (offensive foul),,48-31,,
10:25.0,,,48-31,,J. Isaac misses 2-pt shot from 2 ft
10:23.0,Defensive rebound by M. Morris,,48-31,,
10:16.0,A. Horford misses 2-pt shot from 11 ft,,48-31,,
10:13.0,,,48-31,,Defensive rebound by M. Hezonja
10:01.0,,,48-33,2,N. Vucevic makes 2-pt shot from 11 ft
9:50.0,A. Baynes makes 2-pt shot from 14 ft (assist by T. Rozier),2,50-33,,
9:30.0,,,50-33,,M. Hezonja misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by M. Morris,,50-33,,
9:21.0,M. Morris misses 2-pt shot from 23 ft,,50-33,,
9:19.0,,,50-33,,Defensive rebound by J. Isaac
9:11.0,,,50-35,2,D. Augustin makes 2-pt shot from 2 ft
8:55.0,A. Horford makes 2-pt shot from 6 ft,2,52-35,,
8:40.0,,,52-35,,Shooting foul by A. Horford (drawn by J. Simmons)
8:40.0,,,52-35,,J. Simmons misses free throw 1 of 2
8:40.0,,,52-35,,Offensive rebound by Team
8:40.0,,,52-36,1,J. Simmons makes free throw 2 of 2
8:25.0,A. Horford makes 2-pt shot from 13 ft,2,54-36,,
7:58.0,,,54-36,,D. Augustin misses 2-pt shot from 1 ft (block by T. Rozier)
7:56.0,Defensive rebound by A. Baynes,,54-36,,
7:53.0,,,54-36,,Personal foul by J. Simmons (drawn by J. Tatum)
7:45.0,,,54-36,,Personal foul by J. Isaac (drawn by A. Baynes)
7:43.0,,,54-36,,Personal foul by J. Simmons (drawn by J. Tatum)
7:37.0,A. Horford misses 2-pt shot from 2 ft,,54-36,,
7:32.0,Offensive rebound by A. Baynes,,54-36,,
7:30.0,T. Rozier makes 3-pt shot from 25 ft (assist by A. Baynes),3,57-36,,
7:20.0,,,57-36,,J. Simmons misses 3-pt shot from 26 ft (block by J. Tatum)
7:16.0,Defensive rebound by T. Rozier,,57-36,,
7:02.0,J. Tatum misses 3-pt shot from 25 ft,,57-36,,
7:00.0,,,57-36,,Defensive rebound by J. Simmons
7:00.0,Violation by A. Horford (kicked ball),,57-36,,
7:00.0,,,57-36,,Orlando full timeout
7:00.0,,,57-36,,K. Birch enters the game for J. Isaac
6:46.0,,,57-36,,N. Vucevic misses 3-pt shot from 24 ft
6:45.0,Defensive rebound by Team,,57-36,,
6:29.0,T. Rozier makes 3-pt shot from 25 ft (assist by M. Morris),3,60-36,,
6:20.0,,,60-36,,Turnover by J. Simmons (bad pass)
6:09.0,Turnover by T. Rozier (bad pass; steal by M. Hezonja),,60-36,,
6:05.0,,,60-38,2,N. Vucevic makes 2-pt shot at rim (assist by M. Hezonja)
5:51.0,A. Horford misses 2-pt shot from 11 ft,,60-38,,
5:49.0,,,60-38,,Defensive rebound by N. Vucevic
5:42.0,,,60-38,,K. Birch misses 2-pt shot from 2 ft
5:39.0,Defensive rebound by A. Horford,,60-38,,
5:39.0,,,60-38,,Personal foul by N. Vucevic (drawn by A. Horford)
5:39.0,G. Monroe enters the game for A. Baynes,,60-38,,
5:39.0,S. Ojeleye enters the game for M. Morris,,60-38,,
5:25.0,G. Monroe makes 2-pt shot from 8 ft (assist by A. Horford),2,62-38,,
5:05.0,,,62-41,3,M. Hezonja makes 3-pt shot from 22 ft (assist by J. Simmons)
4:48.0,Turnover by J. Tatum (step out of bounds),,62-41,,
4:38.0,,,62-41,,D. Augustin misses 3-pt shot from 25 ft
4:33.0,Defensive rebound by J. Tatum,,62-41,,
4:31.0,Boston full timeout,,62-41,,
4:31.0,,,62-41,,S. Mack enters the game for K. Birch
4:25.0,J. Tatum makes 2-pt shot from 14 ft (assist by A. Horford),2,64-41,,
4:06.0,,,64-43,2,N. Vucevic makes 2-pt shot from 10 ft (assist by D. Augustin)
3:52.0,Turnover by A. Horford (bad pass; steal by S. Mack),,64-43,,
3:48.0,,,64-45,2,D. Augustin makes 2-pt shot at rim
3:37.0,,,64-45,,Personal foul by D. Augustin (drawn by G. Monroe)
3:37.0,G. Monroe makes free throw 1 of 2,1,65-45,,
3:37.0,G. Monroe makes free throw 2 of 2,1,66-45,,
3:25.0,,,66-45,,J. Simmons misses 2-pt shot from 8 ft (block by G. Monroe)
3:23.0,,,66-45,,Offensive rebound by N. Vucevic
3:21.0,,,66-47,2,N. Vucevic makes 2-pt shot from 2 ft
3:12.0,Shooting foul by N. Vucevic (drawn by G. Monroe),,66-47,,
3:12.0,G. Monroe makes free throw 1 of 2,1,67-47,,
3:12.0,G. Monroe misses free throw 2 of 2,,67-47,,
3:10.0,,,67-47,,Defensive rebound by N. Vucevic
2:48.0,,,67-49,2,N. Vucevic makes 2-pt shot from 8 ft
2:30.0,T. Rozier misses 2-pt shot from 19 ft,,67-49,,
2:29.0,Offensive rebound by Team,,67-49,,
2:29.0,,,67-49,,Loose ball foul by N. Vucevic (drawn by G. Monroe)
2:29.0,G. Monroe makes free throw 1 of 2,1,68-49,,
2:29.0,,,68-49,,B. Biyombo enters the game for N. Vucevic
2:29.0,,,68-49,,W. Iwundu enters the game for D. Augustin
2:29.0,M. Morris enters the game for J. Tatum,,68-49,,
2:29.0,A. Nader enters the game for A. Horford,,68-49,,
2:29.0,G. Monroe misses free throw 2 of 2,,68-49,,
2:22.0,,,68-49,,Defensive rebound by M. Hezonja
2:15.0,,,68-51,2,J. Simmons makes 2-pt shot from 8 ft
2:15.0,,,68-51,,Shooting foul by S. Ojeleye (drawn by J. Simmons)
2:15.0,,,68-52,1,J. Simmons makes free throw 1 of 1
2:02.0,G. Monroe makes 2-pt shot from 1 ft (assist by M. Morris),2,70-52,,
1:45.0,,,70-52,,Turnover by S. Mack (bad pass; steal by G. Monroe)
1:43.0,Shooting foul by M. Hezonja (drawn by T. Rozier),,70-52,,
1:43.0,T. Rozier misses free throw 1 of 2,,70-52,,
1:43.0,Offensive rebound by Team,,70-52,,
1:43.0,T. Rozier makes free throw 2 of 2,1,71-52,,
1:31.0,,,71-52,,Turnover by M. Hezonja (bad pass; steal by G. Monroe)
1:18.0,G. Monroe makes 2-pt shot from 10 ft,2,73-52,,
1:04.0,,,73-52,,M. Hezonja misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by M. Morris,,73-52,,
0:55.0,T. Rozier misses 3-pt shot from 26 ft,,73-52,,
0:54.0,Offensive rebound by M. Morris,,73-52,,
0:54.0,M. Morris makes 2-pt shot at rim,2,75-52,,
0:54.0,,,75-52,,Orlando full timeout
0:54.0,,,75-52,,J. Isaac enters the game for M. Hezonja
0:54.0,J. Tatum enters the game for A. Nader,,75-52,,
0:37.0,,,75-52,,J. Simmons misses 3-pt shot from 26 ft
0:35.0,,,75-52,,Offensive rebound by Team
0:35.0,Loose ball foul by S. Ojeleye (drawn by B. Biyombo),,75-52,,
0:28.0,,,75-52,,J. Isaac misses 2-pt shot from 10 ft
0:25.0,Defensive rebound by M. Morris,,75-52,,
0:09.0,M. Morris misses 3-pt shot from 25 ft,,75-52,,
0:06.0,,,75-52,,Defensive rebound by B. Biyombo
0:00.0,,,75-52,,J. Simmons misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by M. Morris,,75-52,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,75-54,2,J. Isaac makes 2-pt shot from 2 ft (assist by B. Biyombo)
11:22.0,M. Morris misses 2-pt shot from 9 ft,,75-54,,
11:19.0,,,75-54,,Defensive rebound by W. Iwundu
11:08.0,,,75-54,,S. Mack misses 2-pt shot at rim
11:08.0,,,75-54,,Offensive rebound by Team
11:08.0,Loose ball foul by M. Morris (drawn by B. Biyombo),,75-54,,
11:02.0,,,75-56,2,S. Mack makes 2-pt shot from 2 ft (assist by B. Biyombo)
10:39.0,S. Larkin misses 2-pt shot from 6 ft (block by B. Biyombo),,75-56,,
10:39.0,Offensive rebound by Team,,75-56,,
10:35.0,A. Nader misses 2-pt shot from 17 ft,,75-56,,
10:33.0,,,75-56,,Defensive rebound by R. Purvis
10:23.0,,,75-56,,R. Purvis misses 3-pt shot from 24 ft
10:19.0,,,75-56,,Offensive rebound by B. Biyombo
10:18.0,,,75-56,,B. Biyombo misses 2-pt shot from 3 ft
10:18.0,Defensive rebound by G. Monroe,,75-56,,
10:10.0,G. Monroe makes 2-pt shot from 1 ft (assist by S. Ojeleye),2,77-56,,
9:50.0,,,77-59,3,R. Purvis makes 3-pt shot from 25 ft
9:33.0,Turnover by S. Larkin (bad pass; steal by B. Biyombo),,77-59,,
9:28.0,,,77-59,,R. Purvis misses 3-pt shot from 25 ft
9:24.0,,,77-59,,Offensive rebound by W. Iwundu
9:20.0,,,77-59,,J. Isaac misses 2-pt shot from 14 ft
9:18.0,,,77-59,,Offensive rebound by B. Biyombo
9:18.0,,,77-61,2,B. Biyombo makes 2-pt shot from 1 ft
9:18.0,Boston full timeout,,77-61,,
9:18.0,T. Rozier enters the game for S. Ojeleye,,77-61,,
9:18.0,A. Baynes enters the game for G. Monroe,,77-61,,
9:18.0,A. Horford enters the game for S. Larkin,,77-61,,
9:01.0,A. Baynes misses 2-pt shot from 16 ft,,77-61,,
8:58.0,,,77-61,,Defensive rebound by S. Mack
8:44.0,,,77-61,,W. Iwundu misses 3-pt shot from 22 ft
8:42.0,Defensive rebound by A. Horford,,77-61,,
8:33.0,A. Horford misses 2-pt shot from 18 ft,,77-61,,
8:30.0,,,77-61,,Defensive rebound by S. Mack
8:30.0,Personal foul by A. Horford (drawn by S. Mack),,77-61,,
8:10.0,,,77-63,2,S. Mack makes 2-pt shot from 1 ft
7:57.0,T. Rozier misses 3-pt shot from 25 ft,,77-63,,
7:54.0,,,77-63,,Defensive rebound by B. Biyombo
7:47.0,,,77-63,,S. Mack misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by M. Morris,,77-63,,
7:32.0,A. Horford makes 3-pt shot from 23 ft (assist by T. Rozier),3,80-63,,
7:19.0,,,80-63,,J. Isaac misses 3-pt shot from 25 ft
7:17.0,Defensive rebound by A. Nader,,80-63,,
7:03.0,Offensive foul by A. Baynes (drawn by B. Biyombo),,80-63,,
7:03.0,Turnover by A. Baynes (offensive foul),,80-63,,
7:03.0,,,80-63,,K. Birch enters the game for J. Isaac
6:43.0,,,80-63,,W. Iwundu misses 2-pt shot from 1 ft (block by A. Baynes)
6:40.0,Defensive rebound by A. Nader,,80-63,,
6:28.0,A. Horford misses 3-pt shot from 22 ft,,80-63,,
6:24.0,,,80-63,,Defensive rebound by S. Mack
6:16.0,,,80-65,2,S. Mack makes 2-pt shot from 2 ft
6:16.0,,,80-65,,Shooting foul by A. Nader (drawn by S. Mack)
6:16.0,,,80-65,,J. Simmons enters the game for R. Purvis
6:16.0,,,80-65,,D. Augustin enters the game for W. Iwundu
6:16.0,J. Tatum enters the game for M. Morris,,80-65,,
6:16.0,,,80-66,1,S. Mack makes free throw 1 of 1
6:04.0,Turnover by J. Tatum (lost ball; steal by S. Mack),,80-66,,
5:42.0,,,80-66,,S. Mack misses 3-pt shot from 26 ft
5:42.0,Defensive rebound by Team,,80-66,,
5:23.0,Turnover by T. Rozier (lost ball; steal by J. Simmons),,80-66,,
5:17.0,,,80-66,,D. Augustin misses 2-pt shot at rim (block by A. Nader)
5:17.0,,,80-66,,Offensive rebound by Team
5:17.0,S. Larkin enters the game for A. Nader,,80-66,,
5:17.0,,,80-66,,N. Vucevic enters the game for B. Biyombo
5:17.0,,,80-66,,M. Hezonja enters the game for K. Birch
5:15.0,,,80-68,2,J. Simmons makes 2-pt shot from 16 ft (assist by D. Augustin)
4:57.0,Shooting foul by N. Vucevic (drawn by T. Rozier),,80-68,,
4:57.0,T. Rozier makes free throw 1 of 2,1,81-68,,
4:57.0,,,81-68,,B. Biyombo enters the game for N. Vucevic
4:57.0,S. Ojeleye enters the game for A. Baynes,,81-68,,
4:57.0,T. Rozier makes free throw 2 of 2,1,82-68,,
4:41.0,,,82-68,,Turnover by J. Simmons (lost ball; steal by A. Horford)
4:34.0,J. Tatum misses 2-pt shot from 1 ft,,82-68,,
4:34.0,Offensive rebound by J. Tatum,,82-68,,
