time,San Antonio,pts.away,score,pts.home,Golden State
5:52.0,,,13-17,,J. McGee misses 2-pt shot at rim
5:51.0,,,13-17,,Offensive rebound by J. McGee
5:50.0,Personal foul by D. Murray (drawn by J. McGee),,13-17,,
5:50.0,K. Anderson enters the game for D. Green,,13-17,,
5:50.0,M. Ginobili enters the game for D. Murray,,13-17,,
5:46.0,,,13-17,,K. Thompson misses 3-pt shot from 26 ft
5:44.0,Defensive rebound by R. Gay,,13-17,,
5:37.0,P. Mills misses 2-pt shot from 20 ft,,13-17,,
5:35.0,,,13-17,,Defensive rebound by K. Looney
5:27.0,,,13-17,,K. Durant misses 3-pt shot from 27 ft
5:25.0,Defensive rebound by P. Mills,,13-17,,
5:21.0,K. Anderson misses 3-pt shot from 22 ft,,13-17,,
5:19.0,,,13-17,,Defensive rebound by K. Durant
5:05.0,,,13-17,,K. Durant misses 3-pt shot from 24 ft
5:03.0,Defensive rebound by R. Gay,,13-17,,
4:46.0,L. Aldridge makes 2-pt shot from 1 ft,2,15-17,,
4:46.0,Shooting foul by J. McGee (drawn by L. Aldridge),,15-17,,
4:46.0,L. Aldridge makes free throw 1 of 1,1,16-17,,
4:38.0,,,16-17,,A. Iguodala misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by P. Mills,,16-17,,
4:29.0,R. Gay makes 2-pt shot from 3 ft (assist by P. Mills),2,18-17,,
4:20.0,,,18-17,,Golden State full timeout
4:20.0,,,18-17,,D. West enters the game for J. McGee
4:20.0,,,18-17,,S. Livingston enters the game for A. Iguodala
4:20.0,D. Bertans enters the game for P. Mills,,18-17,,
4:14.0,,,18-17,,Turnover by S. Livingston (bad pass; steal by K. Anderson)
4:02.0,M. Ginobili makes 2-pt shot from 2 ft (assist by L. Aldridge),2,20-17,,
3:46.0,,,20-17,,Turnover by K. Looney (bad pass; steal by K. Anderson)
3:41.0,D. Bertans misses 3-pt shot from 23 ft,,20-17,,
3:39.0,,,20-17,,Defensive rebound by K. Looney
3:19.0,,,20-19,2,K. Thompson makes 2-pt shot from 16 ft (assist by S. Livingston)
2:58.0,L. Aldridge misses 2-pt shot from 13 ft,,20-19,,
2:55.0,,,20-19,,Defensive rebound by K. Durant
2:52.0,,,20-21,2,S. Livingston makes 2-pt shot from 16 ft (assist by K. Durant)
2:28.0,M. Ginobili misses 2-pt shot from 22 ft,,20-21,,
2:26.0,,,20-21,,Defensive rebound by S. Livingston
2:07.0,,,20-21,,S. Livingston misses 2-pt shot from 7 ft
2:05.0,Defensive rebound by K. Anderson,,20-21,,
1:54.0,Shooting foul by D. West (drawn by L. Aldridge),,20-21,,
1:54.0,L. Aldridge makes free throw 1 of 2,1,21-21,,
1:54.0,,,21-21,,Q. Cook enters the game for K. Thompson
1:54.0,T. Parker enters the game for R. Gay,,21-21,,
1:54.0,L. Aldridge makes free throw 2 of 2,1,22-21,,
1:54.0,,,22-21,,D. Green enters the game for K. Looney
1:44.0,,,22-21,,K. Durant misses 2-pt shot from 13 ft
1:42.0,Defensive rebound by L. Aldridge,,22-21,,
1:29.0,K. Anderson misses 3-pt shot from 22 ft,,22-21,,
1:27.0,,,22-21,,Defensive rebound by D. Green
1:23.0,Personal foul by D. Bertans (drawn by K. Durant),,22-21,,
1:23.0,P. Gasol enters the game for L. Aldridge,,22-21,,
1:19.0,Personal foul by K. Anderson (drawn by K. Durant),,22-21,,
1:19.0,,,22-22,1,K. Durant makes free throw 1 of 2
1:19.0,,,22-23,1,K. Durant makes free throw 2 of 2
1:07.0,P. Gasol misses 2-pt shot from 16 ft,,22-23,,
1:05.0,,,22-23,,Defensive rebound by Q. Cook
0:52.0,,,22-23,,D. Green misses 3-pt shot from 23 ft
0:50.0,Defensive rebound by P. Gasol,,22-23,,
0:36.0,D. Bertans makes 3-pt shot from 26 ft (assist by P. Gasol),3,25-23,,
0:29.0,,,25-23,,K. Durant misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by M. Ginobili,,25-23,,
0:04.0,M. Ginobili misses 2-pt shot from 17 ft,,25-23,,
0:02.0,Offensive rebound by Team,,25-23,,
0:02.0,,,25-23,,K. Looney enters the game for Q. Cook
0:02.0,,,25-23,,A. Iguodala enters the game for D. Green
0:02.0,D. Green enters the game for K. Anderson,,25-23,,
0:01.0,D. Bertans misses 3-pt shot from 23 ft,,25-23,,
0:00.0,Offensive rebound by Team,,25-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,D. Bertans misses 3-pt shot from 29 ft,,25-23,,
11:44.0,,,25-23,,Defensive rebound by Team
11:23.0,,,25-23,,D. Green misses 2-pt shot from 17 ft
11:21.0,Defensive rebound by D. Green,,25-23,,
11:10.0,T. Parker makes 2-pt shot from 19 ft (assist by D. Green),2,27-23,,
11:08.0,,,27-23,,Golden State full timeout
10:51.0,,,27-23,,D. Green misses 3-pt shot from 23 ft
10:49.0,Defensive rebound by P. Gasol,,27-23,,
10:40.0,,,27-23,,Personal foul by D. West (drawn by T. Parker)
10:33.0,T. Parker misses 3-pt shot from 24 ft,,27-23,,
10:31.0,,,27-23,,Defensive rebound by Q. Cook
10:22.0,,,27-23,,Shooting foul by D. Bertans (drawn by D. Green)
10:22.0,,,27-24,1,D. Green makes free throw 1 of 2
10:22.0,,,27-25,1,D. Green makes free throw 2 of 2
10:03.0,P. Gasol makes 2-pt shot from 11 ft,2,29-25,,
9:52.0,,,29-25,,Q. Cook misses 2-pt shot from 16 ft
9:50.0,Defensive rebound by P. Gasol,,29-25,,
9:40.0,P. Gasol misses 2-pt shot from 7 ft,,29-25,,
9:38.0,,,29-25,,Defensive rebound by D. West
9:34.0,,,29-25,,K. Thompson misses 2-pt shot from 22 ft
9:32.0,Defensive rebound by T. Parker,,29-25,,
9:22.0,T. Parker misses 2-pt shot from 11 ft,,29-25,,
9:20.0,,,29-25,,Defensive rebound by D. West
9:08.0,,,29-25,,K. Thompson misses 2-pt shot from 4 ft
9:06.0,,,29-25,,Offensive rebound by S. Livingston
9:05.0,,,29-25,,Turnover by S. Livingston (out of bounds lost ball)
9:05.0,P. Mills enters the game for T. Parker,,29-25,,
8:48.0,P. Mills misses 3-pt shot from 25 ft,,29-25,,
8:46.0,,,29-25,,Defensive rebound by D. West
8:38.0,,,29-25,,D. Green misses 2-pt shot from 3 ft (block by D. Green)
8:38.0,R. Gay enters the game for D. Bertans,,29-25,,
8:38.0,,,29-25,,Defensive rebound by Team
8:34.0,Jump ball: D. Green vs. D. Green (K. Thompson gains possession),,,,Jump ball: D. Green vs. D. Green (K. Thompson gains possession)
8:30.0,Personal foul by D. Green (drawn by D. Green),,29-25,,
8:24.0,,,29-27,2,D. West makes 2-pt shot at rim (assist by D. Green)
8:09.0,P. Mills misses 3-pt shot from 25 ft,,29-27,,
8:07.0,,,29-27,,Defensive rebound by Team
7:53.0,,,29-29,2,D. West makes 2-pt shot from 13 ft (assist by K. Thompson)
7:27.0,P. Gasol makes 2-pt shot from 10 ft (assist by R. Gay),2,31-29,,
7:15.0,,,31-31,2,D. West makes 2-pt shot from 18 ft (assist by Q. Cook)
6:54.0,Shooting foul by D. West (drawn by P. Gasol),,31-31,,
6:54.0,,,31-31,,J. McGee enters the game for D. West
6:54.0,,,31-31,,K. Durant enters the game for Q. Cook
6:54.0,,,31-31,,A. Iguodala enters the game for S. Livingston
6:54.0,L. Aldridge enters the game for B. Forbes,,31-31,,
6:54.0,P. Gasol makes free throw 1 of 2,1,32-31,,
6:54.0,P. Gasol makes free throw 2 of 2,1,33-31,,
6:33.0,,,33-31,,A. Iguodala misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by L. Aldridge,,33-31,,
6:15.0,L. Aldridge makes 2-pt shot from 3 ft (assist by P. Gasol),2,35-31,,
6:06.0,,,35-33,2,K. Durant makes 2-pt shot from 2 ft
5:48.0,L. Aldridge misses 2-pt shot from 15 ft,,35-33,,
5:46.0,,,35-33,,Defensive rebound by K. Durant
5:41.0,,,35-35,2,K. Durant makes 2-pt shot from 17 ft
5:40.0,San Antonio full timeout,,35-35,,
5:40.0,,,35-35,,N. Young enters the game for K. Thompson
5:28.0,,,35-35,,Personal foul by A. Iguodala (drawn by L. Aldridge)
5:13.0,R. Gay makes 2-pt shot from 11 ft (assist by P. Gasol),2,37-35,,
4:58.0,,,37-35,,Turnover by K. Durant (lost ball; steal by R. Gay)
4:53.0,R. Gay makes 2-pt shot from 4 ft,2,39-35,,
4:34.0,,,39-35,,K. Durant misses 3-pt shot from 26 ft
4:32.0,Defensive rebound by D. Green,,39-35,,
4:16.0,Shooting foul by K. Durant (drawn by P. Gasol),,39-35,,
4:16.0,P. Gasol makes free throw 1 of 2,1,40-35,,
4:16.0,P. Gasol makes free throw 2 of 2,1,41-35,,
4:00.0,,,41-37,2,K. Durant makes 2-pt shot from 13 ft
3:40.0,Turnover by L. Aldridge (offensive goaltending),,41-37,,
3:40.0,M. Ginobili enters the game for P. Gasol,,41-37,,
3:29.0,,,41-37,,Shooting foul by M. Ginobili (drawn by K. Durant)
3:29.0,,,41-38,1,K. Durant makes free throw 1 of 2
3:29.0,,,41-38,,K. Thompson enters the game for N. Young
3:29.0,B. Forbes enters the game for D. Green,,41-38,,
3:29.0,,,41-39,1,K. Durant makes free throw 2 of 2
3:21.0,,,41-39,,Violation by D. Green (kicked ball)
3:21.0,D. Bertans enters the game for B. Forbes,,41-39,,
3:08.0,L. Aldridge makes 2-pt shot from 10 ft (assist by M. Ginobili),2,43-39,,
2:52.0,Personal foul by R. Gay (drawn by K. Durant),,43-39,,
2:48.0,,,43-41,2,J. McGee makes 2-pt shot from 1 ft (assist by K. Thompson)
2:39.0,P. Mills makes 3-pt shot from 25 ft,3,46-41,,
2:39.0,Shooting foul by J. McGee (drawn by P. Mills),,46-41,,
2:39.0,,,46-41,,K. Looney enters the game for J. McGee
2:39.0,P. Mills makes free throw 1 of 1,1,47-41,,
2:29.0,Personal foul by R. Gay (drawn by K. Durant),,47-41,,
2:29.0,,,47-41,,K. Durant misses free throw 1 of 2
2:29.0,,,47-41,,Offensive rebound by Team
2:29.0,,,47-42,1,K. Durant makes free throw 2 of 2
2:06.0,P. Mills misses 3-pt shot from 26 ft,,47-42,,
2:04.0,Offensive rebound by L. Aldridge,,47-42,,
1:57.0,D. Bertans misses 3-pt shot from 27 ft,,47-42,,
1:55.0,Offensive rebound by R. Gay,,47-42,,
1:54.0,R. Gay makes 2-pt shot from 2 ft,2,49-42,,
1:47.0,,,49-42,,K. Durant misses 3-pt shot from 27 ft
1:45.0,Defensive rebound by L. Aldridge,,49-42,,
1:30.0,L. Aldridge misses 2-pt shot from 12 ft,,49-42,,
1:28.0,,,49-42,,Defensive rebound by A. Iguodala
1:18.0,,,49-42,,Turnover by A. Iguodala (lost ball; steal by R. Gay)
1:01.0,P. Mills misses 2-pt shot from 4 ft,,49-42,,
0:58.0,,,49-42,,Defensive rebound by D. Green
0:56.0,,,49-45,3,K. Thompson makes 3-pt shot from 22 ft (assist by D. Green)
0:55.0,San Antonio full timeout,,49-45,,
0:34.0,L. Aldridge makes 2-pt shot from 5 ft (assist by P. Mills),2,51-45,,
0:15.0,,,51-45,,Turnover by K. Looney (bad pass; steal by M. Ginobili)
0:15.0,,,51-45,,Personal foul by A. Iguodala (drawn by M. Ginobili)
0:15.0,M. Ginobili makes free throw 1 of 2,1,52-45,,
0:15.0,,,52-45,,N. Young enters the game for K. Looney
0:15.0,D. Green enters the game for R. Gay,,52-45,,
0:15.0,M. Ginobili makes free throw 2 of 2,1,53-45,,
0:02.0,,,53-47,2,K. Thompson makes 2-pt shot from 14 ft
0:00.0,P. Mills misses 3-pt shot from 40 ft,,53-47,,
0:00.0,Offensive rebound by Team,,53-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by P. Mills (bad pass),,53-47,,
11:35.0,,,53-49,2,J. McGee makes 2-pt shot from 1 ft (assist by K. Durant)
11:22.0,,,53-49,,Personal foul by J. McGee (drawn by D. Murray)
11:16.0,Turnover by P. Mills (bad pass; steal by J. McGee),,53-49,,
11:11.0,Personal foul by P. Mills (drawn by K. Thompson),,53-49,,
11:00.0,,,53-49,,Turnover by K. Thompson (bad pass; steal by R. Gay)
10:52.0,D. Green misses 3-pt shot from 24 ft,,53-49,,
10:47.0,,,53-49,,Defensive rebound by J. McGee
10:40.0,,,53-52,3,K. Durant makes 3-pt shot from 25 ft
10:26.0,R. Gay misses 2-pt shot from 6 ft,,53-52,,
10:25.0,,,53-52,,Defensive rebound by J. McGee
10:23.0,Personal foul by R. Gay (drawn by J. McGee),,53-52,,
10:12.0,Personal foul by D. Green (drawn by K. Durant),,53-52,,
9:58.0,,,53-52,,J. McGee misses 2-pt shot from 3 ft
9:55.0,Defensive rebound by D. Murray,,53-52,,
9:48.0,D. Murray misses 2-pt shot from 8 ft (block by A. Iguodala),,53-52,,
9:46.0,,,53-52,,Defensive rebound by A. Iguodala
9:40.0,,,53-54,2,J. McGee makes 2-pt shot from 3 ft (assist by D. Green)
9:20.0,P. Mills makes 3-pt shot from 25 ft (assist by L. Aldridge),3,56-54,,
9:08.0,,,56-57,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
8:50.0,R. Gay misses 3-pt shot from 25 ft,,56-57,,
8:48.0,,,56-57,,Defensive rebound by A. Iguodala
8:40.0,,,56-57,,D. Green misses 2-pt shot from 18 ft
8:35.0,Defensive rebound by L. Aldridge,,56-57,,
8:25.0,Jump ball: A. Iguodala vs. R. Gay (D. Murray gains possession),,,,Jump ball: A. Iguodala vs. R. Gay (D. Murray gains possession)
8:25.0,Turnover by D. Murray (step out of bounds),,56-57,,
8:05.0,,,56-59,2,K. Thompson makes 2-pt shot from 2 ft
8:05.0,San Antonio full timeout,,56-59,,
8:05.0,M. Ginobili enters the game for D. Murray,,56-59,,
7:42.0,D. Green misses 3-pt shot from 22 ft,,56-59,,
7:38.0,,,56-59,,Defensive rebound by A. Iguodala
7:35.0,,,56-61,2,J. McGee makes 2-pt shot from 1 ft (assist by A. Iguodala)
7:18.0,M. Ginobili misses 3-pt shot from 25 ft,,56-61,,
7:16.0,Offensive rebound by R. Gay,,56-61,,
7:14.0,R. Gay makes 2-pt shot from 1 ft,2,58-61,,
6:53.0,,,58-64,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
6:38.0,Turnover by R. Gay (lost ball; steal by D. Green),,58-64,,
6:36.0,,,58-64,,Shooting foul by P. Mills (drawn by K. Durant)
6:36.0,,,58-65,1,K. Durant makes free throw 1 of 2
6:36.0,D. Bertans enters the game for D. Green,,58-65,,
6:36.0,,,58-66,1,K. Durant makes free throw 2 of 2
6:20.0,Shooting foul by D. Green (drawn by L. Aldridge),,58-66,,
6:20.0,L. Aldridge makes free throw 1 of 2,1,59-66,,
6:20.0,L. Aldridge makes free throw 2 of 2,1,60-66,,
6:10.0,,,60-66,,K. Thompson misses 3-pt shot from 26 ft
6:08.0,Defensive rebound by L. Aldridge,,60-66,,
5:52.0,L. Aldridge makes 2-pt shot from 6 ft,2,62-66,,
5:33.0,,,62-66,,K. Thompson misses 2-pt shot from 11 ft
5:31.0,Defensive rebound by L. Aldridge,,62-66,,
5:24.0,Shooting foul by K. Durant (drawn by L. Aldridge),,62-66,,
5:24.0,L. Aldridge makes free throw 1 of 2,1,63-66,,
5:24.0,,,63-66,,K. Looney enters the game for J. McGee
5:24.0,L. Aldridge makes free throw 2 of 2,1,64-66,,
5:04.0,,,64-66,,K. Durant misses 2-pt shot from 10 ft (block by R. Gay)
5:01.0,Defensive rebound by P. Mills,,64-66,,
4:57.0,R. Gay misses 3-pt shot from 24 ft,,64-66,,
4:55.0,Offensive rebound by D. Bertans,,64-66,,
4:47.0,L. Aldridge misses 2-pt shot from 3 ft,,64-66,,
4:46.0,Offensive rebound by L. Aldridge,,64-66,,
4:44.0,L. Aldridge makes 2-pt shot at rim,2,66-66,,
4:44.0,Shooting foul by K. Durant (drawn by L. Aldridge),,66-66,,
4:44.0,L. Aldridge makes free throw 1 of 1,1,67-66,,
4:40.0,,,67-66,,Golden State full timeout
4:30.0,,,67-66,,K. Thompson misses 2-pt shot from 13 ft
4:25.0,Defensive rebound by M. Ginobili,,67-66,,
4:17.0,L. Aldridge misses 2-pt shot from 11 ft,,67-66,,
4:13.0,,,67-66,,Defensive rebound by K. Durant
4:11.0,,,67-66,,Shooting foul by P. Mills (drawn by D. Green)
4:11.0,,,67-67,1,D. Green makes free throw 1 of 2
4:11.0,,,67-67,,S. Livingston enters the game for A. Iguodala
4:11.0,B. Forbes enters the game for P. Mills,,67-67,,
4:11.0,P. Gasol enters the game for D. Bertans,,67-67,,
4:11.0,,,67-68,1,D. Green makes free throw 2 of 2
3:55.0,B. Forbes misses 2-pt shot from 18 ft,,67-68,,
3:51.0,,,67-68,,Defensive rebound by K. Durant
3:42.0,,,67-71,3,K. Durant makes 3-pt shot from 27 ft
3:25.0,M. Ginobili misses 3-pt shot from 25 ft,,67-71,,
3:21.0,,,67-71,,Defensive rebound by D. Green
3:10.0,,,67-71,,S. Livingston misses 2-pt shot from 13 ft
3:05.0,Defensive rebound by P. Gasol,,67-71,,
2:50.0,M. Ginobili misses 3-pt shot from 23 ft,,67-71,,
2:49.0,Offensive rebound by R. Gay,,67-71,,
2:49.0,R. Gay misses 2-pt shot at rim,,67-71,,
2:49.0,,,67-71,,Defensive rebound by Team
2:49.0,,,67-71,,Q. Cook enters the game for K. Thompson
2:49.0,,,67-71,,D. West enters the game for D. Green
2:41.0,,,67-74,3,K. Durant makes 3-pt shot from 28 ft
2:18.0,Shooting foul by K. Looney (drawn by L. Aldridge),,67-74,,
2:18.0,L. Aldridge makes free throw 1 of 2,1,68-74,,
2:18.0,L. Aldridge makes free throw 2 of 2,1,69-74,,
2:05.0,,,69-74,,Turnover by K. Durant (lost ball; steal by M. Ginobili)
2:00.0,M. Ginobili makes 2-pt shot from 1 ft (assist by R. Gay),2,71-74,,
1:49.0,Personal foul by P. Gasol (drawn by D. West),,71-74,,
1:49.0,,,71-75,1,D. West makes free throw 1 of 2
1:49.0,K. Anderson enters the game for R. Gay,,71-75,,
1:49.0,,,71-76,1,D. West makes free throw 2 of 2
1:30.0,L. Aldridge misses 2-pt shot from 14 ft,,71-76,,
1:26.0,,,71-76,,Defensive rebound by K. Durant
1:10.0,,,71-78,2,K. Looney makes 2-pt shot from 2 ft (assist by D. West)
0:53.0,M. Ginobili makes 2-pt shot from 2 ft,2,73-78,,
0:46.0,,,73-78,,S. Livingston misses 2-pt shot from 6 ft
0:43.0,Defensive rebound by L. Aldridge,,73-78,,
0:34.0,L. Aldridge misses 2-pt shot from 6 ft (block by D. West),,73-78,,
0:28.0,,,73-78,,Defensive rebound by D. West
0:12.0,,,73-78,,Q. Cook misses 3-pt shot from 27 ft
0:10.0,,,73-78,,Offensive rebound by Team
0:10.0,Loose ball foul by P. Gasol (drawn by D. West),,73-78,,
0:10.0,,,73-79,1,D. West makes free throw 1 of 2
0:10.0,,,73-79,,K. Thompson enters the game for K. Durant
0:10.0,D. Green enters the game for K. Anderson,,73-79,,
0:10.0,,,73-80,1,D. West makes free throw 2 of 2
0:01.0,P. Gasol makes 2-pt shot from 4 ft (assist by M. Ginobili),2,75-80,,
0:00.0,,,75-80,,Q. Cook misses 3-pt shot from 52 ft
0:00.0,,,75-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,75-82,2,D. Green makes 2-pt shot from 2 ft (assist by K. Thompson)
11:30.0,Shooting foul by K. Thompson (drawn by P. Gasol),,75-82,,
11:30.0,P. Gasol makes free throw 1 of 2,1,76-82,,
11:30.0,P. Gasol makes free throw 2 of 2,1,77-82,,
11:29.0,Personal foul by B. Forbes (drawn by K. Thompson),,77-82,,
11:29.0,,,77-83,1,K. Thompson makes clear path free throw 1 of 2
11:29.0,,,77-84,1,K. Thompson makes clear path free throw 2 of 2
11:24.0,,,77-86,2,K. Thompson makes 2-pt shot from 20 ft (assist by S. Livingston)
11:04.0,Turnover by T. Parker (bad pass; steal by D. Green),,77-86,,
10:46.0,,,77-86,,K. Thompson misses 3-pt shot from 22 ft
10:44.0,,,77-86,,Offensive rebound by S. Livingston
10:32.0,Personal foul by T. Parker (drawn by S. Livingston),,77-86,,
10:26.0,,,77-88,2,K. Thompson makes 2-pt shot from 17 ft (assist by D. West)
10:24.0,San Antonio full timeout,,77-88,,
10:24.0,P. Mills enters the game for B. Forbes,,77-88,,
10:24.0,R. Gay enters the game for P. Gasol,,77-88,,
10:24.0,L. Aldridge enters the game for T. Parker,,77-88,,
10:07.0,L. Aldridge misses 2-pt shot from 13 ft,,77-88,,
10:05.0,,,77-88,,Defensive rebound by D. Green
9:59.0,,,77-88,,Golden State full timeout
9:59.0,,,77-88,,K. Durant enters the game for D. West
9:49.0,,,77-88,,K. Durant misses 3-pt shot from 26 ft
9:47.0,Defensive rebound by Team,,77-88,,
9:24.0,P. Mills makes 2-pt shot from 18 ft,2,79-88,,
9:00.0,,,79-91,3,D. Green makes 3-pt shot from 26 ft (assist by K. Durant)
8:48.0,,,79-91,,Personal foul by K. Durant (drawn by R. Gay)
8:40.0,L. Aldridge misses 2-pt shot from 6 ft,,79-91,,
8:36.0,,,79-91,,Defensive rebound by D. Green
8:32.0,,,79-94,3,Q. Cook makes 3-pt shot from 22 ft (assist by K. Thompson)
8:07.0,D. Bertans misses 2-pt shot from 3 ft,,79-94,,
8:05.0,Offensive rebound by L. Aldridge,,79-94,,
8:03.0,L. Aldridge makes 2-pt shot at rim,2,81-94,,
7:48.0,,,81-94,,Turnover by S. Livingston (turnover)
7:48.0,M. Ginobili enters the game for D. Green,,81-94,,
7:29.0,P. Mills makes 2-pt shot from 20 ft (assist by R. Gay),2,83-94,,
7:21.0,,,83-94,,Golden State full timeout
7:21.0,,,83-94,,A. Iguodala enters the game for S. Livingston
7:05.0,,,83-96,2,K. Thompson makes 2-pt shot from 16 ft (assist by A. Iguodala)
6:38.0,M. Ginobili makes 2-pt shot from 9 ft,2,85-96,,
6:22.0,,,85-98,2,K. Durant makes 2-pt shot from 18 ft (assist by D. Green)
6:11.0,P. Mills makes 2-pt shot from 3 ft,2,87-98,,
5:49.0,,,87-98,,D. Green misses 2-pt shot from 17 ft
5:47.0,,,87-98,,Offensive rebound by Q. Cook
5:45.0,,,87-98,,Q. Cook misses 2-pt shot from 3 ft
5:43.0,Defensive rebound by D. Bertans,,87-98,,
5:33.0,L. Aldridge makes 2-pt shot from 3 ft (assist by P. Mills),2,89-98,,
5:24.0,,,89-98,,Golden State full timeout
5:24.0,,,89-98,,K. Looney enters the game for Q. Cook
5:15.0,,,89-101,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala)
5:06.0,D. Bertans misses 3-pt shot from 23 ft (block by K. Durant),,89-101,,
5:04.0,Offensive rebound by Team,,89-101,,
4:59.0,,,89-101,,Personal foul by D. Green (drawn by L. Aldridge)
4:50.0,Turnover by L. Aldridge (traveling),,89-101,,
4:33.0,,,89-103,2,K. Thompson makes 2-pt shot from 14 ft (assist by K. Durant)
4:27.0,,,89-103,,Technical foul by D. Green (drawn by D. Bertans)
4:27.0,D. Bertans misses flagrant free throw 1 of 2,,89-103,,
4:27.0,Offensive rebound by Team,,89-103,,
4:27.0,D. Bertans makes flagrant free throw 2 of 2,1,90-103,,
4:17.0,L. Aldridge makes 2-pt shot from 2 ft (assist by M. Ginobili),2,92-103,,
3:58.0,,,92-103,,D. Green misses 3-pt shot from 23 ft
3:55.0,Defensive rebound by L. Aldridge,,92-103,,
3:50.0,Turnover by R. Gay (bad pass; steal by A. Iguodala),,92-103,,
3:49.0,,,92-103,,Shooting foul by M. Ginobili (drawn by K. Durant)
3:49.0,,,92-104,1,K. Durant makes free throw 1 of 2
3:49.0,,,92-105,1,K. Durant makes free throw 2 of 2
