time,Cleveland,pts.away,score,pts.home,Washington
7:41.0,,,9-12,,B. Beal misses technical free throw
7:41.0,Defensive rebound by Team,,9-12,,
7:41.0,,,9-12,,T. Satoransky enters the game for K. Oubre
7:29.0,J. Crowder makes 2-pt shot from 2 ft (assist by L. James),2,11-12,,
7:24.0,,,11-15,3,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall)
7:08.0,J. Calderon makes 3-pt shot from 25 ft (assist by L. James),3,14-15,,
6:52.0,,,14-15,,B. Beal misses 3-pt shot from 26 ft
6:49.0,Defensive rebound by J. Calderon,,14-15,,
6:48.0,,,14-15,,Washington full timeout
6:40.0,L. James misses 2-pt shot from 2 ft,,14-15,,
6:33.0,Offensive rebound by L. James,,14-15,,
6:33.0,L. James makes 2-pt shot at rim,2,16-15,,
6:27.0,,,16-15,,J. Wall misses 2-pt shot at rim
6:25.0,Defensive rebound by K. Love,,16-15,,
6:11.0,Turnover by L. James (traveling),,16-15,,
5:56.0,,,16-15,,M. Morris misses 2-pt shot from 4 ft
5:53.0,Defensive rebound by L. James,,16-15,,
5:35.0,K. Love misses 3-pt shot from 25 ft,,16-15,,
5:32.0,,,16-15,,Defensive rebound by M. Gortat
5:26.0,,,16-15,,M. Gortat misses 2-pt shot from 6 ft
5:21.0,,,16-15,,Offensive rebound by M. Morris
5:21.0,,,16-17,2,M. Morris makes 2-pt shot at rim
5:04.0,K. Love makes 2-pt shot from 19 ft,2,18-17,,
4:36.0,,,18-17,,J. Wall misses 2-pt shot at rim
4:34.0,Defensive rebound by J. Calderon,,18-17,,
4:28.0,J. Smith makes 3-pt shot from 23 ft (assist by J. Calderon),3,21-17,,
4:06.0,,,21-17,,B. Beal misses 2-pt shot from 16 ft
4:02.0,,,21-17,,Offensive rebound by M. Morris
4:02.0,,,21-17,,M. Morris misses 2-pt shot at rim
4:01.0,Defensive rebound by K. Love,,21-17,,
3:43.0,J. Calderon misses 2-pt shot from 12 ft,,21-17,,
3:39.0,,,21-17,,Defensive rebound by B. Beal
3:35.0,,,21-17,,B. Beal misses 3-pt shot from 26 ft
3:32.0,,,21-17,,Offensive rebound by M. Gortat
3:31.0,,,21-19,2,M. Gortat makes 2-pt shot from 8 ft
3:28.0,Cleveland full timeout,,21-19,,
3:28.0,,,21-19,,J. Meeks enters the game for J. Wall
3:28.0,,,21-19,,I. Mahinmi enters the game for M. Gortat
3:28.0,T. Thompson enters the game for J. Smith,,21-19,,
3:28.0,J. Green enters the game for L. James,,21-19,,
3:28.0,C. Osman enters the game for J. Crowder,,21-19,,
3:07.0,,,21-19,,Personal foul by M. Morris (drawn by T. Thompson)
3:02.0,K. Love misses 2-pt shot from 14 ft,,21-19,,
2:57.0,,,21-19,,Defensive rebound by J. Meeks
2:36.0,,,21-19,,B. Beal misses 3-pt shot from 23 ft (block by J. Green)
2:33.0,Defensive rebound by K. Love,,21-19,,
2:26.0,,,21-19,,Personal block foul by M. Morris (drawn by K. Love)
2:26.0,,,21-19,,M. Scott enters the game for M. Morris
2:26.0,K. Korver enters the game for J. Calderon,,21-19,,
2:20.0,K. Love makes 2-pt shot from 8 ft,2,23-19,,
2:05.0,,,23-19,,Shooting foul by K. Korver (drawn by I. Mahinmi)
2:05.0,,,23-19,,Technical foul by M. Morris
2:05.0,K. Korver makes technical free throw,1,24-19,,
2:05.0,,,24-20,1,I. Mahinmi makes free throw 1 of 2
2:05.0,,,24-20,,I. Mahinmi misses free throw 2 of 2
2:05.0,,,24-20,,Offensive rebound by Team
2:05.0,,,24-20,,Technical foul by Team
2:05.0,K. Korver makes technical free throw,1,25-20,,
1:58.0,,,25-20,,I. Mahinmi misses 2-pt shot from 14 ft
1:55.0,Defensive rebound by K. Love,,25-20,,
1:33.0,K. Love misses 2-pt shot from 14 ft,,25-20,,
1:31.0,,,25-20,,Defensive rebound by T. Satoransky
1:25.0,,,25-20,,J. Meeks misses 2-pt shot from 3 ft
1:25.0,Defensive rebound by J. Green,,25-20,,
1:21.0,,,25-20,,Personal foul by M. Scott (drawn by K. Love)
1:02.0,T. Thompson makes 2-pt shot from 2 ft (assist by J. Green),2,27-20,,
0:39.0,,,27-20,,B. Beal misses 2-pt shot from 15 ft
0:36.0,Defensive rebound by C. Osman,,27-20,,
0:30.0,C. Osman misses 2-pt shot from 16 ft,,27-20,,
0:28.0,,,27-20,,Defensive rebound by M. Scott
0:05.0,,,27-23,3,J. Meeks makes 3-pt shot from 25 ft (assist by M. Scott)
0:00.0,J. Green misses 3-pt shot from 31 ft,,27-23,,
0:00.0,Offensive rebound by Team,,27-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,K. Korver misses 2-pt shot from 3 ft (block by I. Mahinmi),,27-23,,
11:42.0,,,27-23,,Defensive rebound by T. Satoransky
11:41.0,,,27-23,,Turnover by M. Scott (out of bounds lost ball)
11:23.0,,,27-23,,Personal foul by I. Mahinmi (drawn by T. Thompson)
11:18.0,Shooting foul by B. Beal (drawn by J. Green),,27-23,,
11:18.0,J. Green makes free throw 1 of 2,1,28-23,,
11:18.0,J. Green makes free throw 2 of 2,1,29-23,,
11:03.0,,,29-25,2,B. Beal makes 2-pt shot from 9 ft
10:45.0,L. James misses 3-pt shot from 27 ft,,29-25,,
10:42.0,,,29-25,,Defensive rebound by J. Meeks
10:33.0,,,29-28,3,B. Beal makes 3-pt shot from 25 ft
10:13.0,L. James makes 2-pt shot from 16 ft,2,31-28,,
9:58.0,,,31-28,,Shooting foul by C. Osman (drawn by B. Beal)
9:58.0,,,31-29,1,B. Beal makes free throw 1 of 2
9:58.0,C. Frye enters the game for T. Thompson,,31-29,,
9:58.0,,,31-30,1,B. Beal makes free throw 2 of 2
9:46.0,L. James misses 2-pt shot from 8 ft,,31-30,,
9:46.0,Offensive rebound by Team,,31-30,,
9:46.0,,,31-30,,Loose ball foul by I. Mahinmi (drawn by C. Osman)
9:42.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,34-30,,
9:22.0,,,34-30,,Turnover by I. Mahinmi (lost ball; steal by K. Korver)
9:15.0,C. Osman makes 2-pt shot from 2 ft (assist by L. James),2,36-30,,
9:15.0,,,36-30,,Washington full timeout
9:00.0,,,36-30,,M. Scott misses 2-pt shot from 5 ft (block by J. Green)
9:00.0,,,36-30,,Offensive rebound by Team
8:56.0,,,36-32,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by J. Meeks)
8:43.0,C. Frye makes 2-pt shot from 22 ft (assist by K. Korver),2,38-32,,
8:20.0,,,38-32,,T. Satoransky misses 2-pt shot at rim
8:18.0,,,38-32,,Offensive rebound by M. Scott
8:18.0,,,38-32,,M. Scott misses 2-pt shot at rim
8:15.0,,,38-32,,Offensive rebound by I. Mahinmi
8:13.0,,,38-34,2,I. Mahinmi makes 2-pt shot at rim
8:13.0,,,38-34,,M. Morris enters the game for I. Mahinmi
8:10.0,K. Korver makes 2-pt shot from 1 ft (assist by L. James),2,40-34,,
7:57.0,,,40-36,2,B. Beal makes 2-pt shot from 13 ft
7:29.0,J. Green makes 3-pt shot from 25 ft (assist by L. James),3,43-36,,
7:18.0,,,43-39,3,M. Scott makes 3-pt shot from 26 ft (assist by B. Beal)
7:01.0,C. Osman makes 3-pt shot from 24 ft (assist by C. Frye),3,46-39,,
6:36.0,,,46-42,3,M. Scott makes 3-pt shot from 25 ft (assist by B. Beal)
6:16.0,Shooting foul by M. Morris (drawn by J. Green),,46-42,,
6:16.0,J. Green misses free throw 1 of 2,,46-42,,
6:16.0,Offensive rebound by Team,,46-42,,
6:16.0,,,46-42,,J. Wall enters the game for J. Meeks
6:16.0,,,46-42,,M. Gortat enters the game for T. Satoransky
6:16.0,,,46-42,,K. Oubre enters the game for M. Morris
6:16.0,J. Smith enters the game for C. Osman,,46-42,,
6:16.0,J. Green makes free throw 2 of 2,1,47-42,,
5:54.0,,,47-44,2,M. Gortat makes 2-pt shot from 5 ft (assist by B. Beal)
5:42.0,C. Frye makes 3-pt shot from 26 ft (assist by L. James),3,50-44,,
5:26.0,,,50-47,3,J. Wall makes 3-pt shot from 25 ft (assist by M. Scott)
5:06.0,J. Green misses 2-pt shot from 2 ft,,50-47,,
5:01.0,Offensive rebound by L. James,,50-47,,
5:01.0,L. James misses 2-pt shot at rim,,50-47,,
5:00.0,,,50-47,,Defensive rebound by B. Beal
4:56.0,,,50-49,2,K. Oubre makes 2-pt shot at rim (assist by M. Scott)
4:56.0,Cleveland full timeout,,50-49,,
4:56.0,J. Calderon enters the game for C. Frye,,50-49,,
4:56.0,J. Crowder enters the game for K. Korver,,50-49,,
4:56.0,K. Love enters the game for J. Green,,50-49,,
4:37.0,L. James misses 2-pt shot from 13 ft,,50-49,,
4:32.0,,,50-49,,Defensive rebound by J. Wall
4:29.0,,,50-49,,B. Beal misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by J. Smith,,50-49,,
4:14.0,,,50-49,,T. Satoransky enters the game for B. Beal
4:12.0,K. Love misses 2-pt shot from 3 ft (block by J. Wall),,50-49,,
4:09.0,,,50-49,,Defensive rebound by J. Wall
4:05.0,,,50-49,,J. Wall misses 2-pt shot at rim
4:03.0,Defensive rebound by J. Crowder,,50-49,,
3:54.0,Turnover by L. James (lost ball; steal by M. Scott),,50-49,,
3:47.0,,,50-49,,J. Wall misses 2-pt shot from 1 ft
3:44.0,Defensive rebound by K. Love,,50-49,,
3:38.0,K. Love makes 2-pt shot from 1 ft (assist by J. Crowder),2,52-49,,
3:22.0,,,52-49,,M. Gortat misses 2-pt shot from 2 ft
3:22.0,,,52-49,,Offensive rebound by M. Gortat
3:22.0,,,52-49,,Shooting foul by J. Crowder (drawn by M. Gortat)
3:22.0,,,52-49,,M. Gortat misses free throw 1 of 2
3:22.0,,,52-49,,Offensive rebound by Team
3:22.0,J. Green enters the game for J. Crowder,,52-49,,
3:22.0,,,52-50,1,M. Gortat makes free throw 2 of 2
3:03.0,J. Green makes 2-pt shot from 13 ft,2,54-50,,
2:45.0,,,54-50,,K. Oubre misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by J. Smith,,54-50,,
2:30.0,L. James misses 3-pt shot from 28 ft,,54-50,,
2:25.0,,,54-50,,Defensive rebound by J. Wall
2:18.0,,,54-50,,Turnover by J. Wall (lost ball; steal by J. Calderon)
2:11.0,J. Green misses 3-pt shot from 25 ft,,54-50,,
2:07.0,,,54-50,,Defensive rebound by M. Gortat
1:58.0,,,54-52,2,M. Scott makes 2-pt shot from 13 ft (assist by J. Wall)
1:41.0,L. James misses 2-pt shot from 8 ft,,54-52,,
1:41.0,,,54-52,,Defensive rebound by M. Gortat
1:36.0,,,54-52,,Shooting foul by J. Smith (drawn by J. Wall)
1:36.0,,,54-52,,J. Wall misses free throw 1 of 2
1:36.0,,,54-52,,Offensive rebound by Team
1:36.0,K. Korver enters the game for J. Smith,,54-52,,
1:36.0,,,54-52,,B. Beal enters the game for T. Satoransky
1:36.0,,,54-53,1,J. Wall makes free throw 2 of 2
1:26.0,K. Love misses 3-pt shot from 26 ft,,54-53,,
1:22.0,,,54-53,,Defensive rebound by J. Wall
1:17.0,,,54-53,,B. Beal misses 2-pt shot from 10 ft
1:15.0,,,54-53,,Offensive rebound by M. Scott
1:11.0,,,54-55,2,K. Oubre makes 2-pt shot at rim
0:57.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,57-55,,
0:53.0,,,57-57,2,J. Wall makes 2-pt shot from 1 ft
0:43.0,L. James misses 2-pt shot from 2 ft (block by B. Beal),,57-57,,
0:40.0,,,57-57,,Defensive rebound by J. Wall
0:36.0,,,57-57,,B. Beal misses 2-pt shot from 9 ft
0:36.0,,,57-57,,Offensive rebound by M. Gortat
0:26.0,,,57-57,,M. Scott misses 3-pt shot from 25 ft
0:26.0,,,57-57,,Offensive rebound by J. Wall
0:22.0,,,57-60,3,J. Wall makes 3-pt shot from 26 ft
0:02.0,L. James makes 3-pt shot from 29 ft,3,60-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,L. James makes 2-pt shot from 13 ft,2,62-60,,
11:26.0,,,62-63,3,K. Oubre makes 3-pt shot from 25 ft (assist by M. Gortat)
11:02.0,J. Crowder misses 2-pt shot from 11 ft,,62-63,,
11:00.0,,,62-63,,Defensive rebound by M. Gortat
10:38.0,,,62-63,,B. Beal misses 2-pt shot from 16 ft
10:34.0,Defensive rebound by K. Love,,62-63,,
10:20.0,L. James makes 2-pt shot from 16 ft,2,64-63,,
10:16.0,Personal take foul by J. Smith (drawn by B. Beal),,64-63,,
10:14.0,,,64-63,,B. Beal misses 2-pt shot from 19 ft
10:10.0,Defensive rebound by L. James,,64-63,,
10:09.0,K. Love misses 3-pt shot from 26 ft,,64-63,,
10:09.0,,,64-63,,Defensive rebound by B. Beal
9:55.0,,,64-63,,Turnover by M. Gortat (turnover)
9:46.0,,,64-63,,Personal foul by M. Gortat (drawn by K. Love)
9:37.0,Turnover by J. Calderon (lost ball; steal by J. Wall),,64-63,,
9:31.0,,,64-65,2,M. Scott makes 2-pt shot from 4 ft (assist by J. Wall)
9:12.0,K. Love misses 2-pt shot from 18 ft,,64-65,,
9:09.0,,,64-65,,Defensive rebound by K. Oubre
9:06.0,,,64-65,,J. Wall misses 3-pt shot from 25 ft
9:01.0,Defensive rebound by J. Calderon,,64-65,,
8:52.0,K. Love misses 2-pt shot from 1 ft (block by M. Scott),,64-65,,
8:50.0,,,64-65,,Defensive rebound by M. Scott
8:45.0,,,64-65,,M. Scott misses 3-pt shot from 27 ft
8:41.0,Defensive rebound by J. Calderon,,64-65,,
8:28.0,L. James misses 2-pt shot from 17 ft,,64-65,,
8:25.0,,,64-65,,Defensive rebound by K. Oubre
8:21.0,,,64-67,2,B. Beal makes 2-pt shot from 1 ft (assist by K. Oubre)
8:21.0,Cleveland full timeout,,64-67,,
8:09.0,J. Calderon makes 2-pt shot from 1 ft,2,66-67,,
7:42.0,,,66-67,,J. Wall misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by J. Smith,,66-67,,
7:31.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,69-67,,
7:14.0,,,69-69,2,M. Scott makes 2-pt shot from 15 ft
6:58.0,J. Smith misses 3-pt shot from 25 ft,,69-69,,
6:54.0,,,69-69,,Defensive rebound by K. Oubre
6:49.0,,,69-71,2,J. Wall makes 2-pt shot from 1 ft
6:41.0,J. Crowder misses 3-pt shot from 24 ft,,69-71,,
6:38.0,,,69-71,,Defensive rebound by B. Beal
6:28.0,,,69-71,,K. Oubre misses 2-pt shot from 6 ft
6:26.0,Defensive rebound by J. Smith,,69-71,,
6:22.0,J. Crowder makes 2-pt shot from 1 ft (assist by L. James),2,71-71,,
6:08.0,,,71-71,,Offensive foul by K. Oubre (drawn by K. Love)
6:08.0,,,71-71,,Turnover by K. Oubre (offensive foul)
6:08.0,T. Thompson enters the game for J. Calderon,,71-71,,
5:58.0,L. James misses 2-pt shot from 19 ft,,71-71,,
5:56.0,,,71-71,,Defensive rebound by K. Oubre
5:40.0,,,71-73,2,M. Gortat makes 2-pt shot from 6 ft (assist by J. Wall)
5:24.0,K. Love misses 2-pt shot from 17 ft,,71-73,,
5:21.0,,,71-73,,Defensive rebound by M. Gortat
5:13.0,,,71-73,,J. Wall misses 2-pt shot from 15 ft (block by J. Smith)
5:09.0,Defensive rebound by L. James,,71-73,,
5:08.0,Turnover by L. James (traveling),,71-73,,
4:56.0,,,71-75,2,B. Beal makes 2-pt shot from 2 ft (assist by J. Wall)
4:56.0,Shooting block foul by K. Love (drawn by B. Beal),,71-75,,
4:56.0,,,71-76,1,B. Beal makes free throw 1 of 1
4:39.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,74-76,,
4:13.0,,,74-78,2,J. Wall makes 2-pt shot from 7 ft
3:57.0,J. Smith misses 3-pt shot from 24 ft,,74-78,,
3:54.0,,,74-78,,Defensive rebound by K. Oubre
3:43.0,,,74-78,,M. Scott misses 3-pt shot from 25 ft
3:40.0,Defensive rebound by J. Smith,,74-78,,
3:37.0,Turnover by K. Love (step out of bounds),,74-78,,
3:29.0,,,74-78,,B. Beal misses 3-pt shot from 27 ft
3:26.0,Defensive rebound by K. Love,,74-78,,
3:15.0,K. Love makes 3-pt shot from 26 ft (assist by J. Smith),3,77-78,,
3:11.0,,,77-78,,Washington full timeout
3:11.0,,,77-78,,T. Satoransky enters the game for J. Wall
3:11.0,,,77-78,,M. Morris enters the game for M. Gortat
3:11.0,J. Green enters the game for L. James,,77-78,,
2:54.0,,,77-78,,M. Morris misses 2-pt shot from 15 ft
2:50.0,Defensive rebound by J. Smith,,77-78,,
2:38.0,J. Smith misses 3-pt shot from 25 ft,,77-78,,
2:36.0,,,77-78,,Defensive rebound by K. Oubre
2:20.0,,,77-81,3,B. Beal makes 3-pt shot from 23 ft (assist by M. Scott)
1:55.0,J. Green makes 2-pt shot from 5 ft,2,79-81,,
1:39.0,,,79-83,2,B. Beal makes 2-pt shot from 3 ft
1:21.0,J. Smith makes 2-pt shot from 4 ft,2,81-83,,
0:59.0,,,81-83,,K. Oubre misses 3-pt shot from 23 ft
0:56.0,Defensive rebound by J. Smith,,81-83,,
0:41.0,K. Love makes 2-pt shot at rim,2,83-83,,
0:33.0,Personal foul by K. Love (drawn by B. Beal),,83-83,,
0:33.0,,,83-83,,J. Meeks enters the game for K. Oubre
0:33.0,K. Korver enters the game for J. Smith,,83-83,,
0:33.0,C. Osman enters the game for K. Love,,83-83,,
0:23.0,,,83-83,,B. Beal misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by J. Green,,83-83,,
0:04.0,,,83-83,,Personal foul by B. Beal (drawn by J. Green)
0:00.0,J. Green misses 3-pt shot from 23 ft,,83-83,,
0:00.0,Offensive rebound by Team,,83-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,83-85,2,M. Morris makes 2-pt shot from 1 ft
11:30.0,K. Korver misses 3-pt shot from 25 ft,,83-85,,
11:26.0,,,83-85,,Defensive rebound by I. Mahinmi
11:06.0,,,83-85,,M. Morris misses 2-pt shot from 13 ft
11:04.0,Defensive rebound by L. James,,83-85,,
10:51.0,J. Green misses 2-pt shot from 2 ft,,83-85,,
10:48.0,,,83-85,,Defensive rebound by J. Meeks
10:39.0,,,83-87,2,T. Satoransky makes 2-pt shot from 5 ft
10:27.0,T. Thompson makes 2-pt shot at rim (assist by K. Korver),2,85-87,,
10:01.0,,,85-87,,T. Satoransky misses 2-pt shot from 14 ft
9:59.0,Defensive rebound by L. James,,85-87,,
9:55.0,K. Korver makes 2-pt shot from 1 ft (assist by L. James),2,87-87,,
9:36.0,,,87-89,2,B. Beal makes 2-pt shot from 3 ft
9:15.0,L. James makes 3-pt shot from 26 ft,3,90-89,,
8:56.0,,,90-89,,M. Morris misses 2-pt shot from 16 ft
8:53.0,Defensive rebound by L. James,,90-89,,
8:38.0,L. James misses 3-pt shot from 26 ft,,90-89,,
8:33.0,,,90-89,,Defensive rebound by M. Morris
8:24.0,C. Frye enters the game for T. Thompson,,90-89,,
8:24.0,,,90-89,,J. Wall enters the game for B. Beal
8:22.0,,,90-89,,J. Meeks misses 2-pt shot from 17 ft
8:19.0,Defensive rebound by L. James,,90-89,,
8:12.0,K. Korver makes 2-pt shot from 10 ft (assist by L. James),2,92-89,,
7:54.0,,,92-89,,T. Satoransky misses 3-pt shot from 26 ft
7:52.0,,,92-89,,Offensive rebound by J. Wall
7:51.0,,,92-89,,J. Wall misses 3-pt shot from 26 ft
7:47.0,,,92-89,,Offensive rebound by T. Satoransky
7:45.0,,,92-89,,J. Meeks misses 3-pt shot from 25 ft
7:42.0,Defensive rebound by L. James,,92-89,,
7:36.0,,,92-89,,Personal foul by I. Mahinmi (drawn by C. Frye)
7:22.0,L. James misses 2-pt shot from 21 ft,,92-89,,
7:19.0,,,92-89,,Defensive rebound by J. Wall
7:18.0,Personal take foul by L. James (drawn by J. Wall),,92-89,,
7:11.0,Personal foul by C. Osman (drawn by J. Wall),,92-89,,
7:11.0,,,92-89,,K. Oubre enters the game for J. Meeks
7:00.0,,,92-89,,J. Wall misses 2-pt shot from 19 ft
6:57.0,Defensive rebound by L. James,,92-89,,
6:55.0,J. Green makes 2-pt shot at rim (assist by L. James),2,94-89,,
6:55.0,Shooting foul by K. Oubre (drawn by J. Green),,94-89,,
6:55.0,,,94-89,,Washington full timeout
6:55.0,J. Green makes free throw 1 of 1,1,95-89,,
6:44.0,,,95-89,,Turnover by J. Wall (lost ball; steal by C. Osman)
6:30.0,,,95-89,,Personal foul by T. Satoransky (drawn by C. Frye)
6:30.0,,,95-89,,M. Scott enters the game for I. Mahinmi
6:30.0,,,95-89,,B. Beal enters the game for T. Satoransky
6:23.0,C. Frye misses 3-pt shot from 23 ft,,95-89,,
6:18.0,,,95-89,,Defensive rebound by M. Morris
6:07.0,,,95-89,,M. Scott misses 3-pt shot from 25 ft
6:02.0,,,95-89,,Offensive rebound by K. Oubre
6:02.0,,,95-91,2,K. Oubre makes 2-pt shot at rim
5:46.0,J. Green makes 2-pt shot from 3 ft (assist by L. James),2,97-91,,
5:30.0,,,97-93,2,M. Scott makes 2-pt shot from 20 ft (assist by B. Beal)
5:11.0,Turnover by L. James (lost ball; steal by M. Morris),,97-93,,
4:54.0,,,97-93,,B. Beal misses 2-pt shot from 15 ft
4:52.0,,,97-93,,Offensive rebound by Team
4:52.0,Loose ball foul by L. James (drawn by M. Morris),,97-93,,
4:45.0,Personal foul by C. Osman (drawn by J. Wall),,97-93,,
4:45.0,J. Smith enters the game for C. Osman,,97-93,,
4:29.0,,,97-93,,J. Wall misses 2-pt shot from 1 ft (block by L. James)
4:25.0,Defensive rebound by J. Green,,97-93,,
4:23.0,J. Smith misses 3-pt shot from 24 ft,,97-93,,
4:17.0,Offensive rebound by J. Green,,97-93,,
4:17.0,J. Green misses 2-pt shot at rim,,97-93,,
4:17.0,,,97-93,,Defensive rebound by B. Beal
4:13.0,,,97-93,,B. Beal misses 2-pt shot from 9 ft
4:11.0,Defensive rebound by L. James,,97-93,,
4:08.0,Offensive charge foul by L. James (drawn by B. Beal),,97-93,,
4:08.0,Turnover by L. James (offensive foul),,97-93,,
4:08.0,Cleveland full timeout,,97-93,,
4:08.0,Cleveland full timeout,,97-93,,
4:08.0,K. Love enters the game for C. Frye,,97-93,,
4:02.0,,,97-93,,B. Beal misses 3-pt shot from 26 ft
3:58.0,Defensive rebound by K. Love,,97-93,,
3:44.0,Turnover by L. James (bad pass; steal by M. Scott),,97-93,,
3:39.0,,,97-93,,Shooting foul by L. James (drawn by M. Morris)
3:39.0,,,97-93,,M. Morris misses free throw 1 of 2
3:39.0,,,97-93,,Offensive rebound by Team
3:39.0,,,97-94,1,M. Morris makes free throw 2 of 2
3:24.0,K. Love makes 3-pt shot from 26 ft (assist by J. Green),3,100-94,,
3:05.0,,,100-94,,Turnover by J. Wall (lost ball; steal by K. Love)
3:02.0,L. James makes 2-pt shot at rim,2,102-94,,
3:02.0,Shooting foul by M. Scott (drawn by L. James),,102-94,,
3:02.0,L. James makes free throw 1 of 1,1,103-94,,
3:00.0,,,103-94,,Turnover by M. Morris (bad pass; steal by J. Smith)
3:00.0,Cleveland full timeout,,103-94,,
2:40.0,L. James misses 2-pt shot from 17 ft,,103-94,,
2:37.0,,,103-94,,Defensive rebound by J. Wall
2:32.0,,,103-96,2,M. Scott makes 2-pt shot from 17 ft (assist by J. Wall)
1:57.0,L. James misses 3-pt shot from 25 ft,,103-96,,
1:57.0,Offensive rebound by Team,,103-96,,
1:57.0,,,103-96,,Personal foul by M. Scott (drawn by K. Love)
1:57.0,K. Love makes free throw 1 of 2,1,104-96,,
1:57.0,K. Love makes free throw 2 of 2,1,105-96,,
1:45.0,,,105-96,,B. Beal misses 3-pt shot from 25 ft
1:40.0,Defensive rebound by K. Korver,,105-96,,
1:17.0,J. Green misses 2-pt shot from 6 ft,,105-96,,
1:15.0,,,105-96,,Defensive rebound by M. Morris
1:09.0,,,105-99,3,M. Scott makes 3-pt shot from 25 ft (assist by B. Beal)
0:46.0,L. James misses 3-pt shot from 26 ft,,105-99,,
0:42.0,Offensive rebound by J. Green,,105-99,,
0:39.0,Shooting foul by M. Scott (drawn by L. James),,105-99,,
0:39.0,L. James misses free throw 1 of 2,,105-99,,
0:39.0,Offensive rebound by Team,,105-99,,
0:39.0,J. Crowder enters the game for K. Love,,105-99,,
0:39.0,L. James makes free throw 2 of 2,1,106-99,,
0:39.0,,,106-99,,Washington full timeout
0:33.0,,,106-99,,B. Beal misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by J. Smith,,106-99,,
0:07.0,Turnover by Team (shot clock),,106-99,,
