time,Chicago,pts.away,score,pts.home,Atlanta
5:36.0,,,20-7,,J. Collins enters the game for E. Ilyasova
5:36.0,,,20-7,,M. Delaney enters the game for K. Bazemore
5:20.0,,,20-7,,D. Dedmon misses 3-pt shot from 23 ft
5:19.0,,,20-7,,Offensive rebound by Team
5:19.0,Loose ball foul by J. Grant (drawn by J. Collins),,20-7,,
5:11.0,,,20-7,,M. Delaney misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by R. Lopez,,20-7,,
4:59.0,R. Lopez misses 2-pt shot from 19 ft,,20-7,,
4:56.0,,,20-7,,Defensive rebound by J. Collins
4:42.0,,,20-9,2,D. Schroder makes 2-pt shot from 13 ft
4:17.0,L. Markkanen misses 2-pt shot from 2 ft (block by D. Dedmon),,20-9,,
4:13.0,,,20-9,,Defensive rebound by D. Dedmon
4:07.0,,,20-11,2,M. Belinelli makes 2-pt shot from 21 ft (assist by D. Dedmon)
3:44.0,L. Markkanen misses 2-pt shot from 16 ft,,20-11,,
3:40.0,,,20-11,,Defensive rebound by D. Dedmon
3:31.0,,,20-13,2,M. Belinelli makes 2-pt shot from 1 ft (assist by D. Dedmon)
3:09.0,R. Lopez makes 2-pt shot from 12 ft (assist by L. Markkanen),2,22-13,,
2:56.0,,,22-16,3,D. Dedmon makes 3-pt shot from 24 ft (assist by M. Delaney)
2:43.0,L. Markkanen misses 3-pt shot from 25 ft,,22-16,,
2:38.0,,,22-16,,Defensive rebound by M. Delaney
2:33.0,,,22-16,,Shooting foul by R. Lopez (drawn by J. Collins)
2:33.0,,,22-16,,J. Collins misses free throw 1 of 2
2:33.0,,,22-16,,Offensive rebound by Team
2:33.0,,,22-16,,T. Waller-Prince enters the game for D. Schroder
2:33.0,B. Portis enters the game for J. Grant,,22-16,,
2:33.0,R. Arcidiacono enters the game for L. Markkanen,,22-16,,
2:33.0,N. Mirotic enters the game for R. Lopez,,22-16,,
2:33.0,,,22-17,1,J. Collins makes free throw 2 of 2
2:22.0,N. Mirotic misses 2-pt shot from 18 ft,,22-17,,
2:18.0,,,22-17,,Defensive rebound by J. Collins
2:12.0,Personal foul by R. Arcidiacono (drawn by M. Delaney),,22-17,,
2:12.0,,,22-18,1,M. Delaney makes free throw 1 of 2
2:12.0,,,22-18,,M. Delaney misses free throw 2 of 2
2:10.0,Defensive rebound by B. Portis,,22-18,,
1:59.0,D. Valentine makes 3-pt shot from 24 ft (assist by B. Portis),3,25-18,,
1:46.0,,,25-18,,M. Belinelli misses 3-pt shot from 25 ft
1:44.0,,,25-18,,Offensive rebound by J. Collins
1:44.0,,,25-18,,Shooting foul by D. Valentine (drawn by J. Collins)
1:44.0,,,25-19,1,J. Collins makes free throw 1 of 2
1:44.0,,,25-19,,M. Muscala enters the game for D. Dedmon
1:44.0,,,25-19,,J. Collins misses free throw 2 of 2
1:42.0,Defensive rebound by N. Mirotic,,25-19,,
1:27.0,Turnover by D. Valentine (bad pass; steal by T. Waller-Prince),,25-19,,
1:23.0,,,25-21,2,T. Waller-Prince makes 2-pt shot from 1 ft (assist by M. Delaney)
1:14.0,J. Holiday misses 3-pt shot from 25 ft,,25-21,,
1:14.0,,,25-21,,Defensive rebound by M. Delaney
1:00.0,,,25-21,,T. Waller-Prince misses 3-pt shot from 22 ft
0:58.0,Defensive rebound by Team,,25-21,,
0:58.0,,,25-21,,Loose ball foul by J. Collins (drawn by R. Arcidiacono)
0:51.0,D. Valentine misses 2-pt shot from 18 ft,,25-21,,
0:47.0,,,25-21,,Defensive rebound by J. Collins
0:39.0,,,25-21,,M. Muscala misses 3-pt shot from 24 ft
0:37.0,Defensive rebound by D. Valentine,,25-21,,
0:28.0,Shooting foul by J. Collins (drawn by J. Holiday),,25-21,,
0:28.0,J. Holiday makes free throw 1 of 2,1,26-21,,
0:28.0,J. Holiday makes free throw 2 of 2,1,27-21,,
0:11.0,,,27-21,,M. Muscala misses 2-pt shot from 7 ft
0:07.0,Defensive rebound by N. Mirotic,,27-21,,
0:07.0,Turnover by N. Mirotic (bad pass),,27-21,,
0:07.0,D. Nwaba enters the game for J. Holiday,,27-21,,
0:07.0,,,27-21,,D. Dedmon enters the game for J. Collins
0:04.0,,,27-21,,M. Delaney misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by Team,,27-21,,
0:02.0,,,27-21,,Loose ball foul by T. Waller-Prince (drawn by R. Arcidiacono)
0:02.0,R. Arcidiacono makes free throw 1 of 2,1,28-21,,
0:02.0,R. Arcidiacono makes free throw 2 of 2,1,29-21,,
0:00.0,,,29-21,,M. Delaney misses 3-pt shot from 40 ft
0:00.0,,,29-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Personal foul by R. Arcidiacono (drawn by M. Delaney),,29-21,,
11:36.0,,,29-21,,T. Dorsey misses 2-pt shot from 10 ft
11:32.0,Defensive rebound by N. Mirotic,,29-21,,
11:28.0,B. Portis misses 3-pt shot from 25 ft,,29-21,,
11:25.0,,,29-21,,Defensive rebound by M. Delaney
11:13.0,,,29-21,,Shooting foul by B. Portis (drawn by M. Muscala)
11:13.0,,,29-22,1,M. Muscala makes free throw 1 of 2
11:13.0,,,29-23,1,M. Muscala makes free throw 2 of 2
10:50.0,R. Arcidiacono makes 3-pt shot from 25 ft (assist by D. Nwaba),3,32-23,,
10:29.0,,,32-23,,M. Muscala misses 3-pt shot from 25 ft
10:26.0,Defensive rebound by D. Nwaba,,32-23,,
10:13.0,B. Portis makes 2-pt shot from 1 ft (assist by N. Mirotic),2,34-23,,
9:47.0,,,34-23,,Turnover by T. Dorsey (bad pass; steal by B. Portis)
9:43.0,Turnover by B. Portis (out of bounds lost ball),,34-23,,
9:43.0,,,34-23,,E. Ilyasova enters the game for M. Muscala
9:43.0,Z. LaVine enters the game for D. Valentine,,34-23,,
9:27.0,,,34-25,2,M. Plumlee makes 2-pt shot from 5 ft (assist by M. Delaney)
9:13.0,Turnover by D. Nwaba (bad pass),,34-25,,
9:13.0,,,34-25,,K. Bazemore enters the game for T. Waller-Prince
9:01.0,,,34-25,,K. Bazemore misses 3-pt shot from 22 ft
8:58.0,Defensive rebound by Z. LaVine,,34-25,,
8:53.0,N. Mirotic misses 3-pt shot from 28 ft,,34-25,,
8:49.0,,,34-25,,Defensive rebound by T. Dorsey
8:43.0,,,34-27,2,M. Delaney makes 2-pt shot from 13 ft
8:31.0,B. Portis makes 3-pt shot from 25 ft (assist by R. Arcidiacono),3,37-27,,
8:01.0,,,37-27,,K. Bazemore misses 3-pt shot from 25 ft
7:54.0,,,37-27,,Offensive rebound by M. Plumlee
7:43.0,,,37-29,2,M. Delaney makes 2-pt shot from 1 ft
7:21.0,D. Nwaba makes 2-pt shot at rim (assist by B. Portis),2,39-29,,
6:52.0,,,39-29,,Turnover by Team (shot clock)
6:52.0,,,39-29,,Atlanta full timeout
6:52.0,,,39-29,,D. Dedmon enters the game for M. Delaney
6:52.0,,,39-29,,D. Schroder enters the game for M. Plumlee
6:52.0,J. Grant enters the game for R. Arcidiacono,,39-29,,
6:52.0,L. Markkanen enters the game for N. Mirotic,,39-29,,
6:40.0,B. Portis misses 2-pt shot from 2 ft,,39-29,,
6:36.0,,,39-29,,Defensive rebound by D. Dedmon
6:26.0,,,39-31,2,E. Ilyasova makes 2-pt shot from 2 ft (assist by D. Schroder)
6:26.0,,,39-31,,Shooting foul by Z. LaVine (drawn by E. Ilyasova)
6:26.0,R. Lopez enters the game for B. Portis,,39-31,,
6:26.0,,,39-32,1,E. Ilyasova makes free throw 1 of 1
6:13.0,J. Grant misses 2-pt shot from 9 ft,,39-32,,
6:09.0,,,39-32,,Defensive rebound by D. Dedmon
6:07.0,,,39-32,,T. Dorsey misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by Z. LaVine,,39-32,,
5:48.0,L. Markkanen misses 3-pt shot from 22 ft,,39-32,,
5:45.0,,,39-32,,Defensive rebound by D. Schroder
5:35.0,,,39-32,,D. Schroder misses 2-pt shot from 18 ft
5:32.0,Defensive rebound by D. Nwaba,,39-32,,
5:22.0,J. Grant misses 3-pt shot from 25 ft,,39-32,,
5:18.0,,,39-32,,Defensive rebound by T. Dorsey
5:13.0,,,39-32,,E. Ilyasova misses 3-pt shot from 25 ft
5:10.0,Defensive rebound by L. Markkanen,,39-32,,
5:01.0,Z. LaVine misses 3-pt shot from 25 ft,,39-32,,
4:57.0,,,39-32,,Defensive rebound by T. Dorsey
4:53.0,,,39-34,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by K. Bazemore)
4:53.0,Chicago full timeout,,39-34,,
4:53.0,,,39-34,,M. Belinelli enters the game for T. Dorsey
4:53.0,J. Holiday enters the game for D. Nwaba,,39-34,,
4:40.0,R. Lopez makes 2-pt shot from 10 ft (assist by J. Holiday),2,41-34,,
4:29.0,,,41-34,,M. Belinelli misses 2-pt shot from 21 ft
4:25.0,Defensive rebound by Z. LaVine,,41-34,,
4:19.0,Z. LaVine misses 2-pt shot from 1 ft,,41-34,,
4:16.0,,,41-34,,Defensive rebound by K. Bazemore
4:11.0,D. Valentine enters the game for Z. LaVine,,41-34,,
4:05.0,,,41-34,,E. Ilyasova misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by L. Markkanen,,41-34,,
3:44.0,J. Grant makes 3-pt shot from 24 ft (assist by D. Valentine),3,44-34,,
3:28.0,,,44-34,,Turnover by K. Bazemore (lost ball; steal by D. Valentine)
3:26.0,Offensive charge foul by D. Valentine (drawn by D. Schroder),,44-34,,
3:26.0,Turnover by D. Valentine (offensive foul),,44-34,,
3:26.0,,,44-34,,J. Collins enters the game for E. Ilyasova
3:15.0,,,44-36,2,D. Schroder makes 2-pt shot from 18 ft
2:56.0,Turnover by J. Holiday (step out of bounds),,44-36,,
2:56.0,,,44-36,,T. Waller-Prince enters the game for K. Bazemore
2:39.0,,,44-36,,D. Schroder misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by J. Grant,,44-36,,
2:29.0,L. Markkanen misses 3-pt shot from 25 ft,,44-36,,
2:24.0,Offensive rebound by J. Grant,,44-36,,
2:22.0,D. Valentine makes 3-pt shot from 25 ft (assist by J. Grant),3,47-36,,
2:08.0,,,47-36,,D. Dedmon misses 3-pt shot from 23 ft
2:06.0,Defensive rebound by J. Grant,,47-36,,
1:58.0,,,47-36,,Personal foul by D. Dedmon (drawn by L. Markkanen)
1:47.0,R. Lopez makes 2-pt shot from 8 ft (assist by J. Grant),2,49-36,,
1:36.0,,,49-38,2,M. Belinelli makes 2-pt shot from 1 ft (assist by T. Waller-Prince)
1:22.0,R. Lopez makes 2-pt shot from 5 ft,2,51-38,,
1:04.0,,,51-38,,Turnover by T. Waller-Prince (lost ball; steal by J. Grant)
0:56.0,L. Markkanen misses 3-pt shot from 24 ft,,51-38,,
0:53.0,,,51-38,,Defensive rebound by D. Dedmon
0:46.0,,,51-38,,D. Schroder misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by J. Holiday,,51-38,,
0:33.0,J. Grant makes 2-pt shot from 2 ft,2,53-38,,
0:26.0,,,53-38,,M. Belinelli misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by D. Valentine,,53-38,,
0:05.0,L. Markkanen makes 2-pt shot at rim (assist by J. Grant),2,55-38,,
0:03.0,Personal take foul by D. Valentine (drawn by T. Waller-Prince),,55-38,,
0:03.0,D. Nwaba enters the game for D. Valentine,,55-38,,
0:00.0,,,55-38,,J. Collins misses 3-pt shot from 31 ft
0:00.0,Defensive rebound by D. Nwaba,,55-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,55-40,2,D. Schroder makes 2-pt shot from 5 ft (assist by M. Plumlee)
11:43.0,,,55-40,,Shooting foul by R. Lopez (drawn by D. Schroder)
11:43.0,,,55-41,1,D. Schroder makes free throw 1 of 1
11:33.0,Turnover by R. Lopez (lost ball; steal by D. Schroder),,55-41,,
11:31.0,,,55-41,,Turnover by M. Plumlee (step out of bounds)
11:10.0,R. Lopez misses 2-pt shot from 4 ft (block by M. Plumlee),,55-41,,
11:10.0,,,55-41,,Defensive rebound by Team
11:07.0,Jump ball: M. Plumlee vs. R. Lopez (T. Waller-Prince gains possession),,,,Jump ball: M. Plumlee vs. R. Lopez (T. Waller-Prince gains possession)
10:49.0,,,55-41,,T. Waller-Prince misses 3-pt shot from 25 ft
10:44.0,,,55-41,,Offensive rebound by E. Ilyasova
10:43.0,,,55-41,,E. Ilyasova misses 2-pt shot from 1 ft
10:40.0,Defensive rebound by J. Holiday,,55-41,,
10:36.0,Shooting foul by M. Plumlee (drawn by R. Lopez),,55-41,,
10:36.0,R. Lopez makes free throw 1 of 2,1,56-41,,
10:36.0,R. Lopez makes free throw 2 of 2,1,57-41,,
10:22.0,,,57-44,3,T. Waller-Prince makes 3-pt shot from 22 ft (assist by E. Ilyasova)
10:05.0,Z. LaVine makes 3-pt shot from 25 ft,3,60-44,,
9:47.0,,,60-47,3,D. Schroder makes 3-pt shot from 24 ft
9:35.0,R. Lopez misses 2-pt shot from 13 ft,,60-47,,
9:31.0,,,60-47,,Defensive rebound by M. Plumlee
9:18.0,,,60-47,,E. Ilyasova misses 3-pt shot from 23 ft
9:15.0,Defensive rebound by Z. LaVine,,60-47,,
9:08.0,Z. LaVine makes 2-pt shot from 20 ft,2,62-47,,
8:49.0,,,62-49,2,D. Schroder makes 2-pt shot from 15 ft (assist by M. Plumlee)
8:33.0,Z. LaVine misses 2-pt shot from 3 ft (block by M. Plumlee),,62-49,,
8:28.0,,,62-49,,Defensive rebound by T. Waller-Prince
8:27.0,,,62-51,2,T. Waller-Prince makes 2-pt shot from 1 ft
8:13.0,,,62-51,,Personal block foul by T. Waller-Prince (drawn by J. Holiday)
8:04.0,Turnover by Z. LaVine (bad pass; steal by M. Plumlee),,62-51,,
7:53.0,,,62-51,,D. Schroder misses 2-pt shot from 9 ft
7:48.0,Defensive rebound by Z. LaVine,,62-51,,
7:47.0,Shooting foul by T. Waller-Prince (drawn by Z. LaVine),,62-51,,
7:47.0,Z. LaVine makes free throw 1 of 2,1,63-51,,
7:47.0,,,63-51,,M. Belinelli enters the game for T. Waller-Prince
7:47.0,Z. LaVine misses free throw 2 of 2,,63-51,,
7:44.0,,,63-51,,Defensive rebound by K. Bazemore
7:32.0,,,63-51,,E. Ilyasova misses 3-pt shot from 25 ft
7:30.0,Defensive rebound by Z. LaVine,,63-51,,
7:20.0,R. Lopez misses 2-pt shot from 20 ft,,63-51,,
7:17.0,,,63-51,,Defensive rebound by D. Schroder
7:08.0,,,63-51,,Turnover by M. Plumlee (traveling)
7:08.0,,,63-51,,D. Dedmon enters the game for M. Plumlee
6:54.0,Z. LaVine misses 3-pt shot from 27 ft,,63-51,,
6:52.0,,,63-51,,Defensive rebound by E. Ilyasova
6:46.0,,,63-51,,D. Schroder misses 2-pt shot from 4 ft
6:42.0,Defensive rebound by R. Lopez,,63-51,,
6:31.0,L. Markkanen makes 2-pt shot from 1 ft (assist by R. Lopez),2,65-51,,
6:23.0,,,65-51,,Atlanta full timeout
6:23.0,D. Valentine enters the game for Z. LaVine,,65-51,,
6:13.0,,,65-53,2,D. Dedmon makes 2-pt shot from 1 ft (assist by M. Belinelli)
5:56.0,,,65-53,,Personal foul by K. Bazemore (drawn by J. Holiday)
5:56.0,,,65-53,,J. Collins enters the game for E. Ilyasova
5:45.0,J. Holiday misses 2-pt shot from 13 ft,,65-53,,
5:42.0,,,65-53,,Defensive rebound by J. Collins
5:34.0,,,65-53,,M. Belinelli misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by J. Grant,,65-53,,
5:27.0,Turnover by J. Grant (lost ball; steal by D. Schroder),,65-53,,
5:16.0,,,65-53,,D. Schroder misses 2-pt shot from 2 ft
5:13.0,Defensive rebound by L. Markkanen,,65-53,,
5:11.0,,,65-53,,Shooting block foul by D. Dedmon (drawn by L. Markkanen)
5:11.0,L. Markkanen makes free throw 1 of 2,1,66-53,,
5:11.0,L. Markkanen misses free throw 2 of 2,,66-53,,
5:09.0,,,66-53,,Defensive rebound by D. Dedmon
4:55.0,,,66-53,,D. Dedmon misses 3-pt shot from 25 ft
4:51.0,Defensive rebound by J. Holiday,,66-53,,
4:46.0,R. Lopez makes 2-pt shot from 13 ft (assist by D. Valentine),2,68-53,,
4:29.0,,,68-55,2,K. Bazemore makes 2-pt shot from 20 ft (assist by D. Schroder)
4:07.0,D. Valentine misses 3-pt shot from 26 ft,,68-55,,
4:07.0,,,68-55,,Defensive rebound by K. Bazemore
3:59.0,,,68-55,,K. Bazemore misses 2-pt shot at rim
3:59.0,,,68-55,,Offensive rebound by Team
3:59.0,,,68-55,,M. Delaney enters the game for K. Bazemore
3:51.0,,,68-55,,M. Belinelli misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by D. Valentine,,68-55,,
3:35.0,L. Markkanen makes 2-pt shot from 1 ft (assist by J. Grant),2,70-55,,
3:35.0,Shooting foul by D. Dedmon (drawn by L. Markkanen),,70-55,,
3:35.0,L. Markkanen makes free throw 1 of 1,1,71-55,,
3:19.0,D. Nwaba enters the game for J. Holiday,,71-55,,
3:13.0,,,71-57,2,D. Dedmon makes 2-pt shot from 19 ft (assist by D. Schroder)
2:51.0,Turnover by D. Nwaba (bad pass; steal by J. Collins),,71-57,,
2:45.0,,,71-59,2,D. Dedmon makes 2-pt shot from 1 ft (assist by J. Collins)
2:45.0,Chicago full timeout,,71-59,,
2:45.0,,,71-59,,T. Waller-Prince enters the game for D. Schroder
2:45.0,R. Arcidiacono enters the game for J. Grant,,71-59,,
2:45.0,N. Mirotic enters the game for L. Markkanen,,71-59,,
2:45.0,B. Portis enters the game for R. Lopez,,71-59,,
2:34.0,Turnover by D. Nwaba (out of bounds lost ball),,71-59,,
2:19.0,Personal foul by D. Nwaba (drawn by M. Belinelli),,71-59,,
2:19.0,Z. LaVine enters the game for D. Valentine,,71-59,,
2:11.0,Personal foul by N. Mirotic (drawn by J. Collins),,71-59,,
2:04.0,,,71-61,2,J. Collins makes 2-pt shot at rim (assist by M. Delaney)
1:48.0,B. Portis misses 2-pt shot from 3 ft,,71-61,,
1:45.0,,,71-61,,Defensive rebound by M. Belinelli
1:39.0,,,71-61,,M. Belinelli misses 2-pt shot from 2 ft
1:36.0,Defensive rebound by N. Mirotic,,71-61,,
1:31.0,Shooting foul by J. Collins (drawn by B. Portis),,71-61,,
1:31.0,B. Portis makes free throw 1 of 2,1,72-61,,
1:31.0,B. Portis makes free throw 2 of 2,1,73-61,,
1:19.0,,,73-61,,Turnover by M. Delaney (bad pass)
1:08.0,B. Portis misses 2-pt shot from 4 ft,,73-61,,
1:05.0,,,73-61,,Defensive rebound by J. Collins
0:59.0,,,73-61,,Turnover by T. Waller-Prince (lost ball; steal by B. Portis)
0:56.0,Shooting foul by T. Waller-Prince (drawn by N. Mirotic),,73-61,,
0:56.0,N. Mirotic makes free throw 1 of 2,1,74-61,,
0:56.0,N. Mirotic makes free throw 2 of 2,1,75-61,,
0:56.0,,,75-61,,T. Dorsey enters the game for T. Waller-Prince
0:41.0,,,75-61,,D. Dedmon misses 2-pt shot from 21 ft
0:38.0,Defensive rebound by Z. LaVine,,75-61,,
0:33.0,Z. LaVine misses 2-pt shot from 3 ft,,75-61,,
0:29.0,,,75-61,,Defensive rebound by D. Dedmon
0:25.0,,,75-61,,T. Dorsey misses 3-pt shot from 22 ft
0:25.0,,,75-61,,Offensive rebound by J. Collins
0:20.0,,,75-61,,J. Collins misses 2-pt shot from 1 ft
0:20.0,,,75-61,,Offensive rebound by D. Dedmon
0:20.0,,,75-63,2,D. Dedmon makes 2-pt shot from 1 ft
0:04.0,Shooting foul by M. Delaney (drawn by Z. LaVine),,75-63,,
0:04.0,Z. LaVine makes free throw 1 of 2,1,76-63,,
0:04.0,Z. LaVine makes free throw 2 of 2,1,77-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:56.0,,,77-63,,Personal foul by M. Delaney (drawn by R. Arcidiacono)
11:50.0,Offensive foul by B. Portis (drawn by M. Delaney),,77-63,,
11:50.0,Turnover by B. Portis (offensive foul),,77-63,,
11:40.0,,,77-63,,Offensive charge foul by K. Bazemore (drawn by R. Arcidiacono)
11:40.0,,,77-63,,Turnover by K. Bazemore (offensive foul)
11:32.0,Offensive foul by B. Portis (drawn by E. Ilyasova),,77-63,,
11:32.0,Turnover by B. Portis (offensive foul),,77-63,,
11:20.0,,,77-65,2,E. Ilyasova makes 2-pt shot at rim (assist by J. Collins)
11:07.0,N. Mirotic makes 2-pt shot from 13 ft,2,79-65,,
11:07.0,Shooting foul by E. Ilyasova (drawn by N. Mirotic),,79-65,,
11:07.0,N. Mirotic makes free throw 1 of 1,1,80-65,,
10:52.0,,,80-65,,T. Dorsey misses 3-pt shot from 25 ft
10:49.0,Defensive rebound by D. Nwaba,,80-65,,
10:40.0,B. Portis makes 2-pt shot from 11 ft (assist by D. Valentine),2,82-65,,
10:39.0,,,82-65,,Atlanta full timeout
10:39.0,,,82-65,,D. Schroder enters the game for T. Dorsey
10:39.0,,,82-65,,M. Belinelli enters the game for M. Delaney
10:25.0,,,82-65,,D. Schroder misses 2-pt shot from 9 ft
10:25.0,,,82-65,,Offensive rebound by J. Collins
10:25.0,,,82-65,,J. Collins misses 2-pt shot from 1 ft
10:25.0,Defensive rebound by N. Mirotic,,82-65,,
10:10.0,N. Mirotic misses 3-pt shot from 24 ft,,82-65,,
10:04.0,Offensive rebound by D. Nwaba,,82-65,,
10:03.0,B. Portis makes 2-pt shot from 2 ft (assist by D. Nwaba),2,84-65,,
9:49.0,,,84-65,,Turnover by K. Bazemore (bad pass; steal by N. Mirotic)
9:43.0,D. Valentine makes 3-pt shot from 26 ft (assist by B. Portis),3,87-65,,
9:28.0,Personal foul by D. Valentine (drawn by J. Collins),,87-65,,
9:28.0,,,87-65,,D. Dedmon enters the game for J. Collins
9:14.0,,,87-65,,E. Ilyasova misses 3-pt shot from 24 ft
9:10.0,,,87-65,,Offensive rebound by M. Belinelli
8:57.0,,,87-65,,K. Bazemore misses 3-pt shot from 25 ft
8:54.0,Defensive rebound by D. Nwaba,,87-65,,
8:48.0,B. Portis makes 3-pt shot from 25 ft (assist by R. Arcidiacono),3,90-65,,
8:30.0,,,90-65,,M. Belinelli misses 3-pt shot from 23 ft
8:27.0,Defensive rebound by N. Mirotic,,90-65,,
8:16.0,D. Valentine misses 3-pt shot from 24 ft,,90-65,,
8:12.0,Offensive rebound by B. Portis,,90-65,,
8:11.0,Turnover by D. Nwaba (bad pass),,90-65,,
8:05.0,,,90-67,2,D. Schroder makes 2-pt shot from 11 ft
8:05.0,,,90-67,,Shooting foul by D. Valentine (drawn by D. Schroder)
8:05.0,,,90-68,1,D. Schroder makes free throw 1 of 1
7:48.0,D. Valentine misses 3-pt shot from 23 ft,,90-68,,
7:45.0,,,90-68,,Defensive rebound by E. Ilyasova
7:33.0,,,90-68,,D. Schroder misses 2-pt shot from 4 ft (block by N. Mirotic)
7:33.0,,,90-68,,Offensive rebound by Team
7:31.0,,,90-68,,E. Ilyasova misses 3-pt shot from 24 ft
7:28.0,,,90-68,,Offensive rebound by Team
7:28.0,,,90-68,,M. Muscala enters the game for E. Ilyasova
7:23.0,,,90-68,,Shooting foul by D. Valentine (drawn by K. Bazemore)
7:23.0,J. Holiday enters the game for D. Valentine,,90-68,,
