time,Oklahoma City,pts.away,score,pts.home,Dallas
7:29.0,R. Westbrook misses 2-pt shot from 17 ft,,7-2,,
7:26.0,Offensive rebound by A. Roberson,,7-2,,
7:21.0,Shooting foul by D. Smith (drawn by R. Westbrook),,7-2,,
7:21.0,R. Westbrook makes free throw 1 of 3,1,8-2,,
7:21.0,R. Westbrook misses free throw 2 of 3,,8-2,,
7:21.0,Offensive rebound by Team,,8-2,,
7:21.0,R. Westbrook makes free throw 3 of 3,1,9-2,,
7:21.0,,,9-2,,Y. Ferrell enters the game for D. Smith
7:04.0,,,9-4,2,H. Barnes makes 2-pt shot from 2 ft
6:45.0,Turnover by R. Westbrook (lost ball; steal by Y. Ferrell),,9-4,,
6:35.0,,,9-4,,H. Barnes misses 3-pt shot from 24 ft
6:32.0,,,9-4,,Offensive rebound by H. Barnes
6:30.0,,,9-7,3,W. Matthews makes 3-pt shot from 23 ft (assist by H. Barnes)
6:09.0,A. Roberson misses 3-pt shot from 25 ft,,9-7,,
6:05.0,Offensive rebound by S. Adams,,9-7,,
6:04.0,Turnover by S. Adams (bad pass; steal by D. Nowitzki),,9-7,,
6:01.0,,,9-10,3,W. Matthews makes 3-pt shot from 26 ft (assist by D. Nowitzki)
5:59.0,Oklahoma City full timeout,,9-10,,
5:59.0,,,9-10,,S. Mejri enters the game for D. Nowitzki
5:59.0,T. Ferguson enters the game for A. Roberson,,9-10,,
5:40.0,Turnover by C. Anthony (lost ball; steal by S. Mejri),,9-10,,
5:31.0,,,9-10,,W. Matthews misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by R. Westbrook,,9-10,,
5:16.0,S. Adams misses 2-pt shot from 1 ft (block by S. Mejri),,9-10,,
5:13.0,,,9-10,,Defensive rebound by H. Barnes
5:04.0,,,9-10,,H. Barnes misses 2-pt shot from 9 ft
5:02.0,Defensive rebound by R. Westbrook,,9-10,,
4:59.0,T. Ferguson makes 2-pt shot at rim (assist by R. Westbrook),2,11-10,,
4:38.0,,,11-12,2,S. Mejri makes 2-pt shot from 5 ft (assist by H. Barnes)
4:25.0,P. George misses 2-pt shot from 18 ft,,11-12,,
4:22.0,,,11-12,,Defensive rebound by S. Mejri
4:18.0,,,11-12,,M. Kleber misses 2-pt shot from 2 ft
4:16.0,,,11-12,,Offensive rebound by M. Kleber
4:14.0,,,11-14,2,M. Kleber makes 2-pt shot from 1 ft
4:04.0,S. Adams misses 2-pt shot from 7 ft,,11-14,,
4:00.0,,,11-14,,Defensive rebound by M. Kleber
3:53.0,,,11-17,3,M. Kleber makes 3-pt shot from 25 ft (assist by Y. Ferrell)
3:34.0,R. Westbrook makes 3-pt shot from 26 ft,3,14-17,,
3:25.0,,,14-17,,Dallas full timeout
3:25.0,J. Grant enters the game for C. Anthony,,14-17,,
3:25.0,J. Huestis enters the game for P. George,,14-17,,
3:25.0,,,14-17,,D. Harris enters the game for W. Matthews
3:09.0,,,14-17,,Shooting foul by J. Huestis (drawn by Y. Ferrell)
3:09.0,,,14-18,1,Y. Ferrell makes free throw 1 of 2
3:09.0,,,14-18,,Y. Ferrell misses free throw 2 of 2
3:07.0,Defensive rebound by R. Westbrook,,14-18,,
3:01.0,Offensive foul by S. Adams (drawn by Y. Ferrell),,14-18,,
3:01.0,Turnover by S. Adams (offensive foul),,14-18,,
3:01.0,P. Patterson enters the game for S. Adams,,14-18,,
2:48.0,Personal foul by J. Huestis (drawn by S. Mejri),,14-18,,
2:48.0,R. Felton enters the game for J. Huestis,,14-18,,
2:35.0,,,14-20,2,H. Barnes makes 2-pt shot from 5 ft
2:15.0,R. Westbrook misses 2-pt shot from 19 ft,,14-20,,
2:12.0,,,14-20,,Defensive rebound by S. Mejri
2:00.0,,,14-20,,Y. Ferrell misses 2-pt shot from 14 ft (block by R. Felton)
2:00.0,Defensive rebound by J. Grant,,14-20,,
1:57.0,R. Westbrook makes 2-pt shot from 1 ft,2,16-20,,
1:57.0,Shooting foul by H. Barnes (drawn by R. Westbrook),,16-20,,
1:57.0,,,16-20,,D. Powell enters the game for Y. Ferrell
1:57.0,,,16-20,,D. Nowitzki enters the game for H. Barnes
1:57.0,,,16-20,,W. Matthews enters the game for M. Kleber
1:57.0,,,16-20,,J. Barea enters the game for S. Mejri
1:57.0,R. Westbrook makes free throw 1 of 1,1,17-20,,
1:45.0,,,17-22,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
1:29.0,R. Westbrook makes 2-pt shot from 18 ft (assist by R. Felton),2,19-22,,
1:07.0,,,19-22,,W. Matthews misses 3-pt shot from 23 ft
1:05.0,Defensive rebound by T. Ferguson,,19-22,,
0:56.0,T. Ferguson makes 2-pt shot from 22 ft (assist by R. Felton),2,21-22,,
0:36.0,,,21-25,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Nowitzki)
0:32.0,R. Westbrook makes 2-pt shot from 7 ft,2,23-25,,
0:32.0,Shooting foul by D. Harris (drawn by R. Westbrook),,23-25,,
0:32.0,R. Westbrook makes free throw 1 of 1,1,24-25,,
0:21.0,Personal foul by R. Westbrook (drawn by D. Harris),,24-25,,
0:09.0,,,24-25,,J. Barea misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by R. Westbrook,,24-25,,
0:01.0,R. Westbrook misses 3-pt shot from 25 ft,,24-25,,
0:00.0,,,24-25,,Defensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,R. Felton misses 2-pt shot from 21 ft,,24-25,,
11:44.0,,,24-25,,Defensive rebound by D. Harris
11:31.0,,,24-28,3,D. Nowitzki makes 3-pt shot from 23 ft (assist by D. Harris)
11:08.0,Turnover by J. Grant (turnover),,24-28,,
10:46.0,,,24-28,,Shooting foul by T. Ferguson (drawn by J. Barea)
10:46.0,,,24-29,1,J. Barea makes free throw 1 of 2
10:46.0,,,24-29,,J. Barea misses free throw 2 of 2
10:44.0,Defensive rebound by P. Patterson,,24-29,,
10:36.0,R. Felton misses 2-pt shot from 22 ft,,24-29,,
10:34.0,,,24-29,,Defensive rebound by D. Nowitzki
10:28.0,,,24-31,2,D. Harris makes 2-pt shot at rim (assist by J. Barea)
10:18.0,Turnover by P. George (lost ball; steal by W. Matthews),,24-31,,
10:02.0,,,24-31,,Turnover by J. Barea (bad pass; steal by R. Felton)
10:01.0,,,24-31,,Personal take foul by D. Harris (drawn by R. Felton)
9:54.0,P. George misses 2-pt shot from 21 ft,,24-31,,
9:51.0,,,24-31,,Defensive rebound by D. Powell
9:29.0,,,24-31,,D. Harris misses 2-pt shot from 18 ft
9:26.0,Defensive rebound by P. Patterson,,24-31,,
9:15.0,J. Grant misses 3-pt shot from 22 ft,,24-31,,
9:12.0,,,24-31,,Defensive rebound by D. Powell
8:52.0,,,24-34,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. Harris)
8:28.0,T. Ferguson misses 3-pt shot from 24 ft,,24-34,,
8:23.0,,,24-34,,Defensive rebound by J. Barea
8:12.0,,,24-36,2,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea)
8:12.0,Violation by J. Grant (def goaltending),,24-36,,
8:12.0,Technical foul by J. Grant,,24-36,,
8:12.0,,,24-37,1,D. Nowitzki makes technical free throw
8:12.0,,,24-37,,S. Mejri enters the game for D. Harris
8:12.0,,,24-37,,D. Smith enters the game for D. Nowitzki
8:12.0,S. Adams enters the game for J. Grant,,24-37,,
8:12.0,C. Anthony enters the game for P. Patterson,,24-37,,
8:00.0,C. Anthony makes 2-pt shot from 21 ft (assist by P. George),2,26-37,,
7:40.0,,,26-37,,J. Barea misses 2-pt shot from 8 ft
7:37.0,Defensive rebound by R. Felton,,26-37,,
7:30.0,T. Ferguson makes 3-pt shot from 22 ft (assist by P. George),3,29-37,,
7:29.0,,,29-37,,Dallas full timeout
7:29.0,,,29-37,,H. Barnes enters the game for D. Powell
7:29.0,R. Westbrook enters the game for T. Ferguson,,29-37,,
7:11.0,,,29-37,,D. Smith misses 3-pt shot from 25 ft
7:08.0,Defensive rebound by R. Westbrook,,29-37,,
6:58.0,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook),2,31-37,,
6:47.0,Personal foul by C. Anthony (drawn by J. Barea),,31-37,,
6:47.0,,,31-37,,Y. Ferrell enters the game for J. Barea
6:34.0,,,31-37,,H. Barnes misses 2-pt shot from 13 ft
6:31.0,Defensive rebound by P. George,,31-37,,
6:13.0,P. George misses 2-pt shot from 21 ft,,31-37,,
6:09.0,,,31-37,,Defensive rebound by H. Barnes
5:55.0,Personal block foul by C. Anthony (drawn by W. Matthews),,31-37,,
5:48.0,,,31-39,2,S. Mejri makes 2-pt shot from 1 ft (assist by D. Smith)
5:20.0,S. Adams makes 2-pt shot from 6 ft (assist by P. George),2,33-39,,
5:09.0,,,33-39,,W. Matthews misses 3-pt shot from 24 ft
5:07.0,Defensive rebound by R. Felton,,33-39,,
4:56.0,R. Westbrook misses 2-pt shot from 20 ft,,33-39,,
4:52.0,,,33-39,,Defensive rebound by H. Barnes
4:37.0,Personal foul by P. George (drawn by H. Barnes),,33-39,,
4:28.0,,,33-41,2,D. Smith makes 2-pt shot from 15 ft (assist by S. Mejri)
4:08.0,R. Felton misses 3-pt shot from 25 ft,,33-41,,
4:05.0,,,33-41,,Defensive rebound by H. Barnes
3:53.0,,,33-41,,Turnover by D. Smith (lost ball; steal by C. Anthony)
3:46.0,C. Anthony misses 3-pt shot from 25 ft,,33-41,,
3:42.0,,,33-41,,Defensive rebound by D. Smith
3:30.0,,,33-43,2,D. Smith makes 2-pt shot from 8 ft
3:22.0,Oklahoma City full timeout,,33-43,,
3:22.0,,,33-43,,D. Harris enters the game for W. Matthews
3:22.0,T. Ferguson enters the game for R. Felton,,33-43,,
3:16.0,Shooting foul by S. Mejri (drawn by R. Westbrook),,33-43,,
3:16.0,R. Westbrook misses free throw 1 of 2,,33-43,,
3:16.0,Offensive rebound by Team,,33-43,,
3:16.0,R. Westbrook makes free throw 2 of 2,1,34-43,,
3:02.0,,,34-43,,D. Smith misses 2-pt shot from 3 ft
2:57.0,,,34-43,,Offensive rebound by S. Mejri
2:57.0,,,34-45,2,S. Mejri makes 2-pt shot at rim
2:38.0,C. Anthony misses 2-pt shot from 11 ft,,34-45,,
2:36.0,Offensive rebound by S. Adams,,34-45,,
2:35.0,S. Adams misses 2-pt shot from 1 ft (block by S. Mejri),,34-45,,
2:35.0,,,34-45,,Defensive rebound by S. Mejri
2:23.0,,,34-45,,D. Smith misses 2-pt shot from 11 ft
2:21.0,,,34-45,,Offensive rebound by D. Smith
2:20.0,,,34-45,,D. Smith misses 2-pt shot at rim
2:17.0,,,34-45,,Offensive rebound by D. Harris
2:16.0,,,34-48,3,D. Smith makes 3-pt shot from 23 ft (assist by D. Harris)
1:51.0,R. Westbrook misses 2-pt shot from 17 ft,,34-48,,
1:51.0,,,34-48,,Defensive rebound by H. Barnes
1:35.0,,,34-48,,D. Smith misses 3-pt shot from 25 ft
1:35.0,Defensive rebound by C. Anthony,,34-48,,
1:27.0,Turnover by R. Westbrook (bad pass; steal by H. Barnes),,34-48,,
1:09.0,,,34-48,,Shooting foul by S. Adams (drawn by H. Barnes)
1:09.0,,,34-49,1,H. Barnes makes free throw 1 of 2
1:09.0,,,34-50,1,H. Barnes makes free throw 2 of 2
0:50.0,C. Anthony misses 2-pt shot from 21 ft,,34-50,,
0:48.0,Offensive rebound by R. Westbrook,,34-50,,
0:43.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,37-50,,
0:26.0,,,37-52,2,H. Barnes makes 2-pt shot from 1 ft
0:07.0,P. George misses 3-pt shot from 24 ft,,37-52,,
0:04.0,,,37-52,,Defensive rebound by H. Barnes
0:00.0,,,37-52,,D. Harris misses 3-pt shot from 53 ft
0:00.0,,,37-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Offensive foul by S. Adams (drawn by W. Matthews),,37-52,,
11:51.0,Turnover by S. Adams (offensive foul),,37-52,,
11:35.0,,,37-52,,H. Barnes misses 2-pt shot from 11 ft
11:32.0,Defensive rebound by C. Anthony,,37-52,,
11:26.0,R. Westbrook misses 2-pt shot from 16 ft,,37-52,,
11:23.0,,,37-52,,Defensive rebound by W. Matthews
11:09.0,,,37-52,,Turnover by D. Smith (traveling)
10:57.0,C. Anthony makes 2-pt shot from 13 ft (assist by R. Westbrook),2,39-52,,
10:31.0,,,39-52,,D. Smith misses 3-pt shot from 23 ft
10:27.0,Defensive rebound by P. George,,39-52,,
10:25.0,Turnover by A. Roberson (step out of bounds),,39-52,,
10:05.0,,,39-52,,W. Matthews misses 2-pt shot from 17 ft
10:01.0,Defensive rebound by A. Roberson,,39-52,,
9:51.0,C. Anthony misses 2-pt shot from 19 ft,,39-52,,
9:49.0,,,39-52,,Defensive rebound by D. Nowitzki
9:39.0,,,39-52,,Offensive foul by D. Nowitzki (drawn by C. Anthony)
9:39.0,,,39-52,,Turnover by D. Nowitzki (offensive foul)
9:20.0,R. Westbrook misses 3-pt shot from 26 ft,,39-52,,
9:17.0,,,39-52,,Defensive rebound by H. Barnes
8:58.0,,,39-54,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by D. Smith)
8:42.0,R. Westbrook makes 3-pt shot from 25 ft (assist by P. George),3,42-54,,
8:14.0,,,42-56,2,D. Smith makes 2-pt shot from 3 ft
7:55.0,Turnover by R. Westbrook (bad pass; steal by W. Matthews),,42-56,,
7:48.0,,,42-56,,Turnover by W. Matthews (lost ball; steal by R. Westbrook)
7:43.0,R. Westbrook makes 2-pt shot from 1 ft (assist by A. Roberson),2,44-56,,
7:30.0,,,44-59,3,D. Smith makes 3-pt shot from 24 ft
7:14.0,P. George misses 2-pt shot from 17 ft,,44-59,,
7:14.0,Offensive rebound by Team,,44-59,,
7:13.0,,,44-59,,S. Mejri enters the game for D. Nowitzki
7:07.0,R. Westbrook misses 3-pt shot from 24 ft,,44-59,,
7:05.0,,,44-59,,Defensive rebound by H. Barnes
6:54.0,,,44-61,2,H. Barnes makes 2-pt shot from 9 ft
6:43.0,,,44-61,,Personal block foul by W. Matthews (drawn by P. George)
6:43.0,,,44-61,,Dallas full timeout
6:35.0,C. Anthony makes 3-pt shot from 24 ft (assist by P. George),3,47-61,,
6:09.0,,,47-61,,M. Kleber misses 3-pt shot from 24 ft
6:06.0,,,47-61,,Offensive rebound by H. Barnes
6:04.0,,,47-61,,D. Smith misses 3-pt shot from 24 ft
6:02.0,Defensive rebound by C. Anthony,,47-61,,
5:55.0,C. Anthony misses 3-pt shot from 24 ft,,47-61,,
5:53.0,,,47-61,,Defensive rebound by W. Matthews
5:40.0,,,47-63,2,M. Kleber makes 2-pt shot at rim (assist by W. Matthews)
5:23.0,S. Adams misses 2-pt shot from 1 ft (block by S. Mejri),,47-63,,
5:23.0,Offensive rebound by Team,,47-63,,
5:18.0,P. George misses 2-pt shot from 16 ft,,47-63,,
5:18.0,,,47-63,,Defensive rebound by Team
5:17.0,T. Ferguson enters the game for P. George,,47-63,,
4:54.0,,,47-63,,Turnover by M. Kleber (lost ball; steal by T. Ferguson)
4:42.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,50-63,,
4:12.0,,,50-63,,S. Mejri misses 3-pt shot from 26 ft
4:11.0,Defensive rebound by Team,,50-63,,
4:11.0,,,50-63,,D. Harris enters the game for W. Matthews
4:03.0,R. Westbrook misses 3-pt shot from 25 ft,,50-63,,
4:02.0,Offensive rebound by Team,,50-63,,
4:02.0,,,50-63,,Personal foul by S. Mejri (drawn by S. Adams)
4:02.0,,,50-63,,Y. Ferrell enters the game for D. Smith
3:52.0,Turnover by R. Westbrook (bad pass; steal by S. Mejri),,50-63,,
3:36.0,,,50-63,,Turnover by H. Barnes (bad pass)
3:27.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,53-63,,
3:14.0,,,53-63,,Dallas full timeout
3:14.0,,,53-63,,D. Powell enters the game for H. Barnes
3:14.0,,,53-63,,D. Nowitzki enters the game for M. Kleber
3:14.0,,,53-63,,J. Barea enters the game for S. Mejri
3:08.0,,,53-63,,Shooting foul by C. Anthony (drawn by D. Harris)
3:08.0,,,53-64,1,D. Harris makes free throw 1 of 2
3:08.0,,,53-65,1,D. Harris makes free throw 2 of 2
3:01.0,Offensive foul by C. Anthony (drawn by D. Powell),,53-65,,
3:01.0,Turnover by C. Anthony (offensive foul),,53-65,,
2:43.0,,,53-67,2,D. Powell makes 2-pt shot from 1 ft (assist by D. Nowitzki)
2:29.0,Turnover by C. Anthony (traveling),,53-67,,
2:29.0,R. Felton enters the game for A. Roberson,,53-67,,
2:19.0,,,53-70,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by J. Barea)
2:19.0,Oklahoma City full timeout,,53-70,,
2:08.0,R. Felton misses 3-pt shot from 22 ft,,53-70,,
2:06.0,Offensive rebound by S. Adams,,53-70,,
2:06.0,,,53-70,,Personal foul by D. Powell (drawn by S. Adams)
2:06.0,,,53-70,,W. Matthews enters the game for Y. Ferrell
2:06.0,P. Patterson enters the game for R. Westbrook,,53-70,,
2:06.0,J. Grant enters the game for C. Anthony,,53-70,,
2:06.0,P. George enters the game for S. Adams,,53-70,,
1:58.0,P. George misses 2-pt shot from 3 ft,,53-70,,
1:54.0,,,53-70,,Defensive rebound by D. Powell
1:40.0,,,53-70,,J. Barea misses 2-pt shot from 18 ft
1:36.0,,,53-70,,Offensive rebound by D. Powell
1:33.0,,,53-72,2,D. Powell makes 2-pt shot at rim
1:17.0,J. Grant misses 2-pt shot from 7 ft,,53-72,,
1:17.0,,,53-72,,Defensive rebound by D. Nowitzki
0:59.0,,,53-75,3,W. Matthews makes 3-pt shot from 24 ft
0:50.0,Shooting foul by J. Barea (drawn by J. Grant),,53-75,,
0:50.0,J. Grant makes free throw 1 of 2,1,54-75,,
0:50.0,J. Grant makes free throw 2 of 2,1,55-75,,
0:35.0,,,55-78,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Harris)
0:25.0,T. Ferguson misses 3-pt shot from 23 ft,,55-78,,
0:22.0,Offensive rebound by P. George,,55-78,,
0:00.0,J. Grant misses 2-pt shot from 1 ft,,55-78,,
0:00.0,Offensive rebound by Team,,55-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,55-78,,W. Matthews misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by P. Patterson,,55-78,,
11:28.0,J. Grant makes 2-pt shot at rim (assist by P. George),2,57-78,,
11:05.0,,,57-80,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
10:44.0,J. Grant misses 2-pt shot from 12 ft,,57-80,,
10:42.0,,,57-80,,Defensive rebound by D. Harris
10:30.0,,,57-83,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea)
10:10.0,R. Westbrook makes 3-pt shot from 22 ft,3,60-83,,
9:56.0,Personal block foul by R. Westbrook (drawn by D. Powell),,60-83,,
9:48.0,,,60-83,,D. Nowitzki misses 3-pt shot from 24 ft
9:46.0,Defensive rebound by P. George,,60-83,,
9:38.0,Turnover by P. Patterson (bad pass; steal by D. Nowitzki),,60-83,,
9:33.0,Personal foul by P. Patterson (drawn by J. Barea),,60-83,,
9:33.0,,,60-83,,Y. Ferrell enters the game for W. Matthews
9:29.0,,,60-85,2,D. Powell makes 2-pt shot from 1 ft (assist by D. Nowitzki)
9:29.0,Oklahoma City full timeout,,60-85,,
9:29.0,,,60-85,,M. Kleber enters the game for D. Nowitzki
9:29.0,N. Collison enters the game for P. Patterson,,60-85,,
9:14.0,R. Felton misses 2-pt shot from 2 ft,,60-85,,
9:14.0,,,60-85,,Defensive rebound by Team
8:56.0,,,60-85,,Turnover by J. Barea (bad pass; steal by P. George)
8:52.0,R. Westbrook misses 2-pt shot at rim (block by D. Powell),,60-85,,
8:49.0,,,60-85,,Defensive rebound by M. Kleber
8:36.0,,,60-85,,D. Powell misses 2-pt shot from 19 ft
8:36.0,Defensive rebound by R. Westbrook,,60-85,,
8:25.0,,,60-85,,Personal foul by D. Harris (drawn by N. Collison)
8:14.0,R. Felton misses 3-pt shot from 25 ft,,60-85,,
8:14.0,,,60-85,,Defensive rebound by D. Harris
7:58.0,,,60-85,,D. Smith enters the game for D. Harris
7:54.0,Jump ball: D. Powell vs. J. Grant (M. Kleber gains possession),,,,Jump ball: D. Powell vs. J. Grant (M. Kleber gains possession)
7:53.0,,,60-85,,Y. Ferrell misses 2-pt shot from 21 ft
7:51.0,Defensive rebound by R. Westbrook,,60-85,,
7:46.0,N. Collison makes 2-pt shot from 1 ft (assist by R. Westbrook),2,62-85,,
7:26.0,,,62-85,,Offensive charge foul by J. Barea (drawn by N. Collison)
7:26.0,,,62-85,,Turnover by J. Barea (offensive foul)
7:26.0,,,62-85,,H. Barnes enters the game for D. Powell
7:26.0,,,62-85,,S. Mejri enters the game for M. Kleber
7:19.0,P. George misses 3-pt shot from 24 ft,,62-85,,
7:16.0,Offensive rebound by N. Collison,,62-85,,
7:06.0,R. Felton misses 2-pt shot from 4 ft (block by S. Mejri),,62-85,,
7:04.0,Offensive rebound by R. Felton,,62-85,,
7:01.0,R. Westbrook makes 3-pt shot from 24 ft (assist by P. George),3,65-85,,
6:43.0,,,65-85,,Turnover by D. Smith (lost ball; steal by P. George)
6:33.0,Turnover by R. Felton (bad pass; steal by J. Barea),,65-85,,
6:19.0,,,65-85,,J. Barea misses 3-pt shot from 24 ft
6:17.0,Defensive rebound by R. Westbrook,,65-85,,
6:06.0,,,65-85,,Personal foul by D. Smith (drawn by R. Westbrook)
5:57.0,P. George misses 2-pt shot from 17 ft,,65-85,,
5:54.0,,,65-85,,Defensive rebound by J. Barea
5:41.0,,,65-85,,Offensive foul by H. Barnes (drawn by R. Westbrook)
5:41.0,,,65-85,,Turnover by H. Barnes (offensive foul)
5:41.0,Oklahoma City full timeout,,65-85,,
5:41.0,,,65-85,,D. Harris enters the game for J. Barea
5:35.0,,,65-85,,Personal foul by D. Harris (drawn by N. Collison)
5:24.0,R. Felton makes 3-pt shot from 22 ft (assist by P. George),3,68-85,,
5:08.0,,,68-85,,D. Harris misses 3-pt shot from 24 ft
5:04.0,Defensive rebound by N. Collison,,68-85,,
5:01.0,Shooting foul by S. Mejri (drawn by J. Grant),,68-85,,
5:01.0,J. Grant makes free throw 1 of 2,1,69-85,,
5:01.0,,,69-85,,W. Matthews enters the game for D. Harris
5:01.0,J. Grant makes free throw 2 of 2,1,70-85,,
4:42.0,,,70-85,,Turnover by H. Barnes (lost ball; steal by J. Grant)
4:30.0,R. Felton misses 3-pt shot from 25 ft,,70-85,,
4:26.0,,,70-85,,Defensive rebound by H. Barnes
4:13.0,,,70-88,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by H. Barnes)
4:12.0,Oklahoma City full timeout,,70-88,,
4:01.0,N. Collison makes 2-pt shot from 1 ft (assist by P. George),2,72-88,,
3:43.0,,,72-90,2,H. Barnes makes 2-pt shot from 15 ft
3:29.0,R. Felton makes 3-pt shot from 23 ft (assist by R. Westbrook),3,75-90,,
3:15.0,,,75-90,,H. Barnes misses 2-pt shot from 12 ft
3:12.0,Defensive rebound by N. Collison,,75-90,,
3:05.0,J. Grant makes 3-pt shot from 25 ft (assist by R. Westbrook),3,78-90,,
2:42.0,,,78-90,,Turnover by Y. Ferrell (bad pass; steal by P. George)
2:29.0,R. Felton misses 3-pt shot from 22 ft,,78-90,,
2:26.0,,,78-90,,Defensive rebound by S. Mejri
2:08.0,,,78-90,,Turnover by D. Smith (bad pass; steal by R. Felton)
2:01.0,P. George misses 3-pt shot from 25 ft,,78-90,,
1:58.0,,,78-90,,Defensive rebound by H. Barnes
1:50.0,,,78-93,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Smith)
1:50.0,Oklahoma City full timeout,,78-93,,
1:50.0,,,78-93,,A. Cleveland enters the game for W. Matthews
1:50.0,T. Ferguson enters the game for R. Westbrook,,78-93,,
1:50.0,J. Huestis enters the game for R. Felton,,78-93,,
1:50.0,P. Patterson enters the game for N. Collison,,78-93,,
1:50.0,A. Abrines enters the game for P. George,,78-93,,
1:30.0,P. Patterson misses 2-pt shot from 10 ft,,78-93,,
1:28.0,,,78-93,,Defensive rebound by S. Mejri
1:12.0,,,78-93,,Shooting foul by J. Grant (drawn by A. Cleveland)
1:12.0,,,78-94,1,A. Cleveland makes free throw 1 of 2
1:12.0,,,78-94,,D. Powell enters the game for H. Barnes
1:12.0,D. Johnson enters the game for J. Grant,,78-94,,
1:12.0,,,78-94,,A. Cleveland misses free throw 2 of 2
1:09.0,Defensive rebound by J. Huestis,,78-94,,
0:50.0,J. Huestis makes 3-pt shot from 24 ft (assist by T. Ferguson),3,81-94,,
0:36.0,,,81-97,3,D. Smith makes 3-pt shot from 23 ft (assist by Y. Ferrell)
0:18.0,A. Abrines misses 3-pt shot from 25 ft,,81-97,,
