time,Boston,pts.away,score,pts.home,New York
2:35.0,,,11-21,,Turnover by F. Ntilikina (lost ball; steal by M. Smart)
2:18.0,G. Yabusele misses 2-pt shot from 21 ft,,11-21,,
2:16.0,,,11-21,,Defensive rebound by M. Beasley
2:05.0,,,11-21,,M. Beasley misses 2-pt shot from 3 ft
2:03.0,,,11-21,,Offensive rebound by Team
2:03.0,Loose ball foul by G. Yabusele (drawn by E. Kanter),,11-21,,
2:03.0,K. Irving enters the game for A. Horford,,11-21,,
2:03.0,S. Ojeleye enters the game for M. Smart,,11-21,,
2:03.0,,,11-22,1,E. Kanter makes free throw 1 of 2
2:03.0,,,11-23,1,E. Kanter makes free throw 2 of 2
1:39.0,K. Irving makes 2-pt shot from 16 ft,2,13-23,,
1:13.0,,,13-23,,F. Ntilikina misses 2-pt shot from 15 ft
1:09.0,,,13-23,,Offensive rebound by R. Baker
1:05.0,,,13-23,,Turnover by M. Beasley (lost ball; steal by J. Tatum)
1:00.0,Jump ball: R. Baker vs. J. Tatum (K. Irving gains possession),,,,Jump ball: R. Baker vs. J. Tatum (K. Irving gains possession)
0:47.0,Turnover by J. Tatum (lost ball; steal by R. Baker),,13-23,,
0:40.0,,,13-23,,E. Kanter misses 2-pt shot from 3 ft
0:37.0,Defensive rebound by S. Ojeleye,,13-23,,
0:34.0,K. Irving makes 2-pt shot from 9 ft (assist by S. Ojeleye),2,15-23,,
0:17.0,,,15-25,2,M. Beasley makes 2-pt shot from 1 ft (assist by R. Baker)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by S. Ojeleye (bad pass; steal by F. Ntilikina),,15-25,,
11:42.0,,,15-27,2,F. Ntilikina makes 2-pt shot at rim
11:27.0,,,15-27,,Personal foul by M. Beasley (drawn by S. Ojeleye)
11:15.0,Shooting foul by R. Baker (drawn by D. Theis),,15-27,,
11:15.0,D. Theis misses free throw 1 of 2,,15-27,,
11:15.0,Offensive rebound by Team,,15-27,,
11:15.0,D. Theis makes free throw 2 of 2,1,16-27,,
11:02.0,,,16-27,,M. Beasley misses 2-pt shot from 9 ft
11:00.0,Defensive rebound by D. Theis,,16-27,,
10:52.0,T. Rozier makes 2-pt shot from 8 ft,2,18-27,,
10:34.0,,,18-27,,F. Ntilikina misses 2-pt shot from 16 ft
10:32.0,Defensive rebound by K. Irving,,18-27,,
10:26.0,K. Irving makes 2-pt shot from 18 ft,2,20-27,,
10:08.0,,,20-27,,K. O'Quinn misses 2-pt shot from 21 ft
10:05.0,Defensive rebound by T. Rozier,,20-27,,
9:57.0,T. Rozier misses 2-pt shot from 12 ft,,20-27,,
9:53.0,Offensive rebound by T. Rozier,,20-27,,
9:52.0,A. Nader makes 3-pt shot from 25 ft (assist by T. Rozier),3,23-27,,
9:52.0,,,23-27,,New York full timeout
9:31.0,,,23-27,,Shooting foul by D. Theis (drawn by K. O'Quinn)
9:31.0,,,23-27,,K. O'Quinn misses free throw 1 of 2
9:31.0,,,23-27,,Offensive rebound by Team
9:31.0,,,23-28,1,K. O'Quinn makes free throw 2 of 2
9:20.0,K. Irving misses 3-pt shot from 26 ft,,23-28,,
9:17.0,,,23-28,,Defensive rebound by R. Baker
9:06.0,,,23-31,3,D. McDermott makes 3-pt shot from 26 ft (assist by K. O'Quinn)
8:49.0,T. Rozier misses 2-pt shot from 1 ft,,23-31,,
8:47.0,,,23-31,,Defensive rebound by M. Beasley
8:40.0,,,23-31,,K. O'Quinn misses 2-pt shot from 6 ft
8:35.0,,,23-31,,Offensive rebound by M. Beasley
8:35.0,,,23-33,2,M. Beasley makes 2-pt shot at rim
8:20.0,A. Nader misses 2-pt shot from 9 ft,,23-33,,
8:18.0,,,23-33,,Defensive rebound by K. O'Quinn
8:11.0,,,23-33,,Turnover by M. Beasley (lost ball; steal by A. Nader)
8:04.0,A. Nader misses 3-pt shot from 25 ft,,23-33,,
8:00.0,,,23-33,,Defensive rebound by K. O'Quinn
7:49.0,,,23-33,,M. Beasley misses 2-pt shot from 7 ft
7:45.0,Defensive rebound by D. Theis,,23-33,,
7:33.0,D. Theis misses 3-pt shot from 25 ft,,23-33,,
7:30.0,Offensive rebound by S. Ojeleye,,23-33,,
7:25.0,T. Rozier misses 2-pt shot from 9 ft,,23-33,,
7:22.0,,,23-33,,Defensive rebound by K. O'Quinn
7:10.0,,,23-33,,Turnover by M. Beasley (bad pass)
7:10.0,,,23-33,,C. Lee enters the game for M. Beasley
7:10.0,,,23-33,,K. Porzingis enters the game for R. Baker
6:54.0,S. Ojeleye makes 3-pt shot from 25 ft (assist by A. Nader),3,26-33,,
6:30.0,,,26-33,,K. Porzingis misses 2-pt shot from 13 ft
6:27.0,Defensive rebound by D. Theis,,26-33,,
6:21.0,D. Theis misses 2-pt shot from 3 ft,,26-33,,
6:18.0,,,26-33,,Defensive rebound by K. Porzingis
6:15.0,,,26-33,,Shooting foul by K. Irving (drawn by D. McDermott)
6:15.0,,,26-33,,J. Jack enters the game for F. Ntilikina
6:15.0,A. Horford enters the game for K. Irving,,26-33,,
6:15.0,A. Baynes enters the game for D. Theis,,26-33,,
6:15.0,M. Smart enters the game for A. Nader,,26-33,,
6:15.0,,,26-34,1,D. McDermott makes free throw 1 of 2
6:15.0,,,26-35,1,D. McDermott makes free throw 2 of 2
6:01.0,Shooting foul by K. Porzingis (drawn by A. Horford),,26-35,,
6:01.0,A. Horford misses free throw 1 of 2,,26-35,,
6:01.0,Offensive rebound by Team,,26-35,,
6:01.0,A. Horford makes free throw 2 of 2,1,27-35,,
5:41.0,,,27-35,,C. Lee misses 2-pt shot from 21 ft
5:39.0,Defensive rebound by M. Smart,,27-35,,
5:33.0,T. Rozier misses 3-pt shot from 25 ft,,27-35,,
5:29.0,,,27-35,,Defensive rebound by K. Porzingis
5:09.0,,,27-35,,C. Lee misses 3-pt shot from 25 ft
5:09.0,,,27-35,,Offensive rebound by Team
5:09.0,Loose ball foul by A. Baynes (drawn by K. O'Quinn),,27-35,,
5:09.0,,,27-35,,E. Kanter enters the game for D. McDermott
5:09.0,,,27-35,,L. Thomas enters the game for K. O'Quinn
4:53.0,,,27-35,,K. Porzingis misses 2-pt shot from 15 ft
4:51.0,Defensive rebound by A. Baynes,,27-35,,
4:36.0,Turnover by A. Horford (lost ball; steal by C. Lee),,27-35,,
4:21.0,,,27-35,,K. Porzingis misses 2-pt shot from 9 ft
4:19.0,,,27-35,,Offensive rebound by E. Kanter
4:16.0,,,27-35,,K. Porzingis misses 3-pt shot from 22 ft
4:16.0,Defensive rebound by M. Smart,,27-35,,
3:55.0,M. Smart makes 2-pt shot from 2 ft,2,29-35,,
3:55.0,Shooting foul by C. Lee (drawn by M. Smart),,29-35,,
3:55.0,J. Tatum enters the game for S. Ojeleye,,29-35,,
3:55.0,M. Smart makes free throw 1 of 1,1,30-35,,
3:40.0,,,30-35,,L. Thomas misses 2-pt shot from 12 ft
3:36.0,Defensive rebound by T. Rozier,,30-35,,
3:25.0,T. Rozier misses 3-pt shot from 22 ft,,30-35,,
3:22.0,,,30-35,,Defensive rebound by L. Thomas
3:16.0,,,30-35,,J. Jack misses 2-pt shot from 3 ft
3:16.0,Defensive rebound by Team,,30-35,,
3:16.0,,,30-35,,Loose ball foul by E. Kanter (drawn by A. Baynes)
3:16.0,A. Baynes makes free throw 1 of 2,1,31-35,,
3:16.0,A. Baynes makes free throw 2 of 2,1,32-35,,
3:04.0,,,32-38,3,L. Thomas makes 3-pt shot from 22 ft (assist by E. Kanter)
3:02.0,Boston full timeout,,32-38,,
3:02.0,K. Irving enters the game for T. Rozier,,32-38,,
2:42.0,A. Baynes misses 2-pt shot from 16 ft,,32-38,,
2:39.0,Offensive rebound by A. Horford,,32-38,,
2:38.0,K. Irving misses 3-pt shot from 25 ft,,32-38,,
2:38.0,,,32-38,,Defensive rebound by E. Kanter
2:22.0,,,32-38,,Offensive foul by K. Porzingis (drawn by M. Smart)
2:22.0,,,32-38,,Turnover by K. Porzingis (offensive foul)
2:11.0,A. Horford misses 3-pt shot from 24 ft,,32-38,,
2:09.0,,,32-38,,Defensive rebound by K. Porzingis
2:09.0,Personal foul by A. Baynes (drawn by K. Porzingis),,32-38,,
1:55.0,,,32-38,,C. Lee misses 2-pt shot from 3 ft
1:55.0,,,32-38,,Offensive rebound by Team
1:53.0,,,32-38,,Shooting foul by A. Baynes (drawn by C. Lee)
1:53.0,D. Theis enters the game for A. Baynes,,32-38,,
1:53.0,,,32-39,1,C. Lee makes free throw 1 of 2
1:53.0,,,32-40,1,C. Lee makes free throw 2 of 2
1:40.0,A. Horford makes 3-pt shot from 25 ft (assist by M. Smart),3,35-40,,
1:21.0,,,35-40,,E. Kanter misses 2-pt shot from 6 ft
1:19.0,Defensive rebound by D. Theis,,35-40,,
1:07.0,K. Irving makes 3-pt shot from 24 ft (assist by A. Horford),3,38-40,,
0:56.0,,,38-40,,Shooting foul by K. Irving (drawn by J. Jack)
0:56.0,,,38-41,1,J. Jack makes free throw 1 of 2
0:56.0,,,38-42,1,J. Jack makes free throw 2 of 2
0:45.0,D. Theis makes 2-pt shot from 1 ft (assist by K. Irving),2,40-42,,
0:33.0,,,40-42,,K. Porzingis misses 2-pt shot from 20 ft
0:31.0,,,40-42,,Offensive rebound by E. Kanter
0:29.0,,,40-42,,E. Kanter misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by A. Horford,,40-42,,
0:11.0,D. Theis misses 2-pt shot from 1 ft (block by E. Kanter),,40-42,,
0:08.0,Offensive rebound by M. Smart,,40-42,,
0:06.0,K. Irving misses 3-pt shot from 25 ft,,40-42,,
0:06.0,,,40-42,,Defensive rebound by J. Jack
0:01.0,,,40-42,,C. Lee misses 2-pt shot from 1 ft
0:01.0,,,40-42,,Offensive rebound by E. Kanter
0:00.0,,,40-44,2,E. Kanter makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,J. Tatum makes 3-pt shot from 25 ft (assist by A. Horford),3,43-44,,
11:27.0,,,43-46,2,J. Jack makes 2-pt shot from 20 ft
11:12.0,K. Irving makes 3-pt shot from 25 ft,3,46-46,,
10:56.0,,,46-46,,E. Kanter misses 2-pt shot from 6 ft
10:54.0,Defensive rebound by A. Baynes,,46-46,,
10:46.0,J. Tatum misses 3-pt shot from 24 ft,,46-46,,
10:44.0,,,46-46,,Defensive rebound by Team
10:28.0,,,46-48,2,J. Jack makes 2-pt shot from 4 ft
10:17.0,K. Irving makes 3-pt shot from 25 ft (assist by A. Baynes),3,49-48,,
10:03.0,,,49-48,,J. Jack misses 2-pt shot from 2 ft
10:01.0,Defensive rebound by K. Irving,,49-48,,
9:58.0,A. Horford makes 2-pt shot at rim (assist by K. Irving),2,51-48,,
9:42.0,,,51-48,,Shooting foul by A. Horford (drawn by K. Porzingis)
9:42.0,,,51-48,,K. Porzingis misses free throw 1 of 2
9:42.0,,,51-48,,Offensive rebound by Team
9:42.0,,,51-49,1,K. Porzingis makes free throw 2 of 2
9:28.0,Turnover by J. Tatum (out of bounds lost ball),,51-49,,
9:18.0,,,51-51,2,E. Kanter makes 2-pt shot from 1 ft (assist by C. Lee)
9:10.0,K. Irving makes 3-pt shot from 25 ft,3,54-51,,
8:53.0,,,54-51,,Turnover by C. Lee (bad pass; steal by M. Smart)
8:48.0,K. Irving misses 2-pt shot from 23 ft,,54-51,,
8:47.0,Offensive rebound by A. Horford,,54-51,,
8:47.0,,,54-51,,Personal foul by K. Porzingis (drawn by A. Horford)
8:41.0,A. Horford misses 2-pt shot from 19 ft,,54-51,,
8:39.0,,,54-51,,Defensive rebound by L. Thomas
8:25.0,,,54-53,2,E. Kanter makes 2-pt shot from 6 ft (assist by C. Lee)
8:09.0,M. Smart makes 3-pt shot from 26 ft,3,57-53,,
7:54.0,,,57-53,,Turnover by J. Jack (bad pass)
7:38.0,A. Horford misses 2-pt shot from 1 ft (block by E. Kanter),,57-53,,
7:38.0,Offensive rebound by Team,,57-53,,
7:28.0,K. Irving misses 3-pt shot from 29 ft,,57-53,,
7:26.0,Offensive rebound by Team,,57-53,,
7:15.0,,,57-53,,Personal foul by K. Porzingis (drawn by A. Baynes)
7:03.0,J. Tatum misses 3-pt shot from 22 ft,,57-53,,
6:59.0,Offensive rebound by M. Smart,,57-53,,
6:58.0,M. Smart misses 2-pt shot from 3 ft,,57-53,,
6:58.0,,,57-53,,Defensive rebound by K. Porzingis
6:54.0,,,57-53,,Turnover by E. Kanter (lost ball; steal by K. Irving)
6:49.0,,,57-53,,Personal foul by C. Lee (drawn by J. Tatum)
6:49.0,,,57-53,,New York full timeout
6:37.0,A. Horford makes 2-pt shot from 2 ft,2,59-53,,
6:13.0,,,59-53,,C. Lee misses 2-pt shot from 4 ft
6:13.0,,,59-53,,Offensive rebound by Team
6:13.0,Loose ball foul by M. Smart (drawn by K. Porzingis),,59-53,,
6:13.0,,,59-53,,K. O'Quinn enters the game for E. Kanter
6:00.0,,,59-53,,L. Thomas misses 3-pt shot from 25 ft
5:59.0,,,59-53,,Offensive rebound by Team
5:55.0,,,59-53,,Turnover by J. Jack (bad pass; steal by A. Horford)
5:37.0,J. Tatum makes 3-pt shot from 25 ft (assist by A. Horford),3,62-53,,
5:20.0,,,62-53,,Turnover by K. Porzingis (bad pass)
5:20.0,,,62-53,,D. McDermott enters the game for K. Porzingis
5:20.0,,,62-53,,M. Beasley enters the game for L. Thomas
5:20.0,T. Rozier enters the game for K. Irving,,62-53,,
4:59.0,A. Horford misses 2-pt shot from 5 ft,,62-53,,
4:58.0,,,62-53,,Defensive rebound by M. Beasley
4:52.0,,,62-53,,J. Jack misses 2-pt shot from 8 ft
4:49.0,Defensive rebound by T. Rozier,,62-53,,
4:32.0,Turnover by A. Horford (bad pass; steal by J. Jack),,62-53,,
4:25.0,,,62-55,2,M. Beasley makes 2-pt shot from 1 ft
4:01.0,A. Baynes makes 2-pt shot from 6 ft,2,64-55,,
3:40.0,,,64-57,2,M. Beasley makes 2-pt shot from 11 ft
3:16.0,J. Tatum makes 2-pt shot from 1 ft,2,66-57,,
3:14.0,,,66-57,,Turnover by M. Beasley (bad pass; steal by T. Rozier)
3:01.0,M. Smart misses 3-pt shot from 25 ft,,66-57,,
2:59.0,,,66-57,,Defensive rebound by M. Beasley
2:57.0,,,66-59,2,M. Beasley makes 2-pt shot at rim (assist by K. O'Quinn)
2:57.0,Boston full timeout,,66-59,,
2:57.0,,,66-59,,F. Ntilikina enters the game for J. Jack
2:57.0,D. Theis enters the game for A. Horford,,66-59,,
2:57.0,S. Ojeleye enters the game for A. Baynes,,66-59,,
2:41.0,T. Rozier misses 3-pt shot from 26 ft,,66-59,,
2:39.0,,,66-59,,Defensive rebound by K. O'Quinn
2:27.0,,,66-59,,M. Beasley misses 2-pt shot from 7 ft
2:25.0,Defensive rebound by D. Theis,,66-59,,
2:19.0,S. Ojeleye misses 2-pt shot from 11 ft,,66-59,,
2:18.0,Offensive rebound by Team,,66-59,,
2:18.0,,,66-59,,Loose ball foul by K. O'Quinn (drawn by D. Theis)
2:07.0,J. Tatum misses 3-pt shot from 24 ft,,66-59,,
2:05.0,,,66-59,,Defensive rebound by C. Lee
1:52.0,,,66-62,3,C. Lee makes 3-pt shot from 25 ft
1:38.0,D. Theis misses 2-pt shot from 11 ft,,66-62,,
1:35.0,,,66-62,,Defensive rebound by C. Lee
1:26.0,Violation by D. Theis (kicked ball),,66-62,,
1:26.0,K. Irving enters the game for J. Tatum,,66-62,,
1:26.0,A. Nader enters the game for M. Smart,,66-62,,
1:20.0,,,66-64,2,M. Beasley makes 2-pt shot from 1 ft (assist by C. Lee)
0:57.0,D. Theis makes 2-pt shot from 6 ft (assist by A. Nader),2,68-64,,
0:38.0,,,68-64,,Shooting foul by A. Nader (drawn by M. Beasley)
0:38.0,,,68-65,1,M. Beasley makes free throw 1 of 2
0:38.0,,,68-66,1,M. Beasley makes free throw 2 of 2
0:27.0,Turnover by K. Irving (lost ball; steal by D. McDermott),,68-66,,
0:06.0,,,68-66,,C. Lee misses 2-pt shot from 20 ft
0:04.0,,,68-66,,Offensive rebound by K. O'Quinn
0:04.0,,,68-68,2,K. O'Quinn makes 2-pt shot at rim
0:00.0,K. Irving misses 2-pt shot from 2 ft,,68-68,,
0:00.0,Offensive rebound by Team,,68-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,68-68,,M. Beasley misses 2-pt shot from 12 ft
11:43.0,Defensive rebound by T. Rozier,,68-68,,
11:30.0,Shooting foul by K. O'Quinn (drawn by S. Ojeleye),,68-68,,
11:30.0,S. Ojeleye misses free throw 1 of 2,,68-68,,
11:30.0,Offensive rebound by Team,,68-68,,
11:30.0,S. Ojeleye makes free throw 2 of 2,1,69-68,,
11:14.0,,,69-70,2,M. Beasley makes 2-pt shot from 6 ft
10:49.0,Turnover by A. Nader (bad pass; steal by K. O'Quinn),,69-70,,
10:42.0,,,69-70,,R. Baker misses 2-pt shot from 2 ft
10:40.0,Defensive rebound by D. Theis,,69-70,,
10:38.0,Shooting foul by D. McDermott (drawn by T. Rozier),,69-70,,
10:38.0,T. Rozier makes free throw 1 of 2,1,70-70,,
10:38.0,T. Rozier misses free throw 2 of 2,,70-70,,
10:34.0,,,70-70,,Defensive rebound by K. O'Quinn
10:21.0,,,70-70,,D. McDermott misses 2-pt shot from 16 ft
10:16.0,Defensive rebound by T. Rozier,,70-70,,
10:07.0,Turnover by T. Rozier (bad pass; steal by F. Ntilikina),,70-70,,
9:59.0,,,70-70,,Offensive charge foul by M. Beasley (drawn by T. Rozier)
9:59.0,,,70-70,,Turnover by M. Beasley (offensive foul)
9:45.0,D. Theis makes 2-pt shot from 15 ft (assist by K. Irving),2,72-70,,
9:26.0,,,72-70,,Shooting foul by D. Theis (drawn by K. O'Quinn)
9:26.0,,,72-71,1,K. O'Quinn makes free throw 1 of 2
9:26.0,,,72-72,1,K. O'Quinn makes free throw 2 of 2
9:03.0,K. Irving misses 2-pt shot from 12 ft,,72-72,,
9:01.0,,,72-72,,Defensive rebound by M. Beasley
8:55.0,,,72-75,3,F. Ntilikina makes 3-pt shot from 27 ft (assist by M. Beasley)
8:42.0,A. Nader makes 3-pt shot from 26 ft (assist by K. Irving),3,75-75,,
8:24.0,,,75-77,2,M. Beasley makes 2-pt shot at rim (assist by F. Ntilikina)
8:24.0,Boston full timeout,,75-77,,
8:08.0,A. Nader misses 2-pt shot at rim,,75-77,,
8:04.0,,,75-77,,Defensive rebound by K. O'Quinn
7:53.0,,,75-79,2,M. Beasley makes 2-pt shot from 3 ft
7:37.0,D. Theis misses 2-pt shot from 4 ft (block by K. O'Quinn),,75-79,,
7:37.0,Offensive rebound by Team,,75-79,,
7:37.0,A. Horford enters the game for K. Irving,,75-79,,
7:37.0,J. Tatum enters the game for D. Theis,,75-79,,
7:37.0,M. Smart enters the game for A. Nader,,75-79,,
7:25.0,J. Tatum makes 2-pt shot from 19 ft,2,77-79,,
7:14.0,,,77-82,3,M. Beasley makes 3-pt shot from 25 ft
6:48.0,J. Tatum makes 2-pt shot from 21 ft,2,79-82,,
6:29.0,,,79-84,2,M. Beasley makes 2-pt shot from 13 ft
6:10.0,M. Smart misses 2-pt shot from 3 ft,,79-84,,
6:08.0,,,79-84,,Defensive rebound by M. Beasley
5:49.0,,,79-84,,M. Beasley misses 2-pt shot from 11 ft
5:49.0,,,79-84,,Offensive rebound by Team
5:49.0,K. Irving enters the game for S. Ojeleye,,79-84,,
5:40.0,,,79-84,,Shooting foul by M. Smart (drawn by M. Beasley)
5:40.0,,,79-85,1,M. Beasley makes free throw 1 of 2
5:40.0,,,79-86,1,M. Beasley makes free throw 2 of 2
5:23.0,,,79-86,,Personal foul by D. McDermott (drawn by A. Horford)
5:23.0,A. Baynes enters the game for T. Rozier,,79-86,,
5:11.0,A. Horford misses 2-pt shot from 11 ft,,79-86,,
5:11.0,,,79-86,,Defensive rebound by Team
5:11.0,Loose ball foul by A. Baynes (drawn by K. O'Quinn),,79-86,,
4:51.0,,,79-88,2,K. O'Quinn makes 2-pt shot from 16 ft
4:39.0,K. Irving makes 2-pt shot from 16 ft,2,81-88,,
4:24.0,,,81-88,,Shooting foul by A. Baynes (drawn by K. O'Quinn)
4:24.0,T. Rozier enters the game for A. Baynes,,81-88,,
4:24.0,,,81-89,1,K. O'Quinn makes free throw 1 of 2
4:24.0,,,81-89,,K. O'Quinn misses free throw 2 of 2
4:21.0,Defensive rebound by J. Tatum,,81-89,,
4:11.0,K. Irving misses 2-pt shot from 15 ft,,81-89,,
4:09.0,,,81-89,,Defensive rebound by M. Beasley
4:00.0,,,81-89,,New York full timeout
4:00.0,D. Theis enters the game for T. Rozier,,81-89,,
3:55.0,,,81-91,2,M. Beasley makes 2-pt shot from 8 ft
3:45.0,K. Irving makes 2-pt shot from 5 ft,2,83-91,,
3:29.0,,,83-94,3,F. Ntilikina makes 3-pt shot from 25 ft
3:11.0,J. Tatum misses 3-pt shot from 22 ft,,83-94,,
3:07.0,,,83-94,,Defensive rebound by M. Beasley
2:51.0,,,83-94,,M. Beasley misses 2-pt shot from 18 ft
2:50.0,Defensive rebound by D. Theis,,83-94,,
2:37.0,K. Irving makes 3-pt shot from 22 ft (assist by A. Horford),3,86-94,,
2:19.0,,,86-97,3,D. McDermott makes 3-pt shot from 25 ft (assist by R. Baker)
2:09.0,Shooting foul by D. McDermott (drawn by K. Irving),,86-97,,
2:09.0,T. Rozier enters the game for D. Theis,,86-97,,
2:09.0,K. Irving makes free throw 1 of 2,1,87-97,,
2:09.0,K. Irving makes free throw 2 of 2,1,88-97,,
1:51.0,,,88-97,,Turnover by F. Ntilikina (lost ball; steal by T. Rozier)
1:42.0,Shooting foul by R. Baker (drawn by J. Tatum),,88-97,,
1:42.0,J. Tatum misses free throw 1 of 2,,88-97,,
1:42.0,Offensive rebound by Team,,88-97,,
1:42.0,J. Tatum makes free throw 2 of 2,1,89-97,,
1:31.0,,,89-97,,Turnover by F. Ntilikina (bad pass; steal by J. Tatum)
1:28.0,Shooting foul by F. Ntilikina (drawn by J. Tatum),,89-97,,
1:28.0,J. Tatum makes free throw 1 of 2,1,90-97,,
1:28.0,J. Tatum makes free throw 2 of 2,1,91-97,,
