time,New Orleans,pts.away,score,pts.home,Utah
8:36.0,,,8-8,2,D. Mitchell makes 2-pt shot from 3 ft (assist by D. Favors)
8:26.0,D. Cousins misses 3-pt shot from 25 ft,,8-8,,
8:23.0,,,8-8,,Defensive rebound by J. Ingles
8:10.0,,,8-11,3,J. Ingles makes 3-pt shot from 25 ft
7:55.0,A. Davis misses 2-pt shot from 7 ft,,8-11,,
7:53.0,,,8-11,,Defensive rebound by R. Rubio
7:49.0,,,8-14,3,J. Ingles makes 3-pt shot from 23 ft (assist by R. Rubio)
7:39.0,New Orleans full timeout,,8-14,,
7:32.0,Turnover by J. Holiday (bad pass; steal by D. Favors),,8-14,,
7:28.0,,,8-14,,T. Sefolosha misses 2-pt shot from 3 ft (block by J. Holiday)
7:28.0,,,8-14,,Offensive rebound by Team
7:18.0,,,8-14,,R. Rubio misses 2-pt shot from 12 ft
7:15.0,Defensive rebound by A. Davis,,8-14,,
7:06.0,R. Rondo misses 3-pt shot from 25 ft,,8-14,,
7:04.0,,,8-14,,Defensive rebound by D. Favors
6:49.0,,,8-14,,J. Ingles misses 3-pt shot from 29 ft
6:46.0,Defensive rebound by A. Davis,,8-14,,
6:35.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Cousins),2,10-14,,
6:09.0,,,10-14,,D. Mitchell misses 2-pt shot from 23 ft
6:07.0,Defensive rebound by D. Cousins,,10-14,,
5:53.0,D. Cousins misses 2-pt shot from 4 ft,,10-14,,
5:47.0,Offensive rebound by D. Cousins,,10-14,,
5:47.0,D. Cousins makes 2-pt shot at rim,2,12-14,,
5:37.0,,,12-14,,D. Mitchell misses 3-pt shot from 24 ft
5:33.0,Defensive rebound by D. Cousins,,12-14,,
5:23.0,R. Rondo misses 2-pt shot from 3 ft,,12-14,,
5:21.0,,,12-14,,Defensive rebound by T. Sefolosha
5:13.0,,,12-14,,Turnover by D. Mitchell (bad pass; steal by A. Davis)
5:07.0,,,12-14,,Personal foul by J. Ingles (drawn by A. Davis)
5:07.0,,,12-14,,A. Burks enters the game for R. Rubio
5:03.0,D. Cousins misses 2-pt shot from 9 ft,,12-14,,
5:01.0,,,12-14,,Defensive rebound by D. Mitchell
4:47.0,,,12-14,,Turnover by D. Favors (lost ball; steal by E. Moore)
4:43.0,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo),2,14-14,,
4:43.0,,,14-14,,Utah full timeout
4:43.0,,,14-14,,E. Udoh enters the game for D. Favors
4:43.0,J. Nelson enters the game for R. Rondo,,14-14,,
4:43.0,D. Miller enters the game for A. Davis,,14-14,,
4:30.0,,,14-14,,D. Mitchell misses 2-pt shot from 11 ft
4:26.0,Defensive rebound by D. Cousins,,14-14,,
4:08.0,J. Nelson makes 3-pt shot from 22 ft (assist by D. Miller),3,17-14,,
3:50.0,,,17-14,,A. Burks misses 3-pt shot from 25 ft
3:50.0,Defensive rebound by D. Cousins,,17-14,,
3:38.0,E. Moore makes 3-pt shot from 24 ft (assist by D. Cousins),3,20-14,,
3:17.0,,,20-16,2,A. Burks makes 2-pt shot from 7 ft
3:05.0,J. Holiday misses 3-pt shot from 25 ft,,20-16,,
3:02.0,,,20-16,,Defensive rebound by J. Ingles
2:54.0,,,20-19,3,T. Sefolosha makes 3-pt shot from 22 ft (assist by J. Ingles)
2:30.0,D. Cousins makes 2-pt shot from 1 ft,2,22-19,,
2:16.0,,,22-19,,J. Ingles misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by D. Cousins,,22-19,,
2:01.0,D. Cousins makes 2-pt shot from 19 ft (assist by E. Moore),2,24-19,,
1:43.0,,,24-21,2,A. Burks makes 2-pt shot from 10 ft
1:17.0,E. Moore makes 3-pt shot from 23 ft (assist by D. Cousins),3,27-21,,
0:59.0,,,27-21,,D. Mitchell misses 2-pt shot from 20 ft
0:56.0,,,27-21,,Offensive rebound by E. Udoh
0:50.0,,,27-23,2,A. Burks makes 2-pt shot from 2 ft
0:45.0,E. Moore misses 3-pt shot from 24 ft,,27-23,,
0:42.0,,,27-23,,Defensive rebound by J. Ingles
0:28.0,,,27-26,3,D. Mitchell makes 3-pt shot from 25 ft
0:08.0,Shooting foul by E. Udoh (drawn by D. Cousins),,27-26,,
0:08.0,D. Cousins makes free throw 1 of 2,1,28-26,,
0:08.0,T. Allen enters the game for E. Moore,,28-26,,
0:08.0,D. Cousins makes free throw 2 of 2,1,29-26,,
0:01.0,,,29-26,,Shooting foul by T. Allen (drawn by D. Mitchell)
0:01.0,,,29-26,,D. Mitchell misses free throw 1 of 2
0:01.0,,,29-26,,Offensive rebound by Team
0:01.0,A. Davis enters the game for D. Cousins,,29-26,,
0:01.0,,,29-27,1,D. Mitchell makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,29-27,,A. Burks misses 2-pt shot from 13 ft
11:40.0,,,29-27,,Offensive rebound by E. Udoh
11:40.0,,,29-27,,E. Udoh misses 2-pt shot at rim
11:39.0,Defensive rebound by A. Davis,,29-27,,
11:21.0,T. Allen misses 2-pt shot from 8 ft,,29-27,,
11:20.0,,,29-27,,Defensive rebound by R. Rubio
11:15.0,,,29-29,2,J. Jerebko makes 2-pt shot from 1 ft (assist by R. Rubio)
11:03.0,J. Nelson makes 3-pt shot from 24 ft (assist by I. Clark),3,32-29,,
10:44.0,,,32-29,,Turnover by R. O'Neale (bad pass; steal by A. Davis)
10:35.0,T. Allen misses 2-pt shot from 2 ft (block by J. Jerebko),,32-29,,
10:31.0,,,32-29,,Defensive rebound by E. Udoh
10:23.0,Personal foul by D. Miller (drawn by E. Udoh),,32-29,,
10:17.0,,,32-29,,R. Rubio misses 3-pt shot from 22 ft
10:13.0,,,32-29,,Offensive rebound by E. Udoh
10:04.0,,,32-29,,J. Jerebko misses 2-pt shot from 4 ft
10:01.0,Defensive rebound by J. Nelson,,32-29,,
9:56.0,D. Miller misses 3-pt shot from 23 ft,,32-29,,
9:54.0,,,32-29,,Defensive rebound by R. O'Neale
9:47.0,,,32-29,,R. O'Neale misses 3-pt shot from 25 ft
9:43.0,Defensive rebound by A. Davis,,32-29,,
9:27.0,Turnover by I. Clark (bad pass; steal by A. Burks),,32-29,,
9:22.0,,,32-29,,A. Burks misses 2-pt shot from 3 ft
9:20.0,,,32-29,,Offensive rebound by J. Jerebko
9:16.0,,,32-31,2,A. Burks makes 2-pt shot from 2 ft (assist by E. Udoh)
9:16.0,,,32-31,,Shooting foul by D. Miller (drawn by A. Burks)
9:16.0,,,32-31,,T. Sefolosha enters the game for J. Jerebko
9:16.0,,,32-32,1,A. Burks makes free throw 1 of 1
9:07.0,A. Davis misses 2-pt shot from 3 ft (block by E. Udoh),,32-32,,
9:03.0,,,32-32,,Defensive rebound by R. Rubio
9:03.0,Personal foul by J. Nelson (drawn by R. Rubio),,32-32,,
9:03.0,D. Cunningham enters the game for T. Allen,,32-32,,
8:47.0,,,32-32,,R. Rubio misses 2-pt shot from 3 ft
8:45.0,Defensive rebound by A. Davis,,32-32,,
8:40.0,A. Davis misses 2-pt shot from 19 ft,,32-32,,
8:37.0,,,32-32,,Defensive rebound by T. Sefolosha
8:32.0,,,32-34,2,A. Burks makes 2-pt shot from 15 ft
8:15.0,,,32-34,,Personal foul by E. Udoh (drawn by A. Davis)
8:15.0,D. Cousins enters the game for D. Miller,,32-34,,
8:05.0,Shooting foul by E. Udoh (drawn by D. Cousins),,32-34,,
8:05.0,D. Cousins misses free throw 1 of 2,,32-34,,
8:05.0,Offensive rebound by Team,,32-34,,
8:05.0,,,32-34,,D. Favors enters the game for E. Udoh
8:05.0,D. Cousins makes free throw 2 of 2,1,33-34,,
7:51.0,,,33-34,,Shooting foul by D. Cousins (drawn by D. Favors)
7:51.0,,,33-34,,D. Favors misses free throw 1 of 2
7:51.0,,,33-34,,Offensive rebound by Team
7:51.0,,,33-35,1,D. Favors makes free throw 2 of 2
7:29.0,D. Cunningham makes 3-pt shot from 22 ft (assist by J. Nelson),3,36-35,,
7:16.0,,,36-35,,Shooting foul by J. Nelson (drawn by R. Rubio)
7:16.0,,,36-35,,R. Rubio misses free throw 1 of 2
7:16.0,,,36-35,,Offensive rebound by Team
7:16.0,,,36-35,,R. Rubio misses free throw 2 of 2
7:14.0,Defensive rebound by D. Cousins,,36-35,,
7:03.0,D. Cousins misses 2-pt shot from 22 ft,,36-35,,
7:00.0,,,36-35,,Defensive rebound by R. O'Neale
6:47.0,,,36-35,,R. O'Neale misses 2-pt shot from 2 ft
6:43.0,Defensive rebound by D. Cunningham,,36-35,,
6:29.0,Turnover by A. Davis (traveling),,36-35,,
6:29.0,,,36-35,,Utah full timeout
6:29.0,,,36-35,,J. Jerebko enters the game for R. Rubio
6:29.0,,,36-35,,D. Mitchell enters the game for T. Sefolosha
6:29.0,,,36-35,,J. Ingles enters the game for R. O'Neale
6:29.0,D. Miller enters the game for I. Clark,,36-35,,
6:29.0,R. Rondo enters the game for J. Nelson,,36-35,,
6:29.0,J. Holiday enters the game for A. Davis,,36-35,,
6:29.0,A. Davis enters the game for D. Cunningham,,36-35,,
6:17.0,,,36-35,,D. Favors misses 2-pt shot from 18 ft
6:07.0,Defensive rebound by A. Davis,,36-35,,
5:56.0,A. Davis makes 2-pt shot from 10 ft,2,38-35,,
5:41.0,,,38-35,,Shooting foul by J. Holiday (drawn by D. Favors)
5:41.0,,,38-36,1,D. Favors makes free throw 1 of 2
5:41.0,,,38-37,1,D. Favors makes free throw 2 of 2
5:22.0,J. Holiday misses 2-pt shot from 3 ft,,38-37,,
5:20.0,,,38-37,,Defensive rebound by J. Jerebko
4:58.0,,,38-39,2,J. Jerebko makes 2-pt shot from 1 ft (assist by J. Ingles)
4:42.0,A. Davis misses 2-pt shot from 7 ft,,38-39,,
4:38.0,,,38-39,,Defensive rebound by D. Favors
4:27.0,,,38-39,,J. Ingles misses 3-pt shot from 22 ft
4:25.0,,,38-39,,Offensive rebound by D. Favors
4:19.0,,,38-39,,A. Burks misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by R. Rondo,,38-39,,
4:15.0,Turnover by R. Rondo (bad pass; steal by A. Burks),,38-39,,
4:10.0,,,38-41,2,D. Favors makes 2-pt shot from 2 ft (assist by A. Burks)
3:59.0,D. Miller makes 3-pt shot from 24 ft,3,41-41,,
3:59.0,Shooting foul by D. Mitchell (drawn by D. Miller),,41-41,,
3:59.0,D. Miller makes free throw 1 of 1,1,42-41,,
3:43.0,,,42-41,,Turnover by D. Favors (traveling)
3:29.0,R. Rondo makes 2-pt shot from 1 ft,2,44-41,,
3:03.0,,,44-41,,D. Mitchell misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by R. Rondo,,44-41,,
2:55.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,46-41,,
2:38.0,New Orleans full timeout,,46-41,,
2:38.0,,,46-41,,T. Sefolosha enters the game for A. Burks
2:38.0,,,46-41,,R. Rubio enters the game for J. Jerebko
2:38.0,E. Moore enters the game for D. Miller,,46-41,,
2:33.0,,,46-41,,D. Mitchell misses 3-pt shot from 24 ft
2:31.0,Defensive rebound by D. Cousins,,46-41,,
2:21.0,D. Cousins makes 2-pt shot from 3 ft (assist by A. Davis),2,48-41,,
2:01.0,,,48-41,,T. Sefolosha misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by R. Rondo,,48-41,,
1:49.0,D. Cousins misses 2-pt shot from 2 ft,,48-41,,
1:47.0,Offensive rebound by A. Davis,,48-41,,
1:46.0,A. Davis makes 2-pt shot from 1 ft,2,50-41,,
1:38.0,D. Cunningham enters the game for D. Cousins,,50-41,,
1:29.0,,,50-43,2,D. Favors makes 2-pt shot from 1 ft (assist by D. Mitchell)
1:15.0,J. Holiday makes 2-pt shot from 18 ft (assist by R. Rondo),2,52-43,,
0:47.0,,,52-43,,Turnover by Team (shot clock)
0:29.0,Turnover by A. Davis (bad pass),,52-43,,
0:05.0,,,52-43,,D. Mitchell misses 2-pt shot from 4 ft
0:02.0,,,52-43,,Offensive rebound by D. Favors
0:02.0,,,52-43,,D. Favors misses 2-pt shot at rim
0:02.0,Defensive rebound by J. Holiday,,52-43,,
0:02.0,,,52-43,,Personal foul by R. Rubio (drawn by J. Holiday)
0:02.0,D. Miller enters the game for D. Cunningham,,52-43,,
0:00.0,D. Miller makes 3-pt shot from 22 ft (assist by R. Rondo),3,55-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Personal foul by R. Rondo (drawn by J. Jerebko),,55-43,,
11:33.0,,,55-43,,J. Jerebko misses 2-pt shot from 9 ft (block by A. Davis)
11:30.0,Defensive rebound by R. Rondo,,55-43,,
11:27.0,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo),3,58-43,,
11:14.0,,,58-45,2,D. Favors makes 2-pt shot from 18 ft (assist by J. Ingles)
10:49.0,A. Davis makes 2-pt shot from 19 ft (assist by E. Moore),2,60-45,,
10:37.0,,,60-47,2,D. Favors makes 2-pt shot from 16 ft (assist by R. Rubio)
10:18.0,Turnover by R. Rondo (bad pass; steal by R. Rubio),,60-47,,
10:14.0,,,60-49,2,J. Jerebko makes 2-pt shot from 1 ft (assist by D. Mitchell)
9:55.0,J. Holiday makes 3-pt shot from 22 ft (assist by E. Moore),3,63-49,,
9:42.0,,,63-49,,R. Rubio misses 2-pt shot from 11 ft (block by J. Holiday)
9:40.0,Defensive rebound by A. Davis,,63-49,,
9:31.0,D. Cousins misses 3-pt shot from 25 ft,,63-49,,
9:27.0,,,63-49,,Defensive rebound by J. Jerebko
9:19.0,,,63-49,,Turnover by J. Ingles (traveling)
8:59.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,65-49,,
8:41.0,,,65-49,,Shooting foul by D. Cousins (drawn by D. Mitchell)
8:41.0,,,65-50,1,D. Mitchell makes free throw 1 of 2
8:41.0,,,65-50,,A. Burks enters the game for R. Rubio
8:41.0,,,65-51,1,D. Mitchell makes free throw 2 of 2
8:27.0,J. Holiday misses 2-pt shot from 2 ft,,65-51,,
8:24.0,,,65-51,,Defensive rebound by J. Ingles
8:19.0,,,65-54,3,D. Mitchell makes 3-pt shot from 25 ft (assist by J. Jerebko)
8:02.0,D. Cousins misses 2-pt shot from 21 ft,,65-54,,
8:00.0,,,65-54,,Defensive rebound by J. Ingles
7:48.0,,,65-56,2,J. Ingles makes 2-pt shot from 2 ft
7:37.0,,,65-56,,Def 3 sec tech foul by J. Jerebko
7:37.0,A. Davis makes technical free throw,1,66-56,,
7:27.0,D. Cousins misses 2-pt shot from 3 ft,,66-56,,
7:26.0,,,66-56,,Defensive rebound by D. Mitchell
7:22.0,Personal foul by J. Holiday (drawn by J. Ingles),,66-56,,
7:22.0,,,66-56,,Utah full timeout
7:14.0,,,66-58,2,D. Mitchell makes 2-pt shot from 2 ft
7:01.0,,,66-58,,Personal foul by J. Jerebko (drawn by A. Davis)
6:49.0,D. Cousins misses 2-pt shot from 6 ft,,66-58,,
6:47.0,,,66-58,,Defensive rebound by J. Jerebko
6:42.0,Violation by D. Cousins (def goaltending),,66-58,,
6:42.0,,,66-60,2,J. Jerebko makes 2-pt shot from 2 ft (assist by J. Ingles)
6:33.0,Shooting foul by D. Mitchell (drawn by J. Holiday),,66-60,,
6:33.0,J. Holiday makes free throw 2 of 2,1,67-60,,
6:33.0,J. Holiday makes free throw 1 of 2,1,68-60,,
6:33.0,,,68-60,,R. O'Neale enters the game for D. Mitchell
6:23.0,,,68-62,2,A. Burks makes 2-pt shot from 19 ft
6:00.0,J. Holiday misses 2-pt shot from 5 ft (block by A. Burks),,68-62,,
6:00.0,Offensive rebound by Team,,68-62,,
5:57.0,J. Holiday makes 2-pt shot from 2 ft (assist by R. Rondo),2,70-62,,
5:48.0,,,70-62,,Shooting foul by E. Moore (drawn by J. Ingles)
5:48.0,,,70-63,1,J. Ingles makes free throw 1 of 2
5:48.0,,,70-64,1,J. Ingles makes free throw 2 of 2
5:39.0,E. Moore makes 3-pt shot from 24 ft (assist by R. Rondo),3,73-64,,
5:26.0,,,73-64,,A. Burks misses 3-pt shot from 25 ft
5:24.0,Defensive rebound by A. Davis,,73-64,,
5:10.0,R. Rondo makes 2-pt shot from 2 ft,2,75-64,,
4:56.0,,,75-64,,J. Ingles misses 2-pt shot from 8 ft (block by J. Holiday)
4:54.0,Defensive rebound by R. Rondo,,75-64,,
4:47.0,J. Holiday misses 3-pt shot from 24 ft,,75-64,,
4:45.0,,,75-64,,Defensive rebound by D. Favors
4:39.0,,,75-66,2,A. Burks makes 2-pt shot from 1 ft (assist by D. Favors)
4:20.0,R. Rondo makes 3-pt shot from 24 ft,3,78-66,,
4:01.0,,,78-68,2,D. Favors makes 2-pt shot from 15 ft (assist by R. O'Neale)
3:45.0,E. Moore misses 3-pt shot from 22 ft,,78-68,,
3:41.0,,,78-68,,Defensive rebound by D. Favors
3:30.0,,,78-70,2,A. Burks makes 2-pt shot from 9 ft
3:13.0,Turnover by J. Holiday (bad pass),,78-70,,
3:13.0,,,78-70,,E. Udoh enters the game for J. Ingles
3:13.0,,,78-70,,D. Mitchell enters the game for D. Favors
3:13.0,J. Nelson enters the game for R. Rondo,,78-70,,
3:13.0,D. Miller enters the game for A. Davis,,78-70,,
3:00.0,,,78-72,2,D. Mitchell makes 2-pt shot from 1 ft
3:00.0,,,78-72,,Shooting foul by D. Cousins (drawn by D. Mitchell)
3:00.0,,,78-72,,T. Sefolosha enters the game for J. Jerebko
3:00.0,A. Davis enters the game for D. Cousins,,78-72,,
3:00.0,,,78-73,1,D. Mitchell makes free throw 1 of 1
2:49.0,A. Davis makes 2-pt shot from 17 ft (assist by E. Moore),2,80-73,,
2:25.0,,,80-73,,E. Udoh misses 2-pt shot from 7 ft
2:23.0,Defensive rebound by J. Nelson,,80-73,,
2:12.0,A. Davis misses 2-pt shot from 17 ft,,80-73,,
2:10.0,,,80-73,,Defensive rebound by D. Mitchell
2:06.0,,,80-75,2,E. Udoh makes 2-pt shot from 1 ft (assist by D. Mitchell)
1:49.0,New Orleans full timeout,,80-75,,
1:46.0,Jump ball: E. Udoh vs. E. Moore (D. Mitchell gains possession),,,,Jump ball: E. Udoh vs. E. Moore (D. Mitchell gains possession)
1:46.0,Turnover by E. Moore (turnover; steal by E. Udoh),,80-75,,
1:42.0,,,80-75,,R. O'Neale misses 2-pt shot from 1 ft (block by J. Nelson)
1:38.0,Defensive rebound by J. Holiday,,80-75,,
1:29.0,J. Holiday misses 3-pt shot from 26 ft,,80-75,,
1:25.0,,,80-75,,Defensive rebound by A. Burks
1:18.0,Personal foul by E. Moore (drawn by D. Mitchell),,80-75,,
1:18.0,,,80-76,1,D. Mitchell makes free throw 1 of 2
1:18.0,,,80-77,1,D. Mitchell makes free throw 2 of 2
1:03.0,J. Holiday makes 2-pt shot from 2 ft,2,82-77,,
0:47.0,,,82-80,3,A. Burks makes 3-pt shot from 24 ft
0:31.0,D. Miller makes 2-pt shot from 12 ft,2,84-80,,
0:14.0,,,84-80,,D. Mitchell misses 3-pt shot from 27 ft
0:11.0,Defensive rebound by A. Davis,,84-80,,
0:00.0,E. Moore misses 2-pt shot from 18 ft,,84-80,,
0:00.0,Offensive rebound by Team,,84-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Nelson misses 2-pt shot from 15 ft,,84-80,,
11:44.0,Offensive rebound by T. Allen,,84-80,,
11:37.0,I. Clark misses 3-pt shot from 22 ft,,84-80,,
11:37.0,,,84-80,,Defensive rebound by R. Rubio
11:35.0,Personal foul by J. Nelson (drawn by R. Rubio),,84-80,,
11:35.0,New Orleans full timeout,,84-80,,
11:35.0,D. Cousins enters the game for A. Davis,,84-80,,
11:21.0,,,84-83,3,D. Mitchell makes 3-pt shot from 23 ft (assist by D. Favors)
11:01.0,D. Cousins misses 2-pt shot from 6 ft,,84-83,,
10:59.0,Offensive rebound by T. Allen,,84-83,,
10:59.0,Shooting foul by R. Rubio (drawn by T. Allen),,84-83,,
10:59.0,T. Allen misses free throw 1 of 2,,84-83,,
10:59.0,Offensive rebound by Team,,84-83,,
10:59.0,T. Allen misses free throw 2 of 2,,84-83,,
10:59.0,Offensive rebound by Team,,84-83,,
10:42.0,I. Clark misses 2-pt shot from 13 ft,,84-83,,
10:39.0,,,84-83,,Defensive rebound by T. Sefolosha
10:27.0,,,84-83,,Turnover by D. Mitchell (bad pass; steal by I. Clark)
10:22.0,D. Miller misses 3-pt shot from 25 ft,,84-83,,
10:19.0,,,84-83,,Defensive rebound by D. Mitchell
10:19.0,Personal foul by T. Allen (drawn by D. Mitchell),,84-83,,
10:06.0,,,84-85,2,D. Mitchell makes 2-pt shot from 1 ft
9:50.0,D. Cousins misses 2-pt shot from 20 ft,,84-85,,
9:47.0,,,84-85,,Defensive rebound by R. Rubio
9:40.0,,,84-87,2,T. Sefolosha makes 2-pt shot from 2 ft (assist by R. Rubio)
9:40.0,New Orleans full timeout,,84-87,,
9:40.0,E. Moore enters the game for I. Clark,,84-87,,
9:40.0,J. Holiday enters the game for T. Allen,,84-87,,
9:29.0,J. Holiday misses 2-pt shot from 2 ft,,84-87,,
9:27.0,,,84-87,,Defensive rebound by D. Favors
9:14.0,,,84-90,3,T. Sefolosha makes 3-pt shot from 22 ft (assist by J. Ingles)
8:58.0,D. Cousins misses 2-pt shot from 22 ft,,84-90,,
8:56.0,,,84-90,,Defensive rebound by R. Rubio
8:35.0,,,84-90,,D. Mitchell misses 3-pt shot from 24 ft (block by E. Moore)
8:30.0,Defensive rebound by E. Moore,,84-90,,
8:16.0,D. Cousins makes 3-pt shot from 25 ft (assist by D. Miller),3,87-90,,
8:02.0,,,87-90,,Offensive foul by J. Ingles (drawn by J. Nelson)
8:02.0,,,87-90,,Turnover by J. Ingles (offensive foul)
8:02.0,,,87-90,,A. Burks enters the game for D. Favors
8:02.0,,,87-90,,E. Udoh enters the game for D. Mitchell
7:47.0,J. Nelson misses 3-pt shot from 25 ft,,87-90,,
7:44.0,,,87-90,,Defensive rebound by Team
7:44.0,,,87-90,,Utah full timeout
7:29.0,,,87-90,,A. Burks misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by J. Nelson,,87-90,,
7:21.0,E. Moore misses 2-pt shot from 1 ft,,87-90,,
7:19.0,,,87-90,,Defensive rebound by T. Sefolosha
7:06.0,,,87-90,,R. Rubio misses 3-pt shot from 22 ft
7:03.0,Defensive rebound by J. Holiday,,87-90,,
6:57.0,Shooting foul by E. Udoh (drawn by D. Cousins),,87-90,,
6:57.0,D. Cousins makes free throw 1 of 2,1,88-90,,
6:57.0,R. Rondo enters the game for J. Nelson,,88-90,,
6:57.0,D. Cousins makes free throw 2 of 2,1,89-90,,
6:38.0,,,89-90,,R. Rubio misses 2-pt shot from 16 ft
6:34.0,Defensive rebound by J. Holiday,,89-90,,
6:16.0,R. Rondo makes 2-pt shot from 1 ft,2,91-90,,
5:51.0,,,91-90,,E. Udoh misses 2-pt shot from 13 ft
5:49.0,Defensive rebound by D. Cousins,,91-90,,
5:35.0,E. Moore makes 2-pt shot from 7 ft (assist by D. Cousins),2,93-90,,
5:35.0,,,93-90,,Utah full timeout
5:35.0,,,93-90,,D. Favors enters the game for R. Rubio
5:35.0,,,93-90,,D. Mitchell enters the game for E. Udoh
5:20.0,,,93-90,,D. Mitchell misses 3-pt shot from 24 ft
5:18.0,,,93-90,,Offensive rebound by D. Favors
5:15.0,,,93-90,,A. Burks misses 2-pt shot from 2 ft
5:15.0,Defensive rebound by D. Cousins,,93-90,,
5:09.0,D. Miller makes 3-pt shot from 25 ft (assist by R. Rondo),3,96-90,,
4:51.0,,,96-90,,D. Mitchell misses 2-pt shot from 1 ft (block by D. Cousins)
4:50.0,,,96-90,,Offensive rebound by Team
4:50.0,,,96-90,,J. Jerebko enters the game for T. Sefolosha
4:42.0,,,96-92,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Jerebko)
4:15.0,R. Rondo makes 2-pt shot from 2 ft (assist by D. Miller),2,98-92,,
4:03.0,,,98-94,2,D. Mitchell makes 2-pt shot from 1 ft
3:41.0,Turnover by D. Cousins (lost ball; steal by D. Favors),,98-94,,
3:33.0,,,98-96,2,D. Favors makes 2-pt shot from 4 ft (assist by J. Ingles)
3:33.0,,,98-96,,Shooting foul by D. Cousins (drawn by D. Favors)
3:33.0,,,98-97,1,D. Favors makes free throw 1 of 1
3:23.0,D. Miller makes 3-pt shot from 26 ft (assist by R. Rondo),3,101-97,,
3:09.0,,,101-100,3,D. Mitchell makes 3-pt shot from 26 ft
2:46.0,R. Rondo misses 3-pt shot from 25 ft,,101-100,,
2:44.0,,,101-100,,Defensive rebound by A. Burks
2:32.0,,,101-103,3,J. Ingles makes 3-pt shot from 25 ft (assist by D. Mitchell)
2:07.0,J. Holiday misses 2-pt shot from 3 ft,,101-103,,
2:03.0,Offensive rebound by D. Cousins,,101-103,,
2:03.0,D. Cousins makes 2-pt shot at rim,2,103-103,,
1:51.0,,,103-105,2,D. Mitchell makes 2-pt shot from 1 ft
1:34.0,J. Holiday misses 2-pt shot from 23 ft,,103-105,,
1:32.0,,,103-105,,Defensive rebound by D. Favors
1:17.0,,,103-107,2,D. Mitchell makes 2-pt shot from 2 ft
