time,Detroit,pts.away,score,pts.home,Chicago
1:24.0,D. Buycks misses 2-pt shot from 6 ft (block by K. Dunn),,26-36,,
1:24.0,,,26-36,,Defensive rebound by K. Dunn
1:11.0,,,26-36,,Turnover by R. Lopez (bad pass)
1:11.0,,,26-36,,Chicago full timeout
1:11.0,,,26-36,,J. Grant enters the game for K. Dunn
0:50.0,A. Bradley makes 3-pt shot from 24 ft (assist by D. Buycks),3,29-36,,
0:35.0,,,29-36,,R. Lopez misses 2-pt shot from 3 ft
0:33.0,Defensive rebound by A. Drummond,,29-36,,
0:24.0,L. Kennard makes 2-pt shot from 20 ft (assist by A. Drummond),2,31-36,,
0:05.0,,,31-36,,N. Mirotic misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by T. Harris,,31-36,,
0:00.0,T. Harris misses 3-pt shot from 34 ft,,31-36,,
0:00.0,Offensive rebound by Team,,31-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,31-38,2,B. Portis makes 2-pt shot from 7 ft (assist by Z. LaVine)
11:14.0,E. Moreland makes 2-pt shot from 6 ft (assist by D. Buycks),2,33-38,,
11:14.0,Shooting foul by N. Mirotic (drawn by E. Moreland),,33-38,,
11:14.0,E. Moreland makes free throw 1 of 1,1,34-38,,
10:59.0,,,34-38,,D. Nwaba misses 2-pt shot from 3 ft
10:57.0,Defensive rebound by A. Tolliver,,34-38,,
10:47.0,Turnover by L. Kennard (bad pass; steal by D. Nwaba),,34-38,,
10:43.0,,,34-38,,Z. LaVine misses 2-pt shot from 1 ft
10:41.0,Defensive rebound by L. Kennard,,34-38,,
10:27.0,A. Tolliver misses 3-pt shot from 22 ft,,34-38,,
10:24.0,,,34-38,,Defensive rebound by J. Grant
10:15.0,,,34-40,2,B. Portis makes 2-pt shot from 9 ft (assist by J. Grant)
9:55.0,L. Kennard misses 3-pt shot from 26 ft,,34-40,,
9:51.0,,,34-40,,Defensive rebound by J. Grant
9:42.0,,,34-42,2,B. Portis makes 2-pt shot from 12 ft (assist by N. Mirotic)
9:35.0,Detroit full timeout,,34-42,,
9:16.0,D. Buycks misses 2-pt shot from 23 ft,,34-42,,
9:12.0,,,34-42,,Defensive rebound by D. Nwaba
8:58.0,,,34-42,,J. Grant misses 2-pt shot from 22 ft
8:55.0,Defensive rebound by E. Moreland,,34-42,,
8:45.0,R. Bullock misses 2-pt shot from 5 ft,,34-42,,
8:41.0,,,34-42,,Defensive rebound by B. Portis
8:41.0,,,34-42,,B. Portis misses 2-pt shot from 3 ft (block by L. Kennard)
8:41.0,,,34-42,,Offensive rebound by Team
8:39.0,Jump ball: B. Portis vs. L. Kennard (N. Mirotic gains possession),,,,Jump ball: B. Portis vs. L. Kennard (N. Mirotic gains possession)
8:29.0,,,34-42,,Z. LaVine misses 3-pt shot from 26 ft
8:29.0,Defensive rebound by E. Moreland,,34-42,,
8:21.0,L. Kennard misses 3-pt shot from 24 ft,,34-42,,
8:21.0,Offensive rebound by D. Buycks,,34-42,,
8:14.0,L. Kennard makes 3-pt shot from 25 ft (assist by D. Buycks),3,37-42,,
8:04.0,,,37-45,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Grant)
7:42.0,Turnover by E. Moreland (bad pass; steal by N. Mirotic),,37-45,,
7:39.0,,,37-45,,Turnover by N. Mirotic (turnover)
7:27.0,A. Tolliver makes 3-pt shot from 27 ft (assist by E. Moreland),3,40-45,,
7:15.0,,,40-45,,Shooting foul by E. Moreland (drawn by B. Portis)
7:15.0,,,40-45,,B. Portis misses free throw 1 of 2
7:15.0,,,40-45,,Offensive rebound by Team
7:15.0,,,40-46,1,B. Portis makes free throw 2 of 2
6:59.0,D. Buycks makes 2-pt shot from 3 ft (assist by E. Moreland),2,42-46,,
6:48.0,,,42-49,3,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Grant)
6:22.0,L. Kennard misses 2-pt shot from 5 ft,,42-49,,
6:16.0,Offensive rebound by L. Kennard,,42-49,,
6:16.0,L. Kennard makes 2-pt shot at rim,2,44-49,,
6:06.0,,,44-51,2,Z. LaVine makes 2-pt shot from 3 ft
5:49.0,R. Bullock makes 2-pt shot at rim (assist by E. Moreland),2,46-51,,
5:39.0,,,46-51,,N. Mirotic misses 3-pt shot from 24 ft
5:33.0,,,46-51,,Offensive rebound by B. Portis
5:32.0,,,46-53,2,B. Portis makes 2-pt shot at rim
5:08.0,E. Moreland misses 2-pt shot from 3 ft,,46-53,,
5:06.0,,,46-53,,Defensive rebound by N. Mirotic
5:02.0,,,46-53,,Chicago full timeout
5:02.0,,,46-53,,J. Holiday enters the game for J. Grant
5:02.0,,,46-53,,K. Dunn enters the game for N. Mirotic
5:02.0,,,46-53,,L. Markkanen enters the game for D. Nwaba
5:02.0,,,46-53,,D. Valentine enters the game for Z. LaVine
5:02.0,A. Drummond enters the game for L. Kennard,,46-53,,
5:02.0,I. Smith enters the game for D. Buycks,,46-53,,
5:02.0,A. Bradley enters the game for E. Moreland,,46-53,,
5:02.0,T. Harris enters the game for A. Tolliver,,46-53,,
4:46.0,,,46-53,,J. Holiday misses 2-pt shot from 21 ft
4:43.0,Defensive rebound by A. Bradley,,46-53,,
4:32.0,R. Bullock makes 3-pt shot from 25 ft (assist by I. Smith),3,49-53,,
4:16.0,,,49-53,,Turnover by L. Markkanen (lost ball; steal by A. Drummond)
4:12.0,A. Drummond makes 2-pt shot from 1 ft (assist by T. Harris),2,51-53,,
4:03.0,,,51-53,,B. Portis misses 2-pt shot from 15 ft
4:00.0,Defensive rebound by A. Bradley,,51-53,,
3:53.0,Turnover by A. Bradley (bad pass; steal by B. Portis),,51-53,,
3:48.0,,,51-55,2,D. Valentine makes 2-pt shot from 1 ft
3:21.0,Turnover by Team (shot clock),,51-55,,
3:02.0,,,51-55,,B. Portis misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by A. Bradley,,51-55,,
2:53.0,A. Drummond misses 2-pt shot from 3 ft,,51-55,,
2:51.0,Offensive rebound by A. Drummond,,51-55,,
2:48.0,A. Drummond makes 2-pt shot at rim,2,53-55,,
2:31.0,,,53-55,,B. Portis misses 2-pt shot from 1 ft (block by I. Smith)
2:31.0,Defensive rebound by I. Smith,,53-55,,
2:27.0,A. Bradley makes 3-pt shot from 22 ft (assist by I. Smith),3,56-55,,
2:27.0,,,56-55,,Chicago full timeout
2:27.0,,,56-55,,R. Lopez enters the game for B. Portis
2:16.0,,,56-55,,K. Dunn misses 3-pt shot from 22 ft
2:12.0,Defensive rebound by R. Bullock,,56-55,,
2:11.0,,,56-55,,Personal foul by D. Valentine (drawn by A. Bradley)
1:59.0,Shooting foul by K. Dunn (drawn by I. Smith),,56-55,,
1:59.0,I. Smith makes free throw 1 of 2,1,57-55,,
1:59.0,I. Smith makes free throw 2 of 2,1,58-55,,
1:46.0,,,58-55,,K. Dunn misses 3-pt shot from 24 ft
1:43.0,Defensive rebound by R. Bullock,,58-55,,
1:28.0,R. Bullock misses 2-pt shot from 1 ft,,58-55,,
1:25.0,,,58-55,,Defensive rebound by R. Lopez
1:22.0,,,58-55,,K. Dunn misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by A. Drummond,,58-55,,
1:09.0,I. Smith misses 2-pt shot from 16 ft,,58-55,,
1:05.0,,,58-55,,Defensive rebound by L. Markkanen
0:57.0,,,58-58,3,J. Holiday makes 3-pt shot from 25 ft (assist by K. Dunn)
0:39.0,I. Smith misses 2-pt shot from 4 ft (block by K. Dunn),,58-58,,
0:39.0,,,58-58,,Defensive rebound by D. Valentine
0:36.0,,,58-60,2,L. Markkanen makes 2-pt shot at rim (assist by D. Valentine)
0:28.0,Shooting foul by D. Valentine (drawn by T. Harris),,58-60,,
0:28.0,T. Harris misses free throw 1 of 2,,58-60,,
0:28.0,Offensive rebound by Team,,58-60,,
0:28.0,,,58-60,,D. Nwaba enters the game for D. Valentine
0:28.0,,,58-60,,N. Mirotic enters the game for R. Lopez
0:28.0,A. Tolliver enters the game for A. Drummond,,58-60,,
0:28.0,T. Harris makes free throw 2 of 2,1,59-60,,
0:07.0,,,59-60,,L. Markkanen misses 2-pt shot from 5 ft
0:07.0,Defensive rebound by A. Tolliver,,59-60,,
0:01.0,A. Bradley makes 2-pt shot from 23 ft,2,61-60,,
0:00.0,,,61-60,,K. Dunn misses 3-pt shot from 64 ft
0:00.0,,,61-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,61-60,,Turnover by J. Holiday (bad pass; steal by T. Harris)
11:43.0,I. Smith makes 2-pt shot from 2 ft (assist by T. Harris),2,63-60,,
11:21.0,,,63-63,3,Z. LaVine makes 3-pt shot from 25 ft
10:57.0,T. Harris misses 2-pt shot from 2 ft,,63-63,,
10:55.0,,,63-63,,Defensive rebound by R. Lopez
10:49.0,,,63-63,,Z. LaVine misses 2-pt shot from 3 ft (block by A. Drummond)
10:46.0,Defensive rebound by T. Harris,,63-63,,
10:37.0,I. Smith makes 2-pt shot from 6 ft (assist by T. Harris),2,65-63,,
10:16.0,,,65-63,,Z. LaVine misses 2-pt shot from 21 ft
10:14.0,Defensive rebound by T. Harris,,65-63,,
10:07.0,T. Harris makes 2-pt shot from 4 ft,2,67-63,,
9:50.0,,,67-63,,L. Markkanen misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by R. Bullock,,67-63,,
9:26.0,Turnover by A. Bradley (bad pass; steal by L. Markkanen),,67-63,,
9:19.0,,,67-66,3,K. Dunn makes 3-pt shot from 26 ft (assist by L. Markkanen)
8:52.0,R. Bullock misses 2-pt shot from 16 ft,,67-66,,
8:48.0,,,67-66,,Defensive rebound by K. Dunn
8:35.0,,,67-66,,J. Holiday misses 2-pt shot from 16 ft
8:35.0,Defensive rebound by A. Drummond,,67-66,,
8:27.0,I. Smith makes 2-pt shot from 1 ft,2,69-66,,
8:18.0,,,69-66,,Turnover by Z. LaVine (step out of bounds)
8:04.0,I. Smith misses 3-pt shot from 24 ft,,69-66,,
8:00.0,,,69-66,,Defensive rebound by J. Holiday
7:50.0,,,69-69,3,L. Markkanen makes 3-pt shot from 23 ft (assist by R. Lopez)
7:33.0,T. Harris misses 2-pt shot from 1 ft (block by R. Lopez),,69-69,,
7:29.0,,,69-69,,Defensive rebound by K. Dunn
7:28.0,,,69-69,,Shooting foul by A. Bradley (drawn by Z. LaVine)
7:28.0,,,69-69,,Z. LaVine misses free throw 1 of 2
7:28.0,,,69-69,,Offensive rebound by Team
7:28.0,,,69-70,1,Z. LaVine makes free throw 2 of 2
7:09.0,A. Drummond misses 2-pt shot from 1 ft,,69-70,,
7:07.0,,,69-70,,Defensive rebound by L. Markkanen
6:55.0,,,69-72,2,K. Dunn makes 2-pt shot from 1 ft
6:54.0,Detroit full timeout,,69-72,,
6:54.0,,,69-72,,D. Nwaba enters the game for Z. LaVine
6:30.0,T. Harris misses 2-pt shot from 14 ft,,69-72,,
6:27.0,,,69-72,,Defensive rebound by D. Nwaba
6:23.0,,,69-72,,Turnover by K. Dunn (bad pass)
6:06.0,R. Bullock misses 2-pt shot from 7 ft (block by L. Markkanen),,69-72,,
6:03.0,Offensive rebound by R. Bullock,,69-72,,
6:02.0,T. Harris misses 3-pt shot from 25 ft,,69-72,,
6:00.0,Offensive rebound by A. Drummond,,69-72,,
5:58.0,Turnover by A. Drummond (bad pass; steal by L. Markkanen),,69-72,,
5:54.0,,,69-74,2,L. Markkanen makes 2-pt shot from 1 ft (assist by J. Holiday)
5:54.0,,,69-74,,Shooting foul by A. Bradley (drawn by L. Markkanen)
5:54.0,,,69-75,1,L. Markkanen makes free throw 1 of 1
5:38.0,T. Harris misses 3-pt shot from 24 ft,,69-75,,
5:38.0,,,69-75,,Defensive rebound by K. Dunn
5:27.0,,,69-75,,Turnover by K. Dunn (lost ball; steal by I. Smith)
5:19.0,I. Smith misses 2-pt shot from 2 ft,,69-75,,
5:16.0,,,69-75,,Defensive rebound by J. Holiday
5:11.0,,,69-77,2,D. Nwaba makes 2-pt shot from 4 ft (assist by J. Holiday)
4:52.0,Turnover by R. Bullock (bad pass; steal by J. Holiday),,69-77,,
4:47.0,,,69-77,,D. Nwaba misses 2-pt shot from 2 ft (block by T. Harris)
4:44.0,,,69-77,,Offensive rebound by D. Nwaba
4:43.0,,,69-77,,D. Nwaba misses 2-pt shot from 2 ft (block by A. Bradley)
4:43.0,Defensive rebound by A. Drummond,,69-77,,
4:36.0,T. Harris misses 3-pt shot from 22 ft,,69-77,,
4:36.0,Offensive rebound by Team,,69-77,,
4:35.0,A. Tolliver enters the game for T. Harris,,69-77,,
4:21.0,A. Bradley makes 3-pt shot from 24 ft (assist by I. Smith),3,72-77,,
3:56.0,,,72-77,,L. Markkanen misses 3-pt shot from 24 ft
3:56.0,,,72-77,,Offensive rebound by D. Nwaba
3:53.0,,,72-77,,J. Holiday misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by I. Smith,,72-77,,
3:44.0,I. Smith misses 2-pt shot from 9 ft,,72-77,,
3:40.0,,,72-77,,Defensive rebound by K. Dunn
3:32.0,,,72-79,2,K. Dunn makes 2-pt shot from 2 ft
3:11.0,A. Bradley makes 2-pt shot from 12 ft (assist by A. Drummond),2,74-79,,
3:03.0,,,74-79,,Shooting foul by A. Drummond (drawn by K. Dunn)
3:03.0,,,74-80,1,K. Dunn makes free throw 1 of 2
3:03.0,,,74-80,,N. Mirotic enters the game for J. Holiday
3:03.0,,,74-80,,Z. LaVine enters the game for L. Markkanen
3:03.0,L. Kennard enters the game for I. Smith,,74-80,,
3:03.0,D. Buycks enters the game for A. Bradley,,74-80,,
3:03.0,,,74-81,1,K. Dunn makes free throw 2 of 2
2:47.0,L. Kennard makes 2-pt shot from 7 ft,2,76-81,,
2:25.0,,,76-84,3,N. Mirotic makes 3-pt shot from 23 ft
2:12.0,D. Buycks makes 2-pt shot from 4 ft,2,78-84,,
2:12.0,Shooting foul by K. Dunn (drawn by D. Buycks),,78-84,,
2:12.0,,,78-84,,Chicago full timeout
2:12.0,,,78-84,,D. Valentine enters the game for K. Dunn
2:12.0,E. Moreland enters the game for A. Drummond,,78-84,,
2:12.0,D. Buycks makes free throw 1 of 1,1,79-84,,
1:57.0,,,79-84,,N. Mirotic misses 2-pt shot from 21 ft
1:57.0,Defensive rebound by Team,,79-84,,
1:30.0,Turnover by Team (shot clock),,79-84,,
1:13.0,,,79-84,,R. Lopez misses 2-pt shot from 20 ft
1:10.0,Defensive rebound by A. Tolliver,,79-84,,
1:05.0,D. Buycks misses 3-pt shot from 25 ft,,79-84,,
1:02.0,,,79-84,,Defensive rebound by N. Mirotic
0:55.0,,,79-84,,D. Nwaba misses 3-pt shot from 22 ft
0:51.0,Defensive rebound by E. Moreland,,79-84,,
0:36.0,L. Kennard misses 3-pt shot from 26 ft,,79-84,,
0:34.0,Offensive rebound by A. Tolliver,,79-84,,
0:34.0,,,79-84,,Personal foul by Z. LaVine (drawn by A. Tolliver)
0:34.0,,,79-84,,B. Portis enters the game for R. Lopez
0:29.0,A. Tolliver makes 3-pt shot from 24 ft (assist by L. Kennard),3,82-84,,
0:10.0,,,82-87,3,Z. LaVine makes 3-pt shot from 25 ft
0:02.0,D. Buycks misses 2-pt shot from 13 ft (block by D. Nwaba),,82-87,,
0:01.0,Offensive rebound by Team,,82-87,,
0:00.0,R. Bullock makes 2-pt shot from 1 ft (assist by L. Kennard),2,84-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Shooting foul by B. Portis (drawn by A. Tolliver),,84-87,,
11:46.0,A. Tolliver misses free throw 1 of 2,,84-87,,
11:46.0,Offensive rebound by Team,,84-87,,
11:46.0,A. Tolliver makes free throw 2 of 2,1,85-87,,
11:25.0,,,85-87,,D. Valentine misses 2-pt shot from 18 ft
11:24.0,,,85-87,,Offensive rebound by Team
11:24.0,Loose ball foul by E. Moreland (drawn by B. Portis),,85-87,,
11:17.0,,,85-87,,J. Grant misses 3-pt shot from 26 ft
11:13.0,Defensive rebound by E. Moreland,,85-87,,
11:00.0,D. Buycks makes 2-pt shot at rim (assist by L. Kennard),2,87-87,,
10:40.0,,,87-87,,Turnover by B. Portis (bad pass; steal by L. Kennard)
10:29.0,A. Tolliver misses 2-pt shot from 3 ft,,87-87,,
10:27.0,,,87-87,,Defensive rebound by D. Valentine
10:19.0,,,87-87,,N. Mirotic misses 3-pt shot from 25 ft
10:19.0,Defensive rebound by L. Kennard,,87-87,,
9:56.0,D. Buycks misses 2-pt shot from 2 ft,,87-87,,
9:54.0,Offensive rebound by E. Moreland,,87-87,,
9:50.0,A. Tolliver makes 3-pt shot from 22 ft (assist by E. Moreland),3,90-87,,
9:39.0,,,90-87,,Turnover by N. Mirotic (out of bounds lost ball)
9:31.0,Offensive foul by E. Moreland (drawn by D. Nwaba),,90-87,,
9:31.0,Turnover by E. Moreland (offensive foul),,90-87,,
9:17.0,,,90-90,3,B. Portis makes 3-pt shot from 26 ft (assist by J. Grant)
9:08.0,A. Bradley misses 3-pt shot from 24 ft,,90-90,,
9:08.0,,,90-90,,Defensive rebound by N. Mirotic
8:58.0,,,90-92,2,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Grant)
8:33.0,A. Bradley misses 3-pt shot from 22 ft,,90-92,,
8:30.0,,,90-92,,Defensive rebound by N. Mirotic
8:30.0,Personal foul by D. Buycks (drawn by N. Mirotic),,90-92,,
8:24.0,Personal foul by E. Moreland (drawn by J. Grant),,90-92,,
8:14.0,,,90-94,2,N. Mirotic makes 2-pt shot from 10 ft
7:50.0,D. Buycks makes 3-pt shot from 23 ft (assist by E. Moreland),3,93-94,,
7:25.0,,,93-94,,N. Mirotic misses 2-pt shot from 15 ft
7:22.0,Defensive rebound by D. Buycks,,93-94,,
7:16.0,D. Buycks misses 2-pt shot from 1 ft (block by N. Mirotic),,93-94,,
7:13.0,,,93-94,,Defensive rebound by D. Valentine
7:11.0,,,93-94,,D. Valentine misses 3-pt shot from 25 ft
7:09.0,,,93-94,,Offensive rebound by B. Portis
7:09.0,,,93-94,,Offensive charge foul by B. Portis (drawn by E. Moreland)
7:09.0,,,93-94,,Turnover by B. Portis (offensive foul)
7:09.0,A. Drummond enters the game for E. Moreland,,93-94,,
6:58.0,D. Buycks misses 3-pt shot from 23 ft,,93-94,,
6:53.0,,,93-94,,Defensive rebound by N. Mirotic
6:38.0,,,93-97,3,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Grant)
6:12.0,A. Drummond misses 2-pt shot at rim,,93-97,,
6:11.0,Offensive rebound by A. Drummond,,93-97,,
6:10.0,A. Drummond makes 2-pt shot at rim,2,95-97,,
5:56.0,,,95-100,3,B. Portis makes 3-pt shot from 25 ft (assist by J. Grant)
5:42.0,,,95-100,,Chicago full timeout
5:42.0,,,95-100,,J. Holiday enters the game for J. Grant
5:42.0,,,95-100,,K. Dunn enters the game for D. Valentine
5:42.0,T. Harris enters the game for A. Tolliver,,95-100,,
5:31.0,T. Harris misses 2-pt shot from 3 ft,,95-100,,
5:31.0,Offensive rebound by A. Drummond,,95-100,,
5:31.0,Shooting foul by B. Portis (drawn by A. Drummond),,95-100,,
5:31.0,A. Drummond makes free throw 1 of 2,1,96-100,,
5:31.0,A. Drummond makes free throw 2 of 2,1,97-100,,
5:20.0,,,97-100,,N. Mirotic misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by A. Drummond,,97-100,,
5:08.0,D. Buycks misses 2-pt shot from 7 ft,,97-100,,
5:08.0,,,97-100,,Defensive rebound by N. Mirotic
5:00.0,,,97-100,,J. Holiday misses 3-pt shot from 22 ft
5:00.0,Defensive rebound by L. Kennard,,97-100,,
4:45.0,A. Drummond misses 2-pt shot from 3 ft,,97-100,,
4:39.0,Offensive rebound by A. Drummond,,97-100,,
4:39.0,A. Drummond makes 2-pt shot at rim,2,99-100,,
4:31.0,,,99-100,,N. Mirotic misses 3-pt shot from 24 ft
4:28.0,Defensive rebound by D. Buycks,,99-100,,
4:17.0,A. Bradley misses 2-pt shot from 2 ft,,99-100,,
4:12.0,Offensive rebound by A. Drummond,,99-100,,
4:12.0,A. Drummond makes 2-pt shot at rim,2,101-100,,
4:04.0,Personal foul by D. Buycks (drawn by K. Dunn),,101-100,,
4:04.0,,,101-100,,R. Lopez enters the game for B. Portis
4:04.0,,,101-100,,L. Markkanen enters the game for N. Mirotic
4:04.0,I. Smith enters the game for L. Kennard,,101-100,,
4:04.0,R. Bullock enters the game for D. Buycks,,101-100,,
3:51.0,,,101-100,,L. Markkanen misses 2-pt shot from 19 ft
3:50.0,,,101-100,,Offensive rebound by Team
3:50.0,,,101-100,,Turnover by Team (shot clock)
3:28.0,A. Bradley misses 2-pt shot from 1 ft,,101-100,,
3:26.0,,,101-100,,Defensive rebound by J. Holiday
3:11.0,,,101-102,2,K. Dunn makes 2-pt shot from 16 ft
2:48.0,T. Harris makes 2-pt shot at rim (assist by I. Smith),2,103-102,,
2:28.0,,,103-102,,L. Markkanen misses 2-pt shot from 12 ft
2:26.0,,,103-102,,Offensive rebound by Team
2:25.0,Detroit full timeout,,103-102,,
2:23.0,,,103-102,,R. Lopez misses 2-pt shot from 21 ft
2:19.0,Defensive rebound by A. Drummond,,103-102,,
1:58.0,T. Harris misses 2-pt shot from 18 ft,,103-102,,
1:58.0,,,103-102,,Defensive rebound by K. Dunn
1:47.0,,,103-104,2,K. Dunn makes 2-pt shot from 12 ft
1:29.0,A. Bradley makes 2-pt shot from 21 ft (assist by R. Bullock),2,105-104,,
1:12.0,,,105-104,,L. Markkanen misses 3-pt shot from 26 ft
1:10.0,,,105-104,,Offensive rebound by Team
1:08.0,,,105-106,2,L. Markkanen makes 2-pt shot from 16 ft (assist by K. Dunn)
0:52.0,A. Bradley misses 2-pt shot from 14 ft (block by D. Nwaba),,105-106,,
0:51.0,Offensive rebound by Team,,105-106,,
0:38.0,A. Drummond misses 2-pt shot from 2 ft,,105-106,,
0:38.0,,,105-106,,Defensive rebound by Team
0:38.0,Loose ball foul by A. Bradley (drawn by K. Dunn),,105-106,,
0:38.0,,,105-106,,K. Dunn misses free throw 1 of 2
0:38.0,,,105-106,,Offensive rebound by Team
0:38.0,,,105-107,1,K. Dunn makes free throw 2 of 2
