time,Golden State,pts.away,score,pts.home,Sacramento
4:48.0,,,15-17,,Personal foul by S. Labissiere (drawn by D. Green)
4:48.0,K. Looney enters the game for J. McGee,,15-17,,
4:48.0,N. Young enters the game for K. Thompson,,15-17,,
4:43.0,Shooting foul by W. Cauley-Stein (drawn by K. Durant),,15-17,,
4:43.0,K. Durant makes free throw 1 of 2,1,16-17,,
4:43.0,,,16-17,,J. Cooley enters the game for W. Cauley-Stein
4:43.0,K. Durant misses free throw 2 of 2,,16-17,,
4:39.0,,,16-17,,Defensive rebound by J. Jackson
4:23.0,,,16-19,2,D. Fox makes 2-pt shot from 17 ft (assist by J. Cooley)
4:15.0,D. Green misses 2-pt shot from 2 ft (block by S. Labissiere),,16-19,,
4:12.0,,,16-19,,Defensive rebound by J. Cooley
4:10.0,,,16-21,2,D. Fox makes 2-pt shot from 15 ft (assist by B. Bogdanovic)
3:54.0,D. Green misses 3-pt shot from 25 ft,,16-21,,
3:52.0,,,16-21,,Defensive rebound by D. Fox
3:47.0,,,16-23,2,B. Bogdanovic makes 2-pt shot from 12 ft (assist by D. Fox)
3:32.0,K. Durant makes 2-pt shot from 3 ft,2,18-23,,
3:14.0,,,18-23,,J. Jackson misses 3-pt shot from 22 ft
3:14.0,Defensive rebound by D. Green,,18-23,,
3:10.0,Q. Cook makes 2-pt shot from 2 ft (assist by D. Green),2,20-23,,
2:53.0,,,20-23,,S. Labissiere misses 3-pt shot from 24 ft
2:50.0,Defensive rebound by K. Durant,,20-23,,
2:45.0,K. Durant makes 2-pt shot from 12 ft,2,22-23,,
2:27.0,,,22-23,,S. Labissiere misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by K. Looney,,22-23,,
2:18.0,Q. Cook misses 3-pt shot from 22 ft,,22-23,,
2:14.0,,,22-23,,Defensive rebound by S. Labissiere
2:09.0,,,22-25,2,D. Fox makes 2-pt shot from 15 ft
1:59.0,Golden State full timeout,,22-25,,
1:59.0,,,22-25,,B. Hield enters the game for S. Labissiere
1:59.0,,,22-25,,V. Carter enters the game for B. Bogdanovic
1:59.0,P. McCaw enters the game for Q. Cook,,22-25,,
1:59.0,J. Bell enters the game for D. Green,,22-25,,
1:48.0,K. Durant makes 2-pt shot from 19 ft,2,24-25,,
1:29.0,,,24-25,,B. Hield misses 2-pt shot from 9 ft
1:27.0,,,24-25,,Offensive rebound by J. Cooley
1:24.0,,,24-25,,J. Cooley misses 2-pt shot at rim (block by J. Bell)
1:24.0,,,24-25,,Offensive rebound by Team
1:21.0,,,24-25,,V. Carter misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by K. Durant,,24-25,,
1:13.0,,,24-25,,Personal foul by J. Jackson (drawn by K. Durant)
1:13.0,K. Durant makes free throw 1 of 2,1,25-25,,
1:13.0,,,25-25,,F. Mason enters the game for D. Fox
1:13.0,,,25-25,,J. Sampson enters the game for J. Jackson
1:13.0,K. Durant misses free throw 2 of 2,,25-25,,
1:13.0,,,25-25,,Defensive rebound by V. Carter
0:49.0,,,25-25,,V. Carter misses 2-pt shot from 19 ft
0:49.0,,,25-25,,Offensive rebound by J. Cooley
0:49.0,,,25-25,,Turnover by Team (shot clock)
0:30.0,K. Durant makes 3-pt shot from 26 ft,3,28-25,,
0:06.0,,,28-25,,B. Hield misses 2-pt shot from 11 ft
0:04.0,,,28-25,,Offensive rebound by J. Sampson
0:03.0,,,28-25,,J. Sampson misses 2-pt shot from 4 ft
0:01.0,Defensive rebound by K. Durant,,28-25,,
0:00.0,K. Durant misses 3-pt shot from 28 ft,,28-25,,
0:00.0,Offensive rebound by Team,,28-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,28-25,,J. Sampson misses 2-pt shot from 3 ft (block by D. Green)
11:43.0,Defensive rebound by S. Livingston,,28-25,,
11:35.0,,,28-25,,Personal foul by J. Sampson (drawn by D. Green)
11:30.0,P. McCaw makes 2-pt shot from 2 ft (assist by D. Green),2,30-25,,
11:14.0,Personal foul by S. Livingston (drawn by V. Carter),,30-25,,
11:05.0,,,30-25,,J. Sampson misses 2-pt shot from 20 ft
11:00.0,,,30-25,,Offensive rebound by V. Carter
10:59.0,,,30-25,,Turnover by V. Carter (bad pass; steal by P. McCaw)
10:55.0,Shooting foul by J. Cooley (drawn by S. Livingston),,30-25,,
10:55.0,S. Livingston makes free throw 1 of 2,1,31-25,,
10:55.0,,,31-25,,W. Cauley-Stein enters the game for J. Cooley
10:55.0,S. Livingston misses free throw 2 of 2,,31-25,,
10:53.0,,,31-25,,Defensive rebound by V. Carter
10:43.0,,,31-25,,Turnover by J. Sampson (bad pass)
10:37.0,D. Green makes 2-pt shot from 5 ft,2,33-25,,
10:37.0,,,33-25,,Sacramento full timeout
10:16.0,,,33-25,,V. Carter misses 3-pt shot from 27 ft
10:14.0,Defensive rebound by P. McCaw,,33-25,,
10:06.0,K. Thompson misses 2-pt shot from 17 ft,,33-25,,
10:04.0,,,33-25,,Defensive rebound by W. Cauley-Stein
9:55.0,,,33-25,,Turnover by B. Hield (bad pass; steal by S. Livingston)
9:47.0,S. Livingston makes 2-pt shot at rim (assist by D. West),2,35-25,,
9:21.0,,,35-27,2,B. Hield makes 2-pt shot from 4 ft (assist by V. Carter)
9:04.0,K. Thompson makes 2-pt shot from 13 ft,2,37-27,,
8:46.0,,,37-27,,V. Carter misses 2-pt shot from 5 ft
8:43.0,Defensive rebound by S. Livingston,,37-27,,
8:33.0,K. Thompson misses 3-pt shot from 22 ft,,37-27,,
8:30.0,,,37-27,,Defensive rebound by V. Carter
8:20.0,,,37-29,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by F. Mason)
8:03.0,D. West misses 2-pt shot from 10 ft,,37-29,,
8:01.0,,,37-29,,Defensive rebound by F. Mason
7:53.0,,,37-29,,Turnover by F. Mason (out of bounds lost ball)
7:53.0,,,37-29,,S. Labissiere enters the game for J. Sampson
7:40.0,K. Thompson misses 3-pt shot from 26 ft,,37-29,,
7:37.0,,,37-29,,Defensive rebound by V. Carter
7:27.0,Personal foul by K. Thompson (drawn by W. Cauley-Stein),,37-29,,
7:17.0,,,37-29,,B. Hield misses 2-pt shot from 21 ft
7:15.0,,,37-29,,Offensive rebound by W. Cauley-Stein
7:13.0,,,37-29,,Turnover by W. Cauley-Stein (lost ball; steal by D. West)
7:13.0,Turnover by D. West (out of bounds lost ball),,37-29,,
7:05.0,,,37-32,3,F. Mason makes 3-pt shot from 25 ft
6:52.0,D. West makes 2-pt shot from 20 ft (assist by D. Green),2,39-32,,
6:41.0,,,39-32,,Turnover by S. Labissiere (out of bounds lost ball)
6:31.0,Offensive foul by K. Thompson (drawn by V. Carter),,39-32,,
6:31.0,Turnover by K. Thompson (offensive foul),,39-32,,
6:31.0,,,39-32,,D. Fox enters the game for F. Mason
6:31.0,,,39-32,,B. Bogdanovic enters the game for V. Carter
6:31.0,K. Durant enters the game for K. Thompson,,39-32,,
6:31.0,K. Looney enters the game for D. West,,39-32,,
6:31.0,D. West enters the game for D. Green,,39-32,,
6:12.0,,,39-32,,B. Hield misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by K. Looney,,39-32,,
5:54.0,K. Looney misses 2-pt shot from 19 ft,,39-32,,
5:47.0,,,39-32,,Defensive rebound by W. Cauley-Stein
5:32.0,,,39-34,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Hield)
5:14.0,P. McCaw makes 2-pt shot from 2 ft (assist by D. West),2,41-34,,
5:14.0,Shooting foul by W. Cauley-Stein (drawn by P. McCaw),,41-34,,
5:14.0,P. McCaw makes free throw 1 of 1,1,42-34,,
5:01.0,,,42-34,,Turnover by B. Bogdanovic (bad pass; steal by P. McCaw)
4:55.0,D. West makes 2-pt shot from 1 ft (assist by S. Livingston),2,44-34,,
4:40.0,Technical foul by S. Livingston (drawn by S. Labissiere),,44-34,,
4:40.0,,,44-35,1,S. Labissiere makes flagrant free throw 1 of 2
4:40.0,,,44-36,1,S. Labissiere makes flagrant free throw 2 of 2
4:40.0,,,44-36,,J. Sampson enters the game for W. Cauley-Stein
4:40.0,Q. Cook enters the game for S. Livingston,,44-36,,
4:40.0,D. Green enters the game for D. West,,44-36,,
4:27.0,,,44-36,,J. Sampson misses 2-pt shot from 16 ft
4:23.0,Defensive rebound by Q. Cook,,44-36,,
4:12.0,,,44-36,,Personal foul by S. Labissiere (drawn by P. McCaw)
4:12.0,,,44-36,,J. Jackson enters the game for B. Hield
4:12.0,K. Thompson enters the game for P. McCaw,,44-36,,
4:09.0,,,44-36,,Violation by S. Labissiere (kicked ball)
4:09.0,,,44-36,,J. Cooley enters the game for S. Labissiere
4:05.0,K. Thompson misses 2-pt shot from 4 ft,,44-36,,
4:05.0,Offensive rebound by K. Looney,,44-36,,
4:05.0,Shooting foul by J. Cooley (drawn by K. Looney),,44-36,,
4:05.0,K. Looney makes free throw 1 of 2,1,45-36,,
4:05.0,K. Looney misses free throw 2 of 2,,45-36,,
4:01.0,,,45-36,,Defensive rebound by J. Cooley
3:49.0,,,45-36,,Turnover by D. Fox (bad pass; steal by Q. Cook)
3:44.0,Q. Cook misses 2-pt shot from 2 ft,,45-36,,
3:41.0,,,45-36,,Defensive rebound by J. Cooley
3:36.0,,,45-36,,J. Sampson misses 2-pt shot from 1 ft
3:36.0,Defensive rebound by K. Durant,,45-36,,
3:24.0,K. Looney makes 2-pt shot from 6 ft,2,47-36,,
3:20.0,,,47-38,2,D. Fox makes 2-pt shot from 2 ft
3:20.0,,,47-38,,Shooting foul by Q. Cook (drawn by D. Fox)
3:20.0,Golden State full timeout,,47-38,,
3:20.0,,,47-39,1,D. Fox makes free throw 1 of 1
3:14.0,,,47-39,,Personal foul by B. Bogdanovic (drawn by K. Thompson)
3:14.0,K. Thompson misses free throw 1 of 2,,47-39,,
3:14.0,Offensive rebound by Team,,47-39,,
3:14.0,K. Thompson makes free throw 2 of 2,1,48-39,,
2:58.0,,,48-39,,J. Sampson misses 3-pt shot from 22 ft
2:56.0,,,48-39,,Offensive rebound by J. Cooley
2:55.0,,,48-39,,J. Cooley misses 2-pt shot from 1 ft (block by K. Durant)
2:50.0,Defensive rebound by D. Green,,48-39,,
2:41.0,K. Thompson makes 2-pt shot from 3 ft,2,50-39,,
2:41.0,Shooting foul by D. Fox (drawn by K. Thompson),,50-39,,
2:41.0,K. Thompson makes free throw 1 of 1,1,51-39,,
2:28.0,,,51-39,,B. Bogdanovic misses 2-pt shot from 9 ft
2:25.0,Defensive rebound by K. Looney,,51-39,,
2:19.0,Turnover by D. Green (bad pass; steal by D. Fox),,51-39,,
2:16.0,,,51-39,,Shooting foul by K. Durant (drawn by J. Sampson)
2:16.0,,,51-39,,J. Sampson misses free throw 1 of 2
2:16.0,,,51-39,,Offensive rebound by Team
2:16.0,P. McCaw enters the game for Q. Cook,,51-39,,
2:16.0,,,51-40,1,J. Sampson makes free throw 2 of 2
2:07.0,P. McCaw misses 2-pt shot from 19 ft (block by J. Sampson),,51-40,,
2:03.0,,,51-40,,Defensive rebound by D. Fox
1:59.0,,,51-42,2,J. Cooley makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
1:59.0,,,51-42,,Shooting foul by D. Green (drawn by J. Cooley)
1:59.0,,,51-42,,B. Hield enters the game for J. Sampson
1:59.0,,,51-43,1,J. Cooley makes free throw 1 of 1
1:47.0,Shooting foul by J. Cooley (drawn by D. Green),,51-43,,
1:47.0,D. Green makes free throw 1 of 2,1,52-43,,
1:47.0,D. Green makes free throw 2 of 2,1,53-43,,
1:28.0,,,53-46,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by J. Jackson)
1:16.0,K. Thompson makes 2-pt shot from 14 ft (assist by K. Durant),2,55-46,,
1:05.0,,,55-46,,J. Jackson misses 3-pt shot from 24 ft
1:01.0,Defensive rebound by D. Green,,55-46,,
0:52.0,K. Thompson misses 2-pt shot from 20 ft (block by D. Fox),,55-46,,
0:48.0,Offensive rebound by K. Thompson,,55-46,,
0:47.0,Shooting foul by B. Bogdanovic (drawn by K. Durant),,55-46,,
0:47.0,K. Durant makes free throw 1 of 2,1,56-46,,
0:47.0,J. Bell enters the game for K. Thompson,,56-46,,
0:47.0,Q. Cook enters the game for D. Green,,56-46,,
0:47.0,K. Durant makes free throw 2 of 2,1,57-46,,
0:38.0,,,57-46,,D. Fox misses 2-pt shot from 17 ft
0:35.0,Defensive rebound by J. Bell,,57-46,,
0:21.0,K. Durant misses 2-pt shot from 7 ft,,57-46,,
0:21.0,Offensive rebound by Team,,57-46,,
0:13.0,Jump ball: B. Bogdanovic vs. K. Looney (J. Bell gains possession),,,,Jump ball: B. Bogdanovic vs. K. Looney (J. Bell gains possession)
0:12.0,K. Durant misses 3-pt shot from 24 ft,,57-46,,
0:09.0,,,57-46,,Defensive rebound by B. Bogdanovic
0:00.0,,,57-49,3,B. Hield makes 3-pt shot from 24 ft (assist by D. Fox)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,57-49,,B. Bogdanovic misses 3-pt shot from 22 ft
11:38.0,Defensive rebound by K. Durant,,57-49,,
11:26.0,J. McGee misses 2-pt shot from 8 ft,,57-49,,
11:25.0,Offensive rebound by Team,,57-49,,
11:21.0,J. McGee misses 2-pt shot from 8 ft,,57-49,,
11:18.0,,,57-49,,Defensive rebound by W. Cauley-Stein
11:07.0,,,57-49,,W. Cauley-Stein misses 2-pt shot from 8 ft
11:04.0,Defensive rebound by J. McGee,,57-49,,
10:59.0,K. Durant makes 2-pt shot from 12 ft,2,59-49,,
10:46.0,,,59-51,2,J. Jackson makes 2-pt shot from 6 ft (assist by D. Fox)
10:29.0,J. McGee makes 2-pt shot at rim (assist by K. Durant),2,61-51,,
10:15.0,,,61-51,,S. Labissiere misses 3-pt shot from 24 ft
10:11.0,Defensive rebound by Q. Cook,,61-51,,
10:01.0,J. McGee misses 2-pt shot from 4 ft (block by W. Cauley-Stein),,61-51,,
9:58.0,,,61-51,,Defensive rebound by S. Labissiere
9:55.0,,,61-51,,J. Jackson misses 3-pt shot from 24 ft
9:51.0,,,61-51,,Offensive rebound by B. Bogdanovic
9:47.0,,,61-51,,J. Jackson misses 2-pt shot from 6 ft
9:44.0,Defensive rebound by K. Durant,,61-51,,
9:38.0,K. Durant makes 3-pt shot from 24 ft (assist by Q. Cook),3,64-51,,
9:14.0,,,64-51,,Turnover by S. Labissiere (lost ball; steal by D. Green)
9:13.0,,,64-51,,Personal foul by W. Cauley-Stein (drawn by K. Durant)
9:08.0,Turnover by K. Thompson (traveling),,64-51,,
8:49.0,,,64-51,,Shooting foul by D. Green (drawn by D. Fox)
8:49.0,,,64-52,1,D. Fox makes free throw 1 of 2
8:49.0,,,64-53,1,D. Fox makes free throw 2 of 2
8:30.0,J. McGee misses 2-pt shot from 2 ft,,64-53,,
8:27.0,,,64-53,,Defensive rebound by S. Labissiere
8:17.0,,,64-53,,Turnover by S. Labissiere (bad pass)
7:58.0,Turnover by K. Durant (lost ball; steal by J. Jackson),,64-53,,
7:51.0,,,64-55,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by S. Labissiere)
7:51.0,Golden State full timeout,,64-55,,
7:51.0,,,64-55,,V. Carter enters the game for W. Cauley-Stein
7:51.0,K. Looney enters the game for J. McGee,,64-55,,
7:31.0,Q. Cook misses 3-pt shot from 24 ft,,64-55,,
7:28.0,,,64-55,,Defensive rebound by B. Bogdanovic
7:11.0,,,64-55,,J. Jackson misses 3-pt shot from 24 ft
7:08.0,Defensive rebound by Q. Cook,,64-55,,
7:04.0,D. Green makes 2-pt shot from 2 ft,2,66-55,,
6:44.0,,,66-57,2,V. Carter makes 2-pt shot from 19 ft (assist by D. Fox)
6:30.0,K. Durant misses 3-pt shot from 24 ft,,66-57,,
6:30.0,,,66-57,,Defensive rebound by S. Labissiere
6:24.0,,,66-57,,J. Jackson misses 3-pt shot from 22 ft
6:24.0,Defensive rebound by D. Green,,66-57,,
6:19.0,,,66-57,,Personal foul by D. Fox (drawn by K. Looney)
6:15.0,Q. Cook makes 3-pt shot from 25 ft (assist by K. Durant),3,69-57,,
6:00.0,,,69-59,2,S. Labissiere makes 2-pt shot from 7 ft
5:54.0,K. Durant misses 2-pt shot from 2 ft,,69-59,,
5:51.0,,,69-59,,Defensive rebound by B. Bogdanovic
5:48.0,,,69-61,2,J. Jackson makes 2-pt shot from 2 ft (assist by B. Bogdanovic)
5:36.0,Shooting foul by B. Bogdanovic (drawn by K. Durant),,69-61,,
5:36.0,K. Durant makes free throw 1 of 2,1,70-61,,
5:36.0,,,70-61,,B. Hield enters the game for J. Jackson
5:36.0,K. Durant makes free throw 2 of 2,1,71-61,,
5:18.0,,,71-64,3,B. Hield makes 3-pt shot from 24 ft
5:09.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,74-64,,
4:55.0,,,74-64,,S. Labissiere misses 2-pt shot from 17 ft
4:51.0,Defensive rebound by D. Green,,74-64,,
4:50.0,Shooting foul by S. Labissiere (drawn by K. Looney),,74-64,,
4:50.0,K. Looney makes free throw 1 of 2,1,75-64,,
4:50.0,,,75-64,,J. Cooley enters the game for S. Labissiere
4:50.0,K. Looney makes free throw 2 of 2,1,76-64,,
4:34.0,Personal foul by Q. Cook (drawn by V. Carter),,76-64,,
4:34.0,P. McCaw enters the game for Q. Cook,,76-64,,
4:22.0,,,76-64,,B. Bogdanovic misses 2-pt shot from 4 ft
4:22.0,Defensive rebound by Team,,76-64,,
4:08.0,Turnover by K. Thompson (bad pass; steal by J. Cooley),,76-64,,
3:59.0,,,76-64,,B. Hield misses 2-pt shot from 2 ft
3:57.0,Defensive rebound by D. Green,,76-64,,
3:48.0,Shooting foul by D. Fox (drawn by K. Looney),,76-64,,
3:48.0,K. Looney makes free throw 1 of 2,1,77-64,,
3:48.0,N. Young enters the game for K. Thompson,,77-64,,
3:48.0,K. Looney makes free throw 2 of 2,1,78-64,,
3:35.0,,,78-67,3,B. Hield makes 3-pt shot from 23 ft (assist by D. Fox)
3:24.0,N. Young makes 3-pt shot from 25 ft (assist by K. Looney),3,81-67,,
3:07.0,Personal foul by N. Young (drawn by B. Bogdanovic),,81-67,,
3:07.0,,,81-67,,W. Cauley-Stein enters the game for B. Bogdanovic
3:07.0,,,81-67,,B. Caboclo enters the game for J. Cooley
3:07.0,J. Bell enters the game for D. Green,,81-67,,
2:54.0,,,81-67,,W. Cauley-Stein misses 2-pt shot from 7 ft
2:51.0,Defensive rebound by K. Durant,,81-67,,
2:46.0,Shooting foul by V. Carter (drawn by K. Durant),,81-67,,
2:46.0,,,81-67,,Sacramento full timeout
2:46.0,K. Durant makes free throw 1 of 2,1,82-67,,
2:46.0,K. Durant makes free throw 2 of 2,1,83-67,,
2:34.0,,,83-67,,D. Fox misses 2-pt shot from 13 ft
2:29.0,Defensive rebound by P. McCaw,,83-67,,
2:15.0,P. McCaw misses 3-pt shot from 24 ft,,83-67,,
2:09.0,,,83-67,,Defensive rebound by B. Caboclo
2:00.0,,,83-67,,W. Cauley-Stein misses 2-pt shot from 3 ft (block by K. Looney)
2:00.0,,,83-67,,Offensive rebound by Team
2:00.0,,,83-67,,F. Mason enters the game for D. Fox
1:54.0,,,83-67,,F. Mason misses 2-pt shot from 2 ft (block by P. McCaw)
1:54.0,,,83-67,,Offensive rebound by Team
1:52.0,,,83-69,2,V. Carter makes 2-pt shot from 15 ft (assist by B. Hield)
1:39.0,N. Young makes 3-pt shot from 25 ft (assist by K. Durant),3,86-69,,
1:19.0,,,86-69,,B. Caboclo misses 3-pt shot from 24 ft
1:17.0,Defensive rebound by K. Durant,,86-69,,
1:07.0,P. McCaw misses 2-pt shot from 17 ft,,86-69,,
1:03.0,,,86-69,,Defensive rebound by W. Cauley-Stein
0:52.0,,,86-69,,B. Caboclo misses 2-pt shot from 14 ft
0:50.0,Defensive rebound by K. Durant,,86-69,,
0:41.0,P. McCaw makes 2-pt shot from 2 ft (assist by J. Bell),2,88-69,,
0:41.0,,,88-69,,Technical foul by V. Carter (drawn by P. McCaw)
0:41.0,Q. Cook enters the game for P. McCaw,,88-69,,
0:41.0,K. Durant makes flagrant free throw 1 of 1,1,89-69,,
0:41.0,,,89-69,,J. Jackson enters the game for V. Carter
0:30.0,J. Bell makes 2-pt shot from 16 ft (assist by Q. Cook),2,91-69,,
0:09.0,,,91-69,,J. Jackson misses 3-pt shot from 27 ft
0:05.0,Defensive rebound by K. Looney,,91-69,,
0:01.0,Q. Cook makes 2-pt shot at rim,2,93-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,D. West misses 2-pt shot from 5 ft,,93-69,,
11:38.0,,,93-69,,Defensive rebound by J. Jackson
11:23.0,,,93-72,3,B. Caboclo makes 3-pt shot from 22 ft (assist by J. Jackson)
11:04.0,Turnover by D. West (out of bounds lost ball),,93-72,,
10:41.0,,,93-72,,Turnover by B. Caboclo (bad pass; steal by K. Thompson)
10:33.0,D. West makes 2-pt shot from 2 ft (assist by S. Livingston),2,95-72,,
10:33.0,Shooting foul by B. Hield (drawn by D. West),,95-72,,
10:33.0,D. West misses free throw 1 of 1,,95-72,,
10:33.0,,,95-72,,Defensive rebound by W. Cauley-Stein
10:23.0,,,95-74,2,F. Mason makes 2-pt shot from 1 ft
10:15.0,Turnover by D. Green (bad pass; steal by B. Hield),,95-74,,
10:02.0,,,95-74,,F. Mason misses 2-pt shot from 4 ft
9:56.0,,,95-74,,Offensive rebound by B. Caboclo
9:56.0,,,95-76,2,B. Caboclo makes 2-pt shot at rim
9:40.0,K. Thompson misses 2-pt shot from 8 ft,,95-76,,
9:37.0,,,95-76,,Defensive rebound by B. Hield
9:31.0,,,95-78,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Hield)
9:30.0,Golden State full timeout,,95-78,,
9:15.0,D. West makes 2-pt shot from 2 ft (assist by S. Livingston),2,97-78,,
8:57.0,,,97-78,,W. Cauley-Stein misses 2-pt shot from 9 ft
8:54.0,Defensive rebound by D. Green,,97-78,,
8:44.0,D. Green makes 2-pt shot from 12 ft (assist by D. West),2,99-78,,
8:24.0,,,99-78,,S. Labissiere enters the game for W. Cauley-Stein
8:24.0,,,99-78,,J. Cooley enters the game for J. Jackson
8:22.0,Personal foul by K. Thompson (drawn by B. Hield),,99-78,,
8:18.0,,,99-78,,F. Mason misses 3-pt shot from 25 ft
8:15.0,,,99-78,,Offensive rebound by B. Hield
8:06.0,,,99-78,,Shooting foul by D. West (drawn by F. Mason)
8:06.0,,,99-79,1,F. Mason makes free throw 1 of 2
8:06.0,,,99-80,1,F. Mason makes free throw 2 of 2
7:53.0,D. West misses 2-pt shot from 19 ft,,99-80,,
7:50.0,,,99-80,,Defensive rebound by B. Caboclo
7:46.0,,,99-80,,Turnover by S. Labissiere (step out of bounds)
7:36.0,K. Thompson misses 2-pt shot from 19 ft,,99-80,,
7:33.0,,,99-80,,Defensive rebound by S. Labissiere
7:26.0,,,99-80,,B. Caboclo misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by D. Green,,99-80,,
7:17.0,K. Thompson makes 2-pt shot from 15 ft (assist by S. Livingston),2,101-80,,
7:03.0,,,101-82,2,S. Labissiere makes 2-pt shot from 1 ft (assist by J. Cooley)
7:03.0,Technical foul by N. Young,,101-82,,
7:03.0,,,101-83,1,B. Hield makes technical free throw
6:48.0,N. Young misses 3-pt shot from 23 ft,,101-83,,
6:42.0,,,101-83,,Defensive rebound by F. Mason
6:34.0,,,101-83,,S. Labissiere misses 2-pt shot from 9 ft
6:34.0,,,101-83,,Offensive rebound by Team
6:34.0,Loose ball foul by D. Green (drawn by J. Cooley),,101-83,,
6:34.0,K. Looney enters the game for D. Green,,101-83,,
6:22.0,,,101-85,2,J. Cooley makes 2-pt shot from 2 ft (assist by F. Mason)
6:10.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Livingston),3,104-85,,
6:04.0,,,104-85,,Turnover by B. Caboclo (bad pass; steal by D. West)
5:58.0,N. Young misses 3-pt shot from 22 ft,,104-85,,
5:55.0,Offensive rebound by K. Looney,,104-85,,
