time,New Orleans,pts.away,score,pts.home,Golden State
5:08.0,,,28-24,2,K. Looney makes 2-pt shot from 2 ft (assist by Q. Cook)
4:54.0,J. Holiday makes 2-pt shot from 7 ft,2,30-24,,
4:37.0,,,30-26,2,K. Thompson makes 2-pt shot from 1 ft (assist by K. Looney)
4:37.0,,,30-26,,Shooting foul by S. Hill (drawn by K. Thompson)
4:37.0,,,30-26,,A. Iguodala enters the game for K. Looney
4:37.0,,,30-26,,J. Bell enters the game for D. Green
4:37.0,,,30-27,1,K. Thompson makes free throw 1 of 1
4:25.0,A. Davis misses 2-pt shot from 8 ft,,30-27,,
4:22.0,,,30-27,,Defensive rebound by J. Bell
4:11.0,,,30-27,,Q. Cook misses 2-pt shot from 19 ft
4:08.0,Defensive rebound by S. Hill,,30-27,,
4:00.0,N. Mirotic misses 2-pt shot from 12 ft,,30-27,,
3:55.0,,,30-27,,Defensive rebound by K. Durant
3:51.0,,,30-27,,Shooting foul by J. Holiday (drawn by J. Bell)
3:51.0,,,30-28,1,J. Bell makes free throw 1 of 2
3:51.0,,,30-28,,N. Young enters the game for K. Thompson
3:51.0,D. Miller enters the game for N. Mirotic,,30-28,,
3:51.0,,,30-28,,J. Bell misses free throw 2 of 2
3:49.0,Defensive rebound by J. Holiday,,30-28,,
3:30.0,D. Miller misses 3-pt shot from 22 ft,,30-28,,
3:26.0,,,30-28,,Defensive rebound by N. Young
3:22.0,,,30-28,,Shooting foul by S. Hill (drawn by K. Durant)
3:22.0,,,30-29,1,K. Durant makes free throw 1 of 2
3:22.0,,,30-30,1,K. Durant makes free throw 2 of 2
3:10.0,A. Davis makes 2-pt shot from 9 ft (assist by J. Holiday),2,32-30,,
2:50.0,,,32-30,,K. Durant misses 2-pt shot from 17 ft
2:47.0,Defensive rebound by J. Holiday,,32-30,,
2:40.0,A. Davis makes 2-pt shot at rim (assist by E. Moore),2,34-30,,
2:10.0,,,34-30,,Turnover by J. Bell (lost ball; steal by S. Hill)
2:05.0,Turnover by A. Davis (traveling),,34-30,,
2:05.0,New Orleans full timeout,,34-30,,
2:05.0,,,34-30,,D. Green enters the game for Q. Cook
2:05.0,R. Rondo enters the game for J. Holiday,,34-30,,
1:48.0,,,34-32,2,A. Iguodala makes 2-pt shot from 12 ft
1:31.0,R. Rondo makes 2-pt shot from 1 ft,2,36-32,,
1:31.0,Shooting foul by A. Iguodala (drawn by R. Rondo),,36-32,,
1:31.0,N. Mirotic enters the game for E. Moore,,36-32,,
1:31.0,R. Rondo misses free throw 1 of 1,,36-32,,
1:28.0,,,36-32,,Defensive rebound by A. Iguodala
1:13.0,,,36-32,,K. Durant misses 2-pt shot from 11 ft
1:09.0,Defensive rebound by A. Davis,,36-32,,
0:57.0,A. Davis misses 2-pt shot from 13 ft,,36-32,,
0:54.0,,,36-32,,Defensive rebound by D. Green
0:46.0,,,36-32,,Turnover by J. Bell (lost ball; steal by S. Hill)
0:39.0,A. Davis makes 2-pt shot from 8 ft (assist by N. Mirotic),2,38-32,,
0:28.0,,,38-32,,K. Durant misses 3-pt shot from 27 ft
0:24.0,Defensive rebound by R. Rondo,,38-32,,
0:05.0,N. Mirotic makes 2-pt shot from 1 ft (assist by R. Rondo),2,40-32,,
0:02.0,,,40-32,,N. Young misses 3-pt shot from 29 ft
0:00.0,Defensive rebound by S. Hill,,40-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,40-32,,K. Thompson misses 2-pt shot from 17 ft
11:39.0,Defensive rebound by R. Rondo,,40-32,,
11:23.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Holiday),3,43-32,,
11:10.0,Personal foul by C. Diallo (drawn by D. West),,43-32,,
11:08.0,,,43-35,2,N. Young makes 3-pt shot from 28 ft (assist by A. Iguodala)
10:59.0,Shooting foul by N. Young (drawn by C. Diallo),,43-35,,
10:59.0,C. Diallo misses free throw 1 of 2,,43-35,,
10:59.0,Offensive rebound by Team,,43-35,,
10:59.0,C. Diallo makes free throw 2 of 2,1,44-35,,
10:45.0,,,44-37,2,N. Young makes 2-pt shot from 17 ft (assist by D. West)
10:25.0,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Rondo),3,47-37,,
10:10.0,,,47-37,,A. Iguodala misses 3-pt shot from 27 ft
10:08.0,Defensive rebound by Team,,47-37,,
10:00.0,J. Holiday misses 3-pt shot from 24 ft,,47-37,,
9:55.0,,,47-37,,Defensive rebound by K. Thompson
9:48.0,,,47-39,2,D. West makes 2-pt shot from 2 ft (assist by A. Iguodala)
9:35.0,R. Rondo misses 3-pt shot from 26 ft,,47-39,,
9:34.0,,,47-39,,Defensive rebound by Team
9:34.0,,,47-39,,Q. Cook enters the game for A. Iguodala
9:27.0,,,47-39,,Offensive foul by D. West (drawn by J. Holiday)
9:27.0,,,47-39,,Turnover by D. West (offensive foul)
9:25.0,,,47-39,,Technical foul by A. Iguodala
9:25.0,D. Miller makes technical free throw,1,48-39,,
9:09.0,D. Miller makes 2-pt shot from 11 ft,2,50-39,,
8:51.0,,,50-41,2,D. Green makes 2-pt shot from 2 ft (assist by D. West)
8:44.0,Turnover by R. Rondo (bad pass; steal by N. Young),,50-41,,
8:39.0,,,50-41,,Q. Cook misses 2-pt shot from 2 ft (block by C. Diallo)
8:37.0,,,50-41,,Offensive rebound by Team
8:30.0,,,50-41,,D. Green misses 3-pt shot from 27 ft
8:26.0,,,50-41,,Offensive rebound by D. West
8:23.0,,,50-44,3,N. Young makes 3-pt shot from 23 ft (assist by K. Thompson)
8:10.0,N. Mirotic misses 3-pt shot from 26 ft,,50-44,,
8:06.0,,,50-44,,Defensive rebound by K. Thompson
7:59.0,,,50-44,,Q. Cook misses 2-pt shot from 1 ft
7:57.0,Defensive rebound by C. Diallo,,50-44,,
7:50.0,R. Rondo misses 2-pt shot from 14 ft,,50-44,,
7:44.0,,,50-44,,Defensive rebound by D. Green
7:33.0,,,50-44,,Turnover by N. Young (bad pass; steal by N. Mirotic)
7:30.0,R. Rondo makes 2-pt shot at rim (assist by N. Mirotic),2,52-44,,
7:29.0,,,52-44,,Golden State full timeout
7:29.0,,,52-44,,K. Looney enters the game for D. Green
7:29.0,A. Davis enters the game for N. Mirotic,,52-44,,
7:29.0,E. Moore enters the game for R. Rondo,,52-44,,
7:07.0,,,52-44,,D. West misses 2-pt shot from 2 ft
7:04.0,,,52-44,,Offensive rebound by K. Looney
7:04.0,,,52-46,2,K. Looney makes 2-pt shot at rim
6:50.0,Shooting foul by K. Looney (drawn by C. Diallo),,52-46,,
6:50.0,C. Diallo makes free throw 1 of 2,1,53-46,,
6:50.0,C. Diallo misses free throw 2 of 2,,53-46,,
6:48.0,,,53-46,,Defensive rebound by N. Young
6:33.0,,,53-46,,D. West misses 2-pt shot from 14 ft
6:30.0,Defensive rebound by C. Diallo,,53-46,,
6:19.0,A. Davis makes 2-pt shot from 2 ft (assist by E. Moore),2,55-46,,
6:05.0,,,55-48,2,K. Thompson makes 2-pt shot from 18 ft (assist by Q. Cook)
5:49.0,C. Diallo makes 2-pt shot from 2 ft (assist by A. Davis),2,57-48,,
5:27.0,,,57-48,,K. Thompson misses 3-pt shot from 23 ft
5:23.0,Defensive rebound by C. Diallo,,57-48,,
5:19.0,D. Miller misses 3-pt shot from 26 ft,,57-48,,
5:14.0,,,57-48,,Defensive rebound by K. Looney
5:07.0,,,57-48,,Turnover by Q. Cook (lost ball; steal by D. Miller)
5:02.0,E. Moore makes 2-pt shot from 19 ft,2,59-48,,
4:47.0,Personal foul by E. Moore (drawn by K. Thompson),,59-48,,
4:47.0,,,59-48,,A. Iguodala enters the game for D. West
4:47.0,,,59-48,,K. Durant enters the game for N. Young
4:47.0,,,59-48,,D. Green enters the game for K. Thompson
4:47.0,N. Mirotic enters the game for C. Diallo,,59-48,,
4:35.0,,,59-48,,D. Green misses 3-pt shot from 28 ft
4:29.0,Defensive rebound by N. Mirotic,,59-48,,
4:23.0,Turnover by A. Davis (lost ball; steal by D. Green),,59-48,,
4:13.0,,,59-50,2,K. Looney makes 2-pt shot from 1 ft (assist by A. Iguodala)
3:52.0,A. Davis misses 2-pt shot from 18 ft,,59-50,,
3:47.0,,,59-50,,Defensive rebound by A. Iguodala
3:43.0,,,59-50,,K. Durant misses 3-pt shot from 27 ft
3:39.0,Defensive rebound by A. Davis,,59-50,,
3:28.0,N. Mirotic misses 2-pt shot from 1 ft,,59-50,,
3:24.0,Offensive rebound by A. Davis,,59-50,,
3:24.0,A. Davis misses 2-pt shot at rim,,59-50,,
3:23.0,,,59-50,,Defensive rebound by K. Durant
3:21.0,,,59-52,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
3:08.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Holiday),2,61-52,,
2:54.0,,,61-54,2,D. Green makes 2-pt shot from 1 ft (assist by K. Durant)
2:43.0,,,61-54,,Personal foul by K. Looney (drawn by N. Mirotic)
2:43.0,New Orleans full timeout,,61-54,,
2:43.0,,,61-54,,K. Thompson enters the game for A. Iguodala
2:43.0,S. Hill enters the game for D. Miller,,61-54,,
2:28.0,N. Mirotic misses 3-pt shot from 28 ft,,61-54,,
2:24.0,,,61-54,,Defensive rebound by Team
2:24.0,Loose ball foul by E. Moore (drawn by D. Green),,61-54,,
2:15.0,,,61-57,3,Q. Cook makes 3-pt shot from 27 ft (assist by K. Durant)
1:55.0,J. Holiday makes 2-pt shot from 5 ft,2,63-57,,
1:48.0,,,63-60,3,Q. Cook makes 3-pt shot from 23 ft (assist by D. Green)
1:31.0,S. Hill misses 3-pt shot from 22 ft,,63-60,,
1:27.0,,,63-60,,Defensive rebound by K. Looney
1:17.0,,,63-60,,K. Durant misses 3-pt shot from 26 ft
1:12.0,Defensive rebound by A. Davis,,63-60,,
0:57.0,A. Davis misses 2-pt shot from 17 ft,,63-60,,
0:54.0,Offensive rebound by S. Hill,,63-60,,
0:54.0,A. Davis makes 2-pt shot at rim (assist by S. Hill),2,65-60,,
0:46.0,,,65-63,3,D. Green makes 3-pt shot from 28 ft (assist by Q. Cook)
0:33.0,J. Holiday misses 2-pt shot from 20 ft,,65-63,,
0:28.0,,,65-63,,Defensive rebound by K. Durant
0:26.0,,,65-65,2,K. Durant makes 2-pt shot from 2 ft
0:04.0,,,65-65,,Personal foul by D. Green (drawn by N. Mirotic)
0:04.0,,,65-65,,J. Bell enters the game for K. Looney
0:04.0,R. Rondo enters the game for N. Mirotic,,65-65,,
0:03.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,67-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,67-65,,K. Durant misses 2-pt shot from 10 ft
11:32.0,Defensive rebound by A. Davis,,67-65,,
11:25.0,N. Mirotic makes 3-pt shot from 26 ft (assist by E. Moore),3,70-65,,
11:03.0,,,70-65,,D. Green misses 3-pt shot from 26 ft
10:59.0,Defensive rebound by N. Mirotic,,70-65,,
10:48.0,R. Rondo makes 2-pt shot from 2 ft,2,72-65,,
10:33.0,,,72-67,2,K. Durant makes 2-pt shot from 11 ft
10:16.0,A. Davis misses 2-pt shot from 21 ft,,72-67,,
10:13.0,,,72-67,,Defensive rebound by K. Durant
9:58.0,,,72-67,,K. Thompson misses 2-pt shot from 5 ft
9:55.0,Defensive rebound by N. Mirotic,,72-67,,
9:42.0,Shooting foul by K. Durant (drawn by J. Holiday),,72-67,,
9:42.0,J. Holiday makes free throw 1 of 2,1,73-67,,
9:42.0,J. Holiday makes free throw 2 of 2,1,74-67,,
9:29.0,,,74-69,2,K. Durant makes 2-pt shot from 12 ft
9:17.0,E. Moore makes 2-pt shot from 8 ft (assist by R. Rondo),2,76-69,,
8:53.0,,,76-72,3,K. Durant makes 3-pt shot from 25 ft (assist by Q. Cook)
8:44.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Rondo),2,78-72,,
8:44.0,,,78-72,,Golden State full timeout
8:19.0,,,78-72,,D. Green misses 2-pt shot from 17 ft (block by A. Davis)
8:14.0,Defensive rebound by A. Davis,,78-72,,
8:04.0,J. Holiday misses 3-pt shot from 23 ft,,78-72,,
8:01.0,,,78-72,,Defensive rebound by K. Durant
8:00.0,Personal foul by J. Holiday (drawn by D. Green),,78-72,,
7:42.0,,,78-72,,K. Looney misses 2-pt shot from 1 ft
7:38.0,Defensive rebound by N. Mirotic,,78-72,,
7:28.0,A. Davis misses 2-pt shot from 18 ft,,78-72,,
7:27.0,Offensive rebound by Team,,78-72,,
7:27.0,,,78-72,,Loose ball foul by K. Thompson (drawn by N. Mirotic)
7:20.0,Shooting foul by Q. Cook (drawn by A. Davis),,78-72,,
7:20.0,A. Davis makes free throw 1 of 2,1,79-72,,
7:20.0,A. Davis makes free throw 2 of 2,1,80-72,,
7:06.0,Personal foul by R. Rondo (drawn by K. Looney),,80-72,,
7:01.0,,,80-74,2,K. Looney makes 2-pt shot at rim (assist by K. Durant)
6:38.0,A. Davis misses 2-pt shot from 18 ft,,80-74,,
6:32.0,,,80-74,,Defensive rebound by D. Green
6:23.0,,,80-76,2,K. Durant makes 2-pt shot from 1 ft
6:23.0,New Orleans full timeout,,80-76,,
6:23.0,S. Hill enters the game for R. Rondo,,80-76,,
6:08.0,N. Mirotic misses 3-pt shot from 23 ft,,80-76,,
6:05.0,,,80-76,,Defensive rebound by K. Durant
5:53.0,,,80-76,,K. Looney misses 2-pt shot from 3 ft
5:47.0,,,80-76,,Offensive rebound by D. Green
5:46.0,,,80-76,,Turnover by D. Green (lost ball; steal by J. Holiday)
5:44.0,,,80-76,,Personal foul by K. Looney (drawn by S. Hill)
5:44.0,,,80-76,,A. Iguodala enters the game for K. Looney
5:36.0,J. Holiday makes 2-pt shot from 12 ft,2,82-76,,
5:19.0,,,82-78,2,K. Durant makes 2-pt shot from 1 ft
4:58.0,A. Davis misses 2-pt shot from 6 ft,,82-78,,
4:54.0,,,82-78,,Defensive rebound by K. Durant
4:50.0,,,82-81,3,Q. Cook makes 3-pt shot from 25 ft (assist by D. Green)
4:44.0,Turnover by J. Holiday (bad pass),,82-81,,
4:44.0,,,82-81,,D. Jones enters the game for D. Green
4:44.0,D. Miller enters the game for N. Mirotic,,82-81,,
4:26.0,Personal foul by S. Hill (drawn by K. Durant),,82-81,,
4:18.0,,,82-81,,A. Iguodala misses 3-pt shot from 26 ft
4:14.0,,,82-81,,Offensive rebound by Q. Cook
4:05.0,,,82-84,3,Q. Cook makes 3-pt shot from 25 ft (assist by K. Durant)
3:50.0,J. Holiday misses 2-pt shot from 13 ft,,82-84,,
3:46.0,,,82-84,,Defensive rebound by Q. Cook
3:36.0,,,82-84,,Q. Cook misses 3-pt shot from 22 ft
3:33.0,Defensive rebound by S. Hill,,82-84,,
3:27.0,Turnover by S. Hill (out of bounds lost ball),,82-84,,
3:27.0,R. Rondo enters the game for J. Holiday,,82-84,,
3:05.0,,,82-84,,A. Iguodala misses 3-pt shot from 23 ft
3:00.0,Defensive rebound by A. Davis,,82-84,,
2:47.0,S. Hill misses 2-pt shot from 8 ft,,82-84,,
2:43.0,,,82-84,,Defensive rebound by K. Durant
2:36.0,,,82-84,,D. Jones misses 2-pt shot from 2 ft
2:32.0,Defensive rebound by A. Davis,,82-84,,
2:25.0,A. Davis misses 2-pt shot from 6 ft,,82-84,,
2:21.0,,,82-84,,Defensive rebound by Q. Cook
2:17.0,,,82-86,2,K. Durant makes 2-pt shot from 5 ft
2:00.0,A. Davis misses 3-pt shot from 26 ft,,82-86,,
1:55.0,,,82-86,,Defensive rebound by A. Iguodala
1:54.0,,,82-88,2,K. Durant makes 2-pt shot from 12 ft (assist by A. Iguodala)
1:54.0,,,82-88,,Shooting foul by A. Davis (drawn by K. Durant)
1:54.0,,,82-88,,N. Young enters the game for K. Thompson
1:54.0,N. Mirotic enters the game for E. Moore,,82-88,,
1:54.0,,,82-89,1,K. Durant makes free throw 1 of 1
1:42.0,D. Miller makes 2-pt shot from 6 ft (assist by R. Rondo),2,84-89,,
1:18.0,,,84-89,,Shooting foul by S. Hill (drawn by K. Durant)
1:18.0,,,84-89,,K. Durant misses free throw 1 of 2
1:18.0,,,84-89,,Offensive rebound by Team
1:18.0,,,84-90,1,K. Durant makes free throw 2 of 2
1:09.0,A. Davis makes 2-pt shot from 2 ft (assist by R. Rondo),2,86-90,,
0:54.0,,,86-90,,D. Jones misses 2-pt shot from 1 ft
0:53.0,Defensive rebound by A. Davis,,86-90,,
0:53.0,,,86-90,,Personal foul by A. Iguodala (drawn by A. Davis)
0:53.0,A. Davis makes free throw 1 of 2,1,87-90,,
0:53.0,A. Davis makes free throw 2 of 2,1,88-90,,
0:35.0,,,88-92,2,K. Durant makes 2-pt shot from 7 ft
0:24.0,R. Rondo misses 2-pt shot from 6 ft,,88-92,,
0:17.0,,,88-92,,Defensive rebound by K. Durant
0:16.0,,,88-92,,Turnover by K. Durant (bad pass; steal by S. Hill)
0:13.0,Turnover by S. Hill (bad pass; steal by N. Young),,88-92,,
0:00.0,,,88-92,,Q. Cook misses 2-pt shot from 11 ft
0:00.0,Defensive rebound by R. Rondo,,88-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,J. Holiday makes 2-pt shot from 17 ft,2,90-92,,
11:24.0,,,90-95,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
11:01.0,Turnover by C. Diallo (bad pass),,90-95,,
10:50.0,,,90-95,,K. Thompson misses 3-pt shot from 27 ft
10:48.0,,,90-95,,Offensive rebound by Team
10:48.0,Loose ball foul by J. Holiday (drawn by K. Thompson),,90-95,,
10:36.0,,,90-95,,A. Iguodala misses 3-pt shot from 26 ft
10:31.0,Defensive rebound by N. Mirotic,,90-95,,
10:25.0,,,90-95,,Violation by D. Green (kicked ball)
10:21.0,Shooting foul by D. Green (drawn by N. Mirotic),,90-95,,
10:21.0,N. Mirotic makes free throw 1 of 2,1,91-95,,
10:21.0,N. Mirotic makes free throw 2 of 2,1,92-95,,
10:08.0,,,92-95,,Turnover by D. Green (bad pass; steal by N. Mirotic)
9:49.0,,,92-95,,Loose ball foul by N. Young (drawn by J. Holiday)
9:33.0,J. Holiday makes 3-pt shot from 27 ft (assist by R. Rondo),3,95-95,,
9:14.0,,,95-95,,D. Green misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by R. Rondo,,95-95,,
9:13.0,,,95-95,,Q. Cook enters the game for A. Iguodala
9:03.0,J. Holiday makes 2-pt shot from 2 ft,2,97-95,,
8:52.0,,,97-97,2,D. West makes 2-pt shot from 10 ft (assist by Q. Cook)
8:39.0,J. Holiday makes 2-pt shot from 14 ft (assist by R. Rondo),2,99-97,,
8:29.0,,,99-99,2,D. West makes 2-pt shot from 2 ft (assist by Q. Cook)
8:29.0,,,99-99,,Shooting foul by J. Holiday (drawn by D. West)
8:29.0,A. Davis enters the game for C. Diallo,,99-99,,
8:29.0,,,99-99,,D. West misses free throw 1 of 1
8:29.0,E. Moore enters the game for R. Rondo,,99-99,,
8:26.0,Offensive rebound by N. Mirotic,,99-99,,
8:17.0,A. Davis makes 2-pt shot from 17 ft (assist by E. Moore),2,101-99,,
8:02.0,,,101-102,3,K. Thompson makes 3-pt shot from 29 ft
7:49.0,J. Holiday misses 3-pt shot from 26 ft,,101-102,,
7:45.0,Offensive rebound by A. Davis,,101-102,,
7:44.0,J. Holiday makes 2-pt shot from 2 ft (assist by E. Moore),2,103-102,,
7:33.0,,,103-102,,K. Thompson misses 2-pt shot from 1 ft (block by J. Holiday)
7:30.0,,,103-102,,Offensive rebound by K. Thompson
7:30.0,,,103-102,,K. Thompson misses 2-pt shot from 2 ft (block by A. Davis)
7:25.0,,,103-102,,Offensive rebound by N. Young
7:08.0,,,103-105,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
7:02.0,D. Miller misses 3-pt shot from 26 ft,,103-105,,
7:00.0,,,103-105,,Defensive rebound by N. Young
6:58.0,,,103-105,,Turnover by D. Green (bad pass; steal by A. Davis)
6:58.0,N. Mirotic makes 2-pt shot from 2 ft (assist by E. Moore),2,105-105,,
6:58.0,,,105-105,,Golden State full timeout
6:58.0,,,105-105,,K. Durant enters the game for K. Thompson
6:58.0,,,105-105,,K. Looney enters the game for D. Green
6:58.0,R. Rondo enters the game for J. Holiday,,105-105,,
6:40.0,,,105-108,3,K. Durant makes 3-pt shot from 26 ft
6:22.0,E. Moore makes 2-pt shot from 3 ft (assist by R. Rondo),2,107-108,,
6:05.0,,,107-108,,Turnover by Q. Cook (bad pass; steal by R. Rondo)
5:59.0,D. Miller makes 3-pt shot from 23 ft (assist by R. Rondo),3,110-108,,
5:49.0,,,110-108,,Turnover by K. Durant (bad pass; steal by A. Davis)
5:48.0,,,110-108,,Personal foul by K. Durant (drawn by A. Davis)
5:48.0,,,110-108,,D. Green enters the game for D. West
5:31.0,A. Davis makes 2-pt shot from 4 ft (assist by R. Rondo),2,112-108,,
5:19.0,,,112-108,,Turnover by D. Green (bad pass; steal by N. Mirotic)
5:03.0,R. Rondo misses 3-pt shot from 24 ft,,112-108,,
4:59.0,,,112-108,,Defensive rebound by D. Green
4:52.0,,,112-111,3,K. Durant makes 3-pt shot from 25 ft
4:34.0,,,112-111,,Personal foul by D. Green (drawn by R. Rondo)
4:34.0,J. Holiday enters the game for D. Miller,,112-111,,
4:26.0,E. Moore makes 2-pt shot from 21 ft (assist by R. Rondo),2,114-111,,
4:10.0,,,114-111,,K. Durant misses 2-pt shot from 15 ft
4:10.0,Defensive rebound by Team,,114-111,,
4:10.0,,,114-111,,Loose ball foul by D. Green (drawn by A. Davis)
4:10.0,A. Davis makes free throw 1 of 2,1,115-111,,
4:10.0,,,115-111,,K. Thompson enters the game for N. Young
4:10.0,A. Davis makes free throw 2 of 2,1,116-111,,
3:59.0,,,116-111,,Turnover by D. Green (bad pass; steal by J. Holiday)
3:54.0,N. Mirotic makes 3-pt shot from 27 ft (assist by R. Rondo),3,119-111,,
3:53.0,,,119-111,,Golden State full timeout
3:53.0,New Orleans full timeout,,119-111,,
3:53.0,,,119-111,,A. Iguodala enters the game for Q. Cook
3:39.0,,,119-113,2,K. Durant makes 2-pt shot from 18 ft (assist by D. Green)
3:22.0,A. Davis makes 2-pt shot from 9 ft (assist by R. Rondo),2,121-113,,
3:14.0,Personal foul by R. Rondo (drawn by A. Iguodala),,121-113,,
2:58.0,,,121-115,2,K. Durant makes 2-pt shot from 11 ft
2:33.0,J. Holiday misses 2-pt shot from 17 ft,,121-115,,
2:28.0,Offensive rebound by A. Davis,,121-115,,
2:24.0,N. Mirotic misses 3-pt shot from 28 ft,,121-115,,
2:18.0,,,121-115,,Defensive rebound by D. Green
2:18.0,Personal foul by N. Mirotic (drawn by K. Durant),,121-115,,
2:06.0,,,121-115,,K. Durant misses 2-pt shot from 3 ft (block by A. Davis)
2:03.0,,,121-115,,Offensive rebound by D. Green
2:03.0,,,121-117,2,D. Green makes 2-pt shot from 1 ft
1:43.0,N. Mirotic misses 2-pt shot from 19 ft,,121-117,,
1:38.0,,,121-117,,Defensive rebound by K. Looney
1:23.0,,,121-117,,Turnover by K. Durant (lost ball; steal by J. Holiday)
1:06.0,R. Rondo misses 2-pt shot from 6 ft,,121-117,,
1:02.0,,,121-117,,Defensive rebound by K. Durant
1:01.0,,,121-119,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
1:01.0,New Orleans full timeout,,121-119,,
0:46.0,J. Holiday misses 3-pt shot from 27 ft,,121-119,,
0:41.0,,,121-119,,Defensive rebound by K. Looney
0:31.0,,,121-119,,Turnover by K. Durant (lost ball; steal by R. Rondo)
0:23.0,E. Moore makes 2-pt shot from 17 ft (assist by A. Davis),2,123-119,,
0:23.0,,,123-119,,Golden State full timeout
0:23.0,,,123-119,,Q. Cook enters the game for K. Looney
0:18.0,,,123-119,,K. Durant misses 3-pt shot from 31 ft
0:15.0,Defensive rebound by J. Holiday,,123-119,,
0:15.0,,,123-119,,Personal foul by Q. Cook (drawn by J. Holiday)
