time,New York,pts.away,score,pts.home,Brooklyn
8:52.0,D. McDermott makes 2-pt shot from 2 ft (assist by F. Ntilikina),2,40-27,,
8:52.0,Shooting foul by J. Harris (drawn by D. McDermott),,40-27,,
8:52.0,,,40-27,,S. Dinwiddie enters the game for C. LeVert
8:52.0,D. McDermott misses free throw 1 of 1,,40-27,,
8:49.0,,,40-27,,Defensive rebound by S. Dinwiddie
8:40.0,,,40-27,,Shooting foul by M. Beasley (drawn by R. Hollis-Jefferson)
8:40.0,,,40-28,1,R. Hollis-Jefferson makes free throw 1 of 2
8:40.0,,,40-28,,D. Carroll enters the game for A. Crabbe
8:40.0,K. Porzingis enters the game for M. Beasley,,40-28,,
8:40.0,,,40-28,,R. Hollis-Jefferson misses free throw 2 of 2
8:38.0,Defensive rebound by K. O'Quinn,,40-28,,
8:22.0,R. Baker misses 2-pt shot from 3 ft,,40-28,,
8:22.0,,,40-28,,Defensive rebound by Team
8:22.0,Loose ball foul by K. O'Quinn (drawn by T. Mozgov),,40-28,,
8:22.0,,,40-28,,T. Zeller enters the game for T. Mozgov
8:07.0,,,40-31,3,S. Dinwiddie makes 3-pt shot from 23 ft (assist by R. Hollis-Jefferson)
7:52.0,K. Porzingis misses 2-pt shot from 13 ft,,40-31,,
7:46.0,Offensive rebound by R. Baker,,40-31,,
7:46.0,R. Baker makes 2-pt shot at rim,2,42-31,,
7:34.0,,,42-34,3,J. Harris makes 3-pt shot from 22 ft (assist by D. Carroll)
7:19.0,Offensive foul by K. Porzingis (drawn by S. Dinwiddie),,42-34,,
7:19.0,Turnover by K. Porzingis (offensive foul),,42-34,,
7:19.0,E. Kanter enters the game for K. O'Quinn,,42-34,,
7:19.0,C. Lee enters the game for R. Baker,,42-34,,
6:59.0,,,42-36,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
6:55.0,New York full timeout,,42-36,,
6:55.0,L. Thomas enters the game for F. Ntilikina,,42-36,,
6:55.0,J. Jack enters the game for D. McDermott,,42-36,,
6:43.0,E. Kanter makes 2-pt shot from 3 ft (assist by K. Porzingis),2,44-36,,
6:26.0,,,44-38,2,T. Zeller makes 2-pt shot from 6 ft (assist by S. Dinwiddie)
6:09.0,K. Porzingis makes 2-pt shot from 12 ft (assist by E. Kanter),2,46-38,,
5:45.0,,,46-38,,T. Zeller misses 3-pt shot from 22 ft
5:43.0,Defensive rebound by E. Kanter,,46-38,,
5:36.0,K. Porzingis makes 3-pt shot from 25 ft (assist by J. Jack),3,49-38,,
5:10.0,,,49-40,2,S. Dinwiddie makes 2-pt shot from 12 ft
4:58.0,J. Jack makes 2-pt shot from 11 ft (assist by C. Lee),2,51-40,,
4:43.0,,,51-40,,D. Carroll misses 3-pt shot from 25 ft
4:41.0,Defensive rebound by J. Jack,,51-40,,
4:33.0,C. Lee makes 3-pt shot from 23 ft (assist by K. Porzingis),3,54-40,,
4:33.0,,,54-40,,Brooklyn full timeout
4:33.0,,,54-40,,C. LeVert enters the game for D. Carroll
4:33.0,,,54-40,,A. Crabbe enters the game for J. Harris
4:21.0,,,54-40,,S. Dinwiddie misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by E. Kanter,,54-40,,
4:00.0,C. Lee misses 2-pt shot from 19 ft,,54-40,,
3:56.0,,,54-40,,Defensive rebound by T. Zeller
3:37.0,,,54-40,,R. Hollis-Jefferson misses 2-pt shot from 9 ft
3:34.0,Defensive rebound by E. Kanter,,54-40,,
3:27.0,J. Jack makes 3-pt shot from 25 ft,3,57-40,,
3:12.0,,,57-40,,Shooting foul by K. Porzingis (drawn by A. Crabbe)
3:12.0,,,57-40,,A. Crabbe misses free throw 1 of 2
3:12.0,,,57-40,,Offensive rebound by Team
3:12.0,,,57-40,,D. Carroll enters the game for T. Zeller
3:12.0,D. McDermott enters the game for K. Porzingis,,57-40,,
3:12.0,,,57-41,1,A. Crabbe makes free throw 2 of 2
2:54.0,E. Kanter makes 2-pt shot from 5 ft,2,59-41,,
2:41.0,,,59-43,2,S. Dinwiddie makes 2-pt shot from 2 ft
2:23.0,Turnover by J. Jack (bad pass; steal by C. LeVert),,59-43,,
2:20.0,,,59-43,,Shooting foul by D. McDermott (drawn by C. LeVert)
2:20.0,,,59-44,1,C. LeVert makes free throw 1 of 2
2:20.0,,,59-45,1,C. LeVert makes free throw 2 of 2
2:01.0,,,59-45,,Personal foul by R. Hollis-Jefferson (drawn by E. Kanter)
1:49.0,E. Kanter misses 2-pt shot from 2 ft,,59-45,,
1:44.0,Offensive rebound by E. Kanter,,59-45,,
1:44.0,E. Kanter makes 2-pt shot at rim,2,61-45,,
1:39.0,Personal foul by L. Thomas (drawn by S. Dinwiddie),,61-45,,
1:39.0,,,61-45,,S. Dinwiddie misses free throw 1 of 2
1:39.0,,,61-45,,Offensive rebound by Team
1:39.0,,,61-46,1,S. Dinwiddie makes free throw 2 of 2
1:35.0,,,61-46,,Personal foul by C. LeVert (drawn by J. Jack)
1:35.0,F. Ntilikina enters the game for L. Thomas,,61-46,,
1:19.0,,,61-46,,Personal foul by R. Hollis-Jefferson (drawn by E. Kanter)
1:19.0,E. Kanter makes free throw 1 of 2,1,62-46,,
1:19.0,E. Kanter makes free throw 2 of 2,1,63-46,,
1:00.0,,,63-48,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
0:42.0,C. Lee misses 3-pt shot from 26 ft,,63-48,,
0:41.0,,,63-48,,Defensive rebound by Team
0:41.0,Loose ball foul by E. Kanter (drawn by S. Dinwiddie),,63-48,,
0:41.0,,,63-49,1,S. Dinwiddie makes free throw 1 of 2
0:41.0,,,63-50,1,S. Dinwiddie makes free throw 2 of 2
0:21.0,J. Jack misses 2-pt shot from 7 ft,,63-50,,
0:19.0,,,63-50,,Defensive rebound by C. LeVert
0:02.0,,,63-50,,S. Dinwiddie misses 3-pt shot from 27 ft
0:02.0,,,63-50,,Offensive rebound by R. Hollis-Jefferson
0:00.0,,,63-50,,R. Hollis-Jefferson misses 2-pt shot from 10 ft
0:00.0,Defensive rebound by Team,,63-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,63-53,3,D. Carroll makes 3-pt shot from 22 ft (assist by S. Dinwiddie)
11:21.0,J. Jack misses 2-pt shot from 5 ft,,63-53,,
11:19.0,,,63-53,,Defensive rebound by T. Zeller
11:09.0,,,63-53,,S. Dinwiddie misses 2-pt shot from 19 ft
11:07.0,Defensive rebound by L. Thomas,,63-53,,
10:52.0,Turnover by E. Kanter (bad pass; steal by D. Carroll),,63-53,,
10:45.0,,,63-53,,D. Carroll misses 2-pt shot from 3 ft
10:42.0,,,63-53,,Offensive rebound by T. Zeller
10:42.0,,,63-55,2,T. Zeller makes 2-pt shot at rim
10:20.0,C. Lee makes 2-pt shot from 16 ft,2,65-55,,
10:07.0,,,65-55,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
10:04.0,Defensive rebound by K. Porzingis,,65-55,,
9:55.0,K. Porzingis misses 3-pt shot from 25 ft,,65-55,,
9:51.0,Offensive rebound by J. Jack,,65-55,,
9:49.0,J. Jack misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson),,65-55,,
9:49.0,Offensive rebound by Team,,65-55,,
9:46.0,E. Kanter misses 2-pt shot from 5 ft,,65-55,,
9:44.0,,,65-55,,Defensive rebound by T. Zeller
9:33.0,,,65-57,2,R. Hollis-Jefferson makes 2-pt shot from 4 ft (assist by S. Dinwiddie)
9:25.0,New York full timeout,,65-57,,
9:25.0,M. Beasley enters the game for K. Porzingis,,65-57,,
9:10.0,Turnover by J. Jack (bad pass; steal by S. Dinwiddie),,65-57,,
9:06.0,,,65-59,2,T. Zeller makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
9:06.0,,,65-59,,Shooting foul by C. Lee (drawn by T. Zeller)
9:06.0,,,65-60,1,T. Zeller makes free throw 1 of 1
8:55.0,M. Beasley makes 2-pt shot from 2 ft (assist by C. Lee),2,67-60,,
8:31.0,,,67-60,,Offensive foul by D. Carroll (drawn by J. Jack)
8:31.0,,,67-60,,Turnover by D. Carroll (offensive foul)
8:24.0,C. Lee makes 2-pt shot from 20 ft,2,69-60,,
8:08.0,,,69-62,2,S. Dinwiddie makes 2-pt shot from 1 ft
7:54.0,Shooting foul by A. Crabbe (drawn by C. Lee),,69-62,,
7:54.0,C. Lee makes free throw 1 of 2,1,70-62,,
7:54.0,C. Lee makes free throw 2 of 2,1,71-62,,
7:46.0,,,71-65,3,A. Crabbe makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
7:26.0,M. Beasley misses 2-pt shot from 8 ft,,71-65,,
7:23.0,,,71-65,,Defensive rebound by S. Dinwiddie
7:13.0,,,71-68,3,S. Dinwiddie makes 3-pt shot from 32 ft (assist by D. Carroll)
6:53.0,J. Jack misses 2-pt shot from 13 ft,,71-68,,
6:51.0,,,71-68,,Defensive rebound by S. Dinwiddie
6:43.0,,,71-68,,A. Crabbe misses 3-pt shot from 26 ft
6:40.0,Defensive rebound by E. Kanter,,71-68,,
6:29.0,Turnover by M. Beasley (lost ball; steal by R. Hollis-Jefferson),,71-68,,
6:25.0,,,71-68,,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Jack)
6:21.0,E. Kanter makes 2-pt shot from 6 ft (assist by C. Lee),2,73-68,,
6:04.0,,,73-70,2,R. Hollis-Jefferson makes 2-pt shot from 17 ft
5:49.0,Turnover by E. Kanter (lost ball; steal by R. Hollis-Jefferson),,73-70,,
5:44.0,,,73-72,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by A. Crabbe)
5:28.0,C. Lee misses 2-pt shot from 8 ft,,73-72,,
5:25.0,,,73-72,,Defensive rebound by T. Zeller
5:18.0,,,73-75,3,D. Carroll makes 3-pt shot from 25 ft
5:18.0,New York full timeout,,73-75,,
5:18.0,,,73-75,,J. Harris enters the game for D. Carroll
5:18.0,,,73-75,,C. LeVert enters the game for A. Crabbe
5:18.0,,,73-75,,J. Allen enters the game for T. Zeller
5:18.0,D. McDermott enters the game for E. Kanter,,73-75,,
5:18.0,K. O'Quinn enters the game for L. Thomas,,73-75,,
5:01.0,M. Beasley misses 2-pt shot from 8 ft,,73-75,,
4:59.0,,,73-75,,Defensive rebound by S. Dinwiddie
4:53.0,,,73-77,2,S. Dinwiddie makes 2-pt shot from 2 ft
4:40.0,C. Lee misses 2-pt shot from 15 ft,,73-77,,
4:36.0,Offensive rebound by D. McDermott,,73-77,,
4:25.0,J. Jack misses 2-pt shot from 3 ft,,73-77,,
4:22.0,,,73-77,,Defensive rebound by J. Harris
4:15.0,,,73-77,,J. Allen misses 2-pt shot from 4 ft (block by K. O'Quinn)
4:12.0,Defensive rebound by M. Beasley,,73-77,,
4:02.0,M. Beasley misses 2-pt shot from 8 ft,,73-77,,
4:01.0,Offensive rebound by Team,,73-77,,
4:01.0,F. Ntilikina enters the game for J. Jack,,73-77,,
3:54.0,M. Beasley makes 2-pt shot from 13 ft (assist by F. Ntilikina),2,75-77,,
3:29.0,,,75-77,,Turnover by R. Hollis-Jefferson (bad pass; steal by C. Lee)
3:09.0,M. Beasley makes 2-pt shot from 16 ft,2,77-77,,
3:06.0,,,77-77,,Brooklyn full timeout
3:06.0,,,77-77,,A. Crabbe enters the game for S. Dinwiddie
3:06.0,,,77-77,,D. Carroll enters the game for R. Hollis-Jefferson
2:52.0,,,77-79,2,J. Allen makes 2-pt shot from 1 ft (assist by C. LeVert)
2:39.0,Offensive foul by M. Beasley (drawn by C. LeVert),,77-79,,
2:39.0,Turnover by M. Beasley (offensive foul),,77-79,,
2:20.0,,,77-79,,Turnover by C. LeVert (lost ball; steal by M. Beasley)
2:16.0,M. Beasley makes 2-pt shot from 2 ft,2,79-79,,
2:16.0,Shooting foul by D. Carroll (drawn by M. Beasley),,79-79,,
2:16.0,M. Beasley misses free throw 1 of 1,,79-79,,
2:13.0,Offensive rebound by F. Ntilikina,,79-79,,
2:10.0,M. Beasley misses 2-pt shot from 18 ft,,79-79,,
2:06.0,Offensive rebound by K. O'Quinn,,79-79,,
2:05.0,K. O'Quinn misses 2-pt shot from 2 ft,,79-79,,
2:02.0,,,79-79,,Defensive rebound by D. Carroll
2:00.0,,,79-79,,Turnover by D. Carroll (lost ball; steal by C. Lee)
1:56.0,Turnover by F. Ntilikina (bad pass; steal by A. Crabbe),,79-79,,
1:49.0,,,79-82,3,D. Carroll makes 3-pt shot from 27 ft
1:30.0,F. Ntilikina misses 3-pt shot from 27 ft,,79-82,,
1:30.0,Offensive rebound by K. O'Quinn,,79-82,,
1:23.0,D. McDermott makes 2-pt shot from 2 ft,2,81-82,,
1:15.0,,,81-82,,J. Harris misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by C. Lee,,81-82,,
1:06.0,C. Lee misses 2-pt shot from 9 ft,,81-82,,
1:04.0,Offensive rebound by K. O'Quinn,,81-82,,
0:58.0,M. Beasley makes 2-pt shot from 2 ft,2,83-82,,
0:58.0,Shooting foul by C. LeVert (drawn by M. Beasley),,83-82,,
0:58.0,M. Beasley makes free throw 1 of 1,1,84-82,,
0:48.0,,,84-82,,C. LeVert misses 2-pt shot from 4 ft (block by K. O'Quinn)
0:44.0,Defensive rebound by K. O'Quinn,,84-82,,
0:40.0,K. O'Quinn misses 2-pt shot from 4 ft (block by D. Carroll),,84-82,,
0:37.0,,,84-82,,Defensive rebound by A. Crabbe
0:33.0,,,84-82,,J. Harris misses 3-pt shot from 22 ft
0:30.0,Defensive rebound by F. Ntilikina,,84-82,,
0:25.0,C. Lee makes 3-pt shot from 25 ft (assist by F. Ntilikina),3,87-82,,
0:01.0,,,87-82,,Turnover by Team (shot clock)
0:00.0,M. Beasley misses 3-pt shot from 33 ft,,87-82,,
0:00.0,,,87-82,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,D. McDermott misses 2-pt shot from 19 ft,,87-82,,
11:42.0,,,87-82,,Defensive rebound by R. Hollis-Jefferson
11:31.0,,,87-84,2,R. Hollis-Jefferson makes 2-pt shot from 11 ft (assist by C. LeVert)
11:11.0,K. O'Quinn makes 2-pt shot from 13 ft (assist by F. Ntilikina),2,89-84,,
10:53.0,,,89-84,,Turnover by R. Hollis-Jefferson (lost ball; steal by F. Ntilikina)
10:48.0,F. Ntilikina makes 2-pt shot from 1 ft,2,91-84,,
10:36.0,,,91-84,,C. LeVert misses 3-pt shot from 25 ft
10:36.0,Defensive rebound by Team,,91-84,,
10:36.0,,,91-84,,Loose ball foul by T. Mozgov (drawn by K. O'Quinn)
10:36.0,,,91-84,,S. Dinwiddie enters the game for A. Crabbe
10:19.0,M. Beasley misses 2-pt shot from 11 ft,,91-84,,
10:16.0,,,91-84,,Defensive rebound by T. Mozgov
9:59.0,,,91-84,,Shooting foul by K. O'Quinn (drawn by T. Mozgov)
9:59.0,,,91-85,1,T. Mozgov makes free throw 1 of 2
9:59.0,,,91-86,1,T. Mozgov makes free throw 2 of 2
9:44.0,Turnover by K. O'Quinn (bad pass; steal by C. LeVert),,91-86,,
9:40.0,,,91-88,2,C. LeVert makes 2-pt shot from 1 ft
9:29.0,F. Ntilikina misses 2-pt shot from 17 ft,,91-88,,
9:27.0,,,91-88,,Defensive rebound by J. Harris
9:16.0,,,91-88,,Turnover by J. Harris (out of bounds lost ball)
8:57.0,M. Beasley misses 2-pt shot from 4 ft,,91-88,,
8:55.0,,,91-88,,Defensive rebound by T. Mozgov
8:46.0,,,91-88,,J. Harris misses 3-pt shot from 23 ft
8:44.0,Defensive rebound by Team,,91-88,,
8:44.0,,,91-88,,Loose ball foul by T. Mozgov (drawn by R. Baker)
8:25.0,F. Ntilikina misses 2-pt shot from 4 ft,,91-88,,
8:21.0,Offensive rebound by K. O'Quinn,,91-88,,
8:21.0,K. O'Quinn makes 2-pt shot at rim,2,93-88,,
8:08.0,,,93-90,2,R. Hollis-Jefferson makes 2-pt shot from 11 ft (assist by J. Harris)
7:51.0,D. McDermott misses 2-pt shot from 2 ft,,93-90,,
7:49.0,,,93-90,,Defensive rebound by T. Mozgov
7:35.0,,,93-90,,T. Mozgov misses 3-pt shot from 22 ft
7:33.0,Defensive rebound by M. Beasley,,93-90,,
7:19.0,M. Beasley misses 2-pt shot from 6 ft (block by R. Hollis-Jefferson),,93-90,,
7:18.0,,,93-90,,Defensive rebound by T. Mozgov
7:15.0,Personal foul by M. Beasley (drawn by T. Mozgov),,93-90,,
7:15.0,,,93-90,,T. Zeller enters the game for J. Harris
7:15.0,,,93-90,,D. Carroll enters the game for T. Mozgov
7:15.0,E. Kanter enters the game for M. Beasley,,93-90,,
7:15.0,L. Thomas enters the game for K. O'Quinn,,93-90,,
7:15.0,C. Lee enters the game for D. McDermott,,93-90,,
7:00.0,,,93-90,,S. Dinwiddie misses 3-pt shot from 25 ft
6:57.0,Defensive rebound by Team,,93-90,,
6:57.0,,,93-90,,Brooklyn full timeout
6:57.0,,,93-90,,A. Crabbe enters the game for C. LeVert
6:42.0,F. Ntilikina makes 2-pt shot from 15 ft,2,95-90,,
6:23.0,Jump ball: S. Dinwiddie vs. F. Ntilikina (D. Carroll gains possession),,,,Jump ball: S. Dinwiddie vs. F. Ntilikina (D. Carroll gains possession)
6:18.0,,,95-90,,A. Crabbe misses 3-pt shot from 26 ft
6:16.0,Defensive rebound by F. Ntilikina,,95-90,,
6:04.0,C. Lee misses 2-pt shot from 15 ft,,95-90,,
6:01.0,,,95-90,,Defensive rebound by R. Hollis-Jefferson
5:56.0,,,95-90,,D. Carroll misses 3-pt shot from 23 ft
5:54.0,Defensive rebound by E. Kanter,,95-90,,
5:32.0,Turnover by Team (shot clock),,95-90,,
5:32.0,,,95-90,,C. LeVert enters the game for S. Dinwiddie
5:22.0,,,95-90,,Shooting foul by F. Ntilikina (drawn by R. Hollis-Jefferson)
