time,Sacramento,pts.away,score,pts.home,Golden State
7:22.0,,,11-10,,Defensive rebound by K. Thompson
7:17.0,,,11-10,,Shooting foul by S. Labissiere (drawn by Z. Pachulia)
7:17.0,,,11-10,,Z. Pachulia misses free throw 1 of 2
7:17.0,,,11-10,,Offensive rebound by Team
7:17.0,,,11-11,1,Z. Pachulia makes free throw 2 of 2
7:01.0,Turnover by G. Temple (bad pass; steal by K. Thompson),,11-11,,
6:58.0,,,11-11,,O. Casspi misses 2-pt shot from 2 ft (block by G. Temple)
6:57.0,,,11-11,,Offensive rebound by Z. Pachulia
6:53.0,,,11-14,3,P. McCaw makes 3-pt shot from 27 ft (assist by Z. Pachulia)
6:39.0,Turnover by D. Fox (bad pass; steal by Z. Pachulia),,11-14,,
6:31.0,,,11-14,,D. Green misses 3-pt shot from 26 ft
6:27.0,Defensive rebound by Z. Randolph,,11-14,,
6:18.0,S. Labissiere misses 2-pt shot from 1 ft,,11-14,,
6:17.0,Offensive rebound by S. Labissiere,,11-14,,
6:17.0,S. Labissiere makes 2-pt shot from 1 ft,2,13-14,,
6:17.0,Shooting foul by O. Casspi (drawn by S. Labissiere),,13-14,,
6:17.0,,,13-14,,Golden State full timeout
6:17.0,S. Labissiere makes free throw 1 of 1,1,14-14,,
6:03.0,Personal foul by G. Temple (drawn by K. Thompson),,14-14,,
5:52.0,,,14-16,2,K. Thompson makes 2-pt shot from 13 ft
5:34.0,Z. Randolph makes 2-pt shot from 1 ft (assist by D. Fox),2,16-16,,
5:24.0,,,16-16,,O. Casspi misses 2-pt shot from 9 ft
5:18.0,Defensive rebound by S. Labissiere,,16-16,,
5:17.0,D. Fox makes 2-pt shot from 18 ft,2,18-16,,
4:54.0,,,18-18,2,O. Casspi makes 2-pt shot from 1 ft (assist by D. Green)
4:42.0,,,18-18,,Violation by Z. Pachulia (kicked ball)
4:42.0,,,18-18,,J. McGee enters the game for D. Green
4:42.0,,,18-18,,A. Iguodala enters the game for Z. Pachulia
4:27.0,Turnover by S. Labissiere (lost ball; steal by P. McCaw),,18-18,,
4:20.0,,,18-20,2,O. Casspi makes 2-pt shot from 2 ft (assist by P. McCaw)
4:03.0,,,18-20,,Personal foul by K. Thompson (drawn by G. Hill)
4:03.0,K. Koufos enters the game for S. Labissiere,,18-20,,
4:03.0,W. Cauley-Stein enters the game for Z. Randolph,,18-20,,
4:03.0,,,18-20,,K. Looney enters the game for K. Thompson
3:51.0,G. Hill misses 3-pt shot from 26 ft,,18-20,,
3:47.0,,,18-20,,Defensive rebound by P. McCaw
3:37.0,,,18-22,2,P. McCaw makes 2-pt shot from 2 ft (assist by K. Looney)
3:16.0,Turnover by G. Temple (bad pass),,18-22,,
3:16.0,,,18-22,,S. Livingston enters the game for P. McCaw
3:16.0,,,18-22,,N. Young enters the game for O. Casspi
3:16.0,F. Mason enters the game for G. Hill,,18-22,,
3:16.0,B. Bogdanovic enters the game for D. Fox,,18-22,,
3:00.0,B. Hield enters the game for G. Temple,,18-22,,
2:58.0,,,18-22,,Turnover by N. Young (traveling)
2:58.0,Sacramento full timeout,,18-22,,
2:43.0,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by F. Mason),2,20-22,,
2:26.0,,,20-25,3,N. Young makes 3-pt shot from 27 ft (assist by A. Iguodala)
2:01.0,B. Hield makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,22-25,,
1:38.0,,,22-25,,A. Iguodala misses 3-pt shot from 26 ft
1:34.0,Defensive rebound by W. Cauley-Stein,,22-25,,
1:31.0,B. Hield makes 3-pt shot from 22 ft (assist by F. Mason),3,25-25,,
1:16.0,,,25-25,,Turnover by K. Looney (bad pass)
1:06.0,F. Mason makes 2-pt shot from 10 ft,2,27-25,,
0:45.0,,,27-27,2,A. Iguodala makes 2-pt shot from 1 ft
0:35.0,Turnover by B. Bogdanovic (bad pass; steal by J. McGee),,27-27,,
0:28.0,,,27-27,,Turnover by A. Iguodala (palming)
0:28.0,,,27-27,,D. Green enters the game for J. McGee
0:13.0,B. Bogdanovic misses 3-pt shot from 25 ft,,27-27,,
0:07.0,,,27-27,,Defensive rebound by N. Young
0:01.0,,,27-27,,D. Green misses 3-pt shot from 27 ft
0:00.0,,,27-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,27-29,2,S. Livingston makes 2-pt shot from 2 ft (assist by D. Green)
11:34.0,Offensive charge foul by W. Cauley-Stein (drawn by A. Iguodala),,27-29,,
11:34.0,Turnover by W. Cauley-Stein (offensive foul),,27-29,,
11:21.0,,,27-29,,N. Young misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by W. Cauley-Stein,,27-29,,
11:02.0,F. Mason misses 2-pt shot from 12 ft,,27-29,,
10:53.0,,,27-29,,Defensive rebound by D. West
10:48.0,,,27-29,,S. Livingston misses 2-pt shot from 11 ft
10:45.0,Defensive rebound by Team,,27-29,,
10:29.0,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by F. Mason),2,29-29,,
10:10.0,,,29-31,2,N. Young makes 2-pt shot from 1 ft (assist by D. West)
9:47.0,B. Bogdanovic makes 2-pt shot from 8 ft,2,31-31,,
9:41.0,,,31-34,3,N. Young makes 3-pt shot from 26 ft (assist by A. Iguodala)
9:27.0,F. Mason misses 2-pt shot from 10 ft (block by S. Livingston),,31-34,,
9:23.0,Offensive rebound by F. Mason,,31-34,,
9:20.0,B. Hield misses 2-pt shot from 15 ft,,31-34,,
9:18.0,,,31-34,,Defensive rebound by D. West
9:16.0,,,31-34,,Turnover by D. Green (out of bounds lost ball)
9:16.0,Sacramento full timeout,,31-34,,
8:59.0,Shooting foul by S. Livingston (drawn by B. Bogdanovic),,31-34,,
8:59.0,B. Bogdanovic makes free throw 1 of 3,1,32-34,,
8:59.0,B. Bogdanovic makes free throw 2 of 3,1,33-34,,
8:59.0,B. Bogdanovic misses free throw 3 of 3,,33-34,,
8:57.0,,,33-34,,Defensive rebound by D. West
8:55.0,,,33-34,,Shooting foul by B. Bogdanovic (drawn by A. Iguodala)
8:55.0,,,33-34,,A. Iguodala misses free throw 1 of 2
8:55.0,,,33-34,,Offensive rebound by Team
8:55.0,,,33-35,1,A. Iguodala makes free throw 2 of 2
8:39.0,F. Mason makes 3-pt shot from 25 ft (assist by K. Koufos),3,36-35,,
8:23.0,,,36-35,,N. Young misses 3-pt shot from 26 ft
8:19.0,Defensive rebound by B. Hield,,36-35,,
8:17.0,F. Mason misses 2-pt shot from 19 ft,,36-35,,
8:12.0,,,36-35,,Defensive rebound by A. Iguodala
8:04.0,,,36-35,,D. West misses 2-pt shot from 18 ft
7:59.0,Defensive rebound by F. Mason,,36-35,,
7:48.0,K. Koufos misses 2-pt shot from 11 ft,,36-35,,
7:43.0,,,36-35,,Defensive rebound by A. Iguodala
7:25.0,,,36-37,2,A. Iguodala makes 2-pt shot from 5 ft (assist by D. Green)
7:13.0,K. Koufos misses 2-pt shot from 5 ft,,36-37,,
7:08.0,,,36-37,,Defensive rebound by D. West
7:03.0,,,36-39,2,S. Livingston makes 2-pt shot from 15 ft
6:42.0,B. Bogdanovic makes 2-pt shot from 10 ft (assist by W. Cauley-Stein),2,38-39,,
6:29.0,,,38-39,,Golden State full timeout
6:29.0,,,38-39,,J. Bell enters the game for N. Young
6:29.0,,,38-39,,K. Thompson enters the game for D. Green
6:29.0,,,38-39,,P. McCaw enters the game for S. Livingston
6:29.0,Z. Randolph enters the game for B. Bogdanovic,,38-39,,
6:29.0,G. Temple enters the game for K. Koufos,,38-39,,
6:21.0,,,38-39,,K. Thompson misses 2-pt shot from 10 ft
6:20.0,,,38-39,,Offensive rebound by J. Bell
6:20.0,,,38-41,2,J. Bell makes 2-pt shot at rim
6:05.0,B. Hield misses 2-pt shot from 20 ft (block by K. Thompson),,38-41,,
6:03.0,,,38-41,,Defensive rebound by J. Bell
5:50.0,,,38-44,3,K. Thompson makes 3-pt shot from 25 ft (assist by P. McCaw)
5:28.0,F. Mason misses 2-pt shot from 2 ft (block by D. West),,38-44,,
5:24.0,,,38-44,,Defensive rebound by D. West
5:21.0,,,38-46,2,P. McCaw makes 2-pt shot from 1 ft (assist by A. Iguodala)
5:14.0,Sacramento full timeout,,38-46,,
5:14.0,,,38-46,,O. Casspi enters the game for A. Iguodala
5:14.0,V. Carter enters the game for F. Mason,,38-46,,
5:14.0,D. Fox enters the game for B. Hield,,38-46,,
5:05.0,Z. Randolph misses 2-pt shot from 7 ft,,38-46,,
5:04.0,Offensive rebound by W. Cauley-Stein,,38-46,,
5:02.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,40-46,,
4:47.0,,,40-48,2,D. West makes 2-pt shot from 10 ft (assist by P. McCaw)
4:40.0,Turnover by D. Fox (lost ball; steal by P. McCaw),,40-48,,
4:36.0,,,40-50,2,P. McCaw makes 2-pt shot from 2 ft
4:22.0,G. Temple makes 3-pt shot from 25 ft (assist by D. Fox),3,43-50,,
4:12.0,,,43-50,,P. McCaw misses 3-pt shot from 25 ft
4:10.0,,,43-50,,Offensive rebound by J. Bell
4:08.0,,,43-50,,K. Thompson misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by Z. Randolph,,43-50,,
4:00.0,D. Fox misses 2-pt shot from 8 ft,,43-50,,
3:58.0,,,43-50,,Defensive rebound by K. Thompson
3:47.0,,,43-50,,K. Thompson misses 2-pt shot from 2 ft
3:46.0,,,43-50,,Offensive rebound by J. Bell
3:45.0,,,43-52,2,J. Bell makes 2-pt shot at rim
3:21.0,Shooting foul by K. Thompson (drawn by G. Temple),,43-52,,
3:21.0,G. Temple makes free throw 1 of 2,1,44-52,,
3:21.0,,,44-52,,D. Green enters the game for D. West
3:21.0,G. Hill enters the game for W. Cauley-Stein,,44-52,,
3:21.0,G. Temple makes free throw 2 of 2,1,45-52,,
3:03.0,Personal foul by Z. Randolph (drawn by J. Bell),,45-52,,
2:51.0,,,45-52,,K. Thompson misses 2-pt shot from 11 ft
2:46.0,,,45-52,,Offensive rebound by K. Thompson
2:45.0,,,45-55,3,O. Casspi makes 3-pt shot from 26 ft (assist by K. Thompson)
2:21.0,D. Fox makes 2-pt shot from 11 ft,2,47-55,,
2:13.0,,,47-55,,K. Thompson misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by G. Temple,,47-55,,
1:59.0,Z. Randolph misses 3-pt shot from 25 ft,,47-55,,
1:55.0,,,47-55,,Defensive rebound by J. Bell
1:49.0,,,47-55,,Turnover by D. Green (bad pass)
1:34.0,Z. Randolph misses 2-pt shot from 10 ft,,47-55,,
1:32.0,Offensive rebound by G. Temple,,47-55,,
1:30.0,G. Temple makes 2-pt shot at rim,2,49-55,,
1:13.0,Personal foul by D. Fox (drawn by P. McCaw),,49-55,,
1:08.0,,,49-55,,D. Green misses 2-pt shot from 3 ft (block by V. Carter)
1:04.0,Defensive rebound by D. Fox,,49-55,,
1:01.0,D. Fox misses 2-pt shot from 2 ft (block by J. Bell),,49-55,,
0:57.0,Offensive rebound by G. Hill,,49-55,,
0:57.0,Z. Randolph makes 2-pt shot from 2 ft (assist by V. Carter),2,51-55,,
0:40.0,,,51-55,,K. Thompson misses 3-pt shot from 24 ft
0:34.0,Defensive rebound by D. Fox,,51-55,,
0:21.0,Shooting foul by J. Bell (drawn by Z. Randolph),,51-55,,
0:21.0,Z. Randolph makes free throw 1 of 2,1,52-55,,
0:21.0,,,52-55,,N. Young enters the game for J. Bell
0:21.0,Z. Randolph makes free throw 2 of 2,1,53-55,,
0:06.0,,,53-55,,Turnover by P. McCaw (bad pass; steal by Z. Randolph)
0:01.0,G. Temple misses 3-pt shot from 22 ft,,53-55,,
0:00.0,Offensive rebound by Team,,53-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,53-55,,P. McCaw misses 3-pt shot from 25 ft
11:37.0,,,53-55,,Offensive rebound by Z. Pachulia
11:35.0,,,53-55,,K. Thompson misses 3-pt shot from 24 ft
11:30.0,,,53-55,,Offensive rebound by Z. Pachulia
11:17.0,,,53-57,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Thompson)
11:17.0,Violation by S. Labissiere (def goaltending),,53-57,,
11:05.0,Z. Randolph misses 2-pt shot from 2 ft (block by P. McCaw),,53-57,,
11:04.0,Offensive rebound by Z. Randolph,,53-57,,
11:04.0,Z. Randolph misses 2-pt shot from 2 ft,,53-57,,
11:02.0,,,53-57,,Defensive rebound by O. Casspi
10:56.0,,,53-57,,Turnover by Z. Pachulia (lost ball; steal by G. Temple)
10:45.0,G. Hill makes 3-pt shot from 23 ft (assist by D. Fox),3,56-57,,
10:17.0,,,56-57,,O. Casspi misses 2-pt shot from 11 ft
10:14.0,Defensive rebound by Z. Randolph,,56-57,,
10:02.0,Z. Randolph makes 2-pt shot from 1 ft (assist by G. Temple),2,58-57,,
10:02.0,,,58-57,,Golden State full timeout
9:47.0,,,58-57,,Z. Pachulia misses 2-pt shot from 15 ft
9:43.0,Defensive rebound by S. Labissiere,,58-57,,
9:19.0,Turnover by Team (shot clock),,58-57,,
9:08.0,,,58-57,,Shooting foul by G. Temple (drawn by P. McCaw)
9:08.0,,,58-58,1,P. McCaw makes free throw 1 of 2
9:08.0,,,58-59,1,P. McCaw makes free throw 2 of 2
8:56.0,Shooting foul by Z. Pachulia (drawn by Z. Randolph),,58-59,,
8:56.0,Z. Randolph makes free throw 1 of 2,1,59-59,,
8:56.0,Z. Randolph misses free throw 2 of 2,,59-59,,
8:52.0,,,59-59,,Defensive rebound by D. Green
8:41.0,,,59-62,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
8:20.0,G. Temple misses 2-pt shot from 18 ft,,59-62,,
8:16.0,,,59-62,,Defensive rebound by O. Casspi
8:11.0,,,59-62,,Shooting foul by S. Labissiere (drawn by D. Green)
8:11.0,,,59-62,,D. Green misses free throw 1 of 2
8:11.0,,,59-62,,Offensive rebound by Team
8:11.0,,,59-63,1,D. Green makes free throw 2 of 2
8:01.0,S. Labissiere makes 2-pt shot from 10 ft (assist by Z. Randolph),2,61-63,,
7:43.0,,,61-65,2,O. Casspi makes 2-pt shot from 1 ft (assist by Z. Pachulia)
7:29.0,D. Fox makes 2-pt shot from 19 ft,2,63-65,,
7:17.0,Personal foul by S. Labissiere (drawn by D. Green),,63-65,,
7:09.0,,,63-65,,Turnover by K. Thompson (step out of bounds)
6:56.0,Turnover by G. Temple (bad pass; steal by P. McCaw),,63-65,,
6:50.0,,,63-65,,Turnover by P. McCaw (lost ball; steal by D. Fox)
6:41.0,Turnover by Z. Randolph (bad pass; steal by D. Green),,63-65,,
6:26.0,,,63-65,,Shooting foul by G. Hill (drawn by P. McCaw)
6:26.0,,,63-66,1,P. McCaw makes free throw 1 of 2
6:26.0,,,63-67,1,P. McCaw makes free throw 2 of 2
6:08.0,G. Hill makes 3-pt shot from 23 ft (assist by Z. Randolph),3,66-67,,
5:51.0,,,66-67,,P. McCaw misses 3-pt shot from 25 ft
5:48.0,,,66-67,,Offensive rebound by Team
5:45.0,,,66-70,3,K. Thompson makes 3-pt shot from 25 ft (assist by Z. Pachulia)
5:25.0,Turnover by S. Labissiere (bad pass; steal by P. McCaw),,66-70,,
5:15.0,,,66-70,,Shooting foul by D. Fox (drawn by D. Green)
5:15.0,,,66-70,,D. Green misses free throw 1 of 2
5:15.0,,,66-70,,Offensive rebound by Team
5:15.0,,,66-70,,J. McGee enters the game for O. Casspi
5:15.0,,,66-70,,A. Iguodala enters the game for Z. Pachulia
5:15.0,,,66-71,1,D. Green makes free throw 2 of 2
5:06.0,G. Hill makes 3-pt shot from 26 ft,3,69-71,,
4:54.0,,,69-74,3,K. Thompson makes 3-pt shot from 25 ft (assist by J. McGee)
4:37.0,,,69-74,,Personal foul by K. Thompson (drawn by G. Hill)
4:37.0,V. Carter enters the game for S. Labissiere,,69-74,,
4:37.0,W. Cauley-Stein enters the game for Z. Randolph,,69-74,,
4:23.0,V. Carter misses 3-pt shot from 23 ft,,69-74,,
4:21.0,,,69-74,,Defensive rebound by D. Green
4:17.0,,,69-74,,D. Green misses 2-pt shot from 8 ft (block by W. Cauley-Stein)
4:12.0,Defensive rebound by G. Temple,,69-74,,
4:09.0,D. Fox misses 2-pt shot from 2 ft,,69-74,,
4:06.0,,,69-74,,Defensive rebound by K. Thompson
4:04.0,,,69-76,2,J. McGee makes 2-pt shot from 1 ft (assist by D. Green)
3:41.0,G. Temple makes 3-pt shot from 25 ft (assist by V. Carter),3,72-76,,
3:20.0,,,72-79,3,P. McCaw makes 3-pt shot from 24 ft (assist by J. McGee)
2:57.0,G. Temple misses 3-pt shot from 25 ft (block by J. McGee),,72-79,,
2:55.0,Offensive rebound by W. Cauley-Stein,,72-79,,
2:52.0,Turnover by Team (shot clock),,72-79,,
2:52.0,Sacramento full timeout,,72-79,,
2:52.0,,,72-79,,N. Young enters the game for D. Green
2:52.0,F. Mason enters the game for D. Fox,,72-79,,
2:30.0,,,72-79,,Offensive charge foul by J. McGee (drawn by G. Temple)
2:30.0,,,72-79,,Turnover by J. McGee (offensive foul)
2:10.0,G. Hill makes 2-pt shot from 10 ft,2,74-79,,
1:59.0,,,74-82,3,A. Iguodala makes 3-pt shot from 25 ft (assist by J. McGee)
1:36.0,V. Carter makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,76-82,,
1:15.0,,,76-82,,Turnover by N. Young (bad pass; steal by V. Carter)
1:04.0,W. Cauley-Stein makes 2-pt shot from 2 ft,2,78-82,,
1:04.0,Shooting foul by K. Thompson (drawn by W. Cauley-Stein),,78-82,,
1:04.0,,,78-82,,O. Casspi enters the game for P. McCaw
1:04.0,,,78-82,,S. Livingston enters the game for J. McGee
1:04.0,,,78-82,,D. Green enters the game for K. Thompson
1:04.0,B. Bogdanovic enters the game for G. Temple,,78-82,,
1:04.0,W. Cauley-Stein makes free throw 1 of 1,1,79-82,,
0:46.0,,,79-82,,Turnover by N. Young (lost ball; steal by V. Carter)
0:41.0,V. Carter makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,81-82,,
0:30.0,,,81-82,,D. Green misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by V. Carter,,81-82,,
0:07.0,G. Hill makes 2-pt shot from 2 ft,2,83-82,,
0:02.0,,,83-82,,N. Young misses 3-pt shot from 26 ft
0:00.0,,,83-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,83-82,,Violation by D. Green (kicked ball)
11:43.0,Shooting foul by S. Livingston (drawn by F. Mason),,83-82,,
11:43.0,F. Mason makes free throw 1 of 2,1,84-82,,
11:43.0,F. Mason makes free throw 2 of 2,1,85-82,,
11:21.0,,,85-82,,D. West misses 2-pt shot from 10 ft
11:17.0,Defensive rebound by V. Carter,,85-82,,
11:13.0,,,85-82,,Personal foul by S. Livingston (drawn by F. Mason)
11:07.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,87-82,,
10:44.0,,,87-84,2,S. Livingston makes 2-pt shot from 9 ft
10:31.0,Turnover by G. Hill (bad pass; steal by D. West),,87-84,,
10:25.0,,,87-84,,Turnover by A. Iguodala (lost ball; steal by W. Cauley-Stein)
10:18.0,F. Mason makes 3-pt shot from 24 ft (assist by W. Cauley-Stein),3,90-84,,
9:59.0,,,90-87,3,D. Green makes 3-pt shot from 26 ft (assist by S. Livingston)
9:36.0,W. Cauley-Stein misses 2-pt shot from 6 ft,,90-87,,
9:31.0,,,90-87,,Defensive rebound by O. Casspi
9:27.0,,,90-89,2,D. West makes 2-pt shot from 1 ft (assist by D. Green)
9:26.0,Sacramento full timeout,,90-89,,
9:26.0,B. Hield enters the game for G. Hill,,90-89,,
9:13.0,Shooting foul by O. Casspi (drawn by W. Cauley-Stein),,90-89,,
9:13.0,W. Cauley-Stein makes free throw 1 of 2,1,91-89,,
9:13.0,W. Cauley-Stein makes free throw 2 of 2,1,92-89,,
8:52.0,,,92-92,3,A. Iguodala makes 3-pt shot from 25 ft
8:24.0,F. Mason makes 2-pt shot from 1 ft,2,94-92,,
8:05.0,,,94-94,2,D. West makes 2-pt shot from 18 ft (assist by O. Casspi)
7:48.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by W. Cauley-Stein),2,96-94,,
7:23.0,,,96-96,2,D. West makes 2-pt shot from 6 ft (assist by D. Green)
7:08.0,Offensive charge foul by W. Cauley-Stein (drawn by A. Iguodala),,96-96,,
7:08.0,Turnover by W. Cauley-Stein (offensive foul),,96-96,,
7:08.0,,,96-96,,P. McCaw enters the game for A. Iguodala
7:08.0,,,96-96,,K. Thompson enters the game for O. Casspi
6:51.0,Personal foul by W. Cauley-Stein (drawn by D. West),,96-96,,
6:46.0,,,96-96,,D. Green misses 2-pt shot from 2 ft
6:43.0,Defensive rebound by W. Cauley-Stein,,96-96,,
6:31.0,Turnover by B. Bogdanovic (out of bounds lost ball),,96-96,,
6:14.0,,,96-98,2,S. Livingston makes 2-pt shot from 2 ft (assist by P. McCaw)
6:14.0,Sacramento full timeout,,96-98,,
6:00.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,98-98,,
6:00.0,Shooting foul by S. Livingston (drawn by W. Cauley-Stein),,98-98,,
6:00.0,W. Cauley-Stein misses free throw 1 of 1,,98-98,,
5:57.0,,,98-98,,Defensive rebound by K. Thompson
5:40.0,,,98-101,3,D. Green makes 3-pt shot from 25 ft (assist by P. McCaw)
5:21.0,F. Mason makes 2-pt shot from 10 ft (assist by W. Cauley-Stein),2,100-101,,
5:10.0,,,100-101,,D. Green misses 2-pt shot from 1 ft (block by W. Cauley-Stein)
5:08.0,,,100-101,,Offensive rebound by S. Livingston
5:08.0,,,100-103,2,S. Livingston makes 2-pt shot at rim
4:45.0,B. Bogdanovic misses 2-pt shot from 6 ft,,100-103,,
4:40.0,Offensive rebound by V. Carter,,100-103,,
4:39.0,V. Carter misses 2-pt shot from 1 ft,,100-103,,
4:37.0,,,100-103,,Defensive rebound by D. West
4:19.0,,,100-103,,D. Green misses 3-pt shot from 27 ft
4:15.0,Defensive rebound by W. Cauley-Stein,,100-103,,
4:11.0,B. Hield misses 3-pt shot from 23 ft,,100-103,,
4:05.0,,,100-103,,Defensive rebound by D. West
4:02.0,,,100-103,,Golden State full timeout
4:02.0,,,100-103,,A. Iguodala enters the game for D. West
4:02.0,,,100-103,,O. Casspi enters the game for S. Livingston
4:02.0,G. Hill enters the game for V. Carter,,100-103,,
4:02.0,G. Temple enters the game for B. Hield,,100-103,,
3:45.0,,,100-103,,Turnover by Team (shot clock)
3:30.0,W. Cauley-Stein makes 2-pt shot from 5 ft (assist by G. Temple),2,102-103,,
3:11.0,,,102-106,3,K. Thompson makes 3-pt shot from 22 ft (assist by P. McCaw)
2:51.0,F. Mason misses 2-pt shot from 1 ft,,102-106,,
2:45.0,,,102-106,,Defensive rebound by D. Green
2:45.0,,,102-106,,K. Thompson misses 3-pt shot from 28 ft
2:42.0,,,102-106,,Offensive rebound by A. Iguodala
2:22.0,,,102-106,,D. Green misses 3-pt shot from 31 ft
2:18.0,Defensive rebound by F. Mason,,102-106,,
2:09.0,Sacramento full timeout,,102-106,,
2:06.0,G. Hill misses 2-pt shot from 11 ft,,102-106,,
2:04.0,Offensive rebound by G. Hill,,102-106,,
2:04.0,G. Hill misses 2-pt shot at rim,,102-106,,
2:04.0,Offensive rebound by Team,,102-106,,
1:57.0,Shooting foul by O. Casspi (drawn by G. Temple),,102-106,,
1:57.0,G. Temple makes free throw 1 of 3,1,103-106,,
1:57.0,G. Temple makes free throw 2 of 3,1,104-106,,
1:57.0,G. Temple misses free throw 3 of 3,,104-106,,
1:54.0,Offensive rebound by W. Cauley-Stein,,104-106,,
1:46.0,W. Cauley-Stein makes 2-pt shot at rim (assist by F. Mason),2,106-106,,
1:30.0,,,106-106,,D. Green misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by B. Bogdanovic,,106-106,,
1:05.0,B. Bogdanovic misses 3-pt shot from 28 ft,,106-106,,
1:02.0,,,106-106,,Defensive rebound by D. Green
1:02.0,,,106-106,,Golden State full timeout
0:48.0,,,106-106,,K. Thompson misses 3-pt shot from 26 ft
0:45.0,,,106-106,,Offensive rebound by Team
0:36.0,,,106-106,,K. Thompson misses 2-pt shot from 12 ft
0:31.0,Defensive rebound by W. Cauley-Stein,,106-106,,
0:12.0,B. Bogdanovic makes 2-pt shot from 4 ft,2,108-106,,
0:12.0,,,108-106,,Golden State full timeout
0:12.0,,,108-106,,N. Young enters the game for O. Casspi
0:10.0,Personal foul by G. Temple (drawn by K. Thompson),,108-106,,
0:06.0,,,108-106,,K. Thompson misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by B. Bogdanovic,,108-106,,
0:02.0,Shooting foul by P. McCaw (drawn by B. Bogdanovic),,108-106,,
0:02.0,B. Bogdanovic makes free throw 1 of 2,1,109-106,,
0:02.0,B. Bogdanovic makes free throw 2 of 2,1,110-106,,
