time,San Antonio,pts.away,score,pts.home,Utah
4:19.0,R. Gay misses 2-pt shot from 7 ft,,14-20,,
4:17.0,,,14-20,,Defensive rebound by A. Burks
4:06.0,,,14-20,,R. Hood misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by D. Murray,,14-20,,
3:57.0,J. Lauvergne makes 2-pt shot from 10 ft (assist by D. Murray),2,16-20,,
3:39.0,,,16-20,,Turnover by A. Burks (bad pass; steal by R. Gay)
3:19.0,J. Lauvergne misses 2-pt shot from 10 ft,,16-20,,
3:17.0,,,16-20,,Defensive rebound by J. Johnson
3:07.0,,,16-22,2,J. Johnson makes 2-pt shot from 15 ft
2:51.0,D. Murray misses 2-pt shot from 10 ft,,16-22,,
2:46.0,Offensive rebound by J. Lauvergne,,16-22,,
2:46.0,J. Lauvergne misses 2-pt shot at rim,,16-22,,
2:45.0,,,16-22,,Defensive rebound by D. Favors
2:38.0,,,16-22,,E. Udoh enters the game for R. Hood
2:38.0,,,16-22,,T. Sefolosha enters the game for D. Favors
2:30.0,,,16-22,,A. Burks misses 2-pt shot from 19 ft
2:28.0,Defensive rebound by D. Murray,,16-22,,
2:14.0,J. Lauvergne misses 2-pt shot from 1 ft,,16-22,,
2:12.0,,,16-22,,Defensive rebound by J. Johnson
2:02.0,,,16-22,,T. Sefolosha misses 2-pt shot from 21 ft
2:00.0,Defensive rebound by D. Murray,,16-22,,
1:51.0,Turnover by R. Gay (bad pass; steal by E. Udoh),,16-22,,
1:26.0,,,16-22,,J. Johnson misses 2-pt shot from 13 ft
1:25.0,Defensive rebound by Team,,16-22,,
1:25.0,,,16-22,,Loose ball foul by E. Udoh (drawn by D. Murray)
1:25.0,L. Aldridge enters the game for J. Lauvergne,,16-22,,
1:14.0,P. Mills misses 2-pt shot from 20 ft,,16-22,,
1:12.0,,,16-22,,Defensive rebound by Team
0:56.0,,,16-22,,A. Burks misses 3-pt shot from 25 ft
0:53.0,Defensive rebound by R. Gay,,16-22,,
0:44.0,D. Murray misses 2-pt shot from 16 ft,,16-22,,
0:41.0,,,16-22,,Defensive rebound by J. Ingles
0:30.0,,,16-24,2,E. Udoh makes 2-pt shot from 2 ft (assist by J. Johnson)
0:07.0,R. Gay misses 2-pt shot from 5 ft,,16-24,,
0:04.0,Offensive rebound by R. Gay,,16-24,,
0:04.0,Shooting foul by T. Sefolosha (drawn by R. Gay),,16-24,,
0:04.0,R. Gay misses free throw 1 of 2,,16-24,,
0:04.0,Offensive rebound by Team,,16-24,,
0:04.0,R. Gay makes free throw 2 of 2,1,17-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,L. Aldridge misses 2-pt shot from 13 ft,,17-24,,
11:40.0,,,17-24,,Defensive rebound by R. Rubio
11:30.0,,,17-27,3,J. Johnson makes 3-pt shot from 25 ft (assist by R. Rubio)
11:04.0,L. Aldridge misses 2-pt shot from 2 ft,,17-27,,
11:01.0,,,17-27,,Defensive rebound by T. Sefolosha
10:42.0,,,17-30,3,R. Rubio makes 3-pt shot from 25 ft (assist by T. Sefolosha)
10:28.0,Turnover by T. Parker (bad pass; steal by T. Sefolosha),,17-30,,
10:23.0,,,17-30,,R. Rubio misses 2-pt shot from 18 ft
10:17.0,Defensive rebound by L. Aldridge,,17-30,,
10:04.0,B. Forbes makes 3-pt shot from 25 ft (assist by L. Aldridge),3,20-30,,
9:41.0,,,20-30,,Turnover by R. Rubio (traveling)
9:41.0,,,20-30,,D. Favors enters the game for E. Udoh
9:41.0,K. Leonard enters the game for K. Anderson,,20-30,,
9:41.0,B. Paul enters the game for B. Forbes,,20-30,,
9:25.0,L. Aldridge misses 2-pt shot from 12 ft,,20-30,,
9:20.0,,,20-30,,Defensive rebound by R. Rubio
9:15.0,,,20-30,,A. Burks misses 2-pt shot from 17 ft
9:09.0,Defensive rebound by K. Leonard,,20-30,,
8:59.0,T. Parker makes 2-pt shot from 2 ft,2,22-30,,
8:42.0,,,22-33,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Favors)
8:31.0,D. Bertans makes 3-pt shot from 25 ft (assist by T. Parker),3,25-33,,
8:16.0,,,25-33,,Shooting foul by L. Aldridge (drawn by A. Burks)
8:16.0,,,25-34,1,A. Burks makes free throw 1 of 2
8:16.0,J. Lauvergne enters the game for L. Aldridge,,25-34,,
8:16.0,,,25-35,1,A. Burks makes free throw 2 of 2
7:58.0,D. Bertans makes 2-pt shot from 10 ft (assist by T. Parker),2,27-35,,
7:26.0,,,27-35,,Turnover by Team (shot clock)
7:20.0,,,27-35,,Personal foul by A. Burks (drawn by B. Paul)
7:20.0,,,27-35,,R. Hood enters the game for A. Burks
7:09.0,J. Lauvergne makes 2-pt shot at rim (assist by K. Leonard),2,29-35,,
7:05.0,,,29-35,,Utah full timeout
7:05.0,,,29-35,,J. Jerebko enters the game for J. Johnson
7:05.0,,,29-35,,E. Udoh enters the game for T. Sefolosha
7:05.0,,,29-35,,T. Sefolosha enters the game for D. Favors
6:46.0,,,29-35,,J. Jerebko misses 2-pt shot from 8 ft
6:43.0,Defensive rebound by D. Bertans,,29-35,,
6:38.0,D. Bertans misses 3-pt shot from 24 ft,,29-35,,
6:33.0,,,29-35,,Defensive rebound by R. Rubio
6:19.0,,,29-38,3,T. Sefolosha makes 3-pt shot from 25 ft (assist by R. Rubio)
5:58.0,K. Leonard misses 3-pt shot from 26 ft,,29-38,,
5:52.0,,,29-38,,Defensive rebound by E. Udoh
5:51.0,,,29-38,,Turnover by R. Rubio (bad pass)
5:51.0,,,29-38,,J. Ingles enters the game for R. Rubio
5:43.0,,,29-38,,Personal foul by E. Udoh (drawn by K. Leonard)
5:34.0,J. Lauvergne misses 2-pt shot from 2 ft (block by J. Jerebko),,29-38,,
5:29.0,,,29-38,,Defensive rebound by J. Jerebko
5:27.0,,,29-41,3,R. Hood makes 3-pt shot from 24 ft (assist by J. Ingles)
5:27.0,,,29-41,,Shooting foul by D. Bertans (drawn by R. Hood)
5:27.0,,,29-42,1,R. Hood makes free throw 1 of 1
5:18.0,Turnover by J. Lauvergne (offensive goaltending),,29-42,,
5:11.0,Personal block foul by B. Paul (drawn by J. Ingles),,29-42,,
5:00.0,,,29-42,,J. Ingles misses 2-pt shot from 15 ft
4:49.0,Defensive rebound by K. Leonard,,29-42,,
4:43.0,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker),3,32-42,,
4:22.0,,,32-42,,Turnover by J. Ingles (bad pass; steal by K. Leonard)
4:18.0,Shooting foul by T. Sefolosha (drawn by K. Leonard),,32-42,,
4:18.0,K. Leonard misses free throw 1 of 2,,32-42,,
4:18.0,Offensive rebound by Team,,32-42,,
4:18.0,,,32-42,,D. Favors enters the game for T. Sefolosha
4:18.0,,,32-42,,R. Rubio enters the game for E. Udoh
4:18.0,P. Mills enters the game for B. Paul,,32-42,,
4:18.0,L. Aldridge enters the game for T. Parker,,32-42,,
4:18.0,B. Forbes enters the game for D. Bertans,,32-42,,
4:18.0,D. Murray enters the game for J. Lauvergne,,32-42,,
4:18.0,K. Leonard makes free throw 2 of 2,1,33-42,,
4:05.0,,,33-42,,R. Hood misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by K. Leonard,,33-42,,
3:44.0,P. Mills misses 3-pt shot from 25 ft,,33-42,,
3:41.0,,,33-42,,Defensive rebound by R. Hood
3:30.0,,,33-42,,Offensive foul by J. Jerebko (drawn by B. Forbes)
3:30.0,,,33-42,,Turnover by J. Jerebko (offensive foul)
3:30.0,,,33-42,,A. Burks enters the game for J. Jerebko
3:30.0,K. Anderson enters the game for K. Leonard,,33-42,,
3:17.0,B. Forbes misses 2-pt shot from 10 ft,,33-42,,
3:09.0,Turnover by L. Aldridge (lost ball; steal by R. Hood),,33-42,,
3:09.0,Offensive rebound by L. Aldridge,,33-42,,
3:04.0,,,33-44,2,R. Hood makes 2-pt shot from 10 ft
3:04.0,San Antonio full timeout,,33-44,,
2:50.0,L. Aldridge misses 2-pt shot from 4 ft,,33-44,,
2:46.0,,,33-44,,Defensive rebound by R. Rubio
2:39.0,,,33-44,,Turnover by R. Rubio (bad pass; steal by B. Forbes)
2:34.0,B. Forbes makes 3-pt shot from 25 ft (assist by D. Murray),3,36-44,,
2:12.0,,,36-44,,R. Hood misses 2-pt shot from 16 ft
2:08.0,Defensive rebound by L. Aldridge,,36-44,,
1:56.0,L. Aldridge misses 2-pt shot from 10 ft,,36-44,,
1:52.0,,,36-44,,Defensive rebound by R. Rubio
1:44.0,,,36-44,,Shooting foul by B. Forbes (drawn by R. Rubio)
1:44.0,,,36-45,1,R. Rubio makes free throw 1 of 2
1:44.0,K. Leonard enters the game for D. Murray,,36-45,,
1:44.0,,,36-46,1,R. Rubio makes free throw 2 of 2
1:24.0,P. Mills misses 3-pt shot from 24 ft,,36-46,,
1:23.0,,,36-46,,Defensive rebound by Team
1:23.0,Loose ball foul by L. Aldridge (drawn by A. Burks),,36-46,,
1:23.0,,,36-47,1,A. Burks makes free throw 1 of 2
1:23.0,,,36-48,1,A. Burks makes free throw 2 of 2
1:03.0,K. Leonard makes 2-pt shot from 10 ft,2,38-48,,
0:43.0,,,38-48,,R. Hood misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by B. Forbes,,38-48,,
0:36.0,P. Mills misses 3-pt shot from 25 ft,,38-48,,
0:32.0,,,38-48,,Defensive rebound by R. Hood
0:25.0,,,38-50,2,R. Hood makes 2-pt shot from 10 ft
0:06.0,,,38-50,,Personal foul by J. Ingles (drawn by K. Leonard)
0:02.0,K. Leonard misses 3-pt shot from 23 ft,,38-50,,
0:00.0,,,38-50,,Defensive rebound by A. Burks
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,L. Aldridge makes 2-pt shot from 1 ft,2,40-50,,
11:24.0,,,40-50,,R. Hood misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by B. Forbes,,40-50,,
11:11.0,Turnover by L. Aldridge (out of bounds lost ball),,40-50,,
10:54.0,Personal foul by B. Forbes (drawn by J. Ingles),,40-50,,
10:46.0,,,40-50,,D. Favors misses 2-pt shot from 1 ft
10:43.0,Defensive rebound by J. Lauvergne,,40-50,,
10:40.0,Shooting foul by D. Favors (drawn by L. Aldridge),,40-50,,
10:40.0,L. Aldridge makes free throw 1 of 2,1,41-50,,
10:40.0,L. Aldridge makes free throw 2 of 2,1,42-50,,
10:27.0,,,42-50,,Turnover by R. Rubio (bad pass; steal by L. Aldridge)
10:19.0,Shooting foul by J. Ingles (drawn by B. Forbes),,42-50,,
10:19.0,B. Forbes makes free throw 1 of 3,1,43-50,,
10:19.0,B. Forbes makes free throw 2 of 3,1,44-50,,
10:19.0,B. Forbes makes free throw 3 of 3,1,45-50,,
10:05.0,Personal block foul by J. Lauvergne (drawn by R. Hood),,45-50,,
9:59.0,,,45-50,,J. Jerebko misses 3-pt shot from 22 ft
9:55.0,,,45-50,,Offensive rebound by D. Favors
9:55.0,,,45-50,,Shooting foul by K. Leonard (drawn by D. Favors)
9:55.0,,,45-51,1,D. Favors makes free throw 1 of 2
9:55.0,,,45-51,,D. Favors misses free throw 2 of 2
9:53.0,Defensive rebound by K. Leonard,,45-51,,
9:43.0,K. Leonard makes 2-pt shot from 13 ft,2,47-51,,
9:22.0,,,47-51,,J. Jerebko misses 2-pt shot from 2 ft
9:19.0,Defensive rebound by J. Lauvergne,,47-51,,
9:07.0,L. Aldridge makes 2-pt shot from 6 ft,2,49-51,,
8:59.0,,,49-51,,Utah full timeout
8:59.0,P. Mills enters the game for B. Forbes,,49-51,,
8:52.0,,,49-53,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
8:52.0,,,49-53,,Shooting foul by L. Aldridge (drawn by D. Favors)
8:52.0,,,49-54,1,D. Favors makes free throw 1 of 1
8:34.0,K. Leonard misses 2-pt shot from 20 ft,,49-54,,
8:31.0,Offensive rebound by J. Lauvergne,,49-54,,
8:30.0,J. Lauvergne misses 2-pt shot from 4 ft (block by D. Favors),,49-54,,
8:24.0,,,49-54,,Defensive rebound by R. Rubio
8:23.0,,,49-54,,R. Hood misses 3-pt shot from 26 ft
8:18.0,Defensive rebound by L. Aldridge,,49-54,,
8:12.0,Turnover by J. Lauvergne (out of bounds lost ball),,49-54,,
8:12.0,R. Gay enters the game for J. Lauvergne,,49-54,,
7:57.0,,,49-56,2,R. Hood makes 2-pt shot from 10 ft
7:42.0,T. Parker misses 2-pt shot from 20 ft,,49-56,,
7:39.0,,,49-56,,Defensive rebound by J. Ingles
7:23.0,,,49-56,,D. Favors misses 2-pt shot from 19 ft
7:17.0,Defensive rebound by P. Mills,,49-56,,
7:09.0,P. Mills misses 2-pt shot from 10 ft,,49-56,,
7:06.0,,,49-56,,Defensive rebound by D. Favors
6:48.0,,,49-56,,Turnover by R. Rubio (bad pass; steal by K. Leonard)
6:44.0,P. Mills makes 2-pt shot from 2 ft (assist by K. Leonard),2,51-56,,
6:28.0,,,51-59,3,J. Jerebko makes 3-pt shot from 25 ft (assist by R. Rubio)
6:26.0,San Antonio full timeout,,51-59,,
6:26.0,,,51-59,,J. Johnson enters the game for J. Jerebko
6:26.0,K. Anderson enters the game for K. Leonard,,51-59,,
6:26.0,D. Murray enters the game for T. Parker,,51-59,,
6:07.0,L. Aldridge makes 2-pt shot from 9 ft,2,53-59,,
5:41.0,,,53-59,,R. Hood misses 2-pt shot from 12 ft
5:39.0,Defensive rebound by P. Mills,,53-59,,
5:38.0,,,53-59,,Personal foul by R. Rubio (drawn by P. Mills)
5:38.0,,,53-59,,A. Burks enters the game for J. Ingles
5:28.0,Turnover by D. Murray (bad pass),,53-59,,
5:14.0,,,53-59,,J. Johnson misses 2-pt shot from 17 ft
5:09.0,Defensive rebound by D. Murray,,53-59,,
4:59.0,R. Gay makes 2-pt shot from 15 ft,2,55-59,,
4:44.0,,,55-59,,Shooting foul by D. Murray (drawn by R. Hood)
4:44.0,,,55-60,1,R. Hood makes free throw 1 of 2
4:44.0,,,55-60,,T. Sefolosha enters the game for R. Rubio
4:44.0,,,55-60,,R. Hood misses free throw 2 of 2
4:41.0,Defensive rebound by K. Anderson,,55-60,,
4:22.0,K. Anderson makes 2-pt shot from 9 ft,2,57-60,,
4:02.0,,,57-60,,Shooting foul by L. Aldridge (drawn by A. Burks)
4:02.0,,,57-61,1,A. Burks makes free throw 1 of 2
4:02.0,,,57-61,,R. Rubio enters the game for R. Hood
4:02.0,J. Lauvergne enters the game for L. Aldridge,,57-61,,
4:02.0,,,57-62,1,A. Burks makes free throw 2 of 2
3:46.0,,,57-62,,Personal foul by J. Johnson (drawn by R. Gay)
3:46.0,,,57-62,,E. Udoh enters the game for D. Favors
3:34.0,Turnover by J. Lauvergne (bad pass; steal by R. Rubio),,57-62,,
3:28.0,,,57-62,,Turnover by A. Burks (lost ball; steal by D. Murray)
3:17.0,K. Anderson misses 2-pt shot from 6 ft,,57-62,,
3:17.0,,,57-62,,Defensive rebound by R. Rubio
3:17.0,Personal foul by K. Anderson (drawn by R. Rubio),,57-62,,
3:17.0,,,57-63,1,R. Rubio makes free throw 1 of 2
3:17.0,,,57-64,1,R. Rubio makes free throw 2 of 2
3:09.0,D. Murray misses 2-pt shot from 9 ft,,57-64,,
3:06.0,,,57-64,,Defensive rebound by J. Johnson
2:56.0,,,57-66,2,J. Johnson makes 2-pt shot from 12 ft
2:28.0,K. Anderson makes 2-pt shot from 13 ft,2,59-66,,
2:09.0,,,59-66,,J. Johnson misses 2-pt shot from 14 ft
2:03.0,Defensive rebound by J. Lauvergne,,59-66,,
1:56.0,P. Mills makes 3-pt shot from 24 ft,3,62-66,,
1:39.0,,,62-68,2,R. Rubio makes 2-pt shot from 15 ft
1:24.0,Turnover by K. Anderson (bad pass; steal by E. Udoh),,62-68,,
1:19.0,,,62-70,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by R. Rubio)
0:58.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Anderson),3,65-70,,
0:42.0,,,65-70,,Turnover by R. Rubio (lost ball; steal by R. Gay)
0:26.0,P. Mills makes 3-pt shot from 27 ft (assist by D. Murray),2,68-70,,
0:07.0,Personal foul by R. Gay (drawn by R. Rubio),,68-70,,
0:07.0,,,68-71,1,R. Rubio makes free throw 1 of 2
0:07.0,,,68-71,,J. Ingles enters the game for A. Burks
0:07.0,B. Forbes enters the game for D. Murray,,68-71,,
0:07.0,,,68-72,1,R. Rubio makes free throw 2 of 2
0:00.0,K. Anderson makes 2-pt shot from 1 ft,2,70-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,70-72,,J. Johnson misses 2-pt shot from 8 ft (block by R. Gay)
11:32.0,Defensive rebound by K. Anderson,,70-72,,
11:23.0,Turnover by B. Forbes (bad pass; steal by A. Burks),,70-72,,
11:15.0,Personal foul by B. Forbes (drawn by R. Rubio),,70-72,,
11:15.0,,,70-72,,T. Sefolosha enters the game for R. Rubio
11:06.0,,,70-72,,A. Burks misses 2-pt shot from 2 ft
11:02.0,Defensive rebound by J. Lauvergne,,70-72,,
10:56.0,R. Gay misses 3-pt shot from 24 ft,,70-72,,
10:53.0,,,70-72,,Defensive rebound by J. Johnson
10:42.0,,,70-75,3,A. Burks makes 3-pt shot from 25 ft (assist by J. Ingles)
10:20.0,R. Gay misses 2-pt shot from 20 ft,,70-75,,
10:17.0,,,70-75,,Defensive rebound by E. Udoh
10:05.0,,,70-78,3,J. Ingles makes 3-pt shot from 25 ft
10:04.0,San Antonio full timeout,,70-78,,
10:04.0,,,70-78,,J. Jerebko enters the game for J. Johnson
10:04.0,,,70-78,,R. Hood enters the game for A. Burks
10:04.0,B. Paul enters the game for K. Anderson,,70-78,,
10:04.0,D. Bertans enters the game for R. Gay,,70-78,,
9:43.0,D. Bertans makes 3-pt shot from 23 ft (assist by B. Forbes),3,73-78,,
9:29.0,,,73-80,2,R. Hood makes 2-pt shot from 20 ft (assist by E. Udoh)
9:11.0,Shooting foul by J. Jerebko (drawn by J. Lauvergne),,73-80,,
9:11.0,J. Lauvergne misses free throw 1 of 2,,73-80,,
9:11.0,Offensive rebound by Team,,73-80,,
9:11.0,L. Aldridge enters the game for D. Bertans,,73-80,,
9:11.0,J. Lauvergne makes free throw 2 of 2,1,74-80,,
8:48.0,,,74-80,,R. Hood misses 2-pt shot from 14 ft
8:44.0,Defensive rebound by L. Aldridge,,74-80,,
8:36.0,T. Parker makes 2-pt shot from 2 ft,2,76-80,,
8:32.0,Personal foul by B. Forbes (drawn by J. Ingles),,76-80,,
8:32.0,D. Bertans enters the game for J. Lauvergne,,76-80,,
8:22.0,,,76-80,,T. Sefolosha misses 2-pt shot from 19 ft
8:18.0,Defensive rebound by D. Bertans,,76-80,,
8:15.0,T. Parker makes 2-pt shot from 1 ft,2,78-80,,
8:15.0,Shooting foul by J. Jerebko (drawn by T. Parker),,78-80,,
8:15.0,,,78-80,,R. Rubio enters the game for T. Sefolosha
8:15.0,P. Mills enters the game for B. Forbes,,78-80,,
8:15.0,T. Parker makes free throw 1 of 1,1,79-80,,
7:55.0,,,79-80,,J. Jerebko misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by B. Paul,,79-80,,
7:44.0,T. Parker misses 2-pt shot from 2 ft (block by E. Udoh),,79-80,,
7:44.0,Offensive rebound by Team,,79-80,,
7:44.0,,,79-80,,D. Favors enters the game for E. Udoh
7:42.0,L. Aldridge misses 2-pt shot from 20 ft,,79-80,,
7:39.0,,,79-80,,Defensive rebound by J. Ingles
7:33.0,,,79-82,2,D. Favors makes 2-pt shot from 11 ft (assist by J. Ingles)
7:20.0,T. Parker makes 2-pt shot from 20 ft,2,81-82,,
7:18.0,,,81-82,,Utah full timeout
7:00.0,,,81-82,,Shooting foul by L. Aldridge (drawn by D. Favors)
7:00.0,,,81-83,1,D. Favors makes free throw 1 of 2
7:00.0,J. Lauvergne enters the game for L. Aldridge,,81-83,,
7:00.0,,,81-84,1,D. Favors makes free throw 2 of 2
6:41.0,B. Paul misses 2-pt shot from 1 ft,,81-84,,
6:39.0,,,81-84,,Defensive rebound by D. Favors
6:32.0,,,81-86,2,R. Hood makes 2-pt shot from 2 ft
6:32.0,San Antonio full timeout,,81-86,,
6:32.0,B. Forbes enters the game for B. Paul,,81-86,,
6:15.0,J. Lauvergne misses 2-pt shot from 5 ft,,81-86,,
6:12.0,,,81-86,,Defensive rebound by J. Jerebko
5:57.0,,,81-88,2,R. Hood makes 2-pt shot from 21 ft (assist by R. Rubio)
5:45.0,J. Lauvergne misses 2-pt shot from 1 ft,,81-88,,
5:42.0,,,81-88,,Defensive rebound by R. Rubio
5:22.0,,,81-91,3,R. Hood makes 3-pt shot from 24 ft
5:11.0,Shooting foul by D. Favors (drawn by J. Lauvergne),,81-91,,
5:11.0,J. Lauvergne makes free throw 1 of 2,1,82-91,,
5:11.0,K. Anderson enters the game for T. Parker,,82-91,,
5:11.0,L. Aldridge enters the game for D. Bertans,,82-91,,
5:11.0,J. Lauvergne makes free throw 2 of 2,1,83-91,,
5:07.0,Personal foul by P. Mills (drawn by R. Rubio),,83-91,,
5:07.0,D. Bertans enters the game for J. Lauvergne,,83-91,,
4:49.0,,,83-91,,R. Rubio misses 2-pt shot from 10 ft
4:47.0,,,83-91,,Offensive rebound by J. Jerebko
4:39.0,,,83-91,,Offensive foul by D. Favors (drawn by P. Mills)
4:39.0,,,83-91,,Turnover by D. Favors (offensive foul)
4:38.0,,,83-91,,Personal foul by J. Ingles (drawn by P. Mills)
4:22.0,L. Aldridge misses 2-pt shot from 14 ft,,83-91,,
4:18.0,,,83-91,,Defensive rebound by R. Rubio
4:05.0,,,83-93,2,R. Hood makes 2-pt shot from 14 ft
3:53.0,Turnover by L. Aldridge (lost ball; steal by J. Jerebko),,83-93,,
3:53.0,Personal foul by D. Bertans (drawn by J. Jerebko),,83-93,,
3:53.0,,,83-94,1,J. Jerebko makes free throw 1 of 2
3:53.0,,,83-95,1,J. Jerebko makes free throw 2 of 2
3:47.0,Offensive foul by L. Aldridge (drawn by R. Rubio),,83-95,,
3:47.0,Turnover by L. Aldridge (offensive foul),,83-95,,
3:47.0,D. Murray enters the game for B. Forbes,,83-95,,
3:47.0,R. Gay enters the game for L. Aldridge,,83-95,,
3:47.0,,,83-95,,T. Sefolosha enters the game for J. Jerebko
3:33.0,,,83-95,,T. Sefolosha misses 3-pt shot from 23 ft
3:31.0,Defensive rebound by D. Murray,,83-95,,
3:25.0,Shooting foul by R. Hood (drawn by K. Anderson),,83-95,,
3:25.0,K. Anderson misses free throw 1 of 2,,83-95,,
3:25.0,Offensive rebound by Team,,83-95,,
3:25.0,K. Anderson misses free throw 2 of 2,,83-95,,
3:23.0,,,83-95,,Defensive rebound by D. Favors
3:16.0,,,83-95,,Utah full timeout
3:02.0,,,83-95,,R. Hood misses 3-pt shot from 30 ft
2:57.0,Defensive rebound by D. Murray,,83-95,,
2:48.0,R. Gay makes 2-pt shot from 8 ft,2,85-95,,
2:27.0,,,85-98,3,J. Ingles makes 3-pt shot from 23 ft (assist by R. Rubio)
2:15.0,P. Mills misses 3-pt shot from 27 ft,,85-98,,
2:12.0,Offensive rebound by D. Murray,,85-98,,
2:10.0,D. Bertans misses 3-pt shot from 30 ft,,85-98,,
2:06.0,,,85-98,,Defensive rebound by J. Ingles
