time,Houston,pts.away,score,pts.home,Golden State
1:29.0,J. Johnson makes 2-pt shot from 15 ft (assist by T. Black),2,82-118,,
1:19.0,,,82-120,2,Q. Cook makes 2-pt shot from 1 ft
1:19.0,,,82-120,,Shooting foul by R. Anderson (drawn by Q. Cook)
1:19.0,,,82-121,1,Q. Cook makes free throw 1 of 1
1:03.0,L. Mbah a Moute makes 3-pt shot from 26 ft,3,85-121,,
0:51.0,,,85-124,3,Q. Cook makes 3-pt shot from 26 ft
0:41.0,G. Green misses 3-pt shot from 26 ft,,85-124,,
0:37.0,Offensive rebound by T. Black,,85-124,,
0:32.0,G. Green misses 3-pt shot from 24 ft,,85-124,,
0:28.0,,,85-124,,Defensive rebound by N. Young
0:11.0,,,85-124,,Shooting foul by T. Black (drawn by N. Young)
0:11.0,,,85-125,1,N. Young makes free throw 1 of 2
0:11.0,,,85-126,1,N. Young makes free throw 2 of 2
