time,Cleveland,pts.away,score,pts.home,Toronto
9:49.0,,,29-37,,F. VanVleet misses 2-pt shot from 1 ft (block by J. Green)
9:48.0,Defensive rebound by Team,,29-37,,
9:35.0,L. James makes 2-pt shot from 1 ft,2,31-37,,
9:25.0,Personal foul by J. Clarkson (drawn by D. Wright),,31-37,,
9:20.0,,,31-37,,Turnover by D. Wright (lost ball; steal by K. Korver)
9:11.0,J. Green misses 2-pt shot from 2 ft,,31-37,,
9:09.0,,,31-37,,Defensive rebound by P. Siakam
8:55.0,,,31-39,2,P. Siakam makes 2-pt shot from 1 ft (assist by J. Poeltl)
8:36.0,J. Green makes 3-pt shot from 24 ft (assist by K. Korver),3,34-39,,
8:15.0,,,34-41,2,J. Poeltl makes 2-pt shot from 5 ft (assist by D. Wright)
7:59.0,Shooting foul by P. Siakam (drawn by L. James),,34-41,,
7:59.0,L. James makes free throw 1 of 2,1,35-41,,
7:59.0,,,35-41,,O. Anunoby enters the game for C. Miles
7:59.0,,,35-41,,K. Lowry enters the game for P. Siakam
7:59.0,G. Hill enters the game for R. Hood,,35-41,,
7:59.0,L. James makes free throw 2 of 2,1,36-41,,
7:42.0,,,36-43,2,J. Poeltl makes 2-pt shot from 5 ft (assist by K. Lowry)
7:26.0,J. Green makes 2-pt shot at rim (assist by G. Hill),2,38-43,,
7:14.0,,,38-45,2,K. Lowry makes 2-pt shot from 4 ft
7:14.0,,,38-45,,Shooting foul by J. Green (drawn by K. Lowry)
7:14.0,,,38-46,1,K. Lowry makes free throw 1 of 1
7:04.0,Shooting foul by J. Poeltl (drawn by G. Hill),,38-46,,
7:04.0,G. Hill makes free throw 1 of 2,1,39-46,,
7:04.0,G. Hill makes free throw 2 of 2,1,40-46,,
6:59.0,,,40-46,,Toronto full timeout
6:59.0,J. Smith enters the game for J. Clarkson,,40-46,,
6:53.0,,,40-48,2,J. Poeltl makes 2-pt shot at rim
6:41.0,,,40-48,,Personal foul by K. Lowry (drawn by K. Korver)
6:41.0,K. Love enters the game for J. Green,,40-48,,
6:36.0,K. Love makes 3-pt shot from 23 ft (assist by L. James),3,43-48,,
6:24.0,Personal foul by K. Love (drawn by O. Anunoby),,43-48,,
6:24.0,,,43-48,,J. Valanciunas enters the game for J. Poeltl
6:12.0,,,43-51,3,K. Lowry makes 3-pt shot from 26 ft (assist by J. Valanciunas)
5:53.0,K. Love misses 3-pt shot from 24 ft,,43-51,,
5:50.0,,,43-51,,Defensive rebound by K. Lowry
5:44.0,,,43-51,,J. Valanciunas misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by L. James,,43-51,,
5:33.0,L. James makes 2-pt shot from 2 ft,2,45-51,,
5:19.0,,,45-51,,F. VanVleet misses 3-pt shot from 22 ft
5:17.0,Defensive rebound by K. Love,,45-51,,
5:10.0,G. Hill misses 3-pt shot from 23 ft,,45-51,,
5:10.0,,,45-51,,Defensive rebound by D. Wright
4:53.0,,,45-54,3,F. VanVleet makes 3-pt shot from 23 ft (assist by D. Wright)
4:50.0,Cleveland full timeout,,45-54,,
4:50.0,,,45-54,,D. DeRozan enters the game for D. Wright
4:36.0,K. Love makes 2-pt shot from 1 ft (assist by L. James),2,47-54,,
4:13.0,,,47-56,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan)
3:54.0,,,47-56,,Personal foul by J. Valanciunas (drawn by K. Love)
3:50.0,K. Love makes 2-pt shot at rim (assist by L. James),2,49-56,,
3:36.0,,,49-56,,O. Anunoby misses 2-pt shot from 1 ft
3:34.0,Defensive rebound by K. Love,,49-56,,
3:24.0,L. James makes 2-pt shot at rim (assist by K. Love),2,51-56,,
3:05.0,,,51-59,3,O. Anunoby makes 3-pt shot from 25 ft (assist by F. VanVleet)
2:39.0,L. James makes 2-pt shot from 1 ft,2,53-59,,
2:31.0,,,53-59,,Shooting foul by K. Korver (drawn by K. Lowry)
2:31.0,,,53-60,1,K. Lowry makes free throw 1 of 3
2:31.0,,,53-61,1,K. Lowry makes free throw 2 of 3
2:31.0,T. Thompson enters the game for K. Korver,,53-61,,
2:31.0,,,53-61,,S. Ibaka enters the game for O. Anunoby
2:31.0,,,53-61,,C. Miles enters the game for F. VanVleet
2:31.0,,,53-61,,K. Lowry misses free throw 3 of 3
2:28.0,Defensive rebound by K. Love,,53-61,,
2:06.0,L. James misses 2-pt shot from 2 ft (block by C. Miles),,53-61,,
2:05.0,Offensive rebound by G. Hill,,53-61,,
2:05.0,G. Hill makes 2-pt shot from 2 ft,2,55-61,,
2:05.0,Shooting foul by D. DeRozan (drawn by G. Hill),,55-61,,
2:05.0,G. Hill makes free throw 1 of 1,1,56-61,,
1:46.0,,,56-61,,K. Lowry misses 3-pt shot from 23 ft
1:43.0,Defensive rebound by T. Thompson,,56-61,,
1:38.0,J. Smith makes 2-pt shot from 20 ft (assist by L. James),2,58-61,,
1:26.0,,,58-61,,Turnover by K. Lowry (bad pass)
1:26.0,J. Green enters the game for T. Thompson,,58-61,,
1:03.0,K. Love misses 3-pt shot from 25 ft,,58-61,,
1:01.0,Offensive rebound by L. James,,58-61,,
0:59.0,L. James misses 2-pt shot from 1 ft,,58-61,,
0:58.0,,,58-61,,Defensive rebound by S. Ibaka
0:50.0,,,58-61,,Turnover by K. Lowry (bad pass; steal by J. Smith)
0:45.0,,,58-61,,Personal block foul by K. Lowry (drawn by L. James)
0:45.0,K. Love makes technical free throw,1,59-61,,
0:45.0,L. James misses free throw 1 of 2,,59-61,,
0:45.0,Offensive rebound by Team,,59-61,,
0:45.0,,,59-61,,F. VanVleet enters the game for K. Lowry
0:45.0,L. James misses free throw 2 of 2,,59-61,,
0:43.0,,,59-61,,Defensive rebound by J. Valanciunas
0:30.0,,,59-63,2,D. DeRozan makes 2-pt shot from 2 ft
0:21.0,J. Green misses 3-pt shot from 23 ft,,59-63,,
0:19.0,Offensive rebound by K. Love,,59-63,,
0:01.0,L. James makes 2-pt shot from 19 ft,2,61-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:53.0,,,61-63,,Turnover by S. Ibaka (lost ball; steal by K. Korver)
11:38.0,J. Smith makes 2-pt shot from 1 ft (assist by L. James),2,63-63,,
11:38.0,Shooting foul by D. DeRozan (drawn by J. Smith),,63-63,,
11:38.0,J. Smith makes free throw 1 of 1,1,64-63,,
11:26.0,,,64-63,,S. Ibaka misses 2-pt shot from 15 ft
11:23.0,Defensive rebound by L. James,,64-63,,
11:16.0,L. James makes 2-pt shot from 21 ft,2,66-63,,
11:04.0,,,66-63,,D. DeRozan misses 2-pt shot from 2 ft
11:02.0,Defensive rebound by K. Korver,,66-63,,
10:44.0,L. James misses 2-pt shot from 20 ft,,66-63,,
10:42.0,,,66-63,,Defensive rebound by J. Valanciunas
10:28.0,,,66-63,,Offensive charge foul by K. Lowry (drawn by K. Love)
10:28.0,,,66-63,,Turnover by K. Lowry (offensive foul)
10:20.0,K. Korver makes 3-pt shot from 26 ft (assist by L. James),3,69-63,,
10:17.0,,,69-63,,Toronto full timeout
10:17.0,,,69-63,,C. Miles enters the game for S. Ibaka
10:00.0,,,69-65,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
9:44.0,K. Love misses 2-pt shot from 9 ft,,69-65,,
9:42.0,,,69-65,,Defensive rebound by J. Valanciunas
9:34.0,Personal foul by L. James (drawn by J. Valanciunas),,69-65,,
9:27.0,,,69-65,,O. Anunoby misses 3-pt shot from 23 ft
9:26.0,Defensive rebound by Team,,69-65,,
9:10.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,72-65,,
8:56.0,,,72-68,3,C. Miles makes 3-pt shot from 23 ft (assist by K. Lowry)
8:34.0,L. James makes 2-pt shot from 1 ft,2,74-68,,
8:34.0,Shooting foul by C. Miles (drawn by L. James),,74-68,,
8:34.0,L. James misses free throw 1 of 1,,74-68,,
8:34.0,,,74-68,,Defensive rebound by J. Valanciunas
8:20.0,,,74-68,,Turnover by O. Anunoby (bad pass; steal by K. Love)
8:12.0,K. Love makes 3-pt shot from 26 ft (assist by L. James),3,77-68,,
7:56.0,,,77-68,,D. DeRozan misses 2-pt shot from 1 ft (block by K. Love)
7:54.0,Defensive rebound by L. James,,77-68,,
7:50.0,G. Hill makes 2-pt shot from 1 ft (assist by L. James),2,79-68,,
7:50.0,,,79-68,,Toronto full timeout
7:50.0,,,79-68,,F. VanVleet enters the game for O. Anunoby
7:50.0,,,79-68,,P. Siakam enters the game for J. Valanciunas
7:39.0,,,79-70,2,D. DeRozan makes 2-pt shot from 5 ft
7:19.0,K. Love makes 2-pt shot from 3 ft,2,81-70,,
7:09.0,,,81-70,,D. DeRozan misses 2-pt shot from 13 ft
7:07.0,Defensive rebound by L. James,,81-70,,
6:55.0,Turnover by K. Love (turnover),,81-70,,
6:55.0,Loose ball foul by K. Love (drawn by F. VanVleet),,81-70,,
6:39.0,,,81-72,2,C. Miles makes 2-pt shot from 21 ft (assist by F. VanVleet)
6:16.0,K. Love makes 2-pt shot from 6 ft,2,83-72,,
5:57.0,,,83-74,2,K. Lowry makes 2-pt shot from 2 ft
5:57.0,,,83-74,,Shooting foul by K. Love (drawn by K. Lowry)
5:57.0,,,83-75,1,K. Lowry makes free throw 1 of 1
5:32.0,L. James misses 2-pt shot from 2 ft,,83-75,,
5:30.0,,,83-75,,Defensive rebound by K. Lowry
5:27.0,,,83-75,,F. VanVleet misses 3-pt shot from 23 ft
5:24.0,Defensive rebound by K. Korver,,83-75,,
5:17.0,,,83-75,,Personal foul by C. Miles (drawn by K. Love)
5:05.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,85-75,,
4:56.0,,,85-75,,F. VanVleet misses 3-pt shot from 26 ft
4:53.0,Defensive rebound by L. James,,85-75,,
4:47.0,L. James makes 2-pt shot from 2 ft,2,87-75,,
4:31.0,,,87-75,,C. Miles misses 2-pt shot from 16 ft
4:29.0,Defensive rebound by K. Love,,87-75,,
4:17.0,K. Love makes 2-pt shot from 2 ft (assist by L. James),2,89-75,,
3:57.0,,,89-78,3,F. VanVleet makes 3-pt shot from 25 ft (assist by C. Miles)
3:57.0,Cleveland full timeout,,89-78,,
3:57.0,,,89-78,,J. Poeltl enters the game for K. Lowry
3:57.0,,,89-78,,D. Wright enters the game for D. DeRozan
3:50.0,,,89-78,,Personal foul by C. Miles (drawn by J. Smith)
3:35.0,L. James makes 2-pt shot from 15 ft,2,91-78,,
3:14.0,,,91-81,3,C. Miles makes 3-pt shot from 23 ft (assist by F. VanVleet)
2:47.0,L. James makes 3-pt shot from 28 ft,2,94-81,,
2:30.0,,,94-81,,D. Wright misses 3-pt shot from 23 ft
2:27.0,Defensive rebound by K. Love,,94-81,,
2:10.0,L. James makes 2-pt shot from 1 ft,2,96-81,,
1:48.0,,,96-83,2,D. Wright makes 2-pt shot from 2 ft
1:21.0,L. James misses 3-pt shot from 26 ft,,96-83,,
1:18.0,,,96-83,,Defensive rebound by P. Siakam
1:04.0,,,96-83,,Turnover by D. Wright (bad pass; steal by L. James)
1:01.0,G. Hill makes 2-pt shot from 1 ft,2,98-83,,
0:46.0,Shooting block foul by K. Love (drawn by J. Poeltl),,98-83,,
0:46.0,,,98-84,1,J. Poeltl makes free throw 1 of 2
0:46.0,J. Green enters the game for K. Love,,98-84,,
0:46.0,T. Thompson enters the game for L. James,,98-84,,
0:46.0,,,98-85,1,J. Poeltl makes free throw 2 of 2
0:46.0,,,98-85,,D. DeRozan enters the game for C. Miles
0:35.0,K. Korver misses 3-pt shot from 27 ft,,98-85,,
0:32.0,,,98-85,,Defensive rebound by P. Siakam
0:27.0,,,98-87,2,D. DeRozan makes 2-pt shot from 1 ft
0:04.0,G. Hill misses 3-pt shot from 26 ft,,98-87,,
0:01.0,,,98-87,,Defensive rebound by J. Poeltl
0:00.0,,,98-87,,D. DeRozan misses 3-pt shot from 54 ft
0:00.0,,,98-87,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,J. Green makes 3-pt shot from 23 ft (assist by R. Hood),3,101-87,,
11:06.0,,,101-87,,F. VanVleet misses 2-pt shot from 3 ft (block by J. Green)
11:04.0,Defensive rebound by J. Clarkson,,101-87,,
11:00.0,Shooting foul by D. DeRozan (drawn by J. Green),,101-87,,
11:00.0,J. Green misses free throw 1 of 2,,101-87,,
11:00.0,Offensive rebound by Team,,101-87,,
11:00.0,J. Green misses free throw 2 of 2,,101-87,,
10:58.0,,,101-87,,Defensive rebound by J. Poeltl
10:44.0,,,101-87,,K. Lowry misses 3-pt shot from 25 ft
10:42.0,Defensive rebound by R. Hood,,101-87,,
10:26.0,L. James makes 2-pt shot from 18 ft,2,103-87,,
10:03.0,,,103-87,,D. DeRozan misses 3-pt shot from 22 ft
10:00.0,Defensive rebound by L. James,,103-87,,
9:50.0,L. James makes 2-pt shot from 19 ft,2,105-87,,
9:47.0,,,105-87,,Toronto full timeout
9:47.0,,,105-87,,P. Siakam enters the game for F. VanVleet
9:47.0,,,105-87,,J. Valanciunas enters the game for J. Poeltl
9:26.0,,,105-89,2,J. Valanciunas makes 2-pt shot from 6 ft
8:57.0,L. James makes 2-pt shot from 14 ft,2,107-89,,
8:51.0,,,107-89,,Offensive foul by K. Lowry (drawn by J. Green)
8:51.0,,,107-89,,Turnover by K. Lowry (offensive foul)
8:45.0,,,107-89,,Personal foul by P. Siakam (drawn by L. James)
8:45.0,,,107-89,,O. Anunoby enters the game for P. Siakam
8:30.0,L. James misses 2-pt shot from 19 ft,,107-89,,
8:29.0,Offensive rebound by Team,,107-89,,
8:26.0,L. James misses 3-pt shot from 23 ft,,107-89,,
8:24.0,,,107-89,,Defensive rebound by J. Valanciunas
8:20.0,,,107-91,2,D. DeRozan makes 2-pt shot at rim (assist by J. Valanciunas)
8:20.0,Violation by J. Green (def goaltending),,107-91,,
8:02.0,L. James makes 2-pt shot from 16 ft,2,109-91,,
7:54.0,,,109-93,2,D. DeRozan makes 2-pt shot from 2 ft (assist by K. Lowry)
7:54.0,,,109-93,,Shooting foul by J. Green (drawn by D. DeRozan)
7:54.0,K. Love enters the game for R. Hood,,109-93,,
7:54.0,J. Smith enters the game for T. Thompson,,109-93,,
7:54.0,,,109-94,1,D. DeRozan makes free throw 1 of 1
7:37.0,K. Love misses 3-pt shot from 23 ft,,109-94,,
7:36.0,,,109-94,,Defensive rebound by D. Wright
7:26.0,,,109-94,,D. DeRozan misses 2-pt shot from 1 ft
7:24.0,,,109-94,,Offensive rebound by J. Valanciunas
7:23.0,,,109-96,2,J. Valanciunas makes 2-pt shot from 2 ft
7:09.0,Cleveland full timeout,,109-96,,
7:09.0,G. Hill enters the game for J. Clarkson,,109-96,,
6:58.0,J. Green makes 3-pt shot from 25 ft (assist by L. James),3,112-96,,
6:38.0,,,112-96,,D. DeRozan misses 2-pt shot from 1 ft
6:36.0,Defensive rebound by K. Love,,112-96,,
6:36.0,,,112-96,,Loose ball foul by D. DeRozan (drawn by K. Love)
6:18.0,L. James makes 2-pt shot from 16 ft,2,114-96,,
6:06.0,,,114-98,2,D. DeRozan makes 2-pt shot from 5 ft (assist by K. Lowry)
5:38.0,L. James makes 2-pt shot from 19 ft,2,116-98,,
5:25.0,Personal foul by J. Smith (drawn by D. DeRozan),,116-98,,
5:17.0,,,116-98,,O. Anunoby misses 3-pt shot from 23 ft
5:15.0,Defensive rebound by J. Green,,116-98,,
4:58.0,Shooting foul by D. Wright (drawn by K. Love),,116-98,,
4:58.0,K. Love makes free throw 1 of 2,1,117-98,,
4:58.0,,,117-98,,F. VanVleet enters the game for D. Wright
4:58.0,K. Love makes free throw 2 of 2,1,118-98,,
4:47.0,,,118-98,,K. Lowry misses 3-pt shot from 27 ft
4:44.0,Defensive rebound by K. Love,,118-98,,
4:23.0,J. Smith makes 3-pt shot from 23 ft (assist by J. Green),3,121-98,,
4:08.0,,,121-98,,D. DeRozan misses 2-pt shot from 8 ft
4:04.0,Defensive rebound by G. Hill,,121-98,,
3:42.0,L. James misses 2-pt shot from 14 ft,,121-98,,
3:39.0,,,121-98,,Defensive rebound by J. Valanciunas
3:33.0,,,121-101,3,F. VanVleet makes 3-pt shot from 23 ft (assist by K. Lowry)
3:30.0,Cleveland full timeout,,121-101,,
3:30.0,K. Korver enters the game for L. James,,121-101,,
3:12.0,,,121-101,,Personal foul by O. Anunoby (drawn by K. Love)
3:12.0,K. Love makes free throw 1 of 2,1,122-101,,
3:12.0,,,122-101,,N. Powell enters the game for O. Anunoby
3:12.0,K. Love makes free throw 2 of 2,1,123-101,,
3:02.0,,,123-103,2,D. DeRozan makes 2-pt shot from 2 ft
2:45.0,K. Love misses 2-pt shot from 20 ft,,123-103,,
2:42.0,,,123-103,,Defensive rebound by K. Lowry
2:36.0,,,123-105,2,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry)
2:34.0,Cleveland full timeout,,123-105,,
2:34.0,,,123-105,,L. Nogueira enters the game for K. Lowry
2:34.0,,,123-105,,D. Wright enters the game for D. DeRozan
2:34.0,,,123-105,,P. Siakam enters the game for J. Valanciunas
2:34.0,,,123-105,,L. Brown enters the game for F. VanVleet
2:34.0,L. Nance enters the game for K. Love,,123-105,,
2:34.0,C. Osman enters the game for G. Hill,,123-105,,
2:34.0,R. Hood enters the game for J. Smith,,123-105,,
2:34.0,T. Thompson enters the game for K. Korver,,123-105,,
2:34.0,J. Clarkson enters the game for J. Green,,123-105,,
2:17.0,J. Clarkson makes 2-pt shot from 20 ft (assist by R. Hood),2,125-105,,
1:58.0,,,125-108,3,L. Brown makes 3-pt shot from 23 ft (assist by D. Wright)
1:43.0,J. Clarkson makes 3-pt shot from 26 ft (assist by R. Hood),3,128-108,,
1:27.0,,,128-108,,L. Brown misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by R. Hood,,128-108,,
1:06.0,J. Clarkson misses 3-pt shot from 26 ft,,128-108,,
1:05.0,,,128-108,,Defensive rebound by P. Siakam
0:59.0,,,128-108,,N. Powell misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by L. Nance,,128-108,,
0:39.0,R. Hood misses 2-pt shot from 12 ft,,128-108,,
0:36.0,,,128-108,,Defensive rebound by N. Powell
0:22.0,,,128-110,2,N. Powell makes 2-pt shot from 2 ft (assist by L. Brown)
