time,Utah,pts.away,score,pts.home,Phoenix
1:25.0,Defensive rebound by D. Favors,,26-18,,
1:17.0,A. Burks makes 2-pt shot from 1 ft (assist by R. Neto),2,28-18,,
0:58.0,,,28-21,3,T. Ulis makes 3-pt shot from 23 ft (assist by J. Dudley)
0:45.0,R. O'Neale misses 2-pt shot from 13 ft,,28-21,,
0:41.0,,,28-21,,Defensive rebound by T. Daniels
0:36.0,,,28-23,2,T. Daniels makes 2-pt shot from 6 ft
0:29.0,,,28-23,,Personal foul by T. Ulis (drawn by R. Neto)
0:12.0,D. Favors misses 2-pt shot from 20 ft,,28-23,,
0:09.0,,,28-23,,Defensive rebound by D. House
0:04.0,Personal take foul by R. Neto (drawn by T. Ulis),,28-23,,
0:00.0,,,28-23,,D. Bender misses 2-pt shot from 20 ft
0:00.0,,,28-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,28-23,,Personal foul by T. Ulis (drawn by R. Rubio)
11:44.0,A. Burks misses 2-pt shot from 13 ft,,28-23,,
11:43.0,Offensive rebound by D. Favors,,28-23,,
11:39.0,,,28-23,,Personal block foul by J. Dudley (drawn by A. Burks)
11:31.0,R. Rubio misses 2-pt shot from 12 ft,,28-23,,
11:29.0,,,28-23,,Defensive rebound by T. Daniels
11:08.0,,,28-23,,T. Ulis misses 3-pt shot from 22 ft
11:05.0,Defensive rebound by R. O'Neale,,28-23,,
10:50.0,R. Rubio misses 2-pt shot from 11 ft,,28-23,,
10:48.0,,,28-23,,Defensive rebound by Team
10:48.0,,,28-23,,D. Booker enters the game for D. House
10:28.0,,,28-23,,D. Booker misses 2-pt shot from 10 ft
10:25.0,Defensive rebound by R. Rubio,,28-23,,
10:06.0,J. Johnson makes 2-pt shot from 3 ft (assist by R. Rubio),2,30-23,,
9:51.0,,,30-23,,D. Booker misses 2-pt shot from 2 ft
9:49.0,,,30-23,,Offensive rebound by D. Booker
9:47.0,,,30-25,2,T. Ulis makes 2-pt shot from 13 ft (assist by D. Booker)
9:31.0,R. O'Neale makes 2-pt shot at rim (assist by R. Rubio),2,32-25,,
9:25.0,,,32-25,,D. Booker misses 3-pt shot from 24 ft
9:22.0,Defensive rebound by R. Rubio,,32-25,,
9:08.0,J. Johnson makes 2-pt shot from 5 ft,2,34-25,,
8:50.0,,,34-25,,Turnover by D. Bender (bad pass; steal by R. O'Neale)
8:47.0,R. O'Neale makes 2-pt shot at rim,2,36-25,,
8:47.0,,,36-25,,Phoenix full timeout
8:47.0,,,36-25,,M. Chriss enters the game for J. Dudley
8:47.0,,,36-25,,J. Jackson enters the game for T. Daniels
8:47.0,D. Mitchell enters the game for A. Burks,,36-25,,
8:31.0,,,36-25,,Shooting foul by R. O'Neale (drawn by M. Chriss)
8:31.0,,,36-25,,M. Chriss misses free throw 1 of 2
8:31.0,,,36-25,,Offensive rebound by Team
8:31.0,,,36-26,1,M. Chriss makes free throw 2 of 2
8:17.0,Turnover by D. Mitchell (bad pass; steal by M. Chriss),,36-26,,
8:15.0,Personal foul by R. O'Neale (drawn by D. Booker),,36-26,,
8:15.0,R. Gobert enters the game for D. Favors,,36-26,,
8:15.0,,,36-26,,T. Chandler enters the game for D. Bender
7:59.0,,,36-28,2,J. Jackson makes 2-pt shot from 6 ft
7:43.0,R. O'Neale misses 2-pt shot from 9 ft,,36-28,,
7:41.0,,,36-28,,Defensive rebound by M. Chriss
7:28.0,,,36-28,,T. Ulis misses 2-pt shot from 9 ft
7:24.0,Defensive rebound by R. O'Neale,,36-28,,
7:11.0,R. O'Neale misses 3-pt shot from 25 ft,,36-28,,
7:08.0,,,36-28,,Defensive rebound by T. Ulis
6:52.0,,,36-28,,D. Booker misses 3-pt shot from 24 ft
6:49.0,Defensive rebound by R. Rubio,,36-28,,
6:28.0,R. Rubio makes 3-pt shot from 25 ft (assist by J. Johnson),3,39-28,,
6:09.0,,,39-28,,M. Chriss misses 2-pt shot from 9 ft
6:06.0,Defensive rebound by R. O'Neale,,39-28,,
5:58.0,D. Mitchell misses 2-pt shot from 4 ft (block by D. Booker),,39-28,,
5:58.0,,,39-28,,Defensive rebound by Team
5:58.0,,,39-28,,T. Warren enters the game for T. Ulis
5:58.0,J. Ingles enters the game for R. O'Neale,,39-28,,
5:37.0,,,39-28,,J. Jackson misses 2-pt shot at rim
5:33.0,,,39-28,,Offensive rebound by T. Chandler
5:33.0,,,39-30,2,T. Chandler makes 2-pt shot at rim
5:16.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,41-30,,
5:07.0,,,41-30,,J. Jackson misses 3-pt shot from 23 ft
5:04.0,,,41-30,,Offensive rebound by D. Booker
5:03.0,,,41-33,3,J. Jackson makes 3-pt shot from 23 ft (assist by D. Booker)
4:48.0,D. Mitchell makes 3-pt shot from 25 ft (assist by R. Rubio),3,44-33,,
4:48.0,Shooting foul by D. Booker (drawn by D. Mitchell),,44-33,,
4:48.0,D. Favors enters the game for J. Johnson,,44-33,,
4:48.0,D. Mitchell makes free throw 1 of 1,1,45-33,,
4:31.0,,,45-33,,Turnover by M. Chriss (lost ball; steal by R. Rubio)
4:26.0,D. Mitchell makes 2-pt shot at rim (assist by R. Rubio),2,47-33,,
4:13.0,,,47-33,,Offensive foul by D. Booker (drawn by R. Rubio)
4:13.0,,,47-33,,Turnover by D. Booker (offensive foul)
4:13.0,,,47-33,,T. Ulis enters the game for D. Booker
4:13.0,,,47-33,,T. Daniels enters the game for T. Warren
3:56.0,R. Rubio misses 2-pt shot from 1 ft,,47-33,,
3:55.0,,,47-33,,Defensive rebound by M. Chriss
3:48.0,,,47-33,,J. Jackson misses 2-pt shot from 18 ft
3:44.0,Defensive rebound by R. Gobert,,47-33,,
3:39.0,,,47-33,,Violation by T. Daniels (kicked ball)
3:39.0,Utah full timeout,,47-33,,
3:39.0,,,47-33,,T. Warren enters the game for J. Jackson
3:37.0,D. Mitchell makes 3-pt shot from 26 ft (assist by R. Rubio),3,50-33,,
3:19.0,,,50-33,,Turnover by M. Chriss (lost ball; steal by D. Mitchell)
3:13.0,R. Rubio makes 3-pt shot from 26 ft (assist by J. Ingles),3,53-33,,
2:59.0,,,53-33,,Offensive foul by M. Chriss (drawn by D. Mitchell)
2:59.0,,,53-33,,Turnover by M. Chriss (offensive foul)
2:59.0,,,53-33,,D. Bender enters the game for M. Chriss
2:59.0,,,53-33,,D. Booker enters the game for T. Ulis
2:45.0,R. Gobert misses 2-pt shot from 2 ft,,53-33,,
2:45.0,,,53-33,,Defensive rebound by D. Booker
2:45.0,Personal foul by R. Rubio (drawn by D. Booker),,53-33,,
2:31.0,,,53-36,3,D. Bender makes 3-pt shot from 22 ft (assist by T. Warren)
2:19.0,J. Ingles makes 3-pt shot from 25 ft (assist by R. Rubio),3,56-36,,
2:09.0,Personal foul by R. Rubio (drawn by D. Booker),,56-36,,
1:57.0,,,56-36,,Turnover by D. Booker (bad pass; steal by R. Rubio)
1:48.0,R. Rubio misses 2-pt shot from 13 ft,,56-36,,
1:45.0,,,56-36,,Defensive rebound by D. Bender
1:36.0,,,56-36,,T. Daniels misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by R. Rubio,,56-36,,
1:30.0,,,56-36,,Personal foul by T. Daniels (drawn by R. Gobert)
1:22.0,D. Favors misses 2-pt shot from 4 ft,,56-36,,
1:20.0,,,56-36,,Defensive rebound by T. Chandler
1:12.0,,,56-38,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
0:51.0,D. Mitchell makes 2-pt shot from 10 ft,2,58-38,,
0:51.0,Shooting foul by D. Bender (drawn by D. Mitchell),,58-38,,
0:51.0,D. Mitchell makes free throw 1 of 1,1,59-38,,
0:39.0,,,59-38,,D. Booker misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by D. Favors,,59-38,,
0:24.0,D. Favors misses 3-pt shot from 23 ft,,59-38,,
0:22.0,,,59-38,,Defensive rebound by Team
0:09.0,,,59-40,2,D. Booker makes 2-pt shot at rim
0:02.0,J. Ingles makes 3-pt shot from 28 ft (assist by D. Mitchell),3,62-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,D. Favors misses 2-pt shot at rim,,62-40,,
11:44.0,Offensive rebound by D. Favors,,62-40,,
11:44.0,D. Favors makes 2-pt shot at rim,2,64-40,,
11:27.0,,,64-40,,D. Booker misses 2-pt shot from 5 ft
11:25.0,Defensive rebound by R. Gobert,,64-40,,
11:22.0,,,64-40,,Personal block foul by D. Booker (drawn by J. Ingles)
11:16.0,Turnover by R. Gobert (bad pass; steal by T. Chandler),,64-40,,
11:14.0,Personal foul by R. Rubio (drawn by D. Booker),,64-40,,
11:07.0,Personal block foul by R. Rubio (drawn by J. Jackson),,64-40,,
11:07.0,R. O'Neale enters the game for R. Rubio,,64-40,,
11:00.0,,,64-40,,Shooting foul by R. O'Neale (drawn by D. Booker)
11:00.0,,,64-41,1,D. Booker makes free throw 1 of 2
11:00.0,,,64-42,1,D. Booker makes free throw 2 of 2
10:45.0,R. O'Neale makes 2-pt shot from 1 ft,2,66-42,,
10:37.0,,,66-42,,M. Chriss misses 3-pt shot from 25 ft
10:34.0,Defensive rebound by R. Gobert,,66-42,,
10:25.0,J. Ingles makes 2-pt shot at rim,2,68-42,,
10:15.0,,,68-44,2,T. Warren makes 2-pt shot from 1 ft
10:00.0,D. Favors misses 2-pt shot from 19 ft,,68-44,,
9:56.0,,,68-44,,Defensive rebound by T. Warren
9:47.0,,,68-44,,M. Chriss misses 2-pt shot at rim (block by R. Gobert)
9:47.0,,,68-44,,Offensive rebound by Team
9:47.0,,,68-44,,T. Daniels enters the game for J. Jackson
9:45.0,,,68-44,,D. Booker misses 3-pt shot from 26 ft
9:41.0,Defensive rebound by D. Favors,,68-44,,
9:33.0,,,68-44,,Personal foul by T. Warren (drawn by J. Ingles)
9:24.0,,,68-44,,Personal foul by T. Warren (drawn by J. Ingles)
9:16.0,D. Mitchell misses 3-pt shot from 24 ft,,68-44,,
9:12.0,Offensive rebound by D. Favors,,68-44,,
9:10.0,D. Mitchell makes 3-pt shot from 24 ft (assist by D. Favors),3,71-44,,
9:00.0,,,71-46,2,D. Booker makes 2-pt shot from 11 ft
8:42.0,D. Mitchell makes 2-pt shot from 2 ft,2,73-46,,
8:32.0,,,73-46,,Turnover by T. Chandler (bad pass; steal by R. O'Neale)
8:32.0,,,73-46,,Personal foul by T. Daniels (drawn by D. Mitchell)
8:32.0,,,73-46,,D. Bender enters the game for M. Chriss
8:32.0,,,73-46,,J. Dudley enters the game for T. Chandler
8:25.0,J. Ingles makes 3-pt shot from 24 ft (assist by D. Mitchell),3,76-46,,
8:11.0,,,76-46,,D. Booker misses 2-pt shot at rim
8:10.0,Defensive rebound by D. Mitchell,,76-46,,
8:03.0,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell),2,78-46,,
8:03.0,Shooting foul by T. Daniels (drawn by R. Gobert),,78-46,,
8:03.0,J. Johnson enters the game for D. Favors,,78-46,,
8:03.0,R. Gobert misses free throw 1 of 1,,78-46,,
8:00.0,,,78-46,,Defensive rebound by D. Bender
7:50.0,,,78-48,2,D. Booker makes 2-pt shot at rim (assist by D. Bender)
7:32.0,J. Johnson makes 3-pt shot from 23 ft (assist by R. O'Neale),3,81-48,,
7:20.0,,,81-48,,D. Bender misses 3-pt shot from 26 ft
7:18.0,Defensive rebound by J. Johnson,,81-48,,
7:12.0,J. Johnson misses 2-pt shot from 17 ft,,81-48,,
7:08.0,,,81-48,,Defensive rebound by D. Booker
7:02.0,,,81-48,,T. Daniels misses 3-pt shot from 29 ft
6:59.0,Defensive rebound by J. Johnson,,81-48,,
6:46.0,R. O'Neale misses 3-pt shot from 22 ft,,81-48,,
6:44.0,Offensive rebound by R. Gobert,,81-48,,
6:42.0,D. Mitchell makes 3-pt shot from 25 ft (assist by R. Gobert),3,84-48,,
6:41.0,,,84-48,,Phoenix full timeout
6:41.0,,,84-48,,T. Ulis enters the game for T. Warren
6:34.0,,,84-48,,D. Booker misses 2-pt shot from 3 ft (block by R. Gobert)
6:34.0,,,84-48,,Offensive rebound by Team
6:29.0,,,84-50,2,D. Booker makes 2-pt shot from 10 ft (assist by J. Dudley)
6:05.0,J. Johnson misses 3-pt shot from 23 ft,,84-50,,
6:01.0,,,84-50,,Defensive rebound by D. Bender
5:55.0,,,84-50,,D. Booker misses 2-pt shot from 5 ft
5:52.0,Defensive rebound by J. Johnson,,84-50,,
5:49.0,D. Mitchell misses 3-pt shot from 22 ft,,84-50,,
5:47.0,Offensive rebound by J. Ingles,,84-50,,
5:39.0,J. Ingles misses 3-pt shot from 24 ft,,84-50,,
5:37.0,,,84-50,,Defensive rebound by Team
5:37.0,Loose ball foul by R. Gobert (drawn by J. Dudley),,84-50,,
5:15.0,,,84-52,2,D. Booker makes 2-pt shot at rim (assist by D. Bender)
4:49.0,J. Ingles misses 2-pt shot from 21 ft,,84-52,,
4:49.0,,,84-52,,Defensive rebound by Team
4:24.0,,,84-52,,D. Booker misses 2-pt shot from 14 ft
4:21.0,Defensive rebound by D. Mitchell,,84-52,,
4:09.0,R. Gobert makes 2-pt shot at rim (assist by J. Johnson),2,86-52,,
4:00.0,,,86-52,,Offensive foul by T. Daniels (drawn by J. Ingles)
4:00.0,,,86-52,,Turnover by T. Daniels (offensive foul)
4:00.0,,,86-52,,J. Jackson enters the game for T. Daniels
3:51.0,Turnover by R. Gobert (bad pass),,86-52,,
3:40.0,,,86-55,3,D. Bender makes 3-pt shot from 25 ft (assist by T. Ulis)
3:13.0,R. O'Neale misses 2-pt shot from 11 ft,,86-55,,
3:10.0,,,86-55,,Defensive rebound by D. Bender
2:59.0,,,86-57,2,T. Ulis makes 2-pt shot from 1 ft (assist by D. Bender)
2:42.0,Turnover by R. Gobert (lost ball; steal by J. Jackson),,86-57,,
2:38.0,,,86-59,2,J. Jackson makes 2-pt shot at rim
2:38.0,Utah full timeout,,86-59,,
2:38.0,A. Burks enters the game for R. Gobert,,86-59,,
2:38.0,D. Favors enters the game for D. Mitchell,,86-59,,
2:38.0,R. Rubio enters the game for J. Ingles,,86-59,,
2:22.0,J. Johnson misses 3-pt shot from 23 ft,,86-59,,
2:21.0,,,86-59,,Defensive rebound by J. Jackson
2:19.0,,,86-61,2,J. Jackson makes 2-pt shot from 1 ft
2:19.0,,,86-61,,Shooting foul by A. Burks (drawn by J. Jackson)
2:19.0,,,86-62,1,J. Jackson makes free throw 1 of 1
1:57.0,D. Favors makes 2-pt shot at rim (assist by R. Rubio),2,88-62,,
1:39.0,,,88-64,2,J. Jackson makes 2-pt shot at rim (assist by D. Booker)
1:22.0,Shooting foul by T. Ulis (drawn by R. Rubio),,88-64,,
1:22.0,R. Rubio makes free throw 1 of 2,1,89-64,,
1:22.0,R. Rubio makes free throw 2 of 2,1,90-64,,
1:11.0,,,90-64,,Shooting foul by R. O'Neale (drawn by J. Jackson)
1:11.0,,,90-65,1,J. Jackson makes free throw 1 of 2
1:11.0,,,90-66,1,J. Jackson makes free throw 2 of 2
0:54.0,D. Favors makes 2-pt shot at rim (assist by R. O'Neale),2,92-66,,
0:51.0,Personal foul by R. O'Neale (drawn by D. Booker),,92-66,,
0:51.0,,,92-67,1,D. Booker makes free throw 1 of 2
0:51.0,J. Ingles enters the game for R. O'Neale,,92-67,,
0:51.0,,,92-68,1,D. Booker makes free throw 2 of 2
0:39.0,,,92-68,,Personal block foul by J. Jackson (drawn by D. Favors)
0:39.0,D. Favors makes free throw 1 of 2,1,93-68,,
0:39.0,D. Favors makes free throw 2 of 2,1,94-68,,
0:30.0,,,94-70,2,D. Booker makes 2-pt shot from 1 ft
0:14.0,J. Johnson misses 2-pt shot from 17 ft,,94-70,,
0:12.0,Offensive rebound by Team,,94-70,,
0:12.0,,,94-70,,Loose ball foul by J. Dudley (drawn by D. Favors)
0:12.0,D. Favors misses free throw 1 of 2,,94-70,,
0:12.0,Offensive rebound by Team,,94-70,,
0:12.0,D. Mitchell enters the game for R. Rubio,,94-70,,
0:12.0,D. Favors misses free throw 2 of 2,,94-70,,
0:12.0,,,94-70,,Defensive rebound by D. Bender
0:06.0,,,94-70,,D. Booker misses 2-pt shot from 17 ft
0:03.0,,,94-70,,Offensive rebound by D. Bender
0:00.0,,,94-73,3,T. Ulis makes 3-pt shot from 31 ft (assist by D. Bender)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,94-73,,D. Booker misses 2-pt shot at rim
11:38.0,Defensive rebound by Team,,94-73,,
11:21.0,D. Mitchell misses 2-pt shot from 9 ft,,94-73,,
11:20.0,Offensive rebound by D. Mitchell,,94-73,,
11:20.0,Shooting foul by D. Bender (drawn by D. Mitchell),,94-73,,
11:20.0,D. Mitchell makes free throw 1 of 2,1,95-73,,
11:20.0,D. Mitchell makes free throw 2 of 2,1,96-73,,
11:10.0,,,96-73,,D. Bender misses 3-pt shot from 26 ft
11:06.0,,,96-73,,Offensive rebound by J. Jackson
11:05.0,,,96-73,,D. Booker misses 3-pt shot from 26 ft
11:05.0,,,96-73,,Offensive rebound by Team
11:05.0,Loose ball foul by R. Gobert (drawn by D. Bender),,96-73,,
10:59.0,,,96-75,2,T. Ulis makes 2-pt shot from 8 ft
10:35.0,A. Burks misses 3-pt shot from 22 ft,,96-75,,
10:33.0,Offensive rebound by R. Gobert,,96-75,,
10:33.0,,,96-75,,Personal foul by J. Dudley (drawn by R. Gobert)
10:27.0,,,96-75,,Personal foul by D. Booker (drawn by D. Mitchell)
10:17.0,D. Mitchell misses 2-pt shot at rim (block by D. Bender),,96-75,,
10:13.0,Offensive rebound by R. Gobert,,96-75,,
10:12.0,R. Gobert makes 2-pt shot at rim,2,98-75,,
10:07.0,,,98-75,,T. Warren enters the game for T. Ulis
10:00.0,,,98-75,,D. Bender misses 3-pt shot from 24 ft
9:57.0,Defensive rebound by A. Burks,,98-75,,
9:45.0,D. Mitchell makes 3-pt shot from 25 ft (assist by A. Burks),3,101-75,,
9:32.0,,,101-77,2,J. Jackson makes 2-pt shot from 8 ft
9:16.0,D. Mitchell makes 2-pt shot from 17 ft,2,103-77,,
9:03.0,,,103-77,,Turnover by D. Booker (bad pass; steal by D. Mitchell)
8:53.0,J. Johnson makes 2-pt shot from 15 ft (assist by A. Burks),2,105-77,,
8:53.0,,,105-77,,Phoenix full timeout
8:53.0,,,105-77,,J. Gray enters the game for D. Booker
8:53.0,J. Ingles enters the game for A. Burks,,105-77,,
8:40.0,,,105-77,,J. Jackson misses 2-pt shot from 5 ft (block by R. Gobert)
8:38.0,Defensive rebound by D. Mitchell,,105-77,,
8:32.0,Turnover by D. Mitchell (bad pass; steal by J. Gray),,105-77,,
8:22.0,,,105-77,,J. Jackson misses 2-pt shot from 14 ft
8:19.0,Defensive rebound by J. Johnson,,105-77,,
8:02.0,J. Johnson makes 3-pt shot from 25 ft (assist by D. Mitchell),3,108-77,,
7:52.0,Personal block foul by J. Johnson (drawn by J. Dudley),,108-77,,
7:44.0,,,108-77,,Turnover by D. Bender (out of bounds lost ball)
7:44.0,R. Neto enters the game for R. Rubio,,108-77,,
7:44.0,J. Jerebko enters the game for J. Johnson,,108-77,,
7:33.0,D. Mitchell makes 2-pt shot at rim,2,110-77,,
7:26.0,,,110-77,,Turnover by J. Jackson (traveling)
7:08.0,D. Mitchell makes 2-pt shot from 16 ft,2,112-77,,
6:54.0,,,112-77,,Shooting foul by R. Gobert (drawn by D. Bender)
6:54.0,,,112-78,1,D. Bender makes free throw 1 of 2
6:54.0,A. Burks enters the game for R. Gobert,,112-78,,
6:54.0,E. Udoh enters the game for D. Mitchell,,112-78,,
6:54.0,,,112-79,1,D. Bender makes free throw 2 of 2
6:43.0,A. Burks makes 2-pt shot from 12 ft,2,114-79,,
6:25.0,,,114-79,,J. Jackson misses 3-pt shot from 26 ft
6:22.0,Defensive rebound by J. Jerebko,,114-79,,
6:10.0,Turnover by E. Udoh (bad pass; steal by J. Jackson),,114-79,,
6:07.0,Personal take foul by E. Udoh (drawn by J. Jackson),,114-79,,
6:07.0,,,114-79,,A. Peters enters the game for J. Dudley
6:07.0,R. O'Neale enters the game for J. Ingles,,114-79,,
5:55.0,,,114-81,2,J. Jackson makes 2-pt shot at rim (assist by D. Bender)
5:43.0,R. Neto makes 2-pt shot from 16 ft,2,116-81,,
5:27.0,,,116-81,,A. Peters misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by R. O'Neale,,116-81,,
5:23.0,J. Jerebko makes 2-pt shot at rim (assist by R. O'Neale),2,118-81,,
5:07.0,,,118-83,2,J. Gray makes 2-pt shot at rim
5:07.0,,,118-83,,Shooting foul by E. Udoh (drawn by J. Gray)
5:07.0,,,118-83,,D. Reed enters the game for T. Warren
5:07.0,,,118-83,,J. Gray misses free throw 1 of 1
5:04.0,Defensive rebound by E. Udoh,,118-83,,
4:54.0,Shooting foul by J. Jackson (drawn by E. Udoh),,118-83,,
4:54.0,E. Udoh makes free throw 1 of 2,1,119-83,,
4:54.0,,,119-83,,D. House enters the game for D. Bender
4:54.0,E. Udoh makes free throw 2 of 2,1,120-83,,
4:39.0,,,120-83,,D. House misses 3-pt shot from 26 ft (block by E. Udoh)
4:37.0,Defensive rebound by R. Neto,,120-83,,
4:34.0,R. Neto misses 2-pt shot at rim,,120-83,,
4:31.0,,,120-83,,Defensive rebound by D. House
4:27.0,,,120-85,2,D. House makes 2-pt shot from 1 ft
4:27.0,,,120-85,,Shooting foul by A. Burks (drawn by D. House)
4:27.0,,,120-85,,D. House misses free throw 1 of 1
4:25.0,Defensive rebound by A. Burks,,120-85,,
