time,Memphis,pts.away,score,pts.home,San Antonio
7:47.0,Defensive rebound by J. Green,,7-6,,
7:44.0,Turnover by J. Green (bad pass; steal by P. Gasol),,7-6,,
7:36.0,,,7-6,,T. Parker misses 2-pt shot from 14 ft
7:33.0,Defensive rebound by M. Gasol,,7-6,,
7:32.0,K. Simmons makes 2-pt shot from 11 ft,2,9-6,,
7:11.0,,,9-6,,T. Parker misses 3-pt shot from 22 ft
7:11.0,Defensive rebound by M. Gasol,,9-6,,
6:54.0,M. Henry makes 2-pt shot from 1 ft (assist by J. Green),2,11-6,,
6:47.0,,,11-6,,San Antonio full timeout
6:47.0,,,11-6,,M. Ginobili enters the game for P. Mills
6:40.0,Personal foul by M. Henry (drawn by T. Parker),,11-6,,
6:34.0,,,11-6,,Shooting foul by K. Simmons (drawn by T. Parker)
6:34.0,,,11-6,,T. Parker misses free throw 1 of 2
6:34.0,,,11-6,,Offensive rebound by Team
6:34.0,X. Rathan-Mayes enters the game for K. Simmons,,11-6,,
6:34.0,,,11-7,1,T. Parker makes free throw 2 of 2
6:17.0,X. Rathan-Mayes misses 3-pt shot from 27 ft,,11-7,,
6:15.0,,,11-7,,Defensive rebound by K. Anderson
6:03.0,,,11-9,2,T. Parker makes 2-pt shot from 20 ft (assist by P. Gasol)
5:42.0,J. Green makes 3-pt shot from 24 ft (assist by X. Rathan-Mayes),3,14-9,,
5:27.0,,,14-9,,P. Gasol misses 2-pt shot from 22 ft
5:27.0,,,14-9,,Offensive rebound by L. Aldridge
5:14.0,,,14-11,2,T. Parker makes 2-pt shot from 8 ft (assist by P. Gasol)
4:55.0,M. Gasol misses 2-pt shot from 5 ft (block by P. Gasol),,14-11,,
4:55.0,,,14-11,,Defensive rebound by L. Aldridge
4:50.0,,,14-11,,Shooting foul by X. Rathan-Mayes (drawn by T. Parker)
4:50.0,,,14-12,1,T. Parker makes free throw 1 of 2
4:50.0,,,14-12,,R. Gay enters the game for K. Anderson
4:50.0,,,14-12,,D. Green enters the game for L. Aldridge
4:50.0,D. Brooks enters the game for J. Green,,14-12,,
4:50.0,I. Rabb enters the game for C. Parsons,,14-12,,
4:50.0,,,14-13,1,T. Parker makes free throw 2 of 2
4:37.0,D. Brooks misses 3-pt shot from 22 ft,,14-13,,
4:37.0,,,14-13,,Defensive rebound by R. Gay
4:29.0,,,14-15,2,T. Parker makes 2-pt shot from 1 ft
4:08.0,Shooting foul by P. Gasol (drawn by M. Gasol),,14-15,,
4:08.0,M. Gasol misses free throw 1 of 2,,14-15,,
4:08.0,Offensive rebound by Team,,14-15,,
4:08.0,M. Gasol makes free throw 2 of 2,1,15-15,,
3:56.0,,,15-15,,P. Gasol misses 2-pt shot from 10 ft
3:56.0,Defensive rebound by D. Brooks,,15-15,,
3:45.0,Turnover by M. Henry (bad pass; steal by P. Gasol),,15-15,,
3:37.0,,,15-15,,R. Gay misses 2-pt shot from 10 ft
3:33.0,Defensive rebound by I. Rabb,,15-15,,
3:32.0,Memphis full timeout,,15-15,,
3:32.0,,,15-15,,J. Lauvergne enters the game for P. Gasol
3:29.0,,,15-15,,Shooting block foul by R. Gay (drawn by M. Gasol)
3:29.0,M. Gasol makes free throw 1 of 2,1,16-15,,
3:29.0,M. Gasol makes free throw 2 of 2,1,17-15,,
3:07.0,,,17-17,2,J. Lauvergne makes 2-pt shot from 7 ft (assist by M. Ginobili)
2:41.0,Turnover by X. Rathan-Mayes (bad pass; steal by T. Parker),,17-17,,
2:31.0,,,17-19,2,T. Parker makes 2-pt shot from 18 ft
2:14.0,D. Brooks makes 2-pt shot from 3 ft,2,19-19,,
1:56.0,,,19-19,,T. Parker misses 2-pt shot from 19 ft
1:56.0,Defensive rebound by M. Gasol,,19-19,,
1:46.0,M. Gasol misses 3-pt shot from 25 ft,,19-19,,
1:46.0,,,19-19,,Defensive rebound by D. Green
1:33.0,,,19-19,,Turnover by T. Parker (bad pass; steal by M. Henry)
1:26.0,Turnover by D. Brooks (bad pass; steal by R. Gay),,19-19,,
1:21.0,,,19-19,,T. Parker misses 3-pt shot from 23 ft
1:17.0,Defensive rebound by I. Rabb,,19-19,,
1:08.0,M. Gasol makes 2-pt shot from 5 ft,2,21-19,,
0:48.0,,,21-21,2,R. Gay makes 2-pt shot from 6 ft
0:40.0,X. Rathan-Mayes misses 2-pt shot from 20 ft,,21-21,,
0:40.0,,,21-21,,Defensive rebound by D. Green
0:28.0,,,21-21,,M. Ginobili misses 2-pt shot from 22 ft
0:28.0,Defensive rebound by X. Rathan-Mayes,,21-21,,
0:26.0,M. Henry makes 2-pt shot from 2 ft (assist by X. Rathan-Mayes),2,23-21,,
0:02.0,,,23-21,,J. Lauvergne misses 2-pt shot from 4 ft
0:02.0,,,23-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,X. Rathan-Mayes makes 2-pt shot from 8 ft,2,25-21,,
11:44.0,,,25-21,,Shooting block foul by P. Mills (drawn by X. Rathan-Mayes)
11:44.0,X. Rathan-Mayes misses free throw 1 of 1,,25-21,,
11:40.0,,,25-21,,Defensive rebound by L. Aldridge
11:32.0,,,25-21,,D. Green misses 2-pt shot from 8 ft
11:28.0,,,25-21,,Offensive rebound by L. Aldridge
11:07.0,,,25-21,,D. Murray misses 2-pt shot from 7 ft (block by D. Davis)
11:03.0,Defensive rebound by I. Rabb,,25-21,,
11:00.0,D. Davis makes 2-pt shot from 2 ft (assist by I. Rabb),2,27-21,,
10:38.0,,,27-21,,R. Gay misses 2-pt shot from 3 ft
10:32.0,,,27-21,,Offensive rebound by R. Gay
10:32.0,,,27-23,2,R. Gay makes 2-pt shot at rim
10:15.0,D. Brooks misses 2-pt shot from 18 ft,,27-23,,
10:13.0,,,27-23,,Defensive rebound by R. Gay
10:02.0,,,27-23,,L. Aldridge misses 2-pt shot from 4 ft
9:59.0,Defensive rebound by I. Rabb,,27-23,,
9:48.0,I. Rabb makes 2-pt shot from 13 ft (assist by X. Rathan-Mayes),2,29-23,,
9:30.0,,,29-23,,P. Mills misses 3-pt shot from 26 ft
9:23.0,Defensive rebound by X. Rathan-Mayes,,29-23,,
9:18.0,D. Brooks makes 2-pt shot from 8 ft (assist by X. Rathan-Mayes),2,31-23,,
9:15.0,,,31-23,,San Antonio full timeout
9:15.0,,,31-23,,D. Bertans enters the game for D. Green
9:15.0,,,31-23,,K. Anderson enters the game for R. Gay
8:51.0,,,31-23,,K. Anderson misses 2-pt shot from 12 ft
8:50.0,,,31-23,,Offensive rebound by Team
8:48.0,,,31-23,,Shooting foul by I. Rabb (drawn by D. Bertans)
8:48.0,,,31-24,1,D. Bertans makes free throw 1 of 3
8:48.0,,,31-25,1,D. Bertans makes free throw 2 of 3
8:48.0,,,31-26,1,D. Bertans makes free throw 3 of 3
8:32.0,C. Parsons makes 2-pt shot from 10 ft,2,33-26,,
8:12.0,,,33-28,2,K. Anderson makes 2-pt shot from 7 ft (assist by D. Bertans)
7:59.0,D. Davis misses 2-pt shot from 14 ft,,33-28,,
7:59.0,,,33-28,,Defensive rebound by D. Bertans
7:51.0,,,33-28,,Shooting foul by D. Davis (drawn by L. Aldridge)
7:51.0,,,33-29,1,L. Aldridge makes free throw 1 of 2
7:51.0,M. Henry enters the game for D. Brooks,,33-29,,
7:51.0,,,33-30,1,L. Aldridge makes free throw 2 of 2
7:38.0,C. Parsons misses 2-pt shot from 19 ft,,33-30,,
7:34.0,,,33-30,,Defensive rebound by D. Murray
7:18.0,,,33-30,,L. Aldridge misses 2-pt shot from 3 ft
7:15.0,Defensive rebound by I. Rabb,,33-30,,
6:57.0,I. Rabb makes 2-pt shot from 10 ft (assist by M. Henry),2,35-30,,
6:45.0,,,35-32,2,P. Mills makes 2-pt shot from 16 ft (assist by D. Bertans)
6:40.0,J. Green enters the game for I. Rabb,,35-32,,
6:40.0,K. Simmons enters the game for X. Rathan-Mayes,,35-32,,
6:30.0,C. Parsons misses 3-pt shot from 25 ft,,35-32,,
6:26.0,,,35-32,,Defensive rebound by L. Aldridge
6:21.0,Personal foul by D. Davis (drawn by D. Murray),,35-32,,
6:14.0,,,35-32,,P. Mills misses 3-pt shot from 26 ft
6:08.0,Defensive rebound by J. Green,,35-32,,
6:00.0,Turnover by J. Green (bad pass; steal by K. Anderson),,35-32,,
5:54.0,,,35-34,2,K. Anderson makes 2-pt shot from 3 ft
5:44.0,,,35-34,,P. Gasol enters the game for K. Anderson
5:44.0,,,35-34,,M. Ginobili enters the game for D. Bertans
5:44.0,M. Gasol enters the game for D. Davis,,35-34,,
5:34.0,K. Simmons misses 2-pt shot from 12 ft,,35-34,,
5:31.0,,,35-34,,Defensive rebound by P. Mills
5:17.0,,,35-34,,D. Murray misses 3-pt shot from 22 ft
5:13.0,Defensive rebound by M. Gasol,,35-34,,
5:09.0,,,35-34,,Personal foul by M. Ginobili (drawn by C. Parsons)
5:09.0,,,35-34,,D. Green enters the game for P. Mills
5:00.0,J. Green misses 2-pt shot from 15 ft,,35-34,,
4:56.0,,,35-34,,Defensive rebound by D. Murray
4:45.0,,,35-37,3,D. Green makes 3-pt shot from 23 ft (assist by P. Gasol)
4:24.0,K. Simmons makes 2-pt shot from 1 ft,2,37-37,,
4:07.0,,,37-37,,M. Ginobili misses 3-pt shot from 26 ft
4:03.0,Defensive rebound by J. Green,,37-37,,
3:52.0,M. Gasol makes 2-pt shot from 14 ft (assist by J. Green),2,39-37,,
3:52.0,,,39-37,,San Antonio full timeout
3:52.0,,,39-37,,D. Bertans enters the game for D. Murray
3:52.0,,,39-37,,T. Parker enters the game for L. Aldridge
3:52.0,D. Brooks enters the game for C. Parsons,,39-37,,
3:39.0,,,39-37,,Turnover by M. Ginobili (lost ball; steal by M. Henry)
3:33.0,J. Green makes 2-pt shot from 1 ft (assist by M. Henry),2,41-37,,
3:23.0,,,41-37,,D. Bertans misses 3-pt shot from 27 ft
3:23.0,Defensive rebound by J. Green,,41-37,,
3:20.0,Turnover by J. Green (traveling),,41-37,,
3:20.0,X. Rathan-Mayes enters the game for M. Henry,,41-37,,
3:12.0,,,41-37,,Shooting foul by D. Brooks (drawn by P. Gasol)
3:12.0,,,41-39,1,P. Gasol makes free throw 1 of 2
3:12.0,,,41-39,1,P. Gasol makes free throw 2 of 2
3:01.0,,,41-39,,Personal foul by M. Ginobili (drawn by D. Brooks)
2:54.0,K. Simmons makes 2-pt shot from 17 ft,2,43-39,,
2:36.0,,,43-39,,D. Green misses 2-pt shot from 9 ft
2:33.0,Defensive rebound by D. Brooks,,43-39,,
2:23.0,K. Simmons misses 2-pt shot from 9 ft,,43-39,,
2:19.0,,,43-39,,Defensive rebound by M. Ginobili
2:12.0,,,43-41,2,D. Green makes 2-pt shot from 2 ft (assist by T. Parker)
1:56.0,X. Rathan-Mayes misses 2-pt shot from 18 ft,,43-41,,
1:53.0,,,43-41,,Defensive rebound by P. Gasol
1:43.0,,,43-41,,D. Bertans misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by M. Gasol,,43-41,,
1:36.0,D. Brooks misses 2-pt shot from 17 ft,,43-41,,
1:28.0,Offensive rebound by J. Green,,43-41,,
1:28.0,J. Green misses 2-pt shot at rim,,43-41,,
1:26.0,,,43-41,,Defensive rebound by D. Bertans
1:15.0,,,43-43,2,T. Parker makes 2-pt shot from 1 ft
0:56.0,M. Gasol makes 2-pt shot from 1 ft (assist by D. Brooks),2,45-43,,
0:49.0,Personal foul by D. Brooks (drawn by D. Bertans),,45-43,,
0:49.0,,,45-43,,D. Bertans misses free throw 1 of 2
0:49.0,,,45-43,,Offensive rebound by Team
0:49.0,,,45-44,1,D. Bertans makes free throw 2 of 2
0:34.0,M. Gasol misses 3-pt shot from 25 ft,,45-44,,
0:30.0,Offensive rebound by J. Green,,45-44,,
0:16.0,Turnover by M. Gasol (out of bounds lost ball),,45-44,,
0:00.0,,,45-47,3,D. Green makes 3-pt shot from 24 ft (assist by D. Bertans)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by M. Gasol (bad pass; steal by K. Anderson),,45-47,,
11:38.0,,,45-49,2,D. Murray makes 2-pt shot at rim (assist by K. Anderson)
11:24.0,J. Green makes 3-pt shot from 26 ft (assist by M. Gasol),3,48-49,,
11:02.0,,,48-49,,Shooting foul by W. Selden (drawn by K. Anderson)
11:02.0,,,48-50,1,K. Anderson makes free throw 1 of 2
11:02.0,,,48-51,1,K. Anderson makes free throw 2 of 2
10:48.0,D. Brooks makes 3-pt shot from 28 ft (assist by M. Gasol),3,51-51,,
10:30.0,,,51-51,,Turnover by P. Gasol (bad pass; steal by K. Simmons)
10:26.0,K. Simmons makes 2-pt shot from 2 ft (assist by J. Green),2,53-51,,
10:16.0,,,53-51,,P. Mills misses 2-pt shot from 19 ft
10:16.0,Defensive rebound by J. Green,,53-51,,
10:05.0,Turnover by K. Simmons (bad pass; steal by D. Murray),,53-51,,
10:01.0,Personal foul by M. Gasol (drawn by P. Mills),,53-51,,
9:52.0,Personal foul by J. Green (drawn by L. Aldridge),,53-51,,
9:50.0,,,53-54,3,P. Mills makes 3-pt shot from 25 ft (assist by K. Anderson)
9:27.0,W. Selden misses 2-pt shot from 4 ft (block by L. Aldridge),,53-54,,
9:27.0,,,53-54,,Defensive rebound by P. Gasol
9:05.0,,,53-54,,P. Gasol misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by J. Green,,53-54,,
8:51.0,D. Brooks makes 3-pt shot from 25 ft (assist by W. Selden),3,56-54,,
8:37.0,Personal foul by D. Brooks (drawn by L. Aldridge),,56-54,,
8:28.0,,,56-56,2,D. Murray makes 2-pt shot from 4 ft
8:13.0,D. Brooks misses 2-pt shot from 5 ft,,56-56,,
8:13.0,Offensive rebound by D. Brooks,,56-56,,
8:07.0,M. Henry enters the game for D. Brooks,,56-56,,
7:56.0,M. Gasol makes 3-pt shot from 27 ft (assist by K. Simmons),3,59-56,,
7:38.0,,,59-56,,P. Gasol misses 2-pt shot from 4 ft
7:38.0,Defensive rebound by J. Green,,59-56,,
7:34.0,M. Henry misses 3-pt shot from 26 ft,,59-56,,
7:34.0,,,59-56,,Defensive rebound by P. Gasol
7:22.0,,,59-56,,P. Mills misses 2-pt shot from 18 ft (block by K. Simmons)
7:22.0,Defensive rebound by K. Simmons,,59-56,,
7:13.0,J. Green misses 2-pt shot from 23 ft,,59-56,,
7:13.0,,,59-56,,Defensive rebound by L. Aldridge
6:58.0,,,59-56,,Turnover by P. Gasol (traveling)
6:58.0,,,59-56,,San Antonio full timeout
6:58.0,,,59-56,,R. Gay enters the game for P. Mills
6:58.0,,,59-56,,D. Green enters the game for P. Gasol
6:46.0,Turnover by J. Green (bad pass; steal by L. Aldridge),,59-56,,
6:37.0,,,59-56,,L. Aldridge misses 3-pt shot from 24 ft
6:34.0,Defensive rebound by J. Green,,59-56,,
6:27.0,K. Simmons makes 3-pt shot from 23 ft (assist by M. Gasol),3,62-56,,
6:05.0,,,62-58,2,D. Green makes 2-pt shot from 17 ft
5:42.0,W. Selden misses 3-pt shot from 28 ft,,62-58,,
5:38.0,,,62-58,,Defensive rebound by D. Murray
5:26.0,,,62-58,,L. Aldridge misses 2-pt shot from 17 ft
5:23.0,Defensive rebound by M. Gasol,,62-58,,
5:12.0,K. Simmons misses 3-pt shot from 24 ft,,62-58,,
5:09.0,Offensive rebound by K. Simmons,,62-58,,
4:47.0,K. Simmons makes 2-pt shot from 2 ft (assist by W. Selden),2,64-58,,
4:28.0,Personal foul by W. Selden (drawn by D. Green),,64-58,,
4:28.0,,,64-58,,D. Green misses free throw 1 of 2
4:28.0,,,64-58,,Offensive rebound by Team
4:28.0,,,64-58,,T. Parker enters the game for K. Anderson
4:28.0,,,64-58,,M. Ginobili enters the game for D. Murray
4:28.0,I. Rabb enters the game for J. Green,,64-58,,
4:28.0,D. Brooks enters the game for W. Selden,,64-58,,
4:28.0,,,64-59,1,D. Green makes free throw 2 of 2
4:16.0,M. Henry makes 2-pt shot from 2 ft (assist by K. Simmons),2,66-59,,
4:07.0,Violation by M. Gasol (kicked ball),,66-59,,
4:07.0,X. Rathan-Mayes enters the game for K. Simmons,,66-59,,
3:56.0,,,66-62,3,M. Ginobili makes 3-pt shot from 23 ft (assist by T. Parker)
3:36.0,Turnover by X. Rathan-Mayes (bad pass; steal by D. Green),,66-62,,
3:33.0,,,66-62,,Shooting foul by I. Rabb (drawn by R. Gay)
3:33.0,,,66-63,1,R. Gay makes free throw 1 of 2
3:33.0,,,66-63,,J. Lauvergne enters the game for L. Aldridge
3:33.0,,,66-63,,R. Gay misses free throw 2 of 2
3:30.0,Defensive rebound by M. Gasol,,66-63,,
3:29.0,Memphis full timeout,,66-63,,
3:23.0,X. Rathan-Mayes misses 2-pt shot from 20 ft,,66-63,,
3:19.0,,,66-63,,Defensive rebound by D. Green
3:12.0,,,66-63,,M. Ginobili misses 2-pt shot from 4 ft (block by I. Rabb)
3:07.0,Defensive rebound by I. Rabb,,66-63,,
3:05.0,D. Brooks misses 3-pt shot from 23 ft,,66-63,,
3:05.0,,,66-63,,Defensive rebound by M. Ginobili
2:53.0,,,66-66,3,D. Green makes 3-pt shot from 23 ft (assist by T. Parker)
2:31.0,Turnover by D. Brooks (traveling),,66-66,,
2:20.0,,,66-68,2,T. Parker makes 2-pt shot from 2 ft
2:01.0,D. Brooks makes 2-pt shot from 7 ft,2,68-68,,
1:47.0,Violation by M. Gasol (kicked ball),,68-68,,
1:47.0,D. Davis enters the game for M. Gasol,,68-68,,
1:32.0,,,68-68,,Turnover by Team (shot clock)
1:18.0,I. Rabb makes 2-pt shot from 2 ft (assist by M. Henry),2,70-68,,
0:53.0,,,70-70,2,R. Gay makes 2-pt shot from 6 ft (assist by T. Parker)
0:35.0,,,70-70,,Personal foul by T. Parker
0:35.0,,,70-70,,Technical foul by T. Parker
0:35.0,D. Brooks makes technical free throw,1,71-70,,
0:28.0,D. Davis misses 2-pt shot from 4 ft,,71-70,,
0:25.0,,,71-70,,Defensive rebound by R. Gay
0:06.0,,,71-70,,D. Green misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by Team,,71-70,,
0:05.0,,,71-70,,Loose ball foul by J. Lauvergne (drawn by D. Davis)
0:05.0,D. Davis makes free throw 1 of 2,1,72-70,,
0:05.0,,,72-70,,D. Bertans enters the game for R. Gay
0:05.0,W. Selden enters the game for I. Rabb,,72-70,,
0:05.0,J. Green enters the game for D. Brooks,,72-70,,
0:05.0,D. Davis misses free throw 2 of 2,,72-70,,
0:03.0,,,72-70,,Defensive rebound by J. Lauvergne
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,72-72,2,D. Bertans makes 2-pt shot from 20 ft (assist by L. Aldridge)
11:21.0,J. Green makes 2-pt shot from 6 ft,2,74-72,,
11:08.0,,,74-72,,P. Mills misses 3-pt shot from 24 ft
11:08.0,Defensive rebound by J. Green,,74-72,,
10:49.0,X. Rathan-Mayes makes 2-pt shot from 18 ft,2,76-72,,
10:24.0,,,76-72,,Turnover by L. Aldridge (lost ball; steal by M. Henry)
10:09.0,X. Rathan-Mayes misses 3-pt shot from 24 ft,,76-72,,
10:05.0,,,76-72,,Defensive rebound by K. Anderson
10:04.0,,,76-74,2,D. Bertans makes 2-pt shot at rim (assist by K. Anderson)
9:51.0,Turnover by M. Henry (lost ball; steal by K. Anderson),,76-74,,
9:50.0,,,76-76,2,K. Anderson makes 2-pt shot from 1 ft
9:50.0,,,76-76,,Shooting foul by M. Henry (drawn by K. Anderson)
9:50.0,,,76-76,,B. Forbes enters the game for T. Parker
9:50.0,D. Brooks enters the game for M. Henry,,76-76,,
9:50.0,K. Simmons enters the game for X. Rathan-Mayes,,76-76,,
9:50.0,,,76-77,1,K. Anderson makes free throw 1 of 1
9:35.0,W. Selden makes 2-pt shot from 6 ft,2,78-77,,
9:17.0,,,78-79,2,L. Aldridge makes 2-pt shot from 5 ft
8:56.0,Turnover by W. Selden (lost ball; steal by K. Anderson),,78-79,,
8:51.0,,,78-81,2,D. Bertans makes 2-pt shot from 1 ft (assist by K. Anderson)
8:50.0,Memphis full timeout,,78-81,,
8:50.0,M. Gasol enters the game for D. Davis,,78-81,,
8:29.0,D. Brooks makes 2-pt shot from 1 ft (assist by J. Green),2,80-81,,
8:14.0,,,80-81,,Shooting foul by J. Green (drawn by K. Anderson)
8:14.0,,,80-82,1,K. Anderson makes free throw 1 of 2
8:14.0,,,80-82,,K. Anderson misses free throw 2 of 2
8:11.0,Defensive rebound by J. Green,,80-82,,
7:49.0,M. Gasol makes 3-pt shot from 25 ft,3,83-82,,
7:37.0,,,83-82,,Turnover by K. Anderson (traveling)
7:24.0,,,83-82,,Personal foul by K. Anderson (drawn by J. Green)
7:14.0,J. Green misses 2-pt shot from 7 ft,,83-82,,
7:11.0,,,83-82,,Defensive rebound by D. Bertans
6:58.0,,,83-85,3,D. Bertans makes 3-pt shot from 25 ft (assist by P. Mills)
6:32.0,D. Brooks makes 2-pt shot from 2 ft (assist by M. Gasol),2,85-85,,
6:17.0,,,85-85,,L. Aldridge misses 2-pt shot from 12 ft
6:17.0,Defensive rebound by J. Green,,85-85,,
6:05.0,Turnover by J. Green (traveling),,85-85,,
6:05.0,,,85-85,,D. Green enters the game for K. Anderson
6:05.0,,,85-85,,P. Gasol enters the game for P. Mills
6:05.0,,,85-85,,T. Parker enters the game for L. Aldridge
5:53.0,,,85-87,2,T. Parker makes 2-pt shot from 1 ft
5:33.0,M. Gasol makes 2-pt shot from 12 ft,2,87-87,,
5:19.0,,,87-89,2,T. Parker makes 2-pt shot from 14 ft
4:56.0,J. Green misses 2-pt shot from 2 ft,,87-89,,
4:53.0,Offensive rebound by K. Simmons,,87-89,,
4:51.0,M. Gasol misses 3-pt shot from 25 ft,,87-89,,
4:51.0,,,87-89,,Defensive rebound by Team
4:51.0,Loose ball foul by J. Green (drawn by D. Bertans),,87-89,,
4:51.0,,,87-89,,M. Ginobili enters the game for B. Forbes
4:51.0,M. Henry enters the game for W. Selden,,87-89,,
4:38.0,,,87-91,2,T. Parker makes 2-pt shot from 13 ft (assist by P. Gasol)
4:13.0,D. Brooks misses 3-pt shot from 26 ft,,87-91,,
4:10.0,,,87-91,,Defensive rebound by P. Gasol
4:03.0,,,87-93,2,T. Parker makes 2-pt shot from 14 ft
4:01.0,Memphis full timeout,,87-93,,
4:01.0,X. Rathan-Mayes enters the game for K. Simmons,,87-93,,
3:44.0,D. Brooks misses 2-pt shot from 3 ft (block by D. Green),,87-93,,
3:41.0,Offensive rebound by D. Brooks,,87-93,,
3:41.0,Turnover by D. Brooks (traveling),,87-93,,
3:30.0,,,87-93,,Turnover by P. Gasol (bad pass; steal by X. Rathan-Mayes)
3:14.0,,,87-93,,Personal block foul by M. Ginobili (drawn by M. Henry)
3:04.0,X. Rathan-Mayes misses 2-pt shot from 5 ft,,87-93,,
3:01.0,,,87-93,,Defensive rebound by P. Gasol
2:56.0,Technical foul by M. Henry (drawn by M. Ginobili),,87-93,,
2:56.0,,,87-94,1,M. Ginobili makes free throw 1 of 1
2:45.0,,,87-94,,Turnover by M. Ginobili (bad pass; steal by X. Rathan-Mayes)
2:39.0,Turnover by X. Rathan-Mayes (bad pass; steal by D. Bertans),,87-94,,
2:28.0,,,87-94,,M. Ginobili misses 3-pt shot from 23 ft
2:24.0,Defensive rebound by J. Green,,87-94,,
2:03.0,J. Green makes 2-pt shot at rim (assist by X. Rathan-Mayes),2,89-94,,
1:46.0,,,89-94,,D. Bertans misses 3-pt shot from 27 ft
1:46.0,Defensive rebound by M. Gasol,,89-94,,
1:39.0,D. Brooks misses 2-pt shot from 2 ft,,89-94,,
1:39.0,,,89-94,,Defensive rebound by Team
1:39.0,Loose ball foul by J. Green (drawn by D. Bertans),,89-94,,
1:39.0,,,89-95,1,D. Bertans makes free throw 1 of 2
1:39.0,,,89-95,,K. Anderson enters the game for P. Gasol
1:39.0,,,89-95,,L. Aldridge enters the game for M. Ginobili
1:39.0,,,89-96,1,D. Bertans makes free throw 2 of 2
1:39.0,Memphis full timeout,,89-96,,
1:36.0,Turnover by D. Brooks (bad pass; steal by D. Green),,89-96,,
1:33.0,,,89-96,,D. Green misses 2-pt shot from 1 ft (block by J. Green)
1:24.0,,,89-96,,Offensive rebound by D. Bertans
1:24.0,,,89-98,2,D. Bertans makes 2-pt shot at rim
1:22.0,X. Rathan-Mayes makes 2-pt shot from 1 ft,2,91-98,,
1:04.0,,,91-98,,D. Bertans misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by M. Henry,,91-98,,
0:56.0,,,91-98,,Personal foul by L. Aldridge (drawn by M. Gasol)
0:56.0,Memphis full timeout,,91-98,,
0:53.0,M. Henry misses 3-pt shot from 23 ft,,91-98,,
0:49.0,,,91-98,,Defensive rebound by L. Aldridge
0:33.0,,,91-98,,Turnover by T. Parker (lost ball; steal by M. Henry)
0:27.0,M. Gasol makes 3-pt shot from 30 ft (assist by M. Henry),3,94-98,,
0:17.0,Personal foul by X. Rathan-Mayes (drawn by K. Anderson),,94-98,,
0:17.0,,,94-98,,K. Anderson misses free throw 1 of 2
0:17.0,,,94-98,,Offensive rebound by Team
0:17.0,,,94-99,1,K. Anderson makes free throw 2 of 2
0:13.0,X. Rathan-Mayes makes 2-pt shot from 2 ft,2,96-99,,
