time,Philadelphia,pts.away,score,pts.home,Miami
2:43.0,,,22-26,,Offensive rebound by J. Winslow
2:32.0,,,22-26,,T. Johnson misses 2-pt shot from 13 ft
2:30.0,Defensive rebound by E. Ilyasova,,22-26,,
2:20.0,Turnover by E. Ilyasova (out of bounds lost ball),,22-26,,
2:20.0,,,22-26,,K. Olynyk enters the game for G. Dragic
2:20.0,,,22-26,,W. Ellington enters the game for T. Johnson
2:04.0,,,22-26,,D. Wade misses 2-pt shot from 2 ft
2:01.0,Defensive rebound by J. Embiid,,22-26,,
1:57.0,M. Belinelli misses 3-pt shot from 22 ft,,22-26,,
1:57.0,,,22-26,,Defensive rebound by B. Adebayo
1:51.0,,,22-26,,J. Winslow misses 2-pt shot from 1 ft
1:50.0,,,22-26,,Offensive rebound by B. Adebayo
1:50.0,,,22-26,,B. Adebayo misses 2-pt shot from 2 ft
1:49.0,Defensive rebound by J. Embiid,,22-26,,
1:40.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by T. McConnell),2,24-26,,
1:17.0,,,24-26,,W. Ellington misses 2-pt shot from 1 ft
1:16.0,Defensive rebound by T. McConnell,,24-26,,
1:10.0,M. Belinelli makes 2-pt shot from 2 ft (assist by T. McConnell),2,26-26,,
0:50.0,,,26-26,,B. Adebayo misses 2-pt shot from 17 ft
0:48.0,Defensive rebound by T. McConnell,,26-26,,
0:31.0,J. Embiid misses 2-pt shot from 21 ft,,26-26,,
0:29.0,,,26-26,,Defensive rebound by K. Olynyk
0:13.0,,,26-29,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Winslow)
0:01.0,J. Embiid makes 2-pt shot at rim (assist by J. Redick),2,28-29,,
0:01.0,Shooting foul by J. Winslow (drawn by J. Embiid),,28-29,,
0:01.0,J. Embiid misses free throw 1 of 1,,28-29,,
0:01.0,,,28-29,,Defensive rebound by B. Adebayo
0:00.0,,,28-29,,B. Adebayo misses 3-pt shot from 75 ft
0:00.0,,,28-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,,,28-29,,Turnover by Team (shot clock)
11:10.0,J. Embiid misses 2-pt shot from 14 ft,,28-29,,
11:08.0,,,28-29,,Defensive rebound by D. Wade
11:04.0,,,28-29,,Turnover by D. Wade (bad pass; steal by R. Covington)
11:04.0,,,28-29,,Personal foul by D. Wade (drawn by J. Redick)
10:53.0,E. Ilyasova misses 3-pt shot from 25 ft,,28-29,,
10:47.0,,,28-29,,Defensive rebound by B. Adebayo
10:38.0,,,28-29,,W. Ellington misses 2-pt shot from 19 ft
10:35.0,Defensive rebound by J. Embiid,,28-29,,
10:21.0,Shooting foul by B. Adebayo (drawn by J. Embiid),,28-29,,
10:21.0,J. Embiid makes free throw 1 of 2,1,29-29,,
10:21.0,J. Embiid misses free throw 2 of 2,,29-29,,
10:16.0,,,29-29,,Defensive rebound by K. Olynyk
10:02.0,,,29-29,,B. Adebayo misses 2-pt shot from 2 ft
9:58.0,Defensive rebound by J. Embiid,,29-29,,
9:55.0,R. Covington misses 2-pt shot from 2 ft (block by K. Olynyk),,29-29,,
9:51.0,,,29-29,,Defensive rebound by J. Winslow
9:45.0,,,29-29,,W. Ellington misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by R. Covington,,29-29,,
9:31.0,J. Redick misses 2-pt shot from 19 ft,,29-29,,
9:29.0,,,29-29,,Defensive rebound by K. Olynyk
9:12.0,Personal foul by E. Ilyasova (drawn by K. Olynyk),,29-29,,
9:12.0,,,29-29,,G. Dragic enters the game for D. Wade
9:12.0,D. Saric enters the game for T. McConnell,,29-29,,
9:12.0,M. Belinelli enters the game for J. Redick,,29-29,,
9:12.0,B. Simmons enters the game for E. Ilyasova,,29-29,,
8:59.0,,,29-32,3,J. Winslow makes 3-pt shot from 23 ft (assist by G. Dragic)
8:45.0,M. Belinelli misses 2-pt shot from 1 ft,,29-32,,
8:44.0,Offensive rebound by B. Simmons,,29-32,,
8:43.0,B. Simmons makes 2-pt shot at rim,2,31-32,,
8:25.0,,,31-34,2,B. Adebayo makes 2-pt shot from 1 ft (assist by W. Ellington)
8:04.0,R. Covington misses 2-pt shot from 4 ft,,31-34,,
8:03.0,Offensive rebound by R. Covington,,31-34,,
8:03.0,R. Covington misses 2-pt shot from 4 ft,,31-34,,
8:02.0,,,31-34,,Defensive rebound by K. Olynyk
7:51.0,,,31-36,2,K. Olynyk makes 2-pt shot from 2 ft
7:34.0,J. Embiid misses 2-pt shot from 16 ft,,31-36,,
7:31.0,,,31-36,,Defensive rebound by J. Winslow
7:20.0,,,31-36,,K. Olynyk misses 3-pt shot from 23 ft
7:18.0,Defensive rebound by B. Simmons,,31-36,,
7:13.0,,,31-36,,Personal foul by K. Olynyk (drawn by J. Embiid)
7:13.0,,,31-36,,J. Johnson enters the game for B. Adebayo
7:13.0,,,31-36,,H. Whiteside enters the game for J. Winslow
7:13.0,A. Johnson enters the game for J. Embiid,,31-36,,
7:11.0,Offensive foul by A. Johnson (drawn by W. Ellington),,31-36,,
7:11.0,Turnover by A. Johnson (offensive foul),,31-36,,
6:55.0,,,31-38,2,G. Dragic makes 2-pt shot from 13 ft (assist by H. Whiteside)
6:44.0,D. Saric misses 3-pt shot from 25 ft,,31-38,,
6:42.0,,,31-38,,Defensive rebound by G. Dragic
6:36.0,,,31-41,3,G. Dragic makes 3-pt shot from 25 ft (assist by J. Johnson)
6:35.0,Philadelphia full timeout,,31-41,,
6:35.0,,,31-41,,J. Richardson enters the game for W. Ellington
6:26.0,Turnover by B. Simmons (bad pass; steal by H. Whiteside),,31-41,,
6:05.0,,,31-41,,H. Whiteside misses 2-pt shot from 4 ft
6:03.0,Defensive rebound by B. Simmons,,31-41,,
5:57.0,B. Simmons makes 2-pt shot from 1 ft,2,33-41,,
5:43.0,,,33-41,,Turnover by H. Whiteside (bad pass; steal by R. Covington)
5:35.0,D. Saric misses 2-pt shot from 18 ft,,33-41,,
5:33.0,,,33-41,,Defensive rebound by K. Olynyk
5:24.0,,,33-41,,Turnover by J. Johnson (lost ball; steal by B. Simmons)
5:18.0,A. Johnson makes 2-pt shot from 1 ft (assist by B. Simmons),2,35-41,,
5:18.0,,,35-41,,Miami full timeout
5:18.0,,,35-41,,T. Johnson enters the game for K. Olynyk
5:18.0,E. Ilyasova enters the game for A. Johnson,,35-41,,
5:04.0,,,35-41,,J. Richardson misses 3-pt shot from 22 ft
5:02.0,Defensive rebound by D. Saric,,35-41,,
4:53.0,E. Ilyasova misses 2-pt shot from 22 ft,,35-41,,
4:50.0,,,35-41,,Defensive rebound by H. Whiteside
4:41.0,,,35-44,3,J. Richardson makes 3-pt shot from 23 ft (assist by T. Johnson)
4:28.0,M. Belinelli makes 2-pt shot from 17 ft (assist by E. Ilyasova),2,37-44,,
4:17.0,,,37-47,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Johnson)
4:00.0,B. Simmons misses 2-pt shot from 5 ft,,37-47,,
3:58.0,,,37-47,,Defensive rebound by T. Johnson
3:48.0,,,37-49,2,T. Johnson makes 2-pt shot from 18 ft (assist by J. Johnson)
3:27.0,Offensive charge foul by D. Saric (drawn by G. Dragic),,37-49,,
3:27.0,Turnover by D. Saric (offensive foul),,37-49,,
3:27.0,J. Redick enters the game for M. Belinelli,,37-49,,
3:27.0,T. McConnell enters the game for R. Covington,,37-49,,
3:07.0,,,37-49,,J. Johnson misses 2-pt shot from 8 ft
3:05.0,Defensive rebound by E. Ilyasova,,37-49,,
2:55.0,E. Ilyasova misses 2-pt shot from 3 ft,,37-49,,
2:53.0,,,37-49,,Defensive rebound by H. Whiteside
2:48.0,,,37-49,,Turnover by J. Richardson (lost ball; steal by J. Redick)
2:42.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Simmons),3,40-49,,
2:24.0,,,40-51,2,H. Whiteside makes 2-pt shot at rim
2:07.0,B. Simmons misses 2-pt shot from 7 ft (block by J. Johnson),,40-51,,
2:05.0,,,40-51,,Defensive rebound by G. Dragic
2:05.0,,,40-51,,G. Dragic misses 2-pt shot from 1 ft (block by E. Ilyasova)
2:05.0,,,40-51,,Offensive rebound by Team
2:05.0,,,40-51,,D. Wade enters the game for J. Richardson
2:05.0,J. Embiid enters the game for D. Saric,,40-51,,
1:56.0,,,40-51,,G. Dragic misses 2-pt shot from 18 ft
1:53.0,Defensive rebound by T. McConnell,,40-51,,
1:51.0,J. Redick makes 3-pt shot from 25 ft (assist by E. Ilyasova),3,43-51,,
1:34.0,,,43-51,,D. Wade misses 2-pt shot from 3 ft
1:33.0,,,43-51,,Offensive rebound by Team
1:33.0,Loose ball foul by J. Embiid (drawn by H. Whiteside),,43-51,,
1:22.0,,,43-51,,H. Whiteside misses 2-pt shot from 8 ft
1:22.0,Defensive rebound by Team,,43-51,,
1:18.0,,,43-51,,Personal foul by J. Johnson (drawn by B. Simmons)
1:07.0,J. Redick misses 2-pt shot from 16 ft,,43-51,,
1:04.0,,,43-51,,Defensive rebound by H. Whiteside
0:59.0,,,43-51,,Turnover by J. Johnson (lost ball; steal by B. Simmons)
0:52.0,E. Ilyasova makes 3-pt shot from 25 ft (assist by J. Redick),3,46-51,,
0:31.0,,,46-51,,G. Dragic misses 2-pt shot from 7 ft
0:29.0,Defensive rebound by E. Ilyasova,,46-51,,
0:26.0,E. Ilyasova misses 3-pt shot from 25 ft,,46-51,,
0:23.0,Offensive rebound by B. Simmons,,46-51,,
0:20.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Simmons),3,49-51,,
0:01.0,,,49-53,2,D. Wade makes 2-pt shot from 16 ft
0:01.0,Turnover by E. Ilyasova (bad pass),,49-53,,
0:00.0,,,49-53,,D. Wade misses 2-pt shot from 16 ft
0:00.0,,,49-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,49-53,,J. Richardson misses 2-pt shot from 16 ft
11:36.0,Defensive rebound by R. Covington,,49-53,,
11:32.0,D. Saric makes 3-pt shot from 28 ft (assist by B. Simmons),3,52-53,,
11:14.0,,,52-55,2,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson)
11:14.0,,,52-55,,Shooting foul by J. Embiid (drawn by H. Whiteside)
11:14.0,,,52-56,1,H. Whiteside makes free throw 1 of 1
10:56.0,J. Embiid makes 2-pt shot from 20 ft (assist by J. Redick),2,54-56,,
10:49.0,,,54-56,,T. Johnson misses 2-pt shot from 4 ft
10:47.0,Defensive rebound by D. Saric,,54-56,,
10:44.0,J. Redick makes 3-pt shot from 25 ft (assist by D. Saric),3,57-56,,
10:22.0,,,57-56,,G. Dragic misses 3-pt shot from 23 ft
10:22.0,Defensive rebound by D. Saric,,57-56,,
10:22.0,,,57-56,,Loose ball foul by H. Whiteside (drawn by J. Embiid)
10:05.0,J. Embiid misses 2-pt shot from 12 ft,,57-56,,
10:04.0,Offensive rebound by D. Saric,,57-56,,
10:03.0,Turnover by D. Saric (lost ball; steal by J. Johnson),,57-56,,
9:55.0,,,57-56,,Shooting foul by J. Embiid (drawn by H. Whiteside)
9:55.0,,,57-57,1,H. Whiteside makes free throw 1 of 2
9:55.0,,,57-57,,H. Whiteside misses free throw 2 of 2
9:51.0,Defensive rebound by J. Embiid,,57-57,,
9:48.0,Turnover by J. Embiid (lost ball; steal by J. Johnson),,57-57,,
9:43.0,,,57-57,,G. Dragic misses 2-pt shot from 18 ft
9:40.0,Defensive rebound by D. Saric,,57-57,,
9:34.0,J. Embiid misses 3-pt shot from 26 ft,,57-57,,
9:31.0,,,57-57,,Defensive rebound by T. Johnson
9:25.0,,,57-57,,J. Richardson misses 3-pt shot from 23 ft
9:23.0,Defensive rebound by B. Simmons,,57-57,,
9:11.0,J. Embiid misses 2-pt shot from 2 ft (block by H. Whiteside),,57-57,,
9:11.0,,,57-57,,Defensive rebound by J. Richardson
9:11.0,Personal foul by J. Embiid,,57-57,,
9:11.0,,,57-57,,Technical foul by H. Whiteside
9:11.0,J. Redick makes technical free throw,1,58-57,,
9:11.0,A. Johnson enters the game for J. Embiid,,58-57,,
9:00.0,Personal foul by A. Johnson (drawn by T. Johnson),,58-57,,
8:47.0,,,58-57,,J. Richardson misses 2-pt shot from 15 ft (block by B. Simmons)
8:47.0,,,58-57,,Offensive rebound by Team
8:46.0,,,58-57,,Turnover by Team (shot clock)
8:32.0,Turnover by B. Simmons (bad pass; steal by J. Richardson),,58-57,,
8:23.0,,,58-59,2,J. Johnson makes 2-pt shot from 1 ft (assist by J. Richardson)
8:14.0,J. Redick misses 3-pt shot from 29 ft,,58-59,,
8:11.0,,,58-59,,Defensive rebound by G. Dragic
8:04.0,,,58-59,,J. Johnson misses 3-pt shot from 22 ft
8:02.0,Defensive rebound by R. Covington,,58-59,,
7:57.0,Shooting foul by T. Johnson (drawn by D. Saric),,58-59,,
7:57.0,D. Saric makes free throw 1 of 2,1,59-59,,
7:57.0,D. Saric makes free throw 2 of 2,1,60-59,,
7:52.0,Violation by R. Covington (kicked ball),,60-59,,
7:41.0,,,60-59,,Turnover by J. Johnson (traveling)
7:22.0,A. Johnson makes 2-pt shot from 2 ft (assist by J. Redick),2,62-59,,
7:14.0,,,62-61,2,H. Whiteside makes 2-pt shot from 2 ft (assist by J. Johnson)
7:14.0,,,62-61,,Shooting foul by R. Covington (drawn by H. Whiteside)
7:14.0,,,62-62,1,H. Whiteside makes free throw 1 of 1
7:14.0,M. Belinelli enters the game for J. Redick,,62-62,,
6:51.0,D. Saric misses 2-pt shot from 6 ft (block by J. Richardson),,62-62,,
6:47.0,Offensive rebound by D. Saric,,62-62,,
6:44.0,A. Johnson makes 2-pt shot from 5 ft (assist by D. Saric),2,64-62,,
6:37.0,,,64-62,,H. Whiteside misses 2-pt shot from 12 ft
6:34.0,Defensive rebound by R. Covington,,64-62,,
6:28.0,D. Saric misses 3-pt shot from 25 ft,,64-62,,
6:25.0,,,64-62,,Defensive rebound by T. Johnson
6:21.0,,,64-62,,T. Johnson misses 2-pt shot from 3 ft
6:14.0,Defensive rebound by B. Simmons,,64-62,,
6:08.0,A. Johnson misses 3-pt shot from 25 ft,,64-62,,
6:08.0,,,64-62,,Defensive rebound by G. Dragic
5:53.0,,,64-62,,Turnover by H. Whiteside (lost ball; steal by R. Covington)
5:48.0,R. Covington misses 3-pt shot from 25 ft,,64-62,,
5:45.0,,,64-62,,Defensive rebound by J. Johnson
5:45.0,,,64-62,,Miami full timeout
5:45.0,,,64-62,,K. Olynyk enters the game for H. Whiteside
5:36.0,,,64-62,,Offensive charge foul by K. Olynyk (drawn by A. Johnson)
5:36.0,,,64-62,,Turnover by K. Olynyk (offensive foul)
5:36.0,T. McConnell enters the game for R. Covington,,64-62,,
5:27.0,Offensive foul by D. Saric (drawn by J. Richardson),,64-62,,
5:27.0,Turnover by D. Saric (offensive foul),,64-62,,
5:27.0,E. Ilyasova enters the game for D. Saric,,64-62,,
5:13.0,,,64-62,,J. Johnson misses 2-pt shot from 7 ft
5:12.0,Defensive rebound by B. Simmons,,64-62,,
5:07.0,M. Belinelli makes 3-pt shot from 26 ft (assist by B. Simmons),3,67-62,,
4:49.0,,,67-65,3,T. Johnson makes 3-pt shot from 25 ft (assist by G. Dragic)
4:25.0,Turnover by B. Simmons (bad pass; steal by G. Dragic),,67-65,,
4:18.0,,,67-65,,J. Richardson misses 2-pt shot from 1 ft
4:15.0,Defensive rebound by E. Ilyasova,,67-65,,
4:06.0,M. Belinelli makes 3-pt shot from 26 ft,3,70-65,,
3:43.0,,,70-67,2,K. Olynyk makes 2-pt shot from 15 ft (assist by G. Dragic)
3:33.0,M. Belinelli misses 3-pt shot from 25 ft,,70-67,,
3:30.0,,,70-67,,Defensive rebound by J. Richardson
3:26.0,,,70-67,,K. Olynyk misses 3-pt shot from 27 ft
3:22.0,Defensive rebound by A. Johnson,,70-67,,
3:18.0,Philadelphia full timeout,,70-67,,
3:18.0,,,70-67,,W. Ellington enters the game for G. Dragic
3:18.0,,,70-67,,J. Winslow enters the game for T. Johnson
3:18.0,,,70-67,,D. Wade enters the game for J. Johnson
3:18.0,J. Redick enters the game for B. Simmons,,70-67,,
3:04.0,T. McConnell misses 2-pt shot from 1 ft,,70-67,,
3:01.0,,,70-67,,Defensive rebound by D. Wade
2:54.0,,,70-67,,J. Richardson misses 3-pt shot from 26 ft
2:51.0,Defensive rebound by E. Ilyasova,,70-67,,
2:38.0,Turnover by E. Ilyasova (lost ball; steal by K. Olynyk),,70-67,,
2:29.0,,,70-69,2,J. Richardson makes 2-pt shot from 1 ft
2:06.0,M. Belinelli misses 3-pt shot from 25 ft,,70-69,,
2:03.0,,,70-69,,Defensive rebound by J. Richardson
1:56.0,,,70-71,2,J. Richardson makes 2-pt shot from 5 ft
1:38.0,,,70-71,,Personal foul by K. Olynyk (drawn by M. Belinelli)
1:38.0,,,70-71,,T. Johnson enters the game for J. Richardson
1:24.0,T. McConnell makes 2-pt shot from 2 ft,2,72-71,,
1:05.0,,,72-71,,Shooting foul by T. McConnell (drawn by D. Wade)
1:05.0,,,72-71,,D. Wade misses free throw 1 of 2
1:05.0,,,72-71,,Offensive rebound by Team
1:05.0,,,72-72,1,D. Wade makes free throw 2 of 2
0:45.0,T. McConnell makes 2-pt shot from 16 ft,2,74-72,,
0:35.0,Personal foul by E. Ilyasova (drawn by J. Winslow),,74-72,,
0:35.0,,,74-72,,J. Winslow misses free throw 1 of 2
0:35.0,,,74-72,,Offensive rebound by Team
0:35.0,,,74-72,,J. Winslow misses free throw 2 of 2
0:31.0,,,74-72,,Offensive rebound by D. Wade
0:22.0,,,74-72,,Shooting foul by A. Johnson (drawn by K. Olynyk)
0:22.0,,,74-72,,K. Olynyk misses free throw 1 of 2
0:22.0,,,74-72,,Offensive rebound by Team
0:22.0,R. Covington enters the game for A. Johnson,,74-72,,
0:22.0,,,74-73,1,K. Olynyk makes free throw 2 of 2
0:04.0,J. Redick misses 3-pt shot from 25 ft,,74-73,,
0:01.0,,,74-73,,Defensive rebound by D. Wade
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,E. Ilyasova misses 3-pt shot from 25 ft,,74-73,,
11:45.0,,,74-73,,Defensive rebound by J. Winslow
11:32.0,,,74-76,3,W. Ellington makes 3-pt shot from 25 ft (assist by D. Wade)
11:17.0,,,74-76,,Personal foul by B. Adebayo (drawn by J. Embiid)
11:12.0,Turnover by T. McConnell (bad pass),,74-76,,
10:49.0,,,74-78,2,D. Wade makes 2-pt shot from 8 ft
10:33.0,R. Covington misses 2-pt shot from 17 ft (block by J. Winslow),,74-78,,
10:32.0,Offensive rebound by T. McConnell,,74-78,,
10:32.0,,,74-78,,Personal foul by J. Winslow
10:32.0,,,74-78,,Technical foul by J. Winslow
10:32.0,M. Belinelli makes technical free throw,1,75-78,,
10:18.0,J. Embiid misses 2-pt shot from 2 ft,,75-78,,
10:15.0,,,75-78,,Defensive rebound by W. Ellington
10:12.0,,,75-78,,Turnover by D. Wade (bad pass)
10:00.0,Shooting foul by D. Wade (drawn by R. Covington),,75-78,,
10:00.0,R. Covington makes free throw 1 of 2,1,76-78,,
10:00.0,R. Covington makes free throw 2 of 2,1,77-78,,
9:42.0,,,77-78,,D. Wade misses 2-pt shot from 18 ft
9:38.0,Defensive rebound by T. McConnell,,77-78,,
9:37.0,R. Covington misses 2-pt shot from 3 ft (block by J. Winslow),,77-78,,
9:31.0,Offensive rebound by J. Embiid,,77-78,,
9:17.0,T. McConnell misses 3-pt shot from 25 ft,,77-78,,
9:14.0,,,77-78,,Defensive rebound by K. Olynyk
9:03.0,,,77-80,2,K. Olynyk makes 2-pt shot from 1 ft
9:03.0,Philadelphia full timeout,,77-80,,
9:03.0,B. Simmons enters the game for T. McConnell,,77-80,,
9:03.0,D. Saric enters the game for E. Ilyasova,,77-80,,
8:46.0,J. Embiid misses 2-pt shot from 19 ft,,77-80,,
8:44.0,,,77-80,,Defensive rebound by D. Wade
8:32.0,Personal foul by M. Belinelli (drawn by D. Wade),,77-80,,
8:20.0,,,77-82,2,D. Wade makes 2-pt shot from 4 ft
8:04.0,R. Covington misses 3-pt shot from 26 ft,,77-82,,
8:03.0,,,77-82,,Defensive rebound by Team
8:03.0,Loose ball foul by J. Embiid (drawn by B. Adebayo),,77-82,,
8:03.0,A. Johnson enters the game for J. Embiid,,77-82,,
7:44.0,,,77-85,3,W. Ellington makes 3-pt shot from 25 ft (assist by K. Olynyk)
7:26.0,R. Covington misses 3-pt shot from 25 ft,,77-85,,
7:23.0,,,77-85,,Defensive rebound by W. Ellington
7:05.0,,,77-85,,D. Wade misses 2-pt shot from 19 ft
7:04.0,,,77-85,,Offensive rebound by K. Olynyk
7:03.0,,,77-85,,Turnover by K. Olynyk (bad pass; steal by R. Covington)
7:00.0,Shooting foul by W. Ellington (drawn by R. Covington),,77-85,,
7:00.0,R. Covington misses free throw 1 of 2,,77-85,,
7:00.0,Offensive rebound by Team,,77-85,,
7:00.0,,,77-85,,H. Whiteside enters the game for B. Adebayo
7:00.0,J. Redick enters the game for M. Belinelli,,77-85,,
7:00.0,R. Covington makes free throw 2 of 2,1,78-85,,
6:39.0,,,78-88,3,J. Winslow makes 3-pt shot from 22 ft (assist by K. Olynyk)
6:20.0,R. Covington misses 3-pt shot from 25 ft,,78-88,,
6:17.0,,,78-88,,Defensive rebound by H. Whiteside
6:09.0,,,78-88,,Turnover by H. Whiteside (lost ball; steal by A. Johnson)
