time,Oklahoma City,pts.away,score,pts.home,New Orleans
7:42.0,,,40-35,,Turnover by S. Hill (bad pass; steal by R. Felton)
7:37.0,J. Grant makes 2-pt shot at rim (assist by R. Felton),2,42-35,,
7:25.0,,,42-35,,A. Davis misses 2-pt shot at rim
7:22.0,Defensive rebound by R. Felton,,42-35,,
7:16.0,R. Felton misses 3-pt shot from 26 ft,,42-35,,
7:12.0,,,42-35,,Defensive rebound by R. Rondo
7:07.0,,,42-35,,Shooting foul by R. Felton (drawn by A. Davis)
7:07.0,,,42-35,,A. Davis misses free throw 1 of 2
7:07.0,,,42-35,,Offensive rebound by Team
7:07.0,,,42-35,,N. Mirotic enters the game for I. Clark
7:07.0,,,42-35,,E. Moore enters the game for S. Hill
7:07.0,S. Adams enters the game for J. Grant,,42-35,,
7:07.0,,,42-36,1,A. Davis makes free throw 2 of 2
6:58.0,P. Patterson misses 3-pt shot from 24 ft,,42-36,,
6:55.0,,,42-36,,Defensive rebound by A. Davis
6:47.0,,,42-36,,D. Miller misses 2-pt shot from 1 ft
6:39.0,,,42-36,,Offensive rebound by D. Miller
6:39.0,,,42-38,2,D. Miller makes 2-pt shot at rim
6:34.0,R. Felton makes 2-pt shot from 16 ft (assist by S. Adams),2,44-38,,
6:25.0,,,44-40,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
6:02.0,S. Adams misses 2-pt shot from 1 ft (block by N. Mirotic),,44-40,,
6:00.0,Offensive rebound by S. Adams,,44-40,,
5:59.0,A. Abrines misses 3-pt shot from 22 ft,,44-40,,
5:55.0,,,44-40,,Defensive rebound by E. Moore
5:42.0,,,44-40,,N. Mirotic misses 3-pt shot from 22 ft
5:39.0,Defensive rebound by R. Westbrook,,44-40,,
5:33.0,R. Felton misses 3-pt shot from 25 ft,,44-40,,
5:30.0,,,44-40,,Defensive rebound by N. Mirotic
5:18.0,,,44-40,,Turnover by A. Davis (traveling)
5:18.0,C. Brewer enters the game for R. Felton,,44-40,,
5:18.0,P. George enters the game for A. Abrines,,44-40,,
5:18.0,C. Anthony enters the game for P. Patterson,,44-40,,
5:04.0,Jump ball: D. Miller vs. S. Adams (E. Moore gains possession),,,,Jump ball: D. Miller vs. S. Adams (E. Moore gains possession)
5:04.0,Turnover by S. Adams (turnover; steal by D. Miller),,44-40,,
4:55.0,,,44-40,,R. Rondo misses 3-pt shot from 26 ft
4:51.0,Defensive rebound by R. Westbrook,,44-40,,
4:49.0,,,44-40,,Personal block foul by R. Rondo (drawn by R. Westbrook)
4:49.0,,,44-40,,J. Holiday enters the game for D. Miller
4:43.0,,,44-40,,Personal foul by N. Mirotic (drawn by C. Anthony)
4:33.0,C. Anthony misses 2-pt shot from 14 ft,,44-40,,
4:30.0,,,44-40,,Defensive rebound by R. Rondo
4:20.0,Personal foul by R. Westbrook (drawn by A. Davis),,44-40,,
4:12.0,,,44-40,,N. Mirotic misses 3-pt shot from 26 ft
4:08.0,Defensive rebound by P. George,,44-40,,
3:54.0,,,44-40,,Personal foul by E. Moore (drawn by R. Westbrook)
3:54.0,R. Westbrook makes free throw 1 of 2,1,45-40,,
3:54.0,R. Westbrook misses free throw 2 of 2,,45-40,,
3:51.0,,,45-40,,Defensive rebound by N. Mirotic
3:47.0,,,45-40,,Turnover by R. Rondo (bad pass)
3:35.0,C. Anthony misses 2-pt shot from 14 ft,,45-40,,
3:33.0,,,45-40,,Defensive rebound by R. Rondo
3:26.0,Personal foul by C. Brewer (drawn by A. Davis),,45-40,,
3:17.0,,,45-42,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
3:01.0,P. George misses 2-pt shot from 19 ft,,45-42,,
2:59.0,,,45-42,,Defensive rebound by R. Rondo
2:52.0,,,45-42,,J. Holiday misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by R. Westbrook,,45-42,,
2:50.0,,,45-42,,Personal foul by N. Mirotic (drawn by R. Westbrook)
2:50.0,Oklahoma City full timeout,,45-42,,
2:50.0,R. Westbrook misses free throw 1 of 2,,45-42,,
2:50.0,Offensive rebound by Team,,45-42,,
2:50.0,R. Westbrook makes free throw 2 of 2,1,46-42,,
2:39.0,,,46-42,,Turnover by R. Rondo (bad pass; steal by R. Westbrook)
2:25.0,C. Brewer misses 2-pt shot from 2 ft,,46-42,,
2:22.0,,,46-42,,Defensive rebound by R. Rondo
2:19.0,,,46-45,3,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo)
1:52.0,C. Brewer misses 3-pt shot from 23 ft,,46-45,,
1:48.0,Offensive rebound by S. Adams,,46-45,,
1:48.0,,,46-45,,Personal foul by A. Davis (drawn by S. Adams)
1:48.0,S. Adams misses free throw 1 of 2,,46-45,,
1:48.0,Offensive rebound by Team,,46-45,,
1:48.0,S. Adams misses free throw 2 of 2,,46-45,,
1:45.0,Offensive rebound by P. George,,46-45,,
1:40.0,R. Westbrook makes 2-pt shot from 1 ft (assist by C. Brewer),2,48-45,,
1:30.0,,,48-45,,Shooting foul by P. George (drawn by J. Holiday)
1:30.0,,,48-46,1,J. Holiday makes free throw 1 of 2
1:30.0,,,48-47,1,J. Holiday makes free throw 2 of 2
1:20.0,C. Anthony makes 3-pt shot from 22 ft (assist by R. Westbrook),3,51-47,,
0:59.0,,,51-47,,A. Davis misses 2-pt shot from 5 ft
0:57.0,Defensive rebound by R. Westbrook,,51-47,,
0:53.0,P. George misses 3-pt shot from 24 ft,,51-47,,
0:49.0,,,51-47,,Defensive rebound by R. Rondo
0:45.0,,,51-49,2,R. Rondo makes 2-pt shot from 1 ft
0:34.0,Turnover by S. Adams (bad pass; steal by J. Holiday),,51-49,,
0:30.0,,,51-49,,Shooting foul by P. George (drawn by A. Davis)
0:30.0,,,51-50,1,A. Davis makes free throw 1 of 2
0:30.0,,,51-50,,A. Davis misses free throw 2 of 2
0:28.0,Defensive rebound by C. Anthony,,51-50,,
0:08.0,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook),2,53-50,,
0:00.0,,,53-50,,N. Mirotic misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by Team,,53-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,P. George misses 2-pt shot from 12 ft,,53-50,,
11:46.0,,,53-50,,Defensive rebound by J. Holiday
11:26.0,,,53-50,,A. Davis misses 2-pt shot from 19 ft
11:22.0,Defensive rebound by C. Anthony,,53-50,,
11:09.0,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook),3,56-50,,
10:48.0,,,56-52,2,J. Holiday makes 2-pt shot from 1 ft (assist by A. Davis)
10:33.0,S. Adams makes 2-pt shot from 13 ft,2,58-52,,
10:17.0,,,58-54,2,A. Davis makes 2-pt shot from 2 ft
10:05.0,Turnover by S. Adams (bad pass; steal by J. Holiday),,58-54,,
9:58.0,,,58-56,2,J. Holiday makes 2-pt shot from 13 ft (assist by R. Rondo)
9:44.0,P. George misses 3-pt shot from 25 ft,,58-56,,
9:40.0,,,58-56,,Defensive rebound by A. Davis
9:31.0,,,58-56,,J. Holiday misses 2-pt shot from 11 ft
9:28.0,Defensive rebound by P. George,,58-56,,
9:23.0,C. Anthony misses 3-pt shot from 26 ft,,58-56,,
9:19.0,Offensive rebound by S. Adams,,58-56,,
9:14.0,P. George misses 2-pt shot from 2 ft,,58-56,,
9:12.0,,,58-56,,Defensive rebound by E. Okafor
9:11.0,,,58-56,,Turnover by E. Okafor (bad pass; steal by C. Brewer)
9:07.0,P. George misses 3-pt shot from 23 ft,,58-56,,
9:05.0,,,58-56,,Defensive rebound by A. Davis
8:55.0,,,58-56,,E. Moore misses 3-pt shot from 24 ft
8:50.0,Defensive rebound by C. Anthony,,58-56,,
8:42.0,Turnover by R. Westbrook (bad pass),,58-56,,
8:28.0,,,58-56,,J. Holiday misses 3-pt shot from 23 ft
8:24.0,Defensive rebound by R. Westbrook,,58-56,,
8:20.0,C. Brewer misses 3-pt shot from 22 ft,,58-56,,
8:16.0,Offensive rebound by R. Westbrook,,58-56,,
8:15.0,R. Westbrook makes 2-pt shot from 2 ft,2,60-56,,
8:06.0,,,60-56,,Turnover by J. Holiday (bad pass; steal by R. Westbrook)
8:03.0,R. Westbrook makes 2-pt shot at rim,2,62-56,,
8:03.0,,,62-56,,New Orleans full timeout
8:03.0,,,62-56,,N. Mirotic enters the game for E. Okafor
7:50.0,Violation by P. George (kicked ball),,62-56,,
7:41.0,,,62-56,,Turnover by R. Rondo (bad pass; steal by C. Brewer)
7:40.0,,,62-56,,Personal foul by J. Holiday (drawn by R. Westbrook)
7:36.0,P. George misses 3-pt shot from 24 ft,,62-56,,
7:31.0,Offensive rebound by S. Adams,,62-56,,
7:27.0,C. Brewer misses 2-pt shot from 1 ft,,62-56,,
7:27.0,,,62-56,,Defensive rebound by Team
7:27.0,Loose ball foul by R. Westbrook (drawn by A. Davis),,62-56,,
7:27.0,,,62-56,,D. Miller enters the game for R. Rondo
7:09.0,,,62-56,,Turnover by E. Moore (lost ball; steal by C. Brewer)
7:05.0,Shooting foul by E. Moore (drawn by R. Westbrook),,62-56,,
7:05.0,R. Westbrook makes free throw 1 of 2,1,63-56,,
7:05.0,R. Westbrook misses free throw 2 of 2,,63-56,,
7:03.0,,,63-56,,Defensive rebound by N. Mirotic
6:53.0,,,63-56,,Turnover by E. Moore (traveling)
6:43.0,Turnover by R. Westbrook (bad pass; steal by A. Davis),,63-56,,
6:38.0,,,63-59,3,E. Moore makes 3-pt shot from 23 ft (assist by A. Davis)
6:24.0,P. George misses 3-pt shot from 25 ft,,63-59,,
6:22.0,Offensive rebound by S. Adams,,63-59,,
6:12.0,Turnover by R. Westbrook (bad pass; steal by E. Moore),,63-59,,
6:06.0,,,63-59,,E. Moore misses 3-pt shot from 23 ft
6:02.0,,,63-59,,Offensive rebound by E. Moore
5:48.0,,,63-61,2,D. Miller makes 2-pt shot from 12 ft
5:47.0,Oklahoma City full timeout,,63-61,,
5:26.0,Turnover by S. Adams (lost ball; steal by A. Davis),,63-61,,
5:18.0,,,63-63,2,E. Moore makes 2-pt shot from 1 ft (assist by J. Holiday)
5:04.0,Shooting foul by N. Mirotic (drawn by R. Westbrook),,63-63,,
5:04.0,R. Westbrook makes free throw 1 of 2,1,64-63,,
5:04.0,A. Abrines enters the game for P. George,,64-63,,
5:04.0,R. Westbrook makes free throw 2 of 2,1,65-63,,
5:04.0,,,65-63,,Technical foul by N. Mirotic
5:04.0,R. Westbrook makes technical free throw,1,66-63,,
4:54.0,,,66-63,,N. Mirotic misses 3-pt shot from 25 ft
4:49.0,Defensive rebound by R. Westbrook,,66-63,,
4:39.0,A. Abrines makes 3-pt shot from 27 ft (assist by R. Westbrook),3,69-63,,
4:27.0,,,69-63,,Turnover by A. Davis (bad pass)
4:27.0,,,69-63,,R. Rondo enters the game for J. Holiday
4:13.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,71-63,,
4:13.0,Shooting foul by A. Davis (drawn by S. Adams),,71-63,,
4:13.0,S. Adams makes free throw 1 of 1,1,72-63,,
3:59.0,Personal foul by S. Adams (drawn by R. Rondo),,72-63,,
3:59.0,R. Felton enters the game for R. Westbrook,,72-63,,
3:55.0,,,72-63,,Shooting foul by C. Brewer (drawn by A. Davis)
3:55.0,,,72-64,1,A. Davis makes free throw 1 of 2
3:55.0,,,72-64,,I. Clark enters the game for E. Moore
3:55.0,,,72-65,1,A. Davis makes free throw 2 of 2
3:35.0,C. Brewer makes 2-pt shot from 16 ft,2,74-65,,
3:20.0,,,74-67,2,A. Davis makes 2-pt shot from 10 ft (assist by R. Rondo)
3:01.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Felton),3,77-67,,
2:49.0,,,77-67,,N. Mirotic misses 2-pt shot from 22 ft
2:48.0,Defensive rebound by Team,,77-67,,
2:48.0,J. Grant enters the game for C. Brewer,,77-67,,
2:48.0,P. George enters the game for C. Anthony,,77-67,,
2:33.0,,,77-67,,S. Hill enters the game for N. Mirotic
2:28.0,R. Felton misses 2-pt shot from 19 ft,,77-67,,
2:24.0,,,77-67,,Defensive rebound by A. Davis
2:18.0,,,77-67,,Turnover by R. Rondo (out of bounds lost ball)
2:04.0,R. Felton misses 3-pt shot from 25 ft,,77-67,,
2:00.0,,,77-67,,Defensive rebound by A. Davis
1:47.0,,,77-69,2,I. Clark makes 2-pt shot from 12 ft
1:25.0,P. George misses 2-pt shot from 1 ft,,77-69,,
1:21.0,Offensive rebound by S. Adams,,77-69,,
1:21.0,S. Adams misses 2-pt shot at rim,,77-69,,
1:21.0,,,77-69,,Defensive rebound by A. Davis
1:17.0,,,77-72,3,I. Clark makes 3-pt shot from 23 ft (assist by D. Miller)
0:59.0,P. George makes 2-pt shot from 8 ft,2,79-72,,
0:59.0,Shooting foul by A. Davis (drawn by P. George),,79-72,,
0:59.0,P. George makes free throw 1 of 1,1,80-72,,
0:46.0,,,80-72,,Turnover by R. Rondo (bad pass; steal by P. George)
0:42.0,R. Felton misses 2-pt shot from 1 ft (block by A. Davis),,80-72,,
0:37.0,,,80-72,,Defensive rebound by S. Hill
0:24.0,Personal foul by A. Abrines (drawn by A. Davis),,80-72,,
0:24.0,,,80-72,,C. Diallo enters the game for A. Davis
0:24.0,P. Patterson enters the game for S. Adams,,80-72,,
0:13.0,,,80-75,3,D. Miller makes 3-pt shot from 26 ft (assist by S. Hill)
0:00.0,R. Felton misses 2-pt shot from 20 ft,,80-75,,
0:00.0,Offensive rebound by Team,,80-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,80-75,,Shooting foul by P. George (drawn by C. Diallo)
11:46.0,,,80-75,,C. Diallo misses free throw 1 of 2
11:46.0,,,80-75,,Offensive rebound by Team
11:46.0,,,80-76,1,C. Diallo makes free throw 2 of 2
11:32.0,Shooting foul by S. Hill (drawn by P. George),,80-76,,
11:32.0,P. George makes free throw 1 of 2,1,81-76,,
11:32.0,P. George makes free throw 2 of 2,1,82-76,,
11:21.0,,,82-78,2,S. Hill makes 2-pt shot at rim (assist by R. Rondo)
10:57.0,J. Grant makes 2-pt shot from 7 ft (assist by R. Felton),2,84-78,,
10:33.0,,,84-80,2,C. Diallo makes 2-pt shot from 1 ft (assist by S. Hill)
10:33.0,,,84-80,,Shooting foul by A. Abrines (drawn by C. Diallo)
10:33.0,,,84-81,1,C. Diallo makes free throw 1 of 1
10:24.0,A. Abrines misses 3-pt shot from 23 ft,,84-81,,
10:22.0,,,84-81,,Defensive rebound by Team
10:22.0,R. Westbrook enters the game for P. George,,84-81,,
10:11.0,,,84-81,,D. Miller misses 3-pt shot from 24 ft
10:07.0,Defensive rebound by R. Westbrook,,84-81,,
10:02.0,Turnover by R. Westbrook (lost ball; steal by R. Rondo),,84-81,,
9:56.0,,,84-81,,C. Diallo misses 2-pt shot from 1 ft (block by P. Patterson)
9:56.0,Defensive rebound by R. Felton,,84-81,,
9:50.0,J. Grant makes 2-pt shot at rim (assist by R. Westbrook),2,86-81,,
9:32.0,,,86-81,,R. Rondo misses 3-pt shot from 24 ft
9:31.0,,,86-81,,Offensive rebound by Team
9:27.0,,,86-81,,Turnover by I. Clark (lost ball; steal by R. Felton)
9:18.0,Turnover by R. Westbrook (bad pass; steal by S. Hill),,86-81,,
9:16.0,,,86-81,,Shooting foul by R. Felton (drawn by S. Hill)
9:16.0,,,86-81,,S. Hill misses free throw 1 of 2
9:16.0,,,86-81,,Offensive rebound by Team
9:16.0,,,86-81,,J. Holiday enters the game for R. Rondo
9:16.0,,,86-82,1,S. Hill makes free throw 2 of 2
9:07.0,R. Felton makes 2-pt shot from 18 ft,2,88-82,,
8:54.0,,,88-82,,S. Hill misses 3-pt shot from 26 ft
8:49.0,,,88-82,,Offensive rebound by D. Miller
8:43.0,,,88-82,,S. Hill misses 2-pt shot from 1 ft
8:37.0,,,88-82,,Offensive rebound by C. Diallo
8:37.0,,,88-82,,C. Diallo misses 2-pt shot at rim (block by J. Grant)
8:37.0,Defensive rebound by R. Westbrook,,88-82,,
8:37.0,,,88-82,,Personal foul by S. Hill (drawn by R. Westbrook)
8:37.0,,,88-82,,E. Moore enters the game for C. Diallo
8:37.0,,,88-82,,A. Davis enters the game for S. Hill
8:29.0,Shooting foul by I. Clark (drawn by J. Grant),,88-82,,
8:29.0,J. Grant makes free throw 1 of 2,1,89-82,,
8:29.0,J. Grant makes free throw 2 of 2,1,90-82,,
8:07.0,,,90-82,,Shooting foul by R. Westbrook (drawn by D. Miller)
8:07.0,,,90-83,1,D. Miller makes free throw 1 of 2
8:07.0,S. Adams enters the game for J. Grant,,90-83,,
8:07.0,,,90-83,,D. Miller misses free throw 2 of 2
8:05.0,Defensive rebound by R. Westbrook,,90-83,,
7:55.0,R. Westbrook misses 2-pt shot from 9 ft,,90-83,,
7:51.0,,,90-83,,Defensive rebound by A. Davis
7:42.0,,,90-83,,J. Holiday misses 2-pt shot from 7 ft
7:39.0,Defensive rebound by A. Abrines,,90-83,,
7:32.0,Shooting foul by D. Miller (drawn by R. Westbrook),,90-83,,
7:32.0,R. Westbrook makes free throw 1 of 2,1,91-83,,
7:32.0,C. Anthony enters the game for P. Patterson,,91-83,,
7:32.0,R. Westbrook makes free throw 2 of 2,1,92-83,,
