time,Brooklyn,pts.away,score,pts.home,Chicago
7:50.0,,,12-5,,B. Portis misses 3-pt shot from 26 ft
7:48.0,Defensive rebound by D. Russell,,12-5,,
7:43.0,Shooting foul by B. Portis (drawn by R. Hollis-Jefferson),,12-5,,
7:43.0,R. Hollis-Jefferson makes free throw 1 of 2,1,13-5,,
7:43.0,R. Hollis-Jefferson makes free throw 2 of 2,1,14-5,,
7:27.0,,,14-5,,C. Felicio misses 2-pt shot from 2 ft (block by D. Russell)
7:27.0,Defensive rebound by Team,,14-5,,
7:14.0,Turnover by J. Harris (traveling),,14-5,,
7:02.0,,,14-5,,B. Portis misses 2-pt shot from 6 ft (block by J. Allen)
7:00.0,Defensive rebound by J. Allen,,14-5,,
6:56.0,Turnover by D. Russell (lost ball; steal by C. Payne),,14-5,,
6:51.0,,,14-5,,Chicago full timeout
6:51.0,S. Dinwiddie enters the game for J. Harris,,14-5,,
6:44.0,,,14-7,2,J. Holiday makes 2-pt shot from 19 ft (assist by C. Felicio)
6:27.0,S. Dinwiddie misses 3-pt shot from 24 ft,,14-7,,
6:24.0,,,14-7,,Defensive rebound by B. Portis
6:17.0,,,14-7,,C. Payne misses 2-pt shot from 6 ft
6:14.0,Defensive rebound by R. Hollis-Jefferson,,14-7,,
5:54.0,J. Allen makes 2-pt shot at rim (assist by S. Dinwiddie),2,16-7,,
5:45.0,,,16-9,2,J. Holiday makes 2-pt shot from 21 ft (assist by C. Payne)
5:36.0,Brooklyn full timeout,,16-9,,
5:36.0,,,16-9,,S. Kilpatrick enters the game for D. Nwaba
5:36.0,C. LeVert enters the game for A. Crabbe,,16-9,,
5:17.0,S. Dinwiddie misses 3-pt shot from 29 ft,,16-9,,
5:17.0,Offensive rebound by Team,,16-9,,
5:17.0,Turnover by Team (shot clock),,16-9,,
5:03.0,,,16-12,3,S. Kilpatrick makes 3-pt shot from 23 ft (assist by C. Payne)
4:39.0,J. Allen misses 2-pt shot from 2 ft,,16-12,,
4:39.0,,,16-12,,Defensive rebound by B. Portis
4:30.0,,,16-14,2,B. Portis makes 2-pt shot from 3 ft
4:09.0,Turnover by R. Hollis-Jefferson (lost ball; steal by S. Kilpatrick),,16-14,,
3:56.0,,,16-14,,J. Grant enters the game for J. Holiday
3:56.0,J. Harris enters the game for S. Dinwiddie,,16-14,,
3:56.0,D. Cunningham enters the game for R. Hollis-Jefferson,,16-14,,
3:56.0,Q. Acy enters the game for J. Allen,,16-14,,
3:52.0,,,16-14,,C. Felicio misses 2-pt shot from 16 ft
3:49.0,Defensive rebound by J. Harris,,16-14,,
3:42.0,,,16-14,,Personal foul by C. Payne (drawn by D. Russell)
3:42.0,,,16-14,,O. Asik enters the game for C. Felicio
3:42.0,N. Stauskas enters the game for D. Russell,,16-14,,
3:32.0,J. Harris makes 2-pt shot from 1 ft (assist by C. LeVert),2,18-14,,
3:19.0,,,18-16,2,B. Portis makes 2-pt shot from 14 ft (assist by O. Asik)
2:57.0,Turnover by C. LeVert (lost ball; steal by B. Portis),,18-16,,
2:55.0,,,18-18,2,B. Portis makes 2-pt shot at rim
2:55.0,Violation by Q. Acy (def goaltending),,18-18,,
2:55.0,,,18-18,,R. Arcidiacono enters the game for C. Payne
2:55.0,,,18-18,,Shooting foul by N. Stauskas (drawn by B. Portis)
2:55.0,,,18-19,1,B. Portis makes free throw 1 of 1
2:35.0,Q. Acy misses 3-pt shot from 26 ft,,18-19,,
2:31.0,,,18-19,,Defensive rebound by Team
2:25.0,,,18-21,2,B. Portis makes 2-pt shot from 4 ft
2:10.0,C. LeVert makes 3-pt shot from 25 ft (assist by N. Stauskas),3,21-21,,
1:59.0,,,21-23,2,B. Portis makes 2-pt shot from 17 ft (assist by S. Kilpatrick)
1:51.0,D. Cunningham makes 2-pt shot from 13 ft (assist by C. LeVert),2,23-23,,
1:30.0,,,23-23,,R. Arcidiacono misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by D. Cunningham,,23-23,,
1:20.0,C. LeVert misses 2-pt shot from 2 ft,,23-23,,
1:18.0,,,23-23,,Defensive rebound by B. Portis
1:07.0,,,23-23,,B. Portis misses 2-pt shot from 11 ft
1:03.0,,,23-23,,Offensive rebound by S. Kilpatrick
1:00.0,,,23-23,,J. Grant misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by N. Stauskas,,23-23,,
0:44.0,Q. Acy misses 3-pt shot from 25 ft,,23-23,,
0:42.0,,,23-23,,Defensive rebound by S. Kilpatrick
0:36.0,Personal foul by Q. Acy (drawn by O. Asik),,23-23,,
0:36.0,,,23-23,,D. Nwaba enters the game for B. Portis
0:33.0,,,23-23,,Turnover by R. Arcidiacono (bad pass; steal by C. LeVert)
0:31.0,C. LeVert makes 2-pt shot at rim,2,25-23,,
0:23.0,,,25-23,,D. Nwaba misses 2-pt shot from 3 ft (block by D. Cunningham)
0:20.0,Defensive rebound by N. Stauskas,,25-23,,
0:09.0,,,25-23,,Personal foul by R. Arcidiacono (drawn by C. LeVert)
0:02.0,Q. Acy makes 3-pt shot from 26 ft (assist by C. LeVert),3,28-23,,
0:00.0,,,28-23,,Turnover by O. Asik (bad pass; steal by J. Harris)
0:00.0,J. Harris misses 2-pt shot from 1 ft,,28-23,,
0:00.0,Offensive rebound by Team,,28-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,28-25,2,S. Kilpatrick makes 2-pt shot from 19 ft
11:25.0,Q. Acy makes 3-pt shot from 22 ft (assist by J. Harris),3,31-25,,
11:01.0,,,31-25,,Turnover by R. Arcidiacono (lost ball; steal by C. LeVert)
10:53.0,C. LeVert misses 2-pt shot from 3 ft,,31-25,,
10:51.0,,,31-25,,Defensive rebound by O. Asik
10:47.0,,,31-28,3,S. Kilpatrick makes 3-pt shot from 25 ft (assist by J. Grant)
10:30.0,D. Cunningham misses 3-pt shot from 23 ft,,31-28,,
10:27.0,,,31-28,,Defensive rebound by R. Arcidiacono
10:15.0,,,31-30,2,J. Grant makes 2-pt shot from 13 ft
9:54.0,Turnover by C. LeVert (bad pass; steal by O. Asik),,31-30,,
9:33.0,,,31-30,,S. Kilpatrick misses 2-pt shot from 20 ft (block by J. Harris)
9:30.0,Defensive rebound by Q. Acy,,31-30,,
9:17.0,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert),3,34-30,,
9:02.0,,,34-32,2,D. Nwaba makes 2-pt shot from 12 ft
8:40.0,J. Harris makes 3-pt shot from 25 ft (assist by Q. Acy),3,37-32,,
8:37.0,,,37-32,,Chicago full timeout
8:37.0,,,37-32,,C. Felicio enters the game for O. Asik
8:37.0,A. Crabbe enters the game for J. Harris,,37-32,,
8:23.0,,,37-34,2,S. Kilpatrick makes 2-pt shot from 9 ft
7:57.0,A. Crabbe makes 2-pt shot from 18 ft,2,39-34,,
7:42.0,,,39-34,,Turnover by S. Kilpatrick (bad pass; steal by S. Dinwiddie)
7:41.0,,,39-34,,Personal foul by J. Grant (drawn by S. Dinwiddie)
7:32.0,Q. Acy misses 3-pt shot from 22 ft,,39-34,,
7:28.0,Offensive rebound by D. Cunningham,,39-34,,
7:26.0,D. Cunningham makes 2-pt shot from 1 ft,2,41-34,,
7:20.0,,,41-34,,S. Kilpatrick misses 2-pt shot from 18 ft
7:20.0,Defensive rebound by D. Cunningham,,41-34,,
6:58.0,A. Crabbe misses 3-pt shot from 25 ft,,41-34,,
6:55.0,,,41-34,,Defensive rebound by R. Arcidiacono
6:48.0,,,41-34,,Shooting foul by Q. Acy (drawn by C. Felicio)
6:48.0,,,41-35,1,C. Felicio makes free throw 1 of 2
6:48.0,,,41-35,,C. Payne enters the game for S. Kilpatrick
6:48.0,,,41-35,,J. Holiday enters the game for R. Arcidiacono
6:48.0,R. Hollis-Jefferson enters the game for Q. Acy,,41-35,,
6:48.0,D. Russell enters the game for C. LeVert,,41-35,,
6:48.0,,,41-36,1,C. Felicio makes free throw 2 of 2
6:41.0,Offensive foul by D. Russell (drawn by J. Grant),,41-36,,
6:41.0,Turnover by D. Russell (offensive foul),,41-36,,
6:31.0,,,41-36,,Shooting foul by D. Cunningham (drawn by C. Felicio)
6:31.0,,,41-37,1,C. Felicio makes free throw 1 of 2
6:31.0,,,41-38,1,C. Felicio makes free throw 2 of 2
6:16.0,J. Allen enters the game for D. Cunningham,,41-38,,
6:10.0,D. Russell makes 3-pt shot from 23 ft (assist by S. Dinwiddie),3,44-38,,
5:55.0,,,44-40,2,J. Grant makes 2-pt shot from 8 ft
5:55.0,,,44-40,,Shooting foul by S. Dinwiddie (drawn by J. Grant)
5:55.0,,,44-41,1,J. Grant makes free throw 1 of 1
5:38.0,S. Dinwiddie makes 3-pt shot from 24 ft (assist by A. Crabbe),3,47-41,,
5:27.0,,,47-43,2,J. Grant makes 2-pt shot at rim
5:12.0,A. Crabbe misses 3-pt shot from 25 ft,,47-43,,
5:12.0,,,47-43,,Defensive rebound by C. Payne
5:01.0,,,47-43,,Turnover by C. Payne (bad pass; steal by S. Dinwiddie)
4:56.0,A. Crabbe misses 3-pt shot from 27 ft,,47-43,,
4:52.0,,,47-43,,Defensive rebound by C. Felicio
4:39.0,,,47-45,2,J. Grant makes 2-pt shot from 20 ft
4:39.0,,,47-45,,Shooting foul by J. Allen (drawn by J. Grant)
4:39.0,,,47-45,,B. Portis enters the game for D. Nwaba
4:39.0,C. LeVert enters the game for S. Dinwiddie,,47-45,,
4:39.0,,,47-46,1,J. Grant makes free throw 1 of 1
4:31.0,D. Russell misses 3-pt shot from 26 ft,,47-46,,
4:31.0,,,47-46,,Defensive rebound by B. Portis
4:08.0,,,47-46,,J. Grant misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by J. Allen,,47-46,,
3:55.0,R. Hollis-Jefferson makes 2-pt shot from 13 ft (assist by A. Crabbe),2,49-46,,
3:36.0,,,49-46,,C. Felicio misses 2-pt shot from 13 ft
3:36.0,Defensive rebound by D. Russell,,49-46,,
3:29.0,C. LeVert makes 3-pt shot from 25 ft,3,52-46,,
3:28.0,,,52-46,,Chicago full timeout
3:17.0,,,52-46,,J. Holiday misses 3-pt shot from 26 ft
3:14.0,Defensive rebound by D. Russell,,52-46,,
3:06.0,J. Allen makes 3-pt shot from 23 ft (assist by A. Crabbe),3,55-46,,
2:53.0,,,55-46,,C. Payne misses 2-pt shot from 18 ft
2:53.0,Defensive rebound by Team,,55-46,,
2:53.0,,,55-46,,Loose ball foul by C. Felicio (drawn by J. Allen)
2:31.0,D. Russell misses 2-pt shot from 15 ft,,55-46,,
2:27.0,Offensive rebound by A. Crabbe,,55-46,,
2:22.0,Turnover by C. LeVert (lost ball; steal by C. Payne),,55-46,,
2:16.0,,,55-46,,Turnover by C. Payne (lost ball; steal by C. LeVert)
2:11.0,A. Crabbe makes 2-pt shot from 1 ft,2,57-46,,
2:05.0,,,57-46,,Turnover by B. Portis (lost ball; steal by R. Hollis-Jefferson)
2:03.0,A. Crabbe misses 3-pt shot from 24 ft,,57-46,,
2:02.0,Offensive rebound by J. Allen,,57-46,,
2:00.0,J. Allen misses 2-pt shot at rim,,57-46,,
1:59.0,,,57-46,,Defensive rebound by C. Felicio
1:55.0,,,57-46,,Shooting foul by A. Crabbe (drawn by J. Holiday)
1:55.0,,,57-46,,J. Holiday misses free throw 1 of 2
1:55.0,,,57-46,,Offensive rebound by Team
1:55.0,,,57-46,,S. Kilpatrick enters the game for J. Grant
1:55.0,,,57-46,,O. Asik enters the game for C. Felicio
1:55.0,,,57-47,1,J. Holiday makes free throw 2 of 2
1:41.0,D. Russell makes 2-pt shot from 12 ft,2,59-47,,
1:22.0,,,59-47,,C. Payne misses 2-pt shot from 1 ft (block by J. Allen)
1:22.0,,,59-47,,Offensive rebound by B. Portis
1:18.0,,,59-47,,B. Portis misses 2-pt shot from 2 ft (block by J. Allen)
1:16.0,Defensive rebound by D. Russell,,59-47,,
1:11.0,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by D. Russell),2,61-47,,
1:01.0,,,61-49,2,C. Payne makes 2-pt shot from 9 ft
0:47.0,,,61-49,,Def 3 sec tech foul by O. Asik
0:47.0,A. Crabbe makes technical free throw,1,62-49,,
0:40.0,Shooting foul by J. Holiday (drawn by D. Russell),,62-49,,
0:40.0,D. Russell makes free throw 1 of 2,1,63-49,,
0:40.0,D. Russell misses free throw 2 of 2,,63-49,,
0:38.0,,,63-49,,Defensive rebound by O. Asik
0:29.0,,,63-51,2,O. Asik makes 2-pt shot from 1 ft (assist by C. Payne)
0:05.0,A. Crabbe misses 3-pt shot from 26 ft,,63-51,,
0:05.0,Offensive rebound by Team,,63-51,,
0:05.0,Turnover by Team (shot clock),,63-51,,
0:00.0,,,63-51,,C. Payne misses 2-pt shot from 14 ft (block by J. Allen)
0:00.0,,,63-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,63-51,,C. Felicio misses 2-pt shot from 2 ft
11:42.0,Defensive rebound by J. Harris,,63-51,,
11:39.0,Turnover by J. Harris (lost ball; steal by D. Nwaba),,63-51,,
11:39.0,,,63-53,2,C. Felicio makes 2-pt shot from 1 ft (assist by D. Nwaba)
11:25.0,A. Crabbe misses 3-pt shot from 25 ft,,63-53,,
11:25.0,,,63-53,,Defensive rebound by C. Payne
11:18.0,,,63-56,3,C. Payne makes 3-pt shot from 25 ft
10:58.0,J. Harris makes 3-pt shot from 26 ft (assist by A. Crabbe),3,66-56,,
10:34.0,,,66-58,2,C. Felicio makes 2-pt shot from 1 ft (assist by C. Payne)
10:26.0,J. Harris makes 3-pt shot from 25 ft (assist by D. Russell),3,69-58,,
10:18.0,,,69-58,,Offensive foul by C. Felicio (drawn by D. Russell)
10:18.0,,,69-58,,Turnover by C. Felicio (offensive foul)
10:08.0,,,69-58,,Personal foul by C. Felicio (drawn by D. Russell)
9:54.0,A. Crabbe makes 3-pt shot from 23 ft (assist by J. Harris),3,72-58,,
9:45.0,,,72-58,,C. Payne misses 2-pt shot from 13 ft
9:45.0,Defensive rebound by J. Allen,,72-58,,
9:26.0,R. Hollis-Jefferson misses 2-pt shot from 12 ft,,72-58,,
9:26.0,,,72-58,,Defensive rebound by Team
9:09.0,,,72-60,2,C. Felicio makes 2-pt shot from 1 ft (assist by C. Payne)
8:56.0,Turnover by D. Russell (bad pass; steal by J. Holiday),,72-60,,
8:52.0,,,72-62,2,C. Felicio makes 2-pt shot at rim (assist by J. Holiday)
8:52.0,Brooklyn full timeout,,72-62,,
8:33.0,A. Crabbe makes 3-pt shot from 25 ft (assist by J. Harris),3,75-62,,
8:19.0,,,75-62,,J. Holiday misses 3-pt shot from 25 ft
8:19.0,Defensive rebound by R. Hollis-Jefferson,,75-62,,
8:12.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft (block by B. Portis),,75-62,,
8:12.0,Offensive rebound by Team,,75-62,,
8:05.0,A. Crabbe makes 3-pt shot from 25 ft (assist by D. Russell),3,78-62,,
7:53.0,,,78-62,,Turnover by B. Portis (lost ball; steal by R. Hollis-Jefferson)
7:45.0,J. Harris misses 3-pt shot from 25 ft,,78-62,,
7:43.0,,,78-62,,Defensive rebound by J. Holiday
7:43.0,,,78-62,,B. Portis misses 2-pt shot from 2 ft (block by J. Harris)
7:43.0,,,78-62,,Offensive rebound by Team
7:31.0,,,78-62,,Turnover by B. Portis (lost ball; steal by R. Hollis-Jefferson)
7:31.0,,,78-62,,Personal foul by B. Portis (drawn by R. Hollis-Jefferson)
7:22.0,Turnover by D. Russell (traveling),,78-62,,
7:10.0,,,78-64,2,J. Holiday makes 2-pt shot from 2 ft
6:56.0,J. Allen makes 2-pt shot at rim (assist by J. Harris),2,80-64,,
6:45.0,S. Dinwiddie enters the game for J. Harris,,80-64,,
6:36.0,,,80-64,,J. Holiday misses 3-pt shot from 24 ft
6:32.0,,,80-64,,Offensive rebound by C. Felicio
6:30.0,,,80-67,3,J. Holiday makes 3-pt shot from 24 ft (assist by D. Nwaba)
6:07.0,A. Crabbe makes 3-pt shot from 22 ft (assist by S. Dinwiddie),3,83-67,,
5:49.0,,,83-69,2,C. Payne makes 2-pt shot from 1 ft
5:32.0,A. Crabbe misses 3-pt shot from 22 ft,,83-69,,
5:28.0,,,83-69,,Defensive rebound by B. Portis
5:15.0,Personal foul by A. Crabbe (drawn by J. Holiday),,83-69,,
5:15.0,,,83-69,,R. Arcidiacono enters the game for D. Nwaba
5:15.0,,,83-69,,S. Kilpatrick enters the game for C. Payne
5:15.0,C. LeVert enters the game for J. Allen,,83-69,,
5:15.0,D. Cunningham enters the game for A. Crabbe,,83-69,,
5:05.0,,,83-69,,S. Kilpatrick misses 3-pt shot from 24 ft
5:05.0,Defensive rebound by R. Hollis-Jefferson,,83-69,,
4:55.0,D. Russell makes 3-pt shot from 25 ft (assist by R. Hollis-Jefferson),3,86-69,,
4:54.0,,,86-69,,Chicago full timeout
4:38.0,,,86-69,,B. Portis misses 2-pt shot from 19 ft
4:35.0,Defensive rebound by R. Hollis-Jefferson,,86-69,,
4:18.0,D. Russell misses 2-pt shot from 1 ft,,86-69,,
4:16.0,,,86-69,,Defensive rebound by B. Portis
4:10.0,,,86-69,,Turnover by S. Kilpatrick (bad pass; steal by R. Hollis-Jefferson)
4:10.0,,,86-69,,Personal foul by R. Arcidiacono (drawn by R. Hollis-Jefferson)
4:10.0,Q. Acy enters the game for D. Russell,,86-69,,
4:10.0,J. Harris enters the game for R. Hollis-Jefferson,,86-69,,
3:55.0,Jump ball: C. Felicio vs. C. LeVert (Q. Acy gains possession),,,,Jump ball: C. Felicio vs. C. LeVert (Q. Acy gains possession)
3:49.0,Q. Acy makes 3-pt shot from 25 ft (assist by C. LeVert),3,89-69,,
3:34.0,,,89-69,,C. Felicio misses 2-pt shot from 6 ft
3:31.0,Defensive rebound by D. Cunningham,,89-69,,
3:13.0,Turnover by S. Dinwiddie (bad pass; steal by J. Holiday),,89-69,,
3:07.0,,,89-69,,J. Holiday misses 3-pt shot from 24 ft
3:02.0,Defensive rebound by J. Harris,,89-69,,
2:53.0,J. Harris misses 2-pt shot from 1 ft,,89-69,,
2:51.0,,,89-69,,Defensive rebound by R. Arcidiacono
2:47.0,,,89-69,,J. Holiday misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by D. Cunningham,,89-69,,
2:34.0,Q. Acy misses 3-pt shot from 26 ft,,89-69,,
2:29.0,,,89-69,,Defensive rebound by S. Kilpatrick
2:23.0,,,89-71,2,S. Kilpatrick makes 2-pt shot from 18 ft
2:22.0,Brooklyn full timeout,,89-71,,
2:22.0,,,89-71,,O. Asik enters the game for B. Portis
2:22.0,,,89-71,,J. Grant enters the game for C. Felicio
2:22.0,,,89-71,,D. Nwaba enters the game for J. Holiday
2:06.0,S. Dinwiddie misses 2-pt shot from 12 ft,,89-71,,
2:00.0,Offensive rebound by D. Cunningham,,89-71,,
2:00.0,D. Cunningham misses 2-pt shot at rim,,89-71,,
1:59.0,,,89-71,,Defensive rebound by O. Asik
1:53.0,,,89-71,,R. Arcidiacono misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by D. Cunningham,,89-71,,
1:44.0,D. Cunningham makes 2-pt shot from 1 ft (assist by C. LeVert),2,91-71,,
1:44.0,Shooting foul by D. Nwaba (drawn by D. Cunningham),,91-71,,
1:44.0,D. Cunningham makes free throw 1 of 1,1,92-71,,
1:29.0,,,92-71,,Shooting foul by D. Cunningham (drawn by D. Nwaba)
1:29.0,,,92-72,1,D. Nwaba makes free throw 1 of 2
1:29.0,,,92-73,1,D. Nwaba makes free throw 2 of 2
1:16.0,Q. Acy makes 3-pt shot from 22 ft (assist by C. LeVert),3,95-73,,
1:01.0,,,95-75,2,S. Kilpatrick makes 2-pt shot from 15 ft
0:43.0,S. Dinwiddie misses 3-pt shot from 23 ft,,95-75,,
0:43.0,,,95-75,,Defensive rebound by D. Nwaba
0:27.0,,,95-77,2,S. Kilpatrick makes 2-pt shot from 16 ft
0:03.0,,,95-77,,Personal foul by D. Nwaba (drawn by Q. Acy)
0:03.0,Q. Acy makes free throw 1 of 2,1,96-77,,
0:03.0,Q. Acy misses free throw 2 of 2,,96-77,,
0:00.0,,,96-77,,Defensive rebound by S. Kilpatrick
0:00.0,,,96-77,,S. Kilpatrick misses 3-pt shot from 41 ft
0:00.0,,,96-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,D. Cunningham misses 3-pt shot from 24 ft,,96-77,,
11:31.0,,,96-77,,Defensive rebound by J. Grant
11:29.0,,,96-77,,Shooting foul by S. Dinwiddie (drawn by S. Kilpatrick)
11:29.0,,,96-78,1,S. Kilpatrick makes free throw 1 of 2
11:29.0,,,96-79,1,S. Kilpatrick makes free throw 2 of 2
11:13.0,Q. Acy makes 3-pt shot from 23 ft (assist by D. Cunningham),3,99-79,,
11:01.0,,,99-79,,S. Kilpatrick misses 3-pt shot from 25 ft
11:01.0,Defensive rebound by Q. Acy,,99-79,,
10:47.0,D. Cunningham misses 3-pt shot from 22 ft,,99-79,,
10:44.0,,,99-79,,Defensive rebound by R. Arcidiacono
10:37.0,,,99-79,,D. Nwaba misses 2-pt shot from 11 ft
10:32.0,Defensive rebound by Q. Acy,,99-79,,
10:24.0,C. LeVert makes 2-pt shot from 2 ft,2,101-79,,
10:24.0,Shooting foul by O. Asik (drawn by C. LeVert),,101-79,,
10:24.0,,,101-79,,C. Felicio enters the game for O. Asik
10:24.0,C. LeVert makes free throw 1 of 1,1,102-79,,
10:14.0,,,102-79,,S. Kilpatrick misses 2-pt shot from 19 ft
10:14.0,Defensive rebound by C. LeVert,,102-79,,
10:03.0,Q. Acy misses 3-pt shot from 27 ft,,102-79,,
10:01.0,,,102-79,,Defensive rebound by D. Nwaba
9:54.0,,,102-79,,D. Nwaba misses 2-pt shot from 4 ft (block by Q. Acy)
9:51.0,Defensive rebound by D. Cunningham,,102-79,,
9:50.0,C. LeVert makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,104-79,,
9:50.0,,,104-79,,Chicago full timeout
9:50.0,,,104-79,,B. Portis enters the game for D. Nwaba
9:24.0,,,104-81,2,B. Portis makes 2-pt shot from 3 ft
9:03.0,D. Cunningham makes 2-pt shot at rim (assist by C. LeVert),2,106-81,,
8:45.0,,,106-81,,J. Grant misses 2-pt shot from 10 ft
8:43.0,Defensive rebound by D. Cunningham,,106-81,,
8:35.0,S. Dinwiddie misses 3-pt shot from 22 ft,,106-81,,
8:32.0,,,106-81,,Defensive rebound by C. Felicio
8:25.0,,,106-81,,Shooting foul by D. Cunningham (drawn by S. Kilpatrick)
8:25.0,,,106-82,1,S. Kilpatrick makes free throw 1 of 2
8:25.0,M. Doyle enters the game for C. LeVert,,106-82,,
8:25.0,,,106-83,1,S. Kilpatrick makes free throw 2 of 2
8:15.0,Turnover by S. Dinwiddie (bad pass),,106-83,,
7:56.0,,,106-83,,S. Kilpatrick misses 3-pt shot from 25 ft
7:55.0,,,106-83,,Offensive rebound by Team
7:55.0,Loose ball foul by Q. Acy (drawn by B. Portis),,106-83,,
7:55.0,,,106-83,,J. Holiday enters the game for S. Kilpatrick
7:55.0,,,106-83,,C. Payne enters the game for R. Arcidiacono
7:49.0,,,106-86,3,B. Portis makes 3-pt shot from 25 ft (assist by J. Grant)
7:33.0,Q. Acy misses 3-pt shot from 26 ft,,106-86,,
7:30.0,,,106-86,,Defensive rebound by C. Payne
7:20.0,Personal foul by Q. Acy (drawn by B. Portis),,106-86,,
7:18.0,,,106-86,,B. Portis misses 3-pt shot from 24 ft
7:15.0,,,106-86,,Offensive rebound by C. Felicio
7:15.0,,,106-86,,Turnover by C. Felicio (step out of bounds)
7:03.0,J. Harris makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,109-86,,
6:45.0,,,109-89,3,J. Grant makes 3-pt shot from 25 ft (assist by B. Portis)
6:39.0,Brooklyn full timeout,,109-89,,
6:39.0,T. Mozgov enters the game for Q. Acy,,109-89,,
6:31.0,Offensive foul by T. Mozgov (drawn by J. Grant),,109-89,,
6:31.0,Turnover by T. Mozgov (offensive foul),,109-89,,
6:19.0,,,109-89,,C. Felicio misses 2-pt shot from 13 ft
6:16.0,Defensive rebound by D. Cunningham,,109-89,,
6:06.0,T. Mozgov makes 2-pt shot at rim (assist by S. Dinwiddie),2,111-89,,
5:59.0,,,111-89,,J. Holiday misses 3-pt shot from 25 ft
5:59.0,Defensive rebound by D. Cunningham,,111-89,,
5:39.0,S. Dinwiddie misses 3-pt shot from 24 ft,,111-89,,
5:36.0,,,111-89,,Defensive rebound by C. Felicio
5:29.0,,,111-89,,C. Payne misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by D. Cunningham,,111-89,,
5:13.0,S. Dinwiddie makes 3-pt shot from 25 ft (assist by J. Harris),3,114-89,,
4:47.0,,,114-91,2,J. Holiday makes 2-pt shot from 17 ft
4:45.0,Brooklyn full timeout,,114-91,,
4:45.0,,,114-91,,D. Nwaba enters the game for B. Portis
4:45.0,,,114-91,,R. Arcidiacono enters the game for C. Payne
4:45.0,N. Stauskas enters the game for J. Harris,,114-91,,
4:45.0,Q. Acy enters the game for D. Cunningham,,114-91,,
4:30.0,S. Dinwiddie misses 3-pt shot from 25 ft,,114-91,,
4:28.0,,,114-91,,Defensive rebound by R. Arcidiacono
4:14.0,,,114-91,,D. Nwaba misses 2-pt shot from 2 ft
4:12.0,Defensive rebound by T. Mozgov,,114-91,,
