time,Indiana,pts.away,score,pts.home,Detroit
7:38.0,Turnover by B. Bogdanovic (out of bounds lost ball),,51-70,,
7:15.0,,,51-70,,R. Jackson misses 3-pt shot from 26 ft
7:12.0,Defensive rebound by B. Bogdanovic,,51-70,,
7:06.0,V. Oladipo misses 3-pt shot from 25 ft,,51-70,,
7:01.0,,,51-70,,Defensive rebound by R. Jackson
6:53.0,,,51-70,,R. Jackson misses 2-pt shot from 6 ft
6:49.0,,,51-70,,Offensive rebound by A. Drummond
6:49.0,,,51-72,2,A. Drummond makes 2-pt shot at rim
6:38.0,L. Stephenson makes 2-pt shot from 18 ft,2,53-72,,
6:15.0,,,53-72,,Turnover by A. Drummond (bad pass; steal by V. Oladipo)
6:13.0,V. Oladipo makes 2-pt shot at rim,2,55-72,,
5:56.0,,,55-72,,S. Johnson misses 3-pt shot from 23 ft
5:55.0,,,55-72,,Offensive rebound by Team
5:39.0,,,55-72,,R. Jackson misses 3-pt shot from 25 ft
5:36.0,,,55-72,,Offensive rebound by Team
5:23.0,,,55-72,,R. Bullock misses 3-pt shot from 23 ft
5:20.0,Defensive rebound by L. Stephenson,,55-72,,
5:16.0,,,55-72,,Personal foul by S. Johnson (drawn by L. Stephenson)
5:16.0,,,55-72,,Detroit full timeout
5:16.0,,,55-72,,I. Smith enters the game for R. Jackson
5:14.0,Shooting foul by I. Smith (drawn by C. Joseph),,55-72,,
5:14.0,C. Joseph makes free throw 1 of 2,1,56-72,,
5:14.0,C. Joseph misses free throw 2 of 2,,56-72,,
5:12.0,,,56-72,,Defensive rebound by A. Drummond
5:02.0,Personal foul by B. Bogdanovic (drawn by T. Harris),,56-72,,
5:02.0,,,56-72,,Turnover by Team (turnover)
4:47.0,M. Turner misses 2-pt shot from 16 ft,,56-72,,
4:45.0,,,56-72,,Defensive rebound by A. Drummond
4:32.0,,,56-72,,Shooting foul by L. Stephenson (drawn by S. Johnson)
4:32.0,,,56-73,1,S. Johnson makes free throw 1 of 2
4:32.0,,,56-73,,E. Moreland enters the game for A. Drummond
4:32.0,A. Poythress enters the game for B. Bogdanovic,,56-73,,
4:32.0,,,56-74,1,S. Johnson makes free throw 2 of 2
4:17.0,V. Oladipo makes 2-pt shot from 1 ft,2,58-74,,
4:04.0,Personal foul by A. Poythress (drawn by T. Harris),,58-74,,
3:52.0,,,58-74,,Turnover by S. Johnson (out of bounds lost ball)
3:44.0,,,58-74,,Personal foul by E. Moreland (drawn by M. Turner)
3:44.0,M. Turner makes free throw 1 of 2,1,59-74,,
3:44.0,M. Turner makes free throw 2 of 2,1,60-74,,
3:28.0,,,60-74,,I. Smith misses 2-pt shot from 9 ft
3:26.0,,,60-74,,Offensive rebound by I. Smith
3:24.0,,,60-74,,S. Johnson misses 3-pt shot from 21 ft
3:24.0,Defensive rebound by Team,,60-74,,
3:09.0,M. Turner makes 2-pt shot from 4 ft (assist by V. Oladipo),2,62-74,,
2:40.0,,,62-77,3,S. Johnson makes 3-pt shot from 26 ft
2:24.0,M. Turner misses 3-pt shot from 26 ft,,62-77,,
2:21.0,,,62-77,,Defensive rebound by T. Harris
2:15.0,,,62-79,2,I. Smith makes 2-pt shot from 1 ft
1:58.0,V. Oladipo misses 3-pt shot from 24 ft,,62-79,,
1:56.0,,,62-79,,Defensive rebound by E. Moreland
1:52.0,,,62-79,,R. Bullock misses 3-pt shot from 23 ft
1:51.0,,,62-79,,Offensive rebound by Team
1:51.0,Loose ball foul by A. Poythress (drawn by E. Moreland),,62-79,,
1:51.0,D. Sabonis enters the game for M. Turner,,62-79,,
1:41.0,,,62-79,,Shooting foul by A. Poythress (drawn by T. Harris)
1:41.0,,,62-80,1,T. Harris makes free throw 1 of 2
1:41.0,,,62-80,,T. Harris misses free throw 2 of 2
1:39.0,Defensive rebound by L. Stephenson,,62-80,,
1:21.0,L. Stephenson makes 2-pt shot from 18 ft,2,64-80,,
1:08.0,,,64-80,,Offensive foul by T. Harris (drawn by C. Joseph)
1:08.0,,,64-80,,Turnover by T. Harris (offensive foul)
0:54.0,L. Stephenson misses 3-pt shot from 25 ft,,64-80,,
0:50.0,Offensive rebound by D. Sabonis,,64-80,,
0:42.0,D. Sabonis makes 2-pt shot from 1 ft (assist by C. Joseph),2,66-80,,
0:20.0,,,66-82,2,I. Smith makes 2-pt shot from 14 ft
0:02.0,V. Oladipo misses 3-pt shot from 22 ft,,66-82,,
0:02.0,Offensive rebound by Team,,66-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,L. Stephenson misses 3-pt shot from 25 ft,,66-82,,
11:46.0,Offensive rebound by D. Sabonis,,66-82,,
11:38.0,,,66-82,,Personal foul by S. Johnson (drawn by T. Young)
11:24.0,D. Collison misses 2-pt shot from 19 ft,,66-82,,
11:21.0,,,66-82,,Defensive rebound by A. Drummond
11:20.0,Personal foul by L. Stephenson (drawn by I. Smith),,66-82,,
11:10.0,Personal foul by T. Young (drawn by A. Tolliver),,66-82,,
10:57.0,,,66-82,,Shooting foul by D. Sabonis (drawn by A. Drummond)
10:57.0,,,66-82,,A. Drummond misses free throw 1 of 2
10:57.0,,,66-82,,Offensive rebound by Team
10:57.0,,,66-83,1,A. Drummond makes free throw 2 of 2
10:50.0,,,66-83,,Personal foul by S. Johnson (drawn by L. Stephenson)
10:43.0,Turnover by D. Sabonis (bad pass),,66-83,,
10:21.0,,,66-83,,L. Galloway misses 3-pt shot from 27 ft
10:17.0,,,66-83,,Offensive rebound by A. Tolliver
10:06.0,,,66-85,2,A. Drummond makes 2-pt shot at rim
9:48.0,Offensive charge foul by L. Stephenson (drawn by I. Smith),,66-85,,
9:48.0,Turnover by L. Stephenson (offensive foul),,66-85,,
9:39.0,,,66-87,2,L. Galloway makes 2-pt shot from 2 ft (assist by I. Smith)
9:39.0,Indiana full timeout,,66-87,,
9:17.0,D. Sabonis makes 2-pt shot from 2 ft,2,68-87,,
8:54.0,,,68-89,2,L. Galloway makes 2-pt shot from 1 ft
8:38.0,C. Joseph makes 2-pt shot from 7 ft,2,70-89,,
8:17.0,,,70-91,2,I. Smith makes 2-pt shot from 3 ft
7:52.0,D. Sabonis misses 2-pt shot from 16 ft,,70-91,,
7:49.0,,,70-91,,Defensive rebound by A. Drummond
7:26.0,,,70-94,3,L. Galloway makes 3-pt shot from 23 ft (assist by A. Drummond)
7:03.0,D. Collison misses 2-pt shot from 19 ft,,70-94,,
7:00.0,,,70-94,,Defensive rebound by S. Johnson
6:55.0,,,70-94,,A. Tolliver misses 3-pt shot from 25 ft
6:52.0,,,70-94,,Offensive rebound by I. Smith
6:49.0,,,70-94,,S. Johnson misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by D. Collison,,70-94,,
6:40.0,Shooting foul by I. Smith (drawn by L. Stephenson),,70-94,,
6:40.0,L. Stephenson makes free throw 1 of 2,1,71-94,,
6:40.0,J. Young enters the game for C. Joseph,,71-94,,
6:40.0,D. Wilkins enters the game for T. Young,,71-94,,
6:40.0,L. Stephenson makes free throw 2 of 2,1,72-94,,
6:17.0,,,72-96,2,I. Smith makes 2-pt shot from 1 ft
6:17.0,Indiana full timeout,,72-96,,
6:17.0,T. Leaf enters the game for L. Stephenson,,72-96,,
6:17.0,A. Poythress enters the game for D. Collison,,72-96,,
6:17.0,A. Jefferson enters the game for D. Sabonis,,72-96,,
5:49.0,T. Leaf misses 2-pt shot from 3 ft,,72-96,,
5:43.0,Offensive rebound by T. Leaf,,72-96,,
5:43.0,T. Leaf misses 2-pt shot at rim,,72-96,,
5:42.0,,,72-96,,Defensive rebound by A. Drummond
5:39.0,,,72-98,2,A. Drummond makes 2-pt shot from 1 ft (assist by I. Smith)
5:25.0,J. Young misses 2-pt shot from 3 ft,,72-98,,
5:22.0,,,72-98,,Defensive rebound by A. Drummond
5:17.0,,,72-98,,S. Johnson misses 2-pt shot from 18 ft
5:14.0,Defensive rebound by A. Jefferson,,72-98,,
4:52.0,A. Jefferson makes 2-pt shot from 9 ft,2,74-98,,
4:31.0,,,74-98,,Turnover by I. Smith (bad pass; steal by A. Jefferson)
4:08.0,D. Wilkins misses 2-pt shot from 18 ft,,74-98,,
4:03.0,,,74-98,,Defensive rebound by S. Johnson
3:47.0,,,74-98,,A. Drummond misses 2-pt shot at rim
3:45.0,,,74-98,,Offensive rebound by A. Drummond
3:45.0,,,74-100,2,A. Drummond makes 2-pt shot at rim
3:45.0,,,74-100,,Shooting foul by A. Jefferson (drawn by A. Drummond)
3:45.0,,,74-101,1,A. Drummond makes free throw 1 of 1
3:29.0,J. Young makes 2-pt shot from 4 ft,2,76-101,,
3:29.0,Shooting foul by I. Smith (drawn by J. Young),,76-101,,
3:29.0,,,76-101,,B. Marjanovic enters the game for A. Drummond
3:29.0,J. Young makes free throw 1 of 1,1,77-101,,
3:15.0,,,77-103,2,B. Marjanovic makes 2-pt shot from 5 ft (assist by A. Tolliver)
2:50.0,A. Jefferson makes 2-pt shot from 13 ft (assist by A. Poythress),2,79-103,,
2:30.0,,,79-103,,A. Tolliver misses 3-pt shot from 25 ft
2:26.0,Defensive rebound by D. Wilkins,,79-103,,
2:16.0,J. Young misses 2-pt shot from 21 ft,,79-103,,
2:13.0,,,79-103,,Defensive rebound by L. Galloway
2:10.0,,,79-103,,Detroit full timeout
2:10.0,,,79-103,,L. Kennard enters the game for S. Johnson
2:10.0,,,79-103,,H. Ellenson enters the game for I. Smith
2:10.0,,,79-103,,D. Buycks enters the game for A. Tolliver
1:58.0,,,79-103,,L. Galloway misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by J. Young,,79-103,,
1:39.0,A. Jefferson makes 2-pt shot from 2 ft (assist by J. Young),2,81-103,,
1:24.0,Personal foul by A. Jefferson (drawn by B. Marjanovic),,81-103,,
1:24.0,,,81-104,1,B. Marjanovic makes free throw 1 of 2
1:24.0,,,81-105,1,B. Marjanovic makes free throw 2 of 2
1:07.0,D. Wilkins misses 2-pt shot from 9 ft,,81-105,,
1:05.0,,,81-105,,Defensive rebound by H. Ellenson
0:55.0,,,81-105,,H. Ellenson misses 2-pt shot from 5 ft
0:55.0,Defensive rebound by Team,,81-105,,
0:39.0,A. Poythress misses 3-pt shot from 27 ft,,81-105,,
0:36.0,,,81-105,,Defensive rebound by L. Kennard
0:24.0,,,81-105,,Shooting foul by A. Jefferson (drawn by B. Marjanovic)
0:24.0,,,81-106,1,B. Marjanovic makes free throw 1 of 2
0:24.0,,,81-107,1,B. Marjanovic makes free throw 2 of 2
0:13.0,A. Poythress makes 2-pt shot at rim (assist by J. Young),2,83-107,,
