time,Houston,pts.away,score,pts.home,Phoenix
11:10.0,,,59-44,,Turnover by T. Chandler (traveling)
10:51.0,C. Paul makes 2-pt shot from 20 ft,2,61-44,,
10:28.0,,,61-46,2,D. Booker makes 2-pt shot at rim
10:08.0,R. Anderson misses 2-pt shot from 19 ft,,61-46,,
10:04.0,Offensive rebound by C. Capela,,61-46,,
10:02.0,T. Ariza makes 3-pt shot from 25 ft (assist by C. Capela),3,64-46,,
9:42.0,,,64-46,,D. Booker misses 3-pt shot from 24 ft
9:40.0,Defensive rebound by T. Ariza,,64-46,,
9:27.0,C. Paul makes 2-pt shot from 18 ft,2,66-46,,
9:25.0,,,66-46,,Phoenix full timeout
9:08.0,,,66-49,3,T. Warren makes 3-pt shot from 25 ft (assist by T. Ulis)
8:39.0,E. Gordon makes 2-pt shot at rim,2,68-49,,
8:31.0,,,68-51,2,T. Warren makes 2-pt shot at rim (assist by D. Booker)
8:20.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Paul),3,71-51,,
8:08.0,,,71-51,,T. Warren misses 2-pt shot at rim (block by C. Paul)
8:04.0,,,71-51,,Offensive rebound by T. Warren
8:04.0,,,71-53,2,T. Warren makes 2-pt shot at rim
7:46.0,C. Paul misses 2-pt shot from 17 ft,,71-53,,
7:42.0,,,71-53,,Defensive rebound by T. Chandler
7:41.0,,,71-53,,Shooting foul by E. Gordon (drawn by D. Booker)
7:41.0,,,71-54,1,D. Booker makes free throw 1 of 2
7:41.0,,,71-54,,D. House enters the game for D. Bender
7:41.0,G. Green enters the game for E. Gordon,,71-54,,
7:41.0,,,71-55,1,D. Booker makes free throw 2 of 2
7:28.0,C. Paul makes 2-pt shot at rim (assist by C. Capela),2,73-55,,
7:20.0,,,73-55,,Turnover by D. Booker (bad pass; steal by T. Ariza)
7:16.0,Shooting foul by T. Ulis (drawn by C. Capela),,73-55,,
7:16.0,C. Capela makes free throw 1 of 2,1,74-55,,
7:16.0,E. Gordon enters the game for C. Paul,,74-55,,
7:16.0,C. Capela misses free throw 2 of 2,,74-55,,
7:13.0,Offensive rebound by T. Ariza,,74-55,,
7:11.0,T. Ariza misses 3-pt shot from 25 ft,,74-55,,
7:09.0,Offensive rebound by C. Capela,,74-55,,
7:08.0,G. Green misses 3-pt shot from 25 ft,,74-55,,
7:08.0,Offensive rebound by T. Ariza,,74-55,,
7:04.0,Turnover by C. Capela (traveling),,74-55,,
6:56.0,Personal block foul by C. Capela (drawn by T. Ulis),,74-55,,
6:49.0,,,74-55,,D. Booker misses 2-pt shot at rim
6:47.0,Defensive rebound by T. Ariza,,74-55,,
6:33.0,,,74-55,,Personal block foul by T. Ulis (drawn by E. Gordon)
6:33.0,P. Tucker enters the game for C. Capela,,74-55,,
6:27.0,P. Tucker misses 3-pt shot from 24 ft,,74-55,,
6:26.0,Offensive rebound by R. Anderson,,74-55,,
6:18.0,E. Gordon misses 3-pt shot from 24 ft,,74-55,,
6:15.0,,,74-55,,Defensive rebound by D. Booker
6:11.0,,,74-58,3,D. Booker makes 3-pt shot from 24 ft
5:51.0,E. Gordon makes 3-pt shot from 25 ft (assist by T. Ariza),3,77-58,,
5:30.0,,,77-58,,T. Warren misses 2-pt shot from 6 ft
5:28.0,Defensive rebound by P. Tucker,,77-58,,
5:17.0,R. Anderson makes 2-pt shot at rim (assist by E. Gordon),2,79-58,,
5:05.0,,,79-58,,D. Booker misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by G. Green,,79-58,,
4:45.0,E. Gordon misses 3-pt shot from 25 ft,,79-58,,
4:42.0,Offensive rebound by T. Ariza,,79-58,,
4:40.0,G. Green misses 3-pt shot from 26 ft,,79-58,,
4:35.0,,,79-58,,Defensive rebound by T. Chandler
4:31.0,,,79-60,2,T. Warren makes 2-pt shot at rim (assist by T. Ulis)
4:17.0,E. Gordon misses 3-pt shot from 25 ft,,79-60,,
4:14.0,,,79-60,,Defensive rebound by T. Chandler
4:11.0,,,79-60,,Turnover by D. Booker (out of bounds lost ball)
4:11.0,,,79-60,,T. Daniels enters the game for T. Chandler
4:11.0,,,79-60,,D. Bender enters the game for T. Ulis
4:02.0,G. Green misses 3-pt shot from 26 ft,,79-60,,
3:58.0,,,79-60,,Defensive rebound by D. Bender
3:48.0,,,79-60,,T. Daniels misses 3-pt shot from 27 ft
3:44.0,Defensive rebound by P. Tucker,,79-60,,
3:39.0,,,79-60,,Personal foul by D. House (drawn by E. Gordon)
3:26.0,,,79-60,,Personal foul by D. House (drawn by G. Green)
3:21.0,E. Gordon misses 2-pt shot from 4 ft (block by D. Bender),,79-60,,
3:21.0,,,79-60,,Defensive rebound by Team
3:01.0,,,79-60,,D. Bender misses 2-pt shot from 3 ft
2:59.0,Defensive rebound by P. Tucker,,79-60,,
2:55.0,Shooting foul by D. Bender (drawn by G. Green),,79-60,,
2:55.0,Houston full timeout,,79-60,,
2:55.0,,,79-60,,A. Peters enters the game for T. Warren
2:55.0,C. Capela enters the game for E. Gordon,,79-60,,
2:55.0,C. Paul enters the game for R. Anderson,,79-60,,
2:55.0,G. Green makes free throw 1 of 2,1,80-60,,
2:55.0,G. Green makes free throw 2 of 2,1,81-60,,
2:35.0,Violation by T. Ariza (kicked ball),,81-60,,
2:28.0,,,81-62,2,D. Bender makes 2-pt shot from 1 ft (assist by D. Booker)
2:03.0,P. Tucker misses 2-pt shot at rim (block by D. Bender),,81-62,,
2:01.0,,,81-62,,Defensive rebound by D. House
1:59.0,,,81-62,,D. Booker misses 3-pt shot from 27 ft
1:56.0,,,81-62,,Offensive rebound by D. Bender
1:56.0,,,81-64,2,D. Bender makes 2-pt shot at rim
1:56.0,,,81-64,,Shooting foul by T. Ariza (drawn by D. Bender)
1:56.0,,,81-65,1,D. Bender makes free throw 1 of 1
1:46.0,C. Paul misses 2-pt shot from 11 ft,,81-65,,
1:44.0,Offensive rebound by C. Paul,,81-65,,
1:43.0,T. Ariza makes 3-pt shot from 24 ft (assist by C. Paul),3,84-65,,
1:25.0,,,84-68,3,D. House makes 3-pt shot from 22 ft (assist by D. Bender)
1:12.0,C. Capela makes 2-pt shot at rim (assist by C. Paul),2,86-68,,
0:51.0,,,86-68,,Offensive foul by T. Daniels (drawn by C. Capela)
0:51.0,,,86-68,,Turnover by T. Daniels (offensive foul)
0:34.0,C. Paul makes 3-pt shot from 27 ft,3,89-68,,
0:14.0,,,89-68,,D. Bender misses 2-pt shot at rim (block by P. Tucker)
0:11.0,Defensive rebound by G. Green,,89-68,,
0:07.0,,,89-68,,Personal foul by D. Booker (drawn by C. Paul)
0:07.0,C. Paul misses free throw 1 of 2,,89-68,,
0:07.0,Offensive rebound by Team,,89-68,,
0:07.0,C. Paul makes free throw 2 of 2,1,90-68,,
0:01.0,,,90-68,,D. House misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by C. Paul,,90-68,,
0:00.0,C. Paul misses 3-pt shot from 67 ft,,90-68,,
0:00.0,Offensive rebound by Team,,90-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,90-71,3,T. Daniels makes 3-pt shot from 25 ft (assist by A. Len)
11:18.0,,,90-71,,Personal foul by T. Warren (drawn by P. Tucker)
11:09.0,C. Capela makes 2-pt shot from 4 ft,2,92-71,,
10:52.0,,,92-74,3,T. Daniels makes 3-pt shot from 24 ft (assist by T. Ulis)
10:41.0,,,92-74,,Personal foul by T. Ulis (drawn by R. Anderson)
10:29.0,C. Paul misses 2-pt shot from 13 ft,,92-74,,
10:25.0,Offensive rebound by C. Paul,,92-74,,
10:12.0,R. Anderson misses 3-pt shot from 27 ft,,92-74,,
10:09.0,,,92-74,,Defensive rebound by T. Warren
9:51.0,,,92-74,,A. Peters misses 3-pt shot from 23 ft
9:47.0,Defensive rebound by C. Paul,,92-74,,
9:35.0,C. Paul makes 2-pt shot from 9 ft,2,94-74,,
9:25.0,,,94-74,,Turnover by T. Daniels (turnover)
9:25.0,E. Gordon enters the game for C. Paul,,94-74,,
9:14.0,R. Anderson makes 2-pt shot at rim (assist by P. Tucker),2,96-74,,
8:57.0,,,96-74,,T. Warren misses 2-pt shot from 9 ft
8:55.0,Defensive rebound by Team,,96-74,,
8:44.0,Turnover by E. Gordon (bad pass),,96-74,,
8:34.0,,,96-77,3,A. Peters makes 3-pt shot from 26 ft (assist by T. Warren)
8:13.0,Shooting foul by T. Ulis (drawn by C. Capela),,96-77,,
8:13.0,C. Capela makes free throw 1 of 2,1,97-77,,
8:13.0,C. Capela makes free throw 2 of 2,1,98-77,,
8:02.0,,,98-77,,Turnover by T. Ulis (bad pass; steal by R. Anderson)
7:49.0,Offensive charge foul by C. Capela (drawn by A. Peters),,98-77,,
7:49.0,Turnover by C. Capela (offensive foul),,98-77,,
7:49.0,,,98-77,,D. Booker enters the game for T. Ulis
7:49.0,,,98-77,,D. Bender enters the game for A. Len
7:42.0,,,98-77,,T. Daniels misses 3-pt shot from 28 ft
7:39.0,Defensive rebound by C. Capela,,98-77,,
7:31.0,G. Green makes 2-pt shot from 15 ft,2,100-77,,
7:17.0,,,100-77,,Turnover by D. Booker (bad pass; steal by E. Gordon)
7:16.0,Turnover by G. Green (bad pass; steal by T. Warren),,100-77,,
7:03.0,,,100-79,2,T. Warren makes 2-pt shot at rim (assist by A. Peters)
6:59.0,E. Gordon makes 3-pt shot from 28 ft,3,103-79,,
6:39.0,,,103-79,,Turnover by A. Peters (lost ball; steal by C. Capela)
6:25.0,R. Anderson makes 3-pt shot from 26 ft (assist by E. Gordon),3,106-79,,
6:22.0,,,106-79,,Phoenix full timeout
6:22.0,B. Weber enters the game for P. Tucker,,106-79,,
6:22.0,T. Ariza enters the game for G. Green,,106-79,,
6:14.0,,,106-81,2,T. Warren makes 2-pt shot from 4 ft (assist by A. Peters)
5:58.0,R. Anderson misses 2-pt shot from 15 ft,,106-81,,
5:55.0,,,106-81,,Defensive rebound by D. Booker
5:52.0,Personal foul by B. Weber (drawn by D. Booker),,106-81,,
5:39.0,,,106-81,,D. Booker misses 2-pt shot from 13 ft
5:35.0,Defensive rebound by C. Capela,,106-81,,
5:23.0,E. Gordon misses 3-pt shot from 27 ft,,106-81,,
5:20.0,,,106-81,,Defensive rebound by D. Bender
5:08.0,,,106-81,,Turnover by D. Booker (bad pass)
5:08.0,G. Green enters the game for E. Gordon,,106-81,,
4:54.0,G. Green misses 3-pt shot from 25 ft,,106-81,,
4:49.0,,,106-81,,Defensive rebound by D. Bender
4:46.0,,,106-83,2,T. Warren makes 2-pt shot from 1 ft
4:28.0,C. Capela misses 2-pt shot from 3 ft,,106-83,,
4:26.0,,,106-83,,Defensive rebound by D. Bender
4:16.0,,,106-83,,Turnover by D. Booker (bad pass; steal by B. Weber)
4:12.0,C. Capela makes 2-pt shot at rim (assist by B. Weber),2,108-83,,
4:02.0,,,108-83,,Shooting foul by G. Green (drawn by D. Booker)
4:02.0,,,108-84,1,D. Booker makes free throw 1 of 2
4:02.0,P. Tucker enters the game for C. Capela,,108-84,,
4:02.0,,,108-85,1,D. Booker makes free throw 2 of 2
3:50.0,P. Tucker misses 2-pt shot from 1 ft,,108-85,,
3:48.0,,,108-85,,Defensive rebound by D. Booker
3:41.0,,,108-85,,D. Bender misses 3-pt shot from 25 ft
3:37.0,Defensive rebound by B. Weber,,108-85,,
3:30.0,B. Weber makes 2-pt shot from 1 ft,2,110-85,,
3:29.0,,,110-85,,Phoenix full timeout
3:29.0,,,110-85,,T. Ulis enters the game for D. Booker
3:29.0,,,110-85,,D. House enters the game for T. Warren
3:10.0,,,110-85,,T. Daniels misses 2-pt shot from 2 ft
3:09.0,Defensive rebound by R. Anderson,,110-85,,
2:52.0,T. Ariza makes 2-pt shot from 19 ft,2,112-85,,
2:38.0,,,112-88,3,D. House makes 3-pt shot from 26 ft (assist by T. Ulis)
2:12.0,P. Tucker misses 3-pt shot from 26 ft,,112-88,,
2:10.0,,,112-88,,Defensive rebound by D. Bender
2:07.0,Personal foul by B. Weber (drawn by T. Ulis),,112-88,,
1:54.0,,,112-88,,T. Daniels misses 3-pt shot from 27 ft
1:51.0,Defensive rebound by B. Weber,,112-88,,
1:38.0,G. Green misses 2-pt shot from 20 ft,,112-88,,
1:36.0,,,112-88,,Defensive rebound by Team
1:21.0,,,112-91,3,D. Bender makes 3-pt shot from 25 ft (assist by A. Peters)
1:09.0,T. Ariza misses 3-pt shot from 25 ft,,112-91,,
1:05.0,,,112-91,,Defensive rebound by T. Ulis
1:04.0,,,112-93,2,A. Peters makes 2-pt shot at rim (assist by T. Ulis)
0:52.0,B. Weber misses 3-pt shot from 25 ft,,112-93,,
0:49.0,,,112-93,,Defensive rebound by D. Bender
