time,Portland,pts.away,score,pts.home,Golden State
3:19.0,,,20-22,3,N. Young makes 3-pt shot from 23 ft (assist by K. Durant)
3:14.0,Portland full timeout,,20-22,,
3:14.0,,,20-22,,K. Looney enters the game for J. Bell
3:14.0,,,20-22,,Q. Cook enters the game for O. Casspi
2:58.0,D. Lillard makes 3-pt shot from 26 ft (assist by P. Connaughton),3,23-22,,
2:39.0,,,23-25,3,A. Iguodala makes 3-pt shot from 24 ft
2:22.0,E. Turner misses 3-pt shot from 25 ft,,23-25,,
2:22.0,Offensive rebound by Team,,23-25,,
2:22.0,,,23-25,,Loose ball foul by K. Looney (drawn by E. Davis)
2:15.0,Z. Collins misses 3-pt shot from 25 ft,,23-25,,
2:11.0,,,23-25,,Defensive rebound by K. Durant
2:07.0,,,23-25,,Q. Cook misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by E. Turner,,23-25,,
1:51.0,Z. Collins makes 2-pt shot from 9 ft,2,25-25,,
1:32.0,,,25-25,,Turnover by K. Durant (bad pass; steal by D. Lillard)
1:24.0,D. Lillard makes 3-pt shot from 25 ft (assist by E. Turner),3,28-25,,
1:02.0,,,28-27,2,N. Young makes 2-pt shot from 11 ft
0:48.0,Z. Collins misses 3-pt shot from 25 ft,,28-27,,
0:44.0,Offensive rebound by P. Connaughton,,28-27,,
0:30.0,E. Turner misses 2-pt shot from 14 ft,,28-27,,
0:27.0,,,28-27,,Defensive rebound by A. Iguodala
0:05.0,,,28-27,,K. Durant misses 2-pt shot from 18 ft
0:03.0,Defensive rebound by E. Davis,,28-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,J. Layman misses 2-pt shot from 3 ft,,28-27,,
11:35.0,,,28-27,,Defensive rebound by N. Young
11:21.0,,,28-29,2,N. Young makes 2-pt shot from 12 ft
11:08.0,C. McCollum makes 2-pt shot from 5 ft,2,30-29,,
10:51.0,,,30-31,2,N. Young makes 2-pt shot from 16 ft (assist by P. McCaw)
10:33.0,C. McCollum misses 2-pt shot from 18 ft,,30-31,,
10:28.0,,,30-31,,Defensive rebound by A. Iguodala
10:19.0,,,30-31,,Shooting foul by J. Layman (drawn by A. Iguodala)
10:19.0,,,30-31,,A. Iguodala misses free throw 1 of 2
10:19.0,,,30-31,,Offensive rebound by Team
10:19.0,,,30-32,1,A. Iguodala makes free throw 2 of 2
10:07.0,Shooting foul by A. Iguodala (drawn by J. Layman),,30-32,,
10:07.0,J. Layman makes free throw 1 of 2,1,31-32,,
10:07.0,J. Layman makes free throw 2 of 2,1,32-32,,
9:54.0,,,32-32,,K. Thompson misses 3-pt shot from 24 ft
9:50.0,Defensive rebound by Z. Collins,,32-32,,
9:37.0,E. Davis misses 2-pt shot from 5 ft,,32-32,,
9:35.0,,,32-32,,Defensive rebound by D. West
9:26.0,,,32-35,3,N. Young makes 3-pt shot from 26 ft (assist by A. Iguodala)
9:08.0,Turnover by C. McCollum (lost ball; steal by N. Young),,32-35,,
8:53.0,,,32-35,,N. Young misses 2-pt shot from 18 ft
8:48.0,Defensive rebound by E. Davis,,32-35,,
8:38.0,J. Layman misses 3-pt shot from 26 ft,,32-35,,
8:35.0,Offensive rebound by Z. Collins,,32-35,,
8:20.0,Z. Collins misses 2-pt shot from 7 ft (block by D. West),,32-35,,
8:16.0,,,32-35,,Defensive rebound by D. West
8:13.0,,,32-37,2,K. Thompson makes 2-pt shot from 1 ft
7:55.0,J. Layman misses 2-pt shot from 19 ft,,32-37,,
7:53.0,,,32-37,,Defensive rebound by A. Iguodala
7:50.0,,,32-39,2,D. West makes 2-pt shot from 1 ft (assist by A. Iguodala)
7:48.0,Portland full timeout,,32-39,,
7:48.0,,,32-39,,O. Casspi enters the game for N. Young
7:48.0,A. Aminu enters the game for E. Davis,,32-39,,
7:48.0,N. Vonleh enters the game for J. Layman,,32-39,,
7:37.0,C. McCollum makes 2-pt shot from 17 ft,2,34-39,,
7:13.0,,,34-41,2,A. Iguodala makes 2-pt shot at rim (assist by D. West)
7:04.0,Turnover by C. McCollum (bad pass; steal by K. Thompson),,34-41,,
6:59.0,,,34-41,,Shooting foul by Z. Collins (drawn by O. Casspi)
6:59.0,,,34-41,,O. Casspi misses free throw 1 of 2
6:59.0,,,34-41,,Offensive rebound by Team
6:59.0,D. Lillard enters the game for C. McCollum,,34-41,,
6:59.0,,,34-42,1,O. Casspi makes free throw 2 of 2
6:41.0,N. Vonleh misses 2-pt shot from 2 ft (block by D. West),,34-42,,
6:38.0,,,34-42,,Defensive rebound by O. Casspi
6:36.0,,,34-42,,K. Thompson misses 3-pt shot from 26 ft
6:31.0,Defensive rebound by N. Vonleh,,34-42,,
6:21.0,,,34-42,,Personal foul by O. Casspi (drawn by N. Vonleh)
6:21.0,,,34-42,,K. Durant enters the game for A. Iguodala
6:21.0,,,34-42,,S. Livingston enters the game for K. Thompson
6:21.0,E. Turner enters the game for Z. Collins,,34-42,,
6:18.0,Turnover by E. Turner (bad pass; steal by P. McCaw),,34-42,,
6:09.0,,,34-42,,O. Casspi misses 2-pt shot from 7 ft
6:05.0,Defensive rebound by N. Vonleh,,34-42,,
5:56.0,E. Turner misses 2-pt shot from 15 ft,,34-42,,
5:52.0,,,34-42,,Defensive rebound by K. Durant
5:43.0,,,34-44,2,D. West makes 2-pt shot from 20 ft (assist by S. Livingston)
5:29.0,D. Lillard misses 2-pt shot from 17 ft,,34-44,,
5:24.0,Offensive rebound by N. Vonleh,,34-44,,
5:12.0,A. Aminu makes 2-pt shot from 4 ft (assist by E. Turner),2,36-44,,
4:53.0,,,36-46,2,D. West makes 2-pt shot from 18 ft (assist by P. McCaw)
4:33.0,Shooting foul by O. Casspi (drawn by D. Lillard),,36-46,,
4:33.0,D. Lillard makes free throw 1 of 2,1,37-46,,
4:33.0,,,37-46,,N. Young enters the game for P. McCaw
4:33.0,M. Leonard enters the game for P. Connaughton,,37-46,,
4:33.0,C. McCollum enters the game for N. Vonleh,,37-46,,
4:33.0,D. Lillard makes free throw 2 of 2,1,38-46,,
4:24.0,,,38-46,,Golden State full timeout
4:15.0,,,38-48,2,K. Durant makes 2-pt shot from 9 ft
3:56.0,A. Aminu misses 2-pt shot from 8 ft (block by K. Durant),,38-48,,
3:55.0,Offensive rebound by A. Aminu,,38-48,,
3:52.0,A. Aminu misses 2-pt shot from 2 ft (block by D. West),,38-48,,
3:50.0,,,38-48,,Defensive rebound by N. Young
3:45.0,,,38-48,,N. Young misses 2-pt shot from 17 ft
3:40.0,Defensive rebound by M. Leonard,,38-48,,
3:26.0,Turnover by E. Turner (bad pass; steal by D. West),,38-48,,
3:15.0,,,38-50,2,K. Durant makes 2-pt shot from 12 ft
2:56.0,Shooting foul by N. Young (drawn by D. Lillard),,38-50,,
2:56.0,D. Lillard makes free throw 1 of 2,1,39-50,,
2:56.0,,,39-50,,A. Iguodala enters the game for D. West
2:56.0,,,39-50,,K. Thompson enters the game for O. Casspi
2:56.0,D. Lillard makes free throw 2 of 2,1,40-50,,
2:40.0,,,40-53,3,K. Durant makes 3-pt shot from 25 ft
2:23.0,D. Lillard makes 2-pt shot from 3 ft,2,42-53,,
2:11.0,,,42-53,,Turnover by A. Iguodala (bad pass; steal by E. Turner)
2:06.0,D. Lillard makes 3-pt shot from 26 ft (assist by A. Aminu),3,45-53,,
1:48.0,Personal foul by D. Lillard (drawn by K. Durant),,45-53,,
1:48.0,N. Vonleh enters the game for M. Leonard,,45-53,,
1:45.0,,,45-53,,K. Durant misses 3-pt shot from 28 ft
1:41.0,Defensive rebound by N. Vonleh,,45-53,,
1:35.0,Turnover by A. Aminu (traveling),,45-53,,
1:35.0,,,45-53,,J. Bell enters the game for N. Young
1:35.0,M. Leonard enters the game for N. Vonleh,,45-53,,
1:24.0,,,45-55,2,K. Thompson makes 2-pt shot from 17 ft (assist by S. Livingston)
1:13.0,Shooting foul by J. Bell (drawn by D. Lillard),,45-55,,
1:13.0,D. Lillard makes free throw 1 of 2,1,46-55,,
1:13.0,D. Lillard makes free throw 2 of 2,1,47-55,,
0:59.0,Personal foul by E. Turner (drawn by K. Durant),,47-55,,
0:59.0,,,47-56,1,K. Durant makes free throw 1 of 2
0:59.0,,,47-57,1,K. Durant makes free throw 2 of 2
0:39.0,A. Aminu misses 3-pt shot from 22 ft,,47-57,,
0:36.0,,,47-57,,Defensive rebound by S. Livingston
0:27.0,Jump ball: A. Iguodala vs. C. McCollum (K. Durant gains possession),,,,Jump ball: A. Iguodala vs. C. McCollum (K. Durant gains possession)
0:25.0,,,47-60,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant)
0:02.0,C. McCollum misses 2-pt shot from 7 ft (block by K. Durant),,47-60,,
0:00.0,,,47-60,,Defensive rebound by K. Durant
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,D. Lillard makes 3-pt shot from 25 ft,3,50-60,,
11:25.0,,,50-62,2,J. Bell makes 2-pt shot from 2 ft (assist by K. Thompson)
11:05.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard),3,53-62,,
10:55.0,Personal foul by M. Leonard (drawn by J. Bell),,53-62,,
10:47.0,,,53-64,2,O. Casspi makes 2-pt shot from 4 ft
10:36.0,D. Lillard makes 2-pt shot from 1 ft,2,55-64,,
10:23.0,,,55-64,,K. Durant misses 2-pt shot from 12 ft
10:19.0,Defensive rebound by M. Leonard,,55-64,,
10:11.0,M. Leonard misses 2-pt shot from 12 ft,,55-64,,
10:07.0,,,55-64,,Defensive rebound by O. Casspi
10:01.0,,,55-64,,Shooting foul by D. Lillard (drawn by S. Livingston)
10:01.0,,,55-65,1,S. Livingston makes free throw 1 of 2
10:01.0,,,55-66,1,S. Livingston makes free throw 2 of 2
9:48.0,D. Lillard misses 3-pt shot from 27 ft,,55-66,,
9:45.0,,,55-66,,Defensive rebound by O. Casspi
9:41.0,,,55-66,,Turnover by J. Bell (bad pass; steal by E. Turner)
9:32.0,D. Lillard misses 2-pt shot from 1 ft (block by J. Bell),,55-66,,
9:28.0,,,55-66,,Defensive rebound by S. Livingston
9:25.0,,,55-68,2,K. Durant makes 2-pt shot from 10 ft (assist by O. Casspi)
9:04.0,Shooting foul by S. Livingston (drawn by E. Turner),,55-68,,
9:04.0,E. Turner makes free throw 1 of 2,1,56-68,,
9:04.0,E. Turner makes free throw 2 of 2,1,57-68,,
8:56.0,,,57-70,2,K. Thompson makes 2-pt shot from 11 ft
8:36.0,M. Leonard misses 2-pt shot from 7 ft,,57-70,,
8:32.0,,,57-70,,Defensive rebound by K. Thompson
8:31.0,,,57-70,,Offensive charge foul by K. Thompson (drawn by E. Turner)
8:31.0,,,57-70,,Turnover by K. Thompson (offensive foul)
8:16.0,E. Turner misses 2-pt shot from 16 ft,,57-70,,
8:12.0,,,57-70,,Defensive rebound by K. Durant
8:08.0,,,57-73,3,K. Durant makes 3-pt shot from 27 ft
7:56.0,Shooting foul by K. Thompson (drawn by D. Lillard),,57-73,,
7:56.0,D. Lillard makes free throw 1 of 2,1,58-73,,
7:56.0,D. Lillard makes free throw 2 of 2,1,59-73,,
7:39.0,,,59-75,2,S. Livingston makes 2-pt shot from 12 ft
7:17.0,A. Aminu misses 2-pt shot from 5 ft,,59-75,,
7:14.0,,,59-75,,Defensive rebound by O. Casspi
7:12.0,,,59-78,3,K. Thompson makes 3-pt shot from 26 ft (assist by O. Casspi)
7:10.0,Portland full timeout,,59-78,,
7:01.0,Turnover by E. Turner (bad pass; steal by J. Bell),,59-78,,
6:56.0,,,59-80,2,J. Bell makes 2-pt shot at rim
6:39.0,D. Lillard misses 3-pt shot from 25 ft,,59-80,,
6:35.0,,,59-80,,Defensive rebound by O. Casspi
6:22.0,,,59-80,,K. Durant misses 2-pt shot from 15 ft
6:17.0,Defensive rebound by M. Leonard,,59-80,,
6:13.0,Shooting foul by K. Thompson (drawn by A. Aminu),,59-80,,
6:13.0,A. Aminu makes free throw 1 of 2,1,60-80,,
6:13.0,Z. Collins enters the game for M. Leonard,,60-80,,
6:13.0,A. Aminu makes free throw 2 of 2,1,61-80,,
6:04.0,,,61-80,,Shooting foul by Z. Collins (drawn by K. Durant)
6:04.0,,,61-81,1,K. Durant makes free throw 1 of 2
6:04.0,,,61-82,1,K. Durant makes free throw 2 of 2
6:01.0,Shooting foul by K. Durant (drawn by C. McCollum),,61-82,,
6:01.0,C. McCollum makes free throw 1 of 2,1,62-82,,
6:01.0,C. McCollum makes free throw 2 of 2,1,63-82,,
5:49.0,Personal foul by D. Lillard (drawn by S. Livingston),,63-82,,
5:44.0,,,63-82,,K. Thompson misses 3-pt shot from 26 ft
5:40.0,Defensive rebound by D. Lillard,,63-82,,
5:36.0,D. Lillard misses 2-pt shot from 19 ft,,63-82,,
5:33.0,,,63-82,,Defensive rebound by K. Durant
5:28.0,,,63-84,2,J. Bell makes 2-pt shot from 1 ft (assist by K. Durant)
5:15.0,Shooting foul by J. Bell (drawn by C. McCollum),,63-84,,
5:15.0,C. McCollum makes free throw 1 of 2,1,64-84,,
5:15.0,,,64-84,,A. Iguodala enters the game for S. Livingston
5:15.0,C. McCollum makes free throw 2 of 2,1,65-84,,
5:00.0,Personal foul by C. McCollum (drawn by O. Casspi),,65-84,,
5:00.0,,,65-84,,O. Casspi misses free throw 1 of 2
5:00.0,,,65-84,,Offensive rebound by Team
5:00.0,J. Layman enters the game for A. Aminu,,65-84,,
5:00.0,,,65-85,1,O. Casspi makes free throw 2 of 2
4:41.0,D. Lillard misses 3-pt shot from 23 ft,,65-85,,
4:38.0,,,65-85,,Defensive rebound by A. Iguodala
4:34.0,,,65-85,,Turnover by A. Iguodala (bad pass; steal by D. Lillard)
4:20.0,J. Layman misses 3-pt shot from 22 ft,,65-85,,
4:16.0,,,65-85,,Defensive rebound by J. Bell
4:08.0,,,65-85,,K. Thompson misses 3-pt shot from 27 ft
4:02.0,Defensive rebound by C. McCollum,,65-85,,
3:59.0,C. McCollum makes 2-pt shot from 10 ft,2,67-85,,
3:50.0,,,67-85,,Golden State full timeout
3:50.0,,,67-85,,N. Young enters the game for K. Thompson
3:50.0,,,67-85,,Q. Cook enters the game for O. Casspi
3:45.0,,,67-85,,K. Durant misses 2-pt shot from 16 ft
3:41.0,Defensive rebound by C. McCollum,,67-85,,
3:38.0,E. Turner misses 2-pt shot from 13 ft,,67-85,,
3:33.0,,,67-85,,Defensive rebound by K. Durant
3:25.0,,,67-85,,N. Young misses 2-pt shot from 11 ft
3:23.0,Defensive rebound by Team,,67-85,,
3:14.0,Offensive charge foul by Z. Collins (drawn by A. Iguodala),,67-85,,
3:14.0,Turnover by Z. Collins (offensive foul),,67-85,,
3:02.0,,,67-87,2,J. Bell makes 2-pt shot from 2 ft (assist by Q. Cook)
2:45.0,C. McCollum misses 3-pt shot from 30 ft,,67-87,,
2:41.0,,,67-87,,Defensive rebound by Q. Cook
2:31.0,,,67-89,2,K. Durant makes 2-pt shot from 11 ft
2:20.0,D. Lillard misses 3-pt shot from 28 ft,,67-89,,
2:19.0,,,67-89,,Defensive rebound by Team
2:02.0,Personal foul by E. Turner (drawn by J. Bell),,67-89,,
2:02.0,,,67-89,,J. Bell misses free throw 1 of 2
2:02.0,,,67-89,,Offensive rebound by Team
2:02.0,,,67-90,1,J. Bell makes free throw 2 of 2
1:50.0,C. McCollum misses 3-pt shot from 25 ft,,67-90,,
1:49.0,Offensive rebound by Z. Collins,,67-90,,
1:49.0,Z. Collins makes 2-pt shot at rim,2,69-90,,
1:40.0,,,69-90,,Golden State full timeout
1:40.0,,,69-90,,P. McCaw enters the game for J. Bell
1:40.0,,,69-90,,O. Casspi enters the game for K. Durant
1:40.0,,,69-90,,D. West enters the game for N. Young
1:24.0,,,69-92,2,Q. Cook makes 2-pt shot from 21 ft
1:24.0,,,69-92,,Shooting foul by D. Lillard (drawn by Q. Cook)
1:24.0,,,69-93,1,Q. Cook makes free throw 1 of 1
0:59.0,C. McCollum makes 2-pt shot from 20 ft,2,71-93,,
0:50.0,,,71-93,,Turnover by A. Iguodala (lost ball; steal by Z. Collins)
0:43.0,J. Layman makes 2-pt shot from 1 ft (assist by C. McCollum),2,73-93,,
0:25.0,,,73-93,,A. Iguodala misses 2-pt shot from 1 ft
0:22.0,Defensive rebound by D. Lillard,,73-93,,
0:06.0,,,73-93,,Personal foul by P. McCaw (drawn by D. Lillard)
0:06.0,D. Lillard makes free throw 1 of 2,1,74-93,,
0:06.0,,,74-93,,K. Thompson enters the game for O. Casspi
0:06.0,,,74-93,,K. Durant enters the game for D. West
0:06.0,D. Lillard makes free throw 2 of 2,1,75-93,,
0:02.0,,,75-93,,K. Durant misses 2-pt shot from 17 ft
0:00.0,,,75-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,75-93,,Turnover by K. Thompson (bad pass; steal by Z. Collins)
11:19.0,Z. Collins makes 2-pt shot from 11 ft (assist by P. Connaughton),2,77-93,,
11:02.0,,,77-95,2,K. Thompson makes 2-pt shot from 17 ft (assist by A. Iguodala)
10:37.0,D. Lillard misses 2-pt shot from 13 ft,,77-95,,
10:35.0,Offensive rebound by N. Vonleh,,77-95,,
10:34.0,N. Vonleh makes 2-pt shot from 1 ft,2,79-95,,
10:17.0,,,79-95,,K. Thompson misses 2-pt shot from 1 ft
10:13.0,Defensive rebound by N. Vonleh,,79-95,,
10:06.0,D. Lillard makes 2-pt shot from 11 ft,2,81-95,,
9:44.0,,,81-97,2,D. West makes 2-pt shot from 6 ft
9:15.0,J. Layman misses 3-pt shot from 25 ft,,81-97,,
9:14.0,Offensive rebound by Team,,81-97,,
9:14.0,Turnover by Team (shot clock),,81-97,,
9:14.0,,,81-97,,O. Casspi enters the game for Q. Cook
9:04.0,,,81-97,,K. Thompson misses 2-pt shot from 18 ft
9:01.0,Defensive rebound by Z. Collins,,81-97,,
8:53.0,J. Layman misses 3-pt shot from 23 ft,,81-97,,
8:50.0,Offensive rebound by Z. Collins,,81-97,,
8:50.0,Shooting foul by P. McCaw (drawn by Z. Collins),,81-97,,
8:50.0,Z. Collins makes free throw 1 of 2,1,82-97,,
8:50.0,Z. Collins misses free throw 2 of 2,,82-97,,
8:47.0,Offensive rebound by J. Layman,,82-97,,
8:39.0,N. Vonleh makes 2-pt shot from 15 ft (assist by Z. Collins),2,84-97,,
8:14.0,,,84-97,,K. Thompson misses 2-pt shot from 18 ft
8:11.0,Defensive rebound by D. Lillard,,84-97,,
8:02.0,Z. Collins misses 2-pt shot from 18 ft,,84-97,,
7:59.0,,,84-97,,Defensive rebound by A. Iguodala
7:53.0,,,84-97,,D. West misses 2-pt shot from 14 ft
7:50.0,Defensive rebound by D. Lillard,,84-97,,
7:41.0,N. Vonleh misses 2-pt shot from 6 ft (block by D. West),,84-97,,
7:41.0,Offensive rebound by Team,,84-97,,
7:36.0,J. Layman makes 2-pt shot from 1 ft (assist by Z. Collins),2,86-97,,
7:28.0,,,86-97,,Golden State full timeout
7:28.0,,,86-97,,K. Durant enters the game for O. Casspi
7:16.0,,,86-97,,Shooting foul by Z. Collins (drawn by K. Thompson)
7:16.0,,,86-98,1,K. Thompson makes free throw 1 of 2
7:16.0,,,86-99,1,K. Thompson makes free throw 2 of 2
7:04.0,D. Lillard makes 3-pt shot from 25 ft,3,89-99,,
6:47.0,,,89-99,,Turnover by K. Durant (lost ball; steal by Z. Collins)
6:42.0,D. Lillard misses 3-pt shot from 25 ft,,89-99,,
6:36.0,Offensive rebound by N. Vonleh,,89-99,,
6:34.0,Z. Collins misses 2-pt shot from 4 ft (block by A. Iguodala),,89-99,,
6:32.0,,,89-99,,Defensive rebound by A. Iguodala
6:31.0,,,89-99,,A. Iguodala misses 2-pt shot from 10 ft
6:29.0,,,89-99,,Offensive rebound by Team
6:29.0,Loose ball foul by D. Lillard (drawn by K. Durant),,89-99,,
6:22.0,,,89-101,2,D. West makes 2-pt shot from 1 ft (assist by P. McCaw)
6:02.0,P. Connaughton misses 3-pt shot from 30 ft,,89-101,,
6:02.0,,,89-101,,Defensive rebound by Team
5:48.0,Personal foul by Z. Collins (drawn by D. West),,89-101,,
5:44.0,,,89-101,,Turnover by K. Thompson (bad pass; steal by N. Vonleh)
5:36.0,D. Lillard makes 2-pt shot at rim,2,91-101,,
5:12.0,,,91-101,,A. Iguodala misses 2-pt shot from 10 ft
5:08.0,Defensive rebound by J. Layman,,91-101,,
5:03.0,D. Lillard makes 2-pt shot from 2 ft,2,93-101,,
5:03.0,Shooting foul by A. Iguodala (drawn by D. Lillard),,93-101,,
5:03.0,,,93-101,,J. Bell enters the game for D. West
5:03.0,C. McCollum enters the game for J. Layman,,93-101,,
5:03.0,D. Lillard misses free throw 1 of 1,,93-101,,
5:03.0,,,93-101,,Defensive rebound by J. Bell
4:52.0,,,93-103,2,K. Durant makes 2-pt shot from 17 ft
4:41.0,D. Lillard makes 2-pt shot from 16 ft,2,95-103,,
4:24.0,,,95-103,,K. Thompson misses 2-pt shot from 19 ft (block by P. Connaughton)
4:23.0,,,95-103,,Offensive rebound by K. Thompson
4:22.0,Personal foul by P. Connaughton (drawn by A. Iguodala),,95-103,,
4:22.0,Portland full timeout,,95-103,,
4:22.0,,,95-103,,S. Livingston enters the game for P. McCaw
4:14.0,,,95-106,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston)
3:49.0,P. Connaughton makes 3-pt shot from 27 ft (assist by N. Vonleh),3,98-106,,
3:26.0,,,98-106,,K. Thompson misses 2-pt shot from 14 ft
3:23.0,Defensive rebound by Z. Collins,,98-106,,
3:15.0,D. Lillard misses 2-pt shot from 3 ft,,98-106,,
3:12.0,,,98-106,,Defensive rebound by A. Iguodala
3:08.0,,,98-109,3,K. Thompson makes 3-pt shot from 22 ft (assist by K. Durant)
3:06.0,Portland full timeout,,98-109,,
2:56.0,Z. Collins makes 2-pt shot from 1 ft (assist by D. Lillard),2,100-109,,
2:37.0,,,100-109,,K. Durant misses 2-pt shot from 14 ft
2:35.0,Defensive rebound by Z. Collins,,100-109,,
2:27.0,D. Lillard misses 2-pt shot from 22 ft,,100-109,,
2:22.0,Offensive rebound by N. Vonleh,,100-109,,
2:15.0,Offensive charge foul by Z. Collins (drawn by A. Iguodala),,100-109,,
2:15.0,Turnover by Z. Collins (offensive foul),,100-109,,
2:15.0,A. Aminu enters the game for Z. Collins,,100-109,,
2:02.0,,,100-111,2,S. Livingston makes 2-pt shot from 1 ft (assist by A. Iguodala)
1:49.0,D. Lillard misses 2-pt shot from 19 ft,,100-111,,
1:45.0,,,100-111,,Defensive rebound by J. Bell
1:31.0,,,100-111,,A. Iguodala misses 3-pt shot from 25 ft
1:27.0,,,100-111,,Offensive rebound by K. Durant
1:07.0,,,100-111,,K. Durant misses 3-pt shot from 25 ft
