time,San Antonio,pts.away,score,pts.home,Cleveland
3:32.0,,,14-15,,J. Clarkson misses 3-pt shot from 25 ft
3:30.0,Defensive rebound by D. Green,,14-15,,
3:21.0,D. Green makes 3-pt shot from 25 ft (assist by R. Gay),3,17-15,,
3:06.0,,,17-15,,G. Hill misses 2-pt shot from 6 ft
3:05.0,,,17-15,,Offensive rebound by T. Thompson
3:05.0,,,17-15,,T. Thompson misses 2-pt shot at rim
3:05.0,Defensive rebound by Team,,17-15,,
3:05.0,,,17-15,,J. Green enters the game for L. James
3:05.0,B. Forbes enters the game for P. Mills,,17-15,,
2:51.0,Shooting foul by T. Thompson (drawn by L. Aldridge),,17-15,,
2:51.0,,,17-15,,Cleveland full timeout
2:51.0,,,17-15,,L. Nance enters the game for G. Hill
2:51.0,,,17-15,,K. Korver enters the game for T. Thompson
2:51.0,L. Aldridge makes free throw 1 of 2,1,18-15,,
2:51.0,L. Aldridge makes free throw 2 of 2,1,19-15,,
2:32.0,,,19-15,,Turnover by J. Green (bad pass; steal by T. Parker)
2:27.0,D. Green makes 3-pt shot from 25 ft (assist by T. Parker),3,22-15,,
2:05.0,,,22-15,,R. Hood misses 2-pt shot from 15 ft
2:03.0,,,22-15,,Offensive rebound by R. Hood
2:00.0,,,22-15,,K. Korver misses 3-pt shot from 33 ft
1:57.0,Defensive rebound by R. Gay,,22-15,,
1:49.0,R. Gay misses 2-pt shot from 11 ft,,22-15,,
1:44.0,,,22-15,,Defensive rebound by L. Nance
1:43.0,,,22-15,,Shooting foul by L. Aldridge (drawn by L. Nance)
1:43.0,,,22-16,1,L. Nance makes free throw 1 of 2
1:43.0,J. Lauvergne enters the game for L. Aldridge,,22-16,,
1:43.0,,,22-17,1,L. Nance makes free throw 2 of 2
1:18.0,D. Green misses 3-pt shot from 31 ft,,22-17,,
1:15.0,,,22-17,,Defensive rebound by J. Green
1:05.0,,,22-17,,J. Green misses 3-pt shot from 27 ft
1:03.0,Defensive rebound by J. Lauvergne,,22-17,,
0:51.0,J. Lauvergne misses 2-pt shot from 1 ft,,22-17,,
0:49.0,,,22-17,,Defensive rebound by J. Green
0:41.0,,,22-17,,J. Clarkson misses 3-pt shot from 24 ft
0:38.0,Defensive rebound by J. Lauvergne,,22-17,,
0:30.0,Turnover by T. Parker (bad pass; steal by R. Hood),,22-17,,
0:28.0,,,22-19,2,R. Hood makes 2-pt shot from 1 ft
0:07.0,Turnover by T. Parker (bad pass; steal by J. Green),,22-19,,
0:04.0,,,22-19,,Shooting foul by R. Gay (drawn by J. Green)
0:04.0,,,22-19,,J. Green misses free throw 1 of 2
0:04.0,,,22-19,,Offensive rebound by Team
0:04.0,P. Mills enters the game for T. Parker,,22-19,,
0:04.0,,,22-20,1,J. Green makes free throw 2 of 2
0:03.0,,,22-20,,Personal foul by K. Korver (drawn by P. Mills)
0:00.0,B. Forbes makes 3-pt shot from 29 ft,3,25-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,25-20,,J. Clarkson misses 2-pt shot from 2 ft (block by D. Green)
11:42.0,Defensive rebound by Team,,25-20,,
11:31.0,Turnover by D. Green (bad pass; steal by L. Nance),,25-20,,
11:26.0,,,25-22,2,J. Green makes 2-pt shot at rim (assist by L. Nance)
11:26.0,San Antonio full timeout,,25-22,,
11:05.0,D. Green misses 2-pt shot from 8 ft,,25-22,,
11:02.0,Offensive rebound by D. Murray,,25-22,,
11:00.0,D. Green misses 3-pt shot from 26 ft,,25-22,,
11:00.0,Offensive rebound by J. Lauvergne,,25-22,,
10:56.0,P. Mills misses 3-pt shot from 25 ft,,25-22,,
10:56.0,,,25-22,,Defensive rebound by L. Nance
10:49.0,,,25-24,2,J. Clarkson makes 2-pt shot at rim (assist by L. Nance)
10:35.0,D. Green misses 3-pt shot from 24 ft,,25-24,,
10:34.0,Offensive rebound by Team,,25-24,,
10:17.0,J. Lauvergne misses 2-pt shot from 4 ft,,25-24,,
10:14.0,Offensive rebound by D. Murray,,25-24,,
10:11.0,P. Mills misses 2-pt shot from 11 ft (block by L. Nance),,25-24,,
10:10.0,Offensive rebound by Team,,25-24,,
10:10.0,,,25-24,,L. James enters the game for J. Green
10:10.0,Turnover by Team (shot clock),,25-24,,
10:00.0,Personal foul by D. Green (drawn by L. Nance),,25-24,,
10:00.0,K. Anderson enters the game for D. Green,,25-24,,
10:00.0,L. Aldridge enters the game for J. Lauvergne,,25-24,,
9:48.0,,,25-24,,Turnover by L. James (bad pass; steal by P. Mills)
9:37.0,Shooting foul by L. James (drawn by D. Murray),,25-24,,
9:37.0,D. Murray misses free throw 1 of 2,,25-24,,
9:37.0,Offensive rebound by Team,,25-24,,
9:37.0,D. Murray makes free throw 2 of 2,1,26-24,,
9:26.0,,,26-26,2,J. Clarkson makes 2-pt shot from 17 ft (assist by L. Nance)
9:08.0,Turnover by L. Aldridge (lost ball; steal by L. Nance),,26-26,,
9:02.0,,,26-28,2,L. James makes 2-pt shot at rim (assist by L. Nance)
8:45.0,L. Aldridge misses 2-pt shot from 9 ft,,26-28,,
8:43.0,,,26-28,,Defensive rebound by K. Korver
8:38.0,,,26-28,,Turnover by L. James (turnover)
8:24.0,Shooting foul by L. Nance (drawn by L. Aldridge),,26-28,,
8:24.0,L. Aldridge makes free throw 1 of 2,1,27-28,,
8:24.0,L. Aldridge makes free throw 2 of 2,1,28-28,,
8:11.0,,,28-28,,K. Korver misses 3-pt shot from 25 ft
8:08.0,Defensive rebound by K. Anderson,,28-28,,
8:00.0,B. Forbes misses 3-pt shot from 23 ft,,28-28,,
7:57.0,,,28-28,,Defensive rebound by J. Clarkson
7:48.0,,,28-30,2,L. Nance makes 2-pt shot from 19 ft (assist by R. Hood)
7:36.0,D. Murray misses 2-pt shot from 15 ft,,28-30,,
7:34.0,,,28-30,,Defensive rebound by L. Nance
7:27.0,,,28-30,,Turnover by J. Clarkson (bad pass; steal by K. Anderson)
7:22.0,B. Forbes makes 3-pt shot from 23 ft (assist by D. Murray),3,31-30,,
7:21.0,,,31-30,,Cleveland full timeout
7:21.0,,,31-30,,C. Osman enters the game for J. Clarkson
7:21.0,,,31-30,,G. Hill enters the game for K. Korver
7:21.0,R. Gay enters the game for P. Mills,,31-30,,
6:59.0,,,31-30,,Shooting foul by D. Murray (drawn by C. Osman)
6:59.0,,,31-30,,C. Osman misses free throw 1 of 3
6:59.0,,,31-30,,Offensive rebound by Team
6:59.0,,,31-31,1,C. Osman makes free throw 2 of 3
6:59.0,,,31-31,,J. Smith enters the game for R. Hood
6:59.0,,,31-32,1,C. Osman makes free throw 3 of 3
6:51.0,Shooting foul by C. Osman (drawn by L. Aldridge),,31-32,,
6:51.0,L. Aldridge makes free throw 1 of 2,1,32-32,,
6:51.0,L. Aldridge makes free throw 2 of 2,1,33-32,,
6:35.0,,,33-32,,L. James misses 2-pt shot from 6 ft (block by D. Murray)
6:31.0,,,33-32,,Offensive rebound by G. Hill
6:24.0,,,33-34,2,L. James makes 2-pt shot from 12 ft
6:05.0,K. Anderson misses 2-pt shot from 19 ft,,33-34,,
6:02.0,,,33-34,,Defensive rebound by L. James
5:59.0,,,33-36,2,L. James makes 2-pt shot at rim
5:59.0,,,33-36,,Shooting foul by R. Gay (drawn by L. James)
5:59.0,,,33-37,1,L. James makes free throw 1 of 1
5:41.0,B. Forbes makes 2-pt shot from 6 ft (assist by D. Murray),2,35-37,,
5:27.0,,,35-37,,J. Smith misses 3-pt shot from 25 ft
5:24.0,Defensive rebound by L. Aldridge,,35-37,,
5:19.0,D. Murray misses 2-pt shot from 8 ft,,35-37,,
5:19.0,Offensive rebound by Team,,35-37,,
5:19.0,,,35-37,,Loose ball foul by L. Nance (drawn by L. Aldridge)
5:19.0,,,35-37,,T. Thompson enters the game for L. Nance
5:19.0,T. Parker enters the game for D. Murray,,35-37,,
5:09.0,,,35-37,,Shooting block foul by C. Osman (drawn by L. Aldridge)
5:09.0,L. Aldridge makes free throw 1 of 2,1,36-37,,
5:09.0,,,36-37,,J. Green enters the game for C. Osman
5:09.0,P. Gasol enters the game for B. Forbes,,36-37,,
5:09.0,P. Mills enters the game for R. Gay,,36-37,,
5:09.0,L. Aldridge makes free throw 2 of 2,1,37-37,,
4:59.0,,,37-37,,Offensive foul by J. Smith (drawn by P. Mills)
4:59.0,,,37-37,,Turnover by J. Smith (offensive foul)
4:40.0,L. Aldridge misses 2-pt shot from 15 ft,,37-37,,
4:35.0,Offensive rebound by P. Gasol,,37-37,,
4:35.0,P. Gasol misses 2-pt shot at rim,,37-37,,
4:34.0,,,37-37,,Defensive rebound by L. James
4:30.0,,,37-39,2,J. Green makes 2-pt shot from 1 ft (assist by G. Hill)
4:03.0,L. Aldridge misses 2-pt shot from 14 ft,,37-39,,
4:01.0,,,37-39,,Defensive rebound by J. Smith
3:56.0,,,37-41,2,J. Smith makes 2-pt shot from 19 ft
3:54.0,San Antonio full timeout,,37-41,,
3:38.0,P. Mills misses 3-pt shot from 26 ft,,37-41,,
3:35.0,,,37-41,,Defensive rebound by L. James
3:31.0,,,37-43,2,J. Green makes 2-pt shot from 1 ft (assist by L. James)
3:17.0,K. Anderson misses 2-pt shot at rim,,37-43,,
3:17.0,,,37-43,,Defensive rebound by L. James
3:17.0,Personal foul by P. Gasol (drawn by L. James),,37-43,,
3:17.0,D. Green enters the game for K. Anderson,,37-43,,
3:07.0,,,37-43,,J. Smith misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by D. Green,,37-43,,
2:55.0,Turnover by D. Green (bad pass; steal by T. Thompson),,37-43,,
2:52.0,,,37-45,2,L. James makes 2-pt shot at rim
2:52.0,,,37-45,,Shooting foul by P. Gasol (drawn by L. James)
2:52.0,,,37-45,,L. James misses free throw 1 of 1
2:49.0,Defensive rebound by P. Gasol,,37-45,,
2:40.0,D. Green makes 2-pt shot from 20 ft (assist by P. Gasol),2,39-45,,
2:14.0,,,39-48,3,J. Green makes 3-pt shot from 23 ft (assist by L. James)
2:09.0,Shooting foul by J. Smith (drawn by D. Green),,39-48,,
2:09.0,D. Green misses free throw 1 of 3,,39-48,,
2:09.0,Offensive rebound by Team,,39-48,,
2:09.0,D. Green makes free throw 2 of 3,1,40-48,,
2:09.0,D. Green makes free throw 3 of 3,1,41-48,,
1:54.0,,,41-48,,Turnover by J. Smith (bad pass; steal by D. Green)
1:48.0,D. Green makes 3-pt shot from 24 ft (assist by P. Mills),3,44-48,,
1:34.0,,,44-48,,G. Hill misses 2-pt shot from 20 ft
1:32.0,Defensive rebound by P. Gasol,,44-48,,
1:20.0,Shooting foul by G. Hill (drawn by P. Gasol),,44-48,,
1:20.0,P. Gasol misses free throw 1 of 2,,44-48,,
1:20.0,Offensive rebound by Team,,44-48,,
1:20.0,P. Gasol makes free throw 2 of 2,1,45-48,,
1:03.0,,,45-48,,L. James misses 2-pt shot from 15 ft
1:03.0,Defensive rebound by P. Mills,,45-48,,
0:56.0,D. Green makes 3-pt shot from 26 ft (assist by P. Mills),3,48-48,,
0:33.0,,,48-48,,J. Green misses 2-pt shot from 13 ft
0:29.0,,,48-48,,Offensive rebound by T. Thompson
0:26.0,,,48-48,,T. Thompson misses 2-pt shot from 9 ft
0:24.0,,,48-48,,Offensive rebound by G. Hill
0:24.0,,,48-50,2,G. Hill makes 2-pt shot at rim
0:07.0,L. Aldridge makes 2-pt shot from 15 ft,2,50-50,,
0:01.0,,,50-53,3,L. James makes 3-pt shot from 24 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,50-53,,C. Osman misses 3-pt shot from 22 ft
11:43.0,Defensive rebound by K. Anderson,,50-53,,
11:34.0,P. Gasol misses 2-pt shot from 23 ft,,50-53,,
11:31.0,,,50-53,,Defensive rebound by L. James
11:23.0,,,50-53,,J. Smith misses 2-pt shot from 20 ft
11:21.0,,,50-53,,Offensive rebound by T. Thompson
11:14.0,,,50-53,,C. Osman misses 2-pt shot from 20 ft
11:09.0,Defensive rebound by D. Murray,,50-53,,
11:04.0,D. Murray misses 2-pt shot from 2 ft,,50-53,,
11:02.0,,,50-53,,Defensive rebound by T. Thompson
10:58.0,,,50-53,,J. Smith misses 3-pt shot from 26 ft
10:53.0,Defensive rebound by L. Aldridge,,50-53,,
10:36.0,L. Aldridge makes 2-pt shot from 10 ft,2,52-53,,
10:14.0,,,52-53,,C. Osman misses 2-pt shot from 15 ft
10:12.0,Defensive rebound by D. Murray,,52-53,,
9:58.0,L. Aldridge makes 2-pt shot from 7 ft,2,54-53,,
9:31.0,,,54-55,2,L. James makes 2-pt shot from 1 ft
9:21.0,P. Gasol makes 2-pt shot from 1 ft (assist by P. Mills),2,56-55,,
8:55.0,,,56-55,,L. James misses 2-pt shot from 9 ft
8:51.0,Defensive rebound by K. Anderson,,56-55,,
8:46.0,Shooting foul by G. Hill (drawn by L. Aldridge),,56-55,,
8:46.0,L. Aldridge makes free throw 1 of 2,1,57-55,,
8:46.0,L. Aldridge misses free throw 2 of 2,,57-55,,
8:43.0,,,57-55,,Defensive rebound by C. Osman
8:22.0,,,57-55,,T. Thompson misses 2-pt shot from 3 ft (block by D. Murray)
8:21.0,,,57-55,,Offensive rebound by T. Thompson
8:21.0,,,57-55,,Turnover by Team (shot clock)
8:03.0,P. Gasol makes 2-pt shot from 1 ft (assist by P. Mills),2,59-55,,
8:02.0,,,59-55,,Cleveland full timeout
7:41.0,,,59-57,2,L. James makes 2-pt shot from 1 ft
7:21.0,L. Aldridge misses 2-pt shot from 12 ft,,59-57,,
7:19.0,,,59-57,,Defensive rebound by J. Smith
7:11.0,,,59-57,,C. Osman misses 3-pt shot from 23 ft
7:08.0,Defensive rebound by L. Aldridge,,59-57,,
7:02.0,,,59-57,,Violation by C. Osman (kicked ball)
6:52.0,K. Anderson makes 2-pt shot from 10 ft,2,61-57,,
6:43.0,,,61-57,,R. Hood enters the game for C. Osman
6:37.0,,,61-57,,R. Hood misses 3-pt shot from 25 ft
6:34.0,Defensive rebound by D. Murray,,61-57,,
6:28.0,D. Murray makes 2-pt shot at rim (assist by P. Gasol),2,63-57,,
6:16.0,,,63-59,2,L. James makes 2-pt shot from 3 ft
5:57.0,L. Aldridge makes 2-pt shot from 11 ft,2,65-59,,
5:42.0,,,65-59,,J. Smith misses 3-pt shot from 22 ft
5:39.0,Defensive rebound by P. Gasol,,65-59,,
5:31.0,,,65-59,,Personal foul by T. Thompson (drawn by L. Aldridge)
5:31.0,,,65-59,,K. Korver enters the game for J. Smith
5:31.0,D. Green enters the game for K. Anderson,,65-59,,
5:21.0,L. Aldridge misses 2-pt shot from 11 ft,,65-59,,
5:19.0,,,65-59,,Defensive rebound by L. James
5:13.0,,,65-61,2,L. James makes 2-pt shot from 1 ft
5:12.0,San Antonio full timeout,,65-61,,
5:12.0,R. Gay enters the game for P. Gasol,,65-61,,
4:56.0,Turnover by D. Green (bad pass; steal by L. James),,65-61,,
4:50.0,,,65-61,,Turnover by K. Korver (bad pass; steal by D. Murray)
4:45.0,R. Gay makes 2-pt shot from 1 ft (assist by D. Murray),2,67-61,,
4:25.0,,,67-63,2,R. Hood makes 2-pt shot from 1 ft (assist by L. James)
3:57.0,R. Gay misses 2-pt shot from 11 ft,,67-63,,
3:57.0,Offensive rebound by Team,,67-63,,
3:57.0,,,67-63,,Personal foul by T. Thompson (drawn by L. Aldridge)
3:40.0,L. Aldridge misses 2-pt shot from 14 ft,,67-63,,
3:38.0,,,67-63,,Defensive rebound by K. Korver
3:35.0,Personal foul by D. Green (drawn by L. James),,67-63,,
3:35.0,,,67-63,,L. Nance enters the game for T. Thompson
3:35.0,B. Forbes enters the game for P. Mills,,67-63,,
3:35.0,T. Parker enters the game for D. Murray,,67-63,,
3:35.0,P. Gasol enters the game for L. Aldridge,,67-63,,
3:27.0,,,67-63,,G. Hill misses 3-pt shot from 23 ft
3:24.0,Defensive rebound by R. Gay,,67-63,,
3:12.0,P. Gasol makes 2-pt shot from 10 ft,2,69-63,,
3:03.0,,,69-63,,L. James misses 2-pt shot from 6 ft (block by R. Gay)
3:02.0,Defensive rebound by R. Gay,,69-63,,
3:02.0,,,69-63,,Personal foul by L. Nance (drawn by R. Gay)
3:02.0,,,69-63,,J. Clarkson enters the game for G. Hill
2:45.0,P. Gasol misses 2-pt shot from 14 ft,,69-63,,
2:43.0,,,69-63,,Defensive rebound by L. Nance
2:37.0,,,69-66,3,J. Clarkson makes 3-pt shot from 26 ft (assist by L. James)
2:17.0,P. Gasol misses 2-pt shot from 9 ft (block by L. Nance),,69-66,,
2:17.0,Offensive rebound by Team,,69-66,,
2:11.0,R. Gay makes 2-pt shot from 12 ft,2,71-66,,
1:56.0,,,71-69,3,J. Clarkson makes 3-pt shot from 26 ft (assist by L. James)
1:36.0,Turnover by T. Parker (bad pass),,71-69,,
1:25.0,,,71-71,2,L. James makes 2-pt shot at rim
1:05.0,R. Gay misses 2-pt shot from 9 ft,,71-71,,
1:02.0,,,71-71,,Defensive rebound by K. Korver
0:58.0,,,71-74,3,J. Clarkson makes 3-pt shot from 23 ft (assist by K. Korver)
0:39.0,R. Gay misses 2-pt shot from 11 ft,,71-74,,
0:36.0,Offensive rebound by P. Gasol,,71-74,,
0:34.0,D. Green makes 3-pt shot from 24 ft (assist by P. Gasol),3,74-74,,
0:14.0,,,74-74,,Turnover by L. James (bad pass; steal by B. Forbes)
0:04.0,B. Forbes makes 2-pt shot from 17 ft,2,76-74,,
0:00.0,,,76-74,,J. Clarkson misses 3-pt shot from 25 ft
0:00.0,,,76-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,R. Gay misses 2-pt shot from 13 ft,,76-74,,
11:38.0,,,76-74,,Defensive rebound by R. Hood
11:32.0,,,76-74,,R. Hood misses 2-pt shot at rim
11:30.0,Defensive rebound by B. Forbes,,76-74,,
11:21.0,Shooting foul by J. Clarkson (drawn by D. Green),,76-74,,
11:21.0,D. Green makes free throw 1 of 3,1,77-74,,
11:21.0,D. Green makes free throw 2 of 3,1,78-74,,
11:21.0,D. Green makes free throw 3 of 3,1,79-74,,
11:08.0,,,79-74,,Turnover by J. Clarkson (bad pass; steal by D. Murray)
11:02.0,D. Murray makes 2-pt shot from 1 ft,2,81-74,,
10:48.0,,,81-74,,J. Clarkson misses 2-pt shot from 19 ft
10:46.0,Defensive rebound by D. Murray,,81-74,,
10:37.0,,,81-74,,Personal foul by L. Nance (drawn by P. Gasol)
10:26.0,D. Murray makes 2-pt shot from 10 ft,2,83-74,,
10:20.0,,,83-74,,Cleveland full timeout
10:10.0,,,83-74,,Turnover by K. Korver (bad pass; steal by R. Gay)
10:05.0,D. Murray makes 2-pt shot from 2 ft,2,85-74,,
9:54.0,,,85-74,,L. James enters the game for L. Nance
9:54.0,K. Anderson enters the game for B. Forbes,,85-74,,
9:46.0,,,85-74,,J. Green misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by P. Gasol,,85-74,,
9:35.0,D. Murray misses 2-pt shot from 1 ft,,85-74,,
9:35.0,Offensive rebound by P. Gasol,,85-74,,
9:22.0,P. Gasol makes 2-pt shot from 20 ft (assist by K. Anderson),2,87-74,,
9:11.0,,,87-74,,K. Korver misses 3-pt shot from 22 ft (block by K. Anderson)
9:11.0,,,87-74,,Offensive rebound by Team
9:11.0,P. Mills enters the game for P. Gasol,,87-74,,
9:11.0,L. Aldridge enters the game for R. Gay,,87-74,,
9:07.0,,,87-77,3,K. Korver makes 3-pt shot from 23 ft (assist by R. Hood)
8:46.0,L. Aldridge misses 2-pt shot from 15 ft,,87-77,,
8:45.0,,,87-77,,Defensive rebound by L. James
8:39.0,,,87-77,,L. James misses 2-pt shot at rim
8:34.0,,,87-77,,Offensive rebound by L. James
8:34.0,,,87-77,,L. James misses 2-pt shot at rim
8:32.0,,,87-77,,Offensive rebound by J. Clarkson
8:31.0,,,87-77,,J. Clarkson misses 2-pt shot from 6 ft (block by L. Aldridge)
8:26.0,Defensive rebound by D. Murray,,87-77,,
8:25.0,K. Anderson makes 2-pt shot from 1 ft (assist by P. Mills),2,89-77,,
8:05.0,,,89-79,2,L. James makes 2-pt shot at rim
8:05.0,San Antonio full timeout,,89-79,,
8:05.0,B. Forbes enters the game for D. Green,,89-79,,
7:49.0,P. Mills misses 2-pt shot from 22 ft,,89-79,,
7:44.0,Offensive rebound by D. Murray,,89-79,,
7:38.0,Shooting foul by K. Korver (drawn by B. Forbes),,89-79,,
7:38.0,B. Forbes misses free throw 1 of 3,,89-79,,
7:38.0,Offensive rebound by Team,,89-79,,
7:38.0,B. Forbes makes free throw 2 of 3,1,90-79,,
7:38.0,B. Forbes makes free throw 3 of 3,1,91-79,,
7:30.0,Def 3 sec tech foul by P. Mills,,91-79,,
7:30.0,,,91-79,,K. Korver misses technical free throw
7:30.0,,,91-79,,Offensive rebound by Team
7:25.0,,,91-79,,Turnover by L. James (traveling)
7:03.0,D. Murray misses 2-pt shot from 11 ft,,91-79,,
7:00.0,,,91-79,,Defensive rebound by K. Korver
6:57.0,,,91-79,,L. James misses 2-pt shot from 4 ft (block by K. Anderson)
6:57.0,,,91-79,,Offensive rebound by Team
6:57.0,,,91-79,,Technical foul by L. James
6:57.0,P. Mills makes technical free throw,1,92-79,,
6:45.0,,,92-79,,L. James misses 3-pt shot from 24 ft
6:44.0,Defensive rebound by Team,,92-79,,
6:28.0,L. Aldridge misses 2-pt shot from 10 ft,,92-79,,
6:25.0,,,92-79,,Defensive rebound by K. Korver
6:20.0,,,92-81,2,J. Green makes 2-pt shot from 1 ft
6:09.0,,,92-81,,Personal foul by R. Hood (drawn by P. Mills)
6:02.0,L. Aldridge makes 2-pt shot from 1 ft (assist by D. Murray),2,94-81,,
5:57.0,,,94-81,,Shooting foul by D. Murray (drawn by L. James)
5:57.0,,,94-82,1,L. James makes free throw 1 of 2
5:57.0,,,94-83,1,L. James makes free throw 2 of 2
5:45.0,Shooting foul by K. Korver (drawn by D. Murray),,94-83,,
5:45.0,D. Murray makes free throw 1 of 2,1,95-83,,
5:45.0,D. Murray makes free throw 2 of 2,1,96-83,,
5:30.0,,,96-85,2,J. Green makes 2-pt shot from 6 ft (assist by L. James)
5:10.0,B. Forbes misses 2-pt shot from 14 ft,,96-85,,
5:08.0,,,96-85,,Defensive rebound by L. James
5:00.0,,,96-85,,K. Korver misses 3-pt shot from 23 ft
5:00.0,,,96-85,,Offensive rebound by Team
5:00.0,Loose ball foul by K. Anderson (drawn by L. James),,96-85,,
4:47.0,,,96-88,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Green)
4:26.0,P. Mills makes 3-pt shot from 25 ft (assist by L. Aldridge),3,99-88,,
4:25.0,,,99-88,,Cleveland full timeout
4:25.0,D. Green enters the game for B. Forbes,,99-88,,
4:16.0,,,99-90,2,J. Clarkson makes 2-pt shot from 20 ft
3:51.0,Turnover by L. Aldridge (bad pass; steal by K. Korver),,99-90,,
3:47.0,,,99-90,,Turnover by J. Clarkson (lost ball; steal by K. Anderson)
3:47.0,,,99-90,,Personal foul by J. Clarkson (drawn by K. Anderson)
3:47.0,K. Anderson misses free throw 1 of 2,,99-90,,
