time,Washington,pts.away,score,pts.home,Toronto
8:26.0,O. Porter misses 2-pt shot from 1 ft,,4-5,,
8:24.0,,,4-5,,Defensive rebound by D. DeRozan
8:20.0,,,4-8,3,S. Ibaka makes 3-pt shot from 26 ft (assist by D. DeRozan)
8:05.0,O. Porter misses 2-pt shot from 19 ft,,4-8,,
8:05.0,,,4-8,,Defensive rebound by K. Lowry
7:52.0,,,4-8,,K. Lowry misses 3-pt shot from 26 ft
7:50.0,Defensive rebound by T. Frazier,,4-8,,
7:49.0,,,4-8,,Personal foul by O. Anunoby (drawn by T. Frazier)
7:45.0,B. Beal makes 2-pt shot at rim (assist by M. Gortat),2,6-8,,
7:25.0,,,6-8,,J. Valanciunas misses 2-pt shot from 14 ft
7:25.0,Defensive rebound by M. Gortat,,6-8,,
7:09.0,B. Beal makes 2-pt shot from 16 ft (assist by M. Gortat),2,8-8,,
6:50.0,,,8-8,,S. Ibaka misses 3-pt shot from 26 ft
6:50.0,Defensive rebound by O. Porter,,8-8,,
6:36.0,Turnover by B. Beal (bad pass; steal by O. Anunoby),,8-8,,
6:26.0,,,8-8,,Turnover by D. DeRozan (bad pass; steal by O. Porter)
6:22.0,O. Porter makes 2-pt shot from 2 ft,2,10-8,,
6:22.0,Shooting foul by K. Lowry (drawn by O. Porter),,10-8,,
6:22.0,,,10-8,,Toronto full timeout
6:22.0,M. Scott enters the game for M. Morris,,10-8,,
6:22.0,O. Porter misses free throw 1 of 1,,10-8,,
6:20.0,,,10-8,,Defensive rebound by J. Valanciunas
6:04.0,,,10-8,,S. Ibaka misses 2-pt shot from 15 ft
6:02.0,,,10-8,,Offensive rebound by J. Valanciunas
6:00.0,,,10-10,2,J. Valanciunas makes 2-pt shot from 1 ft
5:41.0,M. Gortat misses 2-pt shot from 8 ft,,10-10,,
5:39.0,,,10-10,,Defensive rebound by O. Anunoby
5:21.0,,,10-12,2,S. Ibaka makes 2-pt shot from 1 ft (assist by J. Valanciunas)
5:08.0,B. Beal makes 3-pt shot from 25 ft,3,13-12,,
4:51.0,,,13-15,3,K. Lowry makes 3-pt shot from 26 ft (assist by D. DeRozan)
4:37.0,B. Beal makes 2-pt shot from 16 ft (assist by M. Gortat),2,15-15,,
4:17.0,,,15-15,,D. DeRozan misses 3-pt shot from 23 ft
4:15.0,,,15-15,,Offensive rebound by S. Ibaka
4:10.0,,,15-15,,J. Valanciunas misses 2-pt shot from 11 ft
4:07.0,Defensive rebound by T. Frazier,,15-15,,
3:55.0,M. Scott misses 2-pt shot from 5 ft,,15-15,,
3:52.0,Offensive rebound by T. Frazier,,15-15,,
3:49.0,B. Beal misses 3-pt shot from 25 ft,,15-15,,
3:48.0,,,15-15,,Defensive rebound by Team
3:48.0,,,15-15,,P. Siakam enters the game for O. Anunoby
3:48.0,K. Oubre enters the game for O. Porter,,15-15,,
3:33.0,,,15-17,2,D. DeRozan makes 2-pt shot from 6 ft
3:22.0,,,15-17,,Shooting block foul by J. Valanciunas (drawn by K. Oubre)
3:22.0,K. Oubre misses free throw 1 of 2,,15-17,,
3:22.0,Offensive rebound by Team,,15-17,,
3:22.0,,,15-17,,L. Nogueira enters the game for J. Valanciunas
3:22.0,I. Mahinmi enters the game for T. Frazier,,15-17,,
3:22.0,T. Satoransky enters the game for M. Gortat,,15-17,,
3:22.0,K. Oubre misses free throw 2 of 2,,15-17,,
3:20.0,Offensive rebound by I. Mahinmi,,15-17,,
3:16.0,Shooting foul by L. Nogueira (drawn by K. Oubre),,15-17,,
3:16.0,K. Oubre makes free throw 1 of 2,1,16-17,,
3:16.0,K. Oubre makes free throw 2 of 2,1,17-17,,
3:05.0,,,17-19,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
2:47.0,K. Oubre misses 2-pt shot from 6 ft,,17-19,,
2:44.0,,,17-19,,Defensive rebound by D. DeRozan
2:39.0,,,17-19,,S. Ibaka misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by M. Scott,,17-19,,
2:25.0,B. Beal makes 3-pt shot from 25 ft,3,20-19,,
2:05.0,,,20-19,,D. DeRozan misses 2-pt shot from 6 ft
2:02.0,,,20-19,,Offensive rebound by P. Siakam
1:59.0,,,20-21,2,L. Nogueira makes 2-pt shot from 1 ft (assist by K. Lowry)
1:42.0,T. Satoransky makes 2-pt shot from 9 ft,2,22-21,,
1:35.0,,,22-23,2,K. Lowry makes 2-pt shot from 1 ft
1:35.0,,,22-23,,Shooting foul by M. Scott (drawn by K. Lowry)
1:35.0,Washington full timeout,,22-23,,
1:35.0,,,22-23,,F. VanVleet enters the game for S. Ibaka
1:35.0,,,22-23,,C. Miles enters the game for D. DeRozan
1:35.0,,,22-23,,K. Lowry misses free throw 1 of 1
1:32.0,Defensive rebound by I. Mahinmi,,22-23,,
1:16.0,K. Oubre makes 3-pt shot from 25 ft,3,25-23,,
0:55.0,,,25-23,,C. Miles misses 3-pt shot from 27 ft
0:54.0,Defensive rebound by B. Beal,,25-23,,
0:45.0,I. Mahinmi misses 2-pt shot from 8 ft (block by L. Nogueira),,25-23,,
0:44.0,Offensive rebound by Team,,25-23,,
0:39.0,K. Oubre makes 3-pt shot from 22 ft (assist by T. Satoransky),3,28-23,,
0:32.0,,,28-26,3,C. Miles makes 3-pt shot from 22 ft (assist by F. VanVleet)
0:11.0,Turnover by T. Satoransky (palming),,28-26,,
0:02.0,,,28-28,2,L. Nogueira makes 2-pt shot at rim (assist by P. Siakam)
0:00.0,B. Beal misses 3-pt shot from 46 ft,,28-28,,
0:00.0,Offensive rebound by Team,,28-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,28-28,,C. Miles misses 2-pt shot from 6 ft
11:46.0,Defensive rebound by K. Oubre,,28-28,,
11:24.0,Turnover by T. Satoransky (bad pass; steal by L. Brown),,28-28,,
11:09.0,,,28-28,,F. VanVleet misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by T. Satoransky,,28-28,,
10:57.0,Turnover by K. Oubre (bad pass; steal by L. Brown),,28-28,,
10:52.0,,,28-28,,Shooting foul by K. Oubre (drawn by F. VanVleet)
10:52.0,,,28-29,1,F. VanVleet makes free throw 1 of 2
10:52.0,,,28-30,1,F. VanVleet makes free throw 2 of 2
10:37.0,M. Scott makes 2-pt shot from 7 ft,2,30-30,,
10:20.0,,,30-30,,F. VanVleet misses 3-pt shot from 22 ft
10:18.0,Defensive rebound by K. Oubre,,30-30,,
10:06.0,M. Scott makes 2-pt shot from 9 ft (assist by J. Meeks),2,32-30,,
9:54.0,,,32-30,,C. Miles misses 3-pt shot from 25 ft
9:52.0,Defensive rebound by Team,,32-30,,
9:39.0,,,32-30,,Personal foul by L. Brown (drawn by J. Meeks)
9:32.0,K. Oubre misses 2-pt shot from 5 ft (block by P. Siakam),,32-30,,
9:29.0,,,32-30,,Defensive rebound by L. Nogueira
9:14.0,,,32-30,,Shooting foul by J. Meeks (drawn by L. Nogueira)
9:14.0,,,32-31,1,L. Nogueira makes free throw 1 of 2
9:14.0,,,32-32,1,L. Nogueira makes free throw 2 of 2
9:09.0,,,32-32,,Personal foul by L. Nogueira (drawn by I. Mahinmi)
9:09.0,,,32-32,,J. Poeltl enters the game for L. Nogueira
9:03.0,T. Satoransky makes 2-pt shot from 13 ft,2,34-32,,
8:48.0,,,34-32,,C. Miles misses 2-pt shot from 16 ft
8:45.0,,,34-32,,Offensive rebound by J. Poeltl
8:44.0,,,34-34,2,J. Poeltl makes 2-pt shot at rim
8:35.0,Turnover by T. Satoransky (palming),,34-34,,
8:19.0,,,34-36,2,F. VanVleet makes 2-pt shot from 1 ft
8:12.0,Washington full timeout,,34-36,,
8:12.0,,,34-36,,D. DeRozan enters the game for L. Brown
8:01.0,T. Satoransky misses 2-pt shot from 19 ft,,34-36,,
7:57.0,,,34-36,,Defensive rebound by P. Siakam
7:46.0,,,34-36,,J. Poeltl misses 2-pt shot from 2 ft
7:46.0,,,34-36,,Offensive rebound by Team
7:44.0,,,34-38,2,D. DeRozan makes 2-pt shot from 10 ft (assist by F. VanVleet)
7:28.0,Shooting foul by C. Miles (drawn by M. Scott),,34-38,,
7:28.0,M. Scott misses free throw 1 of 2,,34-38,,
7:28.0,Offensive rebound by Team,,34-38,,
7:28.0,T. Frazier enters the game for T. Satoransky,,34-38,,
7:28.0,M. Scott makes free throw 2 of 2,1,35-38,,
7:14.0,,,35-38,,P. Siakam misses 2-pt shot from 6 ft
7:14.0,,,35-38,,Offensive rebound by J. Poeltl
7:12.0,,,35-38,,Shooting foul by J. Meeks (drawn by J. Poeltl)
7:12.0,,,35-39,1,J. Poeltl makes free throw 1 of 2
7:12.0,,,35-39,,O. Anunoby enters the game for C. Miles
7:12.0,O. Porter enters the game for J. Meeks,,35-39,,
7:12.0,B. Beal enters the game for I. Mahinmi,,35-39,,
7:12.0,M. Gortat enters the game for M. Scott,,35-39,,
7:12.0,,,35-39,,J. Poeltl misses free throw 2 of 2
7:10.0,Defensive rebound by M. Gortat,,35-39,,
6:47.0,Turnover by T. Frazier (traveling),,35-39,,
6:33.0,,,35-41,2,D. DeRozan makes 2-pt shot from 5 ft
6:26.0,B. Beal makes 3-pt shot from 25 ft (assist by T. Frazier),3,38-41,,
6:06.0,Personal foul by T. Frazier (drawn by D. DeRozan),,38-41,,
6:06.0,M. Morris enters the game for K. Oubre,,38-41,,
6:06.0,,,38-41,,K. Lowry enters the game for F. VanVleet
5:56.0,,,38-43,2,D. DeRozan makes 2-pt shot at rim
5:36.0,M. Morris makes 3-pt shot from 25 ft (assist by T. Frazier),3,41-43,,
5:18.0,,,41-45,2,D. DeRozan makes 2-pt shot at rim
5:10.0,M. Morris misses 2-pt shot from 4 ft,,41-45,,
5:10.0,Offensive rebound by Team,,41-45,,
5:09.0,,,41-45,,Personal foul by K. Lowry (drawn by M. Gortat)
4:57.0,Turnover by B. Beal (lost ball; steal by D. DeRozan),,41-45,,
4:45.0,,,41-45,,Offensive charge foul by D. DeRozan (drawn by T. Frazier)
4:45.0,,,41-45,,Turnover by D. DeRozan (offensive foul)
4:32.0,B. Beal makes 2-pt shot from 1 ft,2,43-45,,
4:20.0,,,43-47,2,D. DeRozan makes 2-pt shot from 15 ft
4:08.0,M. Gortat makes 2-pt shot at rim (assist by T. Frazier),2,45-47,,
3:57.0,,,45-50,3,O. Anunoby makes 3-pt shot from 23 ft (assist by K. Lowry)
3:48.0,B. Beal misses 2-pt shot from 3 ft,,45-50,,
3:48.0,,,45-50,,Defensive rebound by K. Lowry
3:42.0,,,45-50,,P. Siakam misses 2-pt shot from 1 ft
3:40.0,Defensive rebound by M. Gortat,,45-50,,
3:37.0,B. Beal misses 2-pt shot from 2 ft,,45-50,,
3:37.0,Offensive rebound by B. Beal,,45-50,,
3:33.0,B. Beal makes 2-pt shot at rim,2,47-50,,
3:33.0,Technical foul by B. Beal,,47-50,,
3:33.0,,,47-51,1,D. DeRozan makes technical free throw
3:33.0,,,47-51,,S. Ibaka enters the game for J. Poeltl
3:33.0,,,47-51,,J. Valanciunas enters the game for P. Siakam
3:12.0,,,47-51,,Toronto full timeout
3:07.0,,,47-53,2,K. Lowry makes 2-pt shot from 14 ft (assist by D. DeRozan)
2:59.0,,,47-53,,Personal foul by K. Lowry (drawn by T. Frazier)
2:59.0,T. Frazier makes free throw 1 of 2,1,48-53,,
2:59.0,,,48-53,,F. VanVleet enters the game for K. Lowry
2:59.0,T. Frazier misses free throw 2 of 2,,48-53,,
2:57.0,,,48-53,,Defensive rebound by J. Valanciunas
2:35.0,,,48-56,3,D. DeRozan makes 3-pt shot from 22 ft (assist by F. VanVleet)
2:13.0,B. Beal makes 3-pt shot from 25 ft (assist by T. Frazier),3,51-56,,
1:53.0,,,51-56,,F. VanVleet misses 3-pt shot from 22 ft
1:53.0,,,51-56,,Offensive rebound by Team
1:48.0,,,51-56,,F. VanVleet misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by O. Porter,,51-56,,
1:34.0,B. Beal misses 3-pt shot from 25 ft,,51-56,,
1:31.0,,,51-56,,Defensive rebound by S. Ibaka
1:21.0,,,51-56,,O. Anunoby misses 3-pt shot from 25 ft (block by B. Beal)
1:18.0,,,51-56,,Offensive rebound by S. Ibaka
1:15.0,,,51-58,2,S. Ibaka makes 2-pt shot at rim
1:05.0,M. Morris misses 2-pt shot from 2 ft (block by J. Valanciunas),,51-58,,
1:05.0,Offensive rebound by Team,,51-58,,
0:54.0,T. Frazier makes 3-pt shot from 25 ft (assist by B. Beal),3,54-58,,
0:38.0,,,54-60,2,D. DeRozan makes 2-pt shot from 16 ft
0:31.0,M. Morris misses 3-pt shot from 26 ft,,54-60,,
0:28.0,,,54-60,,Defensive rebound by J. Valanciunas
0:07.0,,,54-60,,D. DeRozan misses 2-pt shot from 16 ft
0:05.0,Defensive rebound by M. Morris,,54-60,,
0:02.0,Shooting foul by D. DeRozan (drawn by O. Porter),,54-60,,
0:02.0,O. Porter makes free throw 1 of 2,1,55-60,,
0:02.0,,,55-60,,C. Miles enters the game for O. Anunoby
0:02.0,K. Oubre enters the game for T. Frazier,,55-60,,
0:02.0,O. Porter misses free throw 2 of 2,,55-60,,
0:01.0,,,55-60,,Defensive rebound by F. VanVleet
0:00.0,,,55-60,,F. VanVleet misses 3-pt shot from 47 ft
0:00.0,,,55-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,55-60,,K. Lowry misses 3-pt shot from 23 ft
11:39.0,Defensive rebound by M. Gortat,,55-60,,
11:27.0,O. Porter makes 2-pt shot from 21 ft,2,57-60,,
11:12.0,,,57-60,,D. DeRozan misses 2-pt shot from 12 ft
11:09.0,,,57-60,,Offensive rebound by D. DeRozan
11:00.0,Personal foul by M. Morris (drawn by J. Valanciunas),,57-60,,
10:54.0,,,57-60,,J. Valanciunas misses 2-pt shot from 12 ft
10:51.0,Defensive rebound by O. Porter,,57-60,,
10:47.0,M. Gortat makes 2-pt shot from 1 ft (assist by T. Frazier),2,59-60,,
10:36.0,,,59-62,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
10:20.0,M. Morris misses 2-pt shot from 18 ft,,59-62,,
10:18.0,,,59-62,,Defensive rebound by D. DeRozan
10:05.0,,,59-62,,O. Anunoby misses 3-pt shot from 23 ft
10:03.0,Defensive rebound by Team,,59-62,,
9:46.0,O. Porter misses 2-pt shot from 19 ft (block by D. DeRozan),,59-62,,
9:42.0,,,59-62,,Defensive rebound by S. Ibaka
9:25.0,,,59-62,,D. DeRozan misses 2-pt shot from 13 ft
9:22.0,Defensive rebound by M. Gortat,,59-62,,
9:13.0,M. Gortat makes 2-pt shot from 9 ft (assist by T. Frazier),2,61-62,,
8:57.0,,,61-64,2,O. Anunoby makes 2-pt shot from 1 ft
8:43.0,B. Beal makes 3-pt shot from 26 ft (assist by T. Frazier),3,64-64,,
8:24.0,,,64-64,,O. Anunoby misses 3-pt shot from 23 ft
8:21.0,Defensive rebound by O. Porter,,64-64,,
8:13.0,T. Frazier misses 2-pt shot from 6 ft (block by J. Valanciunas),,64-64,,
8:09.0,Offensive rebound by M. Gortat,,64-64,,
8:09.0,,,64-64,,Loose ball foul by O. Anunoby (drawn by M. Morris)
7:54.0,O. Porter misses 2-pt shot from 2 ft (block by S. Ibaka),,64-64,,
7:50.0,,,64-64,,Defensive rebound by S. Ibaka
7:38.0,,,64-64,,J. Valanciunas misses 2-pt shot from 2 ft (block by M. Morris)
7:36.0,Defensive rebound by O. Porter,,64-64,,
7:30.0,O. Porter makes 3-pt shot from 25 ft,3,67-64,,
7:25.0,,,67-64,,Toronto full timeout
7:25.0,,,67-64,,L. Nogueira enters the game for S. Ibaka
7:25.0,,,67-64,,C. Miles enters the game for J. Valanciunas
7:25.0,,,67-64,,P. Siakam enters the game for O. Anunoby
7:08.0,,,67-64,,Turnover by K. Lowry (bad pass; steal by M. Morris)
7:05.0,Turnover by B. Beal (out of bounds lost ball),,67-64,,
6:54.0,,,67-64,,C. Miles misses 3-pt shot from 23 ft
6:52.0,Defensive rebound by M. Gortat,,67-64,,
6:34.0,,,67-64,,Personal foul by D. DeRozan (drawn by M. Gortat)
6:28.0,O. Porter misses 3-pt shot from 24 ft,,67-64,,
6:24.0,,,67-64,,Defensive rebound by P. Siakam
6:20.0,,,67-66,2,D. DeRozan makes 2-pt shot from 1 ft
6:02.0,Turnover by T. Frazier (bad pass; steal by K. Lowry),,67-66,,
5:58.0,,,67-66,,K. Lowry misses 2-pt shot from 1 ft
5:58.0,,,67-66,,Offensive rebound by P. Siakam
5:53.0,,,67-68,2,P. Siakam makes 2-pt shot at rim
5:36.0,B. Beal misses 2-pt shot at rim,,67-68,,
5:36.0,,,67-68,,Defensive rebound by D. DeRozan
5:33.0,Personal foul by M. Morris (drawn by D. DeRozan),,67-68,,
5:25.0,,,67-68,,Turnover by K. Lowry (bad pass; steal by M. Gortat)
5:23.0,Turnover by B. Beal (traveling),,67-68,,
5:05.0,,,67-70,2,C. Miles makes 2-pt shot from 1 ft (assist by D. DeRozan)
4:47.0,M. Morris misses 2-pt shot from 11 ft,,67-70,,
4:43.0,Offensive rebound by M. Gortat,,67-70,,
4:43.0,M. Gortat misses 2-pt shot at rim,,67-70,,
4:40.0,Offensive rebound by M. Gortat,,67-70,,
4:34.0,M. Gortat makes 2-pt shot at rim,2,69-70,,
4:29.0,,,69-73,3,C. Miles makes 3-pt shot from 22 ft (assist by K. Lowry)
4:28.0,Washington full timeout,,69-73,,
4:11.0,M. Gortat makes 2-pt shot from 14 ft (assist by T. Frazier),2,71-73,,
3:54.0,,,71-73,,D. DeRozan misses 2-pt shot from 12 ft
3:51.0,Defensive rebound by M. Morris,,71-73,,
3:42.0,B. Beal makes 2-pt shot from 1 ft (assist by M. Gortat),2,73-73,,
3:25.0,,,73-73,,C. Miles misses 3-pt shot from 27 ft
3:22.0,,,73-73,,Offensive rebound by D. DeRozan
3:18.0,,,73-73,,K. Lowry misses 3-pt shot from 27 ft
3:14.0,Defensive rebound by O. Porter,,73-73,,
2:53.0,B. Beal misses 2-pt shot from 16 ft,,73-73,,
2:51.0,,,73-73,,Defensive rebound by P. Siakam
2:42.0,,,73-75,2,L. Nogueira makes 2-pt shot at rim (assist by D. DeRozan)
2:18.0,T. Frazier misses 2-pt shot from 15 ft,,73-75,,
2:14.0,,,73-75,,Defensive rebound by K. Lowry
1:58.0,,,73-77,2,D. DeRozan makes 2-pt shot from 12 ft
1:35.0,M. Morris misses 2-pt shot from 15 ft,,73-77,,
1:32.0,Offensive rebound by Team,,73-77,,
1:31.0,,,73-77,,Loose ball foul by L. Nogueira (drawn by M. Gortat)
1:31.0,,,73-77,,F. VanVleet enters the game for K. Lowry
1:31.0,M. Scott enters the game for B. Beal,,73-77,,
1:31.0,K. Oubre enters the game for M. Morris,,73-77,,
1:31.0,J. Meeks enters the game for O. Porter,,73-77,,
1:14.0,Turnover by K. Oubre (lost ball; steal by P. Siakam),,73-77,,
1:10.0,,,73-77,,C. Miles misses 3-pt shot from 26 ft
1:06.0,Defensive rebound by M. Gortat,,73-77,,
0:54.0,,,73-77,,Personal foul by C. Miles (drawn by K. Oubre)
0:54.0,K. Oubre makes free throw 1 of 2,1,74-77,,
0:54.0,K. Oubre misses free throw 2 of 2,,74-77,,
0:53.0,,,74-77,,Defensive rebound by D. DeRozan
0:34.0,,,74-77,,D. DeRozan misses 2-pt shot from 7 ft (block by K. Oubre)
0:31.0,Defensive rebound by J. Meeks,,74-77,,
0:31.0,,,74-77,,Personal foul by P. Siakam (drawn by J. Meeks)
0:31.0,J. Meeks makes free throw 1 of 2,1,75-77,,
0:31.0,J. Meeks makes free throw 2 of 2,1,76-77,,
0:15.0,,,76-79,2,D. DeRozan makes 2-pt shot from 1 ft
0:00.0,Turnover by T. Frazier (bad pass; steal by D. DeRozan),,76-79,,
0:00.0,,,76-79,,D. DeRozan misses 3-pt shot from 61 ft
0:00.0,,,76-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,K. Oubre misses 3-pt shot from 25 ft,,76-79,,
11:39.0,Offensive rebound by Team,,76-79,,
11:20.0,M. Scott makes 2-pt shot from 1 ft (assist by T. Satoransky),2,78-79,,
10:58.0,,,78-82,3,F. VanVleet makes 3-pt shot from 28 ft (assist by P. Siakam)
10:41.0,,,78-82,,Def 3 sec tech foul by L. Brown
10:41.0,J. Meeks makes technical free throw,1,79-82,,
10:31.0,M. Scott makes 2-pt shot from 11 ft (assist by J. Meeks),2,81-82,,
10:14.0,,,81-82,,C. Miles misses 3-pt shot from 26 ft
10:11.0,Defensive rebound by T. Satoransky,,81-82,,
10:05.0,J. Meeks misses 2-pt shot from 13 ft,,81-82,,
10:02.0,,,81-82,,Defensive rebound by P. Siakam
9:45.0,,,81-82,,Turnover by F. VanVleet (bad pass; steal by T. Satoransky)
9:40.0,M. Scott misses 2-pt shot from 1 ft (block by P. Siakam),,81-82,,
9:37.0,,,81-82,,Defensive rebound by J. Poeltl
9:35.0,,,81-82,,Turnover by F. VanVleet (bad pass; steal by T. Satoransky)
9:30.0,K. Oubre misses 2-pt shot from 12 ft,,81-82,,
9:27.0,,,81-82,,Defensive rebound by P. Siakam
9:11.0,,,81-82,,Shooting foul by T. Satoransky (drawn by J. Poeltl)
9:11.0,,,81-82,,J. Poeltl misses free throw 1 of 2
9:11.0,,,81-82,,Offensive rebound by Team
9:11.0,,,81-83,1,J. Poeltl makes free throw 2 of 2
8:58.0,J. Meeks misses 2-pt shot from 19 ft,,81-83,,
8:55.0,,,81-83,,Defensive rebound by F. VanVleet
8:44.0,,,81-83,,L. Brown misses 3-pt shot from 25 ft
8:40.0,Defensive rebound by T. Satoransky,,81-83,,
8:29.0,K. Oubre misses 2-pt shot from 2 ft,,81-83,,
8:27.0,,,81-83,,Defensive rebound by J. Poeltl
8:11.0,,,81-86,3,C. Miles makes 3-pt shot from 24 ft (assist by F. VanVleet)
8:10.0,,,81-86,,Shooting foul by K. Oubre (drawn by C. Miles)
8:10.0,,,81-87,1,C. Miles makes free throw 1 of 1
7:54.0,T. Satoransky misses 2-pt shot from 15 ft,,81-87,,
7:52.0,,,81-87,,Defensive rebound by L. Brown
7:39.0,,,81-87,,Shooting foul by K. Oubre (drawn by J. Poeltl)
7:39.0,,,81-87,,J. Poeltl misses free throw 1 of 2
7:39.0,,,81-87,,Offensive rebound by Team
7:39.0,Washington full timeout,,81-87,,
7:39.0,,,81-87,,S. Ibaka enters the game for P. Siakam
7:39.0,,,81-87,,K. Lowry enters the game for L. Brown
7:39.0,M. Gortat enters the game for K. Oubre,,81-87,,
7:39.0,O. Porter enters the game for M. Scott,,81-87,,
7:39.0,T. Frazier enters the game for T. Satoransky,,81-87,,
7:39.0,B. Beal enters the game for I. Mahinmi,,81-87,,
7:39.0,,,81-88,1,J. Poeltl makes free throw 2 of 2
7:25.0,Shooting foul by C. Miles (drawn by J. Meeks),,81-88,,
7:25.0,J. Meeks makes free throw 1 of 3,1,82-88,,
7:25.0,J. Meeks misses free throw 2 of 3,,82-88,,
7:25.0,Offensive rebound by Team,,82-88,,
7:25.0,,,82-88,,P. Siakam enters the game for J. Poeltl
7:25.0,J. Meeks makes free throw 3 of 3,1,83-88,,
7:13.0,,,83-90,2,S. Ibaka makes 2-pt shot from 5 ft (assist by F. VanVleet)
6:49.0,M. Gortat misses 2-pt shot from 5 ft,,83-90,,
6:46.0,,,83-90,,Defensive rebound by K. Lowry
6:37.0,,,83-90,,F. VanVleet misses 2-pt shot from 3 ft
6:35.0,Defensive rebound by T. Frazier,,83-90,,
6:30.0,O. Porter misses 2-pt shot from 2 ft,,83-90,,
6:30.0,,,83-90,,Defensive rebound by P. Siakam
6:17.0,,,83-92,2,P. Siakam makes 2-pt shot from 3 ft
5:54.0,M. Gortat misses 2-pt shot from 5 ft,,83-92,,
5:51.0,,,83-92,,Defensive rebound by K. Lowry
5:29.0,,,83-92,,S. Ibaka misses 2-pt shot from 19 ft
5:26.0,Defensive rebound by T. Frazier,,83-92,,
5:08.0,O. Porter makes 2-pt shot from 2 ft (assist by M. Gortat),2,85-92,,
4:59.0,,,85-92,,Toronto full timeout
4:59.0,,,85-92,,D. DeRozan enters the game for C. Miles
4:59.0,M. Morris enters the game for J. Meeks,,85-92,,
4:51.0,,,85-92,,D. DeRozan misses 2-pt shot from 18 ft
4:48.0,Defensive rebound by M. Gortat,,85-92,,
4:26.0,T. Frazier makes 2-pt shot from 2 ft (assist by M. Gortat),2,87-92,,
4:05.0,,,87-92,,P. Siakam misses 3-pt shot from 22 ft
4:01.0,Defensive rebound by M. Morris,,87-92,,
3:43.0,M. Morris misses 2-pt shot from 14 ft,,87-92,,
3:40.0,Offensive rebound by T. Frazier,,87-92,,
3:32.0,B. Beal misses 2-pt shot from 2 ft,,87-92,,
3:29.0,,,87-92,,Defensive rebound by S. Ibaka
3:10.0,,,87-95,3,D. DeRozan makes 3-pt shot from 25 ft
2:53.0,B. Beal misses 3-pt shot from 26 ft,,87-95,,
2:49.0,Offensive rebound by M. Gortat,,87-95,,
2:35.0,B. Beal misses 2-pt shot from 5 ft,,87-95,,
2:32.0,,,87-95,,Defensive rebound by S. Ibaka
2:23.0,,,87-95,,S. Ibaka misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by B. Beal,,87-95,,
2:10.0,Turnover by T. Frazier (out of bounds lost ball),,87-95,,
1:49.0,,,87-95,,Offensive foul by S. Ibaka (drawn by B. Beal)
1:49.0,,,87-95,,Turnover by S. Ibaka (offensive foul)
