time,Philadelphia,pts.away,score,pts.home,Boston
7:14.0,Shooting foul by A. Horford (drawn by B. Simmons),,10-5,,
7:14.0,B. Simmons makes free throw 1 of 2,1,11-5,,
7:14.0,,,11-5,,J. Brown enters the game for M. Smart
7:14.0,,,11-5,,M. Morris enters the game for A. Baynes
7:14.0,A. Johnson enters the game for J. Embiid,,11-5,,
7:14.0,M. Belinelli enters the game for J. Redick,,11-5,,
7:14.0,B. Simmons misses free throw 2 of 2,,11-5,,
7:14.0,,,11-5,,Defensive rebound by A. Horford
6:55.0,,,11-5,,J. Brown misses 3-pt shot from 26 ft
6:52.0,Defensive rebound by D. Saric,,11-5,,
6:38.0,Turnover by D. Saric (lost ball; steal by J. Brown),,11-5,,
6:38.0,,,11-7,2,J. Brown makes 2-pt shot at rim
6:38.0,Philadelphia full timeout,,11-7,,
6:30.0,,,11-7,,Personal foul by J. Brown (drawn by M. Belinelli)
6:23.0,M. Belinelli misses 2-pt shot from 21 ft,,11-7,,
6:21.0,,,11-7,,Defensive rebound by J. Brown
6:02.0,,,11-10,3,J. Tatum makes 3-pt shot from 24 ft
5:50.0,M. Belinelli makes 2-pt shot from 2 ft (assist by A. Johnson),2,13-10,,
5:24.0,,,13-10,,M. Morris misses 2-pt shot from 18 ft
5:20.0,Defensive rebound by D. Saric,,13-10,,
5:09.0,Turnover by M. Belinelli (bad pass; steal by T. Rozier),,13-10,,
5:07.0,,,13-10,,Shooting foul by A. Johnson (drawn by T. Rozier)
5:07.0,,,13-11,1,T. Rozier makes free throw 1 of 2
5:07.0,,,13-12,1,T. Rozier makes free throw 2 of 2
4:48.0,D. Saric makes 3-pt shot from 27 ft (assist by B. Simmons),3,16-12,,
4:30.0,,,16-12,,J. Brown misses 3-pt shot from 24 ft
4:28.0,Defensive rebound by A. Johnson,,16-12,,
4:20.0,M. Belinelli makes 2-pt shot from 20 ft (assist by A. Johnson),2,18-12,,
4:11.0,Personal foul by B. Simmons (drawn by T. Rozier),,18-12,,
4:11.0,J. Embiid enters the game for D. Saric,,18-12,,
4:11.0,E. Ilyasova enters the game for A. Johnson,,18-12,,
3:59.0,,,18-12,,T. Rozier misses 3-pt shot from 27 ft
3:56.0,Defensive rebound by E. Ilyasova,,18-12,,
3:43.0,R. Covington misses 2-pt shot from 5 ft,,18-12,,
3:43.0,Offensive rebound by J. Embiid,,18-12,,
3:42.0,J. Embiid misses 2-pt shot from 1 ft,,18-12,,
3:41.0,Offensive rebound by J. Embiid,,18-12,,
3:41.0,J. Embiid makes 2-pt shot from 1 ft,2,20-12,,
3:41.0,Shooting foul by T. Rozier (drawn by J. Embiid),,20-12,,
3:41.0,,,20-12,,S. Larkin enters the game for J. Tatum
3:41.0,,,20-12,,M. Smart enters the game for T. Rozier
3:41.0,J. Redick enters the game for R. Covington,,20-12,,
3:41.0,J. Embiid misses free throw 1 of 1,,20-12,,
3:41.0,,,20-12,,Defensive rebound by M. Morris
3:19.0,,,20-12,,Shooting foul by J. Embiid (drawn by M. Smart)
3:19.0,,,20-13,1,M. Smart makes free throw 1 of 3
3:19.0,,,20-14,1,M. Smart makes free throw 2 of 3
3:19.0,T. McConnell enters the game for B. Simmons,,20-14,,
3:19.0,,,20-14,,M. Smart misses free throw 3 of 3
3:17.0,Defensive rebound by J. Embiid,,20-14,,
3:05.0,M. Belinelli makes 2-pt shot from 1 ft (assist by T. McConnell),2,22-14,,
2:54.0,,,22-14,,M. Morris misses 2-pt shot from 9 ft
2:51.0,Defensive rebound by M. Belinelli,,22-14,,
2:41.0,J. Redick makes 2-pt shot from 21 ft (assist by J. Embiid),2,24-14,,
2:20.0,,,24-14,,A. Horford misses 2-pt shot from 1 ft
2:19.0,,,24-14,,Offensive rebound by A. Horford
2:18.0,,,24-16,2,A. Horford makes 2-pt shot from 2 ft
2:18.0,,,24-16,,Shooting foul by E. Ilyasova (drawn by A. Horford)
2:18.0,,,24-17,1,A. Horford makes free throw 1 of 1
2:11.0,,,24-17,,Personal foul by S. Larkin (drawn by J. Redick)
2:11.0,,,24-17,,A. Baynes enters the game for A. Horford
2:04.0,Turnover by M. Belinelli (bad pass),,24-17,,
1:45.0,,,24-17,,J. Brown misses 2-pt shot from 3 ft
1:43.0,Defensive rebound by J. Embiid,,24-17,,
1:34.0,T. McConnell makes 2-pt shot from 8 ft (assist by M. Belinelli),2,26-17,,
1:20.0,,,26-20,3,M. Smart makes 3-pt shot from 24 ft (assist by M. Morris)
1:04.0,M. Belinelli misses 2-pt shot from 21 ft,,26-20,,
1:03.0,Offensive rebound by E. Ilyasova,,26-20,,
1:03.0,E. Ilyasova misses 2-pt shot from 2 ft,,26-20,,
1:02.0,Offensive rebound by E. Ilyasova,,26-20,,
1:01.0,E. Ilyasova makes 2-pt shot from 2 ft,2,28-20,,
0:46.0,,,28-20,,Turnover by M. Smart (bad pass; steal by E. Ilyasova)
0:43.0,J. Redick makes 3-pt shot from 25 ft (assist by M. Belinelli),3,31-20,,
0:31.0,,,31-22,2,A. Baynes makes 2-pt shot at rim (assist by J. Brown)
0:13.0,J. Redick misses 2-pt shot from 20 ft,,31-22,,
0:11.0,,,31-22,,Defensive rebound by M. Morris
0:00.0,,,31-22,,M. Morris misses 2-pt shot from 19 ft
0:00.0,,,31-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:55.0,,,31-22,,Turnover by M. Smart (bad pass; steal by T. McConnell)
11:53.0,T. McConnell makes 2-pt shot from 1 ft,2,33-22,,
11:28.0,,,33-22,,Turnover by S. Larkin (bad pass; steal by J. Embiid)
11:09.0,E. Ilyasova misses 2-pt shot from 10 ft,,33-22,,
11:08.0,Offensive rebound by Team,,33-22,,
11:07.0,R. Covington makes 2-pt shot from 1 ft (assist by T. McConnell),2,35-22,,
10:51.0,,,35-24,2,S. Larkin makes 2-pt shot from 1 ft
10:35.0,J. Embiid misses 2-pt shot from 5 ft,,35-24,,
10:33.0,Offensive rebound by J. Embiid,,35-24,,
10:32.0,J. Embiid makes 2-pt shot from 2 ft,2,37-24,,
10:10.0,,,37-24,,J. Tatum misses 2-pt shot from 8 ft
10:08.0,Defensive rebound by J. Embiid,,37-24,,
9:55.0,J. Embiid misses 2-pt shot from 9 ft,,37-24,,
9:54.0,Offensive rebound by J. Embiid,,37-24,,
9:53.0,Shooting foul by M. Morris (drawn by J. Embiid),,37-24,,
9:53.0,J. Embiid makes free throw 1 of 2,1,38-24,,
9:53.0,,,38-24,,S. Ojeleye enters the game for S. Larkin
9:53.0,,,38-24,,T. Rozier enters the game for M. Morris
9:53.0,,,38-24,,J. Brown enters the game for M. Smart
9:53.0,J. Embiid misses free throw 2 of 2,,38-24,,
9:53.0,,,38-24,,Defensive rebound by J. Tatum
9:42.0,,,38-24,,Turnover by A. Baynes (bad pass; steal by T. McConnell)
9:27.0,J. Embiid makes 2-pt shot from 13 ft,2,40-24,,
9:03.0,,,40-24,,A. Baynes misses 3-pt shot from 27 ft
8:59.0,Defensive rebound by E. Ilyasova,,40-24,,
8:53.0,J. Embiid misses 2-pt shot from 10 ft,,40-24,,
8:51.0,,,40-24,,Defensive rebound by J. Brown
8:41.0,Personal foul by T. McConnell (drawn by T. Rozier),,40-24,,
8:41.0,,,40-24,,A. Horford enters the game for A. Baynes
8:41.0,A. Johnson enters the game for J. Redick,,40-24,,
8:41.0,D. Saric enters the game for J. Embiid,,40-24,,
8:41.0,M. Belinelli enters the game for E. Ilyasova,,40-24,,
8:27.0,,,40-24,,J. Brown misses 3-pt shot from 26 ft
8:24.0,Defensive rebound by D. Saric,,40-24,,
8:19.0,Philadelphia full timeout,,40-24,,
8:19.0,,,40-24,,G. Monroe enters the game for S. Ojeleye
8:19.0,B. Simmons enters the game for T. McConnell,,40-24,,
8:14.0,M. Belinelli misses 3-pt shot from 27 ft,,40-24,,
8:12.0,,,40-24,,Defensive rebound by G. Monroe
7:58.0,,,40-24,,Turnover by J. Tatum (bad pass; steal by R. Covington)
7:57.0,Shooting foul by J. Brown (drawn by R. Covington),,40-24,,
7:57.0,R. Covington makes free throw 1 of 2,1,41-24,,
7:57.0,R. Covington makes free throw 2 of 2,1,42-24,,
7:32.0,,,42-24,,A. Horford misses 3-pt shot from 30 ft
7:29.0,Defensive rebound by B. Simmons,,42-24,,
7:22.0,D. Saric makes 3-pt shot from 27 ft (assist by B. Simmons),3,45-24,,
7:21.0,,,45-24,,Boston full timeout
7:21.0,,,45-24,,M. Smart enters the game for J. Tatum
7:06.0,Personal foul by D. Saric (drawn by G. Monroe),,45-24,,
6:57.0,,,45-26,2,A. Horford makes 2-pt shot from 9 ft
6:41.0,R. Covington makes 3-pt shot from 26 ft,3,48-26,,
6:20.0,,,48-28,2,M. Smart makes 2-pt shot from 23 ft
6:08.0,Turnover by B. Simmons (bad pass; steal by G. Monroe),,48-28,,
5:59.0,,,48-28,,J. Brown misses 2-pt shot at rim
5:59.0,Defensive rebound by B. Simmons,,48-28,,
5:50.0,R. Covington misses 3-pt shot from 26 ft,,48-28,,
5:47.0,,,48-28,,Defensive rebound by J. Brown
5:38.0,,,48-30,2,G. Monroe makes 2-pt shot at rim (assist by M. Smart)
5:22.0,R. Covington makes 3-pt shot from 22 ft (assist by D. Saric),3,51-30,,
5:04.0,J. Embiid enters the game for A. Johnson,,51-30,,
5:04.0,J. Redick enters the game for M. Belinelli,,51-30,,
5:02.0,,,51-30,,J. Brown misses 2-pt shot from 2 ft (block by R. Covington)
4:59.0,Defensive rebound by R. Covington,,51-30,,
4:56.0,Turnover by B. Simmons (bad pass; steal by M. Smart),,51-30,,
4:54.0,,,51-30,,Shooting foul by R. Covington (drawn by J. Brown)
4:54.0,,,51-30,,J. Brown misses free throw 1 of 2
4:54.0,,,51-30,,Offensive rebound by Team
4:54.0,,,51-31,1,J. Brown makes free throw 2 of 2
4:40.0,Turnover by J. Embiid (bad pass),,51-31,,
4:24.0,,,51-31,,G. Monroe misses 2-pt shot from 8 ft
4:22.0,,,51-31,,Offensive rebound by A. Horford
4:21.0,,,51-33,2,A. Horford makes 2-pt shot from 1 ft
3:54.0,J. Redick makes 2-pt shot from 21 ft (assist by B. Simmons),2,53-33,,
3:49.0,Personal foul by J. Redick (drawn by M. Smart),,53-33,,
3:44.0,,,53-33,,J. Brown misses 2-pt shot from 2 ft (block by J. Embiid)
3:44.0,,,53-33,,Offensive rebound by Team
3:42.0,,,53-33,,A. Horford misses 3-pt shot from 24 ft
3:40.0,Defensive rebound by Team,,53-33,,
3:33.0,Offensive charge foul by B. Simmons (drawn by M. Smart),,53-33,,
3:33.0,Turnover by B. Simmons (offensive foul),,53-33,,
3:24.0,,,53-35,2,G. Monroe makes 2-pt shot from 1 ft (assist by T. Rozier)
3:09.0,J. Redick misses 2-pt shot from 12 ft,,53-35,,
3:04.0,,,53-35,,Defensive rebound by T. Rozier
3:01.0,,,53-38,3,J. Brown makes 3-pt shot from 23 ft (assist by T. Rozier)
2:50.0,J. Embiid misses 3-pt shot from 25 ft,,53-38,,
2:48.0,,,53-38,,Defensive rebound by A. Horford
2:43.0,,,53-38,,G. Monroe misses 2-pt shot from 1 ft (block by R. Covington)
2:41.0,Defensive rebound by J. Embiid,,53-38,,
2:37.0,D. Saric misses 2-pt shot from 21 ft,,53-38,,
2:33.0,,,53-38,,Defensive rebound by T. Rozier
2:29.0,,,53-40,2,T. Rozier makes 2-pt shot at rim
2:15.0,,,53-40,,Personal foul by M. Smart (drawn by J. Redick)
2:15.0,M. Belinelli enters the game for R. Covington,,53-40,,
2:04.0,Shooting foul by G. Monroe (drawn by J. Embiid),,53-40,,
2:04.0,J. Embiid misses free throw 1 of 2,,53-40,,
2:04.0,Offensive rebound by Team,,53-40,,
2:04.0,,,53-40,,M. Morris enters the game for G. Monroe
2:04.0,J. Embiid makes free throw 2 of 2,1,54-40,,
1:48.0,,,54-40,,T. Rozier misses 3-pt shot from 23 ft
1:46.0,,,54-40,,Offensive rebound by A. Horford
1:42.0,,,54-43,3,T. Rozier makes 3-pt shot from 24 ft (assist by A. Horford)
1:15.0,J. Embiid makes 2-pt shot from 1 ft,2,56-43,,
0:53.0,,,56-46,3,M. Smart makes 3-pt shot from 26 ft (assist by T. Rozier)
0:38.0,J. Redick misses 3-pt shot from 26 ft,,56-46,,
0:36.0,,,56-46,,Defensive rebound by M. Smart
0:34.0,,,56-49,3,T. Rozier makes 3-pt shot from 26 ft (assist by M. Smart)
0:14.0,D. Saric misses 3-pt shot from 27 ft,,56-49,,
0:11.0,,,56-49,,Defensive rebound by A. Horford
0:08.0,,,56-51,2,J. Brown makes 2-pt shot at rim (assist by M. Morris)
0:03.0,M. Belinelli misses 3-pt shot from 26 ft,,56-51,,
0:01.0,,,56-51,,Defensive rebound by M. Smart
0:01.0,,,56-51,,M. Smart misses 3-pt shot from 70 ft
0:01.0,,,56-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,56-51,,T. Rozier misses 3-pt shot from 27 ft
11:45.0,Defensive rebound by J. Embiid,,56-51,,
11:26.0,R. Covington misses 3-pt shot from 25 ft,,56-51,,
11:24.0,,,56-51,,Defensive rebound by T. Rozier
11:18.0,,,56-51,,M. Smart misses 3-pt shot from 24 ft
11:16.0,Defensive rebound by J. Embiid,,56-51,,
11:09.0,J. Embiid misses 3-pt shot from 26 ft,,56-51,,
11:06.0,,,56-51,,Defensive rebound by J. Tatum
10:59.0,,,56-54,3,M. Smart makes 3-pt shot from 26 ft (assist by A. Horford)
10:39.0,J. Redick makes 2-pt shot from 19 ft (assist by J. Embiid),2,58-54,,
10:22.0,,,58-56,2,J. Tatum makes 2-pt shot from 1 ft
10:08.0,J. Redick misses 2-pt shot from 2 ft,,58-56,,
10:05.0,,,58-56,,Defensive rebound by M. Smart
10:03.0,,,58-56,,Turnover by M. Smart (bad pass)
9:51.0,Offensive charge foul by D. Saric (drawn by A. Baynes),,58-56,,
9:51.0,Turnover by D. Saric (offensive foul),,58-56,,
9:31.0,,,58-56,,A. Baynes misses 3-pt shot from 23 ft
9:27.0,Defensive rebound by J. Embiid,,58-56,,
9:16.0,B. Simmons misses 2-pt shot from 8 ft,,58-56,,
9:15.0,Offensive rebound by R. Covington,,58-56,,
9:15.0,R. Covington misses 2-pt shot at rim,,58-56,,
9:14.0,Offensive rebound by R. Covington,,58-56,,
9:13.0,R. Covington misses 2-pt shot from 4 ft,,58-56,,
9:11.0,,,58-56,,Defensive rebound by A. Baynes
8:52.0,,,58-56,,Shooting foul by J. Embiid (drawn by T. Rozier)
8:52.0,,,58-57,1,T. Rozier makes free throw 1 of 2
8:52.0,,,58-58,1,T. Rozier makes free throw 2 of 2
8:42.0,J. Redick makes 3-pt shot from 26 ft (assist by B. Simmons),3,61-58,,
8:18.0,,,61-61,3,J. Tatum makes 3-pt shot from 27 ft (assist by T. Rozier)
8:04.0,Shooting foul by J. Tatum (drawn by D. Saric),,61-61,,
8:04.0,D. Saric makes free throw 1 of 2,1,62-61,,
8:04.0,D. Saric makes free throw 2 of 2,1,63-61,,
7:45.0,,,63-64,3,A. Baynes makes 3-pt shot from 24 ft (assist by J. Tatum)
7:18.0,Turnover by Team (shot clock),,63-64,,
7:05.0,,,63-64,,M. Smart misses 3-pt shot from 31 ft
7:02.0,,,63-64,,Offensive rebound by A. Baynes
6:42.0,,,63-64,,J. Tatum misses 3-pt shot from 22 ft
6:40.0,Defensive rebound by B. Simmons,,63-64,,
6:35.0,Turnover by B. Simmons (lost ball; steal by M. Smart),,63-64,,
6:29.0,,,63-64,,T. Rozier misses 2-pt shot from 7 ft
6:28.0,,,63-64,,Offensive rebound by Team
6:28.0,,,63-64,,Boston full timeout
6:28.0,A. Johnson enters the game for D. Saric,,63-64,,
6:28.0,M. Belinelli enters the game for J. Embiid,,63-64,,
6:28.0,E. Ilyasova enters the game for R. Covington,,63-64,,
6:28.0,,,63-64,,M. Morris enters the game for A. Baynes
6:25.0,,,63-64,,Shooting foul by A. Johnson (drawn by M. Morris)
6:25.0,,,63-65,1,M. Morris makes free throw 1 of 2
6:25.0,,,63-65,,M. Morris misses free throw 2 of 2
6:25.0,Defensive rebound by E. Ilyasova,,63-65,,
6:08.0,,,63-65,,Personal foul by M. Morris (drawn by B. Simmons)
5:58.0,M. Belinelli makes 3-pt shot from 26 ft (assist by B. Simmons),3,66-65,,
5:37.0,,,66-67,2,M. Smart makes 2-pt shot from 19 ft (assist by A. Horford)
5:20.0,J. Redick misses 3-pt shot from 26 ft,,66-67,,
5:17.0,,,66-67,,Defensive rebound by A. Horford
5:02.0,,,66-69,2,M. Morris makes 2-pt shot from 14 ft
4:50.0,,,66-69,,J. Brown enters the game for M. Smart
4:50.0,R. Covington enters the game for J. Redick,,66-69,,
4:48.0,,,66-69,,Personal foul by M. Morris (drawn by B. Simmons)
4:40.0,M. Belinelli misses 3-pt shot from 26 ft,,66-69,,
4:37.0,,,66-69,,Defensive rebound by J. Brown
4:31.0,,,66-69,,T. Rozier misses 3-pt shot from 27 ft
4:29.0,Defensive rebound by Team,,66-69,,
4:21.0,E. Ilyasova misses 3-pt shot from 26 ft (block by J. Tatum),,66-69,,
4:19.0,,,66-69,,Defensive rebound by Team
4:05.0,J. Embiid enters the game for A. Johnson,,66-69,,
3:58.0,,,66-72,3,J. Brown makes 3-pt shot from 23 ft (assist by T. Rozier)
3:41.0,M. Belinelli misses 2-pt shot from 19 ft,,66-72,,
3:40.0,Offensive rebound by R. Covington,,66-72,,
3:39.0,T. McConnell enters the game for B. Simmons,,66-72,,
3:29.0,J. Embiid misses 2-pt shot from 8 ft,,66-72,,
3:28.0,Offensive rebound by E. Ilyasova,,66-72,,
3:28.0,E. Ilyasova misses 2-pt shot from 4 ft,,66-72,,
3:27.0,,,66-72,,Defensive rebound by A. Horford
3:05.0,,,66-74,2,A. Horford makes 2-pt shot from 2 ft (assist by T. Rozier)
2:45.0,R. Covington makes 2-pt shot from 19 ft (assist by E. Ilyasova),2,68-74,,
2:24.0,,,68-76,2,J. Tatum makes 2-pt shot from 2 ft (assist by T. Rozier)
2:24.0,Philadelphia full timeout,,68-76,,
2:24.0,,,68-76,,S. Larkin enters the game for J. Brown
2:24.0,,,68-76,,A. Baynes enters the game for T. Rozier
2:24.0,,,68-76,,M. Smart enters the game for A. Horford
2:13.0,J. Embiid makes 2-pt shot at rim (assist by R. Covington),2,70-76,,
1:53.0,,,70-76,,M. Morris misses 2-pt shot from 13 ft
1:50.0,Defensive rebound by R. Covington,,70-76,,
1:42.0,,,70-76,,Personal foul by M. Smart (drawn by M. Belinelli)
1:30.0,M. Belinelli makes 2-pt shot from 1 ft (assist by J. Embiid),2,72-76,,
1:10.0,,,72-76,,Shooting foul by M. Belinelli (drawn by J. Tatum)
1:10.0,,,72-76,,J. Tatum misses free throw 1 of 2
1:10.0,,,72-76,,Offensive rebound by Team
1:10.0,,,72-77,1,J. Tatum makes free throw 2 of 2
0:54.0,Turnover by J. Embiid (bad pass; steal by J. Tatum),,72-77,,
0:52.0,,,72-79,2,J. Tatum makes 2-pt shot from 1 ft
0:38.0,J. Embiid makes 2-pt shot from 12 ft (assist by M. Belinelli),2,74-79,,
0:38.0,Shooting foul by A. Baynes (drawn by J. Embiid),,74-79,,
0:38.0,,,74-79,,A. Horford enters the game for A. Baynes
0:38.0,J. Embiid makes free throw 1 of 1,1,75-79,,
0:24.0,,,75-79,,J. Tatum misses 2-pt shot from 2 ft
0:21.0,Defensive rebound by J. Embiid,,75-79,,
0:07.0,J. Embiid misses 2-pt shot from 10 ft,,75-79,,
0:04.0,,,75-79,,Defensive rebound by M. Morris
0:00.0,,,75-79,,M. Morris misses 3-pt shot from 33 ft
0:00.0,,,75-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,T. McConnell makes 2-pt shot from 1 ft (assist by J. Embiid),2,77-79,,
11:23.0,,,77-79,,A. Baynes misses 2-pt shot from 18 ft
11:21.0,Defensive rebound by D. Saric,,77-79,,
11:13.0,T. McConnell makes 2-pt shot from 1 ft,2,79-79,,
10:57.0,,,79-79,,A. Baynes misses 2-pt shot from 1 ft
10:54.0,Defensive rebound by D. Saric,,79-79,,
10:35.0,D. Saric misses 3-pt shot from 30 ft,,79-79,,
10:32.0,,,79-79,,Defensive rebound by A. Baynes
10:16.0,,,79-79,,Shooting foul by J. Embiid (drawn by M. Morris)
10:16.0,,,79-80,1,M. Morris makes free throw 1 of 2
10:16.0,,,79-80,,T. Rozier enters the game for S. Larkin
10:16.0,,,79-81,1,M. Morris makes free throw 2 of 2
9:51.0,D. Saric misses 2-pt shot from 12 ft,,79-81,,
9:49.0,Offensive rebound by T. McConnell,,79-81,,
9:46.0,R. Covington makes 3-pt shot from 27 ft (assist by T. McConnell),3,82-81,,
9:22.0,,,82-84,3,M. Morris makes 3-pt shot from 27 ft (assist by M. Smart)
9:08.0,J. Embiid misses 2-pt shot from 3 ft,,82-84,,
9:06.0,,,82-84,,Defensive rebound by M. Morris
9:03.0,,,82-86,2,J. Brown makes 2-pt shot from 1 ft (assist by M. Morris)
9:03.0,Philadelphia full timeout,,82-86,,
8:52.0,,,82-86,,Personal foul by M. Smart (drawn by J. Embiid)
8:46.0,J. Redick makes 3-pt shot from 26 ft (assist by D. Saric),3,85-86,,
8:22.0,Personal foul by R. Covington (drawn by J. Brown),,85-86,,
8:22.0,,,85-86,,J. Tatum enters the game for J. Brown
8:22.0,,,85-86,,A. Horford enters the game for A. Baynes
8:12.0,,,85-86,,T. Rozier misses 2-pt shot from 17 ft
8:08.0,Defensive rebound by D. Saric,,85-86,,
8:05.0,R. Covington misses 2-pt shot from 2 ft,,85-86,,
8:04.0,,,85-86,,Defensive rebound by A. Horford
8:03.0,Personal foul by D. Saric (drawn by A. Horford),,85-86,,
7:49.0,,,85-86,,M. Smart misses 2-pt shot from 3 ft
7:47.0,Defensive rebound by R. Covington,,85-86,,
7:42.0,J. Embiid makes 3-pt shot from 25 ft (assist by J. Redick),3,88-86,,
7:31.0,,,88-86,,Shooting foul by J. Embiid (drawn by J. Tatum)
7:31.0,,,88-87,1,J. Tatum makes free throw 1 of 2
7:31.0,E. Ilyasova enters the game for J. Embiid,,88-87,,
7:31.0,,,88-88,1,J. Tatum makes free throw 2 of 2
7:17.0,R. Covington makes 3-pt shot from 27 ft (assist by T. McConnell),3,91-88,,
6:59.0,,,91-88,,Boston full timeout
6:59.0,,,91-88,,J. Brown enters the game for M. Morris
6:52.0,,,91-88,,J. Tatum misses 3-pt shot from 26 ft
6:49.0,Defensive rebound by J. Redick,,91-88,,
6:36.0,D. Saric misses 3-pt shot from 25 ft,,91-88,,
6:32.0,,,91-88,,Defensive rebound by T. Rozier
6:21.0,,,91-88,,M. Smart misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by R. Covington,,91-88,,
6:01.0,J. Redick misses 2-pt shot from 2 ft (block by M. Smart),,91-88,,
6:00.0,,,91-88,,Defensive rebound by M. Smart
5:55.0,,,91-88,,Turnover by J. Brown (bad pass; steal by J. Redick)
5:48.0,E. Ilyasova makes 2-pt shot at rim (assist by T. McConnell),2,93-88,,
5:29.0,,,93-91,3,T. Rozier makes 3-pt shot from 27 ft
5:29.0,Philadelphia full timeout,,93-91,,
5:29.0,,,93-91,,M. Morris enters the game for J. Brown
5:29.0,J. Embiid enters the game for T. McConnell,,93-91,,
5:29.0,B. Simmons enters the game for E. Ilyasova,,93-91,,
5:15.0,J. Redick misses 3-pt shot from 24 ft,,93-91,,
5:12.0,,,93-91,,Defensive rebound by T. Rozier
4:54.0,Personal foul by J. Embiid (drawn by A. Horford),,93-91,,
4:54.0,,,93-92,1,A. Horford makes free throw 1 of 2
4:54.0,,,93-93,1,A. Horford makes free throw 2 of 2
4:42.0,J. Embiid makes 2-pt shot from 12 ft (assist by J. Redick),2,95-93,,
4:18.0,,,95-93,,M. Smart misses 3-pt shot from 30 ft
4:15.0,,,95-93,,Offensive rebound by M. Morris
4:13.0,,,95-96,3,M. Morris makes 3-pt shot from 27 ft
3:56.0,R. Covington misses 3-pt shot from 27 ft,,95-96,,
3:54.0,,,95-96,,Defensive rebound by M. Morris
3:36.0,,,95-99,3,T. Rozier makes 3-pt shot from 22 ft (assist by A. Horford)
3:11.0,B. Simmons misses 2-pt shot from 6 ft (block by M. Morris),,95-99,,
3:10.0,Offensive rebound by D. Saric,,95-99,,
3:10.0,Shooting foul by J. Tatum (drawn by D. Saric),,95-99,,
3:10.0,D. Saric makes free throw 1 of 2,1,96-99,,
3:10.0,D. Saric makes free throw 2 of 2,1,97-99,,
2:49.0,,,97-101,2,T. Rozier makes 2-pt shot from 1 ft (assist by A. Horford)
2:29.0,J. Redick misses 3-pt shot from 23 ft,,97-101,,
2:27.0,,,97-101,,Defensive rebound by T. Rozier
2:23.0,,,97-103,2,J. Tatum makes 2-pt shot at rim (assist by T. Rozier)
2:23.0,Philadelphia full timeout,,97-103,,
