time,Golden State,pts.away,score,pts.home,Dallas
3:11.0,,,25-13,,Defensive rebound by N. Noel
3:00.0,Def 3 sec tech foul by J. McGee,,25-13,,
3:00.0,,,25-14,1,H. Barnes makes technical free throw
3:00.0,,,25-14,,D. Smith enters the game for Y. Ferrell
2:53.0,Personal foul by J. McGee (drawn by N. Noel),,25-14,,
2:53.0,,,25-15,1,N. Noel makes free throw 1 of 2
2:53.0,J. Bell enters the game for J. McGee,,25-15,,
2:53.0,,,25-16,1,N. Noel makes free throw 2 of 2
2:40.0,,,25-16,,Personal foul by J. Barea (drawn by S. Curry)
2:40.0,S. Curry makes free throw 1 of 2,1,26-16,,
2:40.0,S. Curry makes free throw 2 of 2,1,27-16,,
2:24.0,,,27-16,,D. Smith misses 3-pt shot from 26 ft
2:21.0,,,27-16,,Offensive rebound by N. Noel
2:19.0,,,27-16,,N. Noel misses 2-pt shot from 4 ft
2:18.0,Defensive rebound by D. Green,,27-16,,
2:12.0,Shooting foul by D. Finney-Smith (drawn by S. Curry),,27-16,,
2:12.0,S. Curry makes free throw 1 of 3,1,28-16,,
2:12.0,S. Curry makes free throw 2 of 3,1,29-16,,
2:12.0,,,29-16,,W. Matthews enters the game for D. Finney-Smith
2:12.0,,,29-16,,D. Nowitzki enters the game for N. Noel
2:12.0,,,29-16,,D. Powell enters the game for H. Barnes
2:12.0,S. Curry makes free throw 3 of 3,1,30-16,,
1:57.0,,,30-16,,Shooting foul by J. Bell (drawn by W. Matthews)
1:57.0,,,30-17,1,W. Matthews makes free throw 1 of 2
1:57.0,,,30-18,1,W. Matthews makes free throw 2 of 2
1:44.0,J. Bell makes 2-pt shot from 1 ft (assist by D. Green),2,32-18,,
1:37.0,,,32-20,2,J. Barea makes 2-pt shot from 2 ft
1:28.0,N. Young makes 3-pt shot from 24 ft (assist by S. Curry),3,35-20,,
1:18.0,,,35-20,,Turnover by J. Barea (bad pass)
1:08.0,A. Iguodala makes 3-pt shot from 24 ft (assist by D. Green),3,38-20,,
0:51.0,,,38-22,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Smith)
0:39.0,Turnover by N. Young (bad pass; steal by D. Smith),,38-22,,
0:37.0,,,38-24,2,D. Smith makes 2-pt shot at rim
0:21.0,S. Curry misses 3-pt shot from 24 ft,,38-24,,
0:16.0,Offensive rebound by J. Bell,,38-24,,
0:06.0,J. Bell makes 2-pt shot from 3 ft (assist by D. Green),2,40-24,,
0:00.0,,,40-24,,Turnover by J. Barea (lost ball; steal by D. Green)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,,,40-24,,Offensive foul by D. Powell (drawn by S. Livingston)
11:53.0,,,40-24,,Turnover by D. Powell (offensive foul)
11:34.0,S. Livingston misses 2-pt shot from 12 ft,,40-24,,
11:32.0,Offensive rebound by D. West,,40-24,,
11:31.0,D. West makes 2-pt shot from 1 ft,2,42-24,,
11:19.0,,,42-26,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
11:03.0,,,42-26,,Personal foul by D. Powell (drawn by A. Iguodala)
10:56.0,K. Thompson misses 3-pt shot from 24 ft,,42-26,,
10:53.0,Offensive rebound by S. Livingston,,42-26,,
10:52.0,K. Durant misses 3-pt shot from 25 ft,,42-26,,
10:49.0,,,42-26,,Defensive rebound by D. Smith
10:35.0,,,42-26,,D. Nowitzki misses 2-pt shot from 13 ft
10:32.0,Defensive rebound by K. Thompson,,42-26,,
10:27.0,S. Livingston makes 2-pt shot at rim (assist by K. Durant),2,44-26,,
10:27.0,,,44-26,,Dallas full timeout
10:12.0,,,44-26,,Shooting foul by K. Thompson (drawn by D. Smith)
10:12.0,,,44-26,,D. Smith misses free throw 1 of 2
10:12.0,,,44-26,,Offensive rebound by Team
10:12.0,,,44-26,,D. Smith misses free throw 2 of 2
10:09.0,Defensive rebound by K. Durant,,44-26,,
9:56.0,Turnover by A. Iguodala (traveling),,44-26,,
9:47.0,,,44-29,3,J. Barea makes 3-pt shot from 26 ft (assist by D. Powell)
9:42.0,Turnover by K. Durant (bad pass; steal by W. Matthews),,44-29,,
9:39.0,,,44-31,2,W. Matthews makes 2-pt shot from 6 ft
9:29.0,K. Durant makes 2-pt shot from 13 ft,2,46-31,,
9:21.0,Personal foul by A. Iguodala (drawn by W. Matthews),,46-31,,
9:10.0,,,46-31,,D. Powell misses 3-pt shot from 25 ft
9:06.0,,,46-31,,Offensive rebound by J. Barea
9:06.0,,,46-33,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
9:06.0,,,46-33,,Shooting foul by K. Thompson (drawn by D. Powell)
9:06.0,N. Young enters the game for K. Thompson,,46-33,,
9:06.0,,,46-34,1,D. Powell makes free throw 1 of 1
8:47.0,K. Durant makes 2-pt shot from 12 ft,2,48-34,,
8:24.0,,,48-34,,D. Smith misses 2-pt shot from 2 ft (block by D. West)
8:21.0,,,48-34,,Offensive rebound by D. Smith
8:15.0,,,48-34,,J. Barea misses 2-pt shot from 17 ft
8:11.0,,,48-34,,Offensive rebound by D. Nowitzki
8:11.0,,,48-34,,D. Nowitzki misses 2-pt shot at rim
8:11.0,,,48-34,,Offensive rebound by D. Nowitzki
8:08.0,,,48-36,2,D. Nowitzki makes 2-pt shot at rim
7:54.0,N. Young misses 3-pt shot from 25 ft,,48-36,,
7:51.0,,,48-36,,Defensive rebound by D. Nowitzki
7:46.0,,,48-38,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
7:46.0,Golden State full timeout,,48-38,,
7:46.0,,,48-38,,Y. Ferrell enters the game for J. Barea
7:46.0,,,48-38,,D. Finney-Smith enters the game for W. Matthews
7:46.0,,,48-38,,H. Barnes enters the game for D. Nowitzki
7:29.0,K. Durant misses 2-pt shot from 21 ft,,48-38,,
7:25.0,,,48-38,,Defensive rebound by D. Smith
7:09.0,,,48-38,,Shooting foul by S. Livingston (drawn by D. Smith)
7:09.0,,,48-38,,D. Smith misses free throw 1 of 2
7:09.0,,,48-38,,Offensive rebound by Team
7:09.0,S. Curry enters the game for D. West,,48-38,,
7:09.0,D. Green enters the game for A. Iguodala,,48-38,,
7:09.0,,,48-39,1,D. Smith makes free throw 2 of 2
6:59.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,51-39,,
6:50.0,,,51-39,,D. Powell misses 2-pt shot from 4 ft (block by D. Green)
6:50.0,,,51-39,,Offensive rebound by Team
6:45.0,Personal foul by S. Curry (drawn by Y. Ferrell),,51-39,,
6:45.0,,,51-40,1,Y. Ferrell makes free throw 1 of 2
6:45.0,,,51-41,1,Y. Ferrell makes free throw 2 of 2
6:29.0,S. Livingston makes 2-pt shot from 12 ft,2,53-41,,
6:14.0,,,53-41,,D. Finney-Smith misses 3-pt shot from 25 ft
6:10.0,,,53-41,,Offensive rebound by D. Smith
6:07.0,,,53-44,3,Y. Ferrell makes 3-pt shot from 26 ft (assist by D. Finney-Smith)
5:55.0,K. Durant misses 2-pt shot from 9 ft,,53-44,,
5:52.0,,,53-44,,Defensive rebound by D. Finney-Smith
5:45.0,,,53-44,,D. Powell misses 2-pt shot from 6 ft
5:44.0,Defensive rebound by S. Livingston,,53-44,,
5:40.0,N. Young misses 3-pt shot from 22 ft,,53-44,,
5:37.0,,,53-44,,Defensive rebound by Y. Ferrell
5:15.0,,,53-44,,D. Smith misses 2-pt shot from 12 ft
5:14.0,Defensive rebound by Team,,53-44,,
5:14.0,,,53-44,,Loose ball foul by D. Smith (drawn by N. Young)
5:14.0,,,53-44,,D. Nowitzki enters the game for D. Smith
5:14.0,,,53-44,,J. Barea enters the game for D. Powell
5:07.0,S. Curry misses 3-pt shot from 23 ft,,53-44,,
5:03.0,Offensive rebound by S. Livingston,,53-44,,
4:59.0,D. Green misses 2-pt shot from 2 ft,,53-44,,
4:57.0,,,53-44,,Defensive rebound by D. Nowitzki
4:45.0,,,53-46,2,J. Barea makes 2-pt shot from 20 ft (assist by D. Nowitzki)
4:43.0,Golden State full timeout,,53-46,,
4:43.0,,,53-46,,W. Matthews enters the game for D. Finney-Smith
4:43.0,A. Iguodala enters the game for N. Young,,53-46,,
4:43.0,K. Thompson enters the game for S. Livingston,,53-46,,
4:33.0,Offensive foul by D. Green (drawn by J. Barea),,53-46,,
4:33.0,Turnover by D. Green (offensive foul),,53-46,,
4:22.0,,,53-48,2,H. Barnes makes 2-pt shot at rim (assist by J. Barea)
4:03.0,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Thompson),2,55-48,,
3:44.0,,,55-48,,H. Barnes misses 2-pt shot from 18 ft
3:42.0,Defensive rebound by A. Iguodala,,55-48,,
3:37.0,A. Iguodala makes 2-pt shot from 1 ft,2,57-48,,
3:27.0,,,57-48,,Turnover by D. Nowitzki (offensive goaltending)
3:15.0,Turnover by S. Curry (bad pass; steal by W. Matthews),,57-48,,
3:11.0,,,57-50,2,W. Matthews makes 2-pt shot from 18 ft
2:58.0,S. Curry makes 2-pt shot from 3 ft (assist by D. Green),2,59-50,,
2:58.0,Shooting foul by J. Barea (drawn by S. Curry),,59-50,,
2:58.0,S. Curry makes free throw 1 of 1,1,60-50,,
2:49.0,,,60-52,2,H. Barnes makes 2-pt shot from 1 ft (assist by W. Matthews)
2:39.0,A. Iguodala misses 3-pt shot from 23 ft,,60-52,,
2:36.0,,,60-52,,Defensive rebound by H. Barnes
2:28.0,,,60-54,2,H. Barnes makes 2-pt shot from 2 ft
2:08.0,S. Curry misses 3-pt shot from 22 ft,,60-54,,
2:08.0,,,60-54,,Defensive rebound by Team
2:08.0,Loose ball foul by A. Iguodala (drawn by D. Nowitzki),,60-54,,
2:08.0,,,60-55,1,D. Nowitzki makes free throw 1 of 2
2:08.0,,,60-55,,D. Smith enters the game for J. Barea
2:08.0,,,60-56,1,D. Nowitzki makes free throw 2 of 2
1:55.0,K. Thompson misses 2-pt shot from 17 ft,,60-56,,
1:53.0,,,60-56,,Defensive rebound by D. Nowitzki
1:47.0,,,60-59,3,W. Matthews makes 3-pt shot from 25 ft (assist by H. Barnes)
1:24.0,K. Durant makes 3-pt shot from 24 ft (assist by A. Iguodala),3,63-59,,
1:02.0,,,63-62,3,W. Matthews makes 3-pt shot from 26 ft (assist by D. Nowitzki)
0:52.0,Shooting foul by D. Smith (drawn by S. Curry),,63-62,,
0:52.0,S. Curry makes free throw 1 of 2,1,64-62,,
0:52.0,S. Livingston enters the game for K. Thompson,,64-62,,
0:52.0,S. Curry makes free throw 2 of 2,1,65-62,,
0:34.0,,,65-62,,D. Nowitzki misses 2-pt shot from 22 ft
0:31.0,Defensive rebound by S. Livingston,,65-62,,
0:24.0,S. Curry misses 3-pt shot from 25 ft,,65-62,,
0:21.0,,,65-62,,Defensive rebound by Y. Ferrell
0:04.0,,,65-62,,D. Smith misses 2-pt shot from 5 ft
0:02.0,Defensive rebound by D. Green,,65-62,,
0:01.0,Turnover by D. Green (bad pass; steal by Y. Ferrell),,65-62,,
0:00.0,,,65-62,,Y. Ferrell misses 3-pt shot from 68 ft
0:00.0,,,65-62,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,S. Curry makes technical free throw,1,66-62,,
11:40.0,,,66-62,,W. Matthews misses 3-pt shot from 23 ft
11:36.0,,,66-62,,Offensive rebound by H. Barnes
11:34.0,,,66-64,2,H. Barnes makes 2-pt shot at rim
11:15.0,K. Thompson makes 2-pt shot from 20 ft,2,68-64,,
11:00.0,,,68-66,2,D. Smith makes 2-pt shot at rim
10:44.0,D. Green misses 3-pt shot from 25 ft,,68-66,,
10:44.0,,,68-66,,Defensive rebound by D. Smith
10:35.0,,,68-66,,H. Barnes misses 3-pt shot from 23 ft
10:35.0,Defensive rebound by K. Durant,,68-66,,
10:24.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant),3,71-66,,
10:12.0,,,71-66,,D. Nowitzki misses 2-pt shot from 21 ft
10:10.0,Defensive rebound by D. Green,,71-66,,
10:05.0,K. Thompson misses 3-pt shot from 23 ft,,71-66,,
10:00.0,Offensive rebound by Z. Pachulia,,71-66,,
9:56.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,73-66,,
9:56.0,,,73-66,,Dallas full timeout
9:43.0,,,73-66,,Y. Ferrell misses 2-pt shot from 3 ft (block by K. Thompson)
9:40.0,Defensive rebound by K. Thompson,,73-66,,
9:32.0,K. Durant makes 2-pt shot from 13 ft (assist by D. Green),2,75-66,,
9:17.0,,,75-66,,Shooting foul by Z. Pachulia (drawn by D. Smith)
9:17.0,,,75-66,,D. Smith misses free throw 1 of 2
9:17.0,,,75-66,,Offensive rebound by Team
9:17.0,,,75-66,,D. Smith misses free throw 2 of 2
9:15.0,Defensive rebound by Z. Pachulia,,75-66,,
8:57.0,Z. Pachulia makes 2-pt shot at rim (assist by K. Thompson),2,77-66,,
8:43.0,,,77-66,,D. Nowitzki misses 2-pt shot from 15 ft
8:40.0,,,77-66,,Offensive rebound by H. Barnes
8:40.0,,,77-68,2,H. Barnes makes 2-pt shot at rim
8:26.0,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant),3,80-68,,
8:10.0,,,80-68,,W. Matthews misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by D. Green,,80-68,,
8:00.0,K. Durant misses 2-pt shot from 3 ft,,80-68,,
7:59.0,Offensive rebound by Z. Pachulia,,80-68,,
7:58.0,Z. Pachulia misses 2-pt shot from 1 ft,,80-68,,
7:58.0,Offensive rebound by S. Curry,,80-68,,
7:50.0,Turnover by S. Curry (traveling),,80-68,,
7:32.0,,,80-68,,Turnover by H. Barnes (bad pass; steal by S. Curry)
7:26.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,83-68,,
7:26.0,,,83-68,,Dallas full timeout
7:26.0,,,83-68,,N. Noel enters the game for D. Smith
7:26.0,,,83-68,,J. Barea enters the game for D. Nowitzki
7:15.0,,,83-70,2,J. Barea makes 2-pt shot from 2 ft
6:51.0,K. Durant misses 2-pt shot from 15 ft,,83-70,,
6:48.0,,,83-70,,Defensive rebound by Y. Ferrell
6:35.0,,,83-70,,J. Barea misses 2-pt shot from 21 ft
6:33.0,Defensive rebound by K. Thompson,,83-70,,
6:30.0,Turnover by K. Thompson (lost ball; steal by N. Noel),,83-70,,
6:24.0,,,83-72,2,N. Noel makes 2-pt shot from 1 ft (assist by Y. Ferrell)
6:07.0,Shooting foul by N. Noel (drawn by S. Curry),,83-72,,
6:07.0,S. Curry makes free throw 1 of 2,1,84-72,,
6:07.0,S. Curry makes free throw 2 of 2,1,85-72,,
5:50.0,,,85-72,,Y. Ferrell misses 3-pt shot from 22 ft
5:46.0,Defensive rebound by K. Durant,,85-72,,
5:42.0,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson),2,87-72,,
5:29.0,,,87-74,2,J. Barea makes 2-pt shot from 1 ft
5:18.0,Z. Pachulia misses 2-pt shot from 15 ft,,87-74,,
5:15.0,,,87-74,,Defensive rebound by N. Noel
5:05.0,,,87-77,3,W. Matthews makes 3-pt shot from 24 ft (assist by J. Barea)
5:05.0,Golden State full timeout,,87-77,,
5:05.0,J. McGee enters the game for Z. Pachulia,,87-77,,
5:05.0,A. Iguodala enters the game for K. Durant,,87-77,,
4:50.0,K. Thompson misses 3-pt shot from 25 ft,,87-77,,
4:46.0,Offensive rebound by J. McGee,,87-77,,
4:43.0,S. Curry makes 2-pt shot from 12 ft (assist by J. McGee),2,89-77,,
4:28.0,,,89-77,,H. Barnes misses 3-pt shot from 24 ft
4:24.0,,,89-77,,Offensive rebound by Y. Ferrell
4:23.0,Personal foul by D. Green (drawn by N. Noel),,89-77,,
4:16.0,,,89-77,,H. Barnes misses 3-pt shot from 24 ft
4:12.0,Defensive rebound by A. Iguodala,,89-77,,
4:06.0,Offensive charge foul by K. Thompson (drawn by J. Barea),,89-77,,
4:06.0,Turnover by K. Thompson (offensive foul),,89-77,,
4:06.0,N. Young enters the game for K. Thompson,,89-77,,
3:47.0,,,89-77,,W. Matthews misses 2-pt shot from 7 ft
3:41.0,,,89-77,,Offensive rebound by N. Noel
3:41.0,,,89-77,,N. Noel misses 2-pt shot from 2 ft
3:37.0,,,89-77,,Offensive rebound by N. Noel
3:36.0,,,89-79,2,N. Noel makes 2-pt shot from 4 ft
3:25.0,S. Curry makes 2-pt shot from 8 ft,2,91-79,,
3:13.0,,,91-79,,Turnover by J. Barea (bad pass; steal by D. Green)
3:09.0,S. Curry misses 3-pt shot from 28 ft,,91-79,,
3:06.0,,,91-79,,Defensive rebound by H. Barnes
2:59.0,,,91-79,,W. Matthews misses 3-pt shot from 25 ft
2:57.0,Defensive rebound by Team,,91-79,,
2:57.0,,,91-79,,D. Smith enters the game for Y. Ferrell
2:43.0,D. Green misses 2-pt shot from 17 ft,,91-79,,
2:40.0,,,91-79,,Defensive rebound by N. Noel
2:25.0,,,91-79,,J. Barea misses 2-pt shot from 5 ft (block by J. McGee)
2:25.0,,,91-79,,Offensive rebound by Team
2:23.0,,,91-81,2,W. Matthews makes 2-pt shot from 1 ft (assist by J. Barea)
2:06.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,94-81,,
1:50.0,,,94-83,2,N. Noel makes 2-pt shot from 14 ft (assist by W. Matthews)
1:37.0,Turnover by S. Curry (bad pass; steal by D. Smith),,94-83,,
1:31.0,,,94-83,,Shooting foul by D. Green (drawn by D. Smith)
1:31.0,,,94-84,1,D. Smith makes free throw 1 of 2
1:31.0,,,94-84,,D. Nowitzki enters the game for W. Matthews
1:31.0,,,94-84,,D. Finney-Smith enters the game for H. Barnes
1:31.0,K. Durant enters the game for J. McGee,,94-84,,
1:31.0,J. Bell enters the game for D. Green,,94-84,,
1:31.0,,,94-84,,D. Smith misses free throw 2 of 2
1:28.0,Defensive rebound by K. Durant,,94-84,,
1:20.0,Shooting foul by D. Smith (drawn by K. Durant),,94-84,,
1:20.0,K. Durant misses free throw 1 of 2,,94-84,,
1:20.0,Offensive rebound by Team,,94-84,,
1:20.0,K. Durant makes free throw 2 of 2,1,95-84,,
1:12.0,,,95-84,,Turnover by D. Smith (bad pass; steal by S. Curry)
1:09.0,S. Curry misses 3-pt shot from 24 ft,,95-84,,
1:05.0,,,95-84,,Defensive rebound by D. Smith
0:47.0,,,95-84,,J. Barea misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by A. Iguodala,,95-84,,
0:38.0,K. Durant makes 2-pt shot from 16 ft (assist by A. Iguodala),2,97-84,,
0:31.0,,,97-84,,J. Barea misses 2-pt shot from 6 ft
0:29.0,Defensive rebound by K. Durant,,97-84,,
0:07.0,S. Curry makes 2-pt shot from 22 ft (assist by A. Iguodala),2,99-84,,
0:00.0,,,99-84,,N. Noel misses 2-pt shot from 14 ft
0:00.0,,,99-84,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant),3,102-84,,
11:24.0,,,102-84,,Shooting foul by K. Durant (drawn by D. Nowitzki)
11:24.0,,,102-85,1,D. Nowitzki makes free throw 1 of 2
11:24.0,,,102-85,,D. Powell enters the game for N. Noel
11:24.0,,,102-85,,D. Nowitzki misses free throw 2 of 2
11:21.0,Defensive rebound by A. Iguodala,,102-85,,
11:10.0,Shooting foul by G. Clavell (drawn by K. Durant),,102-85,,
11:10.0,K. Durant makes free throw 1 of 2,1,103-85,,
11:10.0,,,103-85,,W. Matthews enters the game for G. Clavell
11:10.0,K. Durant makes free throw 2 of 2,1,104-85,,
10:46.0,,,104-85,,W. Matthews misses 2-pt shot from 13 ft
10:44.0,,,104-85,,Offensive rebound by D. Powell
10:42.0,,,104-85,,W. Matthews misses 3-pt shot from 25 ft
10:39.0,Defensive rebound by K. Durant,,104-85,,
10:35.0,K. Durant makes 3-pt shot from 26 ft,3,107-85,,
10:17.0,,,107-87,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by J. Barea)
10:04.0,K. Thompson misses 3-pt shot from 25 ft,,107-87,,
10:02.0,,,107-87,,Defensive rebound by D. Nowitzki
9:57.0,,,107-87,,J. Barea misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by D. West,,107-87,,
9:49.0,,,107-87,,Personal foul by J. Barea (drawn by K. Durant)
9:49.0,,,107-87,,Y. Ferrell enters the game for D. Smith
9:38.0,K. Thompson makes 2-pt shot from 11 ft,2,109-87,,
9:24.0,,,109-87,,Turnover by D. Powell (bad pass)
9:17.0,K. Thompson misses 3-pt shot from 24 ft,,109-87,,
9:15.0,,,109-87,,Defensive rebound by J. Barea
9:01.0,,,109-89,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea)
8:41.0,A. Iguodala misses 3-pt shot from 25 ft,,109-89,,
8:39.0,,,109-89,,Defensive rebound by W. Matthews
8:34.0,Personal foul by D. West (drawn by D. Nowitzki),,109-89,,
8:24.0,,,109-89,,Y. Ferrell misses 2-pt shot from 6 ft
8:22.0,Defensive rebound by D. West,,109-89,,
8:15.0,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Durant),2,111-89,,
8:14.0,,,111-89,,Dallas full timeout
8:14.0,,,111-89,,H. Barnes enters the game for D. Powell
8:01.0,,,111-89,,H. Barnes misses 2-pt shot from 2 ft (block by D. West)
7:59.0,Defensive rebound by A. Iguodala,,111-89,,
7:47.0,Turnover by K. Durant (lost ball; steal by W. Matthews),,111-89,,
7:28.0,,,111-89,,D. Nowitzki misses 2-pt shot from 17 ft
