time,Orlando,pts.away,score,pts.home,Philadelphia
7:01.0,,,13-6,,R. Covington misses 2-pt shot from 3 ft (block by N. Vucevic)
6:58.0,Defensive rebound by E. Fournier,,13-6,,
6:54.0,J. Simmons misses 2-pt shot from 3 ft,,13-6,,
6:53.0,Offensive rebound by A. Gordon,,13-6,,
6:51.0,A. Gordon makes 2-pt shot from 1 ft,2,15-6,,
6:39.0,,,15-6,,J. Embiid misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by A. Gordon,,15-6,,
6:32.0,Turnover by A. Gordon (traveling),,15-6,,
6:32.0,,,15-6,,R. Holmes enters the game for J. Embiid
6:26.0,,,15-8,2,B. Simmons makes 2-pt shot from 1 ft
6:01.0,N. Vucevic misses 2-pt shot from 13 ft,,15-8,,
5:59.0,,,15-8,,Defensive rebound by D. Saric
5:49.0,,,15-10,2,B. Simmons makes 2-pt shot from 4 ft (assist by R. Covington)
5:32.0,,,15-10,,Personal foul by R. Holmes (drawn by N. Vucevic)
5:26.0,Turnover by N. Vucevic (bad pass),,15-10,,
5:12.0,,,15-10,,B. Simmons misses 2-pt shot from 10 ft
5:09.0,Defensive rebound by D. Augustin,,15-10,,
5:01.0,A. Gordon misses 2-pt shot from 11 ft,,15-10,,
4:58.0,,,15-10,,Defensive rebound by R. Holmes
4:53.0,,,15-10,,B. Simmons misses 2-pt shot from 1 ft
4:52.0,Defensive rebound by E. Fournier,,15-10,,
4:45.0,J. Simmons misses 2-pt shot from 3 ft,,15-10,,
4:43.0,,,15-10,,Defensive rebound by R. Holmes
4:39.0,,,15-12,2,D. Saric makes 2-pt shot from 2 ft (assist by B. Simmons)
4:32.0,Orlando full timeout,,15-12,,
4:32.0,B. Biyombo enters the game for A. Gordon,,15-12,,
4:32.0,M. Hezonja enters the game for N. Vucevic,,15-12,,
4:26.0,E. Fournier misses 3-pt shot from 25 ft,,15-12,,
4:21.0,,,15-12,,Defensive rebound by R. Holmes
4:14.0,,,15-14,2,R. Holmes makes 2-pt shot at rim (assist by T. McConnell)
3:55.0,D. Augustin makes 3-pt shot from 28 ft (assist by E. Fournier),3,18-14,,
3:33.0,,,18-16,2,B. Simmons makes 2-pt shot from 4 ft (assist by R. Covington)
3:11.0,B. Biyombo misses 2-pt shot from 12 ft,,18-16,,
3:08.0,,,18-16,,Defensive rebound by D. Saric
2:59.0,,,18-16,,T. McConnell misses 3-pt shot from 23 ft
2:55.0,,,18-16,,Offensive rebound by R. Holmes
2:54.0,,,18-19,3,R. Covington makes 3-pt shot from 27 ft (assist by R. Holmes)
2:39.0,,,18-19,,Personal foul by T. McConnell (drawn by D. Augustin)
2:39.0,,,18-19,,J. Redick enters the game for D. Saric
2:39.0,,,18-19,,M. Belinelli enters the game for R. Holmes
2:39.0,,,18-19,,J. Embiid enters the game for B. Simmons
2:39.0,,,18-19,,T. Booker enters the game for R. Covington
2:39.0,S. Mack enters the game for D. Augustin,,18-19,,
2:39.0,W. Iwundu enters the game for J. Simmons,,18-19,,
2:39.0,Turnover by Team (turnover),,18-19,,
2:23.0,,,18-21,2,J. Embiid makes 2-pt shot from 11 ft
1:54.0,E. Fournier misses 2-pt shot from 10 ft,,18-21,,
1:54.0,,,18-21,,Defensive rebound by Team
1:54.0,Loose ball foul by B. Biyombo (drawn by M. Belinelli),,18-21,,
1:38.0,Personal foul by B. Biyombo (drawn by J. Embiid),,18-21,,
1:38.0,,,18-22,1,J. Embiid makes free throw 1 of 2
1:38.0,,,18-23,1,J. Embiid makes free throw 2 of 2
1:24.0,M. Hezonja misses 2-pt shot from 18 ft,,18-23,,
1:22.0,,,18-23,,Defensive rebound by J. Embiid
1:10.0,,,18-23,,Shooting foul by B. Biyombo (drawn by J. Embiid)
1:10.0,,,18-24,1,J. Embiid makes free throw 1 of 2
1:10.0,K. Birch enters the game for B. Biyombo,,18-24,,
1:10.0,,,18-25,1,J. Embiid makes free throw 2 of 2
0:53.0,E. Fournier misses 2-pt shot from 4 ft,,18-25,,
0:52.0,Offensive rebound by K. Birch,,18-25,,
0:52.0,Shooting foul by T. Booker (drawn by K. Birch),,18-25,,
0:52.0,K. Birch misses free throw 1 of 2,,18-25,,
0:52.0,Offensive rebound by Team,,18-25,,
0:52.0,K. Birch misses free throw 2 of 2,,18-25,,
0:50.0,,,18-25,,Defensive rebound by J. Embiid
0:34.0,,,18-27,2,J. Redick makes 2-pt shot from 17 ft (assist by J. Embiid)
0:13.0,S. Mack misses 2-pt shot from 12 ft,,18-27,,
0:11.0,,,18-27,,Defensive rebound by J. Embiid
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,18-27,,Shooting foul by M. Hezonja (drawn by J. Embiid)
11:47.0,,,18-28,1,J. Embiid makes free throw 1 of 2
11:47.0,,,18-28,,J. Embiid misses free throw 2 of 2
11:44.0,Defensive rebound by S. Mack,,18-28,,
11:32.0,M. Hezonja makes 2-pt shot from 7 ft (assist by S. Mack),2,20-28,,
11:18.0,,,20-28,,M. Belinelli misses 2-pt shot from 19 ft
11:16.0,,,20-28,,Offensive rebound by T. Booker
11:14.0,,,20-30,2,T. Booker makes 2-pt shot from 3 ft
11:01.0,Shooting foul by J. Embiid (drawn by K. Birch),,20-30,,
11:01.0,K. Birch misses free throw 1 of 2,,20-30,,
11:01.0,Offensive rebound by Team,,20-30,,
11:01.0,K. Birch makes free throw 2 of 2,1,21-30,,
10:46.0,,,21-33,3,J. Redick makes 3-pt shot from 25 ft (assist by T. McConnell)
10:32.0,S. Mack misses 2-pt shot from 12 ft,,21-33,,
10:26.0,,,21-33,,Defensive rebound by J. Embiid
10:09.0,,,21-35,2,J. Redick makes 2-pt shot from 5 ft
9:53.0,W. Iwundu makes 2-pt shot from 13 ft (assist by K. Birch),2,23-35,,
9:36.0,,,23-35,,Shooting foul by K. Birch (drawn by J. Embiid)
9:36.0,,,23-35,,J. Embiid misses free throw 1 of 2
9:36.0,,,23-35,,Offensive rebound by Team
9:36.0,N. Vucevic enters the game for M. Hezonja,,23-35,,
9:36.0,,,23-36,1,J. Embiid makes free throw 2 of 2
9:13.0,A. Afflalo makes 3-pt shot from 24 ft (assist by K. Birch),3,26-36,,
8:50.0,,,26-38,2,J. Embiid makes 2-pt shot from 10 ft
8:32.0,Turnover by N. Vucevic (out of bounds lost ball),,26-38,,
8:32.0,,,26-38,,B. Simmons enters the game for J. Redick
8:20.0,,,26-38,,Turnover by M. Belinelli (bad pass; steal by W. Iwundu)
8:12.0,,,26-38,,Personal foul by M. Belinelli (drawn by A. Afflalo)
8:12.0,,,26-38,,D. Saric enters the game for T. Booker
8:12.0,M. Hezonja enters the game for K. Birch,,26-38,,
8:06.0,A. Afflalo misses 3-pt shot from 26 ft,,26-38,,
8:04.0,,,26-38,,Defensive rebound by Team
8:04.0,,,26-38,,R. Covington enters the game for M. Belinelli
7:51.0,,,26-41,3,J. Embiid makes 3-pt shot from 26 ft (assist by B. Simmons)
7:45.0,Orlando full timeout,,26-41,,
7:45.0,,,26-41,,R. Holmes enters the game for J. Embiid
7:37.0,N. Vucevic misses 3-pt shot from 25 ft,,26-41,,
7:34.0,,,26-41,,Defensive rebound by B. Simmons
7:17.0,,,26-41,,T. McConnell misses 2-pt shot from 13 ft
7:08.0,,,26-41,,Offensive rebound by D. Saric
7:08.0,,,26-41,,D. Saric misses 2-pt shot at rim
7:06.0,Defensive rebound by N. Vucevic,,26-41,,
6:57.0,N. Vucevic misses 2-pt shot from 6 ft,,26-41,,
6:53.0,,,26-41,,Defensive rebound by D. Saric
6:47.0,,,26-41,,D. Saric misses 3-pt shot from 26 ft
6:43.0,Defensive rebound by N. Vucevic,,26-41,,
6:34.0,N. Vucevic makes 2-pt shot from 1 ft (assist by S. Mack),2,28-41,,
6:27.0,,,28-41,,Shooting foul by A. Afflalo (drawn by B. Simmons)
6:27.0,,,28-42,1,B. Simmons makes free throw 1 of 2
6:27.0,,,28-42,,M. Belinelli enters the game for T. McConnell
6:27.0,J. Simmons enters the game for W. Iwundu,,28-42,,
6:27.0,,,28-43,1,B. Simmons makes free throw 2 of 2
6:17.0,Turnover by S. Mack (bad pass; steal by R. Holmes),,28-43,,
6:13.0,,,28-43,,Turnover by R. Holmes (bad pass; steal by M. Hezonja)
6:03.0,M. Hezonja makes 3-pt shot from 26 ft (assist by S. Mack),3,31-43,,
5:50.0,,,31-46,3,R. Covington makes 3-pt shot from 26 ft (assist by D. Saric)
5:30.0,Shooting foul by R. Holmes (drawn by N. Vucevic),,31-46,,
5:30.0,N. Vucevic makes free throw 1 of 2,1,32-46,,
5:30.0,A. Gordon enters the game for A. Afflalo,,32-46,,
5:30.0,D. Augustin enters the game for S. Mack,,32-46,,
5:30.0,N. Vucevic makes free throw 2 of 2,1,33-46,,
5:13.0,,,33-46,,R. Covington misses 3-pt shot from 27 ft
5:08.0,Defensive rebound by N. Vucevic,,33-46,,
5:01.0,Turnover by N. Vucevic (bad pass),,33-46,,
4:47.0,,,33-49,3,R. Covington makes 3-pt shot from 25 ft (assist by B. Simmons)
4:26.0,Turnover by M. Hezonja (out of bounds lost ball),,33-49,,
4:26.0,,,33-49,,Philadelphia full timeout
4:26.0,E. Fournier enters the game for M. Hezonja,,33-49,,
4:12.0,,,33-49,,Turnover by M. Belinelli (bad pass; steal by N. Vucevic)
3:58.0,A. Gordon misses 2-pt shot from 20 ft,,33-49,,
3:54.0,,,33-49,,Defensive rebound by R. Holmes
3:46.0,,,33-51,2,M. Belinelli makes 2-pt shot from 1 ft (assist by B. Simmons)
3:23.0,J. Simmons misses 2-pt shot from 2 ft,,33-51,,
3:20.0,,,33-51,,Defensive rebound by B. Simmons
3:17.0,,,33-54,3,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons)
2:50.0,N. Vucevic misses 2-pt shot from 15 ft,,33-54,,
2:47.0,,,33-54,,Defensive rebound by D. Saric
2:42.0,,,33-54,,Turnover by R. Covington (lost ball; steal by J. Simmons)
2:40.0,,,33-54,,Personal foul by B. Simmons (drawn by D. Augustin)
2:40.0,,,33-54,,J. Embiid enters the game for M. Belinelli
2:40.0,,,33-54,,J. Redick enters the game for R. Holmes
2:34.0,D. Augustin misses 2-pt shot from 7 ft,,33-54,,
2:30.0,,,33-54,,Defensive rebound by D. Saric
2:19.0,,,33-56,2,B. Simmons makes 2-pt shot from 4 ft
2:14.0,Orlando full timeout,,33-56,,
1:59.0,D. Augustin makes 3-pt shot from 25 ft (assist by N. Vucevic),3,36-56,,
1:46.0,,,36-56,,J. Embiid misses 2-pt shot from 8 ft (block by N. Vucevic)
1:43.0,Defensive rebound by J. Simmons,,36-56,,
1:39.0,N. Vucevic misses 3-pt shot from 26 ft,,36-56,,
1:35.0,,,36-56,,Defensive rebound by R. Covington
1:27.0,,,36-56,,D. Saric misses 3-pt shot from 26 ft
1:24.0,Defensive rebound by N. Vucevic,,36-56,,
1:18.0,A. Gordon misses 3-pt shot from 26 ft,,36-56,,
1:15.0,,,36-56,,Defensive rebound by J. Embiid
1:08.0,,,36-56,,Turnover by B. Simmons (bad pass)
0:58.0,,,36-56,,Personal foul by J. Embiid (drawn by E. Fournier)
0:58.0,E. Fournier makes free throw 1 of 2,1,37-56,,
0:58.0,E. Fournier makes free throw 2 of 2,1,38-56,,
0:48.0,Personal foul by E. Fournier (drawn by R. Covington),,38-56,,
0:38.0,,,38-58,2,J. Embiid makes 2-pt shot at rim
0:18.0,D. Augustin misses 2-pt shot at rim,,38-58,,
0:18.0,,,38-58,,Defensive rebound by J. Embiid
0:14.0,,,38-58,,J. Redick misses 2-pt shot from 17 ft
0:14.0,Defensive rebound by N. Vucevic,,38-58,,
0:02.0,Shooting foul by R. Covington (drawn by E. Fournier),,38-58,,
0:02.0,E. Fournier makes free throw 1 of 2,1,39-58,,
0:02.0,E. Fournier makes free throw 2 of 2,1,40-58,,
0:01.0,,,40-58,,R. Covington misses 3-pt shot from 49 ft
0:01.0,,,40-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Personal foul by D. Augustin (drawn by J. Embiid),,40-58,,
11:37.0,,,40-60,2,J. Embiid makes 2-pt shot from 1 ft (assist by J. Redick)
11:18.0,E. Fournier makes 2-pt shot from 4 ft,2,42-60,,
11:12.0,,,42-62,2,D. Saric makes 2-pt shot from 1 ft (assist by B. Simmons)
10:51.0,N. Vucevic makes 3-pt shot from 27 ft (assist by A. Gordon),3,45-62,,
10:34.0,,,45-64,2,J. Redick makes 2-pt shot from 4 ft (assist by D. Saric)
10:22.0,D. Augustin makes 2-pt shot from 1 ft,2,47-64,,
10:07.0,,,47-67,3,D. Saric makes 3-pt shot from 27 ft (assist by R. Covington)
9:51.0,Turnover by E. Fournier (bad pass),,47-67,,
9:37.0,,,47-69,2,J. Redick makes 2-pt shot from 17 ft (assist by D. Saric)
9:18.0,A. Gordon misses 2-pt shot from 13 ft,,47-69,,
9:15.0,,,47-69,,Defensive rebound by R. Covington
9:06.0,,,47-69,,J. Embiid misses 2-pt shot from 3 ft (block by A. Gordon)
9:02.0,Defensive rebound by E. Fournier,,47-69,,
9:00.0,,,47-69,,Personal foul by B. Simmons (drawn by E. Fournier)
8:56.0,A. Gordon misses 2-pt shot from 18 ft,,47-69,,
8:53.0,,,47-69,,Defensive rebound by J. Embiid
8:46.0,,,47-69,,J. Embiid misses 3-pt shot from 28 ft
8:42.0,Defensive rebound by J. Simmons,,47-69,,
8:35.0,N. Vucevic misses 3-pt shot from 25 ft,,47-69,,
8:33.0,,,47-69,,Defensive rebound by J. Embiid
8:26.0,,,47-69,,D. Saric misses 3-pt shot from 28 ft
8:24.0,Defensive rebound by Team,,47-69,,
8:24.0,,,47-69,,T. McConnell enters the game for J. Redick
8:13.0,N. Vucevic makes 2-pt shot from 2 ft (assist by A. Gordon),2,49-69,,
7:52.0,Personal foul by E. Fournier (drawn by J. Embiid),,49-69,,
7:35.0,,,49-69,,R. Covington misses 3-pt shot from 25 ft
7:34.0,,,49-69,,Offensive rebound by B. Simmons
7:34.0,,,49-69,,Shooting foul by N. Vucevic (drawn by D. Saric)
7:34.0,,,49-70,1,D. Saric makes free throw 1 of 2
7:34.0,,,49-70,,R. Holmes enters the game for J. Embiid
7:34.0,B. Biyombo enters the game for N. Vucevic,,49-70,,
7:34.0,,,49-71,1,D. Saric makes free throw 2 of 2
7:20.0,J. Simmons misses 2-pt shot from 8 ft (block by R. Holmes),,49-71,,
7:20.0,Offensive rebound by Team,,49-71,,
7:16.0,D. Augustin misses 3-pt shot from 23 ft,,49-71,,
7:13.0,Offensive rebound by A. Gordon,,49-71,,
7:12.0,A. Gordon makes 2-pt shot at rim,2,51-71,,
6:46.0,,,51-71,,D. Saric misses 2-pt shot from 8 ft
6:45.0,Defensive rebound by E. Fournier,,51-71,,
6:41.0,E. Fournier misses 3-pt shot from 26 ft,,51-71,,
6:36.0,Offensive rebound by B. Biyombo,,51-71,,
6:34.0,A. Gordon makes 3-pt shot from 26 ft (assist by D. Augustin),3,54-71,,
6:34.0,,,54-71,,Philadelphia full timeout
6:12.0,,,54-73,2,B. Simmons makes 2-pt shot from 6 ft (assist by D. Saric)
5:56.0,E. Fournier makes 3-pt shot from 27 ft,3,57-73,,
5:42.0,,,57-73,,D. Saric misses 2-pt shot from 22 ft
5:39.0,Defensive rebound by B. Biyombo,,57-73,,
5:30.0,A. Gordon makes 3-pt shot from 25 ft,3,60-73,,
5:08.0,,,60-73,,R. Covington misses 3-pt shot from 27 ft
5:06.0,Defensive rebound by Team,,60-73,,
4:53.0,D. Augustin misses 3-pt shot from 25 ft,,60-73,,
4:49.0,,,60-73,,Defensive rebound by R. Holmes
4:42.0,Personal foul by E. Fournier (drawn by T. McConnell),,60-73,,
4:42.0,,,60-73,,M. Belinelli enters the game for R. Covington
4:42.0,M. Hezonja enters the game for J. Simmons,,60-73,,
4:30.0,,,60-73,,M. Belinelli misses 2-pt shot from 19 ft
4:26.0,Defensive rebound by M. Hezonja,,60-73,,
4:19.0,E. Fournier misses 3-pt shot from 25 ft,,60-73,,
4:17.0,,,60-73,,Defensive rebound by R. Holmes
4:11.0,,,60-73,,M. Belinelli misses 3-pt shot from 28 ft
4:11.0,,,60-73,,Offensive rebound by R. Holmes
4:08.0,Personal foul by A. Gordon (drawn by M. Belinelli),,60-73,,
4:08.0,,,60-74,1,M. Belinelli makes free throw 1 of 2
4:08.0,,,60-74,,T. Booker enters the game for D. Saric
4:08.0,,,60-74,,J. Redick enters the game for R. Holmes
4:08.0,,,60-74,,J. Embiid enters the game for B. Simmons
4:08.0,S. Mack enters the game for D. Augustin,,60-74,,
4:08.0,,,60-75,1,M. Belinelli makes free throw 2 of 2
3:48.0,S. Mack makes 2-pt shot from 18 ft (assist by B. Biyombo),2,62-75,,
3:35.0,,,62-77,2,J. Embiid makes 2-pt shot from 1 ft (assist by J. Redick)
3:35.0,Orlando full timeout,,62-77,,
3:18.0,M. Hezonja misses 2-pt shot from 13 ft,,62-77,,
3:16.0,,,62-77,,Defensive rebound by J. Embiid
3:09.0,,,62-80,3,M. Belinelli makes 3-pt shot from 26 ft (assist by T. McConnell)
2:51.0,S. Mack makes 3-pt shot from 26 ft (assist by M. Hezonja),3,65-80,,
2:27.0,,,65-80,,Turnover by M. Belinelli (out of bounds lost ball)
2:15.0,E. Fournier misses 3-pt shot from 28 ft,,65-80,,
2:13.0,,,65-80,,Defensive rebound by T. Booker
2:03.0,,,65-82,2,J. Embiid makes 2-pt shot from 1 ft (assist by T. McConnell)
1:45.0,B. Biyombo makes 2-pt shot from 1 ft (assist by A. Gordon),2,67-82,,
1:28.0,,,67-82,,M. Belinelli misses 3-pt shot from 24 ft
1:25.0,,,67-82,,Offensive rebound by J. Embiid
1:10.0,,,67-82,,Shooting foul by B. Biyombo (drawn by J. Embiid)
1:10.0,,,67-82,,J. Embiid misses free throw 1 of 2
1:10.0,,,67-82,,Offensive rebound by Team
1:10.0,A. Afflalo enters the game for A. Gordon,,67-82,,
1:10.0,W. Iwundu enters the game for E. Fournier,,67-82,,
1:10.0,,,67-83,1,J. Embiid makes free throw 2 of 2
0:59.0,B. Biyombo makes 2-pt shot at rim (assist by S. Mack),2,69-83,,
0:49.0,,,69-83,,Turnover by T. McConnell (out of bounds lost ball)
0:39.0,Shooting foul by T. Booker (drawn by M. Hezonja),,69-83,,
0:39.0,M. Hezonja makes free throw 1 of 2,1,70-83,,
0:39.0,M. Hezonja makes free throw 2 of 2,1,71-83,,
0:32.0,,,71-83,,T. McConnell misses 2-pt shot from 12 ft
0:31.0,,,71-83,,Offensive rebound by J. Embiid
0:28.0,,,71-85,2,J. Embiid makes 2-pt shot from 14 ft
0:05.0,S. Mack misses 2-pt shot from 3 ft (block by J. Embiid),,71-85,,
0:05.0,Offensive rebound by Team,,71-85,,
0:03.0,M. Hezonja misses 2-pt shot from 15 ft (block by T. Booker),,71-85,,
0:03.0,Offensive rebound by Team,,71-85,,
0:03.0,Turnover by Team (shot clock),,71-85,,
0:00.0,,,71-87,2,T. McConnell makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Hezonja misses 2-pt shot from 13 ft,,71-87,,
11:39.0,,,71-87,,Defensive rebound by T. Booker
11:33.0,,,71-87,,Turnover by T. Booker (traveling)
11:17.0,M. Hezonja misses 2-pt shot from 20 ft,,71-87,,
11:14.0,,,71-87,,Defensive rebound by M. Belinelli
11:06.0,,,71-87,,Turnover by T. McConnell (bad pass; steal by M. Hezonja)
10:57.0,S. Mack makes 2-pt shot from 15 ft (assist by M. Hezonja),2,73-87,,
10:36.0,,,73-89,2,J. Redick makes 2-pt shot from 21 ft (assist by T. McConnell)
10:14.0,Shooting foul by T. Booker (drawn by W. Iwundu),,73-89,,
10:14.0,W. Iwundu makes free throw 1 of 2,1,74-89,,
10:14.0,W. Iwundu makes free throw 2 of 2,1,75-89,,
10:02.0,,,75-89,,J. Redick misses 3-pt shot from 26 ft
9:57.0,,,75-89,,Offensive rebound by J. Embiid
9:52.0,,,75-89,,Shooting foul by W. Iwundu (drawn by J. Redick)
9:52.0,,,75-90,1,J. Redick makes free throw 1 of 3
9:52.0,,,75-91,1,J. Redick makes free throw 2 of 3
9:52.0,J. Simmons enters the game for W. Iwundu,,75-91,,
9:52.0,,,75-92,1,J. Redick makes free throw 3 of 3
9:39.0,Turnover by S. Mack (bad pass; steal by T. McConnell),,75-92,,
9:31.0,,,75-92,,J. Embiid misses 3-pt shot from 26 ft
9:27.0,,,75-92,,Offensive rebound by T. McConnell
9:22.0,,,75-95,3,T. Booker makes 3-pt shot from 26 ft (assist by J. Redick)
8:58.0,Turnover by B. Biyombo (lost ball; steal by T. McConnell),,75-95,,
8:44.0,,,75-95,,J. Embiid misses 2-pt shot from 16 ft
8:41.0,Defensive rebound by J. Simmons,,75-95,,
8:39.0,M. Hezonja makes 2-pt shot from 1 ft (assist by J. Simmons),2,77-95,,
8:39.0,N. Vucevic enters the game for B. Biyombo,,77-95,,
8:39.0,,,77-95,,B. Simmons enters the game for T. McConnell
8:39.0,,,77-95,,R. Holmes enters the game for J. Redick
8:39.0,,,77-95,,R. Covington enters the game for J. Embiid
8:39.0,E. Fournier enters the game for M. Hezonja,,77-95,,
8:26.0,,,77-97,2,B. Simmons makes 2-pt shot from 11 ft
8:06.0,Shooting foul by R. Covington (drawn by A. Afflalo),,77-97,,
8:06.0,A. Afflalo makes free throw 1 of 2,1,78-97,,
8:06.0,A. Afflalo makes free throw 2 of 2,1,79-97,,
7:55.0,,,79-99,2,M. Belinelli makes 2-pt shot from 20 ft (assist by R. Holmes)
7:40.0,J. Simmons misses 3-pt shot from 26 ft,,79-99,,
7:37.0,,,79-99,,Defensive rebound by R. Covington
7:29.0,,,79-99,,R. Holmes misses 2-pt shot from 3 ft (block by E. Fournier)
7:25.0,Defensive rebound by E. Fournier,,79-99,,
7:22.0,A. Afflalo makes 3-pt shot from 24 ft (assist by E. Fournier),3,82-99,,
7:12.0,,,82-99,,Shooting foul by J. Simmons (drawn by B. Simmons)
7:12.0,,,82-99,,B. Simmons misses free throw 1 of 2
7:12.0,,,82-99,,Offensive rebound by Team
7:12.0,A. Gordon enters the game for S. Mack,,82-99,,
7:12.0,,,82-100,1,B. Simmons makes free throw 2 of 2
6:52.0,J. Simmons makes 2-pt shot from 2 ft (assist by N. Vucevic),2,84-100,,
6:40.0,,,84-102,2,B. Simmons makes 2-pt shot from 6 ft (assist by M. Belinelli)
6:40.0,Orlando full timeout,,84-102,,
6:40.0,M. Hezonja enters the game for A. Afflalo,,84-102,,
6:28.0,,,84-102,,Personal foul by M. Belinelli (drawn by M. Hezonja)
6:28.0,Turnover by E. Fournier (turnover),,84-102,,
6:18.0,Personal foul by E. Fournier (drawn by R. Covington),,84-102,,
6:15.0,,,84-104,2,M. Belinelli makes 2-pt shot from 1 ft (assist by R. Covington)
5:56.0,Jump ball: B. Simmons vs. J. Simmons (M. Belinelli gains possession),,,,Jump ball: B. Simmons vs. J. Simmons (M. Belinelli gains possession)
5:56.0,,,84-104,,T. Luwawu-Cabarrot enters the game for R. Covington
5:56.0,Turnover by J. Simmons (lost ball; steal by B. Simmons),,84-104,,
5:50.0,,,84-104,,M. Belinelli misses 2-pt shot from 9 ft (block by M. Hezonja)
5:50.0,,,84-104,,Offensive rebound by Team
5:50.0,,,84-104,,T. McConnell enters the game for B. Simmons
5:45.0,,,84-106,2,R. Holmes makes 2-pt shot from 15 ft (assist by M. Belinelli)
5:30.0,A. Gordon misses 3-pt shot from 26 ft,,84-106,,
5:28.0,Offensive rebound by E. Fournier,,84-106,,
5:24.0,E. Fournier makes 2-pt shot from 2 ft,2,86-106,,
5:24.0,Shooting foul by T. Luwawu-Cabarrot (drawn by E. Fournier),,86-106,,
5:24.0,E. Fournier makes free throw 1 of 1,1,87-106,,
5:05.0,,,87-106,,M. Belinelli misses 2-pt shot from 13 ft
5:03.0,Defensive rebound by A. Gordon,,87-106,,
4:50.0,E. Fournier makes 2-pt shot from 7 ft (assist by A. Gordon),2,89-106,,
4:32.0,,,89-106,,T. Luwawu-Cabarrot misses 3-pt shot from 27 ft
4:29.0,Defensive rebound by A. Gordon,,89-106,,
4:24.0,J. Simmons makes 3-pt shot from 22 ft (assist by A. Gordon),3,92-106,,
4:23.0,,,92-106,,Philadelphia full timeout
4:13.0,,,92-108,2,M. Belinelli makes 2-pt shot from 2 ft (assist by R. Holmes)
3:52.0,A. Gordon makes 3-pt shot from 24 ft (assist by J. Simmons),3,95-108,,
3:29.0,,,95-108,,Turnover by M. Belinelli (bad pass; steal by M. Hezonja)
3:26.0,M. Hezonja makes 2-pt shot from 1 ft,2,97-108,,
3:02.0,,,97-108,,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft
