time,Boston,pts.away,score,pts.home,Cleveland
5:52.0,M. Smart misses 2-pt shot from 4 ft,,12-9,,
5:49.0,,,12-9,,Defensive rebound by L. James
5:44.0,,,12-11,2,L. James makes 2-pt shot from 21 ft
5:31.0,K. Irving makes 2-pt shot from 15 ft,2,14-11,,
5:08.0,,,14-13,2,D. Rose makes 2-pt shot from 1 ft
4:56.0,K. Irving misses 3-pt shot from 24 ft,,14-13,,
4:52.0,,,14-13,,Defensive rebound by D. Rose
4:47.0,,,14-13,,J. Smith misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by M. Smart,,14-13,,
4:39.0,M. Smart misses 2-pt shot from 2 ft,,14-13,,
4:33.0,Offensive rebound by J. Tatum,,14-13,,
4:33.0,J. Tatum misses 2-pt shot at rim,,14-13,,
4:33.0,,,14-13,,Defensive rebound by T. Thompson
4:31.0,,,14-15,2,L. James makes 2-pt shot from 1 ft
4:26.0,J. Brown makes 2-pt shot from 1 ft (assist by K. Irving),2,16-15,,
4:26.0,Shooting foul by T. Thompson (drawn by J. Brown),,16-15,,
4:26.0,,,16-15,,I. Shumpert enters the game for D. Rose
4:26.0,A. Baynes enters the game for A. Horford,,16-15,,
4:26.0,J. Brown makes free throw 1 of 1,1,17-15,,
4:05.0,,,17-17,2,T. Thompson makes 2-pt shot at rim (assist by J. Smith)
3:52.0,J. Brown misses 3-pt shot from 26 ft,,17-17,,
3:49.0,,,17-17,,Defensive rebound by J. Crowder
3:39.0,,,17-17,,I. Shumpert misses 2-pt shot from 21 ft
3:37.0,Defensive rebound by M. Smart,,17-17,,
3:28.0,M. Smart misses 2-pt shot from 2 ft,,17-17,,
3:25.0,,,17-17,,Defensive rebound by L. James
3:21.0,,,17-20,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
2:58.0,M. Smart misses 3-pt shot from 25 ft,,17-20,,
2:54.0,Offensive rebound by J. Tatum,,17-20,,
2:41.0,Turnover by A. Baynes (lost ball; steal by I. Shumpert),,17-20,,
2:38.0,,,17-22,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
2:38.0,Boston full timeout,,17-22,,
2:38.0,,,17-22,,J. Green enters the game for L. James
2:38.0,,,17-22,,D. Wade enters the game for J. Crowder
2:38.0,S. Ojeleye enters the game for J. Tatum,,17-22,,
2:38.0,T. Rozier enters the game for K. Irving,,17-22,,
2:38.0,,,17-22,,Shooting foul by A. Baynes (drawn by T. Thompson)
2:38.0,,,17-23,1,T. Thompson makes free throw 1 of 1
2:17.0,J. Brown misses 3-pt shot from 25 ft,,17-23,,
2:15.0,,,17-23,,Defensive rebound by T. Thompson
2:03.0,,,17-23,,J. Green misses 2-pt shot from 7 ft
2:03.0,Defensive rebound by J. Brown,,17-23,,
1:42.0,M. Smart misses 2-pt shot from 16 ft,,17-23,,
1:41.0,Offensive rebound by Team,,17-23,,
1:40.0,Turnover by Team (shot clock),,17-23,,
1:26.0,,,17-25,2,J. Smith makes 2-pt shot from 9 ft
1:26.0,,,17-25,,Shooting foul by J. Brown (drawn by J. Smith)
1:26.0,,,17-26,1,J. Smith makes free throw 1 of 1
1:13.0,M. Smart misses 2-pt shot from 10 ft,,17-26,,
1:13.0,,,17-26,,Defensive rebound by T. Thompson
1:06.0,,,17-26,,Offensive charge foul by J. Green (drawn by S. Ojeleye)
1:06.0,,,17-26,,Turnover by J. Green (offensive foul)
0:55.0,T. Rozier makes 2-pt shot from 8 ft,2,19-26,,
0:41.0,,,19-28,2,D. Wade makes 2-pt shot from 18 ft (assist by T. Thompson)
0:41.0,,,19-28,,Shooting foul by M. Smart (drawn by D. Wade)
0:41.0,A. Horford enters the game for J. Brown,,19-28,,
0:41.0,,,19-29,1,D. Wade makes free throw 1 of 1
0:25.0,T. Rozier misses 3-pt shot from 24 ft,,19-29,,
0:22.0,,,19-29,,Defensive rebound by I. Shumpert
0:00.0,,,19-29,,T. Thompson misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by A. Baynes,,19-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,19-29,,J. Green misses 2-pt shot from 15 ft
11:42.0,Defensive rebound by J. Tatum,,19-29,,
11:25.0,A. Horford makes 2-pt shot from 13 ft,2,21-29,,
11:10.0,,,21-29,,Shooting foul by A. Baynes (drawn by D. Rose)
11:10.0,,,21-30,1,D. Rose makes free throw 1 of 2
11:10.0,,,21-30,,L. James enters the game for I. Shumpert
11:10.0,,,21-30,,D. Rose misses free throw 2 of 2
11:08.0,Defensive rebound by A. Horford,,21-30,,
10:48.0,Offensive charge foul by M. Smart (drawn by J. Green),,21-30,,
10:48.0,Turnover by M. Smart (offensive foul),,21-30,,
10:48.0,K. Irving enters the game for M. Smart,,21-30,,
10:41.0,Violation by A. Baynes (kicked ball),,21-30,,
10:28.0,,,21-30,,L. James misses 3-pt shot from 22 ft
10:27.0,,,21-30,,Offensive rebound by Team
10:27.0,Loose ball foul by J. Tatum (drawn by J. Green),,21-30,,
10:17.0,,,21-32,2,L. James makes 2-pt shot at rim (assist by D. Rose)
9:56.0,J. Tatum misses 3-pt shot from 25 ft,,21-32,,
9:53.0,,,21-32,,Defensive rebound by K. Love
9:48.0,,,21-32,,D. Rose misses 2-pt shot at rim
9:45.0,Defensive rebound by T. Rozier,,21-32,,
9:33.0,T. Rozier misses 3-pt shot from 26 ft,,21-32,,
9:31.0,,,21-32,,Defensive rebound by D. Rose
9:29.0,,,21-34,2,L. James makes 2-pt shot at rim (assist by D. Rose)
9:29.0,Boston full timeout,,21-34,,
9:29.0,S. Ojeleye enters the game for A. Baynes,,21-34,,
9:23.0,,,21-34,,Def 3 sec tech foul by K. Love
9:23.0,K. Irving makes technical free throw,1,22-34,,
9:06.0,J. Tatum misses 2-pt shot from 2 ft,,22-34,,
9:05.0,Offensive rebound by J. Tatum,,22-34,,
9:05.0,Turnover by Team (shot clock),,22-34,,
8:56.0,,,22-34,,Turnover by L. James (out of bounds lost ball)
8:41.0,S. Ojeleye misses 3-pt shot from 25 ft,,22-34,,
8:38.0,,,22-34,,Defensive rebound by K. Love
8:34.0,,,22-34,,Turnover by K. Love (bad pass; steal by K. Irving)
8:27.0,T. Rozier makes 3-pt shot from 27 ft (assist by J. Tatum),3,25-34,,
8:24.0,Personal foul by K. Irving (drawn by L. James),,25-34,,
8:24.0,,,25-34,,J. Crowder enters the game for J. Green
8:19.0,,,25-36,2,D. Rose makes 2-pt shot at rim (assist by J. Crowder)
8:04.0,,,25-36,,Personal foul by K. Korver (drawn by T. Rozier)
7:55.0,,,25-36,,Loose ball foul by D. Rose (drawn by K. Irving)
7:49.0,Turnover by K. Irving (bad pass; steal by J. Crowder),,25-36,,
7:38.0,Personal foul by K. Irving (drawn by K. Love),,25-36,,
7:38.0,M. Smart enters the game for J. Tatum,,25-36,,
7:38.0,J. Brown enters the game for T. Rozier,,25-36,,
7:34.0,Personal foul by S. Ojeleye (drawn by L. James),,25-36,,
7:34.0,,,25-37,1,L. James makes free throw 1 of 2
7:34.0,,,25-38,1,L. James makes free throw 2 of 2
7:22.0,J. Brown misses 2-pt shot from 1 ft,,25-38,,
7:19.0,Offensive rebound by J. Brown,,25-38,,
7:18.0,J. Brown misses 2-pt shot from 1 ft,,25-38,,
7:18.0,,,25-38,,Defensive rebound by L. James
7:03.0,,,25-38,,Shooting foul by A. Horford (drawn by K. Love)
7:03.0,,,25-39,1,K. Love makes free throw 1 of 2
7:03.0,,,25-39,,J. Smith enters the game for K. Korver
7:03.0,,,25-39,,K. Love misses free throw 2 of 2
7:00.0,Defensive rebound by A. Horford,,25-39,,
6:45.0,J. Brown makes 3-pt shot from 22 ft (assist by K. Irving),3,28-39,,
6:22.0,,,28-39,,K. Love misses 2-pt shot at rim
6:22.0,,,28-39,,Offensive rebound by K. Love
6:10.0,,,28-41,2,K. Love makes 2-pt shot at rim
5:59.0,S. Ojeleye misses 2-pt shot from 18 ft,,28-41,,
5:59.0,,,28-41,,Defensive rebound by J. Smith
5:52.0,,,28-44,3,J. Crowder makes 3-pt shot from 24 ft (assist by L. James)
5:44.0,J. Brown makes 2-pt shot from 1 ft (assist by K. Irving),2,30-44,,
5:35.0,,,30-44,,J. Crowder misses 3-pt shot from 27 ft
5:32.0,Defensive rebound by M. Smart,,30-44,,
5:30.0,Turnover by J. Brown (out of bounds lost ball),,30-44,,
5:30.0,,,30-44,,Cleveland full timeout
5:30.0,,,30-44,,D. Wade enters the game for D. Rose
5:30.0,A. Baynes enters the game for A. Horford,,30-44,,
5:15.0,,,30-44,,J. Crowder misses 2-pt shot from 3 ft
5:13.0,Defensive rebound by M. Smart,,30-44,,
5:06.0,M. Smart misses 3-pt shot from 25 ft,,30-44,,
5:03.0,,,30-44,,Defensive rebound by J. Smith
4:48.0,,,30-44,,J. Crowder misses 2-pt shot from 13 ft
4:45.0,Defensive rebound by J. Brown,,30-44,,
4:27.0,K. Irving misses 3-pt shot from 29 ft,,30-44,,
4:25.0,,,30-44,,Defensive rebound by L. James
4:15.0,,,30-46,2,L. James makes 2-pt shot from 9 ft
3:50.0,M. Smart misses 3-pt shot from 26 ft,,30-46,,
3:47.0,,,30-46,,Defensive rebound by J. Smith
3:40.0,,,30-48,2,J. Crowder makes 2-pt shot from 1 ft (assist by L. James)
3:28.0,,,30-48,,Personal foul by J. Smith (drawn by K. Irving)
3:28.0,,,30-48,,T. Thompson enters the game for K. Love
3:28.0,J. Tatum enters the game for S. Ojeleye,,30-48,,
3:17.0,K. Irving makes 2-pt shot from 17 ft,2,32-48,,
2:54.0,,,32-48,,D. Wade misses 3-pt shot from 25 ft
2:51.0,Defensive rebound by M. Smart,,32-48,,
2:46.0,K. Irving misses 2-pt shot from 1 ft,,32-48,,
2:44.0,,,32-48,,Defensive rebound by L. James
2:38.0,,,32-48,,D. Wade misses 2-pt shot from 1 ft (block by A. Baynes)
2:32.0,Defensive rebound by A. Baynes,,32-48,,
2:31.0,,,32-48,,Personal foul by L. James (drawn by J. Brown)
2:18.0,,,32-48,,Personal foul by T. Thompson (drawn by J. Tatum)
2:18.0,J. Tatum makes free throw 1 of 2,1,33-48,,
2:18.0,J. Tatum makes free throw 2 of 2,1,34-48,,
2:03.0,,,34-48,,Turnover by J. Crowder (lost ball; steal by M. Smart)
1:50.0,J. Tatum misses 2-pt shot from 17 ft,,34-48,,
1:46.0,,,34-48,,Defensive rebound by J. Smith
1:38.0,,,34-50,2,J. Smith makes 2-pt shot from 17 ft
1:21.0,A. Baynes makes 2-pt shot from 16 ft (assist by M. Smart),2,36-50,,
0:57.0,,,36-52,2,L. James makes 2-pt shot from 18 ft
0:44.0,A. Baynes makes 2-pt shot from 9 ft (assist by K. Irving),2,38-52,,
0:31.0,,,38-52,,J. Crowder misses 2-pt shot from 23 ft
0:28.0,Defensive rebound by J. Tatum,,38-52,,
0:20.0,M. Smart misses 2-pt shot from 18 ft,,38-52,,
0:17.0,,,38-52,,Defensive rebound by Team
0:17.0,Loose ball foul by A. Baynes (drawn by J. Crowder),,38-52,,
0:17.0,,,38-53,1,J. Crowder makes free throw 1 of 2
0:17.0,A. Horford enters the game for A. Baynes,,38-53,,
0:17.0,,,38-54,1,J. Crowder makes free throw 2 of 2
0:00.0,K. Irving misses 2-pt shot from 18 ft,,38-54,,
0:00.0,Offensive rebound by Team,,38-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Personal foul by J. Brown (drawn by L. James),,38-54,,
11:34.0,,,38-54,,D. Rose misses 2-pt shot from 12 ft
11:31.0,,,38-54,,Offensive rebound by D. Rose
11:29.0,,,38-54,,Turnover by D. Rose (bad pass; steal by J. Brown)
11:26.0,M. Smart makes 2-pt shot from 2 ft (assist by J. Tatum),2,40-54,,
11:20.0,,,40-54,,Turnover by D. Wade (bad pass; steal by M. Smart)
11:15.0,J. Tatum makes 2-pt shot from 1 ft (assist by K. Irving),2,42-54,,
11:15.0,,,42-54,,Cleveland full timeout
11:15.0,Technical foul by K. Irving,,42-54,,
11:15.0,,,42-55,1,K. Love makes technical free throw
10:52.0,,,42-57,2,D. Wade makes 2-pt shot from 11 ft
10:52.0,,,42-57,,Shooting foul by J. Tatum (drawn by D. Wade)
10:52.0,,,42-58,1,D. Wade makes free throw 1 of 1
10:33.0,A. Horford misses 2-pt shot from 8 ft,,42-58,,
10:30.0,,,42-58,,Defensive rebound by L. James
10:25.0,,,42-60,2,L. James makes 2-pt shot from 2 ft
10:18.0,Shooting foul by J. Crowder (drawn by A. Horford),,42-60,,
10:18.0,A. Horford makes free throw 1 of 2,1,43-60,,
10:18.0,A. Horford misses free throw 2 of 2,,43-60,,
10:15.0,,,43-60,,Defensive rebound by L. James
10:05.0,,,43-60,,D. Wade misses 2-pt shot from 13 ft
10:02.0,Defensive rebound by K. Irving,,43-60,,
9:57.0,,,43-60,,Personal foul by J. Crowder (drawn by A. Horford)
9:57.0,Technical foul by A. Horford,,43-60,,
9:57.0,,,43-61,1,K. Love makes technical free throw
9:50.0,Shooting foul by D. Wade (drawn by A. Horford),,43-61,,
9:50.0,A. Horford misses free throw 1 of 2,,43-61,,
9:50.0,Offensive rebound by Team,,43-61,,
9:50.0,A. Horford makes free throw 2 of 2,1,44-61,,
9:38.0,,,44-61,,K. Love misses 3-pt shot from 24 ft
9:35.0,Defensive rebound by M. Smart,,44-61,,
9:25.0,J. Brown makes 2-pt shot at rim (assist by A. Horford),2,46-61,,
9:07.0,,,46-61,,L. James misses 3-pt shot from 26 ft
9:05.0,Defensive rebound by J. Tatum,,46-61,,
8:54.0,M. Smart makes 2-pt shot from 7 ft,2,48-61,,
8:37.0,,,48-61,,Turnover by D. Wade (bad pass; steal by J. Brown)
8:33.0,J. Brown makes 2-pt shot from 3 ft,2,50-61,,
8:33.0,,,50-61,,Cleveland full timeout
8:15.0,,,50-61,,Turnover by D. Wade (bad pass; steal by K. Irving)
8:09.0,J. Brown makes 2-pt shot from 2 ft (assist by A. Horford),2,52-61,,
7:59.0,Personal foul by K. Irving (drawn by K. Love),,52-61,,
7:51.0,,,52-63,2,K. Love makes 2-pt shot from 19 ft (assist by D. Wade)
7:28.0,J. Brown misses 2-pt shot from 10 ft,,52-63,,
7:25.0,,,52-63,,Defensive rebound by L. James
7:22.0,,,52-63,,Offensive charge foul by L. James (drawn by J. Brown)
7:22.0,,,52-63,,Turnover by L. James (offensive foul)
7:12.0,K. Irving misses 3-pt shot from 25 ft,,52-63,,
7:09.0,,,52-63,,Defensive rebound by K. Love
7:02.0,,,52-63,,D. Wade misses 2-pt shot from 17 ft
6:59.0,,,52-63,,Offensive rebound by K. Love
6:54.0,,,52-63,,J. Crowder misses 3-pt shot from 22 ft
6:51.0,Defensive rebound by A. Horford,,52-63,,
6:48.0,K. Irving makes 3-pt shot from 25 ft (assist by M. Smart),3,55-63,,
6:34.0,,,55-65,2,D. Rose makes 2-pt shot from 1 ft
6:25.0,M. Smart misses 3-pt shot from 24 ft,,55-65,,
6:23.0,,,55-65,,Defensive rebound by J. Crowder
6:08.0,,,55-65,,D. Rose misses 3-pt shot from 23 ft
6:04.0,Defensive rebound by J. Brown,,55-65,,
5:57.0,Turnover by M. Smart (bad pass),,55-65,,
5:41.0,,,55-65,,D. Wade misses 2-pt shot at rim
5:40.0,,,55-65,,Offensive rebound by D. Wade
5:40.0,,,55-65,,D. Wade misses 2-pt shot at rim
5:38.0,Defensive rebound by J. Tatum,,55-65,,
5:30.0,J. Tatum makes 2-pt shot from 2 ft (assist by M. Smart),2,57-65,,
5:30.0,Shooting foul by L. James (drawn by J. Tatum),,57-65,,
5:30.0,,,57-65,,J. Smith enters the game for D. Wade
5:30.0,T. Rozier enters the game for A. Horford,,57-65,,
5:30.0,J. Tatum makes free throw 1 of 1,1,58-65,,
5:30.0,A. Baynes enters the game for M. Smart,,58-65,,
5:17.0,,,58-65,,J. Smith misses 3-pt shot from 25 ft
5:07.0,Defensive rebound by A. Baynes,,58-65,,
4:59.0,J. Brown makes 2-pt shot at rim (assist by K. Irving),2,60-65,,
4:59.0,Shooting foul by D. Rose (drawn by J. Brown),,60-65,,
4:59.0,J. Brown misses free throw 1 of 1,,60-65,,
4:59.0,,,60-65,,Defensive rebound by K. Love
4:31.0,,,60-67,2,K. Love makes 2-pt shot at rim (assist by L. James)
4:15.0,J. Tatum misses 2-pt shot from 12 ft,,60-67,,
4:12.0,Offensive rebound by A. Baynes,,60-67,,
4:08.0,J. Brown misses 3-pt shot from 25 ft,,60-67,,
4:05.0,,,60-67,,Defensive rebound by K. Love
4:00.0,,,60-67,,Turnover by L. James (bad pass; steal by T. Rozier)
3:53.0,J. Tatum makes 3-pt shot from 25 ft (assist by T. Rozier),3,63-67,,
3:37.0,,,63-67,,K. Love misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by K. Irving,,63-67,,
3:20.0,Turnover by K. Irving (bad pass; steal by J. Crowder),,63-67,,
3:20.0,Personal foul by J. Tatum (drawn by J. Smith),,63-67,,
3:20.0,,,63-67,,J. Green enters the game for K. Love
3:20.0,,,63-67,,T. Thompson enters the game for L. James
3:20.0,S. Larkin enters the game for J. Brown,,63-67,,
3:20.0,M. Smart enters the game for K. Irving,,63-67,,
3:12.0,,,63-67,,Turnover by T. Thompson (bad pass; steal by T. Rozier)
3:04.0,T. Rozier misses 2-pt shot from 17 ft,,63-67,,
3:04.0,Offensive rebound by A. Baynes,,63-67,,
3:04.0,Shooting foul by J. Smith (drawn by A. Baynes),,63-67,,
3:04.0,A. Baynes misses free throw 1 of 2,,63-67,,
3:04.0,Offensive rebound by Team,,63-67,,
3:04.0,A. Baynes misses free throw 2 of 2,,63-67,,
3:00.0,,,63-67,,Defensive rebound by T. Thompson
2:43.0,,,63-67,,D. Rose misses 2-pt shot from 4 ft
2:41.0,,,63-67,,Offensive rebound by T. Thompson
2:36.0,,,63-69,2,J. Green makes 2-pt shot from 1 ft (assist by T. Thompson)
2:22.0,Offensive foul by A. Baynes (drawn by T. Thompson),,63-69,,
2:22.0,Turnover by A. Baynes (offensive foul),,63-69,,
2:22.0,,,63-69,,K. Korver enters the game for J. Crowder
2:10.0,,,63-69,,Offensive foul by T. Thompson (drawn by M. Smart)
2:10.0,,,63-69,,Turnover by T. Thompson (offensive foul)
2:10.0,Boston full timeout,,63-69,,
2:10.0,A. Horford enters the game for A. Baynes,,63-69,,
1:48.0,M. Smart makes 2-pt shot from 12 ft,2,65-69,,
1:22.0,,,65-69,,J. Green misses 2-pt shot from 14 ft
1:19.0,Defensive rebound by T. Rozier,,65-69,,
1:13.0,M. Smart makes 2-pt shot at rim,2,67-69,,
1:13.0,Shooting foul by K. Korver (drawn by M. Smart),,67-69,,
1:13.0,M. Smart makes free throw 1 of 1,1,68-69,,
0:58.0,,,68-69,,D. Rose misses 2-pt shot from 8 ft
0:55.0,Defensive rebound by S. Larkin,,68-69,,
0:52.0,S. Larkin misses 3-pt shot from 25 ft,,68-69,,
0:52.0,,,68-69,,Defensive rebound by Team
0:52.0,Loose ball foul by A. Horford (drawn by T. Thompson),,68-69,,
0:52.0,,,68-69,,T. Thompson misses free throw 1 of 2
0:52.0,,,68-69,,Offensive rebound by Team
0:52.0,,,68-69,,T. Thompson misses free throw 2 of 2
0:49.0,Defensive rebound by A. Horford,,68-69,,
0:37.0,,,68-69,,Personal foul by J. Smith (drawn by M. Smart)
0:37.0,M. Smart makes free throw 1 of 2,1,69-69,,
0:37.0,M. Smart misses free throw 2 of 2,,69-69,,
0:36.0,,,69-69,,Defensive rebound by T. Thompson
0:24.0,,,69-69,,J. Smith misses 2-pt shot from 20 ft
0:21.0,Defensive rebound by M. Smart,,69-69,,
0:04.0,M. Smart makes 2-pt shot from 2 ft,2,71-69,,
0:00.0,,,71-72,3,D. Rose makes 3-pt shot from 26 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,A. Horford misses 3-pt shot from 25 ft,,71-72,,
11:40.0,,,71-72,,Defensive rebound by L. James
11:23.0,,,71-74,2,J. Smith makes 2-pt shot from 13 ft
11:03.0,Shooting foul by I. Shumpert (drawn by T. Rozier),,71-74,,
11:03.0,T. Rozier makes free throw 2 of 2,1,72-74,,
11:03.0,T. Rozier makes free throw 1 of 2,1,73-74,,
10:42.0,,,73-76,2,J. Green makes 2-pt shot from 2 ft (assist by L. James)
10:31.0,,,73-76,,Def 3 sec tech foul by I. Shumpert
10:31.0,A. Horford makes technical free throw,1,74-76,,
10:31.0,K. Irving enters the game for S. Larkin,,74-76,,
10:21.0,A. Horford misses 2-pt shot from 16 ft,,74-76,,
10:19.0,,,74-76,,Defensive rebound by L. James
10:11.0,,,74-76,,L. James misses 2-pt shot from 1 ft (block by M. Smart)
10:11.0,,,74-76,,Offensive rebound by Team
9:59.0,,,74-78,2,L. James makes 2-pt shot from 1 ft
9:47.0,Shooting foul by J. Green (drawn by A. Horford),,74-78,,
9:47.0,A. Horford makes free throw 1 of 2,1,75-78,,
9:47.0,A. Horford makes free throw 2 of 2,1,76-78,,
9:25.0,,,76-78,,J. Green misses 2-pt shot from 11 ft (block by M. Smart)
9:25.0,Defensive rebound by T. Rozier,,76-78,,
9:16.0,,,76-78,,Personal foul by J. Smith (drawn by M. Smart)
9:06.0,K. Irving makes 3-pt shot from 26 ft (assist by A. Horford),3,79-78,,
8:48.0,Personal foul by J. Brown (drawn by L. James),,79-78,,
8:48.0,,,79-78,,D. Wade enters the game for J. Smith
8:48.0,A. Baynes enters the game for A. Horford,,79-78,,
8:39.0,,,79-78,,L. James misses 2-pt shot from 15 ft
8:39.0,,,79-78,,Offensive rebound by L. James
8:39.0,,,79-78,,Shooting foul by A. Baynes (drawn by L. James)
8:39.0,,,79-79,1,L. James makes free throw 1 of 2
8:39.0,,,79-80,1,L. James makes free throw 2 of 2
8:29.0,K. Irving makes 3-pt shot from 24 ft (assist by A. Baynes),3,82-80,,
8:03.0,,,82-82,2,J. Green makes 2-pt shot from 1 ft
7:39.0,M. Smart misses 2-pt shot from 6 ft,,82-82,,
7:37.0,,,82-82,,Defensive rebound by L. James
7:34.0,,,82-82,,J. Green misses 3-pt shot from 23 ft
7:34.0,Defensive rebound by M. Smart,,82-82,,
7:20.0,Shooting foul by J. Green (drawn by A. Baynes),,82-82,,
7:20.0,A. Baynes makes free throw 1 of 2,1,83-82,,
7:20.0,,,83-82,,K. Love enters the game for T. Thompson
7:20.0,,,83-82,,J. Crowder enters the game for J. Green
7:20.0,J. Tatum enters the game for M. Smart,,83-82,,
7:20.0,A. Baynes makes free throw 2 of 2,1,84-82,,
7:01.0,,,84-82,,K. Love misses 3-pt shot from 24 ft
6:59.0,Defensive rebound by J. Brown,,84-82,,
6:54.0,J. Brown misses 2-pt shot from 1 ft,,84-82,,
6:54.0,,,84-82,,Defensive rebound by K. Love
6:41.0,Personal foul by J. Brown (drawn by K. Love),,84-82,,
6:41.0,,,84-82,,Cleveland full timeout
6:29.0,,,84-84,2,I. Shumpert makes 2-pt shot from 14 ft
6:13.0,K. Irving makes 3-pt shot from 28 ft (assist by T. Rozier),3,87-84,,
5:55.0,,,87-84,,J. Crowder misses 3-pt shot from 25 ft
5:46.0,,,87-84,,Offensive rebound by I. Shumpert
5:46.0,,,87-86,2,I. Shumpert makes 2-pt shot at rim
5:33.0,K. Irving misses 3-pt shot from 29 ft,,87-86,,
5:30.0,,,87-86,,Defensive rebound by J. Crowder
5:25.0,,,87-86,,Turnover by L. James (bad pass; steal by T. Rozier)
5:24.0,T. Rozier misses 2-pt shot from 1 ft (block by L. James),,87-86,,
5:23.0,Offensive rebound by J. Tatum,,87-86,,
5:22.0,J. Tatum misses 2-pt shot from 2 ft (block by D. Wade),,87-86,,
5:21.0,,,87-86,,Defensive rebound by D. Wade
5:11.0,,,87-86,,Turnover by I. Shumpert (bad pass; steal by T. Rozier)
5:11.0,,,87-86,,Personal foul by I. Shumpert (drawn by T. Rozier)
5:11.0,T. Rozier makes free throw 2 of 2,1,88-86,,
5:11.0,T. Rozier makes free throw 1 of 2,1,89-86,,
