time,Washington,pts.away,score,pts.home,Phoenix
6:05.0,,,10-19,,Shooting foul by B. Beal (drawn by J. Jackson)
6:05.0,,,10-19,,J. Jackson misses free throw 1 of 2
6:05.0,,,10-19,,Offensive rebound by Team
6:05.0,,,10-20,1,J. Jackson makes free throw 2 of 2
5:57.0,Turnover by M. Gortat (bad pass),,10-20,,
5:57.0,,,10-20,,T. Daniels enters the game for T. Warren
5:39.0,,,10-22,2,G. Monroe makes 2-pt shot from 3 ft
5:25.0,M. Morris makes 2-pt shot at rim,2,12-22,,
5:06.0,,,12-22,,J. Jackson misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by M. Gortat,,12-22,,
4:55.0,O. Porter misses 2-pt shot from 12 ft,,12-22,,
4:51.0,,,12-22,,Defensive rebound by G. Monroe
4:47.0,,,12-24,2,M. Chriss makes 2-pt shot at rim (assist by J. Jackson)
4:43.0,Washington full timeout,,12-24,,
4:43.0,,,12-24,,D. Bender enters the game for M. Chriss
4:28.0,,,12-24,,Def 3 sec tech foul by T. Ulis
4:28.0,B. Beal misses technical free throw,,12-24,,
4:28.0,Offensive rebound by Team,,12-24,,
4:24.0,B. Beal makes 3-pt shot from 25 ft (assist by O. Porter),3,15-24,,
4:07.0,,,15-24,,T. Daniels misses 3-pt shot from 22 ft
4:06.0,Defensive rebound by M. Gortat,,15-24,,
3:57.0,M. Morris makes 2-pt shot from 10 ft,2,17-24,,
3:42.0,,,17-24,,Offensive charge foul by J. Jackson (drawn by M. Gortat)
3:42.0,,,17-24,,Turnover by J. Jackson (offensive foul)
3:42.0,,,17-24,,M. James enters the game for T. Ulis
3:42.0,,,17-24,,A. Len enters the game for G. Monroe
3:42.0,,,17-24,,T. Warren enters the game for J. Jackson
3:22.0,M. Morris makes 3-pt shot from 24 ft (assist by T. Frazier),3,20-24,,
3:20.0,,,20-24,,Phoenix full timeout
3:06.0,,,20-24,,D. Bender misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by O. Porter,,20-24,,
2:56.0,B. Beal misses 2-pt shot from 3 ft (block by D. Bender),,20-24,,
2:56.0,,,20-24,,Defensive rebound by M. James
2:38.0,,,20-24,,T. Warren misses 2-pt shot from 10 ft
2:35.0,Defensive rebound by M. Gortat,,20-24,,
2:27.0,Turnover by M. Gortat (bad pass; steal by M. James),,20-24,,
2:24.0,,,20-24,,Shooting foul by M. Morris (drawn by T. Warren)
2:24.0,,,20-24,,T. Warren misses free throw 1 of 2
2:24.0,,,20-24,,Offensive rebound by Team
2:24.0,I. Mahinmi enters the game for M. Morris,,20-24,,
2:24.0,K. Oubre enters the game for M. Gortat,,20-24,,
2:24.0,,,20-24,,T. Warren misses free throw 2 of 2
2:22.0,Defensive rebound by K. Oubre,,20-24,,
2:10.0,T. Frazier makes 2-pt shot from 10 ft,2,22-24,,
1:52.0,,,22-26,2,T. Warren makes 2-pt shot from 12 ft (assist by D. Bender)
1:40.0,Shooting foul by T. Warren (drawn by B. Beal),,22-26,,
1:40.0,B. Beal makes free throw 1 of 3,1,23-26,,
1:40.0,T. Satoransky enters the game for T. Frazier,,23-26,,
1:40.0,B. Beal makes free throw 2 of 3,1,24-26,,
1:40.0,B. Beal misses free throw 3 of 3,,24-26,,
1:38.0,,,24-26,,Defensive rebound by T. Warren
1:24.0,,,24-26,,M. James misses 2-pt shot from 8 ft
1:21.0,,,24-26,,Offensive rebound by A. Len
1:17.0,,,24-26,,D. Bender misses 2-pt shot from 12 ft
1:17.0,Defensive rebound by B. Beal,,24-26,,
1:06.0,O. Porter misses 3-pt shot from 23 ft,,24-26,,
1:02.0,Offensive rebound by I. Mahinmi,,24-26,,
0:59.0,B. Beal misses 2-pt shot from 1 ft,,24-26,,
0:59.0,,,24-26,,Defensive rebound by M. James
0:53.0,,,24-26,,M. James misses 2-pt shot at rim
0:53.0,Defensive rebound by I. Mahinmi,,24-26,,
0:43.0,K. Oubre misses 2-pt shot from 13 ft,,24-26,,
0:40.0,,,24-26,,Defensive rebound by M. James
0:28.0,,,24-28,2,M. James makes 2-pt shot from 1 ft
0:07.0,B. Beal makes 2-pt shot from 14 ft,2,26-28,,
0:05.0,Personal take foul by T. Satoransky (drawn by M. James),,26-28,,
0:02.0,,,26-28,,M. James misses 3-pt shot from 30 ft
0:02.0,Defensive rebound by I. Mahinmi,,26-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,,,26-28,,Offensive foul by A. Len (drawn by M. Scott)
11:54.0,,,26-28,,Turnover by A. Len (offensive foul)
11:41.0,K. Oubre misses 2-pt shot from 3 ft (block by A. Len),,26-28,,
11:40.0,Offensive rebound by I. Mahinmi,,26-28,,
11:36.0,K. Oubre misses 2-pt shot from 6 ft (block by A. Len),,26-28,,
11:33.0,Offensive rebound by I. Mahinmi,,26-28,,
11:33.0,Shooting foul by D. Bender (drawn by I. Mahinmi),,26-28,,
11:33.0,I. Mahinmi makes free throw 1 of 2,1,27-28,,
11:33.0,I. Mahinmi misses free throw 2 of 2,,27-28,,
11:32.0,,,27-28,,Defensive rebound by Team
11:32.0,Loose ball foul by K. Oubre (drawn by T. Warren),,27-28,,
11:08.0,,,27-28,,M. James misses 2-pt shot from 1 ft
11:06.0,,,27-28,,Offensive rebound by A. Len
11:05.0,,,27-28,,A. Len misses 2-pt shot from 1 ft
11:05.0,Defensive rebound by Team,,27-28,,
10:48.0,M. Scott makes 2-pt shot from 10 ft (assist by T. Satoransky),2,29-28,,
10:22.0,,,29-28,,Turnover by M. James (bad pass; steal by I. Mahinmi)
10:09.0,M. Scott makes 3-pt shot from 25 ft (assist by I. Mahinmi),3,32-28,,
9:51.0,,,32-28,,M. James misses 3-pt shot from 28 ft
9:47.0,Defensive rebound by T. Satoransky,,32-28,,
9:38.0,Shooting foul by D. Bender (drawn by K. Oubre),,32-28,,
9:38.0,K. Oubre makes free throw 1 of 2,1,33-28,,
9:38.0,,,33-28,,M. Chriss enters the game for T. Daniels
9:38.0,,,33-28,,J. Jackson enters the game for D. Bender
9:38.0,,,33-28,,T. Ulis enters the game for M. James
9:38.0,K. Oubre makes free throw 2 of 2,1,34-28,,
9:28.0,,,34-28,,T. Warren misses 2-pt shot from 19 ft
9:21.0,,,34-28,,Offensive rebound by A. Len
9:21.0,,,34-30,2,A. Len makes 2-pt shot at rim
9:09.0,I. Mahinmi makes 2-pt shot from 4 ft (assist by T. Satoransky),2,36-30,,
8:52.0,,,36-32,2,T. Ulis makes 2-pt shot from 18 ft
8:33.0,K. Oubre misses 2-pt shot from 15 ft,,36-32,,
8:31.0,,,36-32,,Defensive rebound by J. Jackson
8:25.0,,,36-32,,J. Jackson misses 3-pt shot from 25 ft
8:23.0,Defensive rebound by Team,,36-32,,
8:12.0,J. Meeks misses 2-pt shot from 21 ft,,36-32,,
8:08.0,,,36-32,,Defensive rebound by A. Len
8:04.0,Personal foul by M. Scott (drawn by T. Ulis),,36-32,,
7:59.0,,,36-32,,T. Warren misses 2-pt shot from 10 ft
7:57.0,,,36-32,,Offensive rebound by T. Warren
7:57.0,,,36-34,2,T. Warren makes 2-pt shot at rim
7:57.0,,,36-34,,Shooting foul by I. Mahinmi (drawn by T. Warren)
7:57.0,,,36-35,1,T. Warren makes free throw 1 of 1
7:41.0,J. Meeks misses 3-pt shot from 24 ft,,36-35,,
7:38.0,,,36-35,,Defensive rebound by A. Len
7:23.0,,,36-35,,T. Warren misses 2-pt shot from 17 ft
7:19.0,Defensive rebound by J. Meeks,,36-35,,
7:09.0,I. Mahinmi misses 2-pt shot from 13 ft,,36-35,,
7:08.0,Offensive rebound by Team,,36-35,,
7:00.0,M. Scott makes 2-pt shot from 8 ft (assist by K. Oubre),2,38-35,,
6:37.0,,,38-37,2,T. Ulis makes 2-pt shot from 15 ft
6:24.0,Shooting foul by J. Jackson (drawn by M. Scott),,38-37,,
6:24.0,,,38-37,,Phoenix full timeout
6:24.0,,,38-37,,G. Monroe enters the game for A. Len
6:24.0,,,38-37,,T. Daniels enters the game for J. Jackson
6:24.0,B. Beal enters the game for T. Satoransky,,38-37,,
6:24.0,M. Scott makes free throw 1 of 2,1,39-37,,
6:24.0,M. Scott misses free throw 2 of 2,,39-37,,
6:22.0,,,39-37,,Defensive rebound by M. Chriss
6:12.0,,,39-37,,Turnover by T. Ulis (bad pass)
5:52.0,Shooting foul by M. Chriss (drawn by K. Oubre),,39-37,,
5:52.0,K. Oubre makes free throw 1 of 2,1,40-37,,
5:52.0,O. Porter enters the game for M. Scott,,40-37,,
5:52.0,K. Oubre makes free throw 2 of 2,1,41-37,,
5:39.0,Def 3 sec tech foul by J. Meeks,,41-37,,
5:39.0,,,41-38,1,T. Daniels makes technical free throw
5:27.0,,,41-38,,T. Ulis misses 2-pt shot from 2 ft (block by B. Beal)
5:23.0,Defensive rebound by J. Meeks,,41-38,,
5:22.0,Turnover by J. Meeks (bad pass; steal by T. Daniels),,41-38,,
5:19.0,,,41-38,,Shooting foul by I. Mahinmi (drawn by T. Warren)
5:19.0,,,41-39,1,T. Warren makes free throw 1 of 2
5:19.0,,,41-40,1,T. Warren makes free throw 2 of 2
4:58.0,B. Beal makes 2-pt shot from 20 ft,2,43-40,,
4:58.0,Shooting foul by T. Ulis (drawn by B. Beal),,43-40,,
4:58.0,M. Morris enters the game for J. Meeks,,43-40,,
4:58.0,B. Beal makes free throw 1 of 1,1,44-40,,
4:48.0,,,44-43,3,T. Daniels makes 3-pt shot from 27 ft (assist by G. Monroe)
4:19.0,B. Beal makes 2-pt shot at rim,2,46-43,,
4:09.0,,,46-45,2,T. Warren makes 2-pt shot at rim (assist by T. Ulis)
3:57.0,K. Oubre makes 2-pt shot at rim,2,48-45,,
3:45.0,,,48-45,,T. Daniels misses 3-pt shot from 28 ft
3:42.0,Defensive rebound by I. Mahinmi,,48-45,,
3:31.0,B. Beal misses 2-pt shot at rim,,48-45,,
3:30.0,,,48-45,,Defensive rebound by M. Chriss
3:21.0,,,48-45,,Shooting foul by I. Mahinmi (drawn by T. Daniels)
3:21.0,,,48-46,1,T. Daniels makes free throw 1 of 3
3:21.0,,,48-47,1,T. Daniels makes free throw 2 of 3
3:21.0,M. Gortat enters the game for I. Mahinmi,,48-47,,
3:21.0,,,48-48,1,T. Daniels makes free throw 3 of 3
3:10.0,B. Beal makes 2-pt shot from 9 ft (assist by K. Oubre),2,50-48,,
2:56.0,,,50-48,,T. Warren misses 2-pt shot from 1 ft (block by O. Porter)
2:54.0,Defensive rebound by O. Porter,,50-48,,
2:51.0,O. Porter misses 2-pt shot from 1 ft (block by M. Chriss),,50-48,,
2:47.0,,,50-48,,Defensive rebound by T. Daniels
2:30.0,,,50-48,,T. Ulis misses 2-pt shot from 18 ft
2:27.0,Defensive rebound by B. Beal,,50-48,,
2:19.0,K. Oubre makes 3-pt shot from 25 ft (assist by B. Beal),3,53-48,,
2:01.0,,,53-48,,T. Warren misses 2-pt shot from 3 ft (block by K. Oubre)
2:01.0,Defensive rebound by K. Oubre,,53-48,,
2:01.0,Washington full timeout,,53-48,,
2:01.0,,,53-48,,M. James enters the game for T. Ulis
2:01.0,T. Frazier enters the game for K. Oubre,,53-48,,
1:48.0,B. Beal misses 3-pt shot from 25 ft,,53-48,,
1:44.0,,,53-48,,Defensive rebound by G. Monroe
1:33.0,,,53-48,,M. Chriss misses 2-pt shot at rim (block by M. Morris)
1:29.0,Defensive rebound by M. Morris,,53-48,,
1:10.0,Turnover by M. Morris (bad pass; steal by G. Monroe),,53-48,,
1:07.0,,,53-50,2,M. Chriss makes 2-pt shot at rim (assist by T. Warren)
0:54.0,B. Beal makes 2-pt shot from 1 ft,2,55-50,,
0:35.0,,,55-52,2,T. Warren makes 2-pt shot at rim (assist by G. Monroe)
0:21.0,Shooting foul by T. Warren (drawn by B. Beal),,55-52,,
0:21.0,B. Beal makes free throw 1 of 2,1,56-52,,
0:21.0,B. Beal makes free throw 2 of 2,1,57-52,,
0:04.0,,,57-52,,M. James misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by M. Morris,,57-52,,
0:00.0,M. Morris misses 3-pt shot from 42 ft,,57-52,,
0:00.0,Offensive rebound by Team,,57-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,57-54,2,G. Monroe makes 2-pt shot from 6 ft
11:25.0,M. Gortat makes 2-pt shot from 1 ft (assist by T. Frazier),2,59-54,,
11:07.0,,,59-54,,Shooting foul by M. Morris (drawn by J. Jackson)
11:07.0,,,59-54,,J. Jackson misses free throw 1 of 2
11:07.0,,,59-54,,Offensive rebound by Team
11:07.0,,,59-55,1,J. Jackson makes free throw 2 of 2
10:50.0,M. Gortat misses 2-pt shot from 15 ft,,59-55,,
10:47.0,,,59-55,,Defensive rebound by G. Monroe
10:39.0,,,59-55,,T. Warren misses 2-pt shot from 18 ft
10:36.0,Defensive rebound by T. Frazier,,59-55,,
10:25.0,M. Morris makes 2-pt shot from 14 ft,2,61-55,,
10:03.0,,,61-55,,M. Chriss misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by Team,,61-55,,
9:40.0,Turnover by T. Frazier (lost ball; steal by M. Chriss),,61-55,,
9:35.0,,,61-57,2,T. Warren makes 2-pt shot from 1 ft (assist by M. Chriss)
9:12.0,M. Morris makes 2-pt shot at rim (assist by O. Porter),2,63-57,,
8:54.0,,,63-59,2,M. Chriss makes 2-pt shot from 21 ft (assist by T. Ulis)
8:39.0,M. Morris makes 3-pt shot from 25 ft (assist by T. Frazier),3,66-59,,
8:18.0,,,66-61,2,J. Jackson makes 2-pt shot from 19 ft (assist by G. Monroe)
8:02.0,B. Beal misses 3-pt shot from 25 ft,,66-61,,
7:59.0,Offensive rebound by M. Morris,,66-61,,
7:59.0,Shooting foul by T. Warren (drawn by M. Morris),,66-61,,
7:59.0,M. Morris makes free throw 1 of 2,1,67-61,,
7:59.0,M. Morris makes free throw 2 of 2,1,68-61,,
7:46.0,Personal foul by B. Beal (drawn by J. Jackson),,68-61,,
7:38.0,,,68-61,,T. Ulis misses 2-pt shot from 18 ft
7:37.0,Defensive rebound by Team,,68-61,,
7:37.0,,,68-61,,Loose ball foul by M. Chriss
7:37.0,,,68-61,,Technical foul by M. Chriss
7:37.0,M. Morris makes technical free throw,1,69-61,,
7:37.0,,,69-61,,J. Dudley enters the game for M. Chriss
7:17.0,Turnover by M. Morris (bad pass),,69-61,,
7:17.0,,,69-61,,Phoenix full timeout
6:58.0,,,69-63,2,G. Monroe makes 2-pt shot at rim
6:58.0,,,69-63,,Shooting foul by M. Gortat (drawn by G. Monroe)
6:58.0,,,69-63,,G. Monroe misses free throw 1 of 1
6:56.0,Defensive rebound by M. Gortat,,69-63,,
6:44.0,B. Beal makes 2-pt shot at rim (assist by M. Gortat),2,71-63,,
6:29.0,,,71-65,2,G. Monroe makes 2-pt shot from 1 ft (assist by T. Ulis)
6:12.0,O. Porter misses 2-pt shot from 21 ft,,71-65,,
6:09.0,,,71-65,,Defensive rebound by T. Ulis
5:53.0,,,71-65,,Turnover by G. Monroe (lost ball; steal by M. Morris)
5:31.0,T. Frazier makes 3-pt shot from 26 ft (assist by M. Gortat),3,74-65,,
5:09.0,,,74-68,3,J. Dudley makes 3-pt shot from 24 ft (assist by T. Ulis)
4:59.0,T. Frazier makes 2-pt shot at rim,2,76-68,,
4:49.0,,,76-68,,Shooting foul by M. Morris (drawn by G. Monroe)
4:49.0,,,76-69,1,G. Monroe makes free throw 1 of 2
4:49.0,,,76-69,,T. Daniels enters the game for T. Warren
4:49.0,,,76-70,1,G. Monroe makes free throw 2 of 2
4:41.0,O. Porter misses 3-pt shot from 25 ft,,76-70,,
4:37.0,,,76-70,,Defensive rebound by T. Ulis
4:31.0,,,76-70,,T. Daniels misses 3-pt shot from 26 ft
4:28.0,Defensive rebound by M. Gortat,,76-70,,
4:25.0,O. Porter misses 2-pt shot from 15 ft,,76-70,,
4:21.0,,,76-70,,Defensive rebound by J. Dudley
4:19.0,,,76-70,,J. Jackson misses 2-pt shot from 1 ft
4:17.0,,,76-70,,Offensive rebound by G. Monroe
4:17.0,,,76-72,2,G. Monroe makes 2-pt shot at rim
4:06.0,Washington full timeout,,76-72,,
4:06.0,K. Oubre enters the game for M. Gortat,,76-72,,
4:06.0,I. Mahinmi enters the game for O. Porter,,76-72,,
3:51.0,T. Frazier misses 2-pt shot from 21 ft,,76-72,,
3:48.0,,,76-72,,Defensive rebound by J. Dudley
3:44.0,,,76-72,,J. Dudley misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by K. Oubre,,76-72,,
3:34.0,B. Beal makes 2-pt shot from 19 ft,2,78-72,,
3:16.0,,,78-72,,Shooting foul by K. Oubre (drawn by J. Jackson)
3:16.0,,,78-73,1,J. Jackson makes free throw 1 of 2
3:16.0,,,78-73,,J. Jackson misses free throw 2 of 2
3:13.0,Defensive rebound by K. Oubre,,78-73,,
3:03.0,,,78-73,,Personal foul by J. Jackson (drawn by T. Frazier)
3:03.0,,,78-73,,A. Len enters the game for G. Monroe
3:03.0,T. Satoransky enters the game for T. Frazier,,78-73,,
2:52.0,,,78-73,,Personal foul by J. Jackson (drawn by I. Mahinmi)
2:52.0,,,78-73,,T. Warren enters the game for J. Jackson
2:46.0,B. Beal makes 2-pt shot from 18 ft,2,80-73,,
2:25.0,Shooting block foul by T. Satoransky (drawn by T. Ulis),,80-73,,
2:25.0,,,80-73,,T. Ulis misses free throw 1 of 2
2:25.0,,,80-73,,Offensive rebound by Team
2:25.0,,,80-74,1,T. Ulis makes free throw 2 of 2
2:04.0,K. Oubre misses 3-pt shot from 25 ft,,80-74,,
1:59.0,,,80-74,,Defensive rebound by T. Daniels
1:54.0,,,80-76,2,J. Dudley makes 2-pt shot from 1 ft (assist by T. Ulis)
1:54.0,,,80-76,,Shooting foul by K. Oubre (drawn by J. Dudley)
1:54.0,,,80-76,,M. James enters the game for T. Ulis
1:54.0,,,80-77,1,J. Dudley makes free throw 1 of 1
1:41.0,K. Oubre makes 3-pt shot from 25 ft (assist by B. Beal),3,83-77,,
1:25.0,,,83-80,3,T. Daniels makes 3-pt shot from 25 ft (assist by J. Dudley)
1:11.0,T. Satoransky misses 2-pt shot from 12 ft (block by A. Len),,83-80,,
1:08.0,,,83-80,,Defensive rebound by A. Len
0:58.0,,,83-82,2,T. Warren makes 2-pt shot from 10 ft (assist by J. Dudley)
0:36.0,T. Satoransky misses 3-pt shot from 22 ft,,83-82,,
0:36.0,Offensive rebound by Team,,83-82,,
0:36.0,Turnover by Team (shot clock),,83-82,,
0:12.0,,,83-82,,M. James misses 2-pt shot from 23 ft
0:09.0,,,83-82,,Offensive rebound by J. Dudley
0:03.0,,,83-82,,Shooting foul by T. Satoransky (drawn by M. James)
0:03.0,,,83-83,1,M. James makes free throw 1 of 2
0:03.0,,,83-84,1,M. James makes free throw 2 of 2
0:00.0,B. Beal makes 2-pt shot from 14 ft (assist by T. Satoransky),2,85-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,I. Mahinmi makes 2-pt shot at rim (assist by M. Scott),2,87-84,,
11:16.0,,,87-84,,J. Dudley misses 2-pt shot from 11 ft
11:10.0,Defensive rebound by K. Oubre,,87-84,,
10:58.0,,,87-84,,Personal foul by M. James (drawn by T. Satoransky)
10:53.0,K. Oubre misses 2-pt shot from 17 ft,,87-84,,
10:50.0,,,87-84,,Defensive rebound by T. Daniels
10:27.0,,,87-84,,M. James misses 3-pt shot from 28 ft
10:27.0,,,87-84,,Offensive rebound by Team
10:27.0,,,87-84,,Turnover by Team (shot clock)
10:17.0,,,87-84,,Personal foul by T. Daniels (drawn by J. Meeks)
10:11.0,Shooting foul by T. Daniels (drawn by J. Meeks),,87-84,,
10:11.0,J. Meeks makes free throw 1 of 2,1,88-84,,
10:11.0,J. Meeks makes free throw 2 of 2,1,89-84,,
9:52.0,,,89-86,2,A. Len makes 2-pt shot at rim (assist by J. Dudley)
9:52.0,,,89-86,,Shooting foul by I. Mahinmi (drawn by A. Len)
9:52.0,,,89-87,1,A. Len makes free throw 1 of 1
9:39.0,T. Satoransky makes 2-pt shot from 5 ft,2,91-87,,
9:23.0,,,91-87,,T. Daniels misses 3-pt shot from 24 ft
9:18.0,Defensive rebound by K. Oubre,,91-87,,
9:10.0,Offensive foul by K. Oubre (drawn by J. Dudley),,91-87,,
9:10.0,Turnover by K. Oubre (offensive foul),,91-87,,
8:53.0,,,91-87,,J. Dudley misses 3-pt shot from 25 ft
8:49.0,Defensive rebound by M. Scott,,91-87,,
8:33.0,J. Meeks misses 3-pt shot from 23 ft,,91-87,,
8:29.0,,,91-87,,Defensive rebound by T. Warren
8:12.0,,,91-87,,Turnover by M. James (out of bounds lost ball)
8:01.0,J. Meeks makes 2-pt shot from 3 ft (assist by K. Oubre),2,93-87,,
8:01.0,,,93-87,,Phoenix full timeout
8:01.0,,,93-87,,T. Ulis enters the game for M. James
7:48.0,,,93-89,2,T. Warren makes 2-pt shot at rim (assist by J. Dudley)
7:33.0,J. Meeks makes 3-pt shot from 22 ft (assist by M. Scott),3,96-89,,
7:19.0,,,96-89,,T. Warren misses 2-pt shot from 18 ft
7:16.0,Defensive rebound by K. Oubre,,96-89,,
7:05.0,Turnover by M. Scott (out of bounds lost ball),,96-89,,
6:49.0,,,96-92,3,T. Ulis makes 3-pt shot from 25 ft (assist by J. Dudley)
6:26.0,I. Mahinmi makes 2-pt shot from 8 ft (assist by T. Satoransky),2,98-92,,
6:12.0,,,98-92,,Shooting foul by K. Oubre (drawn by T. Warren)
6:12.0,,,98-93,1,T. Warren makes free throw 1 of 2
6:12.0,,,98-93,,M. Chriss enters the game for J. Dudley
6:12.0,,,98-93,,J. Jackson enters the game for T. Daniels
6:12.0,O. Porter enters the game for K. Oubre,,98-93,,
6:12.0,B. Beal enters the game for M. Scott,,98-93,,
6:12.0,,,98-94,1,T. Warren makes free throw 2 of 2
5:58.0,O. Porter misses 2-pt shot from 6 ft,,98-94,,
5:55.0,,,98-94,,Defensive rebound by T. Warren
5:46.0,,,98-96,2,A. Len makes 2-pt shot at rim (assist by T. Ulis)
5:32.0,Turnover by O. Porter (bad pass),,98-96,,
5:22.0,,,98-96,,Turnover by T. Ulis (bad pass; steal by I. Mahinmi)
5:19.0,T. Satoransky misses 2-pt shot at rim,,98-96,,
5:16.0,,,98-96,,Defensive rebound by A. Len
5:14.0,,,98-96,,Turnover by T. Ulis (bad pass)
5:14.0,Washington full timeout,,98-96,,
5:14.0,M. Morris enters the game for J. Meeks,,98-96,,
4:59.0,Turnover by I. Mahinmi (bad pass; steal by M. Chriss),,98-96,,
4:56.0,,,98-96,,Offensive charge foul by M. Chriss (drawn by B. Beal)
4:56.0,,,98-96,,Turnover by M. Chriss (offensive foul)
4:38.0,B. Beal misses 2-pt shot from 16 ft,,98-96,,
4:35.0,,,98-96,,Defensive rebound by A. Len
4:14.0,,,98-96,,Turnover by T. Ulis (bad pass; steal by M. Morris)
4:09.0,M. Morris makes 2-pt shot at rim (assist by T. Satoransky),2,100-96,,
3:47.0,,,100-96,,T. Warren misses 2-pt shot from 4 ft
3:44.0,Defensive rebound by I. Mahinmi,,100-96,,
3:42.0,O. Porter makes 2-pt shot from 9 ft (assist by M. Morris),2,102-96,,
3:39.0,,,102-96,,Phoenix full timeout
3:39.0,,,102-96,,G. Monroe enters the game for M. Chriss
3:39.0,,,102-96,,J. Dudley enters the game for A. Len
3:34.0,Personal foul by I. Mahinmi (drawn by G. Monroe),,102-96,,
3:24.0,,,102-96,,G. Monroe misses 2-pt shot from 9 ft
3:22.0,Defensive rebound by M. Morris,,102-96,,
3:11.0,,,102-96,,Personal foul by J. Jackson (drawn by M. Morris)
3:04.0,Shooting foul by J. Jackson (drawn by B. Beal),,102-96,,
3:04.0,,,102-96,,T. Daniels enters the game for J. Jackson
3:04.0,B. Beal makes free throw 1 of 2,1,103-96,,
3:04.0,B. Beal makes free throw 2 of 2,1,104-96,,
2:53.0,Personal foul by O. Porter (drawn by T. Warren),,104-96,,
2:43.0,,,104-96,,Turnover by J. Dudley (bad pass; steal by O. Porter)
2:38.0,T. Satoransky misses 2-pt shot from 1 ft,,104-96,,
2:38.0,Offensive rebound by I. Mahinmi,,104-96,,
2:38.0,I. Mahinmi makes 2-pt shot at rim,2,106-96,,
2:38.0,Shooting foul by J. Dudley (drawn by I. Mahinmi),,106-96,,
2:38.0,I. Mahinmi makes free throw 1 of 1,1,107-96,,
2:29.0,,,107-96,,Shooting foul by I. Mahinmi (drawn by G. Monroe)
2:29.0,M. Gortat enters the game for I. Mahinmi,,107-96,,
2:29.0,,,107-96,,G. Monroe misses free throw 1 of 2
2:29.0,,,107-96,,Offensive rebound by Team
2:29.0,,,107-97,1,G. Monroe makes free throw 2 of 2
