time,LA Clippers,pts.away,score,pts.home,Denver
3:13.0,L. Williams misses 3-pt shot from 24 ft,,20-20,,
3:10.0,,,20-20,,Defensive rebound by W. Barton
2:57.0,,,20-22,2,P. Millsap makes 2-pt shot from 2 ft (assist by G. Harris)
2:48.0,M. Teodosic misses 2-pt shot from 4 ft,,20-22,,
2:45.0,,,20-22,,Defensive rebound by G. Harris
2:41.0,,,20-22,,G. Harris misses 2-pt shot from 2 ft (block by W. Johnson)
2:41.0,,,20-22,,Offensive rebound by Team
2:41.0,S. Dekker enters the game for T. Harris,,20-22,,
2:31.0,,,20-22,,M. Plumlee misses 2-pt shot from 2 ft
2:28.0,,,20-22,,Offensive rebound by M. Plumlee
2:28.0,,,20-22,,M. Plumlee misses 2-pt shot from 4 ft
2:28.0,,,20-22,,Offensive rebound by M. Plumlee
2:27.0,,,20-22,,M. Plumlee misses 2-pt shot from 4 ft
2:24.0,Defensive rebound by S. Dekker,,20-22,,
2:11.0,Turnover by M. Harrell (out of bounds lost ball),,20-22,,
1:49.0,,,20-24,2,D. Harris makes 2-pt shot from 2 ft (assist by W. Barton)
1:27.0,M. Harrell misses 2-pt shot from 1 ft (block by W. Barton),,20-24,,
1:24.0,,,20-24,,Defensive rebound by P. Millsap
1:17.0,,,20-26,2,W. Barton makes 2-pt shot from 3 ft
1:17.0,Shooting block foul by M. Teodosic (drawn by W. Barton),,20-26,,
1:17.0,,,20-26,,M. Beasley enters the game for G. Harris
1:17.0,,,20-27,1,W. Barton makes free throw 1 of 1
1:00.0,L. Williams makes 2-pt shot from 2 ft,2,22-27,,
0:51.0,,,22-29,2,D. Harris makes 2-pt shot from 1 ft
0:51.0,,,22-29,,Shooting foul by M. Teodosic (drawn by D. Harris)
0:51.0,,,22-30,1,D. Harris makes free throw 1 of 1
0:39.0,W. Johnson misses 3-pt shot from 23 ft (block by W. Barton),,22-30,,
0:36.0,,,22-30,,Defensive rebound by M. Plumlee
0:36.0,,,22-30,,Turnover by M. Plumlee (bad pass)
0:31.0,L. Williams misses 3-pt shot from 24 ft,,22-30,,
0:28.0,,,22-30,,Defensive rebound by W. Barton
0:06.0,,,22-33,2,P. Millsap makes 3-pt shot from 25 ft (assist by M. Plumlee)
0:01.0,M. Harrell makes 2-pt shot from 1 ft (assist by S. Dekker),2,24-33,,
0:00.0,,,24-33,,D. Harris misses 3-pt shot from 57 ft
0:00.0,,,24-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,S. Dekker makes 2-pt shot from 1 ft (assist by L. Williams),2,26-33,,
11:44.0,Shooting foul by T. Lyles (drawn by S. Dekker),,26-33,,
11:44.0,S. Dekker makes free throw 1 of 1,1,27-33,,
11:34.0,,,27-33,,D. Harris misses 3-pt shot from 24 ft
11:29.0,Defensive rebound by M. Teodosic,,27-33,,
11:26.0,A. Rivers makes 3-pt shot from 24 ft (assist by M. Teodosic),3,30-33,,
11:08.0,,,30-35,2,M. Plumlee makes 2-pt shot from 2 ft (assist by D. Harris)
10:56.0,Turnover by M. Harrell (bad pass; steal by M. Plumlee),,30-35,,
10:53.0,,,30-35,,Shooting foul by M. Harrell (drawn by W. Barton)
10:53.0,,,30-36,1,W. Barton makes free throw 1 of 2
10:53.0,,,30-37,1,W. Barton makes free throw 2 of 2
10:39.0,Turnover by M. Teodosic (bad pass; steal by T. Lyles),,30-37,,
10:35.0,,,30-39,2,W. Barton makes 2-pt shot from 1 ft (assist by W. Chandler)
10:25.0,M. Teodosic misses 2-pt shot from 3 ft,,30-39,,
10:22.0,,,30-39,,Defensive rebound by M. Plumlee
10:13.0,,,30-41,2,W. Barton makes 2-pt shot from 1 ft (assist by W. Chandler)
10:13.0,LA Clippers full timeout,,30-41,,
9:58.0,M. Teodosic makes 3-pt shot from 24 ft (assist by S. Dekker),3,33-41,,
9:31.0,,,33-41,,W. Barton misses 3-pt shot from 24 ft
9:26.0,,,33-41,,Offensive rebound by W. Chandler
9:25.0,,,33-43,2,W. Chandler makes 2-pt shot from 2 ft
9:09.0,M. Teodosic makes 2-pt shot from 12 ft (assist by M. Harrell),2,35-43,,
8:53.0,,,35-43,,T. Lyles misses 3-pt shot from 25 ft
8:51.0,Defensive rebound by M. Teodosic,,35-43,,
8:46.0,L. Williams misses 3-pt shot from 23 ft (block by T. Lyles),,35-43,,
8:43.0,Offensive rebound by L. Williams,,35-43,,
8:42.0,S. Dekker makes 2-pt shot from 1 ft (assist by L. Williams),2,37-43,,
8:32.0,,,37-43,,T. Lyles misses 3-pt shot from 22 ft
8:29.0,Defensive rebound by S. Dekker,,37-43,,
8:27.0,Offensive charge foul by S. Dekker (drawn by D. Harris),,37-43,,
8:27.0,Turnover by S. Dekker (offensive foul),,37-43,,
8:14.0,Personal block foul by A. Rivers (drawn by D. Harris),,37-43,,
8:07.0,,,37-45,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Harris)
7:51.0,L. Williams makes 2-pt shot from 18 ft,2,39-45,,
7:33.0,,,39-45,,T. Lyles misses 2-pt shot from 2 ft
7:31.0,Defensive rebound by M. Harrell,,39-45,,
7:27.0,Turnover by M. Teodosic (bad pass; steal by M. Plumlee),,39-45,,
7:23.0,,,39-45,,W. Barton misses 2-pt shot from 4 ft (block by L. Williams)
7:17.0,Defensive rebound by M. Teodosic,,39-45,,
7:15.0,S. Dekker misses 3-pt shot from 22 ft,,39-45,,
7:12.0,,,39-45,,Defensive rebound by W. Chandler
7:00.0,,,39-45,,D. Harris misses 2-pt shot from 2 ft (block by M. Harrell)
7:00.0,,,39-45,,Offensive rebound by Team
7:00.0,,,39-45,,Denver full timeout
7:00.0,,,39-45,,J. Murray enters the game for M. Plumlee
7:00.0,,,39-45,,N. Jokic enters the game for D. Harris
7:00.0,,,39-45,,P. Millsap enters the game for T. Lyles
7:00.0,T. Harris enters the game for M. Teodosic,,39-45,,
7:00.0,T. Wallace enters the game for M. Harrell,,39-45,,
7:00.0,D. Jordan enters the game for S. Dekker,,39-45,,
6:56.0,,,39-45,,W. Chandler misses 2-pt shot from 13 ft
6:52.0,Defensive rebound by L. Williams,,39-45,,
6:36.0,T. Harris misses 2-pt shot from 5 ft,,39-45,,
6:33.0,,,39-45,,Defensive rebound by P. Millsap
6:23.0,,,39-48,3,W. Barton makes 3-pt shot from 26 ft (assist by J. Murray)
6:04.0,A. Rivers makes 2-pt shot from 1 ft (assist by T. Wallace),2,41-48,,
5:45.0,,,41-48,,P. Millsap misses 2-pt shot from 3 ft
5:45.0,,,41-48,,Offensive rebound by W. Chandler
5:45.0,,,41-48,,Shooting foul by T. Harris (drawn by W. Chandler)
5:45.0,,,41-49,1,W. Chandler makes free throw 1 of 2
5:45.0,,,41-50,1,W. Chandler makes free throw 2 of 2
5:34.0,Turnover by A. Rivers (lost ball; steal by P. Millsap),,41-50,,
5:31.0,,,41-50,,Shooting foul by T. Wallace (drawn by W. Chandler)
5:31.0,,,41-50,,W. Chandler misses free throw 1 of 2
5:31.0,,,41-50,,Offensive rebound by Team
5:31.0,,,41-51,1,W. Chandler makes free throw 2 of 2
5:17.0,,,41-51,,Personal foul by W. Chandler (drawn by D. Jordan)
5:17.0,,,41-51,,G. Harris enters the game for W. Chandler
5:10.0,A. Rivers makes 2-pt shot from 8 ft,2,43-51,,
4:56.0,,,43-51,,Turnover by N. Jokic (bad pass; steal by L. Williams)
4:49.0,L. Williams makes 2-pt shot from 2 ft,2,45-51,,
4:48.0,,,45-51,,Denver full timeout
4:33.0,,,45-51,,Turnover by J. Murray (step out of bounds)
4:13.0,Shooting foul by P. Millsap (drawn by T. Harris),,45-51,,
4:13.0,T. Harris makes free throw 1 of 2,1,46-51,,
4:13.0,T. Harris misses free throw 2 of 2,,46-51,,
4:11.0,,,46-51,,Defensive rebound by W. Barton
3:57.0,,,46-51,,P. Millsap misses 2-pt shot from 2 ft
3:54.0,,,46-51,,Offensive rebound by P. Millsap
3:54.0,,,46-53,2,P. Millsap makes 2-pt shot at rim
3:47.0,Offensive charge foul by L. Williams (drawn by P. Millsap),,46-53,,
3:47.0,Turnover by L. Williams (offensive foul),,46-53,,
3:34.0,,,46-55,2,J. Murray makes 2-pt shot from 1 ft (assist by P. Millsap)
3:16.0,,,46-55,,Loose ball foul by P. Millsap (drawn by D. Jordan)
3:12.0,Shooting foul by J. Murray (drawn by T. Wallace),,46-55,,
3:12.0,T. Wallace makes free throw 1 of 2,1,47-55,,
3:12.0,T. Wallace makes free throw 2 of 2,1,48-55,,
2:48.0,,,48-55,,G. Harris misses 3-pt shot from 24 ft
2:45.0,,,48-55,,Offensive rebound by P. Millsap
2:42.0,,,48-55,,Turnover by J. Murray (bad pass)
2:42.0,,,48-55,,W. Chandler enters the game for N. Jokic
2:42.0,,,48-55,,M. Plumlee enters the game for J. Murray
2:31.0,Turnover by L. Williams (out of bounds lost ball),,48-55,,
2:20.0,,,48-55,,W. Barton misses 2-pt shot from 3 ft
2:17.0,Defensive rebound by D. Jordan,,48-55,,
2:08.0,L. Williams misses 2-pt shot from 3 ft (block by P. Millsap),,48-55,,
2:07.0,,,48-55,,Defensive rebound by M. Plumlee
2:07.0,Personal take foul by D. Jordan (drawn by M. Plumlee),,48-55,,
2:07.0,,,48-55,,M. Plumlee misses free throw 1 of 2
2:07.0,,,48-55,,Offensive rebound by Team
2:07.0,,,48-55,,M. Plumlee misses free throw 2 of 2
2:05.0,Defensive rebound by D. Jordan,,48-55,,
1:56.0,T. Harris misses 2-pt shot from 2 ft (block by P. Millsap),,48-55,,
1:53.0,,,48-55,,Defensive rebound by W. Barton
1:40.0,,,48-55,,W. Barton misses 3-pt shot from 24 ft
1:37.0,Defensive rebound by L. Williams,,48-55,,
1:34.0,T. Wallace misses 2-pt shot from 3 ft,,48-55,,
1:33.0,,,48-55,,Defensive rebound by W. Barton
1:27.0,,,48-58,3,W. Barton makes 3-pt shot from 25 ft (assist by W. Chandler)
1:12.0,L. Williams misses 3-pt shot from 23 ft,,48-58,,
1:09.0,,,48-58,,Defensive rebound by P. Millsap
1:06.0,,,48-58,,W. Barton misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by A. Rivers,,48-58,,
0:58.0,T. Harris makes 2-pt shot from 1 ft (assist by T. Wallace),2,50-58,,
0:35.0,,,50-58,,W. Chandler misses 2-pt shot from 14 ft
0:32.0,Defensive rebound by T. Harris,,50-58,,
0:32.0,,,50-58,,Personal take foul by W. Chandler (drawn by A. Rivers)
0:32.0,A. Rivers makes free throw 1 of 2,1,51-58,,
0:32.0,W. Johnson enters the game for L. Williams,,51-58,,
0:32.0,A. Rivers makes free throw 2 of 2,1,52-58,,
0:16.0,,,52-58,,M. Plumlee misses 2-pt shot from 2 ft
0:14.0,Defensive rebound by D. Jordan,,52-58,,
0:04.0,,,52-58,,Personal foul by W. Barton (drawn by A. Rivers)
0:04.0,A. Rivers misses free throw 1 of 2,,52-58,,
0:04.0,Offensive rebound by Team,,52-58,,
0:04.0,A. Rivers misses free throw 2 of 2,,52-58,,
0:03.0,,,52-58,,Defensive rebound by P. Millsap
0:00.0,,,52-58,,P. Millsap misses 3-pt shot from 32 ft
0:00.0,,,52-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Jordan makes 2-pt shot from 1 ft (assist by T. Harris),2,54-58,,
11:34.0,Personal foul by W. Johnson (drawn by W. Barton),,54-58,,
11:26.0,,,54-60,2,N. Jokic makes 2-pt shot from 13 ft (assist by W. Chandler)
11:04.0,T. Wallace makes 2-pt shot from 5 ft,2,56-60,,
10:48.0,Personal foul by D. Jordan (drawn by N. Jokic),,56-60,,
10:43.0,,,56-60,,G. Harris misses 2-pt shot from 18 ft
10:40.0,Defensive rebound by T. Harris,,56-60,,
10:26.0,A. Rivers misses 3-pt shot from 24 ft,,56-60,,
10:24.0,,,56-60,,Defensive rebound by W. Chandler
10:23.0,Personal foul by T. Harris (drawn by N. Jokic),,56-60,,
10:12.0,,,56-60,,Turnover by N. Jokic (lost ball; steal by D. Jordan)
10:04.0,Turnover by D. Jordan (bad pass),,56-60,,
9:57.0,,,56-60,,J. Murray misses 2-pt shot from 12 ft
9:53.0,Defensive rebound by D. Jordan,,56-60,,
9:49.0,T. Harris misses 3-pt shot from 23 ft,,56-60,,
9:46.0,,,56-60,,Defensive rebound by W. Chandler
9:41.0,Personal foul by T. Wallace (drawn by W. Chandler),,56-60,,
9:39.0,,,56-63,3,G. Harris makes 3-pt shot from 26 ft (assist by W. Barton)
9:15.0,,,56-63,,Personal foul by W. Chandler (drawn by A. Rivers)
9:11.0,Shooting foul by G. Harris (drawn by D. Jordan),,56-63,,
9:11.0,D. Jordan misses free throw 1 of 2,,56-63,,
9:11.0,Offensive rebound by Team,,56-63,,
9:11.0,D. Jordan makes free throw 2 of 2,1,57-63,,
8:58.0,,,57-63,,Shooting foul by W. Johnson (drawn by N. Jokic)
8:58.0,,,57-64,1,N. Jokic makes free throw 1 of 2
8:58.0,,,57-65,1,N. Jokic makes free throw 2 of 2
8:41.0,A. Rivers makes 2-pt shot from 5 ft,2,59-65,,
8:29.0,,,59-67,2,G. Harris makes 2-pt shot at rim (assist by N. Jokic)
8:16.0,W. Johnson misses 3-pt shot from 22 ft,,59-67,,
8:14.0,Offensive rebound by D. Jordan,,59-67,,
8:07.0,T. Wallace makes 2-pt shot from 5 ft,2,61-67,,
7:57.0,,,61-70,3,N. Jokic makes 3-pt shot from 24 ft (assist by J. Murray)
7:53.0,Turnover by A. Rivers (bad pass),,61-70,,
7:53.0,LA Clippers full timeout,,61-70,,
7:42.0,,,61-72,2,W. Chandler makes 2-pt shot from 1 ft (assist by N. Jokic)
7:22.0,T. Wallace misses 2-pt shot from 10 ft,,61-72,,
7:19.0,Offensive rebound by D. Jordan,,61-72,,
7:18.0,D. Jordan makes 2-pt shot from 1 ft,2,63-72,,
7:07.0,,,63-72,,W. Chandler misses 3-pt shot from 22 ft
7:07.0,Defensive rebound by D. Jordan,,63-72,,
6:54.0,T. Harris misses 2-pt shot from 5 ft,,63-72,,
6:52.0,,,63-72,,Defensive rebound by N. Jokic
6:46.0,,,63-74,2,J. Murray makes 2-pt shot from 18 ft (assist by N. Jokic)
6:32.0,Turnover by A. Rivers (bad pass; steal by W. Chandler),,63-74,,
6:29.0,,,63-74,,J. Murray misses 2-pt shot from 23 ft
6:24.0,Defensive rebound by A. Rivers,,63-74,,
6:17.0,A. Rivers misses 2-pt shot from 4 ft (block by N. Jokic),,63-74,,
6:17.0,,,63-74,,Defensive rebound by N. Jokic
6:17.0,Personal foul by A. Rivers (drawn by N. Jokic),,63-74,,
6:17.0,L. Williams enters the game for W. Johnson,,63-74,,
6:17.0,,,63-75,1,N. Jokic makes free throw 1 of 2
6:17.0,,,63-76,1,N. Jokic makes free throw 2 of 2
6:00.0,T. Harris misses 2-pt shot from 8 ft,,63-76,,
5:58.0,,,63-76,,Defensive rebound by N. Jokic
5:51.0,,,63-76,,Shooting foul by T. Harris (drawn by N. Jokic)
5:51.0,,,63-77,1,N. Jokic makes free throw 1 of 2
5:51.0,,,63-77,,P. Millsap enters the game for W. Barton
5:51.0,S. Dekker enters the game for T. Wallace,,63-77,,
5:51.0,M. Teodosic enters the game for T. Harris,,63-77,,
5:51.0,,,63-78,1,N. Jokic makes free throw 2 of 2
5:36.0,L. Williams misses 3-pt shot from 28 ft,,63-78,,
5:32.0,Offensive rebound by S. Dekker,,63-78,,
5:23.0,S. Dekker misses 2-pt shot from 8 ft,,63-78,,
5:19.0,,,63-78,,Defensive rebound by P. Millsap
5:16.0,,,63-80,2,W. Chandler makes 2-pt shot from 1 ft (assist by P. Millsap)
4:49.0,S. Dekker misses 2-pt shot from 10 ft,,63-80,,
4:49.0,Offensive rebound by Team,,63-80,,
4:49.0,Turnover by Team (shot clock),,63-80,,
4:32.0,,,63-80,,P. Millsap misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by D. Jordan,,63-80,,
4:27.0,Turnover by D. Jordan (bad pass; steal by G. Harris),,63-80,,
4:24.0,,,63-82,2,G. Harris makes 2-pt shot from 1 ft
4:08.0,A. Rivers misses 3-pt shot from 25 ft,,63-82,,
4:06.0,Offensive rebound by Team,,63-82,,
4:06.0,T. Wallace enters the game for D. Jordan,,63-82,,
4:06.0,M. Harrell enters the game for A. Rivers,,63-82,,
4:06.0,B. Marjanovic enters the game for S. Dekker,,63-82,,
4:00.0,B. Marjanovic makes 2-pt shot from 2 ft (assist by T. Wallace),2,65-82,,
3:49.0,,,65-82,,Turnover by N. Jokic (traveling)
3:37.0,,,65-82,,Personal foul by J. Murray (drawn by L. Williams)
3:32.0,M. Teodosic makes 3-pt shot from 22 ft (assist by L. Williams),3,68-82,,
3:19.0,,,68-84,2,P. Millsap makes 2-pt shot from 1 ft (assist by W. Chandler)
3:00.0,M. Harrell misses 2-pt shot from 3 ft,,68-84,,
2:57.0,,,68-84,,Defensive rebound by W. Chandler
2:53.0,Personal foul by B. Marjanovic (drawn by N. Jokic),,68-84,,
2:53.0,,,68-84,,Denver full timeout
2:53.0,,,68-84,,D. Harris enters the game for W. Chandler
2:53.0,,,68-84,,W. Barton enters the game for J. Murray
2:53.0,W. Johnson enters the game for T. Wallace,,68-84,,
2:53.0,,,68-85,1,N. Jokic makes free throw 1 of 2
2:53.0,T. Wallace enters the game for W. Johnson,,68-85,,
2:53.0,,,68-86,1,N. Jokic makes free throw 2 of 2
2:40.0,L. Williams makes 2-pt shot from 10 ft (assist by M. Teodosic),2,70-86,,
2:27.0,,,70-86,,N. Jokic misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by M. Harrell,,70-86,,
2:19.0,B. Marjanovic makes 2-pt shot from 3 ft (assist by T. Wallace),2,72-86,,
2:19.0,Shooting foul by P. Millsap (drawn by B. Marjanovic),,72-86,,
2:19.0,,,72-86,,M. Plumlee enters the game for N. Jokic
2:19.0,B. Marjanovic makes free throw 1 of 1,1,73-86,,
2:08.0,,,73-86,,G. Harris misses 2-pt shot from 1 ft
2:04.0,Defensive rebound by M. Harrell,,73-86,,
1:55.0,T. Wallace misses 2-pt shot from 6 ft,,73-86,,
1:53.0,Offensive rebound by B. Marjanovic,,73-86,,
1:52.0,B. Marjanovic misses 2-pt shot from 4 ft (block by M. Plumlee),,73-86,,
1:52.0,Offensive rebound by B. Marjanovic,,73-86,,
1:47.0,B. Marjanovic misses 2-pt shot from 2 ft,,73-86,,
1:47.0,Offensive rebound by M. Harrell,,73-86,,
1:44.0,M. Harrell makes 2-pt shot at rim,2,75-86,,
1:22.0,,,75-86,,D. Harris misses 3-pt shot from 22 ft
1:20.0,,,75-86,,Offensive rebound by M. Plumlee
1:11.0,,,75-86,,P. Millsap misses 3-pt shot from 23 ft
1:07.0,Defensive rebound by T. Wallace,,75-86,,
1:05.0,,,75-86,,Personal block foul by G. Harris (drawn by T. Wallace)
1:05.0,T. Wallace makes free throw 1 of 2,1,76-86,,
1:05.0,T. Wallace makes free throw 2 of 2,1,77-86,,
0:50.0,,,77-86,,Turnover by P. Millsap (lost ball; steal by B. Marjanovic)
0:37.0,M. Teodosic misses 3-pt shot from 24 ft,,77-86,,
0:35.0,Offensive rebound by B. Marjanovic,,77-86,,
0:34.0,Shooting foul by W. Barton (drawn by B. Marjanovic),,77-86,,
0:34.0,,,77-86,,Denver full timeout
0:34.0,B. Marjanovic makes free throw 1 of 2,1,78-86,,
0:34.0,B. Marjanovic makes free throw 2 of 2,1,79-86,,
0:18.0,,,79-86,,W. Barton misses 3-pt shot from 24 ft
0:16.0,Defensive rebound by M. Teodosic,,79-86,,
0:07.0,Turnover by B. Marjanovic (lost ball; steal by W. Barton),,79-86,,
0:03.0,,,79-88,2,M. Plumlee makes 2-pt shot from 1 ft (assist by W. Barton)
0:00.0,L. Williams makes 2-pt shot from 1 ft,2,81-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,81-88,,Offensive foul by D. Harris (drawn by L. Williams)
11:50.0,,,81-88,,Turnover by D. Harris (offensive foul)
11:28.0,M. Teodosic makes 3-pt shot from 25 ft (assist by M. Harrell),3,84-88,,
11:10.0,Personal foul by M. Harrell (drawn by M. Plumlee),,84-88,,
11:10.0,,,84-88,,J. Murray enters the game for D. Harris
10:57.0,,,84-88,,Turnover by P. Millsap (bad pass; steal by T. Wallace)
10:49.0,L. Williams makes 3-pt shot from 25 ft (assist by M. Harrell),3,87-88,,
10:31.0,,,87-88,,W. Barton misses 2-pt shot from 3 ft
10:30.0,,,87-88,,Offensive rebound by Team
10:30.0,,,87-88,,G. Harris enters the game for W. Barton
10:28.0,Jump ball: M. Plumlee vs. B. Marjanovic (M. Harrell gains possession),,,,Jump ball: M. Plumlee vs. B. Marjanovic (M. Harrell gains possession)
10:28.0,,,87-88,,Turnover by M. Plumlee (turnover; steal by B. Marjanovic)
10:17.0,M. Harrell makes 2-pt shot from 2 ft (assist by L. Williams),2,89-88,,
10:02.0,,,89-88,,W. Chandler misses 3-pt shot from 24 ft
9:57.0,Defensive rebound by B. Marjanovic,,89-88,,
9:54.0,Turnover by B. Marjanovic (lost ball; steal by G. Harris),,89-88,,
9:43.0,,,89-90,2,J. Murray makes 2-pt shot from 20 ft
9:29.0,M. Harrell makes 2-pt shot from 2 ft (assist by B. Marjanovic),2,91-90,,
9:16.0,,,91-90,,J. Murray misses 3-pt shot from 24 ft
9:13.0,Defensive rebound by T. Wallace,,91-90,,
9:11.0,M. Harrell makes 2-pt shot from 1 ft (assist by T. Wallace),2,93-90,,
9:11.0,Shooting foul by P. Millsap (drawn by M. Harrell),,93-90,,
9:11.0,,,93-90,,N. Jokic enters the game for M. Plumlee
9:11.0,M. Harrell makes free throw 1 of 1,1,94-90,,
8:54.0,,,94-92,2,W. Chandler makes 2-pt shot from 11 ft
8:35.0,L. Williams makes 2-pt shot from 3 ft (assist by M. Teodosic),2,96-92,,
8:22.0,,,96-92,,Turnover by J. Murray (bad pass; steal by M. Teodosic)
8:19.0,T. Wallace makes 2-pt shot from 2 ft,2,98-92,,
8:19.0,,,98-92,,Denver full timeout
8:08.0,,,98-92,,Turnover by N. Jokic (bad pass; steal by M. Teodosic)
8:02.0,M. Harrell makes 2-pt shot from 2 ft (assist by M. Teodosic),2,100-92,,
7:52.0,,,100-94,2,J. Murray makes 2-pt shot from 13 ft
7:33.0,M. Harrell misses 2-pt shot from 6 ft,,100-94,,
7:32.0,Offensive rebound by B. Marjanovic,,100-94,,
