time,Memphis,pts.away,score,pts.home,LA Lakers
4:15.0,B. Wright enters the game for J. Martin,,15-15,,
4:05.0,,,15-15,,K. Caldwell-Pope misses 2-pt shot from 17 ft
4:03.0,Defensive rebound by B. Wright,,15-15,,
3:51.0,,,15-15,,Personal foul by L. Ball (drawn by M. Gasol)
3:38.0,Turnover by M. Gasol (bad pass; steal by J. Clarkson),,15-15,,
3:38.0,Personal foul by T. Evans (drawn by J. Randle),,15-15,,
3:32.0,,,15-15,,L. Ball misses 3-pt shot from 28 ft
3:28.0,Defensive rebound by M. Chalmers,,15-15,,
3:22.0,M. Gasol misses 2-pt shot from 9 ft,,15-15,,
3:18.0,,,15-15,,Defensive rebound by L. Ball
3:17.0,,,15-17,2,L. Ball makes 2-pt shot from 1 ft
3:17.0,,,15-17,,Shooting foul by T. Evans (drawn by L. Ball)
3:17.0,D. Brooks enters the game for M. Gasol,,15-17,,
3:17.0,,,15-18,1,L. Ball makes free throw 1 of 1
3:12.0,D. Brooks makes 3-pt shot from 24 ft (assist by M. Chalmers),3,18-18,,
2:57.0,,,18-18,,J. Clarkson misses 2-pt shot from 2 ft
2:54.0,Defensive rebound by B. Wright,,18-18,,
2:52.0,M. Chalmers misses 3-pt shot from 24 ft,,18-18,,
2:48.0,,,18-18,,Defensive rebound by K. Caldwell-Pope
2:46.0,,,18-18,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Ennis)
2:40.0,Turnover by D. Brooks (traveling),,18-18,,
2:40.0,Memphis full timeout,,18-18,,
2:28.0,,,18-18,,L. Ball misses 2-pt shot from 1 ft (block by B. Wright)
2:21.0,,,18-18,,Offensive rebound by L. Ball
2:21.0,,,18-20,2,L. Ball makes 2-pt shot at rim
2:06.0,M. Chalmers makes 2-pt shot from 7 ft,2,20-20,,
1:49.0,,,20-22,2,J. Randle makes 2-pt shot from 1 ft (assist by L. Ball)
1:36.0,B. Wright makes 2-pt shot from 2 ft (assist by D. Brooks),2,22-22,,
1:24.0,,,22-22,,Shooting foul by D. Brooks (drawn by L. Ball)
1:24.0,,,22-22,,L. Ball misses free throw 1 of 2
1:24.0,,,22-22,,Offensive rebound by Team
1:24.0,,,22-22,,C. Brewer enters the game for K. Caldwell-Pope
1:24.0,,,22-22,,J. Hart enters the game for B. Ingram
1:24.0,,,22-23,1,L. Ball makes free throw 2 of 2
1:08.0,B. Wright makes 2-pt shot from 5 ft,2,24-23,,
0:55.0,,,24-23,,J. Randle misses 2-pt shot from 3 ft
0:52.0,Defensive rebound by M. Chalmers,,24-23,,
0:46.0,D. Brooks misses 3-pt shot from 24 ft,,24-23,,
0:42.0,,,24-23,,Defensive rebound by J. Randle
0:35.0,,,24-25,2,J. Randle makes 2-pt shot at rim (assist by J. Clarkson)
0:22.0,M. Chalmers misses 3-pt shot from 25 ft,,24-25,,
0:18.0,,,24-25,,Defensive rebound by J. Clarkson
0:02.0,,,24-27,2,J. Clarkson makes 2-pt shot from 1 ft (assist by J. Randle)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,T. Evans makes 3-pt shot from 26 ft,3,27-27,,
11:30.0,,,27-29,2,J. Randle makes 2-pt shot from 1 ft (assist by J. Clarkson)
11:30.0,,,27-29,,Shooting foul by B. Wright (drawn by J. Randle)
11:30.0,,,27-29,,J. Randle misses free throw 1 of 1
11:26.0,Defensive rebound by D. Brooks,,27-29,,
11:18.0,,,27-29,,Def 3 sec tech foul by K. Kuzma
11:18.0,T. Evans makes technical free throw,1,28-29,,
11:09.0,M. Chalmers misses 2-pt shot from 1 ft,,28-29,,
11:04.0,Offensive rebound by B. Wright,,28-29,,
11:04.0,B. Wright misses 2-pt shot at rim,,28-29,,
11:04.0,,,28-29,,Defensive rebound by C. Brewer
11:03.0,,,28-29,,Turnover by J. Clarkson (bad pass)
10:54.0,M. Chalmers makes 2-pt shot from 1 ft (assist by B. Wright),2,30-29,,
10:39.0,Personal foul by M. Chalmers (drawn by J. Clarkson),,30-29,,
10:27.0,,,30-29,,J. Clarkson misses 2-pt shot from 10 ft
10:22.0,Defensive rebound by M. Chalmers,,30-29,,
10:19.0,B. Wright misses 2-pt shot at rim (block by J. Randle),,30-29,,
10:16.0,,,30-29,,Defensive rebound by J. Clarkson
10:10.0,,,30-31,2,J. Randle makes 2-pt shot at rim (assist by J. Clarkson)
10:00.0,Shooting foul by J. Hart (drawn by T. Evans),,30-31,,
10:00.0,T. Evans makes free throw 1 of 2,1,31-31,,
10:00.0,T. Evans makes free throw 2 of 2,1,32-31,,
9:45.0,,,32-34,3,J. Clarkson makes 3-pt shot from 23 ft (assist by J. Randle)
9:32.0,M. Chalmers misses 2-pt shot from 4 ft,,32-34,,
9:30.0,,,32-34,,Defensive rebound by J. Randle
9:28.0,,,32-34,,Turnover by J. Randle (lost ball; steal by M. Chalmers)
9:25.0,Turnover by M. Chalmers (out of bounds lost ball),,32-34,,
9:12.0,,,32-34,,J. Randle misses 2-pt shot from 2 ft
9:06.0,Defensive rebound by D. Brooks,,32-34,,
9:04.0,T. Evans misses 2-pt shot from 1 ft,,32-34,,
8:55.0,Offensive rebound by B. Wright,,32-34,,
8:55.0,B. Wright makes 2-pt shot at rim,2,34-34,,
8:41.0,,,34-36,2,J. Randle makes 2-pt shot from 3 ft (assist by J. Clarkson)
8:20.0,Shooting foul by J. Randle (drawn by M. Chalmers),,34-36,,
8:20.0,M. Chalmers misses free throw 1 of 2,,34-36,,
8:20.0,Offensive rebound by Team,,34-36,,
8:20.0,,,34-36,,B. Lopez enters the game for J. Randle
8:20.0,M. Gasol enters the game for T. Evans,,34-36,,
8:20.0,M. Conley enters the game for D. Brooks,,34-36,,
8:20.0,J. Ennis enters the game for B. Wright,,34-36,,
8:20.0,M. Chalmers makes free throw 2 of 2,1,35-36,,
8:04.0,,,35-38,2,J. Clarkson makes 2-pt shot from 3 ft
7:44.0,,,35-38,,Personal foul by B. Lopez (drawn by M. Gasol)
7:44.0,,,35-38,,K. Caldwell-Pope enters the game for C. Brewer
7:33.0,M. Conley makes 2-pt shot from 2 ft,2,37-38,,
7:15.0,,,37-41,3,B. Lopez makes 3-pt shot from 27 ft (assist by J. Clarkson)
6:56.0,M. Gasol misses 3-pt shot from 26 ft,,37-41,,
6:55.0,,,37-41,,Defensive rebound by Team
6:55.0,Loose ball foul by J. Martin (drawn by K. Caldwell-Pope),,37-41,,
6:55.0,,,37-41,,LA Lakers full timeout
6:55.0,,,37-41,,B. Ingram enters the game for J. Hart
6:55.0,T. Evans enters the game for M. Chalmers,,37-41,,
6:39.0,,,37-44,3,B. Lopez makes 3-pt shot from 26 ft (assist by K. Caldwell-Pope)
6:19.0,M. Conley makes 2-pt shot from 2 ft,2,39-44,,
6:05.0,,,39-44,,B. Lopez misses 3-pt shot from 25 ft
6:02.0,Defensive rebound by J. Martin,,39-44,,
5:46.0,M. Gasol misses 2-pt shot from 3 ft,,39-44,,
5:44.0,,,39-44,,Defensive rebound by J. Clarkson
5:34.0,,,39-46,2,J. Clarkson makes 2-pt shot from 16 ft (assist by B. Lopez)
5:20.0,J. Ennis misses 2-pt shot from 11 ft,,39-46,,
5:17.0,,,39-46,,Defensive rebound by K. Kuzma
5:09.0,,,39-48,2,K. Kuzma makes 2-pt shot from 10 ft
5:07.0,Memphis full timeout,,39-48,,
5:07.0,,,39-48,,L. Ball enters the game for K. Kuzma
5:07.0,D. Brooks enters the game for J. Martin,,39-48,,
4:52.0,M. Conley misses 3-pt shot from 26 ft,,39-48,,
4:47.0,,,39-48,,Defensive rebound by K. Caldwell-Pope
4:38.0,,,39-48,,J. Clarkson misses 2-pt shot from 17 ft
4:35.0,Defensive rebound by J. Ennis,,39-48,,
4:31.0,,,39-48,,Personal foul by L. Ball (drawn by M. Gasol)
4:21.0,Turnover by M. Conley (bad pass; steal by J. Clarkson),,39-48,,
4:11.0,Personal foul by D. Brooks (drawn by B. Ingram),,39-48,,
3:58.0,,,39-48,,B. Lopez misses 2-pt shot from 1 ft
3:54.0,Defensive rebound by M. Gasol,,39-48,,
3:47.0,T. Evans makes 2-pt shot from 2 ft,2,41-48,,
3:38.0,Personal block foul by J. Ennis (drawn by B. Ingram),,41-48,,
3:38.0,,,41-49,1,B. Ingram makes free throw 1 of 2
3:38.0,,,41-49,,K. Kuzma enters the game for J. Clarkson
3:38.0,J. Martin enters the game for D. Brooks,,41-49,,
3:38.0,,,41-50,1,B. Ingram makes free throw 2 of 2
3:28.0,Turnover by M. Gasol (bad pass),,41-50,,
3:13.0,,,41-52,2,B. Ingram makes 2-pt shot from 2 ft
3:02.0,Turnover by M. Gasol (traveling),,41-52,,
2:48.0,,,41-52,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Ennis)
2:44.0,T. Evans makes 2-pt shot from 1 ft (assist by J. Ennis),2,43-52,,
2:30.0,,,43-52,,B. Ingram misses 2-pt shot from 20 ft (block by M. Conley)
2:26.0,Defensive rebound by M. Conley,,43-52,,
2:23.0,M. Conley makes 3-pt shot from 26 ft,3,46-52,,
2:03.0,,,46-52,,L. Ball misses 3-pt shot from 25 ft
2:00.0,,,46-52,,Offensive rebound by B. Ingram
1:56.0,,,46-54,2,B. Ingram makes 2-pt shot from 1 ft
1:46.0,M. Gasol makes 2-pt shot from 19 ft (assist by M. Conley),2,48-54,,
1:25.0,Violation by M. Gasol (kicked ball),,48-54,,
1:14.0,,,48-56,2,B. Ingram makes 2-pt shot from 3 ft (assist by B. Lopez)
1:14.0,,,48-56,,Shooting foul by M. Gasol (drawn by B. Ingram)
1:14.0,,,48-57,1,B. Ingram makes free throw 1 of 1
1:03.0,M. Conley misses 3-pt shot from 24 ft,,48-57,,
0:59.0,,,48-57,,Defensive rebound by B. Ingram
0:55.0,,,48-59,2,B. Ingram makes 2-pt shot from 1 ft
0:43.0,M. Conley misses 2-pt shot from 3 ft,,48-59,,
0:40.0,,,48-59,,Defensive rebound by K. Kuzma
0:36.0,,,48-59,,K. Kuzma misses 2-pt shot from 1 ft
0:32.0,Defensive rebound by M. Gasol,,48-59,,
0:26.0,M. Gasol makes 3-pt shot from 25 ft (assist by M. Conley),3,51-59,,
0:05.0,,,51-61,2,B. Ingram makes 2-pt shot from 1 ft (assist by L. Ball)
0:05.0,,,51-61,,Shooting foul by J. Ennis (drawn by B. Ingram)
0:05.0,,,51-61,,J. Randle enters the game for B. Lopez
0:05.0,,,51-61,,J. Hart enters the game for K. Caldwell-Pope
0:05.0,,,51-61,,C. Brewer enters the game for L. Ball
0:05.0,,,51-62,1,B. Ingram makes free throw 1 of 1
0:01.0,T. Evans makes 3-pt shot from 26 ft,3,54-62,,
0:00.0,,,54-62,,J. Randle misses 3-pt shot from 53 ft
0:00.0,,,54-62,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,54-62,,Personal foul by K. Caldwell-Pope (drawn by D. Brooks)
11:35.0,M. Conley misses 3-pt shot from 26 ft,,54-62,,
11:30.0,,,54-62,,Defensive rebound by B. Ingram
11:20.0,,,54-62,,K. Caldwell-Pope misses 3-pt shot from 25 ft
11:17.0,,,54-62,,Offensive rebound by L. Ball
11:12.0,Personal foul by D. Brooks (drawn by B. Lopez),,54-62,,
11:12.0,A. Harrison enters the game for D. Brooks,,54-62,,
11:00.0,,,54-62,,Turnover by B. Lopez (bad pass)
11:00.0,,,54-62,,Loose ball foul by B. Lopez (drawn by M. Gasol)
10:49.0,M. Gasol misses 3-pt shot from 26 ft,,54-62,,
10:43.0,,,54-62,,Defensive rebound by K. Kuzma
10:27.0,,,54-62,,B. Ingram misses 2-pt shot from 3 ft
10:23.0,Defensive rebound by J. Martin,,54-62,,
10:18.0,M. Gasol misses 2-pt shot from 2 ft,,54-62,,
10:14.0,,,54-62,,Defensive rebound by K. Kuzma
10:12.0,,,54-62,,L. Ball misses 2-pt shot from 2 ft (block by J. Martin)
10:12.0,,,54-62,,Offensive rebound by Team
10:04.0,,,54-62,,B. Lopez misses 2-pt shot from 13 ft
10:02.0,Defensive rebound by M. Gasol,,54-62,,
9:52.0,M. Conley misses 2-pt shot from 7 ft (block by B. Lopez),,54-62,,
9:49.0,Offensive rebound by J. Ennis,,54-62,,
9:40.0,A. Harrison misses 2-pt shot from 20 ft,,54-62,,
9:36.0,,,54-62,,Defensive rebound by K. Kuzma
9:29.0,,,54-62,,K. Caldwell-Pope misses 3-pt shot from 25 ft
9:28.0,,,54-62,,Offensive rebound by Team
9:19.0,,,54-64,2,K. Kuzma makes 2-pt shot from 1 ft
9:02.0,J. Ennis makes 2-pt shot from 1 ft (assist by A. Harrison),2,56-64,,
8:53.0,,,56-67,3,B. Lopez makes 3-pt shot from 26 ft (assist by B. Ingram)
8:33.0,Shooting foul by B. Lopez (drawn by M. Gasol),,56-67,,
8:33.0,M. Gasol misses free throw 1 of 2,,56-67,,
8:33.0,Offensive rebound by Team,,56-67,,
8:33.0,M. Gasol makes free throw 2 of 2,1,57-67,,
8:23.0,,,57-70,3,L. Ball makes 3-pt shot from 25 ft
8:07.0,A. Harrison makes 3-pt shot from 25 ft (assist by M. Gasol),3,60-70,,
7:57.0,,,60-70,,L. Ball misses 3-pt shot from 25 ft
7:55.0,Defensive rebound by A. Harrison,,60-70,,
7:44.0,M. Gasol misses 2-pt shot from 12 ft,,60-70,,
7:41.0,,,60-70,,Defensive rebound by K. Kuzma
7:25.0,,,60-70,,Shooting foul by M. Gasol (drawn by K. Caldwell-Pope)
7:25.0,,,60-71,1,K. Caldwell-Pope makes free throw 1 of 3
7:25.0,,,60-72,1,K. Caldwell-Pope makes free throw 2 of 3
7:25.0,,,60-73,1,K. Caldwell-Pope makes free throw 3 of 3
7:22.0,Memphis full timeout,,60-73,,
7:09.0,J. Martin misses 2-pt shot from 17 ft,,60-73,,
7:05.0,,,60-73,,Defensive rebound by B. Ingram
6:48.0,,,60-73,,Turnover by B. Ingram (bad pass)
6:48.0,T. Evans enters the game for J. Martin,,60-73,,
6:27.0,A. Harrison misses 2-pt shot from 2 ft,,60-73,,
6:24.0,,,60-73,,Defensive rebound by K. Kuzma
6:09.0,,,60-76,3,K. Kuzma makes 3-pt shot from 26 ft (assist by L. Ball)
5:57.0,M. Conley misses 3-pt shot from 25 ft,,60-76,,
5:53.0,,,60-76,,Defensive rebound by L. Ball
5:50.0,,,60-79,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by L. Ball)
5:35.0,M. Gasol misses 3-pt shot from 25 ft,,60-79,,
5:32.0,,,60-79,,Defensive rebound by K. Kuzma
5:27.0,,,60-82,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by L. Ball)
5:24.0,Memphis full timeout,,60-82,,
5:24.0,M. Chalmers enters the game for M. Conley,,60-82,,
5:24.0,B. Wright enters the game for M. Gasol,,60-82,,
5:12.0,T. Evans makes 2-pt shot from 1 ft (assist by B. Wright),2,62-82,,
5:00.0,,,62-82,,Turnover by L. Ball (bad pass)
4:48.0,T. Evans misses 2-pt shot from 1 ft,,62-82,,
4:45.0,,,62-82,,Defensive rebound by K. Kuzma
4:38.0,,,62-82,,LA Lakers full timeout
4:38.0,,,62-82,,J. Randle enters the game for K. Caldwell-Pope
4:38.0,,,62-82,,J. Clarkson enters the game for B. Lopez
4:25.0,,,62-82,,C. Brewer enters the game for K. Kuzma
4:24.0,Jump ball: B. Ingram vs. A. Harrison (J. Randle gains possession),,,,Jump ball: B. Ingram vs. A. Harrison (J. Randle gains possession)
4:24.0,,,62-82,,Turnover by Team (shot clock)
4:11.0,B. Wright makes 2-pt shot from 2 ft (assist by T. Evans),2,64-82,,
3:59.0,,,64-84,2,J. Randle makes 2-pt shot at rim (assist by L. Ball)
3:41.0,Turnover by B. Wright (bad pass),,64-84,,
3:34.0,,,64-84,,L. Ball misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by B. Wright,,64-84,,
3:25.0,A. Harrison misses 3-pt shot from 26 ft,,64-84,,
3:22.0,,,64-84,,Defensive rebound by J. Randle
3:09.0,,,64-86,2,C. Brewer makes 2-pt shot from 2 ft (assist by J. Randle)
2:48.0,B. Wright misses 2-pt shot from 6 ft,,64-86,,
2:45.0,,,64-86,,Defensive rebound by J. Clarkson
2:39.0,,,64-86,,J. Hart enters the game for L. Ball
2:35.0,,,64-86,,Offensive foul by J. Randle (drawn by J. Ennis)
2:35.0,,,64-86,,Turnover by J. Randle (offensive foul)
2:17.0,J. Ennis makes 3-pt shot from 26 ft (assist by T. Evans),3,67-86,,
2:00.0,Personal foul by T. Evans (drawn by B. Ingram),,67-86,,
2:00.0,M. Conley enters the game for A. Harrison,,67-86,,
1:53.0,,,67-86,,J. Clarkson misses 2-pt shot from 13 ft
1:49.0,,,67-86,,Offensive rebound by J. Randle
1:43.0,,,67-86,,Shooting foul by B. Wright (drawn by J. Clarkson)
1:43.0,,,67-87,1,J. Clarkson makes free throw 1 of 2
1:43.0,,,67-88,1,J. Clarkson makes free throw 2 of 2
1:30.0,Turnover by T. Evans (traveling),,67-88,,
1:18.0,,,67-88,,B. Ingram misses 2-pt shot from 18 ft
1:14.0,Defensive rebound by M. Conley,,67-88,,
1:06.0,Turnover by M. Conley (lost ball; steal by J. Randle),,67-88,,
0:55.0,,,67-88,,J. Hart misses 2-pt shot from 22 ft
0:51.0,Defensive rebound by M. Chalmers,,67-88,,
0:47.0,T. Evans makes 3-pt shot from 24 ft (assist by M. Chalmers),3,70-88,,
0:32.0,,,70-88,,Turnover by J. Clarkson (bad pass)
0:05.0,M. Conley misses 3-pt shot from 25 ft,,70-88,,
0:03.0,,,70-88,,Defensive rebound by J. Randle
0:02.0,,,70-88,,Offensive charge foul by J. Randle (drawn by M. Chalmers)
0:02.0,,,70-88,,Turnover by J. Randle (offensive foul)
0:00.0,M. Chalmers misses 3-pt shot from 50 ft,,70-88,,
0:00.0,Offensive rebound by Team,,70-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,70-90,2,J. Clarkson makes 2-pt shot from 17 ft
11:24.0,,,70-90,,Personal foul by C. Brewer (drawn by M. Gasol)
11:07.0,T. Evans makes 2-pt shot from 13 ft (assist by M. Gasol),2,72-90,,
10:47.0,,,72-90,,Turnover by J. Clarkson (bad pass; steal by T. Evans)
10:38.0,T. Evans misses 3-pt shot from 25 ft,,72-90,,
10:35.0,,,72-90,,Defensive rebound by C. Brewer
10:29.0,,,72-90,,J. Hart misses 2-pt shot from 1 ft (block by B. Wright)
10:27.0,,,72-90,,Offensive rebound by J. Randle
10:27.0,Personal foul by M. Chalmers (drawn by J. Randle),,72-90,,
10:15.0,D. Brooks enters the game for T. Evans,,72-90,,
10:13.0,,,72-90,,J. Randle misses 3-pt shot from 26 ft
10:13.0,,,72-90,,Turnover by Team (shot clock)
10:12.0,,,72-90,,Offensive rebound by Team
10:06.0,M. Conley makes 2-pt shot from 2 ft,2,74-90,,
10:06.0,Shooting foul by J. Hart (drawn by M. Conley),,74-90,,
10:06.0,M. Conley misses free throw 1 of 1,,74-90,,
10:02.0,,,74-90,,Defensive rebound by J. Randle
9:51.0,,,74-92,2,J. Clarkson makes 2-pt shot from 16 ft
9:35.0,M. Conley makes 2-pt shot from 2 ft,2,76-92,,
9:22.0,,,76-92,,C. Brewer misses 3-pt shot from 24 ft
9:22.0,Defensive rebound by M. Gasol,,76-92,,
9:10.0,M. Chalmers misses 3-pt shot from 27 ft,,76-92,,
9:07.0,,,76-92,,Defensive rebound by Team
9:07.0,,,76-92,,K. Caldwell-Pope enters the game for J. Hart
8:50.0,,,76-92,,Turnover by J. Clarkson (bad pass; steal by B. Wright)
8:46.0,D. Brooks makes 2-pt shot from 2 ft (assist by M. Chalmers),2,78-92,,
8:46.0,,,78-92,,LA Lakers full timeout
8:46.0,,,78-92,,B. Lopez enters the game for C. Brewer
8:46.0,,,78-92,,L. Ball enters the game for J. Clarkson
8:46.0,,,78-92,,B. Ingram enters the game for J. Randle
8:46.0,J. Ennis enters the game for B. Wright,,78-92,,
8:25.0,,,78-92,,L. Ball misses 2-pt shot from 5 ft
8:21.0,Defensive rebound by M. Conley,,78-92,,
8:06.0,M. Gasol misses 3-pt shot from 25 ft,,78-92,,
8:01.0,,,78-92,,Defensive rebound by B. Ingram
7:51.0,,,78-92,,Shooting foul by M. Chalmers (drawn by B. Lopez)
7:51.0,,,78-93,1,B. Lopez makes free throw 1 of 2
7:51.0,T. Evans enters the game for M. Conley,,78-93,,
7:51.0,,,78-93,,B. Lopez misses free throw 2 of 2
7:46.0,Defensive rebound by M. Chalmers,,78-93,,
7:39.0,M. Chalmers makes 2-pt shot from 19 ft,2,80-93,,
7:16.0,,,80-93,,Shooting foul by M. Chalmers (drawn by B. Ingram)
7:16.0,,,80-94,1,B. Ingram makes free throw 1 of 2
7:16.0,,,80-95,1,B. Ingram makes free throw 2 of 2
6:59.0,Shooting foul by B. Ingram (drawn by D. Brooks),,80-95,,
6:59.0,D. Brooks makes free throw 1 of 2,1,81-95,,
6:59.0,D. Brooks makes free throw 2 of 2,1,82-95,,
6:42.0,,,82-95,,B. Ingram misses 2-pt shot from 3 ft
6:42.0,,,82-95,,Offensive rebound by Team
6:35.0,,,82-95,,Turnover by B. Lopez (traveling)
6:13.0,D. Brooks misses 3-pt shot from 26 ft,,82-95,,
6:11.0,Offensive rebound by M. Gasol,,82-95,,
6:00.0,T. Evans misses 3-pt shot from 28 ft,,82-95,,
5:56.0,,,82-95,,Defensive rebound by K. Kuzma
5:47.0,,,82-95,,B. Lopez misses 3-pt shot from 26 ft
5:40.0,,,82-95,,Offensive rebound by K. Caldwell-Pope
5:40.0,,,82-97,2,K. Caldwell-Pope makes 2-pt shot at rim
5:29.0,M. Chalmers makes 2-pt shot from 1 ft,2,84-97,,
5:17.0,,,84-99,2,B. Lopez makes 2-pt shot from 1 ft (assist by L. Ball)
5:04.0,M. Gasol makes 3-pt shot from 26 ft (assist by M. Chalmers),3,87-99,,
4:53.0,,,87-99,,Turnover by K. Kuzma (traveling)
4:45.0,Turnover by M. Chalmers (lost ball; steal by K. Caldwell-Pope),,87-99,,
4:40.0,,,87-99,,L. Ball misses 3-pt shot from 26 ft
4:38.0,Defensive rebound by Team,,87-99,,
4:24.0,T. Evans makes 2-pt shot from 3 ft (assist by M. Gasol),2,89-99,,
4:01.0,,,89-99,,B. Ingram misses 2-pt shot from 19 ft
3:57.0,,,89-99,,Offensive rebound by B. Lopez
3:56.0,,,89-99,,B. Lopez misses 2-pt shot from 5 ft (block by J. Ennis)
3:56.0,,,89-99,,Offensive rebound by K. Kuzma
3:53.0,,,89-101,2,B. Lopez makes 2-pt shot from 2 ft (assist by K. Kuzma)
3:53.0,,,89-101,,Shooting foul by M. Gasol (drawn by B. Lopez)
3:53.0,M. Conley enters the game for M. Chalmers,,89-101,,
3:53.0,,,89-101,,B. Lopez misses free throw 1 of 1
3:51.0,Defensive rebound by M. Gasol,,89-101,,
3:43.0,Shooting foul by B. Ingram (drawn by M. Conley),,89-101,,
3:43.0,M. Conley makes free throw 1 of 2,1,90-101,,
3:43.0,M. Conley makes free throw 2 of 2,1,91-101,,
3:31.0,,,91-101,,Turnover by B. Lopez (bad pass)
3:24.0,T. Evans misses 2-pt shot from 1 ft (block by B. Lopez),,91-101,,
3:24.0,Offensive rebound by Team,,91-101,,
3:20.0,J. Ennis misses 3-pt shot from 25 ft,,91-101,,
3:15.0,,,91-101,,Defensive rebound by K. Caldwell-Pope
3:03.0,,,91-101,,K. Caldwell-Pope misses 3-pt shot from 26 ft
3:00.0,Defensive rebound by M. Conley,,91-101,,
