time,Orlando,pts.away,score,pts.home,Charlotte
6:38.0,A. Gordon makes clear path free throw 2 of 2,1,81-88,,
6:38.0,A. Gordon makes clear path free throw 1 of 2,1,82-88,,
6:27.0,E. Payton misses 2-pt shot from 2 ft,,82-88,,
6:24.0,,,82-88,,Defensive rebound by N. Batum
6:22.0,,,82-88,,Shooting foul by E. Fournier (drawn by K. Walker)
6:22.0,,,82-89,1,K. Walker makes free throw 1 of 2
6:22.0,,,82-89,,D. Howard enters the game for C. Zeller
6:22.0,,,82-90,1,K. Walker makes free throw 2 of 2
6:06.0,A. Gordon misses 2-pt shot from 17 ft,,82-90,,
6:06.0,,,82-90,,Defensive rebound by F. Kaminsky
5:59.0,,,82-92,2,K. Walker makes 2-pt shot from 1 ft
5:59.0,,,82-92,,Shooting foul by J. Simmons (drawn by K. Walker)
5:59.0,,,82-92,,M. Williams enters the game for F. Kaminsky
5:59.0,A. Afflalo enters the game for E. Fournier,,82-92,,
5:59.0,,,82-93,1,K. Walker makes free throw 1 of 1
5:43.0,N. Vucevic makes 2-pt shot from 12 ft (assist by E. Payton),2,84-93,,
5:31.0,,,84-93,,Offensive foul by D. Howard (drawn by J. Simmons)
5:31.0,,,84-93,,Turnover by D. Howard (offensive foul)
5:31.0,,,84-93,,M. Kidd-Gilchrist enters the game for J. Lamb
5:19.0,Turnover by N. Vucevic (bad pass; steal by K. Walker),,84-93,,
5:15.0,,,84-95,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
5:15.0,,,84-95,,Shooting foul by A. Afflalo (drawn by M. Kidd-Gilchrist)
5:15.0,Orlando full timeout,,84-95,,
5:15.0,,,84-96,1,M. Kidd-Gilchrist makes free throw 1 of 1
5:03.0,A. Gordon misses 2-pt shot from 18 ft,,84-96,,
4:59.0,Offensive rebound by N. Vucevic,,84-96,,
4:57.0,A. Afflalo misses 3-pt shot from 26 ft,,84-96,,
4:54.0,,,84-96,,Defensive rebound by M. Williams
4:47.0,,,84-96,,Turnover by N. Batum (bad pass)
4:47.0,E. Fournier enters the game for A. Afflalo,,84-96,,
4:24.0,N. Vucevic makes 2-pt shot from 1 ft (assist by A. Gordon),2,86-96,,
4:11.0,,,86-96,,K. Walker misses 3-pt shot from 25 ft
4:11.0,,,86-96,,Offensive rebound by M. Kidd-Gilchrist
3:58.0,,,86-98,2,D. Howard makes 2-pt shot from 19 ft (assist by K. Walker)
3:46.0,J. Simmons misses 2-pt shot from 11 ft,,86-98,,
3:43.0,Offensive rebound by J. Simmons,,86-98,,
3:41.0,E. Payton misses 3-pt shot from 23 ft,,86-98,,
3:37.0,,,86-98,,Defensive rebound by N. Batum
3:23.0,,,86-98,,D. Howard misses 2-pt shot from 20 ft
3:17.0,Defensive rebound by N. Vucevic,,86-98,,
3:16.0,Shooting foul by M. Williams (drawn by A. Gordon),,86-98,,
3:16.0,A. Gordon makes free throw 1 of 2,1,87-98,,
3:16.0,A. Afflalo enters the game for E. Fournier,,87-98,,
3:16.0,A. Gordon makes free throw 2 of 2,1,88-98,,
3:12.0,,,88-98,,Charlotte full timeout
3:12.0,E. Fournier enters the game for A. Afflalo,,88-98,,
2:54.0,,,88-98,,Turnover by D. Howard (lost ball; steal by N. Vucevic)
2:51.0,Offensive charge foul by E. Payton (drawn by K. Walker),,88-98,,
2:51.0,Turnover by E. Payton (offensive foul),,88-98,,
2:42.0,,,88-98,,Shooting foul by J. Simmons (drawn by K. Walker)
2:42.0,,,88-99,1,K. Walker makes free throw 1 of 2
2:42.0,,,88-100,1,K. Walker makes free throw 2 of 2
2:23.0,N. Vucevic misses 3-pt shot from 26 ft,,88-100,,
2:22.0,Offensive rebound by E. Payton,,88-100,,
2:22.0,,,88-100,,Personal foul by M. Kidd-Gilchrist (drawn by E. Payton)
2:09.0,N. Vucevic makes 2-pt shot from 1 ft (assist by A. Gordon),2,90-100,,
1:47.0,,,90-102,2,D. Howard makes 2-pt shot from 1 ft
1:40.0,E. Payton makes 2-pt shot from 1 ft,2,92-102,,
1:32.0,,,92-102,,N. Batum misses 3-pt shot from 23 ft
1:32.0,,,92-102,,Offensive rebound by Team
1:29.0,,,92-102,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
1:26.0,Defensive rebound by A. Gordon,,92-102,,
1:22.0,A. Gordon misses 3-pt shot from 25 ft,,92-102,,
1:19.0,,,92-102,,Defensive rebound by D. Howard
1:06.0,,,92-102,,M. Kidd-Gilchrist misses 2-pt shot from 20 ft
1:03.0,Defensive rebound by A. Gordon,,92-102,,
1:02.0,J. Simmons makes 2-pt shot from 1 ft (assist by A. Gordon),2,94-102,,
0:40.0,,,94-104,2,N. Batum makes 2-pt shot from 1 ft (assist by K. Walker)
0:40.0,Orlando full timeout,,94-104,,
0:33.0,N. Vucevic misses 3-pt shot from 25 ft,,94-104,,
0:29.0,,,94-104,,Defensive rebound by N. Batum
0:06.0,,,94-104,,D. Howard misses 2-pt shot from 20 ft (block by N. Vucevic)
0:06.0,,,94-104,,Offensive rebound by Team
0:06.0,,,94-104,,Turnover by Team (shot clock)
0:02.0,A. Gordon misses 3-pt shot from 29 ft,,94-104,,
0:02.0,,,94-104,,Defensive rebound by N. Batum
