time,Oklahoma City,pts.away,score,pts.home,LA Lakers
6:26.0,Defensive rebound by J. Huestis,,19-9,,
6:17.0,Turnover by P. George (bad pass),,19-9,,
6:05.0,,,19-9,,J. Randle misses 2-pt shot from 5 ft
6:02.0,Defensive rebound by Team,,19-9,,
5:53.0,P. George misses 3-pt shot from 26 ft,,19-9,,
5:50.0,,,19-9,,Defensive rebound by J. Hart
5:47.0,,,19-11,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Hart)
5:33.0,J. Huestis misses 3-pt shot from 25 ft,,19-11,,
5:33.0,,,19-11,,Defensive rebound by B. Lopez
5:23.0,,,19-13,2,B. Lopez makes 2-pt shot at rim (assist by B. Ingram)
5:08.0,P. George makes 3-pt shot from 24 ft (assist by R. Felton),3,22-13,,
5:00.0,,,22-13,,J. Hart misses 2-pt shot from 1 ft
4:54.0,,,22-13,,Offensive rebound by J. Randle
4:54.0,,,22-15,2,J. Randle makes 2-pt shot from 1 ft
4:51.0,Oklahoma City full timeout,,22-15,,
4:51.0,A. Abrines enters the game for J. Huestis,,22-15,,
4:45.0,Turnover by P. George (bad pass; steal by J. Hart),,22-15,,
4:42.0,,,22-17,2,B. Ingram makes 2-pt shot at rim (assist by C. Brewer)
4:29.0,R. Felton misses 2-pt shot from 17 ft,,22-17,,
4:26.0,,,22-17,,Defensive rebound by J. Randle
4:23.0,,,22-17,,J. Hart misses 3-pt shot from 22 ft
4:18.0,Defensive rebound by P. Patterson,,22-17,,
4:10.0,Turnover by P. George (bad pass),,22-17,,
3:59.0,,,22-17,,B. Lopez misses 3-pt shot from 25 ft
3:53.0,Defensive rebound by A. Abrines,,22-17,,
3:51.0,,,22-17,,K. Kuzma enters the game for J. Randle
3:48.0,Shooting foul by C. Brewer (drawn by P. George),,22-17,,
3:48.0,P. George makes free throw 1 of 2,1,23-17,,
3:48.0,P. George misses free throw 2 of 2,,23-17,,
3:45.0,,,23-17,,Defensive rebound by K. Kuzma
3:22.0,,,23-17,,K. Kuzma misses 3-pt shot from 23 ft
3:18.0,,,23-17,,C. Brewer misses 2-pt shot from 1 ft
3:18.0,,,23-17,,Offensive rebound by B. Lopez
3:18.0,,,23-17,,Offensive rebound by C. Brewer
3:17.0,,,23-17,,B. Lopez misses 2-pt shot from 2 ft
3:17.0,,,23-17,,Offensive rebound by B. Lopez
3:17.0,,,23-17,,B. Lopez misses 2-pt shot from 2 ft
3:17.0,,,23-17,,Offensive rebound by B. Lopez
3:13.0,,,23-19,2,B. Lopez makes 2-pt shot from 1 ft
2:59.0,S. Adams misses 2-pt shot from 2 ft (block by B. Lopez),,23-19,,
2:59.0,,,23-19,,Defensive rebound by J. Hart
2:41.0,,,23-19,,Shooting foul by S. Adams (drawn by B. Ingram)
2:41.0,,,23-20,1,B. Ingram makes free throw 1 of 2
2:41.0,,,23-20,,J. Randle enters the game for B. Lopez
2:41.0,D. Johnson enters the game for S. Adams,,23-20,,
2:41.0,J. Grant enters the game for P. Patterson,,23-20,,
2:41.0,,,23-21,1,B. Ingram makes free throw 2 of 2
2:31.0,Turnover by P. George (out of bounds lost ball),,23-21,,
2:31.0,,,23-21,,K. Caldwell-Pope enters the game for J. Hart
2:15.0,,,23-23,2,C. Brewer makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope)
1:59.0,J. Grant makes 2-pt shot from 6 ft (assist by A. Abrines),2,25-23,,
1:37.0,,,25-23,,J. Randle misses 2-pt shot from 3 ft
1:31.0,,,25-23,,Offensive rebound by J. Randle
1:31.0,,,25-25,2,J. Randle makes 2-pt shot at rim
1:24.0,P. George misses 2-pt shot from 4 ft (block by K. Kuzma),,25-25,,
1:19.0,Offensive rebound by D. Johnson,,25-25,,
1:18.0,D. Johnson makes 2-pt shot from 2 ft,2,27-25,,
1:12.0,,,27-25,,J. Randle misses 2-pt shot from 3 ft (block by D. Johnson)
1:12.0,Defensive rebound by R. Felton,,27-25,,
1:07.0,A. Abrines misses 3-pt shot from 25 ft,,27-25,,
1:07.0,,,27-25,,Defensive rebound by K. Kuzma
1:01.0,,,27-27,2,K. Kuzma makes 2-pt shot from 4 ft
0:44.0,,,27-27,,Personal foul by K. Caldwell-Pope (drawn by P. George)
0:44.0,,,27-27,,A. Caruso enters the game for B. Ingram
0:44.0,T. Ferguson enters the game for R. Felton,,27-27,,
0:38.0,P. George misses 2-pt shot from 3 ft (block by J. Randle),,27-27,,
0:35.0,,,27-27,,Defensive rebound by K. Kuzma
0:32.0,,,27-27,,K. Kuzma misses 2-pt shot from 2 ft
0:32.0,Defensive rebound by J. Grant,,27-27,,
0:26.0,T. Ferguson misses 3-pt shot from 22 ft,,27-27,,
0:21.0,,,27-27,,Defensive rebound by K. Caldwell-Pope
0:03.0,,,27-29,2,J. Randle makes 2-pt shot from 1 ft (assist by K. Kuzma)
0:03.0,,,27-29,,Shooting foul by D. Johnson (drawn by J. Randle)
0:03.0,,,27-30,1,J. Randle makes free throw 1 of 1
0:00.0,P. George misses 3-pt shot from 29 ft,,27-30,,
0:00.0,Offensive rebound by Team,,27-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,A. Abrines misses 3-pt shot from 25 ft,,27-30,,
11:44.0,,,27-30,,Defensive rebound by K. Caldwell-Pope
11:29.0,,,27-30,,K. Kuzma misses 2-pt shot from 3 ft
11:26.0,Defensive rebound by S. Adams,,27-30,,
11:14.0,,,27-30,,Personal foul by C. Brewer (drawn by J. Grant)
11:03.0,A. Abrines misses 2-pt shot from 22 ft,,27-30,,
10:59.0,,,27-30,,Defensive rebound by I. Zubac
10:48.0,,,27-30,,A. Caruso misses 2-pt shot from 12 ft
10:42.0,Defensive rebound by J. Grant,,27-30,,
10:30.0,T. Ferguson misses 2-pt shot from 14 ft,,27-30,,
10:29.0,Offensive rebound by Team,,27-30,,
10:29.0,,,27-30,,Loose ball foul by I. Zubac (drawn by S. Adams)
10:16.0,J. Grant misses 2-pt shot from 7 ft,,27-30,,
10:13.0,Offensive rebound by J. Grant,,27-30,,
10:11.0,J. Grant misses 2-pt shot from 2 ft,,27-30,,
10:11.0,Offensive rebound by S. Adams,,27-30,,
10:05.0,S. Adams misses 2-pt shot at rim,,27-30,,
10:04.0,,,27-30,,Defensive rebound by K. Kuzma
9:59.0,,,27-30,,I. Zubac misses 2-pt shot from 8 ft
9:55.0,Defensive rebound by J. Huestis,,27-30,,
9:42.0,J. Grant misses 2-pt shot from 9 ft,,27-30,,
9:42.0,,,27-30,,Defensive rebound by I. Zubac
9:27.0,,,27-30,,C. Brewer misses 2-pt shot from 1 ft
9:24.0,,,27-30,,Offensive rebound by C. Brewer
9:21.0,,,27-33,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by C. Brewer)
9:05.0,Turnover by J. Grant (bad pass; steal by A. Caruso),,27-33,,
9:05.0,Personal take foul by J. Grant (drawn by A. Caruso),,27-33,,
9:05.0,,,27-33,,J. Hart enters the game for C. Brewer
8:58.0,,,27-33,,K. Kuzma misses 2-pt shot from 21 ft
8:54.0,Defensive rebound by J. Huestis,,27-33,,
8:50.0,Oklahoma City full timeout,,27-33,,
8:41.0,,,27-33,,Personal foul by A. Caruso (drawn by A. Abrines)
8:33.0,A. Abrines misses 3-pt shot from 27 ft,,27-33,,
8:29.0,Offensive rebound by J. Grant,,27-33,,
8:18.0,T. Ferguson misses 3-pt shot from 25 ft,,27-33,,
8:18.0,,,27-33,,Defensive rebound by K. Caldwell-Pope
8:03.0,,,27-33,,A. Caruso misses 2-pt shot at rim
8:03.0,,,27-33,,Offensive rebound by I. Zubac
8:01.0,,,27-33,,I. Zubac misses 2-pt shot from 1 ft (block by J. Grant)
8:01.0,Defensive rebound by Team,,27-33,,
7:39.0,A. Abrines misses 2-pt shot from 2 ft,,27-33,,
7:39.0,Offensive rebound by S. Adams,,27-33,,
7:36.0,S. Adams misses 2-pt shot at rim,,27-33,,
7:33.0,Offensive rebound by S. Adams,,27-33,,
7:33.0,S. Adams makes 2-pt shot at rim,2,29-33,,
7:21.0,,,29-36,3,K. Kuzma makes 3-pt shot from 22 ft (assist by A. Caruso)
7:04.0,J. Grant makes 2-pt shot at rim (assist by T. Ferguson),2,31-36,,
6:53.0,,,31-39,3,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by A. Caruso)
6:43.0,A. Abrines makes 2-pt shot at rim,2,33-39,,
6:43.0,Shooting foul by J. Hart (drawn by A. Abrines),,33-39,,
6:43.0,,,33-39,,B. Lopez enters the game for A. Caruso
6:43.0,,,33-39,,B. Ingram enters the game for I. Zubac
6:43.0,P. George enters the game for T. Ferguson,,33-39,,
6:43.0,R. Felton enters the game for J. Huestis,,33-39,,
6:43.0,A. Abrines makes free throw 1 of 1,1,34-39,,
6:32.0,Shooting block foul by J. Grant (drawn by K. Kuzma),,34-39,,
6:32.0,,,34-40,1,K. Kuzma makes free throw 1 of 2
6:32.0,P. Patterson enters the game for A. Abrines,,34-40,,
6:32.0,,,34-41,1,K. Kuzma makes free throw 2 of 2
6:16.0,P. George misses 2-pt shot from 16 ft,,34-41,,
6:12.0,,,34-41,,Defensive rebound by K. Caldwell-Pope
6:08.0,,,34-41,,K. Kuzma misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by J. Grant,,34-41,,
5:57.0,S. Adams misses 2-pt shot from 10 ft,,34-41,,
5:53.0,,,34-41,,Defensive rebound by B. Lopez
5:47.0,,,34-41,,B. Lopez misses 2-pt shot from 6 ft
5:45.0,,,34-41,,J. Randle enters the game for K. Kuzma
5:45.0,Jump ball: B. Lopez vs. J. Grant (K. Caldwell-Pope gains possession),,,,Jump ball: B. Lopez vs. J. Grant (K. Caldwell-Pope gains possession)
5:45.0,,,34-41,,Offensive rebound by Team
5:24.0,,,34-43,2,J. Randle makes 2-pt shot at rim (assist by B. Ingram)
5:20.0,Oklahoma City full timeout,,34-43,,
5:11.0,R. Felton misses 2-pt shot from 18 ft,,34-43,,
5:08.0,,,34-43,,Defensive rebound by B. Lopez
4:56.0,,,34-46,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by J. Randle)
4:36.0,J. Grant makes 2-pt shot from 2 ft (assist by P. Patterson),2,36-46,,
4:20.0,,,36-46,,J. Randle misses 2-pt shot from 1 ft
4:17.0,Defensive rebound by S. Adams,,36-46,,
4:10.0,P. Patterson misses 3-pt shot from 22 ft,,36-46,,
4:06.0,,,36-46,,Defensive rebound by J. Randle
4:00.0,,,36-46,,B. Lopez misses 3-pt shot from 28 ft
3:56.0,Defensive rebound by R. Felton,,36-46,,
3:49.0,R. Felton misses 2-pt shot from 2 ft,,36-46,,
3:46.0,Offensive rebound by S. Adams,,36-46,,
3:46.0,S. Adams misses 2-pt shot at rim,,36-46,,
3:45.0,Offensive rebound by P. George,,36-46,,
3:43.0,P. George makes 2-pt shot from 17 ft,2,38-46,,
3:43.0,,,38-46,,LA Lakers full timeout
3:32.0,,,38-49,3,B. Ingram makes 3-pt shot from 22 ft (assist by J. Hart)
3:08.0,J. Grant makes 2-pt shot from 1 ft,2,40-49,,
2:57.0,,,40-49,,J. Hart misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by P. George,,40-49,,
2:45.0,S. Adams misses 2-pt shot from 8 ft,,40-49,,
2:41.0,,,40-49,,Defensive rebound by K. Caldwell-Pope
2:30.0,,,40-49,,B. Lopez misses 2-pt shot from 11 ft
2:26.0,Defensive rebound by P. Patterson,,40-49,,
2:23.0,,,40-49,,Personal foul by B. Lopez (drawn by S. Adams)
2:23.0,S. Adams misses free throw 1 of 2,,40-49,,
2:23.0,Offensive rebound by Team,,40-49,,
2:23.0,,,40-49,,K. Kuzma enters the game for K. Caldwell-Pope
2:23.0,S. Adams makes free throw 2 of 2,1,41-49,,
2:06.0,,,41-52,3,J. Hart makes 3-pt shot from 22 ft (assist by B. Ingram)
1:42.0,P. George makes 3-pt shot from 23 ft (assist by R. Felton),3,44-52,,
1:19.0,,,44-52,,B. Lopez misses 3-pt shot from 24 ft
1:15.0,Defensive rebound by P. George,,44-52,,
1:13.0,,,44-52,,Shooting block foul by K. Kuzma (drawn by P. George)
1:13.0,P. George makes free throw 1 of 2,1,45-52,,
1:13.0,P. George misses free throw 2 of 2,,45-52,,
1:13.0,Offensive rebound by Team,,45-52,,
1:13.0,,,45-52,,Loose ball foul by K. Kuzma (drawn by S. Adams)
1:13.0,S. Adams misses free throw 1 of 2,,45-52,,
1:13.0,Offensive rebound by Team,,45-52,,
1:13.0,S. Adams makes free throw 2 of 2,1,46-52,,
0:48.0,,,46-52,,J. Randle misses 2-pt shot from 5 ft
0:45.0,Defensive rebound by R. Felton,,46-52,,
0:35.0,P. George misses 2-pt shot from 3 ft (block by J. Hart),,46-52,,
0:32.0,Offensive rebound by P. Patterson,,46-52,,
0:30.0,P. Patterson misses 3-pt shot from 23 ft,,46-52,,
0:28.0,Offensive rebound by S. Adams,,46-52,,
0:27.0,S. Adams misses 2-pt shot from 1 ft,,46-52,,
0:23.0,Offensive rebound by J. Grant,,46-52,,
0:06.0,R. Felton misses 3-pt shot from 25 ft,,46-52,,
0:02.0,,,46-52,,Defensive rebound by K. Kuzma
0:00.0,,,46-52,,K. Kuzma misses 3-pt shot from 40 ft (block by P. George)
0:00.0,,,46-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,P. George misses 3-pt shot from 26 ft,,46-52,,
11:43.0,,,46-52,,Defensive rebound by J. Hart
11:39.0,,,46-52,,Turnover by J. Hart (bad pass; steal by P. Patterson)
11:33.0,Shooting foul by B. Ingram (drawn by S. Adams),,46-52,,
11:33.0,S. Adams misses free throw 1 of 2,,46-52,,
11:33.0,Offensive rebound by Team,,46-52,,
11:33.0,S. Adams makes free throw 2 of 2,1,47-52,,
11:20.0,,,47-54,2,B. Ingram makes 2-pt shot from 1 ft
11:07.0,J. Huestis misses 3-pt shot from 23 ft,,47-54,,
11:02.0,,,47-54,,Defensive rebound by B. Lopez
10:42.0,,,47-54,,B. Lopez misses 2-pt shot from 2 ft
10:42.0,,,47-54,,Offensive rebound by B. Lopez
10:42.0,,,47-54,,Shooting foul by J. Huestis (drawn by B. Lopez)
10:42.0,,,47-54,,B. Lopez misses free throw 1 of 2
10:42.0,,,47-54,,Offensive rebound by Team
10:42.0,,,47-55,1,B. Lopez makes free throw 2 of 2
10:26.0,P. George makes 2-pt shot at rim,2,49-55,,
10:11.0,,,49-55,,B. Lopez misses 2-pt shot from 1 ft
10:08.0,Defensive rebound by P. George,,49-55,,
10:07.0,Turnover by P. George (bad pass; steal by K. Caldwell-Pope),,49-55,,
10:03.0,,,49-55,,K. Caldwell-Pope misses 2-pt shot from 12 ft
10:03.0,,,49-55,,Offensive rebound by K. Caldwell-Pope
10:03.0,,,49-55,,Shooting foul by P. George (drawn by K. Caldwell-Pope)
10:03.0,,,49-56,1,K. Caldwell-Pope makes free throw 1 of 2
10:03.0,,,49-57,1,K. Caldwell-Pope makes free throw 2 of 2
9:50.0,Turnover by R. Felton (bad pass; steal by B. Ingram),,49-57,,
9:38.0,,,49-59,2,B. Lopez makes 2-pt shot from 3 ft (assist by B. Ingram)
9:22.0,P. George makes 2-pt shot from 2 ft,2,51-59,,
9:06.0,,,51-59,,Offensive charge foul by J. Randle (drawn by P. Patterson)
9:06.0,,,51-59,,Turnover by J. Randle (offensive foul)
8:57.0,R. Felton makes 2-pt shot from 9 ft,2,53-59,,
8:40.0,,,53-61,2,K. Caldwell-Pope makes 2-pt shot at rim
8:27.0,S. Adams makes 2-pt shot at rim (assist by P. George),2,55-61,,
8:17.0,,,55-61,,Turnover by J. Randle (bad pass; steal by P. George)
8:13.0,,,55-61,,Personal take foul by K. Caldwell-Pope (drawn by P. George)
7:59.0,P. Patterson misses 2-pt shot from 4 ft,,55-61,,
7:57.0,,,55-61,,Defensive rebound by J. Hart
7:54.0,,,55-64,3,B. Ingram makes 3-pt shot from 24 ft (assist by J. Hart)
7:34.0,A. Abrines enters the game for J. Huestis,,55-64,,
7:31.0,P. George misses 3-pt shot from 26 ft,,55-64,,
7:29.0,,,55-64,,Defensive rebound by K. Caldwell-Pope
7:21.0,,,55-64,,Turnover by B. Ingram (bad pass; steal by R. Felton)
7:15.0,P. George misses 3-pt shot from 23 ft,,55-64,,
7:11.0,,,55-64,,Defensive rebound by J. Hart
7:05.0,,,55-67,3,B. Ingram makes 3-pt shot from 25 ft (assist by B. Lopez)
6:44.0,P. Patterson misses 3-pt shot from 23 ft,,55-67,,
6:40.0,,,55-67,,Defensive rebound by B. Lopez
6:21.0,,,55-67,,B. Ingram misses 2-pt shot from 9 ft
6:20.0,,,55-67,,Offensive rebound by Team
6:20.0,,,55-67,,LA Lakers full timeout
6:11.0,,,55-70,3,J. Hart makes 3-pt shot from 23 ft (assist by J. Randle)
5:55.0,P. Patterson misses 3-pt shot from 25 ft,,55-70,,
5:49.0,Offensive rebound by S. Adams,,55-70,,
5:38.0,S. Adams makes 2-pt shot at rim (assist by R. Felton),2,57-70,,
5:11.0,,,57-70,,J. Randle misses 2-pt shot from 5 ft
5:09.0,,,57-70,,Offensive rebound by J. Randle
5:07.0,,,57-72,2,J. Randle makes 2-pt shot from 1 ft
4:46.0,A. Abrines misses 3-pt shot from 25 ft,,57-72,,
4:44.0,,,57-72,,Defensive rebound by Team
4:44.0,J. Grant enters the game for P. Patterson,,57-72,,
4:25.0,,,57-74,2,J. Randle makes 2-pt shot at rim (assist by J. Hart)
4:04.0,P. George misses 2-pt shot from 9 ft,,57-74,,
4:01.0,Offensive rebound by P. George,,57-74,,
3:54.0,A. Abrines makes 2-pt shot from 2 ft (assist by J. Grant),2,59-74,,
3:44.0,,,59-76,2,J. Hart makes 2-pt shot at rim (assist by B. Lopez)
3:43.0,Oklahoma City full timeout,,59-76,,
3:43.0,,,59-76,,K. Kuzma enters the game for B. Ingram
3:43.0,,,59-76,,A. Caruso enters the game for J. Randle
3:43.0,D. Hamilton enters the game for R. Felton,,59-76,,
3:34.0,Shooting foul by K. Kuzma (drawn by P. George),,59-76,,
3:34.0,P. George misses free throw 1 of 2,,59-76,,
3:34.0,Offensive rebound by Team,,59-76,,
3:34.0,N. Collison enters the game for S. Adams,,59-76,,
3:34.0,,,59-76,,J. Randle enters the game for B. Lopez
3:34.0,P. George misses free throw 2 of 2,,59-76,,
3:32.0,,,59-76,,Defensive rebound by K. Kuzma
3:11.0,,,59-76,,K. Caldwell-Pope misses 3-pt shot from 27 ft
3:08.0,Defensive rebound by P. George,,59-76,,
3:04.0,Turnover by P. George (out of bounds lost ball),,59-76,,
3:04.0,,,59-76,,C. Brewer enters the game for K. Caldwell-Pope
2:50.0,,,59-76,,J. Randle misses 2-pt shot from 2 ft
2:44.0,Jump ball: J. Randle vs. A. Abrines (N. Collison gains possession),,,,Jump ball: J. Randle vs. A. Abrines (N. Collison gains possession)
2:44.0,Defensive rebound by Team,,59-76,,
2:26.0,P. George misses 2-pt shot from 17 ft,,59-76,,
2:22.0,,,59-76,,Defensive rebound by J. Randle
2:17.0,,,59-76,,Turnover by C. Brewer (bad pass)
1:59.0,Shooting foul by J. Hart (drawn by N. Collison),,59-76,,
1:59.0,N. Collison misses free throw 1 of 2,,59-76,,
1:59.0,Offensive rebound by Team,,59-76,,
1:59.0,N. Collison misses free throw 2 of 2,,59-76,,
1:56.0,,,59-76,,Defensive rebound by K. Kuzma
1:46.0,,,59-79,3,K. Kuzma makes 3-pt shot from 25 ft (assist by A. Caruso)
1:30.0,P. George misses 2-pt shot from 17 ft,,59-79,,
1:28.0,Offensive rebound by J. Grant,,59-79,,
1:26.0,A. Abrines misses 3-pt shot from 26 ft,,59-79,,
1:24.0,,,59-79,,Defensive rebound by Team
1:15.0,,,59-79,,A. Caruso misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by N. Collison,,59-79,,
1:05.0,A. Abrines makes 3-pt shot from 25 ft (assist by P. George),3,62-79,,
0:50.0,,,62-81,2,K. Kuzma makes 2-pt shot from 19 ft
0:34.0,N. Collison makes 2-pt shot at rim (assist by D. Hamilton),2,64-81,,
0:28.0,,,64-81,,Turnover by A. Caruso (lost ball; steal by P. George)
0:26.0,D. Hamilton makes 2-pt shot from 1 ft (assist by P. George),2,66-81,,
0:06.0,Personal foul by J. Grant (drawn by K. Kuzma),,66-81,,
0:04.0,,,66-81,,K. Kuzma misses 3-pt shot from 26 ft
0:01.0,,,66-81,,Offensive rebound by J. Hart
0:01.0,,,66-83,2,J. Hart makes 2-pt shot at rim
0:00.0,J. Grant misses 3-pt shot from 43 ft,,66-83,,
0:00.0,Offensive rebound by Team,,66-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,66-83,,I. Zubac misses 2-pt shot from 7 ft
11:43.0,Defensive rebound by N. Collison,,66-83,,
11:21.0,Turnover by J. Grant (lost ball; steal by K. Kuzma),,66-83,,
11:13.0,,,66-83,,B. Ingram misses 3-pt shot from 24 ft
11:10.0,,,66-83,,Offensive rebound by Team
11:08.0,,,66-83,,B. Ingram misses 2-pt shot from 14 ft
11:05.0,Defensive rebound by A. Abrines,,66-83,,
10:53.0,Turnover by N. Collison (offensive goaltending),,66-83,,
10:38.0,,,66-85,2,I. Zubac makes 2-pt shot at rim (assist by K. Kuzma)
10:20.0,D. Hamilton misses 2-pt shot from 4 ft (block by I. Zubac),,66-85,,
10:17.0,,,66-85,,Defensive rebound by B. Ingram
10:15.0,,,66-87,2,B. Ingram makes 2-pt shot at rim (assist by C. Brewer)
10:15.0,Oklahoma City full timeout,,66-87,,
10:15.0,P. George enters the game for N. Collison,,66-87,,
10:15.0,S. Adams enters the game for A. Abrines,,66-87,,
10:07.0,,,66-87,,Personal foul by I. Zubac (drawn by P. George)
9:52.0,J. Grant misses 2-pt shot from 3 ft (block by K. Kuzma),,66-87,,
9:51.0,Offensive rebound by J. Grant,,66-87,,
9:51.0,Turnover by Team (shot clock),,66-87,,
9:28.0,,,66-89,2,C. Brewer makes 2-pt shot from 8 ft (assist by I. Zubac)
9:17.0,P. George makes 3-pt shot from 24 ft,3,69-89,,
9:11.0,,,69-89,,C. Brewer misses 2-pt shot from 1 ft (block by J. Grant)
9:11.0,Defensive rebound by D. Hamilton,,69-89,,
9:06.0,,,69-89,,Personal foul by A. Caruso (drawn by D. Hamilton)
9:00.0,P. George misses 3-pt shot from 25 ft,,69-89,,
8:56.0,,,69-89,,Defensive rebound by K. Kuzma
8:35.0,,,69-89,,A. Caruso misses 3-pt shot from 23 ft
8:32.0,Defensive rebound by R. Felton,,69-89,,
8:27.0,Shooting foul by A. Caruso (drawn by S. Adams),,69-89,,
8:27.0,S. Adams makes free throw 1 of 2,1,70-89,,
8:27.0,,,70-89,,K. Caldwell-Pope enters the game for A. Caruso
8:27.0,P. Patterson enters the game for J. Grant,,70-89,,
8:27.0,S. Adams makes free throw 2 of 2,1,71-89,,
8:10.0,,,71-89,,K. Kuzma misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by P. George,,71-89,,
7:57.0,,,71-89,,Personal foul by C. Brewer (drawn by P. George)
7:47.0,D. Hamilton misses 3-pt shot from 23 ft,,71-89,,
7:43.0,,,71-89,,Defensive rebound by B. Ingram
7:42.0,Personal foul by P. George (drawn by B. Ingram),,71-89,,
7:28.0,,,71-91,2,K. Kuzma makes 2-pt shot from 21 ft
7:12.0,P. Patterson misses 3-pt shot from 25 ft,,71-91,,
7:09.0,Offensive rebound by P. Patterson,,71-91,,
7:08.0,P. George misses 3-pt shot from 24 ft,,71-91,,
7:06.0,,,71-91,,Defensive rebound by Team
6:52.0,,,71-93,2,K. Caldwell-Pope makes 2-pt shot from 14 ft
6:52.0,Oklahoma City full timeout,,71-93,,
6:52.0,T. Ferguson enters the game for R. Felton,,71-93,,
6:52.0,A. Abrines enters the game for S. Adams,,71-93,,
6:52.0,N. Collison enters the game for P. George,,71-93,,
6:41.0,N. Collison makes 2-pt shot from 1 ft (assist by D. Hamilton),2,73-93,,
6:23.0,,,73-95,2,K. Caldwell-Pope makes 2-pt shot from 13 ft (assist by B. Ingram)
6:04.0,T. Ferguson misses 3-pt shot from 25 ft,,73-95,,
6:01.0,,,73-95,,Defensive rebound by I. Zubac
5:48.0,,,73-97,2,K. Kuzma makes 2-pt shot from 4 ft
5:39.0,Turnover by D. Hamilton (bad pass),,73-97,,
5:39.0,,,73-97,,J. Hart enters the game for C. Brewer
5:39.0,K. Singler enters the game for P. Patterson,,73-97,,
5:19.0,,,73-97,,J. Hart misses 2-pt shot from 13 ft
5:14.0,Defensive rebound by A. Abrines,,73-97,,
5:05.0,T. Ferguson misses 3-pt shot from 25 ft,,73-97,,
5:01.0,,,73-97,,Defensive rebound by K. Kuzma
4:54.0,Personal foul by A. Abrines (drawn by I. Zubac),,73-97,,
4:54.0,,,73-97,,A. Caruso enters the game for B. Ingram
4:43.0,,,73-99,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by A. Caruso)
4:36.0,K. Singler misses 2-pt shot from 22 ft,,73-99,,
4:32.0,,,73-99,,Defensive rebound by J. Hart
4:27.0,,,73-99,,K. Kuzma misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by D. Hamilton,,73-99,,
