time,New Orleans,pts.away,score,pts.home,Golden State
6:15.0,,,98-106,,Defensive rebound by S. Curry
6:10.0,,,98-106,,Turnover by K. Thompson (bad pass; steal by R. Rondo)
6:02.0,Turnover by J. Holiday (bad pass; steal by S. Curry),,98-106,,
5:46.0,,,98-108,2,K. Durant makes 2-pt shot from 16 ft (assist by S. Curry)
5:46.0,New Orleans full timeout,,98-108,,
5:35.0,N. Mirotic misses 3-pt shot from 28 ft,,98-108,,
5:32.0,,,98-108,,Defensive rebound by S. Curry
5:15.0,,,98-110,2,K. Durant makes 2-pt shot from 13 ft (assist by D. Green)
4:55.0,R. Rondo misses 2-pt shot from 11 ft,,98-110,,
4:54.0,Offensive rebound by J. Holiday,,98-110,,
4:48.0,J. Holiday makes 2-pt shot at rim,2,100-110,,
4:33.0,,,100-110,,Turnover by K. Durant (bad pass; steal by N. Mirotic)
4:26.0,Turnover by R. Rondo (bad pass),,100-110,,
4:12.0,,,100-110,,D. Green misses 3-pt shot from 27 ft
4:10.0,Defensive rebound by N. Mirotic,,100-110,,
4:00.0,A. Davis misses 2-pt shot from 18 ft,,100-110,,
3:59.0,,,100-110,,Defensive rebound by S. Curry
3:56.0,,,100-110,,Turnover by S. Curry (lost ball; steal by R. Rondo)
3:40.0,,,100-110,,Personal foul by K. Durant (drawn by A. Davis)
3:32.0,N. Mirotic makes 3-pt shot from 28 ft,3,103-110,,
3:29.0,,,103-110,,Golden State full timeout
3:12.0,,,103-113,3,K. Durant makes 3-pt shot from 26 ft (assist by D. Green)
2:53.0,,,103-113,,Personal foul by D. Green (drawn by A. Davis)
2:45.0,E. Moore misses 3-pt shot from 25 ft,,103-113,,
2:43.0,,,103-113,,Defensive rebound by Team
2:43.0,Loose ball foul by N. Mirotic (drawn by A. Iguodala),,103-113,,
2:43.0,D. Miller enters the game for N. Mirotic,,103-113,,
2:43.0,,,103-113,,A. Iguodala misses free throw 1 of 2
2:43.0,,,103-113,,Offensive rebound by Team
2:43.0,,,103-114,1,A. Iguodala makes free throw 2 of 2
2:31.0,R. Rondo makes 3-pt shot from 25 ft (assist by J. Holiday),3,106-114,,
2:11.0,,,106-116,2,K. Durant makes 2-pt shot from 11 ft
2:00.0,Turnover by J. Holiday (lost ball; steal by K. Durant),,106-116,,
1:47.0,,,106-119,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
1:47.0,New Orleans full timeout,,106-119,,
1:36.0,A. Davis misses 3-pt shot from 22 ft,,106-119,,
1:34.0,,,106-119,,Defensive rebound by A. Iguodala
1:19.0,,,106-119,,Turnover by S. Curry (bad pass; steal by E. Moore)
1:16.0,R. Rondo makes 2-pt shot from 2 ft (assist by E. Moore),2,108-119,,
1:07.0,,,108-119,,K. Thompson misses 3-pt shot from 22 ft
1:05.0,Defensive rebound by A. Davis,,108-119,,
1:02.0,J. Holiday makes 2-pt shot from 2 ft (assist by A. Davis),2,110-119,,
1:02.0,,,110-119,,Golden State full timeout
0:42.0,,,110-119,,K. Thompson misses 2-pt shot from 4 ft (block by E. Moore)
0:41.0,,,110-119,,Offensive rebound by K. Thompson
0:38.0,,,110-119,,K. Thompson misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by A. Davis,,110-119,,
0:35.0,A. Davis makes 3-pt shot from 28 ft (assist by R. Rondo),3,113-119,,
0:29.0,,,113-119,,Golden State full timeout
0:28.0,Personal foul by D. Miller (drawn by D. Green),,113-119,,
0:28.0,,,113-120,1,D. Green makes free throw 1 of 2
0:28.0,,,113-121,1,D. Green makes free throw 2 of 2
0:23.0,,,113-121,,Personal foul by S. Curry (drawn by A. Davis)
0:20.0,E. Moore misses 2-pt shot from 22 ft,,113-121,,
0:18.0,,,113-121,,Defensive rebound by K. Thompson
0:10.0,,,113-121,,Turnover by S. Curry (bad pass; steal by R. Rondo)
0:07.0,E. Moore makes 3-pt shot from 26 ft (assist by R. Rondo),3,116-121,,
