time,Houston,pts.away,score,pts.home,Golden State
2:15.0,,,12-21,,K. Durant misses 2-pt shot from 16 ft
2:10.0,Defensive rebound by C. Capela,,12-21,,
1:56.0,Turnover by J. Harden (lost ball; steal by J. Bell),,12-21,,
1:40.0,,,12-23,2,K. Durant makes 2-pt shot from 14 ft
1:40.0,,,12-23,,Shooting foul by J. Harden (drawn by K. Durant)
1:40.0,C. Paul enters the game for T. Ariza,,12-23,,
1:40.0,P. Tucker enters the game for J. Harden,,12-23,,
1:40.0,,,12-24,1,K. Durant makes free throw 1 of 1
1:28.0,E. Gordon makes 2-pt shot from 1 ft,2,14-24,,
1:28.0,Shooting foul by K. Looney (drawn by E. Gordon),,14-24,,
1:28.0,E. Gordon makes free throw 1 of 1,1,15-24,,
1:14.0,,,15-24,,K. Durant misses 2-pt shot from 16 ft (block by P. Tucker)
1:13.0,,,15-24,,Offensive rebound by K. Durant
1:02.0,,,15-26,2,K. Durant makes 2-pt shot from 19 ft
0:49.0,C. Capela misses 2-pt shot from 1 ft,,15-26,,
0:48.0,,,15-26,,Defensive rebound by K. Durant
0:43.0,,,15-26,,N. Young misses 3-pt shot from 28 ft
0:42.0,Defensive rebound by P. Tucker,,15-26,,
0:39.0,,,15-26,,Personal foul by K. Durant (drawn by C. Capela)
0:39.0,C. Capela makes free throw 1 of 2,1,16-26,,
0:39.0,C. Capela makes free throw 2 of 2,1,17-26,,
0:22.0,,,17-26,,S. Livingston misses 2-pt shot from 10 ft
0:17.0,,,17-26,,Offensive rebound by K. Looney
0:17.0,,,17-26,,K. Looney misses 2-pt shot at rim
0:16.0,,,17-26,,Offensive rebound by J. Bell
0:16.0,,,17-28,2,J. Bell makes 2-pt shot at rim
0:01.0,C. Capela misses 2-pt shot from 4 ft (block by J. Bell),,17-28,,
0:00.0,Offensive rebound by Team,,17-28,,
0:00.0,E. Gordon makes 2-pt shot from 2 ft (assist by C. Paul),2,19-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,19-28,,Personal foul by K. Thompson (drawn by C. Paul)
11:43.0,E. Gordon makes 2-pt shot from 5 ft,2,21-28,,
11:23.0,,,21-28,,K. Thompson misses 2-pt shot from 3 ft (block by C. Capela)
11:21.0,Defensive rebound by G. Green,,21-28,,
11:07.0,Turnover by E. Gordon (lost ball; steal by S. Livingston),,21-28,,
11:07.0,Personal foul by C. Paul (drawn by S. Livingston),,21-28,,
11:07.0,J. Harden enters the game for G. Green,,21-28,,
10:58.0,,,21-28,,S. Curry misses 2-pt shot from 1 ft
10:54.0,Defensive rebound by C. Capela,,21-28,,
10:53.0,J. Harden misses 2-pt shot from 13 ft,,21-28,,
10:52.0,Offensive rebound by J. Harden,,21-28,,
10:46.0,J. Harden misses 2-pt shot from 10 ft (block by D. Green),,21-28,,
10:45.0,Offensive rebound by J. Harden,,21-28,,
10:39.0,J. Harden misses 2-pt shot from 4 ft,,21-28,,
10:38.0,,,21-28,,Defensive rebound by S. Livingston
10:33.0,,,21-30,2,S. Livingston makes 2-pt shot from 2 ft
10:21.0,Turnover by C. Paul (bad pass; steal by D. Green),,21-30,,
10:16.0,,,21-30,,Turnover by S. Livingston (out of bounds lost ball)
10:16.0,,,21-30,,J. Bell enters the game for K. Thompson
9:56.0,C. Paul misses 2-pt shot from 2 ft,,21-30,,
9:55.0,,,21-30,,Defensive rebound by S. Curry
9:48.0,,,21-30,,S. Curry misses 3-pt shot from 31 ft
9:46.0,,,21-30,,Offensive rebound by S. Livingston
9:39.0,,,21-30,,S. Livingston misses 2-pt shot from 15 ft
9:38.0,Defensive rebound by C. Capela,,21-30,,
9:29.0,E. Gordon misses 3-pt shot from 24 ft,,21-30,,
9:27.0,,,21-30,,Defensive rebound by S. Livingston
9:21.0,,,21-30,,Offensive foul by S. Livingston (drawn by C. Paul)
9:21.0,,,21-30,,Turnover by S. Livingston (offensive foul)
9:21.0,T. Ariza enters the game for E. Gordon,,21-30,,
9:04.0,Shooting foul by J. Bell (drawn by J. Harden),,21-30,,
9:04.0,J. Harden makes free throw 1 of 2,1,22-30,,
9:04.0,,,22-30,,K. Durant enters the game for J. Bell
9:04.0,J. Harden makes free throw 2 of 2,1,23-30,,
8:55.0,,,23-30,,S. Curry misses 2-pt shot from 21 ft
8:54.0,,,23-30,,Offensive rebound by D. Green
8:54.0,,,23-32,2,D. Green makes 2-pt shot at rim
8:33.0,C. Paul makes 2-pt shot from 8 ft,2,25-32,,
8:13.0,Personal foul by P. Tucker (drawn by S. Curry),,25-32,,
8:04.0,,,25-32,,D. Green misses 3-pt shot from 23 ft
8:02.0,Defensive rebound by C. Capela,,25-32,,
7:57.0,Offensive charge foul by C. Paul (drawn by S. Curry),,25-32,,
7:57.0,Turnover by C. Paul (offensive foul),,25-32,,
7:34.0,,,25-34,2,N. Young makes 2-pt shot from 1 ft (assist by D. Green)
7:21.0,J. Harden makes 3-pt shot from 25 ft,3,28-34,,
7:03.0,,,28-36,2,K. Durant makes 2-pt shot from 3 ft
6:43.0,,,28-36,,Personal foul by S. Livingston (drawn by C. Paul)
6:43.0,,,28-36,,Golden State full timeout
6:43.0,,,28-36,,K. Looney enters the game for S. Livingston
6:43.0,G. Green enters the game for C. Capela,,28-36,,
6:30.0,J. Harden makes 3-pt shot from 25 ft,3,31-36,,
6:15.0,,,31-36,,Turnover by D. Green (bad pass; steal by C. Paul)
6:06.0,J. Harden makes 2-pt shot from 4 ft,2,33-36,,
6:06.0,Shooting foul by S. Curry (drawn by J. Harden),,33-36,,
6:06.0,,,33-36,,K. Thompson enters the game for N. Young
6:06.0,E. Gordon enters the game for C. Paul,,33-36,,
6:06.0,J. Harden makes free throw 1 of 1,1,34-36,,
5:49.0,,,34-36,,K. Thompson misses 2-pt shot from 20 ft
5:48.0,Defensive rebound by P. Tucker,,34-36,,
5:31.0,J. Harden misses 3-pt shot from 25 ft,,34-36,,
5:29.0,,,34-36,,Defensive rebound by S. Curry
5:23.0,,,34-38,2,S. Curry makes 2-pt shot from 5 ft
5:06.0,,,34-38,,Personal foul by S. Curry (drawn by J. Harden)
5:06.0,J. Harden makes free throw 1 of 2,1,35-38,,
5:06.0,,,35-38,,Q. Cook enters the game for S. Curry
5:06.0,C. Capela enters the game for G. Green,,35-38,,
5:06.0,J. Harden makes free throw 2 of 2,1,36-38,,
4:50.0,,,36-38,,K. Durant misses 2-pt shot from 13 ft
4:49.0,,,36-38,,K. Looney misses 2-pt shot at rim
4:49.0,,,36-38,,Offensive rebound by K. Looney
4:48.0,,,36-38,,Offensive rebound by K. Looney
4:39.0,,,36-38,,K. Durant misses 2-pt shot from 5 ft
4:38.0,,,36-38,,Offensive rebound by K. Looney
4:37.0,,,36-38,,K. Looney misses 2-pt shot from 3 ft
4:36.0,Defensive rebound by C. Capela,,36-38,,
4:31.0,E. Gordon misses 3-pt shot from 31 ft,,36-38,,
4:29.0,,,36-38,,Defensive rebound by Team
4:29.0,Loose ball foul by C. Capela (drawn by D. Green),,36-38,,
4:13.0,C. Paul enters the game for P. Tucker,,36-38,,
4:13.0,,,36-38,,K. Thompson misses 2-pt shot from 8 ft (block by E. Gordon)
4:13.0,Defensive rebound by Team,,36-38,,
4:11.0,,,36-38,,Personal foul by Q. Cook (drawn by C. Capela)
4:11.0,C. Capela misses free throw 1 of 2,,36-38,,
4:11.0,Offensive rebound by Team,,36-38,,
4:11.0,C. Capela makes free throw 2 of 2,1,37-38,,
3:53.0,,,37-41,3,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant)
3:52.0,Houston full timeout,,37-41,,
3:52.0,P. Tucker enters the game for C. Capela,,37-41,,
3:32.0,C. Paul makes 3-pt shot from 22 ft (assist by T. Ariza),2,40-41,,
3:10.0,,,40-41,,K. Thompson misses 2-pt shot from 11 ft
3:08.0,Defensive rebound by J. Harden,,40-41,,
3:06.0,,,40-41,,Personal foul by K. Looney (drawn by C. Paul)
3:06.0,C. Paul misses free throw 1 of 2,,40-41,,
3:06.0,Offensive rebound by Team,,40-41,,
3:06.0,,,40-41,,S. Livingston enters the game for Q. Cook
3:06.0,C. Paul makes free throw 2 of 2,1,41-41,,
2:54.0,,,41-41,,K. Durant misses 2-pt shot from 13 ft
2:49.0,Defensive rebound by P. Tucker,,41-41,,
2:47.0,J. Harden misses 3-pt shot from 26 ft,,41-41,,
2:46.0,,,41-41,,Defensive rebound by D. Green
2:38.0,,,41-43,2,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green)
2:22.0,C. Paul makes 3-pt shot from 25 ft (assist by J. Harden),3,44-43,,
2:00.0,,,44-43,,D. Green misses 3-pt shot from 26 ft
1:59.0,Defensive rebound by P. Tucker,,44-43,,
1:59.0,,,44-43,,Personal foul by K. Looney (drawn by P. Tucker)
1:59.0,P. Tucker makes free throw 1 of 2,1,45-43,,
1:59.0,,,45-43,,N. Young enters the game for K. Looney
1:59.0,P. Tucker makes free throw 2 of 2,1,46-43,,
1:48.0,,,46-43,,Turnover by N. Young (bad pass; steal by J. Harden)
1:44.0,C. Paul makes 2-pt shot from 1 ft (assist by J. Harden),2,48-43,,
1:25.0,,,48-43,,Turnover by K. Durant (lost ball; steal by J. Harden)
1:21.0,J. Harden makes 2-pt shot from 1 ft,2,50-43,,
1:06.0,,,50-43,,K. Thompson misses 3-pt shot from 27 ft
1:05.0,,,50-43,,Offensive rebound by D. Green
1:01.0,,,50-43,,N. Young misses 3-pt shot from 22 ft
1:00.0,Defensive rebound by E. Gordon,,50-43,,
0:53.0,C. Paul makes 3-pt shot from 27 ft,3,53-43,,
0:40.0,,,53-43,,Shooting foul by P. Tucker (drawn by K. Durant)
0:40.0,,,53-44,1,K. Durant makes free throw 1 of 3
0:40.0,,,53-45,1,K. Durant makes free throw 2 of 3
0:40.0,,,53-46,1,K. Durant makes free throw 3 of 3
0:28.0,J. Harden misses 3-pt shot from 27 ft,,53-46,,
0:26.0,Offensive rebound by P. Tucker,,53-46,,
0:16.0,J. Harden misses 2-pt shot from 20 ft,,53-46,,
0:16.0,Offensive rebound by Team,,53-46,,
0:16.0,Turnover by Team (shot clock),,53-46,,
0:16.0,,,53-46,,S. Curry enters the game for S. Livingston
0:01.0,,,53-46,,S. Curry misses 2-pt shot from 4 ft (block by J. Harden)
0:00.0,,,53-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Shooting foul by K. Looney (drawn by T. Ariza),,53-46,,
11:42.0,T. Ariza makes free throw 1 of 2,1,54-46,,
11:42.0,T. Ariza misses free throw 2 of 2,,54-46,,
11:41.0,,,54-46,,Defensive rebound by K. Durant
11:18.0,,,54-46,,K. Durant misses 2-pt shot from 11 ft
11:15.0,,,54-46,,Offensive rebound by K. Looney
11:13.0,,,54-49,3,S. Curry makes 3-pt shot from 27 ft (assist by K. Looney)
10:49.0,Turnover by Team (shot clock),,54-49,,
10:35.0,,,54-49,,K. Durant misses 2-pt shot from 14 ft
10:31.0,Defensive rebound by C. Capela,,54-49,,
10:19.0,J. Harden misses 3-pt shot from 25 ft,,54-49,,
10:17.0,,,54-49,,Defensive rebound by Team
10:17.0,Loose ball foul by C. Capela (drawn by D. Green),,54-49,,
10:02.0,,,54-51,2,K. Looney makes 2-pt shot from 1 ft (assist by D. Green)
9:49.0,,,54-51,,Personal foul by D. Green (drawn by C. Paul)
9:34.0,C. Capela makes 2-pt shot from 5 ft (assist by C. Paul),2,56-51,,
9:16.0,,,56-51,,Shooting foul by C. Paul (drawn by D. Green)
9:16.0,,,56-52,1,D. Green makes free throw 1 of 2
9:16.0,,,56-53,1,D. Green makes free throw 2 of 2
8:56.0,J. Harden misses 3-pt shot from 26 ft,,56-53,,
8:55.0,,,56-53,,Defensive rebound by K. Durant
8:42.0,,,56-53,,Turnover by K. Thompson (bad pass)
8:42.0,E. Gordon enters the game for C. Capela,,56-53,,
8:24.0,C. Paul makes 2-pt shot from 10 ft,2,58-53,,
8:09.0,,,58-53,,D. Green misses 2-pt shot from 10 ft
8:08.0,,,58-53,,Offensive rebound by K. Thompson
8:06.0,Personal foul by J. Harden (drawn by K. Thompson),,58-53,,
8:06.0,,,58-53,,J. Bell enters the game for K. Looney
8:00.0,,,58-55,2,K. Durant makes 2-pt shot from 12 ft (assist by D. Green)
7:46.0,C. Paul misses 2-pt shot from 1 ft,,58-55,,
7:45.0,,,58-55,,Defensive rebound by K. Durant
7:42.0,,,58-55,,Turnover by K. Durant (bad pass)
7:32.0,Shooting foul by K. Thompson (drawn by E. Gordon),,58-55,,
7:32.0,E. Gordon makes free throw 1 of 2,1,59-55,,
7:32.0,E. Gordon makes free throw 2 of 2,1,60-55,,
7:17.0,,,60-55,,S. Curry misses 3-pt shot from 23 ft (block by T. Ariza)
7:16.0,Defensive rebound by P. Tucker,,60-55,,
6:57.0,J. Harden makes 2-pt shot from 7 ft,2,62-55,,
6:40.0,,,62-57,2,J. Bell makes 2-pt shot from 1 ft (assist by K. Durant)
6:27.0,E. Gordon misses 2-pt shot from 9 ft,,62-57,,
6:26.0,,,62-57,,Defensive rebound by J. Bell
6:21.0,,,62-57,,Offensive charge foul by D. Green (drawn by J. Harden)
6:21.0,,,62-57,,Turnover by D. Green (offensive foul)
6:21.0,,,62-57,,Golden State full timeout
5:58.0,J. Harden misses 3-pt shot from 26 ft,,62-57,,
5:57.0,,,62-57,,Defensive rebound by K. Durant
5:43.0,,,62-60,3,S. Curry makes 3-pt shot from 28 ft
5:32.0,Turnover by T. Ariza (out of bounds lost ball),,62-60,,
5:32.0,C. Capela enters the game for P. Tucker,,62-60,,
5:21.0,,,62-63,3,S. Curry makes 3-pt shot from 25 ft
5:19.0,Houston full timeout,,62-63,,
5:19.0,P. Tucker enters the game for C. Capela,,62-63,,
5:07.0,E. Gordon misses 2-pt shot from 3 ft,,62-63,,
5:06.0,,,62-63,,Defensive rebound by K. Durant
4:48.0,,,62-66,3,S. Curry makes 3-pt shot from 22 ft (assist by D. Green)
4:30.0,C. Paul makes 3-pt shot from 26 ft (assist by J. Harden),3,65-66,,
4:07.0,,,65-68,2,S. Curry makes 2-pt shot from 2 ft
3:57.0,,,65-68,,Personal foul by D. Green (drawn by C. Paul)
3:49.0,C. Paul misses 3-pt shot from 28 ft,,65-68,,
3:43.0,,,65-68,,Defensive rebound by D. Green
3:30.0,,,65-71,3,K. Thompson makes 3-pt shot from 26 ft
3:08.0,P. Tucker misses 3-pt shot from 23 ft,,65-71,,
3:05.0,,,65-71,,Defensive rebound by K. Durant
2:55.0,,,65-73,2,K. Durant makes 2-pt shot from 16 ft (assist by D. Green)
2:52.0,Houston full timeout,,65-73,,
2:52.0,G. Green enters the game for C. Paul,,65-73,,
2:39.0,J. Harden makes 2-pt shot from 3 ft,2,67-73,,
2:23.0,,,67-73,,S. Curry misses 3-pt shot from 27 ft
2:19.0,Defensive rebound by P. Tucker,,67-73,,
2:15.0,E. Gordon misses 2-pt shot from 1 ft,,67-73,,
2:14.0,,,67-73,,Defensive rebound by J. Bell
2:04.0,,,67-73,,K. Thompson misses 2-pt shot from 15 ft
2:03.0,,,67-73,,Offensive rebound by J. Bell
2:03.0,,,67-75,2,J. Bell makes 2-pt shot at rim
1:46.0,E. Gordon misses 3-pt shot from 23 ft,,67-75,,
1:43.0,Offensive rebound by P. Tucker,,67-75,,
1:41.0,G. Green makes 3-pt shot from 27 ft (assist by P. Tucker),3,70-75,,
1:16.0,,,70-75,,J. Bell misses 2-pt shot from 8 ft
1:13.0,,,70-75,,Offensive rebound by D. Green
1:08.0,,,70-78,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
0:57.0,Turnover by J. Harden (bad pass; steal by S. Curry),,70-78,,
0:52.0,,,70-78,,S. Curry misses 2-pt shot at rim (block by G. Green)
0:50.0,,,70-78,,Offensive rebound by K. Thompson
0:38.0,,,70-80,2,K. Durant makes 2-pt shot from 13 ft
0:24.0,G. Green misses 3-pt shot from 23 ft,,70-80,,
0:22.0,,,70-80,,Defensive rebound by D. Green
0:01.0,,,70-80,,S. Curry misses 3-pt shot from 26 ft
0:00.0,,,70-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,70-80,,S. Curry misses 2-pt shot from 19 ft
11:36.0,Defensive rebound by C. Capela,,70-80,,
11:36.0,Turnover by C. Paul (bad pass),,70-80,,
11:16.0,,,70-80,,S. Curry misses 2-pt shot from 4 ft (block by C. Capela)
11:15.0,,,70-80,,Offensive rebound by Team
11:11.0,,,70-80,,Turnover by S. Livingston (lost ball; steal by P. Tucker)
11:06.0,G. Green misses 3-pt shot from 26 ft,,70-80,,
11:03.0,,,70-80,,Defensive rebound by D. Green
10:53.0,Personal foul by C. Capela (drawn by S. Curry),,70-80,,
10:45.0,,,70-82,2,S. Livingston makes 2-pt shot from 1 ft (assist by S. Curry)
10:33.0,,,70-82,,Personal foul by J. Bell (drawn by C. Capela)
10:22.0,C. Paul makes 2-pt shot from 16 ft,2,72-82,,
10:10.0,,,72-82,,S. Curry misses 2-pt shot from 16 ft (block by G. Green)
10:04.0,Defensive rebound by G. Green,,72-82,,
9:59.0,C. Capela makes 2-pt shot from 3 ft (assist by E. Gordon),2,74-82,,
9:59.0,Shooting foul by N. Young (drawn by C. Capela),,74-82,,
9:59.0,,,74-82,,K. Durant enters the game for S. Curry
9:59.0,,,74-82,,K. Thompson enters the game for N. Young
9:59.0,J. Harden enters the game for E. Gordon,,74-82,,
9:59.0,C. Capela makes free throw 1 of 1,1,75-82,,
9:44.0,,,75-82,,S. Livingston misses 2-pt shot from 10 ft
9:43.0,Defensive rebound by C. Capela,,75-82,,
9:37.0,G. Green misses 3-pt shot from 26 ft,,75-82,,
9:36.0,,,75-82,,Defensive rebound by J. Bell
9:27.0,,,75-82,,K. Durant misses 3-pt shot from 26 ft
9:22.0,Defensive rebound by C. Paul,,75-82,,
9:15.0,C. Paul makes 2-pt shot from 11 ft,2,77-82,,
9:02.0,,,77-82,,Turnover by S. Livingston (out of bounds lost ball)
9:02.0,T. Ariza enters the game for G. Green,,77-82,,
8:49.0,C. Paul misses 2-pt shot from 18 ft,,77-82,,
8:48.0,Offensive rebound by P. Tucker,,77-82,,
8:48.0,Shooting foul by S. Livingston (drawn by P. Tucker),,77-82,,
8:48.0,P. Tucker makes free throw 1 of 2,1,78-82,,
8:48.0,,,78-82,,K. Looney enters the game for J. Bell
8:48.0,P. Tucker makes free throw 2 of 2,1,79-82,,
8:25.0,,,79-82,,K. Durant misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by C. Capela,,79-82,,
8:09.0,C. Paul misses 2-pt shot from 13 ft,,79-82,,
8:08.0,,,79-82,,Defensive rebound by K. Durant
7:59.0,,,79-82,,D. Green misses 2-pt shot from 1 ft
7:58.0,,,79-82,,Offensive rebound by Team
7:58.0,Loose ball foul by P. Tucker (drawn by D. Green),,79-82,,
7:58.0,,,79-82,,S. Curry enters the game for S. Livingston
7:58.0,,,79-82,,Golden State full timeout
7:58.0,E. Gordon enters the game for P. Tucker,,79-82,,
7:43.0,,,79-84,2,K. Durant makes 2-pt shot from 17 ft
7:17.0,C. Paul makes 3-pt shot from 26 ft,3,82-84,,
6:58.0,,,82-84,,Turnover by D. Green (bad pass; steal by T. Ariza)
6:37.0,E. Gordon misses 3-pt shot from 28 ft,,82-84,,
6:33.0,Offensive rebound by C. Capela,,82-84,,
6:30.0,E. Gordon misses 3-pt shot from 28 ft,,82-84,,
6:25.0,Offensive rebound by T. Ariza,,82-84,,
6:24.0,,,82-84,,Personal foul by K. Looney (drawn by E. Gordon)
6:24.0,P. Tucker enters the game for C. Capela,,82-84,,
6:03.0,T. Ariza makes 3-pt shot from 25 ft (assist by C. Paul),3,85-84,,
5:46.0,Personal foul by T. Ariza (drawn by K. Durant),,85-84,,
5:46.0,,,85-84,,J. Bell enters the game for K. Looney
5:42.0,,,85-84,,Shooting foul by T. Ariza (drawn by K. Durant)
5:42.0,,,85-85,1,K. Durant makes free throw 1 of 2
5:42.0,,,85-86,1,K. Durant makes free throw 2 of 2
5:22.0,Shooting foul by J. Bell (drawn by T. Ariza),,85-86,,
5:22.0,T. Ariza makes free throw 1 of 2,1,86-86,,
5:22.0,T. Ariza makes free throw 2 of 2,1,87-86,,
5:04.0,,,87-86,,S. Curry misses 3-pt shot from 28 ft
4:59.0,Defensive rebound by P. Tucker,,87-86,,
4:50.0,C. Paul misses 3-pt shot from 27 ft,,87-86,,
4:49.0,,,87-86,,Defensive rebound by K. Thompson
4:28.0,,,87-86,,K. Durant misses 3-pt shot from 26 ft
4:26.0,Defensive rebound by P. Tucker,,87-86,,
4:11.0,J. Harden makes 2-pt shot from 3 ft,2,89-86,,
3:48.0,,,89-86,,K. Looney enters the game for J. Bell
3:47.0,,,89-86,,K. Durant misses 2-pt shot from 18 ft
3:46.0,Defensive rebound by P. Tucker,,89-86,,
3:30.0,,,89-86,,Personal foul by K. Thompson (drawn by E. Gordon)
3:30.0,E. Gordon makes free throw 1 of 2,1,90-86,,
3:30.0,E. Gordon makes free throw 2 of 2,1,91-86,,
3:18.0,,,91-88,2,S. Curry makes 2-pt shot from 10 ft
3:18.0,,,91-88,,Shooting foul by J. Harden (drawn by S. Curry)
3:18.0,Houston full timeout,,91-88,,
3:18.0,,,91-89,1,S. Curry makes free throw 1 of 1
3:01.0,J. Harden misses 3-pt shot from 28 ft,,91-89,,
2:57.0,,,91-89,,Defensive rebound by K. Thompson
2:38.0,,,91-89,,S. Curry misses 2-pt shot from 21 ft
2:37.0,Defensive rebound by P. Tucker,,91-89,,
2:27.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul),3,94-89,,
2:12.0,,,94-89,,Turnover by S. Curry (bad pass)
1:49.0,J. Harden misses 3-pt shot from 26 ft,,94-89,,
1:47.0,,,94-89,,Defensive rebound by S. Curry
1:43.0,Personal foul by E. Gordon (drawn by K. Durant),,94-89,,
1:43.0,,,94-90,1,K. Durant makes free throw 1 of 2
1:43.0,,,94-91,1,K. Durant makes free throw 2 of 2
1:27.0,E. Gordon misses 3-pt shot from 26 ft,,94-91,,
1:27.0,,,94-91,,Defensive rebound by Team
1:14.0,,,94-91,,K. Thompson misses 3-pt shot from 23 ft
1:09.0,,,94-91,,Offensive rebound by D. Green
1:07.0,,,94-91,,S. Curry misses 3-pt shot from 27 ft
1:04.0,Defensive rebound by P. Tucker,,94-91,,
0:45.0,C. Paul misses 2-pt shot from 5 ft (block by K. Looney),,94-91,,
0:44.0,Offensive rebound by P. Tucker,,94-91,,
0:43.0,P. Tucker misses 2-pt shot from 6 ft,,94-91,,
