time,Dallas,pts.away,score,pts.home,San Antonio
10:07.0,,,33-26,2,D. Murray makes 2-pt shot from 1 ft
9:54.0,,,33-26,,Personal foul by D. Murray (drawn by J. Barea)
9:54.0,,,33-26,,P. Mills enters the game for D. Murray
9:44.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by J. Barea),2,35-26,,
9:29.0,,,35-26,,B. Paul misses 3-pt shot from 22 ft
9:26.0,Defensive rebound by J. Barea,,35-26,,
9:13.0,Turnover by J. Barea (bad pass; steal by J. Lauvergne),,35-26,,
9:05.0,,,35-28,2,P. Mills makes 2-pt shot from 20 ft
9:04.0,Dallas full timeout,,35-28,,
9:04.0,,,35-28,,R. Gay enters the game for D. Bertans
9:04.0,,,35-28,,L. Aldridge enters the game for J. Lauvergne
9:04.0,Y. Ferrell enters the game for W. Matthews,,35-28,,
8:41.0,Y. Ferrell makes 2-pt shot at rim,2,37-28,,
8:26.0,,,37-28,,P. Mills misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by D. Powell,,37-28,,
8:13.0,J. Barea makes 3-pt shot from 25 ft,3,40-28,,
7:57.0,,,40-28,,B. Forbes misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by D. Nowitzki,,40-28,,
7:40.0,Y. Ferrell makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,42-28,,
7:40.0,,,42-28,,San Antonio full timeout
7:40.0,M. Kleber enters the game for D. Nowitzki,,42-28,,
7:31.0,,,42-28,,Shooting foul by Y. Ferrell (drawn by B. Paul)
7:31.0,,,42-29,1,B. Paul makes free throw 1 of 2
7:31.0,,,42-29,,B. Paul misses free throw 2 of 2
7:29.0,Defensive rebound by Y. Ferrell,,42-29,,
7:16.0,Offensive foul by D. Powell (drawn by P. Mills),,42-29,,
7:16.0,Turnover by D. Powell (offensive foul),,42-29,,
7:16.0,,,42-29,,D. Murray enters the game for P. Mills
7:16.0,H. Barnes enters the game for D. Powell,,42-29,,
7:16.0,W. Matthews enters the game for D. Harris,,42-29,,
6:59.0,,,42-29,,Shooting foul by W. Matthews (drawn by L. Aldridge)
6:59.0,,,42-30,1,L. Aldridge makes free throw 1 of 2
6:59.0,,,42-31,1,L. Aldridge makes free throw 2 of 2
6:46.0,M. Kleber makes 2-pt shot from 6 ft (assist by J. Barea),2,44-31,,
6:29.0,,,44-31,,R. Gay misses 2-pt shot from 9 ft
6:27.0,Defensive rebound by W. Matthews,,44-31,,
6:12.0,J. Barea misses 2-pt shot from 13 ft,,44-31,,
6:10.0,,,44-31,,Defensive rebound by D. Murray
6:06.0,,,44-33,2,D. Murray makes 2-pt shot at rim
5:43.0,H. Barnes makes 2-pt shot from 5 ft,2,46-33,,
5:31.0,,,46-33,,Turnover by B. Forbes (traveling)
5:31.0,,,46-33,,M. Ginobili enters the game for B. Paul
5:17.0,J. Barea misses 2-pt shot from 10 ft,,46-33,,
5:17.0,Offensive rebound by Team,,46-33,,
5:17.0,D. Harris enters the game for J. Barea,,46-33,,
5:15.0,D. Harris misses 2-pt shot at rim (block by L. Aldridge),,46-33,,
5:15.0,,,46-33,,Defensive rebound by M. Ginobili
5:06.0,,,46-33,,Turnover by L. Aldridge (lost ball; steal by H. Barnes)
4:58.0,H. Barnes misses 2-pt shot from 15 ft,,46-33,,
4:54.0,,,46-33,,Defensive rebound by M. Ginobili
4:40.0,,,46-35,2,L. Aldridge makes 2-pt shot from 5 ft
4:30.0,,,46-35,,Personal foul by D. Murray (drawn by Y. Ferrell)
4:30.0,,,46-35,,D. Hilliard enters the game for D. Murray
4:16.0,H. Barnes misses 3-pt shot from 24 ft,,46-35,,
4:16.0,,,46-35,,Defensive rebound by R. Gay
4:09.0,,,46-35,,M. Ginobili misses 3-pt shot from 25 ft
4:09.0,Defensive rebound by H. Barnes,,46-35,,
3:57.0,Y. Ferrell misses 2-pt shot at rim,,46-35,,
3:55.0,,,46-35,,Defensive rebound by L. Aldridge
3:46.0,,,46-35,,R. Gay misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by W. Matthews,,46-35,,
3:28.0,W. Matthews makes 2-pt shot from 10 ft (assist by D. Harris),2,48-35,,
3:10.0,,,48-35,,L. Aldridge misses 2-pt shot from 12 ft
3:10.0,,,48-35,,Offensive rebound by M. Ginobili
3:04.0,,,48-37,2,M. Ginobili makes 2-pt shot at rim
2:48.0,Y. Ferrell misses 2-pt shot from 20 ft,,48-37,,
2:48.0,,,48-37,,Defensive rebound by D. Hilliard
2:38.0,,,48-39,2,M. Ginobili makes 2-pt shot at rim
2:38.0,Dallas full timeout,,48-39,,
2:38.0,,,48-39,,D. Bertans enters the game for L. Aldridge
2:38.0,,,48-39,,P. Gasol enters the game for R. Gay
2:14.0,D. Harris misses 3-pt shot from 24 ft,,48-39,,
2:10.0,,,48-39,,Defensive rebound by M. Ginobili
1:56.0,,,48-41,2,B. Forbes makes 2-pt shot from 12 ft
1:33.0,H. Barnes misses 2-pt shot from 8 ft,,48-41,,
1:30.0,,,48-41,,Defensive rebound by D. Bertans
1:15.0,,,48-41,,D. Bertans misses 3-pt shot from 25 ft
1:14.0,,,48-41,,Offensive rebound by Team
1:14.0,Loose ball foul by M. Kleber (drawn by P. Gasol),,48-41,,
1:14.0,J. Barea enters the game for D. Harris,,48-41,,
1:09.0,,,48-41,,D. Hilliard misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by Y. Ferrell,,48-41,,
0:58.0,M. Kleber makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,51-41,,
0:34.0,,,51-41,,D. Bertans misses 2-pt shot from 9 ft
0:31.0,Defensive rebound by J. Barea,,51-41,,
0:11.0,M. Kleber makes 2-pt shot from 18 ft (assist by J. Barea),2,53-41,,
0:03.0,Personal foul by W. Matthews (drawn by M. Ginobili),,53-41,,
0:03.0,,,53-42,1,M. Ginobili makes free throw 1 of 2
0:03.0,,,53-42,,B. Paul enters the game for P. Gasol
0:03.0,,,53-42,,D. White enters the game for D. Bertans
0:03.0,,,53-43,1,M. Ginobili makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Y. Ferrell misses 3-pt shot from 26 ft,,53-43,,
11:44.0,,,53-43,,Defensive rebound by R. Gay
11:21.0,,,53-45,2,B. Forbes makes 2-pt shot from 12 ft
11:02.0,W. Matthews makes 2-pt shot from 17 ft (assist by H. Barnes),2,55-45,,
10:41.0,,,55-47,2,D. Murray makes 2-pt shot from 16 ft
10:17.0,W. Matthews misses 3-pt shot from 25 ft,,55-47,,
10:14.0,,,55-47,,Defensive rebound by D. Murray
10:09.0,,,55-47,,Turnover by D. Murray (bad pass; steal by Y. Ferrell)
10:05.0,Y. Ferrell makes 2-pt shot from 1 ft,2,57-47,,
10:05.0,,,57-47,,Violation by R. Gay (def goaltending)
9:51.0,,,57-47,,B. Forbes misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by Y. Ferrell,,57-47,,
9:37.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by Y. Ferrell),3,60-47,,
9:26.0,,,60-47,,Offensive foul by L. Aldridge (drawn by M. Kleber)
9:26.0,,,60-47,,Turnover by L. Aldridge (offensive foul)
9:26.0,,,60-47,,B. Paul enters the game for R. Gay
9:09.0,M. Kleber makes 2-pt shot from 3 ft (assist by D. Nowitzki),2,62-47,,
8:58.0,,,62-47,,B. Paul misses 2-pt shot from 2 ft (block by M. Kleber)
8:58.0,,,62-47,,Offensive rebound by Team
8:58.0,,,62-47,,D. Hilliard enters the game for B. Paul
8:47.0,,,62-49,2,L. Aldridge makes 2-pt shot from 7 ft (assist by D. Murray)
8:33.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by Y. Ferrell),3,65-49,,
8:16.0,,,65-51,2,D. Murray makes 2-pt shot from 15 ft
7:55.0,W. Matthews makes 2-pt shot from 13 ft,2,67-51,,
7:40.0,,,67-51,,L. Aldridge misses 2-pt shot from 2 ft
7:35.0,,,67-51,,Offensive rebound by L. Aldridge
7:35.0,,,67-53,2,L. Aldridge makes 2-pt shot at rim
7:20.0,Y. Ferrell misses 3-pt shot from 25 ft,,67-53,,
7:20.0,,,67-53,,Defensive rebound by L. Aldridge
7:01.0,,,67-53,,D. Hilliard misses 2-pt shot from 1 ft
6:58.0,,,67-53,,Offensive rebound by L. Aldridge
6:56.0,,,67-53,,B. Forbes misses 3-pt shot from 25 ft
6:51.0,Defensive rebound by W. Matthews,,67-53,,
6:49.0,W. Matthews misses 3-pt shot from 24 ft,,67-53,,
6:49.0,,,67-53,,Defensive rebound by L. Aldridge
6:39.0,,,67-55,2,D. Murray makes 2-pt shot from 1 ft
6:39.0,Dallas full timeout,,67-55,,
6:39.0,,,67-55,,D. Bertans enters the game for B. Forbes
6:39.0,,,67-55,,R. Gay enters the game for P. Gasol
6:39.0,,,67-55,,M. Ginobili enters the game for D. Hilliard
6:39.0,D. Powell enters the game for D. Nowitzki,,67-55,,
6:22.0,Shooting foul by R. Gay (drawn by H. Barnes),,67-55,,
6:22.0,H. Barnes misses free throw 1 of 2,,67-55,,
6:22.0,Offensive rebound by Team,,67-55,,
6:22.0,H. Barnes makes free throw 2 of 2,1,68-55,,
6:07.0,,,68-55,,D. Murray misses 3-pt shot from 23 ft
6:04.0,Defensive rebound by Y. Ferrell,,68-55,,
5:55.0,Turnover by Y. Ferrell (bad pass; steal by D. Murray),,68-55,,
5:52.0,Shooting block foul by D. Powell (drawn by D. Bertans),,68-55,,
5:52.0,,,68-56,1,D. Bertans makes free throw 1 of 2
5:52.0,,,68-56,,P. Mills enters the game for D. Murray
5:52.0,,,68-56,,J. Lauvergne enters the game for L. Aldridge
5:52.0,,,68-57,1,D. Bertans makes free throw 2 of 2
5:38.0,H. Barnes misses 2-pt shot from 10 ft,,68-57,,
5:36.0,,,68-57,,Defensive rebound by R. Gay
5:14.0,,,68-59,2,J. Lauvergne makes 2-pt shot from 7 ft (assist by D. Bertans)
5:00.0,M. Kleber misses 3-pt shot from 25 ft,,68-59,,
4:58.0,,,68-59,,Defensive rebound by D. Bertans
4:50.0,,,68-61,2,M. Ginobili makes 2-pt shot from 1 ft
4:31.0,Y. Ferrell misses 2-pt shot from 17 ft,,68-61,,
4:31.0,,,68-61,,Defensive rebound by M. Ginobili
4:15.0,,,68-61,,M. Ginobili misses 3-pt shot from 24 ft
4:13.0,Defensive rebound by D. Powell,,68-61,,
4:03.0,D. Powell makes 2-pt shot at rim (assist by W. Matthews),2,70-61,,
3:39.0,,,70-63,2,R. Gay makes 2-pt shot from 9 ft
3:17.0,Y. Ferrell misses 2-pt shot from 1 ft,,70-63,,
3:16.0,,,70-63,,Defensive rebound by J. Lauvergne
3:08.0,Personal foul by Y. Ferrell (drawn by J. Lauvergne),,70-63,,
3:08.0,J. Barea enters the game for Y. Ferrell,,70-63,,
3:08.0,D. Harris enters the game for W. Matthews,,70-63,,
2:54.0,,,70-63,,Shooting foul by D. Powell (drawn by R. Gay)
2:54.0,,,70-63,,San Antonio full timeout
2:54.0,D. Nowitzki enters the game for M. Kleber,,70-63,,
2:54.0,,,70-64,1,R. Gay makes free throw 1 of 2
2:54.0,,,70-65,1,R. Gay makes free throw 2 of 2
2:42.0,Shooting foul by R. Gay (drawn by H. Barnes),,70-65,,
2:42.0,H. Barnes makes free throw 1 of 2,1,71-65,,
2:42.0,H. Barnes makes free throw 2 of 2,1,72-65,,
2:28.0,,,72-68,3,D. Bertans makes 3-pt shot from 25 ft (assist by M. Ginobili)
2:07.0,D. Nowitzki makes 2-pt shot from 17 ft,2,74-68,,
1:49.0,,,74-68,,D. Bertans misses 2-pt shot from 15 ft
1:47.0,Defensive rebound by D. Harris,,74-68,,
1:32.0,D. Nowitzki makes 2-pt shot from 17 ft,2,76-68,,
1:15.0,,,76-68,,Shooting foul by D. Harris (drawn by J. Lauvergne)
1:15.0,,,76-68,,J. Lauvergne misses free throw 1 of 2
1:15.0,,,76-68,,Offensive rebound by Team
1:15.0,,,76-69,1,J. Lauvergne makes free throw 2 of 2
1:04.0,H. Barnes misses 3-pt shot from 25 ft,,76-69,,
1:03.0,Offensive rebound by Team,,76-69,,
1:03.0,,,76-69,,Loose ball foul by R. Gay (drawn by D. Powell)
1:03.0,,,76-69,,L. Aldridge enters the game for J. Lauvergne
0:48.0,,,76-69,,Personal foul by M. Ginobili (drawn by D. Powell)
0:48.0,D. Powell makes free throw 1 of 2,1,77-69,,
0:48.0,D. Powell makes free throw 2 of 2,1,78-69,,
0:35.0,,,78-69,,R. Gay misses 2-pt shot from 7 ft
0:34.0,,,78-69,,Offensive rebound by L. Aldridge
0:34.0,,,78-71,2,L. Aldridge makes 2-pt shot at rim
0:12.0,D. Nowitzki makes 2-pt shot from 15 ft,2,80-71,,
0:00.0,,,80-71,,R. Gay misses 3-pt shot from 24 ft
0:00.0,,,80-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,80-73,2,D. Bertans makes 2-pt shot at rim (assist by P. Mills)
11:35.0,Shooting foul by R. Gay (drawn by D. Harris),,80-73,,
11:35.0,D. Harris makes free throw 1 of 2,1,81-73,,
11:35.0,D. Harris makes free throw 2 of 2,1,82-73,,
11:17.0,,,82-75,2,R. Gay makes 2-pt shot from 10 ft
10:57.0,Turnover by D. Powell (bad pass; steal by M. Ginobili),,82-75,,
10:54.0,,,82-75,,B. Forbes enters the game for M. Ginobili
10:43.0,,,82-77,2,L. Aldridge makes 2-pt shot from 11 ft (assist by B. Forbes)
10:31.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea),3,85-77,,
10:16.0,,,85-77,,L. Aldridge misses 2-pt shot from 10 ft
10:10.0,,,85-77,,Offensive rebound by D. Bertans
10:10.0,,,85-79,2,D. Bertans makes 2-pt shot at rim
9:55.0,J. Barea misses 3-pt shot from 23 ft,,85-79,,
9:54.0,Offensive rebound by Team,,85-79,,
9:54.0,,,85-79,,Loose ball foul by R. Gay (drawn by D. Powell)
9:54.0,W. Matthews enters the game for D. Harris,,85-79,,
9:37.0,Y. Ferrell makes 2-pt shot from 9 ft (assist by D. Nowitzki),2,87-79,,
9:25.0,,,87-81,2,P. Mills makes 2-pt shot from 18 ft
9:05.0,W. Matthews misses 2-pt shot from 7 ft (block by R. Gay),,87-81,,
9:01.0,Offensive rebound by D. Powell,,87-81,,
9:00.0,J. Barea misses 3-pt shot from 25 ft,,87-81,,
9:00.0,,,87-81,,Defensive rebound by R. Gay
8:45.0,,,87-81,,P. Mills misses 3-pt shot from 24 ft
8:42.0,Defensive rebound by Y. Ferrell,,87-81,,
8:27.0,Turnover by J. Barea (traveling),,87-81,,
8:27.0,M. Kleber enters the game for D. Nowitzki,,87-81,,
8:27.0,,,87-81,,San Antonio full timeout
8:27.0,,,87-81,,D. Murray enters the game for P. Mills
8:27.0,,,87-81,,J. Lauvergne enters the game for R. Gay
8:27.0,,,87-81,,B. Paul enters the game for D. Bertans
8:27.0,H. Barnes enters the game for D. Powell,,87-81,,
8:14.0,,,87-81,,L. Aldridge misses 2-pt shot from 11 ft
8:12.0,Defensive rebound by Y. Ferrell,,87-81,,
7:57.0,M. Kleber makes 2-pt shot from 1 ft (assist by W. Matthews),2,89-81,,
7:40.0,,,89-83,2,B. Paul makes 2-pt shot at rim (assist by J. Lauvergne)
7:40.0,,,89-83,,Shooting foul by H. Barnes (drawn by B. Paul)
7:40.0,,,89-83,,B. Paul misses free throw 1 of 1
7:36.0,,,89-83,,Offensive rebound by D. Murray
7:34.0,,,89-83,,B. Forbes misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by J. Barea,,89-83,,
7:18.0,M. Kleber makes 2-pt shot at rim (assist by J. Barea),2,91-83,,
7:04.0,,,91-83,,B. Forbes misses 2-pt shot from 6 ft (block by H. Barnes)
7:04.0,,,91-83,,Offensive rebound by Team
7:02.0,,,91-83,,B. Paul misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by H. Barnes,,91-83,,
6:44.0,J. Barea makes 2-pt shot at rim,2,93-83,,
6:21.0,,,93-83,,L. Aldridge misses 2-pt shot from 3 ft (block by M. Kleber)
6:19.0,Defensive rebound by J. Barea,,93-83,,
6:03.0,Turnover by J. Barea (bad pass; steal by B. Forbes),,93-83,,
6:03.0,Personal foul by H. Barnes (drawn by B. Forbes),,93-83,,
6:03.0,,,93-83,,D. Bertans enters the game for J. Lauvergne
6:03.0,,,93-83,,M. Ginobili enters the game for B. Paul
5:48.0,,,93-83,,L. Aldridge misses 2-pt shot from 8 ft
5:46.0,Defensive rebound by M. Kleber,,93-83,,
5:27.0,Y. Ferrell misses 2-pt shot from 19 ft,,93-83,,
5:24.0,,,93-83,,Defensive rebound by D. Murray
5:19.0,,,93-85,2,B. Forbes makes 2-pt shot from 13 ft (assist by D. Murray)
4:57.0,H. Barnes misses 2-pt shot from 4 ft,,93-85,,
4:54.0,Offensive rebound by Y. Ferrell,,93-85,,
4:51.0,Turnover by Team (shot clock),,93-85,,
4:37.0,Personal foul by H. Barnes (drawn by L. Aldridge),,93-85,,
4:28.0,,,93-85,,B. Forbes misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by M. Kleber,,93-85,,
4:11.0,M. Kleber makes 3-pt shot from 24 ft (assist by W. Matthews),3,96-85,,
3:59.0,,,96-85,,Shooting foul by J. Barea (drawn by D. Murray)
3:59.0,Dallas full timeout,,96-85,,
3:59.0,,,96-85,,P. Mills enters the game for M. Ginobili
3:59.0,,,96-86,1,D. Murray makes free throw 1 of 2
3:59.0,,,96-87,1,D. Murray makes free throw 2 of 2
3:39.0,J. Barea misses 3-pt shot from 25 ft,,96-87,,
3:36.0,,,96-87,,Defensive rebound by D. Bertans
3:29.0,,,96-87,,D. Murray misses 2-pt shot from 8 ft
3:27.0,Defensive rebound by J. Barea,,96-87,,
3:07.0,H. Barnes misses 2-pt shot from 14 ft,,96-87,,
3:05.0,,,96-87,,Defensive rebound by D. Murray
2:57.0,,,96-89,2,D. Murray makes 2-pt shot from 15 ft
2:37.0,W. Matthews misses 2-pt shot from 6 ft,,96-89,,
2:35.0,,,96-89,,Defensive rebound by L. Aldridge
2:23.0,,,96-89,,Turnover by D. Murray (lost ball; steal by W. Matthews)
2:17.0,Turnover by J. Barea (bad pass; steal by P. Mills),,96-89,,
2:13.0,,,96-92,3,B. Forbes makes 3-pt shot from 22 ft (assist by D. Murray)
1:46.0,W. Matthews misses 3-pt shot from 23 ft,,96-92,,
1:46.0,,,96-92,,Defensive rebound by L. Aldridge
1:30.0,,,96-92,,D. Murray misses 2-pt shot from 5 ft (block by M. Kleber)
1:26.0,Defensive rebound by M. Kleber,,96-92,,
1:14.0,H. Barnes misses 2-pt shot from 16 ft,,96-92,,
1:14.0,,,96-92,,Defensive rebound by D. Bertans
1:08.0,,,96-92,,San Antonio full timeout
1:08.0,,,96-92,,M. Ginobili enters the game for P. Mills
0:58.0,,,96-94,2,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili)
0:53.0,Dallas full timeout,,96-94,,
0:53.0,,,96-94,,P. Mills enters the game for D. Murray
0:53.0,D. Nowitzki enters the game for Y. Ferrell,,96-94,,
0:40.0,J. Barea misses 3-pt shot from 26 ft,,96-94,,
0:37.0,,,96-94,,Defensive rebound by L. Aldridge
0:23.0,,,96-96,2,L. Aldridge makes 2-pt shot from 10 ft
0:23.0,Dallas full timeout,,96-96,,
0:23.0,,,96-96,,D. Murray enters the game for B. Forbes
0:23.0,,,96-96,,B. Paul enters the game for D. Bertans
0:23.0,Y. Ferrell enters the game for M. Kleber,,96-96,,
0:20.0,Turnover by W. Matthews (bad pass),,96-96,,
0:20.0,,,96-98,,B. Forbes enters the game for D. Murray
0:20.0,,,96-98,,D. Bertans enters the game for B. Paul
0:20.0,D. Powell enters the game for J. Barea,,96-98,,
0:20.0,M. Kleber enters the game for D. Nowitzki,,96-98,,
0:03.0,,,96-98,2,M. Ginobili makes 2-pt shot from 1 ft
