time,Utah,pts.away,score,pts.home,Golden State
8:55.0,D. Mitchell makes 3-pt shot from 25 ft (assist by J. Ingles),3,66-50,,
8:33.0,,,66-50,,N. Young misses 2-pt shot from 12 ft
8:29.0,Defensive rebound by R. Gobert,,66-50,,
8:27.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Gobert),2,68-50,,
8:27.0,Shooting foul by K. Looney (drawn by D. Favors),,68-50,,
8:27.0,D. Favors misses free throw 1 of 1,,68-50,,
8:22.0,Offensive rebound by R. Gobert,,68-50,,
8:22.0,R. Gobert misses 2-pt shot at rim,,68-50,,
8:20.0,Offensive rebound by D. Favors,,68-50,,
8:18.0,R. Rubio makes 3-pt shot from 23 ft (assist by D. Mitchell),3,71-50,,
8:04.0,,,71-50,,J. McGee misses 2-pt shot from 16 ft
8:01.0,Defensive rebound by R. Gobert,,71-50,,
7:57.0,D. Mitchell misses 2-pt shot from 2 ft (block by K. Looney),,71-50,,
7:55.0,,,71-50,,Defensive rebound by Team
7:55.0,Loose ball foul by R. Gobert (drawn by J. McGee),,71-50,,
7:43.0,,,71-52,2,Q. Cook makes 2-pt shot from 13 ft
7:25.0,D. Favors misses 3-pt shot from 22 ft,,71-52,,
7:21.0,Offensive rebound by R. Gobert,,71-52,,
7:20.0,R. Rubio misses 3-pt shot from 24 ft,,71-52,,
7:16.0,,,71-52,,Defensive rebound by J. McGee
7:09.0,Personal foul by R. Rubio (drawn by Q. Cook),,71-52,,
7:09.0,J. Crowder enters the game for D. Favors,,71-52,,
7:06.0,,,71-52,,Turnover by P. McCaw (out of bounds lost ball)
7:00.0,Turnover by J. Ingles (lost ball; steal by N. Young),,71-52,,
7:00.0,Personal foul by J. Ingles (drawn by N. Young),,71-52,,
6:52.0,,,71-52,,Q. Cook misses 2-pt shot from 21 ft
6:49.0,Defensive rebound by R. Gobert,,71-52,,
6:36.0,J. Ingles misses 3-pt shot from 25 ft,,71-52,,
6:32.0,,,71-52,,Defensive rebound by K. Looney
6:22.0,,,71-52,,P. McCaw misses 2-pt shot from 14 ft
6:18.0,,,71-52,,Offensive rebound by J. McGee
6:16.0,,,71-52,,J. McGee misses 2-pt shot from 12 ft
6:12.0,Defensive rebound by J. Crowder,,71-52,,
6:09.0,R. Rubio makes 2-pt shot from 14 ft (assist by J. Crowder),2,73-52,,
5:59.0,,,73-52,,Golden State full timeout
5:59.0,,,73-52,,Z. Pachulia enters the game for P. McCaw
5:59.0,,,73-52,,A. Iguodala enters the game for J. McGee
5:51.0,,,73-52,,A. Iguodala misses 3-pt shot from 27 ft
5:47.0,Defensive rebound by R. Gobert,,73-52,,
5:39.0,,,73-52,,Personal foul by K. Looney (drawn by J. Ingles)
5:31.0,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles),2,75-52,,
5:16.0,,,75-52,,N. Young misses 2-pt shot from 2 ft
5:12.0,,,75-52,,Offensive rebound by Z. Pachulia
5:11.0,,,75-52,,Turnover by Z. Pachulia (bad pass; steal by D. Mitchell)
5:08.0,J. Crowder misses 2-pt shot from 22 ft,,75-52,,
5:04.0,,,75-52,,Defensive rebound by K. Looney
4:50.0,,,75-52,,Turnover by K. Looney (bad pass; steal by J. Ingles)
4:45.0,D. Mitchell makes 3-pt shot from 25 ft (assist by J. Ingles),3,78-52,,
4:25.0,,,78-52,,Turnover by Q. Cook (traveling)
4:25.0,,,78-52,,J. Bell enters the game for K. Looney
4:25.0,D. Exum enters the game for J. Ingles,,78-52,,
4:14.0,D. Mitchell misses 3-pt shot from 25 ft,,78-52,,
4:09.0,,,78-52,,Defensive rebound by J. Bell
3:57.0,,,78-54,2,Q. Cook makes 2-pt shot from 2 ft (assist by J. Bell)
3:35.0,D. Mitchell misses 2-pt shot from 10 ft,,78-54,,
3:31.0,Offensive rebound by D. Mitchell,,78-54,,
3:28.0,D. Mitchell makes 2-pt shot from 2 ft,2,80-54,,
3:16.0,,,80-54,,N. Young misses 2-pt shot from 19 ft
3:12.0,Defensive rebound by J. Crowder,,80-54,,
3:05.0,R. Rubio misses 2-pt shot from 4 ft (block by Z. Pachulia),,80-54,,
3:02.0,,,80-54,,Defensive rebound by J. Bell
2:55.0,,,80-57,3,A. Iguodala makes 3-pt shot from 26 ft (assist by Q. Cook)
2:53.0,Utah full timeout,,80-57,,
2:53.0,,,80-57,,S. Livingston enters the game for N. Young
2:53.0,R. O'Neale enters the game for R. Rubio,,80-57,,
2:32.0,J. Crowder misses 2-pt shot from 14 ft,,80-57,,
2:30.0,Offensive rebound by R. Gobert,,80-57,,
2:28.0,R. Gobert misses 2-pt shot from 4 ft,,80-57,,
2:26.0,,,80-57,,Defensive rebound by J. Bell
2:03.0,,,80-59,2,Z. Pachulia makes 2-pt shot from 11 ft (assist by Q. Cook)
1:56.0,,,80-59,,Personal foul by Q. Cook (drawn by D. Exum)
1:56.0,D. Exum makes free throw 1 of 2,1,81-59,,
1:56.0,D. Favors enters the game for R. Gobert,,81-59,,
1:56.0,D. Exum makes free throw 2 of 2,1,82-59,,
1:48.0,,,82-61,2,S. Livingston makes 2-pt shot from 10 ft
1:48.0,,,82-61,,Shooting foul by J. Crowder (drawn by S. Livingston)
1:48.0,,,82-61,,S. Livingston misses free throw 1 of 1
1:45.0,Defensive rebound by R. O'Neale,,82-61,,
1:31.0,D. Mitchell misses 2-pt shot from 3 ft,,82-61,,
1:30.0,Offensive rebound by D. Favors,,82-61,,
1:30.0,D. Favors makes 2-pt shot at rim,2,84-61,,
1:30.0,Shooting foul by A. Iguodala (drawn by D. Favors),,84-61,,
1:30.0,D. Favors makes free throw 1 of 1,1,85-61,,
1:16.0,,,85-63,2,Z. Pachulia makes 2-pt shot from 6 ft (assist by Q. Cook)
0:50.0,R. O'Neale makes 2-pt shot from 5 ft (assist by D. Exum),2,87-63,,
0:39.0,,,87-63,,Turnover by A. Iguodala (lost ball; steal by D. Mitchell)
0:34.0,Turnover by D. Mitchell (lost ball; steal by A. Iguodala),,87-63,,
0:29.0,,,87-65,2,S. Livingston makes 2-pt shot from 3 ft (assist by Z. Pachulia)
0:09.0,D. Favors makes 2-pt shot from 2 ft (assist by D. Mitchell),2,89-65,,
0:04.0,,,89-65,,Offensive foul by Z. Pachulia (drawn by D. Mitchell)
0:04.0,,,89-65,,Turnover by Z. Pachulia (offensive foul)
0:01.0,D. Mitchell misses 3-pt shot from 31 ft,,89-65,,
0:00.0,Offensive rebound by Team,,89-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,89-65,,N. Young misses 3-pt shot from 26 ft
11:35.0,,,89-65,,Offensive rebound by D. Jones
11:34.0,,,89-67,2,D. Jones makes 2-pt shot from 3 ft
11:24.0,D. Exum makes 2-pt shot from 1 ft,2,91-67,,
11:10.0,,,91-67,,P. McCaw misses 2-pt shot from 8 ft
11:07.0,Defensive rebound by J. Crowder,,91-67,,
11:06.0,Turnover by R. O'Neale (bad pass),,91-67,,
10:46.0,,,91-67,,P. McCaw misses 2-pt shot from 16 ft
10:41.0,,,91-67,,Offensive rebound by D. Jones
10:37.0,,,91-69,2,D. West makes 2-pt shot from 10 ft
10:37.0,,,91-69,,Shooting foul by D. Favors (drawn by D. West)
10:37.0,,,91-70,1,D. West makes free throw 1 of 1
10:26.0,D. Exum misses 3-pt shot from 23 ft,,91-70,,
10:23.0,Offensive rebound by D. Favors,,91-70,,
10:17.0,J. Crowder makes 2-pt shot from 10 ft,2,93-70,,
10:03.0,,,93-72,2,D. West makes 2-pt shot from 19 ft (assist by P. McCaw)
9:38.0,D. Exum makes 2-pt shot from 2 ft,2,95-72,,
9:25.0,,,95-72,,S. Livingston misses 2-pt shot at rim (block by R. O'Neale)
9:25.0,Defensive rebound by Team,,95-72,,
9:11.0,,,95-72,,Personal foul by S. Livingston (drawn by D. Exum)
9:05.0,Turnover by D. Exum (bad pass; steal by S. Livingston),,95-72,,
8:58.0,Personal foul by D. Favors (drawn by D. Jones),,95-72,,
8:58.0,R. Gobert enters the game for D. Favors,,95-72,,
8:52.0,,,95-72,,D. West misses 2-pt shot from 20 ft
8:46.0,Defensive rebound by D. Exum,,95-72,,
8:41.0,J. Crowder misses 3-pt shot from 25 ft,,95-72,,
8:37.0,,,95-72,,Defensive rebound by D. Jones
8:33.0,,,95-74,2,P. McCaw makes 2-pt shot from 14 ft
8:13.0,D. Exum misses 3-pt shot from 24 ft,,95-74,,
8:11.0,Offensive rebound by Team,,95-74,,
8:11.0,R. Rubio enters the game for D. Exum,,95-74,,
7:58.0,J. Crowder makes 2-pt shot from 6 ft,2,97-74,,
7:46.0,,,97-76,2,P. McCaw makes 2-pt shot from 15 ft
7:30.0,J. Ingles misses 2-pt shot from 2 ft,,97-76,,
7:30.0,,,97-76,,Defensive rebound by Team
7:20.0,,,97-76,,D. West misses 2-pt shot from 20 ft
7:16.0,Defensive rebound by R. Gobert,,97-76,,
7:01.0,Turnover by R. Rubio (bad pass; steal by D. West),,97-76,,
6:52.0,,,97-76,,P. McCaw misses 3-pt shot from 27 ft
6:47.0,,,97-76,,Offensive rebound by D. West
6:43.0,,,97-76,,N. Young misses 3-pt shot from 27 ft
6:40.0,Defensive rebound by R. Gobert,,97-76,,
6:28.0,Shooting foul by N. Young (drawn by R. Gobert),,97-76,,
6:28.0,,,97-76,,Golden State full timeout
6:28.0,,,97-76,,Q. Cook enters the game for S. Livingston
6:28.0,D. Mitchell enters the game for J. Crowder,,97-76,,
6:28.0,R. Gobert makes free throw 1 of 2,1,98-76,,
6:28.0,R. Gobert makes free throw 2 of 2,1,99-76,,
6:15.0,,,99-76,,D. West misses 2-pt shot from 20 ft
6:12.0,Defensive rebound by R. Rubio,,99-76,,
5:58.0,D. Mitchell misses 2-pt shot from 7 ft (block by D. West),,99-76,,
5:56.0,,,99-76,,Defensive rebound by P. McCaw
5:56.0,Personal foul by R. O'Neale (drawn by P. McCaw),,99-76,,
5:56.0,,,99-76,,J. Bell enters the game for D. West
5:43.0,,,99-76,,Q. Cook misses 2-pt shot from 17 ft
5:38.0,Defensive rebound by J. Ingles,,99-76,,
5:22.0,R. Rubio makes 2-pt shot from 11 ft (assist by D. Mitchell),2,101-76,,
5:07.0,,,101-78,2,D. Jones makes 2-pt shot from 1 ft (assist by Q. Cook)
4:39.0,D. Mitchell makes 3-pt shot from 30 ft (assist by R. O'Neale),3,104-78,,
4:14.0,,,104-80,2,J. Bell makes 2-pt shot from 2 ft (assist by Q. Cook)
4:06.0,Utah full timeout,,104-80,,
4:06.0,J. Jerebko enters the game for J. Ingles,,104-80,,
4:06.0,E. Udoh enters the game for R. Rubio,,104-80,,
4:06.0,A. Burks enters the game for R. Gobert,,104-80,,
4:06.0,D. Exum enters the game for D. Mitchell,,104-80,,
4:00.0,D. Exum misses 2-pt shot from 1 ft,,104-80,,
3:56.0,,,104-80,,Defensive rebound by D. Jones
3:38.0,,,104-80,,D. Jones misses 2-pt shot from 19 ft
3:35.0,Defensive rebound by R. O'Neale,,104-80,,
3:22.0,J. Jerebko misses 3-pt shot from 25 ft,,104-80,,
3:18.0,,,104-80,,Defensive rebound by Q. Cook
3:14.0,,,104-80,,Q. Cook misses 2-pt shot from 3 ft (block by E. Udoh)
3:11.0,Defensive rebound by J. Jerebko,,104-80,,
3:02.0,E. Udoh misses 2-pt shot from 8 ft,,104-80,,
3:00.0,,,104-80,,Defensive rebound by J. Bell
3:00.0,Personal foul by R. O'Neale (drawn by N. Young),,104-80,,
3:00.0,G. Niang enters the game for R. O'Neale,,104-80,,
3:00.0,D. Stockton enters the game for D. Exum,,104-80,,
