time,Orlando,pts.away,score,pts.home,New York
0:41.0,,,36-23,2,L. Thomas makes 2-pt shot from 7 ft (assist by F. Ntilikina)
0:31.0,A. Gordon misses 3-pt shot from 25 ft,,36-23,,
0:27.0,,,36-23,,Defensive rebound by C. Lee
0:08.0,,,36-25,2,F. Ntilikina makes 2-pt shot from 14 ft
0:02.0,Turnover by D. Augustin (traveling),,36-25,,
0:00.0,,,36-25,,F. Ntilikina misses 3-pt shot from 32 ft
0:00.0,,,36-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,36-27,2,F. Ntilikina makes 2-pt shot from 12 ft
11:31.0,J. Simmons misses 2-pt shot from 10 ft,,36-27,,
11:30.0,,,36-27,,Defensive rebound by K. O'Quinn
11:23.0,,,36-27,,Offensive charge foul by F. Ntilikina (drawn by M. Speights)
11:23.0,,,36-27,,Turnover by F. Ntilikina (offensive foul)
11:03.0,,,36-27,,Personal foul by K. O'Quinn (drawn by M. Speights)
10:48.0,D. Augustin misses 2-pt shot from 11 ft,,36-27,,
10:47.0,Offensive rebound by Team,,36-27,,
10:47.0,Turnover by Team (shot clock),,36-27,,
10:37.0,Personal foul by A. Afflalo (drawn by L. Thomas),,36-27,,
10:30.0,,,36-29,2,F. Ntilikina makes 2-pt shot from 12 ft
10:20.0,,,36-29,,Personal foul by D. McDermott (drawn by A. Afflalo)
10:07.0,Turnover by M. Speights (bad pass),,36-29,,
9:50.0,,,36-29,,C. Lee misses 2-pt shot from 10 ft
9:48.0,Defensive rebound by B. Biyombo,,36-29,,
9:34.0,Shooting foul by F. Ntilikina (drawn by B. Biyombo),,36-29,,
9:34.0,,,36-29,,J. Jack enters the game for F. Ntilikina
9:34.0,B. Biyombo makes free throw 1 of 2,1,37-29,,
9:34.0,B. Biyombo makes free throw 2 of 2,1,38-29,,
9:19.0,,,38-29,,J. Jack misses 2-pt shot from 17 ft
9:18.0,Defensive rebound by J. Simmons,,38-29,,
9:10.0,Turnover by J. Simmons (lost ball; steal by C. Lee),,38-29,,
9:04.0,,,38-29,,C. Lee misses 3-pt shot from 25 ft
9:02.0,Defensive rebound by D. Augustin,,38-29,,
9:00.0,Shooting foul by L. Thomas (drawn by M. Speights),,38-29,,
9:00.0,M. Speights makes free throw 1 of 2,1,39-29,,
9:00.0,M. Speights misses free throw 2 of 2,,39-29,,
8:56.0,,,39-29,,Defensive rebound by L. Thomas
8:50.0,,,39-31,2,K. O'Quinn makes 2-pt shot at rim (assist by L. Thomas)
8:50.0,,,39-31,,Shooting foul by J. Simmons (drawn by K. O'Quinn)
8:50.0,,,39-32,1,K. O'Quinn makes free throw 1 of 1
8:34.0,A. Afflalo misses 2-pt shot from 15 ft,,39-32,,
8:33.0,,,39-32,,Defensive rebound by C. Lee
8:18.0,,,39-32,,K. O'Quinn misses 2-pt shot from 4 ft
8:17.0,Defensive rebound by B. Biyombo,,39-32,,
8:06.0,D. Augustin misses 3-pt shot from 28 ft (block by K. O'Quinn),,39-32,,
8:05.0,Offensive rebound by J. Simmons,,39-32,,
8:05.0,,,39-32,,Personal foul by K. O'Quinn (drawn by J. Simmons)
8:05.0,J. Simmons misses free throw 1 of 2,,39-32,,
8:05.0,Offensive rebound by Team,,39-32,,
8:05.0,J. Simmons makes free throw 2 of 2,1,40-32,,
7:57.0,,,40-32,,L. Thomas misses 3-pt shot from 25 ft
7:55.0,Defensive rebound by M. Speights,,40-32,,
7:44.0,M. Speights misses 2-pt shot from 20 ft,,40-32,,
7:43.0,,,40-32,,Defensive rebound by J. Jack
7:35.0,,,40-32,,J. Jack misses 2-pt shot from 13 ft
7:33.0,Defensive rebound by B. Biyombo,,40-32,,
7:23.0,M. Speights misses 2-pt shot from 3 ft (block by K. O'Quinn),,40-32,,
7:21.0,,,40-32,,Defensive rebound by D. McDermott
7:05.0,,,40-32,,Turnover by J. Jack (out of bounds lost ball)
7:05.0,E. Payton enters the game for A. Afflalo,,40-32,,
7:05.0,A. Gordon enters the game for M. Speights,,40-32,,
6:41.0,J. Simmons makes 2-pt shot from 21 ft,2,42-32,,
6:34.0,,,42-32,,New York full timeout
6:34.0,,,42-32,,E. Kanter enters the game for K. O'Quinn
6:34.0,,,42-32,,M. Beasley enters the game for L. Thomas
6:34.0,E. Fournier enters the game for B. Biyombo,,42-32,,
6:34.0,N. Vucevic enters the game for D. Augustin,,42-32,,
6:24.0,,,42-34,2,C. Lee makes 2-pt shot from 16 ft (assist by J. Jack)
6:00.0,J. Simmons misses 2-pt shot from 1 ft,,42-34,,
5:59.0,,,42-34,,Defensive rebound by J. Jack
5:43.0,,,42-37,3,C. Lee makes 3-pt shot from 25 ft (assist by D. McDermott)
5:32.0,J. Simmons misses 3-pt shot from 22 ft,,42-37,,
5:30.0,,,42-37,,Defensive rebound by C. Lee
5:20.0,,,42-37,,Turnover by C. Lee (bad pass; steal by E. Payton)
5:17.0,E. Payton makes 2-pt shot from 1 ft,2,44-37,,
4:56.0,,,44-39,2,M. Beasley makes 2-pt shot at rim (assist by D. McDermott)
4:41.0,J. Simmons misses 3-pt shot from 22 ft,,44-39,,
4:39.0,,,44-39,,Defensive rebound by M. Beasley
4:24.0,,,44-39,,M. Beasley misses 2-pt shot at rim
4:22.0,Defensive rebound by E. Payton,,44-39,,
4:19.0,E. Payton misses 2-pt shot at rim,,44-39,,
4:17.0,Offensive rebound by J. Simmons,,44-39,,
4:17.0,J. Simmons makes 2-pt shot at rim,2,46-39,,
4:00.0,,,46-39,,E. Kanter misses 2-pt shot from 15 ft
3:59.0,Defensive rebound by E. Fournier,,46-39,,
3:45.0,N. Vucevic misses 2-pt shot from 10 ft,,46-39,,
3:44.0,,,46-39,,Defensive rebound by E. Kanter
3:39.0,,,46-39,,New York full timeout
3:39.0,,,46-39,,R. Baker enters the game for C. Lee
3:23.0,,,46-39,,M. Beasley misses 2-pt shot from 6 ft
3:21.0,Defensive rebound by E. Fournier,,46-39,,
3:07.0,A. Gordon makes 2-pt shot from 8 ft (assist by N. Vucevic),2,48-39,,
2:53.0,,,48-39,,Turnover by J. Jack (bad pass; steal by E. Payton)
2:44.0,A. Gordon misses 3-pt shot from 22 ft,,48-39,,
2:42.0,,,48-39,,Defensive rebound by E. Kanter
2:25.0,,,48-39,,J. Jack misses 2-pt shot from 13 ft
2:23.0,,,48-39,,Offensive rebound by E. Kanter
2:20.0,,,48-41,2,E. Kanter makes 2-pt shot at rim
2:09.0,E. Payton misses 2-pt shot from 3 ft,,48-41,,
2:07.0,,,48-41,,Defensive rebound by D. McDermott
1:58.0,,,48-43,2,E. Kanter makes 2-pt shot at rim
1:57.0,Orlando full timeout,,48-43,,
1:57.0,D. Augustin enters the game for J. Simmons,,48-43,,
1:42.0,Shooting foul by M. Beasley (drawn by A. Gordon),,48-43,,
1:42.0,A. Gordon makes free throw 1 of 3,1,49-43,,
1:42.0,A. Gordon makes free throw 2 of 3,1,50-43,,
1:42.0,A. Gordon makes free throw 3 of 3,1,51-43,,
1:21.0,,,51-45,2,M. Beasley makes 2-pt shot from 1 ft (assist by R. Baker)
1:07.0,Shooting foul by M. Beasley (drawn by E. Fournier),,51-45,,
1:07.0,E. Fournier misses free throw 1 of 2,,51-45,,
1:07.0,Offensive rebound by Team,,51-45,,
1:07.0,E. Fournier makes free throw 2 of 2,1,52-45,,
0:53.0,,,52-45,,D. McDermott misses 2-pt shot from 20 ft
0:52.0,,,52-45,,Offensive rebound by E. Kanter
0:50.0,,,52-45,,E. Kanter misses 2-pt shot from 2 ft (block by N. Vucevic)
0:49.0,Defensive rebound by A. Gordon,,52-45,,
0:45.0,Offensive charge foul by A. Gordon (drawn by J. Jack),,52-45,,
0:45.0,Turnover by A. Gordon (offensive foul),,52-45,,
0:37.0,,,52-47,2,E. Kanter makes 2-pt shot from 5 ft (assist by J. Jack)
0:29.0,N. Vucevic misses 2-pt shot from 19 ft,,52-47,,
0:25.0,Offensive rebound by A. Gordon,,52-47,,
0:19.0,E. Payton misses 2-pt shot from 1 ft,,52-47,,
0:18.0,Offensive rebound by N. Vucevic,,52-47,,
0:18.0,N. Vucevic makes 2-pt shot at rim,2,54-47,,
0:08.0,Personal foul by D. Augustin (drawn by J. Jack),,54-47,,
0:08.0,J. Simmons enters the game for D. Augustin,,54-47,,
0:02.0,,,54-50,3,D. McDermott makes 3-pt shot from 22 ft (assist by J. Jack)
0:02.0,,,54-50,,Shooting foul by E. Fournier (drawn by D. McDermott)
0:02.0,,,54-50,,L. Thomas enters the game for M. Beasley
0:02.0,D. Augustin enters the game for J. Simmons,,54-50,,
0:02.0,,,54-51,1,D. McDermott makes free throw 1 of 1
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,54-53,2,M. Beasley makes 2-pt shot at rim
11:23.0,A. Gordon misses 3-pt shot from 25 ft,,54-53,,
11:21.0,,,54-53,,Defensive rebound by J. Jack
11:12.0,,,54-55,2,E. Kanter makes 2-pt shot at rim (assist by J. Jack)
10:59.0,N. Vucevic misses 3-pt shot from 25 ft,,54-55,,
10:57.0,,,54-55,,Defensive rebound by J. Jack
10:54.0,Personal foul by N. Vucevic (drawn by E. Kanter),,54-55,,
10:44.0,,,54-57,2,D. Dotson makes 2-pt shot from 17 ft (assist by E. Kanter)
10:27.0,A. Gordon misses 2-pt shot from 6 ft,,54-57,,
10:26.0,,,54-57,,Defensive rebound by E. Kanter
10:16.0,,,54-57,,Turnover by M. Beasley (bad pass)
10:03.0,E. Fournier makes 2-pt shot from 6 ft (assist by J. Simmons),2,56-57,,
9:51.0,,,56-57,,Turnover by J. Jack (bad pass; steal by E. Fournier)
9:49.0,Shooting foul by J. Jack (drawn by E. Fournier),,56-57,,
9:49.0,E. Fournier makes free throw 1 of 2,1,57-57,,
9:49.0,E. Fournier makes free throw 2 of 2,1,58-57,,
9:39.0,,,58-57,,M. Beasley misses 2-pt shot from 4 ft
9:38.0,Defensive rebound by E. Payton,,58-57,,
9:33.0,E. Payton makes 2-pt shot from 1 ft,2,60-57,,
9:10.0,,,60-57,,J. Jack misses 2-pt shot from 7 ft
9:09.0,,,60-57,,Offensive rebound by M. Beasley
9:06.0,,,60-59,2,M. Beasley makes 2-pt shot from 3 ft
8:56.0,,,60-59,,Personal foul by D. Dotson (drawn by A. Gordon)
8:50.0,E. Payton misses 3-pt shot from 22 ft,,60-59,,
8:49.0,,,60-59,,Defensive rebound by E. Kanter
8:36.0,,,60-59,,Turnover by E. Kanter (lost ball; steal by A. Gordon)
8:30.0,A. Gordon misses 2-pt shot from 10 ft,,60-59,,
8:29.0,,,60-59,,Defensive rebound by E. Kanter
8:25.0,,,60-61,2,M. Beasley makes 2-pt shot from 1 ft (assist by J. Jack)
8:24.0,Orlando full timeout,,60-61,,
8:11.0,E. Payton makes 2-pt shot from 1 ft (assist by N. Vucevic),2,62-61,,
7:53.0,,,62-61,,Turnover by M. Beasley (bad pass; steal by J. Simmons)
7:49.0,Turnover by J. Simmons (lost ball; steal by C. Lee),,62-61,,
7:47.0,,,62-63,2,M. Beasley makes 2-pt shot at rim (assist by C. Lee)
7:33.0,,,62-63,,Personal foul by D. Dotson (drawn by J. Simmons)
7:33.0,,,62-63,,F. Ntilikina enters the game for J. Jack
7:26.0,N. Vucevic makes 2-pt shot from 3 ft (assist by E. Payton),2,64-63,,
7:07.0,,,64-63,,F. Ntilikina misses 2-pt shot from 7 ft
7:05.0,Defensive rebound by N. Vucevic,,64-63,,
6:57.0,N. Vucevic makes 2-pt shot from 1 ft,2,66-63,,
6:36.0,,,66-63,,M. Beasley misses 2-pt shot from 14 ft
6:34.0,Defensive rebound by E. Payton,,66-63,,
6:27.0,E. Fournier misses 2-pt shot from 3 ft,,66-63,,
6:26.0,,,66-63,,Defensive rebound by C. Lee
6:17.0,,,66-63,,E. Kanter misses 2-pt shot from 4 ft
6:15.0,,,66-63,,Offensive rebound by E. Kanter
6:15.0,,,66-63,,E. Kanter misses 2-pt shot at rim
6:13.0,Defensive rebound by E. Payton,,66-63,,
6:06.0,E. Payton makes 2-pt shot from 2 ft,2,68-63,,
5:40.0,,,68-65,2,E. Kanter makes 2-pt shot from 18 ft
5:14.0,J. Simmons misses 3-pt shot from 26 ft,,68-65,,
5:12.0,,,68-65,,Defensive rebound by E. Kanter
4:58.0,,,68-65,,Shooting foul by N. Vucevic (drawn by E. Kanter)
4:58.0,,,68-65,,L. Thomas enters the game for C. Lee
4:58.0,,,68-65,,D. McDermott enters the game for M. Beasley
4:58.0,,,68-66,1,E. Kanter makes free throw 1 of 2
4:58.0,,,68-67,1,E. Kanter makes free throw 2 of 2
4:42.0,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton),2,70-67,,
4:22.0,,,70-70,3,F. Ntilikina makes 3-pt shot from 25 ft (assist by D. McDermott)
4:06.0,N. Vucevic misses 3-pt shot from 25 ft,,70-70,,
4:04.0,,,70-70,,Defensive rebound by D. McDermott
3:53.0,,,70-70,,F. Ntilikina misses 2-pt shot from 16 ft
3:51.0,,,70-70,,Offensive rebound by Team
3:51.0,A. Afflalo enters the game for J. Simmons,,70-70,,
3:33.0,,,70-70,,D. McDermott misses 2-pt shot from 7 ft
3:32.0,Defensive rebound by N. Vucevic,,70-70,,
3:28.0,,,70-70,,Personal foul by D. McDermott (drawn by E. Payton)
3:17.0,,,70-70,,Personal foul by D. Dotson (drawn by N. Vucevic)
3:17.0,,,70-70,,K. O'Quinn enters the game for E. Kanter
3:17.0,N. Vucevic makes free throw 1 of 2,1,71-70,,
3:17.0,N. Vucevic makes free throw 2 of 2,1,72-70,,
2:58.0,,,72-70,,L. Thomas misses 2-pt shot from 9 ft
2:57.0,Defensive rebound by Team,,72-70,,
2:57.0,,,72-70,,New York full timeout
2:36.0,Turnover by E. Fournier (out of bounds lost ball),,72-70,,
2:20.0,Personal foul by N. Vucevic (drawn by K. O'Quinn),,72-70,,
2:20.0,B. Biyombo enters the game for E. Payton,,72-70,,
2:20.0,D. Augustin enters the game for N. Vucevic,,72-70,,
2:12.0,,,72-72,2,K. O'Quinn makes 2-pt shot from 16 ft
1:52.0,A. Gordon misses 3-pt shot from 25 ft,,72-72,,
1:50.0,Offensive rebound by E. Fournier,,72-72,,
1:39.0,,,72-72,,Personal foul by D. McDermott (drawn by A. Afflalo)
1:39.0,A. Afflalo misses free throw 1 of 2,,72-72,,
1:39.0,Offensive rebound by Team,,72-72,,
1:39.0,A. Afflalo makes free throw 2 of 2,1,73-72,,
1:20.0,,,73-72,,F. Ntilikina misses 2-pt shot from 13 ft
1:19.0,,,73-72,,Offensive rebound by L. Thomas
1:17.0,,,73-72,,L. Thomas misses 2-pt shot from 2 ft
1:16.0,,,73-72,,Offensive rebound by F. Ntilikina
1:16.0,,,73-72,,F. Ntilikina misses 2-pt shot from 3 ft
1:15.0,,,73-72,,Offensive rebound by L. Thomas
1:11.0,,,73-74,2,L. Thomas makes 2-pt shot from 2 ft
0:52.0,D. Augustin makes 3-pt shot from 23 ft (assist by E. Fournier),3,76-74,,
0:40.0,,,76-74,,K. O'Quinn misses 2-pt shot from 2 ft
0:38.0,Defensive rebound by A. Gordon,,76-74,,
0:23.0,D. Augustin misses 2-pt shot from 8 ft (block by K. O'Quinn),,76-74,,
0:22.0,Offensive rebound by Team,,76-74,,
0:22.0,Orlando full timeout,,76-74,,
0:22.0,M. Speights enters the game for A. Gordon,,76-74,,
0:21.0,E. Fournier makes 2-pt shot from 1 ft (assist by A. Afflalo),2,78-74,,
0:00.0,,,78-76,2,K. O'Quinn makes 2-pt shot from 10 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,D. Augustin misses 3-pt shot from 22 ft,,78-76,,
11:43.0,,,78-76,,Defensive rebound by L. Thomas
11:28.0,,,78-76,,D. McDermott misses 3-pt shot from 24 ft
11:26.0,Defensive rebound by Team,,78-76,,
11:08.0,M. Speights misses 3-pt shot from 24 ft,,78-76,,
11:06.0,,,78-76,,Defensive rebound by F. Ntilikina
10:53.0,,,78-76,,L. Thomas misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by M. Speights,,78-76,,
10:43.0,M. Speights misses 3-pt shot from 25 ft,,78-76,,
10:41.0,,,78-76,,Defensive rebound by K. O'Quinn
10:22.0,,,78-76,,L. Thomas misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by A. Afflalo,,78-76,,
10:13.0,J. Simmons makes 2-pt shot from 1 ft,2,80-76,,
9:51.0,,,80-78,2,L. Thomas makes 2-pt shot from 1 ft
9:39.0,M. Speights misses 3-pt shot from 25 ft,,80-78,,
9:37.0,Offensive rebound by J. Simmons,,80-78,,
9:37.0,J. Simmons makes 2-pt shot at rim,2,82-78,,
9:19.0,,,82-78,,Shooting foul by M. Speights (drawn by L. Thomas)
9:19.0,,,82-78,,R. Baker enters the game for D. McDermott
9:19.0,,,82-79,1,L. Thomas makes free throw 1 of 2
9:19.0,,,82-79,,L. Thomas misses free throw 2 of 2
9:16.0,Defensive rebound by B. Biyombo,,82-79,,
8:56.0,M. Speights misses 2-pt shot from 4 ft,,82-79,,
8:55.0,Offensive rebound by B. Biyombo,,82-79,,
8:54.0,Turnover by Team (shot clock),,82-79,,
8:54.0,,,82-79,,M. Beasley enters the game for F. Ntilikina
8:54.0,,,82-79,,R. Sessions enters the game for L. Thomas
8:42.0,,,82-81,2,C. Lee makes 2-pt shot from 4 ft
8:20.0,Turnover by B. Biyombo (lost ball; steal by R. Baker),,82-81,,
8:08.0,,,82-81,,R. Sessions misses 3-pt shot from 22 ft
8:04.0,,,82-81,,Offensive rebound by K. O'Quinn
7:52.0,,,82-81,,Offensive charge foul by M. Beasley (drawn by M. Speights)
7:52.0,,,82-81,,Turnover by M. Beasley (offensive foul)
7:52.0,N. Vucevic enters the game for M. Speights,,82-81,,
7:52.0,A. Gordon enters the game for B. Biyombo,,82-81,,
7:28.0,A. Afflalo makes 3-pt shot from 31 ft,3,85-81,,
7:08.0,,,85-81,,K. O'Quinn misses 2-pt shot from 20 ft
7:06.0,Defensive rebound by A. Afflalo,,85-81,,
6:51.0,Turnover by J. Simmons (out of bounds lost ball),,85-81,,
6:51.0,,,85-81,,New York full timeout
6:51.0,,,85-81,,E. Kanter enters the game for K. O'Quinn
6:51.0,E. Payton enters the game for D. Augustin,,85-81,,
6:51.0,E. Fournier enters the game for J. Simmons,,85-81,,
6:38.0,,,85-83,2,C. Lee makes 2-pt shot from 17 ft (assist by M. Beasley)
6:20.0,A. Afflalo misses 3-pt shot from 25 ft,,85-83,,
6:18.0,,,85-83,,Defensive rebound by E. Kanter
6:10.0,,,85-83,,R. Sessions misses 2-pt shot from 9 ft
6:09.0,,,85-83,,Offensive rebound by Team
5:59.0,,,85-85,2,C. Lee makes 2-pt shot from 1 ft (assist by E. Kanter)
5:45.0,N. Vucevic makes 2-pt shot from 8 ft,2,87-85,,
5:30.0,,,87-85,,M. Beasley misses 2-pt shot from 2 ft
5:29.0,Defensive rebound by N. Vucevic,,87-85,,
5:19.0,N. Vucevic makes 2-pt shot from 1 ft (assist by A. Gordon),2,89-85,,
5:19.0,Shooting foul by M. Beasley (drawn by N. Vucevic),,89-85,,
5:19.0,J. Simmons enters the game for A. Afflalo,,89-85,,
5:19.0,N. Vucevic makes free throw 1 of 1,1,90-85,,
5:04.0,,,90-85,,C. Lee misses 2-pt shot from 19 ft
5:02.0,Defensive rebound by J. Simmons,,90-85,,
4:53.0,N. Vucevic makes 3-pt shot from 26 ft (assist by J. Simmons),3,93-85,,
4:53.0,,,93-85,,New York full timeout
4:53.0,,,93-85,,D. McDermott enters the game for R. Baker
4:53.0,,,93-85,,J. Jack enters the game for R. Sessions
4:37.0,,,93-85,,Turnover by E. Kanter (bad pass)
4:14.0,J. Simmons makes 2-pt shot from 8 ft,2,95-85,,
4:01.0,,,95-85,,M. Beasley misses 2-pt shot from 8 ft (block by E. Fournier)
4:00.0,,,95-85,,Offensive rebound by Team
3:50.0,,,95-87,2,E. Kanter makes 2-pt shot from 8 ft
3:31.0,E. Fournier misses 3-pt shot from 25 ft,,95-87,,
3:29.0,,,95-87,,Defensive rebound by M. Beasley
3:20.0,,,95-87,,Turnover by M. Beasley (lost ball; steal by A. Gordon)
3:15.0,J. Simmons makes 2-pt shot at rim (assist by A. Gordon),2,97-87,,
3:09.0,,,97-89,2,C. Lee makes 2-pt shot from 1 ft
3:09.0,Orlando full timeout,,97-89,,
2:58.0,E. Fournier misses 3-pt shot from 25 ft,,97-89,,
2:56.0,,,97-89,,Defensive rebound by E. Kanter
2:41.0,,,97-89,,Shooting foul by N. Vucevic (drawn by C. Lee)
2:41.0,,,97-89,,L. Thomas enters the game for M. Beasley
2:41.0,,,97-90,1,C. Lee makes free throw 1 of 2
2:41.0,,,97-91,1,C. Lee makes free throw 2 of 2
2:27.0,N. Vucevic misses 2-pt shot from 19 ft,,97-91,,
2:25.0,,,97-91,,Defensive rebound by E. Kanter
2:13.0,,,97-91,,L. Thomas misses 2-pt shot from 2 ft
2:11.0,Defensive rebound by J. Simmons,,97-91,,
1:51.0,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Fournier),2,99-91,,
1:43.0,,,99-91,,J. Jack misses 2-pt shot from 10 ft
1:41.0,Defensive rebound by E. Payton,,99-91,,
