time,Minnesota,pts.away,score,pts.home,New Orleans
2:43.0,Loose ball foul by G. Dieng (drawn by C. Diallo),,22-20,,
2:43.0,Minnesota full timeout,,22-20,,
2:43.0,,,22-20,,T. Allen enters the game for A. Davis
2:43.0,,,22-20,,D. Cousins enters the game for D. Cunningham
2:43.0,J. Crawford enters the game for J. Butler,,22-20,,
2:35.0,,,22-20,,D. Cousins misses 2-pt shot from 20 ft
2:30.0,Defensive rebound by J. Crawford,,22-20,,
2:22.0,N. Bjelica misses 3-pt shot from 25 ft,,22-20,,
2:17.0,,,22-20,,Defensive rebound by J. Holiday
2:14.0,,,22-20,,T. Allen misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by G. Dieng,,22-20,,
2:09.0,Turnover by A. Wiggins (bad pass),,22-20,,
1:56.0,,,22-23,3,D. Cousins makes 3-pt shot from 26 ft (assist by J. Holiday)
1:39.0,Shooting foul by J. Nelson (drawn by G. Dieng),,22-23,,
1:39.0,G. Dieng misses free throw 1 of 2,,22-23,,
1:39.0,Offensive rebound by Team,,22-23,,
1:39.0,,,22-23,,I. Clark enters the game for J. Holiday
1:39.0,T. Jones enters the game for J. Teague,,22-23,,
1:39.0,G. Dieng makes free throw 2 of 2,1,23-23,,
1:22.0,,,23-25,2,D. Cousins makes 2-pt shot from 2 ft (assist by I. Clark)
1:08.0,G. Dieng misses 3-pt shot from 22 ft,,23-25,,
1:02.0,Offensive rebound by A. Wiggins,,23-25,,
1:01.0,A. Wiggins misses 3-pt shot from 25 ft,,23-25,,
0:57.0,,,23-25,,Defensive rebound by J. Nelson
0:44.0,,,23-25,,Offensive charge foul by D. Cousins (drawn by G. Dieng)
0:44.0,,,23-25,,Turnover by D. Cousins (offensive foul)
0:32.0,G. Dieng makes 2-pt shot from 16 ft (assist by T. Jones),2,25-25,,
0:24.0,,,25-28,3,D. Cousins makes 3-pt shot from 27 ft (assist by J. Nelson)
0:04.0,N. Bjelica makes 3-pt shot from 22 ft (assist by T. Jones),3,28-28,,
0:00.0,,,28-28,,Turnover by D. Cousins (bad pass; steal by J. Crawford)
0:00.0,J. Crawford makes 3-pt shot from 38 ft,3,31-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Personal foul by N. Bjelica (drawn by A. Davis),,31-28,,
11:40.0,,,31-30,2,D. Cousins makes 2-pt shot from 3 ft
11:21.0,Turnover by J. Crawford (bad pass; steal by D. Cousins),,31-30,,
11:13.0,,,31-30,,I. Clark misses 3-pt shot from 22 ft
11:09.0,Defensive rebound by N. Bjelica,,31-30,,
11:02.0,N. Bjelica makes 2-pt shot from 2 ft (assist by G. Dieng),2,33-30,,
10:44.0,,,33-30,,I. Clark misses 2-pt shot at rim (block by S. Muhammad)
10:40.0,,,33-30,,Offensive rebound by I. Clark
10:37.0,,,33-32,2,A. Davis makes 2-pt shot from 1 ft (assist by I. Clark)
10:29.0,Turnover by N. Bjelica (traveling),,33-32,,
10:18.0,,,33-34,2,T. Allen makes 2-pt shot from 21 ft (assist by J. Nelson)
10:03.0,N. Bjelica makes 3-pt shot from 26 ft (assist by T. Jones),3,36-34,,
9:51.0,,,36-34,,D. Cousins misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by N. Bjelica,,36-34,,
9:42.0,Offensive foul by T. Jones (drawn by A. Davis),,36-34,,
9:42.0,Turnover by T. Jones (offensive foul),,36-34,,
9:28.0,,,36-34,,Turnover by D. Cousins (bad pass; steal by N. Bjelica)
9:17.0,N. Bjelica makes 2-pt shot from 20 ft (assist by T. Jones),2,38-34,,
9:09.0,,,38-34,,Shooting foul by N. Bjelica (drawn by A. Davis)
9:09.0,,,38-35,1,A. Davis makes free throw 1 of 2
9:09.0,,,38-35,,E. Moore enters the game for T. Allen
9:09.0,,,38-36,1,A. Davis makes free throw 2 of 2
8:58.0,K. Towns enters the game for G. Dieng,,38-36,,
8:58.0,,,38-36,,Personal foul by I. Clark (drawn by J. Crawford)
8:58.0,J. Crawford makes free throw 1 of 1,1,39-36,,
8:49.0,Turnover by K. Towns (lost ball; steal by D. Cousins),,39-36,,
8:49.0,Loose ball foul by K. Towns (drawn by D. Cousins),,39-36,,
8:49.0,G. Dieng enters the game for N. Bjelica,,39-36,,
8:49.0,T. Gibson enters the game for K. Towns,,39-36,,
8:38.0,,,39-36,,A. Davis misses 2-pt shot at rim
8:29.0,Defensive rebound by G. Dieng,,39-36,,
8:25.0,S. Muhammad makes 2-pt shot from 3 ft,2,41-36,,
8:05.0,,,41-36,,J. Nelson misses 2-pt shot from 22 ft
8:02.0,Defensive rebound by G. Dieng,,41-36,,
8:00.0,Turnover by T. Jones (bad pass; steal by D. Cousins),,41-36,,
7:53.0,,,41-38,2,I. Clark makes 2-pt shot from 1 ft (assist by D. Cousins)
7:39.0,J. Crawford makes 2-pt shot from 21 ft,2,43-38,,
7:24.0,,,43-38,,A. Davis misses 2-pt shot from 6 ft
7:19.0,Defensive rebound by G. Dieng,,43-38,,
7:14.0,S. Muhammad makes 2-pt shot at rim (assist by T. Gibson),2,45-38,,
6:57.0,,,45-38,,I. Clark misses 3-pt shot from 25 ft
6:53.0,Defensive rebound by S. Muhammad,,45-38,,
6:48.0,Shooting foul by J. Nelson (drawn by T. Jones),,45-38,,
6:48.0,,,45-38,,New Orleans full timeout
6:48.0,,,45-38,,D. Cunningham enters the game for D. Cousins
6:48.0,,,45-38,,J. Holiday enters the game for J. Nelson
6:48.0,A. Wiggins enters the game for J. Crawford,,45-38,,
6:48.0,J. Butler enters the game for S. Muhammad,,45-38,,
6:48.0,T. Jones makes free throw 1 of 2,1,46-38,,
6:48.0,T. Jones makes free throw 2 of 2,1,47-38,,
6:37.0,,,47-40,2,A. Davis makes 2-pt shot from 6 ft (assist by I. Clark)
6:09.0,J. Butler makes 2-pt shot from 20 ft,2,49-40,,
5:59.0,,,49-40,,Turnover by E. Moore (lost ball; steal by J. Butler)
5:59.0,,,49-40,,Personal foul by E. Moore (drawn by J. Butler)
5:59.0,J. Teague enters the game for T. Jones,,49-40,,
5:46.0,A. Wiggins misses 2-pt shot from 9 ft,,49-40,,
5:42.0,,,49-40,,Defensive rebound by A. Davis
5:38.0,,,49-43,3,I. Clark makes 3-pt shot from 25 ft (assist by A. Davis)
5:30.0,J. Teague misses 3-pt shot from 24 ft,,49-43,,
5:30.0,Offensive rebound by G. Dieng,,49-43,,
5:19.0,T. Gibson misses 2-pt shot from 14 ft,,49-43,,
5:19.0,Offensive rebound by A. Wiggins,,49-43,,
5:12.0,G. Dieng makes 2-pt shot from 2 ft (assist by J. Teague),2,51-43,,
5:05.0,,,51-43,,A. Davis misses 2-pt shot from 21 ft
4:58.0,Defensive rebound by T. Gibson,,51-43,,
4:51.0,,,51-43,,Personal foul by I. Clark (drawn by J. Teague)
4:51.0,,,51-43,,D. Cousins enters the game for I. Clark
4:40.0,J. Butler misses 2-pt shot from 18 ft,,51-43,,
4:38.0,,,51-43,,Defensive rebound by Team
4:31.0,,,51-43,,Turnover by J. Holiday (palming)
4:14.0,Shooting foul by J. Holiday (drawn by J. Butler),,51-43,,
4:14.0,J. Butler misses free throw 1 of 2,,51-43,,
4:14.0,Offensive rebound by Team,,51-43,,
4:14.0,J. Butler makes free throw 2 of 2,1,52-43,,
4:06.0,,,52-43,,Turnover by D. Cousins (bad pass)
3:41.0,A. Wiggins makes 2-pt shot from 2 ft,2,54-43,,
3:31.0,,,54-46,3,E. Moore makes 3-pt shot from 25 ft (assist by J. Holiday)
3:12.0,J. Butler misses 2-pt shot from 17 ft,,54-46,,
3:07.0,,,54-46,,Defensive rebound by D. Cousins
2:52.0,,,54-48,2,J. Holiday makes 2-pt shot from 2 ft (assist by A. Davis)
2:31.0,A. Wiggins makes 2-pt shot from 11 ft (assist by J. Teague),2,56-48,,
2:19.0,,,56-48,,E. Moore misses 2-pt shot from 10 ft
2:17.0,Defensive rebound by T. Gibson,,56-48,,
2:13.0,G. Dieng makes 2-pt shot from 13 ft (assist by J. Teague),2,58-48,,
1:59.0,,,58-48,,Turnover by A. Davis (lost ball; steal by G. Dieng)
1:54.0,J. Butler makes 2-pt shot from 1 ft (assist by G. Dieng),2,60-48,,
1:50.0,,,60-48,,New Orleans full timeout
1:40.0,,,60-51,3,D. Cunningham makes 3-pt shot from 24 ft (assist by D. Cousins)
1:20.0,Turnover by A. Wiggins (traveling),,60-51,,
1:03.0,,,60-51,,E. Moore misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by J. Butler,,60-51,,
0:54.0,,,60-51,,Personal foul by E. Moore (drawn by J. Butler)
0:54.0,J. Butler misses free throw 1 of 2,,60-51,,
0:54.0,Offensive rebound by Team,,60-51,,
0:54.0,,,60-51,,T. Allen enters the game for E. Moore
0:54.0,J. Butler makes free throw 2 of 2,1,61-51,,
0:47.0,,,61-51,,A. Davis misses 3-pt shot from 24 ft
0:43.0,,,61-51,,Offensive rebound by T. Allen
0:39.0,,,61-51,,Offensive charge foul by T. Allen (drawn by G. Dieng)
0:39.0,,,61-51,,Turnover by T. Allen (offensive foul)
0:33.0,Shooting foul by D. Cunningham (drawn by G. Dieng),,61-51,,
0:33.0,G. Dieng makes free throw 1 of 2,1,62-51,,
0:33.0,G. Dieng makes free throw 2 of 2,1,63-51,,
0:20.0,,,63-54,3,D. Cousins makes 3-pt shot from 25 ft (assist by A. Davis)
0:01.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague),2,65-54,,
0:00.0,,,65-54,,D. Cousins misses 3-pt shot from 50 ft
0:00.0,,,65-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,65-54,,D. Cousins misses 2-pt shot from 21 ft
11:40.0,,,65-54,,Offensive rebound by A. Davis
11:40.0,Loose ball foul by J. Teague (drawn by A. Davis),,65-54,,
11:34.0,,,65-54,,D. Cunningham misses 3-pt shot from 24 ft
11:29.0,Defensive rebound by J. Teague,,65-54,,
11:18.0,A. Wiggins misses 2-pt shot from 16 ft,,65-54,,
11:13.0,,,65-54,,Defensive rebound by J. Holiday
11:04.0,,,65-54,,A. Davis misses 2-pt shot from 8 ft
11:00.0,Defensive rebound by K. Towns,,65-54,,
10:50.0,Turnover by T. Gibson (bad pass; steal by E. Moore),,65-54,,
10:42.0,,,65-57,3,D. Cousins makes 3-pt shot from 26 ft (assist by A. Davis)
10:21.0,J. Butler misses 3-pt shot from 23 ft,,65-57,,
10:20.0,Offensive rebound by Team,,65-57,,
10:09.0,A. Wiggins makes 2-pt shot from 3 ft,2,67-57,,
9:53.0,,,67-59,2,E. Moore makes 2-pt shot from 2 ft (assist by J. Holiday)
9:44.0,A. Wiggins misses 3-pt shot from 25 ft,,67-59,,
9:39.0,,,67-59,,Defensive rebound by A. Davis
9:29.0,,,67-59,,A. Davis misses 3-pt shot from 25 ft
9:24.0,Defensive rebound by J. Teague,,67-59,,
9:22.0,K. Towns misses 2-pt shot from 1 ft (block by D. Cousins),,67-59,,
9:11.0,,,67-59,,Defensive rebound by A. Davis
9:08.0,,,67-59,,D. Cunningham misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by T. Gibson,,67-59,,
9:05.0,Turnover by K. Towns (turnover),,67-59,,
8:44.0,,,67-61,2,J. Holiday makes 2-pt shot from 1 ft
8:36.0,T. Gibson misses 2-pt shot from 5 ft,,67-61,,
8:33.0,,,67-61,,Defensive rebound by J. Holiday
8:29.0,,,67-61,,J. Holiday misses 3-pt shot from 26 ft
8:26.0,,,67-61,,Offensive rebound by E. Moore
8:26.0,,,67-63,2,A. Davis makes 2-pt shot from 1 ft (assist by E. Moore)
8:26.0,,,67-63,,Shooting foul by K. Towns (drawn by A. Davis)
8:26.0,G. Dieng enters the game for K. Towns,,67-63,,
8:26.0,,,67-64,1,A. Davis makes free throw 1 of 1
8:00.0,J. Butler makes 2-pt shot from 8 ft,2,69-64,,
7:56.0,Personal foul by G. Dieng (drawn by A. Davis),,69-64,,
7:47.0,,,69-67,3,D. Cousins makes 3-pt shot from 26 ft
7:29.0,A. Wiggins misses 2-pt shot from 23 ft,,69-67,,
7:25.0,,,69-67,,Defensive rebound by E. Moore
7:21.0,,,69-69,2,J. Holiday makes 2-pt shot from 1 ft (assist by E. Moore)
7:01.0,,,69-69,,Personal foul by J. Holiday (drawn by J. Teague)
6:56.0,J. Butler misses 2-pt shot from 1 ft (block by D. Cousins),,69-69,,
6:56.0,Offensive rebound by Team,,69-69,,
6:56.0,,,69-69,,New Orleans full timeout
6:55.0,,,69-69,,Personal foul by J. Holiday (drawn by J. Butler)
6:41.0,J. Butler misses 2-pt shot from 18 ft,,69-69,,
6:36.0,,,69-69,,Defensive rebound by A. Davis
6:33.0,,,69-69,,J. Holiday misses 3-pt shot from 26 ft
6:29.0,Defensive rebound by T. Gibson,,69-69,,
6:21.0,G. Dieng makes 3-pt shot from 23 ft (assist by J. Teague),3,72-69,,
5:56.0,,,72-69,,J. Holiday misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by A. Wiggins,,72-69,,
5:40.0,A. Wiggins misses 3-pt shot from 25 ft,,72-69,,
5:36.0,,,72-69,,Defensive rebound by D. Cousins
5:22.0,,,72-69,,E. Moore misses 2-pt shot from 8 ft
5:19.0,Defensive rebound by T. Gibson,,72-69,,
5:12.0,Turnover by J. Teague (bad pass; steal by E. Moore),,72-69,,
5:12.0,Personal foul by G. Dieng (drawn by D. Cousins),,72-69,,
4:57.0,,,72-71,2,D. Cousins makes 2-pt shot from 20 ft
4:31.0,G. Dieng misses 3-pt shot from 22 ft,,72-71,,
4:27.0,,,72-71,,Defensive rebound by J. Holiday
4:15.0,,,72-71,,Turnover by A. Davis (lost ball; steal by T. Gibson)
4:08.0,A. Wiggins misses 2-pt shot from 9 ft (block by D. Cousins),,72-71,,
4:00.0,Offensive rebound by A. Wiggins,,72-71,,
3:59.0,A. Wiggins makes 2-pt shot from 6 ft,2,74-71,,
3:56.0,,,74-73,2,A. Davis makes 2-pt shot from 1 ft (assist by E. Moore)
3:32.0,J. Butler makes 2-pt shot from 2 ft,2,76-73,,
3:15.0,,,76-73,,D. Cousins misses 3-pt shot from 29 ft
3:11.0,Defensive rebound by T. Gibson,,76-73,,
3:00.0,G. Dieng misses 2-pt shot from 17 ft,,76-73,,
2:56.0,,,76-73,,Defensive rebound by D. Cousins
2:53.0,,,76-73,,New Orleans full timeout
2:53.0,,,76-73,,C. Diallo enters the game for D. Cousins
2:53.0,,,76-73,,J. Nelson enters the game for E. Moore
2:53.0,J. Crawford enters the game for J. Butler,,76-73,,
2:40.0,,,76-75,2,J. Holiday makes 2-pt shot from 1 ft (assist by J. Nelson)
2:31.0,Shooting foul by J. Nelson (drawn by J. Teague),,76-75,,
2:31.0,J. Teague misses free throw 1 of 2,,76-75,,
2:31.0,Offensive rebound by Team,,76-75,,
2:31.0,J. Teague makes free throw 2 of 2,1,77-75,,
2:20.0,,,77-77,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
2:02.0,A. Wiggins misses 2-pt shot from 2 ft,,77-77,,
1:56.0,Offensive rebound by G. Dieng,,77-77,,
1:56.0,T. Gibson misses 2-pt shot from 21 ft,,77-77,,
1:56.0,,,77-77,,Defensive rebound by C. Diallo
1:56.0,Violation by G. Dieng (kicked ball),,77-77,,
1:56.0,N. Bjelica enters the game for T. Gibson,,77-77,,
1:45.0,,,77-77,,A. Davis misses 3-pt shot from 23 ft
1:41.0,Defensive rebound by A. Wiggins,,77-77,,
1:27.0,A. Wiggins makes 2-pt shot from 17 ft (assist by J. Crawford),2,79-77,,
1:13.0,,,79-77,,J. Holiday misses 2-pt shot from 4 ft
1:05.0,,,79-77,,Offensive rebound by A. Davis
1:05.0,,,79-77,,A. Davis misses 2-pt shot at rim
1:05.0,,,79-77,,Turnover by C. Diallo (lost ball; steal by J. Crawford)
1:03.0,,,79-77,,Offensive rebound by C. Diallo
1:02.0,A. Wiggins makes 2-pt shot at rim (assist by J. Teague),2,81-77,,
0:59.0,,,81-77,,T. Allen enters the game for C. Diallo
0:59.0,,,81-77,,D. Miller enters the game for D. Cunningham
0:54.0,,,81-77,,J. Holiday misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by G. Dieng,,81-77,,
0:36.0,Shooting foul by T. Allen (drawn by A. Wiggins),,81-77,,
0:36.0,A. Wiggins misses free throw 1 of 2,,81-77,,
0:36.0,Offensive rebound by Team,,81-77,,
0:36.0,,,81-77,,I. Clark enters the game for J. Holiday
0:36.0,T. Jones enters the game for J. Teague,,81-77,,
0:36.0,A. Wiggins misses free throw 2 of 2,,81-77,,
0:34.0,,,81-77,,Defensive rebound by T. Allen
0:16.0,,,81-77,,I. Clark misses 2-pt shot from 22 ft
0:12.0,Defensive rebound by T. Jones,,81-77,,
0:03.0,Shooting foul by I. Clark (drawn by J. Crawford),,81-77,,
0:03.0,J. Crawford makes free throw 1 of 2,1,82-77,,
0:03.0,J. Crawford makes free throw 2 of 2,1,83-77,,
0:00.0,,,83-77,,T. Allen misses 3-pt shot from 39 ft
0:00.0,,,83-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,K. Towns misses 2-pt shot from 8 ft,,83-77,,
11:38.0,,,83-77,,Defensive rebound by T. Allen
11:29.0,,,83-77,,D. Cousins misses 3-pt shot from 25 ft
11:24.0,Defensive rebound by J. Crawford,,83-77,,
11:16.0,Turnover by J. Crawford (bad pass; steal by D. Cousins),,83-77,,
11:06.0,Jump ball: D. Cousins vs. N. Bjelica (S. Muhammad gains possession),,,,Jump ball: D. Cousins vs. N. Bjelica (S. Muhammad gains possession)
11:06.0,,,83-77,,Turnover by D. Cousins (turnover; steal by N. Bjelica)
10:50.0,J. Crawford makes 3-pt shot from 26 ft,3,86-77,,
10:32.0,,,86-77,,D. Miller misses 3-pt shot from 25 ft
10:28.0,Defensive rebound by S. Muhammad,,86-77,,
10:17.0,S. Muhammad misses 2-pt shot at rim,,86-77,,
10:11.0,Offensive rebound by S. Muhammad,,86-77,,
10:09.0,S. Muhammad makes 2-pt shot from 6 ft,2,88-77,,
9:56.0,,,88-77,,D. Cousins misses 2-pt shot from 2 ft (block by K. Towns)
9:53.0,Defensive rebound by N. Bjelica,,88-77,,
9:53.0,,,88-77,,Personal foul by D. Cousins (drawn by K. Towns)
9:53.0,,,88-77,,A. Davis enters the game for I. Clark
9:53.0,,,88-77,,J. Holiday enters the game for D. Miller
9:48.0,J. Crawford misses 3-pt shot from 27 ft,,88-77,,
9:44.0,,,88-77,,Defensive rebound by J. Nelson
9:42.0,,,88-77,,Shooting foul by N. Bjelica (drawn by A. Davis)
9:42.0,,,88-77,,A. Davis misses free throw 1 of 2
9:42.0,,,88-77,,Offensive rebound by Team
9:42.0,,,88-78,1,A. Davis makes free throw 2 of 2
9:36.0,Turnover by K. Towns (traveling),,88-78,,
9:23.0,,,88-78,,Turnover by J. Nelson (lost ball; steal by K. Towns)
9:17.0,N. Bjelica makes 2-pt shot from 2 ft (assist by T. Jones),2,90-78,,
9:10.0,,,90-78,,Turnover by D. Cousins (bad pass; steal by J. Crawford)
8:54.0,Turnover by N. Bjelica (lost ball; steal by A. Davis),,90-78,,
8:51.0,Personal foul by N. Bjelica (drawn by J. Nelson),,90-78,,
8:39.0,,,90-80,2,T. Allen makes 2-pt shot from 3 ft (assist by D. Cousins)
8:16.0,T. Jones makes 2-pt shot from 2 ft,2,92-80,,
8:07.0,,,92-80,,J. Nelson misses 2-pt shot from 1 ft
8:07.0,,,92-80,,Offensive rebound by Team
8:03.0,,,92-80,,Shooting foul by S. Muhammad (drawn by A. Davis)
8:03.0,,,92-81,1,A. Davis makes free throw 1 of 2
8:03.0,J. Teague enters the game for T. Jones,,92-81,,
8:03.0,J. Butler enters the game for S. Muhammad,,92-81,,
8:03.0,,,92-82,1,A. Davis makes free throw 2 of 2
7:52.0,Turnover by J. Crawford (bad pass; steal by D. Cousins),,92-82,,
7:46.0,,,92-84,2,T. Allen makes 2-pt shot from 1 ft
7:24.0,J. Butler misses 2-pt shot from 12 ft,,92-84,,
7:19.0,,,92-84,,Defensive rebound by D. Cousins
7:16.0,,,92-84,,D. Cousins misses 3-pt shot from 28 ft
7:09.0,Defensive rebound by N. Bjelica,,92-84,,
6:59.0,Turnover by J. Teague (bad pass; steal by D. Cousins),,92-84,,
6:51.0,Personal foul by J. Crawford (drawn by A. Davis),,92-84,,
6:51.0,,,92-84,,New Orleans full timeout
6:51.0,T. Gibson enters the game for N. Bjelica,,92-84,,
6:51.0,A. Wiggins enters the game for J. Crawford,,92-84,,
6:43.0,,,92-86,2,T. Allen makes 2-pt shot at rim (assist by D. Cousins)
6:23.0,J. Teague misses 3-pt shot from 26 ft,,92-86,,
6:19.0,,,92-86,,Defensive rebound by D. Cousins
5:57.0,,,92-86,,D. Cousins misses 2-pt shot from 1 ft
5:57.0,,,92-86,,Offensive rebound by D. Cousins
5:50.0,,,92-88,2,T. Allen makes 2-pt shot from 2 ft (assist by D. Cousins)
5:28.0,J. Butler misses 3-pt shot from 25 ft,,92-88,,
5:25.0,,,92-88,,Defensive rebound by J. Nelson
5:16.0,Personal foul by K. Towns (drawn by A. Davis),,92-88,,
5:16.0,,,92-88,,A. Davis misses free throw 1 of 2
5:16.0,,,92-88,,Offensive rebound by Team
5:16.0,,,92-88,,E. Moore enters the game for J. Nelson
5:16.0,,,92-88,,A. Davis misses free throw 2 of 2
5:14.0,Defensive rebound by J. Butler,,92-88,,
5:14.0,Minnesota full timeout,,92-88,,
4:58.0,J. Teague misses 2-pt shot from 9 ft,,92-88,,
4:53.0,Offensive rebound by T. Gibson,,92-88,,
4:53.0,J. Butler misses 3-pt shot from 25 ft,,92-88,,
4:45.0,Offensive rebound by K. Towns,,92-88,,
4:45.0,K. Towns makes 2-pt shot at rim,2,94-88,,
