time,Detroit,pts.away,score,pts.home,Indiana
5:39.0,,,41-31,,Turnover by L. Stephenson (bad pass; steal by L. Galloway)
5:37.0,,,41-31,,V. Oladipo enters the game for C. Joseph
5:37.0,,,41-31,,M. Turner enters the game for D. Sabonis
5:37.0,R. Bullock enters the game for L. Galloway,,41-31,,
5:37.0,A. Drummond enters the game for E. Moreland,,41-31,,
5:30.0,R. Jackson misses 2-pt shot from 19 ft,,41-31,,
5:27.0,,,41-31,,Defensive rebound by T. Young
5:12.0,,,41-33,2,T. Young makes 2-pt shot at rim (assist by M. Turner)
4:50.0,Turnover by A. Tolliver (lost ball; steal by T. Young),,41-33,,
4:41.0,,,41-33,,Turnover by D. Collison (bad pass; steal by R. Bullock)
4:27.0,A. Drummond makes 2-pt shot from 1 ft,2,43-33,,
4:15.0,,,43-33,,Shooting foul by R. Jackson (drawn by M. Turner)
4:15.0,,,43-34,1,M. Turner makes free throw 1 of 2
4:15.0,T. Harris enters the game for A. Tolliver,,43-34,,
4:15.0,,,43-35,1,M. Turner makes free throw 2 of 2
3:59.0,A. Drummond makes 2-pt shot at rim (assist by T. Harris),2,45-35,,
3:50.0,,,45-35,,V. Oladipo misses 2-pt shot from 13 ft
3:48.0,Defensive rebound by S. Johnson,,45-35,,
3:43.0,R. Jackson misses 2-pt shot from 9 ft,,45-35,,
3:43.0,,,45-35,,Defensive rebound by Team
3:43.0,Loose ball foul by A. Drummond (drawn by V. Oladipo),,45-35,,
3:34.0,,,45-38,3,M. Turner makes 3-pt shot from 29 ft (assist by T. Young)
3:22.0,,,45-38,,Personal foul by T. Young (drawn by A. Drummond)
3:08.0,T. Harris misses 2-pt shot from 14 ft,,45-38,,
3:04.0,,,45-38,,Defensive rebound by L. Stephenson
3:01.0,,,45-38,,Shooting foul by T. Harris (drawn by M. Turner)
3:01.0,,,45-39,1,M. Turner makes free throw 1 of 2
3:01.0,I. Smith enters the game for R. Jackson,,45-39,,
3:01.0,,,45-40,1,M. Turner makes free throw 2 of 2
2:37.0,S. Johnson makes 2-pt shot from 17 ft (assist by T. Harris),2,47-40,,
2:22.0,,,47-43,3,V. Oladipo makes 3-pt shot from 23 ft (assist by T. Young)
2:09.0,Offensive charge foul by T. Harris (drawn by T. Young),,47-43,,
2:09.0,Turnover by T. Harris (offensive foul),,47-43,,
2:09.0,A. Tolliver enters the game for T. Harris,,47-43,,
1:50.0,,,47-45,2,M. Turner makes 2-pt shot from 17 ft (assist by D. Collison)
1:34.0,A. Drummond misses 2-pt shot from 1 ft,,47-45,,
1:32.0,,,47-45,,Defensive rebound by L. Stephenson
1:26.0,,,47-48,3,V. Oladipo makes 3-pt shot from 26 ft (assist by L. Stephenson)
1:10.0,,,47-48,,Personal foul by L. Stephenson (drawn by S. Johnson)
1:10.0,E. Moreland enters the game for A. Drummond,,47-48,,
0:59.0,S. Johnson misses 3-pt shot from 25 ft,,47-48,,
0:55.0,,,47-48,,Defensive rebound by V. Oladipo
0:50.0,,,47-51,3,L. Stephenson makes 3-pt shot from 23 ft (assist by D. Collison)
0:36.0,I. Smith makes 2-pt shot from 1 ft,2,49-51,,
0:16.0,,,49-51,,Turnover by D. Collison (bad pass; steal by I. Smith)
0:11.0,R. Bullock makes 3-pt shot from 22 ft (assist by I. Smith),3,52-51,,
0:01.0,,,52-54,3,V. Oladipo makes 3-pt shot from 28 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,52-54,,M. Turner misses 2-pt shot from 14 ft
11:39.0,Defensive rebound by T. Harris,,52-54,,
11:34.0,R. Bullock makes 2-pt shot at rim (assist by R. Jackson),2,54-54,,
11:22.0,,,54-54,,B. Bogdanovic misses 2-pt shot at rim (block by T. Harris)
11:18.0,Defensive rebound by L. Kennard,,54-54,,
11:12.0,R. Bullock makes 3-pt shot from 25 ft (assist by L. Kennard),3,57-54,,
10:55.0,,,57-54,,Turnover by M. Turner (bad pass; steal by R. Bullock)
10:48.0,R. Jackson makes 2-pt shot from 12 ft,2,59-54,,
10:48.0,,,59-54,,Indiana full timeout
10:33.0,,,59-54,,Shooting foul by R. Jackson (drawn by M. Turner)
10:33.0,,,59-55,1,M. Turner makes free throw 1 of 2
10:33.0,,,59-56,1,M. Turner makes free throw 2 of 2
10:13.0,R. Jackson misses 3-pt shot from 29 ft,,59-56,,
10:12.0,,,59-56,,Defensive rebound by B. Bogdanovic
10:01.0,,,59-59,3,D. Collison makes 3-pt shot from 26 ft (assist by B. Bogdanovic)
9:43.0,,,59-59,,Personal foul by M. Turner (drawn by A. Drummond)
9:32.0,R. Bullock misses 2-pt shot from 10 ft,,59-59,,
9:31.0,Offensive rebound by L. Kennard,,59-59,,
9:29.0,L. Kennard misses 2-pt shot from 1 ft,,59-59,,
9:29.0,,,59-59,,Defensive rebound by M. Turner
9:25.0,Personal block foul by R. Bullock (drawn by B. Bogdanovic),,59-59,,
9:14.0,,,59-59,,M. Turner misses 2-pt shot from 16 ft
9:10.0,Defensive rebound by R. Jackson,,59-59,,
9:02.0,R. Bullock makes 2-pt shot from 1 ft (assist by A. Drummond),2,61-59,,
8:49.0,,,61-59,,V. Oladipo misses 3-pt shot from 27 ft
8:47.0,Defensive rebound by A. Drummond,,61-59,,
8:29.0,A. Drummond misses 2-pt shot from 7 ft,,61-59,,
8:28.0,Offensive rebound by Team,,61-59,,
8:13.0,L. Kennard makes 2-pt shot from 10 ft,2,63-59,,
7:52.0,,,63-61,2,M. Turner makes 2-pt shot from 19 ft (assist by V. Oladipo)
7:37.0,T. Harris misses 3-pt shot from 27 ft,,63-61,,
7:35.0,,,63-61,,Defensive rebound by V. Oladipo
7:30.0,,,63-61,,B. Bogdanovic misses 3-pt shot from 23 ft
7:27.0,Defensive rebound by R. Jackson,,63-61,,
7:21.0,A. Drummond makes 2-pt shot from 1 ft (assist by L. Kennard),2,65-61,,
7:02.0,,,65-61,,V. Oladipo misses 2-pt shot from 15 ft
7:00.0,Defensive rebound by L. Kennard,,65-61,,
6:51.0,Shooting foul by V. Oladipo (drawn by A. Drummond),,65-61,,
6:51.0,A. Drummond makes free throw 1 of 2,1,66-61,,
6:51.0,A. Drummond misses free throw 2 of 2,,66-61,,
6:49.0,,,66-61,,Defensive rebound by M. Turner
6:37.0,,,66-61,,T. Young misses 2-pt shot from 1 ft
6:36.0,,,66-61,,Offensive rebound by Team
6:36.0,Loose ball foul by A. Drummond (drawn by M. Turner),,66-61,,
6:30.0,,,66-61,,B. Bogdanovic misses 2-pt shot at rim (block by A. Drummond)
6:27.0,Defensive rebound by A. Drummond,,66-61,,
6:26.0,Turnover by R. Jackson (bad pass),,66-61,,
6:09.0,,,66-64,3,D. Collison makes 3-pt shot from 27 ft
5:48.0,L. Kennard makes 2-pt shot from 7 ft,2,68-64,,
5:32.0,,,68-64,,V. Oladipo misses 3-pt shot from 26 ft
5:29.0,,,68-64,,Offensive rebound by M. Turner
5:28.0,,,68-66,2,M. Turner makes 2-pt shot from 1 ft
5:08.0,R. Jackson misses 2-pt shot from 2 ft (block by M. Turner),,68-66,,
5:08.0,Offensive rebound by Team,,68-66,,
5:08.0,I. Smith enters the game for R. Jackson,,68-66,,
5:08.0,,,68-66,,Personal foul by V. Oladipo (drawn by T. Harris)
5:08.0,T. Harris misses free throw 1 of 1,,68-66,,
5:08.0,Offensive rebound by Team,,68-66,,
5:08.0,,,68-66,,C. Joseph enters the game for B. Bogdanovic
5:04.0,I. Smith makes 2-pt shot from 1 ft (assist by L. Kennard),2,70-66,,
4:51.0,,,70-66,,T. Young misses 2-pt shot from 3 ft (block by A. Drummond)
4:47.0,Defensive rebound by T. Harris,,70-66,,
4:44.0,A. Drummond makes 2-pt shot from 1 ft,2,72-66,,
4:44.0,Shooting foul by M. Turner (drawn by A. Drummond),,72-66,,
4:44.0,A. Drummond makes free throw 1 of 1,1,73-66,,
4:32.0,,,73-66,,Turnover by D. Collison (lost ball; steal by A. Drummond)
4:31.0,Shooting foul by D. Collison (drawn by A. Drummond),,73-66,,
4:31.0,A. Drummond misses free throw 1 of 2,,73-66,,
4:31.0,Offensive rebound by Team,,73-66,,
4:31.0,L. Galloway enters the game for L. Kennard,,73-66,,
4:31.0,A. Drummond misses free throw 2 of 2,,73-66,,
4:29.0,,,73-66,,Defensive rebound by T. Young
4:19.0,,,73-66,,M. Turner misses 3-pt shot from 26 ft
4:15.0,,,73-66,,Offensive rebound by D. Collison
4:08.0,,,73-66,,D. Collison misses 3-pt shot from 26 ft
4:04.0,,,73-66,,Offensive rebound by T. Young
3:58.0,,,73-68,2,V. Oladipo makes 2-pt shot at rim
3:42.0,Turnover by I. Smith (lost ball; steal by D. Collison),,73-68,,
3:39.0,,,73-70,2,D. Collison makes 2-pt shot from 1 ft (assist by V. Oladipo)
3:37.0,Detroit full timeout,,73-70,,
3:37.0,,,73-70,,D. Sabonis enters the game for T. Young
3:37.0,A. Tolliver enters the game for T. Harris,,73-70,,
3:20.0,Shooting foul by D. Sabonis (drawn by A. Drummond),,73-70,,
3:20.0,A. Drummond makes free throw 1 of 2,1,74-70,,
3:20.0,A. Drummond makes free throw 2 of 2,1,75-70,,
3:08.0,Personal foul by R. Bullock (drawn by V. Oladipo),,75-70,,
3:08.0,,,75-70,,L. Stephenson enters the game for D. Collison
3:08.0,S. Johnson enters the game for R. Bullock,,75-70,,
2:56.0,,,75-70,,V. Oladipo misses 2-pt shot from 17 ft
2:53.0,Defensive rebound by A. Drummond,,75-70,,
2:43.0,S. Johnson misses 2-pt shot from 17 ft,,75-70,,
2:40.0,,,75-70,,Defensive rebound by D. Sabonis
2:27.0,,,75-70,,Shooting foul by A. Tolliver (drawn by M. Turner)
2:27.0,,,75-71,1,M. Turner makes free throw 1 of 2
2:27.0,E. Moreland enters the game for A. Drummond,,75-71,,
2:27.0,,,75-71,,M. Turner misses free throw 2 of 2
2:20.0,,,75-71,,Offensive rebound by D. Sabonis
2:13.0,,,75-71,,Turnover by D. Sabonis (bad pass; steal by E. Moreland)
2:07.0,A. Tolliver makes 3-pt shot from 26 ft (assist by S. Johnson),3,78-71,,
1:48.0,,,78-71,,D. Sabonis misses 2-pt shot from 2 ft
1:46.0,Defensive rebound by A. Tolliver,,78-71,,
1:39.0,E. Moreland makes 2-pt shot from 1 ft (assist by A. Tolliver),2,80-71,,
1:20.0,,,80-71,,V. Oladipo misses 3-pt shot from 27 ft
1:18.0,Defensive rebound by E. Moreland,,80-71,,
1:12.0,I. Smith misses 2-pt shot from 1 ft,,80-71,,
1:09.0,Offensive rebound by E. Moreland,,80-71,,
1:07.0,S. Johnson misses 3-pt shot from 26 ft,,80-71,,
1:07.0,,,80-71,,Defensive rebound by V. Oladipo
0:57.0,,,80-73,2,V. Oladipo makes 2-pt shot from 17 ft
0:43.0,L. Galloway makes 3-pt shot from 27 ft (assist by S. Johnson),3,83-73,,
0:30.0,,,83-73,,C. Joseph misses 2-pt shot from 5 ft
0:29.0,,,83-73,,Offensive rebound by Team
0:29.0,Loose ball foul by S. Johnson (drawn by D. Sabonis),,83-73,,
0:29.0,,,83-73,,D. Sabonis misses free throw 1 of 2
0:29.0,,,83-73,,Offensive rebound by Team
0:29.0,,,83-73,,B. Bogdanovic enters the game for M. Turner
0:29.0,,,83-74,1,D. Sabonis makes free throw 2 of 2
0:07.0,A. Tolliver makes 3-pt shot from 26 ft (assist by I. Smith),3,86-74,,
0:03.0,,,86-74,,V. Oladipo misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by E. Moreland,,86-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,L. Galloway makes 3-pt shot from 28 ft (assist by I. Smith),3,89-74,,
11:30.0,,,89-74,,L. Stephenson misses 3-pt shot from 27 ft
11:29.0,Defensive rebound by Team,,89-74,,
11:20.0,L. Galloway misses 3-pt shot from 26 ft,,89-74,,
11:14.0,,,89-74,,Defensive rebound by D. Collison
11:10.0,,,89-74,,D. Collison misses 2-pt shot from 2 ft (block by E. Moreland)
11:04.0,,,89-74,,Offensive rebound by B. Bogdanovic
11:04.0,,,89-76,2,B. Bogdanovic makes 2-pt shot at rim
10:41.0,L. Galloway makes 2-pt shot from 1 ft,2,91-76,,
10:25.0,,,91-76,,Shooting foul by E. Moreland (drawn by D. Sabonis)
10:25.0,,,91-77,1,D. Sabonis makes free throw 1 of 2
10:25.0,,,91-77,,D. Sabonis misses free throw 2 of 2
10:23.0,Defensive rebound by L. Galloway,,91-77,,
10:07.0,I. Smith misses 2-pt shot from 5 ft,,91-77,,
10:04.0,,,91-77,,Defensive rebound by D. Sabonis
9:50.0,,,91-77,,D. Sabonis misses 3-pt shot from 26 ft
9:50.0,,,91-77,,Offensive rebound by L. Stephenson
9:46.0,,,91-79,2,L. Stephenson makes 2-pt shot from 1 ft
9:29.0,Shooting foul by B. Bogdanovic (drawn by S. Johnson),,91-79,,
9:29.0,S. Johnson makes free throw 1 of 2,1,92-79,,
9:29.0,S. Johnson makes free throw 2 of 2,1,93-79,,
9:14.0,,,93-79,,L. Stephenson misses 2-pt shot from 16 ft
9:11.0,Defensive rebound by A. Tolliver,,93-79,,
9:03.0,E. Moreland makes 2-pt shot at rim (assist by S. Johnson),2,95-79,,
9:02.0,,,95-79,,Indiana full timeout
9:02.0,,,95-79,,T. Young enters the game for B. Bogdanovic
8:39.0,,,95-79,,L. Stephenson misses 2-pt shot from 2 ft
8:37.0,Defensive rebound by E. Moreland,,95-79,,
8:32.0,A. Tolliver misses 3-pt shot from 23 ft,,95-79,,
8:29.0,Offensive rebound by Team,,95-79,,
8:18.0,L. Galloway misses 3-pt shot from 27 ft,,95-79,,
8:14.0,,,95-79,,Defensive rebound by L. Stephenson
8:04.0,,,95-79,,D. Collison misses 2-pt shot from 1 ft
8:02.0,Defensive rebound by E. Moreland,,95-79,,
8:00.0,S. Johnson misses 2-pt shot from 3 ft (block by L. Stephenson),,95-79,,
7:58.0,Offensive rebound by S. Johnson,,95-79,,
7:55.0,E. Moreland misses 2-pt shot at rim,,95-79,,
7:53.0,Offensive rebound by Team,,95-79,,
7:53.0,,,95-79,,V. Oladipo enters the game for D. Collison
7:53.0,R. Bullock enters the game for L. Galloway,,95-79,,
7:43.0,S. Johnson misses 2-pt shot from 19 ft,,95-79,,
7:42.0,,,95-79,,Defensive rebound by Team
7:42.0,Loose ball foul by E. Moreland (drawn by L. Stephenson),,95-79,,
7:19.0,,,95-79,,Shooting foul by E. Moreland (drawn by D. Sabonis)
7:19.0,,,95-79,,D. Sabonis misses free throw 1 of 2
7:19.0,,,95-79,,Offensive rebound by Team
7:19.0,A. Drummond enters the game for E. Moreland,,95-79,,
7:19.0,,,95-80,1,D. Sabonis makes free throw 2 of 2
6:58.0,R. Jackson enters the game for I. Smith,,95-80,,
6:56.0,S. Johnson misses 3-pt shot from 30 ft,,95-80,,
6:52.0,,,95-80,,Defensive rebound by V. Oladipo
6:45.0,,,95-80,,L. Stephenson misses 2-pt shot at rim
6:45.0,,,95-80,,Offensive rebound by T. Young
6:45.0,,,95-80,,Shooting foul by R. Jackson (drawn by T. Young)
6:45.0,,,95-81,1,T. Young makes free throw 1 of 2
6:45.0,,,95-81,,T. Young misses free throw 2 of 2
6:42.0,Defensive rebound by S. Johnson,,95-81,,
6:24.0,R. Jackson misses 3-pt shot from 27 ft,,95-81,,
6:21.0,,,95-81,,Defensive rebound by L. Stephenson
6:19.0,Personal foul by R. Bullock (drawn by V. Oladipo),,95-81,,
6:19.0,,,95-82,1,V. Oladipo makes free throw 1 of 2
6:19.0,,,95-82,,M. Turner enters the game for D. Sabonis
6:19.0,,,95-83,1,V. Oladipo makes free throw 2 of 2
5:59.0,Turnover by R. Jackson (bad pass; steal by C. Joseph),,95-83,,
5:54.0,,,95-83,,Shooting foul by S. Johnson (drawn by V. Oladipo)
5:54.0,,,95-84,1,V. Oladipo makes free throw 1 of 2
5:54.0,T. Harris enters the game for A. Tolliver,,95-84,,
5:54.0,,,95-85,1,V. Oladipo makes free throw 2 of 2
5:37.0,T. Harris misses 2-pt shot from 5 ft,,95-85,,
5:34.0,,,95-85,,Defensive rebound by M. Turner
5:26.0,,,95-85,,Shooting foul by R. Jackson (drawn by L. Stephenson)
5:26.0,Technical foul by S. Johnson,,95-85,,
5:26.0,,,95-86,1,V. Oladipo makes technical free throw
5:26.0,,,95-87,1,L. Stephenson makes free throw 1 of 2
5:26.0,I. Smith enters the game for R. Jackson,,95-87,,
5:26.0,,,95-88,1,L. Stephenson makes free throw 2 of 2
5:16.0,I. Smith misses 2-pt shot from 1 ft (block by V. Oladipo),,95-88,,
5:13.0,,,95-88,,Defensive rebound by C. Joseph
5:10.0,,,95-88,,V. Oladipo misses 3-pt shot from 26 ft
5:10.0,,,95-88,,Offensive rebound by Team
5:09.0,,,95-88,,Turnover by L. Stephenson (bad pass)
4:51.0,Shooting foul by V. Oladipo (drawn by R. Bullock),,95-88,,
4:51.0,R. Bullock makes free throw 1 of 2,1,96-88,,
4:51.0,R. Bullock makes free throw 2 of 2,1,97-88,,
4:36.0,,,97-90,2,T. Young makes 2-pt shot from 19 ft (assist by L. Stephenson)
4:18.0,T. Harris misses 2-pt shot from 8 ft,,97-90,,
4:16.0,,,97-90,,Defensive rebound by V. Oladipo
4:09.0,,,97-93,3,V. Oladipo makes 3-pt shot from 26 ft
4:07.0,Detroit full timeout,,97-93,,
