time,Brooklyn,pts.away,score,pts.home,New York
9:33.0,D. Carroll makes 2-pt shot from 14 ft,2,48-69,,
9:25.0,,,48-69,,New York full timeout
9:17.0,,,48-71,2,K. Porzingis makes 2-pt shot from 12 ft
8:56.0,Turnover by Q. Acy (out of bounds lost ball),,48-71,,
8:46.0,,,48-71,,T. Hardaway misses 3-pt shot from 24 ft
8:44.0,Defensive rebound by S. Dinwiddie,,48-71,,
8:36.0,Turnover by D. Carroll (traveling),,48-71,,
8:22.0,,,48-71,,K. Porzingis misses 3-pt shot from 24 ft
8:21.0,,,48-71,,Offensive rebound by Team
8:21.0,Loose ball foul by Q. Acy (drawn by E. Kanter),,48-71,,
8:12.0,,,48-71,,J. Jack misses 2-pt shot from 20 ft
8:11.0,Defensive rebound by D. Carroll,,48-71,,
8:03.0,Q. Acy makes 2-pt shot from 1 ft (assist by A. Crabbe),2,50-71,,
7:55.0,,,50-71,,K. Porzingis misses 3-pt shot from 27 ft
7:52.0,Defensive rebound by A. Crabbe,,50-71,,
7:43.0,D. Carroll misses 3-pt shot from 26 ft,,50-71,,
7:41.0,Offensive rebound by J. Allen,,50-71,,
7:38.0,A. Crabbe misses 3-pt shot from 24 ft,,50-71,,
7:36.0,Offensive rebound by D. Carroll,,50-71,,
7:33.0,D. Carroll makes 2-pt shot from 1 ft,2,52-71,,
7:21.0,Personal foul by A. Crabbe,,52-71,,
7:21.0,Technical foul by A. Crabbe,,52-71,,
7:21.0,,,52-72,1,C. Lee makes technical free throw
7:17.0,,,52-72,,T. Hardaway misses 2-pt shot from 15 ft
7:15.0,Defensive rebound by D. Carroll,,52-72,,
7:07.0,D. Carroll misses 2-pt shot from 4 ft,,52-72,,
7:07.0,Offensive rebound by Team,,52-72,,
6:54.0,J. Allen makes 2-pt shot from 6 ft (assist by S. Dinwiddie),2,54-72,,
6:43.0,,,54-72,,C. Lee misses 2-pt shot from 3 ft
6:40.0,Defensive rebound by Q. Acy,,54-72,,
6:37.0,Shooting foul by E. Kanter (drawn by S. Dinwiddie),,54-72,,
6:37.0,,,54-72,,D. McDermott enters the game for T. Hardaway
6:37.0,J. Okafor enters the game for J. Allen,,54-72,,
6:37.0,S. Dinwiddie misses free throw 1 of 2,,54-72,,
6:37.0,Offensive rebound by Team,,54-72,,
6:37.0,S. Dinwiddie makes free throw 2 of 2,1,55-72,,
6:24.0,,,55-72,,C. Lee misses 3-pt shot from 25 ft
6:22.0,Defensive rebound by A. Crabbe,,55-72,,
6:14.0,D. Carroll misses 3-pt shot from 22 ft,,55-72,,
6:12.0,,,55-72,,Defensive rebound by E. Kanter
6:04.0,,,55-72,,Turnover by K. Porzingis (lost ball; steal by J. Okafor)
5:59.0,A. Crabbe makes 2-pt shot from 1 ft (assist by D. Carroll),2,57-72,,
5:43.0,,,57-72,,Turnover by E. Kanter (bad pass; steal by D. Carroll)
5:37.0,D. Carroll makes 2-pt shot from 1 ft,2,59-72,,
5:37.0,,,59-72,,New York full timeout
5:37.0,J. Harris enters the game for Q. Acy,,59-72,,
5:15.0,,,59-72,,E. Kanter misses 2-pt shot from 10 ft (block by J. Okafor)
5:13.0,Defensive rebound by J. Okafor,,59-72,,
5:01.0,A. Crabbe misses 2-pt shot from 6 ft,,59-72,,
4:59.0,,,59-72,,Defensive rebound by E. Kanter
4:53.0,,,59-74,2,K. Porzingis makes 2-pt shot from 1 ft (assist by J. Jack)
4:43.0,A. Crabbe misses 3-pt shot from 23 ft,,59-74,,
4:41.0,,,59-74,,Defensive rebound by E. Kanter
4:32.0,,,59-74,,J. Jack misses 2-pt shot from 10 ft
4:30.0,,,59-74,,Offensive rebound by E. Kanter
4:30.0,,,59-76,2,E. Kanter makes 2-pt shot at rim
4:19.0,S. Dinwiddie makes 2-pt shot from 1 ft,2,61-76,,
4:00.0,,,61-76,,M. Beasley enters the game for K. Porzingis
4:00.0,,,61-76,,F. Ntilikina enters the game for J. Jack
4:00.0,D. Russell enters the game for S. Dinwiddie,,61-76,,
4:00.0,N. Stauskas enters the game for A. Crabbe,,61-76,,
3:52.0,,,61-76,,M. Beasley misses 2-pt shot from 21 ft
3:50.0,Defensive rebound by D. Russell,,61-76,,
3:34.0,J. Okafor misses 2-pt shot from 10 ft,,61-76,,
3:32.0,,,61-76,,Defensive rebound by E. Kanter
3:23.0,,,61-78,2,E. Kanter makes 2-pt shot from 13 ft (assist by F. Ntilikina)
3:22.0,Brooklyn full timeout,,61-78,,
3:22.0,J. Webb enters the game for D. Carroll,,61-78,,
3:04.0,J. Webb misses 3-pt shot from 22 ft,,61-78,,
3:02.0,,,61-78,,Defensive rebound by E. Kanter
2:42.0,,,61-78,,Shooting foul by J. Okafor (drawn by C. Lee)
2:42.0,,,61-79,1,C. Lee makes free throw 1 of 2
2:42.0,,,61-79,,C. Lee misses free throw 2 of 2
2:40.0,Defensive rebound by J. Okafor,,61-79,,
2:23.0,D. Russell misses 2-pt shot from 6 ft,,61-79,,
2:21.0,Offensive rebound by J. Webb,,61-79,,
2:11.0,J. Okafor makes 2-pt shot from 1 ft (assist by D. Russell),2,63-79,,
1:49.0,,,63-82,3,C. Lee makes 3-pt shot from 27 ft
1:33.0,N. Stauskas makes 3-pt shot from 26 ft,3,66-82,,
1:16.0,,,66-82,,Turnover by F. Ntilikina (palming)
1:02.0,Shooting foul by E. Kanter (drawn by J. Harris),,66-82,,
1:02.0,J. Harris makes free throw 1 of 2,1,67-82,,
1:02.0,J. Harris makes free throw 2 of 2,1,68-82,,
0:48.0,,,68-82,,F. Ntilikina misses 2-pt shot from 10 ft
0:46.0,Defensive rebound by N. Stauskas,,68-82,,
0:42.0,Turnover by D. Russell (lost ball; steal by F. Ntilikina),,68-82,,
0:37.0,,,68-84,2,D. McDermott makes 2-pt shot at rim (assist by E. Kanter)
0:32.0,Shooting foul by E. Kanter (drawn by J. Harris),,68-84,,
0:32.0,,,68-84,,K. O'Quinn enters the game for E. Kanter
0:32.0,J. Harris misses free throw 1 of 2,,68-84,,
0:32.0,Offensive rebound by Team,,68-84,,
0:32.0,J. Harris makes free throw 2 of 2,1,69-84,,
0:13.0,,,69-86,2,D. McDermott makes 2-pt shot from 19 ft (assist by F. Ntilikina)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,69-88,2,D. McDermott makes 2-pt shot at rim (assist by F. Ntilikina)
11:31.0,D. Russell misses 3-pt shot from 25 ft,,69-88,,
11:29.0,,,69-88,,Defensive rebound by M. Beasley
11:13.0,,,69-88,,F. Ntilikina misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by D. Russell,,69-88,,
11:04.0,D. Russell makes 2-pt shot from 15 ft,2,71-88,,
10:45.0,,,71-88,,M. Beasley misses 3-pt shot from 23 ft
10:43.0,Defensive rebound by D. Russell,,71-88,,
10:31.0,J. Harris makes 2-pt shot from 3 ft,2,73-88,,
10:31.0,Shooting foul by F. Ntilikina (drawn by J. Harris),,73-88,,
10:31.0,J. Harris makes free throw 1 of 1,1,74-88,,
10:11.0,,,74-91,3,F. Ntilikina makes 3-pt shot from 24 ft (assist by T. Burke)
10:01.0,N. Stauskas misses 3-pt shot from 25 ft,,74-91,,
9:59.0,,,74-91,,Defensive rebound by M. Beasley
9:49.0,,,74-91,,Shooting foul by J. Webb (drawn by M. Beasley)
9:49.0,I. Whitehead enters the game for J. Harris,,74-91,,
9:49.0,,,74-91,,M. Beasley misses free throw 1 of 2
9:49.0,,,74-91,,Offensive rebound by Team
9:49.0,,,74-92,1,M. Beasley makes free throw 2 of 2
9:34.0,J. Okafor makes 2-pt shot from 1 ft,2,76-92,,
9:34.0,Shooting foul by K. O'Quinn (drawn by J. Okafor),,76-92,,
9:34.0,J. Okafor makes free throw 1 of 1,1,77-92,,
9:17.0,,,77-92,,T. Burke misses 2-pt shot from 17 ft
9:15.0,Defensive rebound by J. Okafor,,77-92,,
9:08.0,Shooting foul by F. Ntilikina (drawn by I. Whitehead),,77-92,,
9:08.0,,,77-92,,K. Porzingis enters the game for K. O'Quinn
9:08.0,I. Whitehead makes free throw 1 of 2,1,78-92,,
9:08.0,I. Whitehead makes free throw 2 of 2,1,79-92,,
8:55.0,,,79-92,,D. McDermott misses 3-pt shot from 23 ft
8:54.0,Defensive rebound by J. Okafor,,79-92,,
8:49.0,D. Russell misses 2-pt shot from 16 ft,,79-92,,
8:47.0,,,79-92,,Defensive rebound by M. Beasley
8:39.0,,,79-92,,T. Burke misses 2-pt shot from 16 ft
8:37.0,Defensive rebound by J. Okafor,,79-92,,
8:28.0,J. Webb misses 3-pt shot from 22 ft,,79-92,,
8:27.0,Offensive rebound by Team,,79-92,,
8:27.0,,,79-92,,T. Hardaway enters the game for D. McDermott
8:27.0,J. Allen enters the game for J. Okafor,,79-92,,
8:12.0,N. Stauskas makes 3-pt shot from 22 ft (assist by J. Webb),3,82-92,,
7:55.0,,,82-92,,K. Porzingis misses 2-pt shot from 13 ft
7:54.0,Defensive rebound by J. Webb,,82-92,,
7:48.0,I. Whitehead misses 2-pt shot from 17 ft,,82-92,,
7:46.0,Offensive rebound by J. Allen,,82-92,,
7:42.0,D. Russell misses 3-pt shot from 25 ft,,82-92,,
7:41.0,,,82-92,,Defensive rebound by M. Beasley
7:32.0,,,82-95,3,K. Porzingis makes 3-pt shot from 27 ft (assist by F. Ntilikina)
7:30.0,Brooklyn full timeout,,82-95,,
7:14.0,I. Whitehead misses 3-pt shot from 23 ft,,82-95,,
7:13.0,,,82-95,,Defensive rebound by Team
7:13.0,Loose ball foul by J. Webb (drawn by M. Beasley),,82-95,,
6:59.0,,,82-97,2,M. Beasley makes 2-pt shot at rim (assist by T. Burke)
6:49.0,I. Whitehead makes 2-pt shot at rim,2,84-97,,
6:40.0,,,84-97,,M. Beasley misses 2-pt shot from 16 ft
6:39.0,Defensive rebound by J. Webb,,84-97,,
6:23.0,J. Allen makes 2-pt shot from 4 ft,2,86-97,,
6:05.0,,,86-97,,Turnover by M. Beasley (bad pass)
6:05.0,J. Okafor enters the game for J. Allen,,86-97,,
5:40.0,N. Stauskas misses 3-pt shot from 27 ft,,86-97,,
5:38.0,,,86-97,,Defensive rebound by M. Beasley
5:28.0,,,86-97,,M. Beasley misses 2-pt shot from 4 ft
5:26.0,Defensive rebound by J. Okafor,,86-97,,
5:14.0,J. Okafor misses 2-pt shot from 5 ft (block by K. Porzingis),,86-97,,
5:12.0,,,86-97,,Defensive rebound by M. Beasley
5:09.0,,,86-97,,T. Hardaway misses 2-pt shot at rim
5:09.0,,,86-97,,Offensive rebound by M. Beasley
5:04.0,,,86-99,2,M. Beasley makes 2-pt shot at rim
4:55.0,I. Whitehead misses 2-pt shot from 4 ft (block by K. Porzingis),,86-99,,
4:53.0,,,86-99,,Defensive rebound by K. Porzingis
4:36.0,,,86-102,3,K. Porzingis makes 3-pt shot from 26 ft (assist by F. Ntilikina)
4:26.0,D. Russell makes 2-pt shot from 7 ft,2,88-102,,
4:26.0,Shooting foul by T. Burke (drawn by D. Russell),,88-102,,
4:26.0,,,88-102,,E. Kanter enters the game for M. Beasley
4:26.0,D. Russell makes free throw 1 of 1,1,89-102,,
4:11.0,,,89-102,,T. Hardaway misses 2-pt shot at rim
4:09.0,Defensive rebound by J. Okafor,,89-102,,
4:01.0,D. Russell makes 2-pt shot from 10 ft,2,91-102,,
3:50.0,,,91-104,2,E. Kanter makes 2-pt shot from 6 ft (assist by T. Burke)
